Inverter_Test_ID,Switching_Frequency_kHz,Inverter_Junction_Temp_C,Motor_Speed_RPM,Power_Switching_Loss_W,Inverter_Efficiency_pct,Operating_Regime
HYUNDAI-E-GMP-1295,21.5,49.4,10255,681.2,96.42,Thermal Derating Required
HYUNDAI-E-GMP-1296,14.2,69.6,8724,590.1,96.73,Thermal Derating Required
HYUNDAI-E-GMP-1297,24.0,58.0,12117,725.8,96.26,Thermal Derating Required
HYUNDAI-E-GMP-1298,10.5,71.6,11719,609.5,96.67,Thermal Derating Required
HYUNDAI-E-GMP-1299,20.1,50.2,10365,647.0,96.54,Thermal Derating Required
HYUNDAI-E-GMP-1300,16.8,45.1,13480,609.8,96.67,Thermal Derating Required
HYUNDAI-E-GMP-1301,11.1,77.2,14174,661.7,96.48,Thermal Derating Required
HYUNDAI-E-GMP-1302,12.0,73.3,13720,676.6,96.43,Thermal Derating Required
HYUNDAI-E-GMP-1303,14.1,80.1,11414,667.9,96.46,Thermal Derating Required
HYUNDAI-E-GMP-1304,14.1,46.1,13627,549.3,96.88,Thermal Derating Required
HYUNDAI-E-GMP-1305,23.6,57.7,10359,765.7,96.12,Thermal Derating Required
HYUNDAI-E-GMP-1306,11.2,71.1,10193,646.0,96.54,Thermal Derating Required
HYUNDAI-E-GMP-1307,13.7,83.6,3876,668.2,96.46,Thermal Derating Required
HYUNDAI-E-GMP-1308,8.0,81.4,1952,513.8,97.0,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1309,12.3,52.2,14042,503.0,97.04,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1310,11.1,91.4,15410,693.0,96.37,Thermal Derating Required
HYUNDAI-E-GMP-1311,23.4,53.7,5573,651.8,96.52,Thermal Derating Required
HYUNDAI-E-GMP-1312,24.0,57.8,15762,803.2,95.99,Thermal Derating Required
HYUNDAI-E-GMP-1313,23.0,58.5,14453,781.0,96.07,Thermal Derating Required
HYUNDAI-E-GMP-1314,14.9,93.0,12318,775.0,96.09,Thermal Derating Required
HYUNDAI-E-GMP-1315,15.8,77.1,11497,725.3,96.26,Thermal Derating Required
HYUNDAI-E-GMP-1316,11.1,56.3,14808,609.1,96.67,Thermal Derating Required
HYUNDAI-E-GMP-1317,8.0,72.8,5560,544.4,96.89,Thermal Derating Required
HYUNDAI-E-GMP-1318,16.8,59.2,14612,672.7,96.45,Thermal Derating Required
HYUNDAI-E-GMP-1319,18.8,54.6,9817,660.2,96.49,Thermal Derating Required
HYUNDAI-E-GMP-1320,18.8,93.4,7437,831.1,95.89,Thermal Derating Required
HYUNDAI-E-GMP-1321,16.3,60.2,7034,592.3,96.73,Thermal Derating Required
HYUNDAI-E-GMP-1322,21.7,93.1,11562,849.4,95.83,Thermal Derating Required
HYUNDAI-E-GMP-1323,13.9,81.5,13114,694.4,96.37,Thermal Derating Required
HYUNDAI-E-GMP-1324,14.7,69.7,2753,614.1,96.65,Thermal Derating Required
HYUNDAI-E-GMP-1325,9.4,87.5,8656,594.0,96.72,Thermal Derating Required
HYUNDAI-E-GMP-1326,9.6,52.5,5719,441.6,97.25,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1327,18.9,55.1,5544,625.5,96.61,Thermal Derating Required
HYUNDAI-E-GMP-1328,17.7,84.9,14481,776.6,96.08,Thermal Derating Required
HYUNDAI-E-GMP-1329,19.7,51.9,10822,692.7,96.38,Thermal Derating Required
HYUNDAI-E-GMP-1330,14.9,55.8,5365,518.4,96.99,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1331,11.5,91.2,10374,681.1,96.42,Thermal Derating Required
HYUNDAI-E-GMP-1332,18.6,66.1,9654,690.5,96.38,Thermal Derating Required
HYUNDAI-E-GMP-1333,12.2,57.7,13492,565.0,96.82,Thermal Derating Required
HYUNDAI-E-GMP-1334,12.7,88.8,5445,631.5,96.59,Thermal Derating Required
HYUNDAI-E-GMP-1335,18.8,61.7,2249,591.9,96.73,Thermal Derating Required
HYUNDAI-E-GMP-1336,15.6,89.2,1973,705.9,96.33,Thermal Derating Required
HYUNDAI-E-GMP-1337,17.2,93.7,11408,844.0,95.85,Thermal Derating Required
HYUNDAI-E-GMP-1338,23.6,78.2,9576,844.0,95.85,Thermal Derating Required
HYUNDAI-E-GMP-1339,13.2,59.1,15031,571.3,96.8,Thermal Derating Required
HYUNDAI-E-GMP-1340,10.0,62.2,10072,552.4,96.87,Thermal Derating Required
HYUNDAI-E-GMP-1341,9.0,59.5,1842,401.6,97.39,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1342,10.8,66.8,1685,505.0,97.03,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1343,17.0,60.3,1170,605.1,96.68,Thermal Derating Required
HYUNDAI-E-GMP-1344,15.7,87.2,12207,754.7,96.16,Thermal Derating Required
HYUNDAI-E-GMP-1345,13.9,89.3,10961,698.0,96.36,Thermal Derating Required
HYUNDAI-E-GMP-1346,11.9,50.3,15450,550.8,96.87,Thermal Derating Required
HYUNDAI-E-GMP-1347,10.8,88.5,8845,658.2,96.5,Thermal Derating Required
HYUNDAI-E-GMP-1348,18.0,63.7,10221,712.3,96.31,Thermal Derating Required
HYUNDAI-E-GMP-1349,20.8,89.9,10123,800.0,96.0,Thermal Derating Required
HYUNDAI-E-GMP-1350,20.8,53.7,6165,629.2,96.6,Thermal Derating Required
HYUNDAI-E-GMP-1351,12.7,64.8,12864,634.0,96.58,Thermal Derating Required
HYUNDAI-E-GMP-1352,21.6,63.5,7450,704.9,96.33,Thermal Derating Required
HYUNDAI-E-GMP-1353,22.3,93.1,7066,856.5,95.8,Thermal Derating Required
HYUNDAI-E-GMP-1354,16.3,50.0,10418,547.1,96.89,Thermal Derating Required
HYUNDAI-E-GMP-1355,19.3,59.6,6683,695.8,96.36,Thermal Derating Required
HYUNDAI-E-GMP-1356,16.6,54.7,14930,619.5,96.63,Thermal Derating Required
HYUNDAI-E-GMP-1357,15.9,77.9,8460,664.9,96.47,Thermal Derating Required
HYUNDAI-E-GMP-1358,14.1,55.3,5381,557.1,96.85,Thermal Derating Required
HYUNDAI-E-GMP-1359,23.3,90.2,13614,895.1,95.67,Thermal Derating Required
HYUNDAI-E-GMP-1360,10.4,54.9,4898,471.3,97.15,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1361,18.7,64.3,5499,643.0,96.55,Thermal Derating Required
HYUNDAI-E-GMP-1362,18.7,83.9,10316,747.8,96.18,Thermal Derating Required
HYUNDAI-E-GMP-1363,15.3,48.6,15806,650.3,96.52,Thermal Derating Required
HYUNDAI-E-GMP-1364,22.8,70.6,1271,703.5,96.34,Thermal Derating Required
HYUNDAI-E-GMP-1365,21.8,72.7,13155,799.3,96.0,Thermal Derating Required
HYUNDAI-E-GMP-1366,12.5,76.9,4741,587.8,96.74,Thermal Derating Required
HYUNDAI-E-GMP-1367,22.8,75.9,13495,830.5,95.89,Thermal Derating Required
HYUNDAI-E-GMP-1368,10.1,77.0,4715,560.6,96.84,Thermal Derating Required
HYUNDAI-E-GMP-1369,21.3,69.3,7076,727.2,96.25,Thermal Derating Required
HYUNDAI-E-GMP-1370,22.8,50.2,6750,678.0,96.43,Thermal Derating Required
HYUNDAI-E-GMP-1371,14.4,46.5,5836,470.7,97.15,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1372,11.1,92.9,11753,655.8,96.5,Thermal Derating Required
HYUNDAI-E-GMP-1373,16.8,80.5,15251,788.0,96.04,Thermal Derating Required
HYUNDAI-E-GMP-1374,20.9,82.7,8463,802.8,95.99,Thermal Derating Required
HYUNDAI-E-GMP-1375,15.5,86.9,6523,724.3,96.26,Thermal Derating Required
HYUNDAI-E-GMP-1376,15.7,49.2,11882,584.0,96.76,Thermal Derating Required
HYUNDAI-E-GMP-1377,21.4,92.7,8350,876.7,95.73,Thermal Derating Required
HYUNDAI-E-GMP-1378,10.1,49.1,15827,517.3,96.99,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1379,20.4,50.9,3389,662.8,96.48,Thermal Derating Required
HYUNDAI-E-GMP-1380,14.1,73.4,10358,632.7,96.59,Thermal Derating Required
HYUNDAI-E-GMP-1381,22.4,86.1,6839,854.1,95.81,Thermal Derating Required
HYUNDAI-E-GMP-1382,12.0,45.7,1059,432.8,97.29,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1383,17.9,79.4,6012,711.4,96.31,Thermal Derating Required
HYUNDAI-E-GMP-1384,22.5,77.8,3988,800.5,96.0,Thermal Derating Required
HYUNDAI-E-GMP-1385,14.0,45.2,6911,468.6,97.16,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1386,18.8,86.8,15447,833.2,95.88,Thermal Derating Required
HYUNDAI-E-GMP-1387,17.9,92.2,4145,709.3,96.32,Thermal Derating Required
HYUNDAI-E-GMP-1388,12.0,87.9,3775,642.8,96.55,Thermal Derating Required
HYUNDAI-E-GMP-1389,18.3,53.1,2271,582.5,96.76,Thermal Derating Required
HYUNDAI-E-GMP-1390,8.7,53.5,14030,514.2,97.0,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1391,14.8,77.6,10750,688.8,96.39,Thermal Derating Required
HYUNDAI-E-GMP-1392,11.2,90.9,12009,668.3,96.46,Thermal Derating Required
HYUNDAI-E-GMP-1393,22.2,80.1,4569,800.2,96.0,Thermal Derating Required
HYUNDAI-E-GMP-1394,16.8,85.2,9525,689.8,96.39,Thermal Derating Required
HYUNDAI-E-GMP-1395,11.7,47.0,14742,549.5,96.88,Thermal Derating Required
HYUNDAI-E-GMP-1396,10.6,63.9,14195,594.5,96.72,Thermal Derating Required
HYUNDAI-E-GMP-1397,21.7,77.5,7617,762.3,96.13,Thermal Derating Required
HYUNDAI-E-GMP-1398,16.9,76.4,3115,656.2,96.5,Thermal Derating Required
HYUNDAI-E-GMP-1399,17.0,51.0,7816,621.0,96.63,Thermal Derating Required
HYUNDAI-E-GMP-1400,9.0,48.8,8571,428.7,97.3,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1401,22.8,92.8,4522,762.3,96.13,Thermal Derating Required
HYUNDAI-E-GMP-1402,14.7,54.9,7087,510.1,97.01,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1403,23.3,86.4,10025,854.7,95.81,Thermal Derating Required
HYUNDAI-E-GMP-1404,22.4,67.5,14332,839.2,95.86,Thermal Derating Required
HYUNDAI-E-GMP-1405,23.1,66.0,8103,790.3,96.03,Thermal Derating Required
HYUNDAI-E-GMP-1406,22.0,84.3,11514,850.9,95.82,Thermal Derating Required
HYUNDAI-E-GMP-1407,17.8,72.6,8259,702.6,96.34,Thermal Derating Required
HYUNDAI-E-GMP-1408,16.5,58.2,15773,720.3,96.28,Thermal Derating Required
HYUNDAI-E-GMP-1409,12.8,81.3,11063,676.6,96.43,Thermal Derating Required
HYUNDAI-E-GMP-1410,8.6,91.4,2798,549.4,96.88,Thermal Derating Required
HYUNDAI-E-GMP-1411,11.9,68.8,5246,531.6,96.94,Thermal Derating Required
HYUNDAI-E-GMP-1412,8.1,45.8,8960,423.7,97.32,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1413,18.5,88.1,1469,697.0,96.36,Thermal Derating Required
HYUNDAI-E-GMP-1414,14.9,55.2,10476,584.8,96.75,Thermal Derating Required
HYUNDAI-E-GMP-1415,9.4,49.2,14255,475.8,97.13,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1416,14.2,45.3,4452,495.9,97.06,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1417,10.2,68.3,5859,505.8,97.03,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1418,10.4,75.2,2223,519.7,96.98,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1419,16.9,50.6,9088,614.1,96.65,Thermal Derating Required
HYUNDAI-E-GMP-1420,16.5,47.1,10296,620.4,96.63,Thermal Derating Required
HYUNDAI-E-GMP-1421,10.8,94.3,11195,686.4,96.4,Thermal Derating Required
HYUNDAI-E-GMP-1422,20.8,63.7,11224,726.2,96.26,Thermal Derating Required
HYUNDAI-E-GMP-1423,18.3,55.3,4505,639.0,96.56,Thermal Derating Required
HYUNDAI-E-GMP-1424,15.5,93.7,3923,684.7,96.4,Thermal Derating Required
HYUNDAI-E-GMP-1425,23.8,74.5,12759,830.8,95.89,Thermal Derating Required
HYUNDAI-E-GMP-1426,8.3,73.8,4977,494.9,97.07,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1427,20.1,66.7,1428,684.5,96.4,Thermal Derating Required
HYUNDAI-E-GMP-1428,16.0,63.2,15103,691.1,96.38,Thermal Derating Required
HYUNDAI-E-GMP-1429,19.9,70.5,11759,783.4,96.06,Thermal Derating Required
HYUNDAI-E-GMP-1430,17.9,83.8,1393,673.4,96.44,Thermal Derating Required
HYUNDAI-E-GMP-1431,23.0,53.0,12151,751.5,96.17,Thermal Derating Required
HYUNDAI-E-GMP-1432,23.4,71.5,13039,819.1,95.93,Thermal Derating Required
HYUNDAI-E-GMP-1433,16.1,89.5,7165,743.8,96.2,Thermal Derating Required
HYUNDAI-E-GMP-1434,22.5,55.6,9138,722.4,96.27,Thermal Derating Required
HYUNDAI-E-GMP-1435,11.2,79.3,3129,544.9,96.89,Thermal Derating Required
HYUNDAI-E-GMP-1436,10.4,73.9,3821,565.3,96.82,Thermal Derating Required
HYUNDAI-E-GMP-1437,12.4,85.0,5082,630.9,96.59,Thermal Derating Required
HYUNDAI-E-GMP-1438,15.3,93.5,4411,715.6,96.3,Thermal Derating Required
HYUNDAI-E-GMP-1439,21.0,87.3,13412,845.8,95.84,Thermal Derating Required
HYUNDAI-E-GMP-1440,10.8,90.0,3297,587.2,96.74,Thermal Derating Required
HYUNDAI-E-GMP-1441,13.2,85.1,15716,735.0,96.23,Thermal Derating Required
HYUNDAI-E-GMP-1442,11.3,60.8,15915,565.0,96.82,Thermal Derating Required
HYUNDAI-E-GMP-1443,14.1,51.2,3651,531.4,96.94,Thermal Derating Required
HYUNDAI-E-GMP-1444,17.0,91.8,10478,741.8,96.2,Thermal Derating Required
HYUNDAI-E-GMP-1445,10.0,87.7,14284,658.5,96.5,Thermal Derating Required
HYUNDAI-E-GMP-1446,22.2,57.9,11693,728.2,96.25,Thermal Derating Required
HYUNDAI-E-GMP-1447,8.7,60.0,2797,434.1,97.28,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1448,20.7,79.2,7249,759.8,96.14,Thermal Derating Required
HYUNDAI-E-GMP-1449,10.5,60.6,10569,544.0,96.9,Thermal Derating Required
HYUNDAI-E-GMP-1450,21.8,91.5,6335,788.0,96.04,Thermal Derating Required
HYUNDAI-E-GMP-1451,9.9,68.2,14959,563.1,96.83,Thermal Derating Required
HYUNDAI-E-GMP-1452,13.9,75.5,3869,592.3,96.73,Thermal Derating Required
HYUNDAI-E-GMP-1453,19.7,51.2,9437,685.4,96.4,Thermal Derating Required
HYUNDAI-E-GMP-1454,12.2,52.3,8017,539.6,96.91,Thermal Derating Required
HYUNDAI-E-GMP-1455,20.3,50.5,3444,645.2,96.54,Thermal Derating Required
HYUNDAI-E-GMP-1456,19.6,51.7,2263,624.1,96.62,Thermal Derating Required
HYUNDAI-E-GMP-1457,16.7,71.0,5331,629.7,96.6,Thermal Derating Required
HYUNDAI-E-GMP-1458,9.8,70.0,11926,538.3,96.92,Thermal Derating Required
HYUNDAI-E-GMP-1459,15.0,65.6,3281,612.3,96.66,Thermal Derating Required
HYUNDAI-E-GMP-1460,21.7,60.5,7657,704.8,96.33,Thermal Derating Required
HYUNDAI-E-GMP-1461,21.1,66.3,2905,684.9,96.4,Thermal Derating Required
HYUNDAI-E-GMP-1462,21.1,85.3,11208,814.0,95.95,Thermal Derating Required
HYUNDAI-E-GMP-1463,21.8,49.5,14545,711.1,96.31,Thermal Derating Required
HYUNDAI-E-GMP-1464,15.4,89.8,10999,724.2,96.27,Thermal Derating Required
HYUNDAI-E-GMP-1465,19.0,51.4,15931,739.2,96.21,Thermal Derating Required
HYUNDAI-E-GMP-1466,15.0,93.2,10144,770.6,96.1,Thermal Derating Required
HYUNDAI-E-GMP-1467,23.8,88.5,15890,940.0,95.51,Thermal Derating Required
HYUNDAI-E-GMP-1468,11.7,50.4,1332,446.3,97.24,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1469,11.4,91.0,2962,609.8,96.67,Thermal Derating Required
HYUNDAI-E-GMP-1470,20.7,76.5,7776,726.0,96.26,Thermal Derating Required
HYUNDAI-E-GMP-1471,10.9,50.7,6376,457.4,97.2,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1472,12.3,48.1,10699,480.0,97.12,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1473,21.9,94.4,2940,824.5,95.91,Thermal Derating Required
HYUNDAI-E-GMP-1474,17.3,84.4,2706,741.0,96.21,Thermal Derating Required
HYUNDAI-E-GMP-1475,16.3,89.8,10567,796.5,96.01,Thermal Derating Required
HYUNDAI-E-GMP-1476,10.9,75.5,2737,552.2,96.87,Thermal Derating Required
HYUNDAI-E-GMP-1477,13.7,91.9,1734,662.5,96.48,Thermal Derating Required
HYUNDAI-E-GMP-1478,23.4,58.1,3242,710.2,96.31,Thermal Derating Required
HYUNDAI-E-GMP-1479,21.6,82.1,7539,706.5,96.33,Thermal Derating Required
HYUNDAI-E-GMP-1480,8.3,64.1,6002,430.6,97.29,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1481,16.4,62.6,5651,614.4,96.65,Thermal Derating Required
HYUNDAI-E-GMP-1482,21.2,79.3,12152,810.3,95.96,Thermal Derating Required
HYUNDAI-E-GMP-1483,18.7,84.8,11792,790.3,96.03,Thermal Derating Required
HYUNDAI-E-GMP-1484,19.9,67.7,15603,793.0,96.02,Thermal Derating Required
HYUNDAI-E-GMP-1485,22.7,57.2,3217,687.4,96.39,Thermal Derating Required
HYUNDAI-E-GMP-1486,19.6,48.6,7379,627.3,96.6,Thermal Derating Required
HYUNDAI-E-GMP-1487,22.0,51.2,15687,707.0,96.33,Thermal Derating Required
HYUNDAI-E-GMP-1488,12.8,65.2,3116,577.4,96.78,Thermal Derating Required
HYUNDAI-E-GMP-1489,16.2,55.0,3082,583.8,96.76,Thermal Derating Required
HYUNDAI-E-GMP-1490,20.8,50.8,5348,650.9,96.52,Thermal Derating Required
HYUNDAI-E-GMP-1491,10.8,60.2,2865,451.5,97.22,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1492,14.7,80.3,7041,649.7,96.53,Thermal Derating Required
HYUNDAI-E-GMP-1493,20.0,87.8,5161,766.1,96.12,Thermal Derating Required
HYUNDAI-E-GMP-1494,17.5,92.7,6498,751.9,96.17,Thermal Derating Required
HYUNDAI-E-GMP-1495,21.5,71.1,2435,748.2,96.18,Thermal Derating Required
HYUNDAI-E-GMP-1496,15.9,91.7,7297,704.5,96.33,Thermal Derating Required
HYUNDAI-E-GMP-1497,11.6,47.5,1820,430.9,97.29,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1498,15.9,61.3,9875,616.4,96.64,Thermal Derating Required
HYUNDAI-E-GMP-1499,22.2,86.7,6350,814.6,95.95,Thermal Derating Required
HYUNDAI-E-GMP-1500,18.7,65.4,5096,618.6,96.63,Thermal Derating Required
HYUNDAI-E-GMP-1501,22.8,85.4,13069,894.5,95.67,Thermal Derating Required
HYUNDAI-E-GMP-1502,11.0,92.1,8042,643.4,96.55,Thermal Derating Required
HYUNDAI-E-GMP-1503,20.9,69.8,3550,717.5,96.29,Thermal Derating Required
HYUNDAI-E-GMP-1504,19.5,84.8,7319,775.8,96.08,Thermal Derating Required
HYUNDAI-E-GMP-1505,12.2,91.8,2694,627.3,96.6,Thermal Derating Required
HYUNDAI-E-GMP-1506,8.5,67.1,12583,563.7,96.83,Thermal Derating Required
HYUNDAI-E-GMP-1507,19.4,66.8,5941,637.6,96.57,Thermal Derating Required
HYUNDAI-E-GMP-1508,19.9,78.1,1504,765.3,96.12,Thermal Derating Required
HYUNDAI-E-GMP-1509,16.7,66.0,13655,665.6,96.47,Thermal Derating Required
HYUNDAI-E-GMP-1510,11.5,68.0,2148,495.4,97.07,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1511,20.0,46.5,9140,628.0,96.6,Thermal Derating Required
HYUNDAI-E-GMP-1512,13.4,92.2,6485,664.7,96.47,Thermal Derating Required
HYUNDAI-E-GMP-1513,16.2,52.3,2486,511.6,97.01,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1514,18.1,59.1,13828,708.0,96.32,Thermal Derating Required
HYUNDAI-E-GMP-1515,15.9,70.7,9761,627.0,96.61,Thermal Derating Required
HYUNDAI-E-GMP-1516,20.6,57.3,7168,688.1,96.39,Thermal Derating Required
HYUNDAI-E-GMP-1517,12.6,60.6,5165,544.0,96.9,Thermal Derating Required
HYUNDAI-E-GMP-1518,10.5,80.9,15804,657.2,96.5,Thermal Derating Required
HYUNDAI-E-GMP-1519,21.3,74.1,3968,740.5,96.21,Thermal Derating Required
HYUNDAI-E-GMP-1520,14.7,49.6,7991,540.1,96.91,Thermal Derating Required
HYUNDAI-E-GMP-1521,18.4,92.8,10341,832.3,95.89,Thermal Derating Required
HYUNDAI-E-GMP-1522,19.6,64.3,5319,678.1,96.43,Thermal Derating Required
HYUNDAI-E-GMP-1523,8.1,75.3,8138,548.6,96.88,Thermal Derating Required
HYUNDAI-E-GMP-1524,14.3,90.8,10885,712.1,96.31,Thermal Derating Required
HYUNDAI-E-GMP-1525,13.7,83.0,13098,651.3,96.52,Thermal Derating Required
HYUNDAI-E-GMP-1526,16.9,59.3,10070,617.2,96.64,Thermal Derating Required
HYUNDAI-E-GMP-1527,21.3,62.1,3974,666.8,96.47,Thermal Derating Required
HYUNDAI-E-GMP-1528,21.2,69.9,7839,759.2,96.14,Thermal Derating Required
HYUNDAI-E-GMP-1529,20.5,85.0,12848,788.1,96.04,Thermal Derating Required
HYUNDAI-E-GMP-1530,18.8,74.6,10344,735.0,96.23,Thermal Derating Required
HYUNDAI-E-GMP-1531,23.8,79.3,7851,808.3,95.97,Thermal Derating Required
HYUNDAI-E-GMP-1532,15.9,60.2,11953,648.0,96.53,Thermal Derating Required
HYUNDAI-E-GMP-1533,14.9,71.0,8725,637.5,96.57,Thermal Derating Required
HYUNDAI-E-GMP-1534,15.8,72.5,12736,697.9,96.36,Thermal Derating Required
HYUNDAI-E-GMP-1535,17.9,66.4,3335,654.3,96.51,Thermal Derating Required
HYUNDAI-E-GMP-1536,10.7,51.6,12282,500.1,97.05,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1537,23.3,91.7,10230,880.4,95.72,Thermal Derating Required
HYUNDAI-E-GMP-1538,11.4,51.9,7496,477.5,97.13,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1539,10.2,82.4,10090,603.0,96.69,Thermal Derating Required
HYUNDAI-E-GMP-1540,18.6,92.2,6317,775.7,96.09,Thermal Derating Required
HYUNDAI-E-GMP-1541,22.6,48.4,4677,626.1,96.61,Thermal Derating Required
HYUNDAI-E-GMP-1542,17.4,46.4,6407,538.4,96.92,Thermal Derating Required
HYUNDAI-E-GMP-1543,14.7,87.3,6012,703.7,96.34,Thermal Derating Required
HYUNDAI-E-GMP-1544,20.0,94.6,7422,840.8,95.86,Thermal Derating Required
HYUNDAI-E-GMP-1545,14.7,45.3,9100,490.8,97.08,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1546,15.6,87.4,9753,744.7,96.19,Thermal Derating Required
HYUNDAI-E-GMP-1547,9.9,90.5,7760,566.9,96.82,Thermal Derating Required
HYUNDAI-E-GMP-1548,13.1,72.2,15395,620.4,96.63,Thermal Derating Required
HYUNDAI-E-GMP-1549,18.5,73.8,12604,745.6,96.19,Thermal Derating Required
HYUNDAI-E-GMP-1550,15.9,87.5,10939,734.7,96.23,Thermal Derating Required
HYUNDAI-E-GMP-1551,8.0,66.5,1045,396.3,97.41,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1552,23.1,91.8,11505,880.2,95.72,Thermal Derating Required
HYUNDAI-E-GMP-1553,12.8,60.6,1043,529.7,96.95,Thermal Derating Required
HYUNDAI-E-GMP-1554,10.2,60.6,14317,565.5,96.82,Thermal Derating Required
HYUNDAI-E-GMP-1555,12.4,70.1,15554,648.5,96.53,Thermal Derating Required
HYUNDAI-E-GMP-1556,20.0,69.5,1804,671.7,96.45,Thermal Derating Required
HYUNDAI-E-GMP-1557,22.5,48.4,5003,631.2,96.59,Thermal Derating Required
HYUNDAI-E-GMP-1558,8.9,52.8,12442,485.5,97.1,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1559,20.2,93.0,2812,793.7,96.02,Thermal Derating Required
HYUNDAI-E-GMP-1560,21.4,55.7,5580,698.4,96.36,Thermal Derating Required
HYUNDAI-E-GMP-1561,13.1,93.1,8201,695.9,96.36,Thermal Derating Required
HYUNDAI-E-GMP-1562,20.4,84.8,3545,750.0,96.18,Thermal Derating Required
HYUNDAI-E-GMP-1563,8.1,47.6,10123,454.2,97.21,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1564,23.4,91.3,8531,899.9,95.65,Thermal Derating Required
HYUNDAI-E-GMP-1565,20.1,68.5,6242,712.5,96.31,Thermal Derating Required
HYUNDAI-E-GMP-1566,9.2,81.4,11560,610.5,96.66,Thermal Derating Required
HYUNDAI-E-GMP-1567,15.1,86.8,8741,721.0,96.28,Thermal Derating Required
HYUNDAI-E-GMP-1568,21.4,67.1,11212,769.0,96.11,Thermal Derating Required
HYUNDAI-E-GMP-1569,15.1,75.9,5579,640.3,96.56,Thermal Derating Required
HYUNDAI-E-GMP-1570,20.1,58.3,3885,659.2,96.49,Thermal Derating Required
HYUNDAI-E-GMP-1571,22.8,76.0,14102,879.7,95.72,Thermal Derating Required
HYUNDAI-E-GMP-1572,20.0,50.7,2303,619.7,96.63,Thermal Derating Required
HYUNDAI-E-GMP-1573,17.9,91.5,4800,762.8,96.13,Thermal Derating Required
HYUNDAI-E-GMP-1574,8.7,82.0,15719,619.9,96.63,Thermal Derating Required
HYUNDAI-E-GMP-1575,10.6,55.0,15982,540.3,96.91,Thermal Derating Required
HYUNDAI-E-GMP-1576,15.6,63.4,14325,628.0,96.6,Thermal Derating Required
HYUNDAI-E-GMP-1577,23.2,92.5,13677,918.7,95.58,Thermal Derating Required
HYUNDAI-E-GMP-1578,20.3,46.1,7546,604.3,96.68,Thermal Derating Required
HYUNDAI-E-GMP-1579,14.4,83.0,9024,711.2,96.31,Thermal Derating Required
HYUNDAI-E-GMP-1580,15.9,74.7,14150,699.4,96.35,Thermal Derating Required
HYUNDAI-E-GMP-1581,13.0,62.3,8619,540.3,96.91,Thermal Derating Required
HYUNDAI-E-GMP-1582,19.6,87.3,7579,789.7,96.04,Thermal Derating Required
HYUNDAI-E-GMP-1583,9.6,55.8,9685,477.8,97.13,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1584,21.5,80.8,13258,864.9,95.77,Thermal Derating Required
HYUNDAI-E-GMP-1585,12.9,85.0,13629,745.2,96.19,Thermal Derating Required
HYUNDAI-E-GMP-1586,9.8,68.5,2394,428.3,97.3,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1587,21.0,52.0,2565,644.3,96.55,Thermal Derating Required
HYUNDAI-E-GMP-1588,22.1,66.4,11611,801.2,96.0,Thermal Derating Required
HYUNDAI-E-GMP-1589,12.0,88.6,3118,578.1,96.78,Thermal Derating Required
HYUNDAI-E-GMP-1590,12.7,68.8,10927,605.3,96.68,Thermal Derating Required
HYUNDAI-E-GMP-1591,10.3,47.6,7414,457.8,97.2,Optimal 800V SiC Efficiency
