Hydrogen_Trip_ID,Tank_Storage_Pressure_Bar,Ambient_Temp_C,PEM_Membrane_Humidity_pct,Fuel_Cell_Stack_Voltage_V,Anode_Purge_Interval_s,Fuel_Cell_Status
IVECO-H2-1280,353.9,10.4,83.2,1.144,124,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1281,454.1,22.5,85.8,1.149,130,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1282,368.9,8.3,83.8,1.137,142,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1283,255.7,28.4,79.4,1.138,138,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1284,376.7,21.4,81.9,1.122,130,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1285,649.0,-7.5,89.7,1.106,113,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1286,462.7,-5.7,86.6,1.162,111,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1287,407.9,30.0,84.1,1.138,126,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1288,549.6,18.2,92.7,1.109,123,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1289,175.1,13.7,79.1,1.11,155,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1290,460.7,3.8,92.8,1.112,134,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1291,251.3,-4.8,76.9,1.074,163,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1292,283.3,33.7,82.2,1.16,137,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1293,258.4,-1.3,80.1,1.12,152,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1294,360.4,13.1,82.5,1.107,130,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1295,544.5,34.9,93.5,1.069,126,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1296,459.2,-4.6,88.8,1.141,119,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1297,578.9,-3.1,89.0,1.145,114,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1298,165.7,21.7,77.8,1.045,162,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1299,389.2,-7.0,84.9,1.132,132,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1300,538.0,25.1,85.1,1.152,114,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1301,402.1,-5.9,87.6,1.179,135,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1302,302.1,28.4,80.6,1.125,144,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1303,634.6,-9.0,92.9,1.111,108,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1304,177.9,29.0,80.2,1.098,152,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1305,392.1,-8.0,84.9,1.167,137,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1306,674.2,19.8,90.4,1.095,102,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1307,279.0,16.5,82.6,1.136,147,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1308,608.9,29.3,88.9,1.141,106,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1309,638.1,5.2,97.5,0.958,101,Membrane Flooding / Dryout Alert
IVECO-H2-1310,345.2,8.0,86.4,1.152,137,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1311,602.8,34.4,90.0,1.16,103,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1312,171.7,10.2,80.3,1.132,138,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1313,505.9,29.4,88.2,1.133,122,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1314,456.7,25.9,88.9,1.15,117,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1315,324.4,25.5,77.8,1.079,146,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1316,467.2,-3.3,90.8,1.097,131,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1317,443.4,7.9,89.8,1.124,131,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1318,665.1,19.7,89.7,1.118,110,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1319,518.0,1.8,89.7,1.133,137,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1320,387.8,-8.9,83.1,1.122,136,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1321,337.9,5.0,83.8,1.107,143,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1322,514.5,-3.5,93.6,1.029,119,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1323,527.8,10.1,92.7,1.049,119,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1324,252.5,31.5,80.6,1.103,162,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1325,275.0,7.1,77.3,1.086,128,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1326,443.8,31.8,87.5,1.132,115,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1327,653.2,-7.4,96.0,1.02,102,Membrane Flooding / Dryout Alert
IVECO-H2-1328,300.7,10.3,81.3,1.111,160,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1329,506.1,19.3,88.8,1.128,123,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1330,582.9,7.5,92.4,1.062,108,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1331,626.1,32.2,91.8,1.109,121,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1332,526.3,33.1,89.0,1.12,120,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1333,274.4,24.9,86.8,1.154,151,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1334,650.5,9.6,94.9,1.02,89,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1335,247.5,25.4,78.7,1.106,157,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1336,668.9,-8.2,87.1,1.166,104,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1337,620.3,-8.6,87.3,1.148,117,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1338,397.3,16.4,83.4,1.149,134,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1339,509.8,-8.5,91.8,1.063,121,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1340,452.4,32.8,86.9,1.156,133,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1341,508.7,22.9,90.1,1.123,132,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1342,355.9,33.4,81.9,1.116,142,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1343,303.0,24.7,87.1,1.114,150,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1344,610.1,-2.1,96.7,0.981,114,Membrane Flooding / Dryout Alert
IVECO-H2-1345,384.3,6.2,86.9,1.169,153,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1346,520.7,34.1,91.5,1.118,124,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1347,404.9,32.9,84.0,1.129,138,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1348,619.9,-3.0,91.3,1.072,108,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1349,604.7,-9.1,92.3,1.1,116,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1350,646.4,18.5,98.7,0.946,115,Membrane Flooding / Dryout Alert
IVECO-H2-1351,386.8,19.9,82.4,1.164,149,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1352,531.5,16.1,93.7,1.079,114,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1353,593.7,9.5,88.8,1.131,119,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1354,231.2,-2.5,77.2,1.034,154,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1355,443.8,-4.6,86.9,1.175,136,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1356,416.8,-5.4,83.4,1.136,139,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1357,352.9,5.6,79.7,1.112,150,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1358,324.3,17.3,85.8,1.157,136,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1359,391.7,3.6,84.3,1.143,128,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1360,595.0,22.7,90.5,1.102,113,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1361,265.1,-9.5,78.8,1.1,151,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1362,398.1,4.9,86.1,1.142,129,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1363,200.4,29.6,75.4,1.014,160,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1364,538.9,20.2,84.5,1.159,101,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1365,303.1,26.5,82.1,1.156,145,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1366,497.3,-2.5,87.3,1.119,129,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1367,483.9,10.6,85.7,1.133,121,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1368,139.1,17.1,76.9,1.053,173,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1369,174.3,8.9,80.8,1.129,155,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1370,268.4,25.1,79.9,1.119,155,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1371,363.3,29.3,88.3,1.135,138,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1372,568.0,0.2,87.6,1.122,110,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1373,461.0,29.0,89.3,1.127,119,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1374,437.8,4.5,86.0,1.155,139,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1375,161.1,30.6,78.9,1.122,169,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1376,543.0,22.4,90.3,1.115,111,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1377,402.9,-7.9,81.8,1.107,128,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1378,338.4,13.6,84.5,1.169,158,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1379,298.1,4.7,79.3,1.123,149,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1380,173.8,-4.3,81.4,1.096,148,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1381,250.9,8.8,85.8,1.142,151,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1382,233.6,-2.8,82.4,1.134,165,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1383,652.8,10.4,91.8,1.097,101,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1384,363.5,29.5,81.8,1.132,142,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1385,169.4,19.8,77.5,1.078,158,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1386,395.0,19.5,93.9,1.087,125,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1387,382.8,12.6,83.8,1.128,151,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1388,614.3,30.3,95.9,0.999,105,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1389,291.5,20.7,75.4,1.019,170,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1390,617.3,6.6,88.5,1.153,115,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1391,240.8,3.6,82.0,1.168,148,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1392,195.4,-6.0,78.0,1.125,143,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1393,295.8,26.3,83.5,1.149,134,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1394,266.3,33.8,80.7,1.097,138,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1395,662.1,34.4,90.7,1.109,97,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1396,235.4,5.1,80.1,1.126,153,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1397,681.7,16.9,94.5,1.028,93,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1398,381.9,29.5,83.7,1.137,131,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1399,232.4,-8.5,83.9,1.139,147,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1400,400.4,-0.8,84.0,1.148,127,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1401,596.1,11.7,89.0,1.139,118,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1402,615.4,13.2,91.7,1.124,116,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1403,496.4,-0.3,85.7,1.134,119,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1404,224.6,24.4,81.0,1.147,146,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1405,472.5,9.9,84.1,1.177,127,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1406,508.7,3.5,84.8,1.178,134,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1407,143.5,8.8,77.9,1.079,168,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1408,311.9,-9.6,78.1,1.045,149,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1409,676.7,2.0,93.4,1.06,88,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1410,268.0,17.7,80.7,1.101,149,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1411,512.3,9.1,87.7,1.144,114,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1412,295.3,17.5,82.8,1.113,148,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1413,649.7,3.0,92.7,1.066,110,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1414,503.4,2.0,88.2,1.148,118,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1415,490.0,-0.3,89.6,1.124,128,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1416,350.5,31.3,83.8,1.155,134,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1417,551.7,20.0,94.6,1.074,114,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1418,692.5,6.8,97.9,0.973,102,Membrane Flooding / Dryout Alert
IVECO-H2-1419,581.8,14.0,98.5,0.928,111,Membrane Flooding / Dryout Alert
IVECO-H2-1420,191.9,-3.3,78.1,1.106,175,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1421,648.3,21.3,91.8,1.071,112,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1422,502.5,32.8,82.4,1.153,115,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1423,288.0,10.0,82.2,1.155,158,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1424,370.2,17.0,86.6,1.141,147,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1425,223.2,-6.8,79.8,1.098,173,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1426,268.3,-1.3,79.4,1.107,147,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1427,369.8,7.4,83.5,1.135,138,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1428,433.7,-5.9,86.3,1.176,132,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1429,128.4,-5.2,81.2,1.116,168,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1430,339.0,21.6,90.0,1.11,135,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1431,228.2,11.4,76.7,1.082,136,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1432,501.2,4.3,85.4,1.104,123,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1433,664.3,5.0,99.0,0.905,93,Membrane Flooding / Dryout Alert
IVECO-H2-1434,431.9,-4.7,88.2,1.134,123,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1435,521.7,0.8,83.6,1.168,116,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1436,228.1,2.3,79.9,1.151,158,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1437,690.6,6.6,90.9,1.107,103,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1438,283.6,23.4,80.3,1.116,166,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1439,584.4,13.6,92.0,1.101,111,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1440,658.6,32.4,93.5,1.053,101,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1441,387.3,-4.9,88.3,1.135,132,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1442,563.9,-7.5,86.4,1.142,120,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1443,541.8,4.9,93.1,1.112,102,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1444,423.4,-6.2,86.4,1.172,132,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1445,572.6,18.7,90.8,1.106,116,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1446,131.4,30.4,81.1,1.11,176,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1447,203.8,14.8,84.8,1.166,159,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1448,524.3,29.6,87.5,1.13,122,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1449,392.9,20.7,86.9,1.145,146,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1450,306.7,-4.3,80.4,1.103,138,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1451,616.1,26.0,88.2,1.126,128,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1452,398.7,19.2,85.1,1.165,127,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1453,557.6,-0.9,96.8,1.001,105,Membrane Flooding / Dryout Alert
IVECO-H2-1454,368.8,2.4,86.9,1.109,128,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1455,160.0,24.0,78.5,1.121,167,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1456,277.4,26.2,78.7,1.097,136,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1457,524.4,23.7,94.7,1.042,113,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1458,505.6,16.9,91.6,1.13,120,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1459,291.7,8.1,82.0,1.125,137,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1460,297.1,24.9,78.5,1.098,148,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1461,411.6,5.6,89.0,1.135,129,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1462,539.2,20.5,90.0,1.121,118,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1463,152.9,-4.3,75.2,1.064,160,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1464,570.7,1.1,84.4,1.156,124,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1465,168.2,6.0,83.4,1.135,162,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1466,423.1,32.3,90.8,1.118,123,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1467,506.0,11.9,90.2,1.085,125,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1468,151.9,25.7,81.1,1.175,168,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1469,578.5,19.0,92.3,1.094,107,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1470,438.1,18.6,86.7,1.126,145,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1471,563.6,3.6,86.5,1.154,114,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1472,522.8,17.5,89.7,1.146,103,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1473,674.6,-6.0,94.3,1.05,104,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1474,320.1,15.1,84.3,1.12,154,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1475,139.8,29.9,81.6,1.104,150,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1476,508.5,26.5,88.1,1.122,130,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1477,256.9,29.3,80.8,1.127,158,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1478,415.1,30.2,88.7,1.11,120,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1479,451.2,13.0,87.3,1.186,128,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1480,479.9,-1.7,85.5,1.153,135,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1481,439.5,1.0,85.2,1.156,130,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1482,220.9,30.6,82.8,1.153,156,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1483,687.5,30.9,99.2,0.93,108,Membrane Flooding / Dryout Alert
IVECO-H2-1484,602.0,26.6,95.2,1.018,105,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1485,684.4,19.6,93.9,1.051,110,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1486,667.7,32.3,90.8,1.089,107,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1487,494.9,17.6,84.6,1.156,109,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1488,687.3,22.4,95.9,1.037,102,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1489,455.8,27.5,91.6,1.112,129,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1490,375.4,-7.8,87.0,1.167,150,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1491,212.9,8.6,83.2,1.138,147,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1492,336.9,15.2,80.8,1.124,129,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1493,674.7,13.2,91.1,1.111,101,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1494,570.9,-1.2,88.5,1.133,116,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1495,658.4,8.5,92.9,1.093,108,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1496,300.6,28.5,84.6,1.175,142,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1497,202.8,8.1,84.9,1.144,157,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1498,504.2,-4.5,85.3,1.17,124,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1499,213.4,1.1,78.9,1.14,159,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1500,181.5,2.0,75.9,1.038,168,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1501,555.8,17.0,84.9,1.16,138,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1502,421.6,8.3,88.0,1.131,127,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1503,339.4,-9.5,84.2,1.158,150,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1504,128.0,9.9,78.2,1.093,175,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1505,528.9,6.7,88.9,1.12,125,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1506,351.5,23.7,81.1,1.169,125,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1507,583.9,-3.0,93.9,1.072,119,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1508,536.0,23.0,87.4,1.184,108,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1509,594.6,15.4,89.8,1.127,109,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1510,239.2,10.0,80.1,1.108,145,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1511,679.2,21.8,93.8,1.096,107,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1512,302.8,-4.4,81.1,1.14,142,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1513,537.6,-3.6,90.2,1.127,109,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1514,673.9,-0.9,94.3,1.043,116,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1515,536.3,8.1,90.8,1.097,110,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1516,419.5,-4.5,87.5,1.17,110,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1517,292.3,20.0,86.8,1.135,160,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1518,238.1,-7.2,77.2,1.067,153,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1519,271.4,18.1,86.6,1.123,147,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1520,604.0,19.4,90.0,1.13,106,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1521,215.2,3.1,82.8,1.155,159,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1522,248.9,-1.8,84.3,1.197,135,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1523,529.3,32.6,88.3,1.13,118,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1524,371.9,8.5,86.1,1.153,149,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1525,598.0,-4.2,93.8,1.007,99,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1526,147.9,32.6,79.5,1.093,163,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1527,396.1,-8.6,83.1,1.121,130,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1528,289.5,23.8,85.1,1.152,135,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1529,419.1,15.9,81.0,1.115,137,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1530,617.6,18.5,92.7,1.08,108,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1531,605.2,28.1,93.8,1.04,96,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1532,517.5,3.5,89.5,1.13,109,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1533,184.9,31.1,74.5,0.989,153,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1534,225.0,5.7,85.1,1.148,149,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1535,619.1,18.3,91.4,1.088,110,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1536,396.7,0.2,85.5,1.133,138,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1537,216.9,32.9,83.1,1.149,168,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1538,230.3,-5.2,82.9,1.161,160,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1539,634.8,26.3,88.5,1.121,121,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1540,546.7,20.0,93.4,1.065,112,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1541,252.3,-6.2,81.4,1.127,154,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1542,628.9,29.9,92.4,1.096,123,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1543,545.0,33.1,92.1,1.094,114,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1544,543.3,15.5,81.2,1.136,114,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1545,294.8,23.7,75.9,1.039,135,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1546,391.6,3.1,91.6,1.108,125,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1547,531.1,-0.0,87.5,1.117,127,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1548,377.9,28.1,87.9,1.14,132,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1549,309.6,26.8,79.9,1.117,145,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1550,254.8,16.7,78.8,1.153,152,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1551,130.8,14.1,82.8,1.119,181,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1552,207.3,16.8,81.6,1.135,150,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1553,644.3,10.5,88.9,1.143,123,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1554,575.8,31.2,92.1,1.08,113,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1555,267.8,31.6,75.5,1.06,129,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1556,459.7,-4.6,83.2,1.166,118,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1557,455.0,27.6,92.1,1.099,129,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1558,388.8,31.8,80.5,1.141,121,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1559,125.3,1.0,75.4,1.034,172,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1560,202.7,-5.2,76.9,1.066,178,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1561,491.5,-8.6,89.0,1.124,115,Optimal Fuel Cell Proton Conductivity
