Shift_Event_ID,Gear_Transition,Engine_Torque_Nm,Clutch_Slip_Duration_ms,Slip_Energy_Dissipated_J,Shift_Quality
ZF-8HP-1290,7 -> 8,369.7,75.6,2353.5,Smooth Fast Shift (<80ms)
ZF-8HP-1291,1 -> 2,287.4,66.7,2067.4,Smooth Fast Shift (<80ms)
ZF-8HP-1292,7 -> 8,574.2,79.2,3941.0,Smooth Fast Shift (<80ms)
ZF-8HP-1293,5 -> 6,214.4,61.1,1290.1,Smooth Fast Shift (<80ms)
ZF-8HP-1294,1 -> 2,583.3,88.0,6113.0,Smooth Fast Shift (<80ms)
ZF-8HP-1295,4 -> 5,416.8,74.8,3432.4,Smooth Fast Shift (<80ms)
ZF-8HP-1296,6 -> 7,631.7,98.5,5248.7,Clutch Slippage Warning
ZF-8HP-1297,1 -> 2,475.1,79.3,3782.8,Smooth Fast Shift (<80ms)
ZF-8HP-1298,1 -> 2,603.9,79.0,4334.5,Smooth Fast Shift (<80ms)
ZF-8HP-1299,7 -> 8,482.6,92.3,5042.2,Smooth Fast Shift (<80ms)
ZF-8HP-1300,4 -> 5,534.8,70.1,3323.5,Smooth Fast Shift (<80ms)
ZF-8HP-1301,3 -> 4,555.4,84.0,5285.5,Smooth Fast Shift (<80ms)
ZF-8HP-1302,1 -> 2,242.1,67.2,1530.5,Smooth Fast Shift (<80ms)
ZF-8HP-1303,6 -> 7,541.4,68.3,4197.5,Smooth Fast Shift (<80ms)
ZF-8HP-1304,3 -> 4,287.7,79.2,1982.8,Smooth Fast Shift (<80ms)
ZF-8HP-1305,5 -> 6,635.0,77.1,4366.4,Smooth Fast Shift (<80ms)
ZF-8HP-1306,1 -> 2,437.1,73.4,2946.1,Smooth Fast Shift (<80ms)
ZF-8HP-1307,1 -> 2,578.4,80.8,4168.1,Smooth Fast Shift (<80ms)
ZF-8HP-1308,1 -> 2,278.4,62.3,2015.5,Smooth Fast Shift (<80ms)
ZF-8HP-1309,3 -> 4,255.1,74.6,1590.8,Smooth Fast Shift (<80ms)
ZF-8HP-1310,5 -> 6,186.6,65.1,1258.1,Smooth Fast Shift (<80ms)
ZF-8HP-1311,3 -> 4,229.7,63.7,1224.1,Smooth Fast Shift (<80ms)
ZF-8HP-1312,1 -> 2,466.1,76.4,3531.5,Smooth Fast Shift (<80ms)
ZF-8HP-1313,6 -> 7,361.1,62.9,2119.5,Smooth Fast Shift (<80ms)
ZF-8HP-1314,4 -> 5,333.3,63.9,1809.0,Smooth Fast Shift (<80ms)
ZF-8HP-1315,4 -> 5,611.3,84.1,5625.7,Smooth Fast Shift (<80ms)
ZF-8HP-1316,2 -> 3,433.5,64.2,2814.3,Smooth Fast Shift (<80ms)
ZF-8HP-1317,7 -> 8,308.3,62.5,2122.3,Smooth Fast Shift (<80ms)
ZF-8HP-1318,1 -> 2,183.2,61.2,1189.9,Smooth Fast Shift (<80ms)
ZF-8HP-1319,3 -> 4,281.5,66.5,1974.6,Smooth Fast Shift (<80ms)
ZF-8HP-1320,1 -> 2,397.7,66.2,2769.3,Smooth Fast Shift (<80ms)
ZF-8HP-1321,5 -> 6,318.6,58.7,1692.9,Smooth Fast Shift (<80ms)
ZF-8HP-1322,4 -> 5,192.0,44.6,830.4,Smooth Fast Shift (<80ms)
ZF-8HP-1323,6 -> 7,404.3,75.1,3556.7,Smooth Fast Shift (<80ms)
ZF-8HP-1324,4 -> 5,520.6,89.4,4479.8,Smooth Fast Shift (<80ms)
ZF-8HP-1325,2 -> 3,233.7,61.8,1541.0,Smooth Fast Shift (<80ms)
ZF-8HP-1326,5 -> 6,244.2,63.1,1813.6,Smooth Fast Shift (<80ms)
ZF-8HP-1327,2 -> 3,260.2,53.8,1559.6,Smooth Fast Shift (<80ms)
ZF-8HP-1328,4 -> 5,328.5,59.2,2155.3,Smooth Fast Shift (<80ms)
ZF-8HP-1329,6 -> 7,286.2,77.2,2633.5,Smooth Fast Shift (<80ms)
ZF-8HP-1330,7 -> 8,502.3,75.5,4397.3,Smooth Fast Shift (<80ms)
ZF-8HP-1331,1 -> 2,434.3,77.7,3377.1,Smooth Fast Shift (<80ms)
ZF-8HP-1332,5 -> 6,243.5,63.9,1440.1,Smooth Fast Shift (<80ms)
ZF-8HP-1333,7 -> 8,497.2,74.2,4024.3,Smooth Fast Shift (<80ms)
ZF-8HP-1334,2 -> 3,190.0,47.0,746.1,Smooth Fast Shift (<80ms)
ZF-8HP-1335,5 -> 6,291.1,57.2,1530.0,Smooth Fast Shift (<80ms)
ZF-8HP-1336,7 -> 8,543.3,79.4,4215.5,Smooth Fast Shift (<80ms)
ZF-8HP-1337,2 -> 3,394.5,77.7,2677.0,Smooth Fast Shift (<80ms)
ZF-8HP-1338,2 -> 3,514.2,82.0,4363.2,Smooth Fast Shift (<80ms)
ZF-8HP-1339,3 -> 4,484.7,94.2,5347.3,Smooth Fast Shift (<80ms)
ZF-8HP-1340,4 -> 5,626.5,101.6,6004.2,Clutch Slippage Warning
ZF-8HP-1341,7 -> 8,221.3,58.3,1337.7,Smooth Fast Shift (<80ms)
ZF-8HP-1342,4 -> 5,565.2,84.2,3823.8,Smooth Fast Shift (<80ms)
ZF-8HP-1343,6 -> 7,408.2,67.0,3005.7,Smooth Fast Shift (<80ms)
ZF-8HP-1344,3 -> 4,643.2,97.3,6869.7,Clutch Slippage Warning
ZF-8HP-1345,1 -> 2,341.6,63.2,1871.3,Smooth Fast Shift (<80ms)
ZF-8HP-1346,7 -> 8,470.7,84.3,4180.5,Smooth Fast Shift (<80ms)
ZF-8HP-1347,1 -> 2,614.7,78.2,4541.0,Smooth Fast Shift (<80ms)
ZF-8HP-1348,7 -> 8,366.3,54.0,1616.9,Smooth Fast Shift (<80ms)
ZF-8HP-1349,5 -> 6,229.3,37.0,759.2,Smooth Fast Shift (<80ms)
ZF-8HP-1350,1 -> 2,631.5,89.4,5360.5,Smooth Fast Shift (<80ms)
ZF-8HP-1351,6 -> 7,275.0,66.5,1569.2,Smooth Fast Shift (<80ms)
ZF-8HP-1352,2 -> 3,452.2,79.0,4158.3,Smooth Fast Shift (<80ms)
ZF-8HP-1353,2 -> 3,507.4,78.9,3519.8,Smooth Fast Shift (<80ms)
ZF-8HP-1354,6 -> 7,467.7,65.0,3007.6,Smooth Fast Shift (<80ms)
ZF-8HP-1355,5 -> 6,193.2,61.5,1117.1,Smooth Fast Shift (<80ms)
ZF-8HP-1356,3 -> 4,252.2,72.4,1559.4,Smooth Fast Shift (<80ms)
ZF-8HP-1357,4 -> 5,292.6,63.1,1770.5,Smooth Fast Shift (<80ms)
ZF-8HP-1358,2 -> 3,300.4,50.6,1336.0,Smooth Fast Shift (<80ms)
ZF-8HP-1359,6 -> 7,390.7,70.3,2534.3,Smooth Fast Shift (<80ms)
ZF-8HP-1360,6 -> 7,410.6,66.7,3052.8,Smooth Fast Shift (<80ms)
ZF-8HP-1361,5 -> 6,193.8,60.9,982.1,Smooth Fast Shift (<80ms)
ZF-8HP-1362,6 -> 7,496.6,74.2,3567.7,Smooth Fast Shift (<80ms)
ZF-8HP-1363,3 -> 4,321.0,52.4,1467.3,Smooth Fast Shift (<80ms)
ZF-8HP-1364,2 -> 3,534.8,80.9,3508.9,Smooth Fast Shift (<80ms)
ZF-8HP-1365,6 -> 7,591.7,85.2,5363.5,Smooth Fast Shift (<80ms)
ZF-8HP-1366,6 -> 7,281.1,75.0,1835.0,Smooth Fast Shift (<80ms)
ZF-8HP-1367,6 -> 7,320.3,74.0,1904.8,Smooth Fast Shift (<80ms)
ZF-8HP-1368,4 -> 5,490.6,78.9,4143.4,Smooth Fast Shift (<80ms)
ZF-8HP-1369,6 -> 7,419.4,74.1,3204.2,Smooth Fast Shift (<80ms)
ZF-8HP-1370,4 -> 5,267.5,70.2,1932.4,Smooth Fast Shift (<80ms)
ZF-8HP-1371,4 -> 5,528.4,74.6,3605.7,Smooth Fast Shift (<80ms)
ZF-8HP-1372,5 -> 6,428.8,73.4,2615.5,Smooth Fast Shift (<80ms)
ZF-8HP-1373,1 -> 2,225.8,66.2,1295.4,Smooth Fast Shift (<80ms)
ZF-8HP-1374,7 -> 8,493.7,83.7,3864.8,Smooth Fast Shift (<80ms)
ZF-8HP-1375,5 -> 6,209.1,65.0,1421.9,Smooth Fast Shift (<80ms)
ZF-8HP-1376,4 -> 5,404.9,70.8,3255.4,Smooth Fast Shift (<80ms)
ZF-8HP-1377,2 -> 3,432.5,93.3,3954.5,Smooth Fast Shift (<80ms)
ZF-8HP-1378,2 -> 3,453.3,75.0,4053.5,Smooth Fast Shift (<80ms)
ZF-8HP-1379,4 -> 5,565.9,100.1,6283.0,Clutch Slippage Warning
ZF-8HP-1380,1 -> 2,200.8,49.9,1155.0,Smooth Fast Shift (<80ms)
ZF-8HP-1381,5 -> 6,367.2,67.7,2409.0,Smooth Fast Shift (<80ms)
ZF-8HP-1382,3 -> 4,202.9,55.0,958.3,Smooth Fast Shift (<80ms)
ZF-8HP-1383,6 -> 7,288.6,55.0,1532.2,Smooth Fast Shift (<80ms)
ZF-8HP-1384,7 -> 8,180.3,60.0,1139.0,Smooth Fast Shift (<80ms)
ZF-8HP-1385,5 -> 6,525.5,66.2,3918.3,Smooth Fast Shift (<80ms)
ZF-8HP-1386,4 -> 5,474.9,70.5,3566.1,Smooth Fast Shift (<80ms)
ZF-8HP-1387,6 -> 7,604.4,90.6,5546.8,Smooth Fast Shift (<80ms)
ZF-8HP-1388,6 -> 7,214.7,57.1,1356.5,Smooth Fast Shift (<80ms)
ZF-8HP-1389,2 -> 3,236.6,65.9,1322.9,Smooth Fast Shift (<80ms)
ZF-8HP-1390,4 -> 5,383.7,72.3,2391.4,Smooth Fast Shift (<80ms)
ZF-8HP-1391,1 -> 2,324.7,73.4,2528.9,Smooth Fast Shift (<80ms)
ZF-8HP-1392,1 -> 2,305.0,62.3,2213.3,Smooth Fast Shift (<80ms)
ZF-8HP-1393,3 -> 4,261.7,65.2,1803.9,Smooth Fast Shift (<80ms)
ZF-8HP-1394,2 -> 3,542.2,95.6,4480.2,Clutch Slippage Warning
ZF-8HP-1395,2 -> 3,453.9,71.0,3734.3,Smooth Fast Shift (<80ms)
ZF-8HP-1396,4 -> 5,563.3,91.1,4478.1,Smooth Fast Shift (<80ms)
ZF-8HP-1397,1 -> 2,402.7,79.4,2558.5,Smooth Fast Shift (<80ms)
ZF-8HP-1398,1 -> 2,531.3,87.0,5058.8,Smooth Fast Shift (<80ms)
ZF-8HP-1399,3 -> 4,351.1,70.2,2265.1,Smooth Fast Shift (<80ms)
ZF-8HP-1400,4 -> 5,608.8,83.4,5532.7,Smooth Fast Shift (<80ms)
ZF-8HP-1401,5 -> 6,417.6,78.9,3121.6,Smooth Fast Shift (<80ms)
ZF-8HP-1402,7 -> 8,295.1,61.7,1830.0,Smooth Fast Shift (<80ms)
ZF-8HP-1403,7 -> 8,189.8,55.1,844.8,Smooth Fast Shift (<80ms)
ZF-8HP-1404,6 -> 7,213.4,61.1,1264.3,Smooth Fast Shift (<80ms)
ZF-8HP-1405,1 -> 2,265.9,73.4,2091.4,Smooth Fast Shift (<80ms)
ZF-8HP-1406,4 -> 5,540.7,93.9,5008.2,Smooth Fast Shift (<80ms)
ZF-8HP-1407,3 -> 4,331.6,62.6,2461.3,Smooth Fast Shift (<80ms)
ZF-8HP-1408,1 -> 2,541.3,79.1,3936.3,Smooth Fast Shift (<80ms)
ZF-8HP-1409,3 -> 4,406.2,80.5,3342.9,Smooth Fast Shift (<80ms)
ZF-8HP-1410,2 -> 3,601.8,87.0,4480.6,Smooth Fast Shift (<80ms)
ZF-8HP-1411,5 -> 6,398.5,70.3,3344.1,Smooth Fast Shift (<80ms)
ZF-8HP-1412,2 -> 3,299.3,57.1,1935.7,Smooth Fast Shift (<80ms)
ZF-8HP-1413,2 -> 3,257.9,56.5,1690.2,Smooth Fast Shift (<80ms)
ZF-8HP-1414,2 -> 3,240.6,63.2,1408.5,Smooth Fast Shift (<80ms)
ZF-8HP-1415,2 -> 3,251.7,68.9,1448.4,Smooth Fast Shift (<80ms)
ZF-8HP-1416,3 -> 4,197.1,53.3,1061.4,Smooth Fast Shift (<80ms)
ZF-8HP-1417,7 -> 8,240.4,59.3,1198.6,Smooth Fast Shift (<80ms)
ZF-8HP-1418,5 -> 6,249.4,76.1,1706.3,Smooth Fast Shift (<80ms)
ZF-8HP-1419,2 -> 3,341.7,67.7,2427.9,Smooth Fast Shift (<80ms)
ZF-8HP-1420,3 -> 4,231.1,65.2,1347.3,Smooth Fast Shift (<80ms)
ZF-8HP-1421,1 -> 2,256.3,68.0,1859.3,Smooth Fast Shift (<80ms)
ZF-8HP-1422,4 -> 5,530.7,74.2,4655.9,Smooth Fast Shift (<80ms)
ZF-8HP-1423,5 -> 6,502.1,87.4,3765.9,Smooth Fast Shift (<80ms)
ZF-8HP-1424,6 -> 7,383.3,57.9,2392.0,Smooth Fast Shift (<80ms)
ZF-8HP-1425,5 -> 6,633.9,86.9,5489.4,Smooth Fast Shift (<80ms)
ZF-8HP-1426,4 -> 5,448.4,72.5,2620.8,Smooth Fast Shift (<80ms)
ZF-8HP-1427,5 -> 6,461.8,82.1,3169.6,Smooth Fast Shift (<80ms)
ZF-8HP-1428,4 -> 5,388.2,67.9,2735.1,Smooth Fast Shift (<80ms)
ZF-8HP-1429,4 -> 5,200.5,60.8,1268.7,Smooth Fast Shift (<80ms)
ZF-8HP-1430,1 -> 2,548.0,75.0,4563.7,Smooth Fast Shift (<80ms)
ZF-8HP-1431,5 -> 6,488.3,78.2,4159.5,Smooth Fast Shift (<80ms)
ZF-8HP-1432,7 -> 8,578.7,83.2,4146.5,Smooth Fast Shift (<80ms)
ZF-8HP-1433,4 -> 5,253.2,67.2,1874.6,Smooth Fast Shift (<80ms)
ZF-8HP-1434,5 -> 6,444.9,91.9,3623.3,Smooth Fast Shift (<80ms)
ZF-8HP-1435,2 -> 3,541.0,61.7,3573.5,Smooth Fast Shift (<80ms)
ZF-8HP-1436,2 -> 3,503.0,74.8,3358.3,Smooth Fast Shift (<80ms)
ZF-8HP-1437,4 -> 5,649.5,89.9,6000.3,Smooth Fast Shift (<80ms)
ZF-8HP-1438,4 -> 5,485.8,79.1,4580.6,Smooth Fast Shift (<80ms)
ZF-8HP-1439,6 -> 7,500.5,85.7,4414.0,Smooth Fast Shift (<80ms)
ZF-8HP-1440,3 -> 4,252.3,57.1,1552.5,Smooth Fast Shift (<80ms)
ZF-8HP-1441,3 -> 4,609.1,84.0,4729.7,Smooth Fast Shift (<80ms)
ZF-8HP-1442,5 -> 6,235.9,67.6,1660.7,Smooth Fast Shift (<80ms)
ZF-8HP-1443,3 -> 4,634.5,94.1,6986.9,Smooth Fast Shift (<80ms)
ZF-8HP-1444,4 -> 5,391.8,66.2,2800.2,Smooth Fast Shift (<80ms)
ZF-8HP-1445,7 -> 8,636.9,94.0,4908.2,Smooth Fast Shift (<80ms)
ZF-8HP-1446,2 -> 3,423.6,70.8,3318.3,Smooth Fast Shift (<80ms)
ZF-8HP-1447,1 -> 2,203.7,57.0,1086.0,Smooth Fast Shift (<80ms)
ZF-8HP-1448,4 -> 5,463.2,76.6,3722.3,Smooth Fast Shift (<80ms)
ZF-8HP-1449,2 -> 3,561.8,75.8,4140.2,Smooth Fast Shift (<80ms)
ZF-8HP-1450,1 -> 2,288.4,73.2,2430.9,Smooth Fast Shift (<80ms)
ZF-8HP-1451,3 -> 4,430.2,80.3,3919.8,Smooth Fast Shift (<80ms)
ZF-8HP-1452,7 -> 8,555.0,79.6,5188.9,Smooth Fast Shift (<80ms)
ZF-8HP-1453,1 -> 2,373.8,69.3,2731.4,Smooth Fast Shift (<80ms)
ZF-8HP-1454,2 -> 3,560.4,87.9,4293.7,Smooth Fast Shift (<80ms)
ZF-8HP-1455,6 -> 7,333.5,70.5,2360.3,Smooth Fast Shift (<80ms)
ZF-8HP-1456,5 -> 6,263.1,64.2,1523.1,Smooth Fast Shift (<80ms)
ZF-8HP-1457,1 -> 2,377.1,76.1,2704.7,Smooth Fast Shift (<80ms)
ZF-8HP-1458,7 -> 8,585.8,72.3,4165.8,Smooth Fast Shift (<80ms)
ZF-8HP-1459,2 -> 3,602.5,89.5,5741.5,Smooth Fast Shift (<80ms)
ZF-8HP-1460,1 -> 2,341.2,77.1,2766.0,Smooth Fast Shift (<80ms)
ZF-8HP-1461,2 -> 3,544.0,74.5,4523.7,Smooth Fast Shift (<80ms)
ZF-8HP-1462,7 -> 8,442.8,71.8,2926.4,Smooth Fast Shift (<80ms)
ZF-8HP-1463,4 -> 5,434.6,75.0,2708.5,Smooth Fast Shift (<80ms)
ZF-8HP-1464,7 -> 8,260.5,67.3,1693.8,Smooth Fast Shift (<80ms)
ZF-8HP-1465,3 -> 4,580.7,87.5,4669.7,Smooth Fast Shift (<80ms)
ZF-8HP-1466,7 -> 8,489.9,70.7,3727.1,Smooth Fast Shift (<80ms)
ZF-8HP-1467,6 -> 7,391.0,65.4,2321.4,Smooth Fast Shift (<80ms)
ZF-8HP-1468,5 -> 6,266.6,67.2,2000.8,Smooth Fast Shift (<80ms)
ZF-8HP-1469,1 -> 2,352.5,77.4,2900.1,Smooth Fast Shift (<80ms)
ZF-8HP-1470,4 -> 5,242.1,62.7,1587.3,Smooth Fast Shift (<80ms)
ZF-8HP-1471,2 -> 3,414.9,83.0,3167.9,Smooth Fast Shift (<80ms)
ZF-8HP-1472,1 -> 2,505.5,76.1,3394.2,Smooth Fast Shift (<80ms)
ZF-8HP-1473,1 -> 2,436.0,65.1,2755.6,Smooth Fast Shift (<80ms)
ZF-8HP-1474,7 -> 8,525.9,78.7,3795.9,Smooth Fast Shift (<80ms)
ZF-8HP-1475,7 -> 8,291.2,77.8,2066.5,Smooth Fast Shift (<80ms)
ZF-8HP-1476,5 -> 6,540.9,75.4,3379.5,Smooth Fast Shift (<80ms)
ZF-8HP-1477,2 -> 3,347.6,65.7,2522.5,Smooth Fast Shift (<80ms)
ZF-8HP-1478,6 -> 7,405.4,67.1,2837.9,Smooth Fast Shift (<80ms)
ZF-8HP-1479,3 -> 4,182.7,51.5,819.9,Smooth Fast Shift (<80ms)
ZF-8HP-1480,7 -> 8,286.7,62.5,1439.8,Smooth Fast Shift (<80ms)
ZF-8HP-1481,2 -> 3,376.7,69.6,2641.7,Smooth Fast Shift (<80ms)
ZF-8HP-1482,4 -> 5,438.0,66.7,3312.4,Smooth Fast Shift (<80ms)
ZF-8HP-1483,1 -> 2,299.6,65.2,2227.4,Smooth Fast Shift (<80ms)
ZF-8HP-1484,1 -> 2,500.5,79.7,3497.9,Smooth Fast Shift (<80ms)
ZF-8HP-1485,3 -> 4,628.8,90.6,6185.0,Smooth Fast Shift (<80ms)
ZF-8HP-1486,6 -> 7,333.3,66.3,2358.7,Smooth Fast Shift (<80ms)
ZF-8HP-1487,2 -> 3,292.3,78.2,2025.5,Smooth Fast Shift (<80ms)
ZF-8HP-1488,4 -> 5,561.5,84.2,4531.8,Smooth Fast Shift (<80ms)
ZF-8HP-1489,7 -> 8,332.6,52.4,1845.8,Smooth Fast Shift (<80ms)
ZF-8HP-1490,4 -> 5,222.9,74.7,1583.8,Smooth Fast Shift (<80ms)
ZF-8HP-1491,2 -> 3,456.3,67.8,3620.9,Smooth Fast Shift (<80ms)
ZF-8HP-1492,7 -> 8,396.4,95.6,4320.0,Clutch Slippage Warning
ZF-8HP-1493,2 -> 3,369.2,72.8,3092.9,Smooth Fast Shift (<80ms)
ZF-8HP-1494,2 -> 3,300.0,64.1,1620.4,Smooth Fast Shift (<80ms)
ZF-8HP-1495,6 -> 7,481.6,83.4,4593.9,Smooth Fast Shift (<80ms)
ZF-8HP-1496,3 -> 4,423.8,67.0,2547.2,Smooth Fast Shift (<80ms)
ZF-8HP-1497,7 -> 8,386.1,55.9,2252.7,Smooth Fast Shift (<80ms)
ZF-8HP-1498,2 -> 3,321.8,77.4,2252.2,Smooth Fast Shift (<80ms)
ZF-8HP-1499,1 -> 2,378.4,76.2,3099.3,Smooth Fast Shift (<80ms)
ZF-8HP-1500,2 -> 3,307.2,67.5,2475.9,Smooth Fast Shift (<80ms)
ZF-8HP-1501,3 -> 4,444.8,66.8,3565.3,Smooth Fast Shift (<80ms)
ZF-8HP-1502,5 -> 6,213.7,67.9,1431.8,Smooth Fast Shift (<80ms)
ZF-8HP-1503,7 -> 8,436.5,81.6,4122.3,Smooth Fast Shift (<80ms)
ZF-8HP-1504,4 -> 5,364.0,59.7,2320.4,Smooth Fast Shift (<80ms)
ZF-8HP-1505,2 -> 3,438.2,70.9,3472.6,Smooth Fast Shift (<80ms)
ZF-8HP-1506,7 -> 8,401.3,75.5,3262.8,Smooth Fast Shift (<80ms)
ZF-8HP-1507,1 -> 2,191.0,67.4,1166.2,Smooth Fast Shift (<80ms)
ZF-8HP-1508,7 -> 8,287.5,59.4,1889.0,Smooth Fast Shift (<80ms)
ZF-8HP-1509,1 -> 2,302.2,61.7,2022.1,Smooth Fast Shift (<80ms)
ZF-8HP-1510,5 -> 6,527.0,90.7,5028.9,Smooth Fast Shift (<80ms)
ZF-8HP-1511,3 -> 4,500.7,74.9,3908.5,Smooth Fast Shift (<80ms)
ZF-8HP-1512,2 -> 3,411.0,75.2,3582.8,Smooth Fast Shift (<80ms)
ZF-8HP-1513,7 -> 8,619.3,84.8,5654.1,Smooth Fast Shift (<80ms)
ZF-8HP-1514,6 -> 7,424.4,68.1,3001.5,Smooth Fast Shift (<80ms)
ZF-8HP-1515,4 -> 5,442.7,85.6,3920.7,Smooth Fast Shift (<80ms)
ZF-8HP-1516,3 -> 4,594.9,83.9,5358.2,Smooth Fast Shift (<80ms)
ZF-8HP-1517,5 -> 6,270.1,57.0,1691.6,Smooth Fast Shift (<80ms)
ZF-8HP-1518,3 -> 4,296.4,57.6,1404.3,Smooth Fast Shift (<80ms)
ZF-8HP-1519,6 -> 7,252.3,55.2,1263.1,Smooth Fast Shift (<80ms)
ZF-8HP-1520,4 -> 5,364.3,84.7,3542.4,Smooth Fast Shift (<80ms)
ZF-8HP-1521,1 -> 2,261.7,78.4,2039.1,Smooth Fast Shift (<80ms)
ZF-8HP-1522,2 -> 3,304.5,57.3,2088.8,Smooth Fast Shift (<80ms)
ZF-8HP-1523,5 -> 6,413.7,73.0,3172.3,Smooth Fast Shift (<80ms)
ZF-8HP-1524,3 -> 4,610.7,72.1,4166.4,Smooth Fast Shift (<80ms)
ZF-8HP-1525,3 -> 4,230.5,66.8,1839.0,Smooth Fast Shift (<80ms)
ZF-8HP-1526,6 -> 7,564.2,90.8,5095.6,Smooth Fast Shift (<80ms)
ZF-8HP-1527,2 -> 3,274.1,63.4,1689.1,Smooth Fast Shift (<80ms)
ZF-8HP-1528,1 -> 2,298.0,68.1,2334.8,Smooth Fast Shift (<80ms)
ZF-8HP-1529,3 -> 4,629.2,78.2,5239.2,Smooth Fast Shift (<80ms)
ZF-8HP-1530,7 -> 8,414.4,69.0,2847.5,Smooth Fast Shift (<80ms)
ZF-8HP-1531,7 -> 8,190.7,42.5,744.0,Smooth Fast Shift (<80ms)
ZF-8HP-1532,3 -> 4,199.6,57.9,1079.2,Smooth Fast Shift (<80ms)
ZF-8HP-1533,7 -> 8,460.1,74.7,3996.0,Smooth Fast Shift (<80ms)
ZF-8HP-1534,4 -> 5,440.0,68.3,2741.0,Smooth Fast Shift (<80ms)
ZF-8HP-1535,6 -> 7,603.2,84.9,5453.5,Smooth Fast Shift (<80ms)
ZF-8HP-1536,3 -> 4,596.1,81.8,4806.9,Smooth Fast Shift (<80ms)
ZF-8HP-1537,2 -> 3,512.6,86.0,3907.1,Smooth Fast Shift (<80ms)
ZF-8HP-1538,3 -> 4,221.7,54.8,1008.2,Smooth Fast Shift (<80ms)
ZF-8HP-1539,4 -> 5,217.0,47.9,1030.4,Smooth Fast Shift (<80ms)
ZF-8HP-1540,3 -> 4,394.2,72.9,2643.8,Smooth Fast Shift (<80ms)
ZF-8HP-1541,7 -> 8,381.7,71.1,2386.6,Smooth Fast Shift (<80ms)
ZF-8HP-1542,4 -> 5,633.7,83.9,4373.9,Smooth Fast Shift (<80ms)
ZF-8HP-1543,2 -> 3,206.0,49.2,1036.6,Smooth Fast Shift (<80ms)
ZF-8HP-1544,3 -> 4,403.0,85.6,4037.2,Smooth Fast Shift (<80ms)
ZF-8HP-1545,2 -> 3,436.8,90.9,4123.2,Smooth Fast Shift (<80ms)
ZF-8HP-1546,7 -> 8,533.6,84.4,4296.8,Smooth Fast Shift (<80ms)
ZF-8HP-1547,1 -> 2,599.9,89.6,4693.6,Smooth Fast Shift (<80ms)
ZF-8HP-1548,5 -> 6,401.6,69.8,3168.6,Smooth Fast Shift (<80ms)
ZF-8HP-1549,1 -> 2,615.0,88.5,5473.0,Smooth Fast Shift (<80ms)
ZF-8HP-1550,3 -> 4,627.1,77.0,5456.5,Smooth Fast Shift (<80ms)
ZF-8HP-1551,2 -> 3,210.7,59.3,1281.1,Smooth Fast Shift (<80ms)
ZF-8HP-1552,7 -> 8,385.7,75.3,3090.1,Smooth Fast Shift (<80ms)
ZF-8HP-1553,5 -> 6,421.5,67.2,2744.6,Smooth Fast Shift (<80ms)
ZF-8HP-1554,6 -> 7,373.2,67.1,2528.0,Smooth Fast Shift (<80ms)
ZF-8HP-1555,4 -> 5,384.9,71.9,2934.0,Smooth Fast Shift (<80ms)
ZF-8HP-1556,3 -> 4,222.8,64.8,1517.9,Smooth Fast Shift (<80ms)
ZF-8HP-1557,2 -> 3,312.9,61.8,2188.1,Smooth Fast Shift (<80ms)
ZF-8HP-1558,1 -> 2,303.9,65.8,2120.1,Smooth Fast Shift (<80ms)
ZF-8HP-1559,5 -> 6,583.4,89.3,5055.9,Smooth Fast Shift (<80ms)
ZF-8HP-1560,6 -> 7,598.9,99.2,5348.6,Clutch Slippage Warning
ZF-8HP-1561,4 -> 5,337.9,59.8,2098.9,Smooth Fast Shift (<80ms)
ZF-8HP-1562,2 -> 3,392.6,51.7,2416.6,Smooth Fast Shift (<80ms)
ZF-8HP-1563,1 -> 2,578.3,89.2,6058.5,Smooth Fast Shift (<80ms)
ZF-8HP-1564,7 -> 8,520.8,87.4,4552.5,Smooth Fast Shift (<80ms)
ZF-8HP-1565,7 -> 8,635.7,109.3,8015.9,Clutch Slippage Warning
ZF-8HP-1566,7 -> 8,301.2,80.4,2668.8,Smooth Fast Shift (<80ms)
ZF-8HP-1567,5 -> 6,326.3,56.6,1981.9,Smooth Fast Shift (<80ms)
ZF-8HP-1568,5 -> 6,243.7,64.6,1524.6,Smooth Fast Shift (<80ms)
ZF-8HP-1569,4 -> 5,447.5,76.2,3389.9,Smooth Fast Shift (<80ms)
ZF-8HP-1570,6 -> 7,343.3,63.4,2403.6,Smooth Fast Shift (<80ms)
ZF-8HP-1571,7 -> 8,430.0,77.1,2875.1,Smooth Fast Shift (<80ms)
ZF-8HP-1572,1 -> 2,363.3,64.4,2472.3,Smooth Fast Shift (<80ms)
ZF-8HP-1573,3 -> 4,546.0,88.3,4512.3,Smooth Fast Shift (<80ms)
ZF-8HP-1574,3 -> 4,547.5,76.6,3826.0,Smooth Fast Shift (<80ms)
ZF-8HP-1575,4 -> 5,198.1,64.5,1109.5,Smooth Fast Shift (<80ms)
ZF-8HP-1576,2 -> 3,427.0,65.1,2873.3,Smooth Fast Shift (<80ms)
ZF-8HP-1577,2 -> 3,561.3,75.7,4622.3,Smooth Fast Shift (<80ms)
ZF-8HP-1578,5 -> 6,356.1,70.0,2491.9,Smooth Fast Shift (<80ms)
ZF-8HP-1579,3 -> 4,480.6,85.9,4547.0,Smooth Fast Shift (<80ms)
ZF-8HP-1580,1 -> 2,372.1,65.8,2849.4,Smooth Fast Shift (<80ms)
