Platoon_Trip_ID,Trucks_in_Platoon,Inter_Vehicle_Spacing_m,Highway_Speed_kmh,Aerodynamic_Drag_Reduction_pct,Diesel_Fuel_Savings_pct,Platooning_Status
SCANIA-PLT-2262,2,35.6,83.0,18.0,9.7,Standard Extended Following
SCANIA-PLT-2263,4,16.8,84.0,31.6,17.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2264,2,32.2,78.1,14.7,9.5,Standard Extended Following
SCANIA-PLT-2265,2,10.3,89.1,24.2,12.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2266,2,42.5,93.1,10.1,5.6,Standard Extended Following
SCANIA-PLT-2267,4,30.5,91.3,26.2,14.0,Standard Extended Following
SCANIA-PLT-2268,3,26.9,85.9,23.2,12.1,Standard Extended Following
SCANIA-PLT-2269,3,36.1,85.2,22.5,11.6,Standard Extended Following
SCANIA-PLT-2270,3,9.6,93.5,30.7,16.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2271,3,31.5,92.0,19.8,11.3,Standard Extended Following
SCANIA-PLT-2272,3,27.3,91.1,20.9,12.2,Standard Extended Following
SCANIA-PLT-2273,2,42.9,77.0,11.0,6.0,Standard Extended Following
SCANIA-PLT-2274,2,21.1,87.1,22.0,11.5,Standard Extended Following
SCANIA-PLT-2275,3,24.4,84.4,20.6,12.3,Standard Extended Following
SCANIA-PLT-2276,2,31.5,92.9,15.1,8.4,Standard Extended Following
SCANIA-PLT-2277,2,25.5,84.2,18.2,9.6,Standard Extended Following
SCANIA-PLT-2278,2,39.3,94.9,10.7,6.2,Standard Extended Following
SCANIA-PLT-2279,2,34.7,92.7,13.0,7.8,Standard Extended Following
SCANIA-PLT-2280,2,37.1,83.3,11.3,7.7,Standard Extended Following
SCANIA-PLT-2281,3,15.5,75.8,30.5,16.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2282,2,32.3,91.7,13.8,7.9,Standard Extended Following
SCANIA-PLT-2283,2,16.4,80.6,25.6,13.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2284,2,41.3,85.8,12.6,6.9,Standard Extended Following
SCANIA-PLT-2285,2,26.0,92.3,17.5,9.5,Standard Extended Following
SCANIA-PLT-2286,3,41.0,85.1,15.9,8.2,Standard Extended Following
SCANIA-PLT-2287,4,32.2,84.0,21.8,11.5,Standard Extended Following
SCANIA-PLT-2288,2,33.2,79.3,15.3,8.4,Standard Extended Following
SCANIA-PLT-2289,4,30.6,84.7,26.0,14.9,Standard Extended Following
SCANIA-PLT-2290,3,43.4,94.9,18.3,8.6,Standard Extended Following
SCANIA-PLT-2291,4,41.7,92.4,19.3,10.7,Standard Extended Following
SCANIA-PLT-2292,4,43.6,89.4,17.2,9.5,Standard Extended Following
SCANIA-PLT-2293,4,11.4,78.7,33.9,18.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2294,4,28.5,85.7,25.1,12.2,Standard Extended Following
SCANIA-PLT-2295,2,11.0,85.6,28.0,15.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2296,3,39.1,77.2,15.2,8.0,Standard Extended Following
SCANIA-PLT-2297,2,21.5,88.8,18.4,10.5,Standard Extended Following
SCANIA-PLT-2298,3,43.9,85.8,15.1,8.5,Standard Extended Following
SCANIA-PLT-2299,2,8.2,91.1,25.2,13.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2300,3,29.1,86.9,22.8,12.0,Standard Extended Following
SCANIA-PLT-2301,2,14.6,75.1,18.3,11.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2302,2,38.1,76.2,14.0,8.4,Standard Extended Following
SCANIA-PLT-2303,2,23.2,88.1,22.5,11.4,Standard Extended Following
SCANIA-PLT-2304,2,38.1,88.8,14.5,7.6,Standard Extended Following
SCANIA-PLT-2305,2,20.7,83.1,19.6,10.2,Standard Extended Following
SCANIA-PLT-2306,2,30.4,78.1,15.1,9.1,Standard Extended Following
SCANIA-PLT-2307,2,42.5,77.5,12.0,6.3,Standard Extended Following
SCANIA-PLT-2308,3,43.9,80.9,13.3,6.4,Standard Extended Following
SCANIA-PLT-2309,3,36.2,90.1,19.9,10.0,Standard Extended Following
SCANIA-PLT-2310,3,32.3,79.8,20.1,12.0,Standard Extended Following
SCANIA-PLT-2311,3,36.1,94.0,17.8,9.6,Standard Extended Following
SCANIA-PLT-2312,2,37.8,89.4,11.4,6.7,Standard Extended Following
SCANIA-PLT-2313,2,44.6,82.7,10.4,5.5,Standard Extended Following
SCANIA-PLT-2314,2,18.3,82.5,21.3,11.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2315,2,10.4,90.8,27.7,14.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2316,3,40.1,89.1,18.1,9.6,Standard Extended Following
SCANIA-PLT-2317,2,24.0,94.3,22.1,11.6,Standard Extended Following
SCANIA-PLT-2318,3,37.1,93.4,17.2,9.5,Standard Extended Following
SCANIA-PLT-2319,2,34.7,93.0,13.3,7.2,Standard Extended Following
SCANIA-PLT-2320,2,16.3,86.2,24.0,13.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2321,2,21.0,86.7,19.5,11.3,Standard Extended Following
SCANIA-PLT-2322,2,32.9,89.7,15.3,8.1,Standard Extended Following
SCANIA-PLT-2323,4,40.0,89.9,19.2,10.4,Standard Extended Following
SCANIA-PLT-2324,2,32.7,78.4,18.0,10.1,Standard Extended Following
SCANIA-PLT-2325,2,30.0,89.9,13.1,8.8,Standard Extended Following
SCANIA-PLT-2326,3,43.5,82.7,13.3,8.2,Standard Extended Following
SCANIA-PLT-2327,2,36.8,81.3,12.7,7.8,Standard Extended Following
SCANIA-PLT-2328,2,25.9,75.7,21.4,10.9,Standard Extended Following
SCANIA-PLT-2329,3,44.3,80.9,12.6,7.5,Standard Extended Following
SCANIA-PLT-2330,2,35.9,87.0,14.8,8.8,Standard Extended Following
SCANIA-PLT-2331,2,29.7,90.6,19.5,9.9,Standard Extended Following
SCANIA-PLT-2332,4,36.0,87.3,24.3,13.6,Standard Extended Following
SCANIA-PLT-2333,3,36.0,94.3,18.1,9.5,Standard Extended Following
SCANIA-PLT-2334,3,41.7,91.8,20.7,9.5,Standard Extended Following
SCANIA-PLT-2335,2,21.9,78.8,21.7,11.0,Standard Extended Following
SCANIA-PLT-2336,2,23.2,77.3,19.1,10.4,Standard Extended Following
SCANIA-PLT-2337,2,34.2,78.1,15.1,7.2,Standard Extended Following
SCANIA-PLT-2338,4,18.7,76.2,31.0,16.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2339,3,23.4,91.7,23.3,13.3,Standard Extended Following
SCANIA-PLT-2340,2,23.1,80.7,16.0,9.7,Standard Extended Following
SCANIA-PLT-2341,3,41.9,78.6,14.5,6.9,Standard Extended Following
SCANIA-PLT-2342,2,20.4,87.8,21.2,11.0,Standard Extended Following
SCANIA-PLT-2343,2,11.0,82.7,25.8,15.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2344,3,44.2,92.3,14.6,8.5,Standard Extended Following
SCANIA-PLT-2345,4,23.4,86.7,28.4,14.9,Standard Extended Following
SCANIA-PLT-2346,3,23.6,82.3,23.5,12.7,Standard Extended Following
SCANIA-PLT-2347,2,32.9,93.5,15.8,8.0,Standard Extended Following
SCANIA-PLT-2348,2,15.0,75.7,26.2,14.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2349,3,36.9,81.9,16.4,9.3,Standard Extended Following
SCANIA-PLT-2350,3,31.2,80.8,20.8,11.7,Standard Extended Following
SCANIA-PLT-2351,4,26.6,75.5,27.6,15.7,Standard Extended Following
SCANIA-PLT-2352,4,24.1,93.6,29.0,15.8,Standard Extended Following
SCANIA-PLT-2353,2,22.6,79.2,20.8,11.5,Standard Extended Following
SCANIA-PLT-2354,3,18.9,75.5,24.4,13.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2355,4,9.6,86.3,32.9,17.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2356,2,35.8,93.0,10.8,6.2,Standard Extended Following
SCANIA-PLT-2357,3,13.0,94.3,25.4,14.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2358,3,37.1,89.6,16.5,9.6,Standard Extended Following
SCANIA-PLT-2359,4,20.6,78.7,26.3,15.4,Standard Extended Following
SCANIA-PLT-2360,2,40.6,80.5,13.9,7.5,Standard Extended Following
SCANIA-PLT-2361,3,35.1,82.7,18.9,9.3,Standard Extended Following
SCANIA-PLT-2362,3,39.3,87.5,15.3,9.1,Standard Extended Following
SCANIA-PLT-2363,3,13.0,80.4,25.1,14.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2364,2,35.7,95.0,11.9,6.5,Standard Extended Following
SCANIA-PLT-2365,3,33.8,88.3,19.1,10.1,Standard Extended Following
SCANIA-PLT-2366,3,29.9,79.1,19.8,11.0,Standard Extended Following
SCANIA-PLT-2367,3,25.4,83.3,21.9,12.5,Standard Extended Following
SCANIA-PLT-2368,2,18.6,93.7,21.5,12.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2369,2,18.3,93.1,24.1,12.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2370,2,14.3,76.0,22.2,12.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2371,2,29.3,75.9,17.7,9.4,Standard Extended Following
SCANIA-PLT-2372,2,41.2,82.1,14.7,6.3,Standard Extended Following
SCANIA-PLT-2373,2,27.5,93.2,14.4,8.1,Standard Extended Following
SCANIA-PLT-2374,3,15.0,91.1,29.6,15.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2375,2,10.5,87.4,26.0,13.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2376,2,27.2,94.9,15.8,9.2,Standard Extended Following
SCANIA-PLT-2377,3,25.2,76.1,21.4,12.9,Standard Extended Following
SCANIA-PLT-2378,2,45.0,87.9,11.6,6.1,Standard Extended Following
SCANIA-PLT-2379,3,27.3,83.0,21.6,11.7,Standard Extended Following
SCANIA-PLT-2380,3,30.6,76.7,23.4,11.6,Standard Extended Following
SCANIA-PLT-2381,2,38.8,79.4,10.9,6.4,Standard Extended Following
SCANIA-PLT-2382,3,43.4,76.3,14.5,8.3,Standard Extended Following
SCANIA-PLT-2383,3,8.9,84.4,29.5,16.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2384,4,29.3,75.6,24.5,14.0,Standard Extended Following
SCANIA-PLT-2385,2,28.0,92.7,16.1,9.0,Standard Extended Following
SCANIA-PLT-2386,2,34.1,84.7,16.7,8.6,Standard Extended Following
SCANIA-PLT-2387,2,21.3,84.5,19.2,10.7,Standard Extended Following
SCANIA-PLT-2388,2,10.1,84.7,26.1,14.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2389,2,37.4,87.2,14.8,8.6,Standard Extended Following
SCANIA-PLT-2390,4,30.9,87.1,27.1,14.3,Standard Extended Following
SCANIA-PLT-2391,2,35.5,76.2,16.3,8.1,Standard Extended Following
SCANIA-PLT-2392,4,40.9,92.2,21.8,12.2,Standard Extended Following
SCANIA-PLT-2393,2,9.3,91.2,26.7,14.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2394,2,42.3,89.7,12.1,6.2,Standard Extended Following
SCANIA-PLT-2395,2,41.4,77.5,10.7,6.3,Standard Extended Following
SCANIA-PLT-2396,3,9.8,87.6,31.4,16.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2397,2,23.5,79.0,20.5,11.0,Standard Extended Following
SCANIA-PLT-2398,3,36.8,94.6,15.5,9.0,Standard Extended Following
SCANIA-PLT-2399,2,40.0,78.8,13.3,7.1,Standard Extended Following
SCANIA-PLT-2400,4,15.7,80.3,33.2,17.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2401,4,20.6,85.3,28.9,15.6,Standard Extended Following
SCANIA-PLT-2402,2,39.3,93.7,13.2,5.7,Standard Extended Following
SCANIA-PLT-2403,3,16.1,76.7,29.8,15.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2404,3,34.0,88.9,18.8,10.8,Standard Extended Following
SCANIA-PLT-2405,2,24.1,78.5,19.9,10.7,Standard Extended Following
SCANIA-PLT-2406,4,21.0,82.5,26.7,14.0,Standard Extended Following
SCANIA-PLT-2407,2,20.6,75.0,23.0,11.9,Standard Extended Following
SCANIA-PLT-2408,2,30.5,77.6,14.7,8.7,Standard Extended Following
SCANIA-PLT-2409,3,15.9,78.5,26.4,13.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2410,2,19.5,78.7,22.7,11.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2411,3,44.6,94.5,15.2,8.0,Standard Extended Following
SCANIA-PLT-2412,2,25.9,83.7,16.1,9.5,Standard Extended Following
SCANIA-PLT-2413,3,41.7,82.6,11.5,7.1,Standard Extended Following
SCANIA-PLT-2414,4,41.5,80.7,16.3,9.7,Standard Extended Following
SCANIA-PLT-2415,2,14.4,83.7,25.0,12.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2416,3,13.6,89.3,28.1,14.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2417,2,16.2,88.8,24.2,12.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2418,3,20.0,94.1,27.8,14.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2419,2,41.4,77.7,13.6,7.3,Standard Extended Following
SCANIA-PLT-2420,4,35.2,76.5,20.8,12.1,Standard Extended Following
SCANIA-PLT-2421,2,13.7,88.2,21.8,13.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2422,2,24.2,77.7,19.6,11.3,Standard Extended Following
SCANIA-PLT-2423,2,9.3,77.8,26.3,13.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2424,2,28.3,87.8,16.0,8.8,Standard Extended Following
SCANIA-PLT-2425,3,15.2,81.0,27.3,14.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2426,4,9.6,83.6,34.5,18.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2427,3,30.3,85.9,23.0,11.7,Standard Extended Following
SCANIA-PLT-2428,2,15.8,83.8,21.8,12.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2429,3,20.1,84.4,23.3,12.8,Standard Extended Following
SCANIA-PLT-2430,3,33.5,88.9,16.9,9.4,Standard Extended Following
SCANIA-PLT-2431,2,14.0,83.9,25.0,13.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2432,2,38.0,84.8,13.3,7.1,Standard Extended Following
SCANIA-PLT-2433,3,35.1,80.7,17.7,11.0,Standard Extended Following
SCANIA-PLT-2434,3,42.1,80.3,14.3,7.5,Standard Extended Following
SCANIA-PLT-2435,2,9.1,89.2,27.8,14.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2436,2,26.4,78.0,17.5,9.7,Standard Extended Following
SCANIA-PLT-2437,2,8.4,75.8,27.7,15.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2438,2,31.2,85.4,14.4,8.2,Standard Extended Following
SCANIA-PLT-2439,2,14.2,76.0,22.1,12.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2440,4,37.8,93.5,21.8,12.4,Standard Extended Following
SCANIA-PLT-2441,3,11.1,88.4,31.3,17.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2442,3,43.9,77.2,16.1,9.6,Standard Extended Following
SCANIA-PLT-2443,3,43.6,92.2,13.8,8.2,Standard Extended Following
SCANIA-PLT-2444,4,33.8,92.2,21.1,11.7,Standard Extended Following
SCANIA-PLT-2445,2,17.7,87.2,22.0,12.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2446,2,15.1,84.2,26.5,12.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2447,3,34.8,78.8,18.1,9.3,Standard Extended Following
SCANIA-PLT-2448,3,43.6,77.2,11.5,6.9,Standard Extended Following
SCANIA-PLT-2449,2,17.2,79.5,24.1,13.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2450,4,31.6,80.6,22.8,12.3,Standard Extended Following
SCANIA-PLT-2451,4,35.5,84.7,22.7,11.7,Standard Extended Following
SCANIA-PLT-2452,2,14.5,84.0,23.6,12.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2453,3,41.8,78.8,15.8,9.3,Standard Extended Following
SCANIA-PLT-2454,2,20.7,91.1,21.1,11.2,Standard Extended Following
SCANIA-PLT-2455,2,42.9,76.8,12.3,6.8,Standard Extended Following
SCANIA-PLT-2456,3,35.7,79.5,14.3,8.9,Standard Extended Following
SCANIA-PLT-2457,3,43.6,81.2,14.1,7.3,Standard Extended Following
SCANIA-PLT-2458,2,26.2,89.8,21.9,11.4,Standard Extended Following
SCANIA-PLT-2459,3,11.2,80.2,33.9,18.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2460,2,33.8,79.5,13.1,7.2,Standard Extended Following
SCANIA-PLT-2461,3,31.7,87.7,23.3,12.1,Standard Extended Following
SCANIA-PLT-2462,3,16.1,93.2,28.0,14.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2463,3,12.0,84.3,31.4,17.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2464,3,42.9,93.3,14.8,7.8,Standard Extended Following
SCANIA-PLT-2465,3,27.9,78.2,24.0,13.2,Standard Extended Following
SCANIA-PLT-2466,2,17.7,89.3,24.3,13.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2467,2,28.5,78.4,19.2,9.4,Standard Extended Following
SCANIA-PLT-2468,4,14.1,89.0,30.4,17.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2469,2,20.0,81.8,22.3,11.6,Standard Extended Following
SCANIA-PLT-2470,2,26.0,86.1,17.8,9.2,Standard Extended Following
SCANIA-PLT-2471,2,37.3,81.3,14.6,7.5,Standard Extended Following
SCANIA-PLT-2472,2,32.8,80.4,15.2,8.3,Standard Extended Following
SCANIA-PLT-2473,2,41.7,92.2,13.7,6.9,Standard Extended Following
SCANIA-PLT-2474,2,35.4,81.9,15.8,7.8,Standard Extended Following
SCANIA-PLT-2475,2,13.4,90.1,24.7,13.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2476,3,28.8,93.2,21.3,12.2,Standard Extended Following
SCANIA-PLT-2477,2,18.6,89.5,21.0,11.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2478,2,8.7,84.6,25.6,13.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2479,3,17.1,94.7,26.5,14.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2480,2,44.6,85.1,10.1,6.0,Standard Extended Following
SCANIA-PLT-2481,2,8.0,86.0,27.1,14.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2482,3,38.3,85.2,17.1,9.3,Standard Extended Following
SCANIA-PLT-2483,3,40.5,93.1,15.4,8.3,Standard Extended Following
SCANIA-PLT-2484,3,18.5,92.9,29.5,16.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2485,2,44.2,93.8,11.7,6.7,Standard Extended Following
SCANIA-PLT-2486,2,23.8,83.6,16.3,9.7,Standard Extended Following
SCANIA-PLT-2487,2,34.6,78.4,15.5,7.8,Standard Extended Following
SCANIA-PLT-2488,2,25.9,76.8,15.1,8.5,Standard Extended Following
SCANIA-PLT-2489,2,32.7,79.8,18.0,8.9,Standard Extended Following
SCANIA-PLT-2490,2,21.4,87.7,22.4,11.7,Standard Extended Following
SCANIA-PLT-2491,3,28.7,92.5,23.0,12.5,Standard Extended Following
SCANIA-PLT-2492,2,42.1,89.1,10.4,5.2,Standard Extended Following
SCANIA-PLT-2493,2,24.1,91.5,18.1,9.7,Standard Extended Following
SCANIA-PLT-2494,2,36.3,84.2,11.4,6.9,Standard Extended Following
SCANIA-PLT-2495,3,39.7,94.4,18.6,10.2,Standard Extended Following
SCANIA-PLT-2496,2,25.6,79.5,20.6,10.7,Standard Extended Following
SCANIA-PLT-2497,2,29.5,83.2,16.9,9.0,Standard Extended Following
SCANIA-PLT-2498,2,28.3,81.5,20.1,10.0,Standard Extended Following
SCANIA-PLT-2499,3,44.5,91.4,13.2,7.1,Standard Extended Following
SCANIA-PLT-2500,3,42.9,76.5,17.0,8.9,Standard Extended Following
SCANIA-PLT-2501,3,19.6,86.6,24.1,13.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2502,2,28.7,81.5,16.3,8.6,Standard Extended Following
SCANIA-PLT-2503,2,30.6,80.3,17.8,9.8,Standard Extended Following
SCANIA-PLT-2504,2,40.2,76.6,14.8,7.5,Standard Extended Following
SCANIA-PLT-2505,2,12.8,87.9,24.8,13.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2506,2,26.7,87.8,18.1,10.1,Standard Extended Following
SCANIA-PLT-2507,4,41.0,90.6,20.8,11.0,Standard Extended Following
SCANIA-PLT-2508,2,32.7,94.6,19.1,9.4,Standard Extended Following
SCANIA-PLT-2509,2,40.2,93.0,13.4,6.8,Standard Extended Following
SCANIA-PLT-2510,3,8.2,75.5,31.6,16.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2511,2,35.7,86.9,15.1,7.9,Standard Extended Following
SCANIA-PLT-2512,2,36.9,85.3,14.5,8.1,Standard Extended Following
SCANIA-PLT-2513,3,24.6,94.4,25.0,13.0,Standard Extended Following
SCANIA-PLT-2514,2,36.3,91.8,8.9,6.8,Standard Extended Following
SCANIA-PLT-2515,3,38.0,78.5,16.4,8.9,Standard Extended Following
SCANIA-PLT-2516,2,8.4,93.9,26.2,14.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2517,4,25.7,83.1,24.5,13.3,Standard Extended Following
SCANIA-PLT-2518,2,27.3,94.1,17.9,9.3,Standard Extended Following
SCANIA-PLT-2519,3,12.1,89.2,27.5,15.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2520,3,19.0,81.8,25.0,13.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2521,2,39.9,78.1,11.8,6.3,Standard Extended Following
SCANIA-PLT-2522,2,23.3,91.6,18.6,11.7,Standard Extended Following
SCANIA-PLT-2523,2,15.0,81.9,23.1,13.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2524,3,29.0,79.5,23.7,12.4,Standard Extended Following
SCANIA-PLT-2525,2,18.3,81.7,23.9,12.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2526,2,34.5,76.4,14.9,8.3,Standard Extended Following
SCANIA-PLT-2527,2,28.6,81.6,16.6,9.3,Standard Extended Following
SCANIA-PLT-2528,4,8.8,79.5,33.1,18.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2529,2,26.7,93.1,20.5,10.9,Standard Extended Following
SCANIA-PLT-2530,3,44.9,78.9,12.4,6.7,Standard Extended Following
SCANIA-PLT-2531,3,31.7,82.9,20.1,10.5,Standard Extended Following
SCANIA-PLT-2532,2,14.0,79.2,25.3,12.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2533,2,11.4,76.7,22.8,12.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2534,3,21.4,83.2,23.3,12.8,Standard Extended Following
SCANIA-PLT-2535,4,34.3,85.7,26.4,13.3,Standard Extended Following
SCANIA-PLT-2536,2,38.4,92.3,14.2,8.1,Standard Extended Following
SCANIA-PLT-2537,3,32.1,79.6,18.9,10.5,Standard Extended Following
SCANIA-PLT-2538,3,12.2,78.5,29.7,15.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2539,2,16.7,80.8,23.2,12.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2540,3,39.7,90.4,15.8,8.4,Standard Extended Following
SCANIA-PLT-2541,2,8.9,80.3,26.5,14.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2542,2,8.8,77.4,30.4,16.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2543,2,38.4,80.2,13.0,6.9,Standard Extended Following
SCANIA-PLT-2544,2,28.4,90.5,20.2,10.2,Standard Extended Following
SCANIA-PLT-2545,2,26.9,82.5,18.5,10.2,Standard Extended Following
SCANIA-PLT-2546,3,22.0,83.2,22.8,12.8,Standard Extended Following
SCANIA-PLT-2547,3,38.1,80.7,16.5,8.3,Standard Extended Following
SCANIA-PLT-2548,3,15.2,93.2,26.1,14.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2549,2,44.7,77.4,9.2,5.8,Standard Extended Following
SCANIA-PLT-2550,3,13.0,89.3,25.4,14.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2551,3,27.2,83.5,20.5,11.6,Standard Extended Following
SCANIA-PLT-2552,2,8.1,91.0,25.9,14.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2553,3,37.0,75.5,19.3,9.6,Standard Extended Following
SCANIA-PLT-2554,3,11.1,86.3,29.4,15.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2555,2,35.6,92.7,13.4,7.6,Standard Extended Following
SCANIA-PLT-2556,3,22.7,76.2,24.3,13.4,Standard Extended Following
SCANIA-PLT-2557,4,29.8,83.8,23.9,13.2,Standard Extended Following
SCANIA-PLT-2558,4,35.7,77.0,23.2,12.0,Standard Extended Following
SCANIA-PLT-2559,2,39.4,90.1,12.9,7.3,Standard Extended Following
SCANIA-PLT-2560,2,40.0,88.4,13.0,6.7,Standard Extended Following
SCANIA-PLT-2561,4,39.1,75.3,21.2,12.9,Standard Extended Following
SCANIA-PLT-2562,2,14.0,89.4,24.5,13.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2563,2,22.7,90.9,26.2,12.8,Standard Extended Following
SCANIA-PLT-2564,2,38.5,92.2,16.5,7.8,Standard Extended Following
SCANIA-PLT-2565,3,26.6,81.1,20.1,11.6,Standard Extended Following
SCANIA-PLT-2566,2,26.7,92.2,17.7,9.6,Standard Extended Following
SCANIA-PLT-2567,4,29.5,91.1,26.9,13.8,Standard Extended Following
SCANIA-PLT-2568,3,41.1,86.4,14.7,7.9,Standard Extended Following
SCANIA-PLT-2569,2,30.5,76.6,18.5,10.0,Standard Extended Following
SCANIA-PLT-2570,2,33.0,82.9,13.5,7.7,Standard Extended Following
SCANIA-PLT-2571,2,20.2,77.0,19.5,11.1,Standard Extended Following
SCANIA-PLT-2572,3,35.0,87.8,18.8,11.1,Standard Extended Following
SCANIA-PLT-2573,2,24.0,78.1,18.5,10.0,Standard Extended Following
SCANIA-PLT-2574,2,10.6,83.6,26.6,14.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2575,2,20.3,85.3,21.7,12.5,Standard Extended Following
SCANIA-PLT-2576,3,33.0,90.0,17.3,9.8,Standard Extended Following
SCANIA-PLT-2577,2,16.0,82.8,23.4,11.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2578,3,8.5,78.1,32.6,17.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2579,2,39.2,83.9,16.9,7.8,Standard Extended Following
SCANIA-PLT-2580,2,42.1,94.1,11.4,5.3,Standard Extended Following
SCANIA-PLT-2581,3,35.2,75.5,16.4,9.3,Standard Extended Following
SCANIA-PLT-2582,2,17.7,92.9,23.5,12.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2583,2,20.0,76.5,21.7,11.8,Standard Extended Following
