Winter_Test_ID,Road_Incline_deg,Front_Wheel_Slip_pct,Clutch_Hydraulic_Clamp_Bar,Rear_Axle_Torque_Split_pct,AWD_Operational_Mode
SUBARU-XMODE-1286,6.6,34.1,76.0,59.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1287,8.4,16.5,47.8,50.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1288,25.5,9.9,51.3,50.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1289,21.4,3.9,43.1,51.9,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1290,7.8,23.5,59.2,55.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1291,24.4,28.8,85.0,59.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1292,9.5,43.0,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1293,11.8,40.6,85.0,59.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1294,5.6,15.7,44.3,50.3,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1295,15.3,9.5,45.0,51.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1296,22.3,47.4,85.0,59.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1297,24.8,37.6,85.0,58.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1298,8.3,17.4,53.6,53.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1299,25.2,24.0,82.8,59.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1300,25.1,11.1,59.1,56.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1301,5.8,31.5,65.7,54.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1302,10.5,43.8,85.0,58.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1303,22.4,8.7,52.8,52.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1304,18.9,38.7,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1305,10.2,43.5,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1306,27.7,40.6,85.0,58.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1307,20.0,8.3,49.5,51.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1308,22.0,41.8,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1309,18.5,26.0,75.4,57.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1310,12.6,40.2,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1311,5.3,22.3,56.1,52.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1312,6.1,12.5,39.0,48.6,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1313,22.3,15.0,61.4,56.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1314,13.5,34.1,82.2,59.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1315,15.5,43.7,85.0,58.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1316,6.0,11.7,36.9,52.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1317,19.6,36.7,85.0,59.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1318,7.5,45.8,85.0,57.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1319,19.9,37.3,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1320,13.7,21.2,62.5,54.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1321,19.0,33.0,85.0,59.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1322,17.7,25.1,72.5,57.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1323,17.2,37.6,85.0,56.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1324,27.2,26.7,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1325,10.9,16.8,49.1,53.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1326,18.3,25.7,77.9,58.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1327,12.8,35.3,83.5,57.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1328,8.3,5.8,34.4,48.1,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1329,11.3,39.6,85.0,59.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1330,24.5,7.7,53.2,51.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1331,5.1,37.2,79.7,59.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1332,5.7,12.6,36.7,48.4,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1333,5.4,4.0,25.5,46.3,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1334,19.6,35.5,85.0,57.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1335,13.0,29.5,73.0,56.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1336,9.4,6.1,33.8,49.9,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1337,17.8,47.9,85.0,59.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1338,6.8,12.2,39.0,48.5,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1339,15.9,14.6,53.6,50.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1340,25.5,7.5,52.4,54.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1341,22.9,28.4,84.7,58.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1342,25.2,24.6,82.1,57.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1343,24.8,6.2,48.7,51.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1344,5.9,8.9,35.7,50.1,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1345,8.2,25.5,62.6,52.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1346,20.4,6.0,44.4,51.5,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1347,15.7,10.0,49.3,52.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1348,8.9,34.7,76.6,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1349,6.2,16.0,47.1,50.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1350,19.7,3.4,39.2,47.7,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1351,18.6,12.1,56.7,54.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1352,6.9,33.7,72.2,57.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1353,13.6,39.7,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1354,5.6,5.3,28.5,45.6,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1355,26.7,6.8,55.1,50.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1356,7.0,28.3,66.2,57.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1357,27.7,17.2,72.1,58.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1358,9.7,27.5,66.9,53.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1359,8.8,36.7,78.9,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1360,6.4,39.8,84.0,58.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1361,26.8,28.3,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1362,8.1,16.2,47.8,50.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1363,20.9,11.8,56.0,52.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1364,26.9,32.8,85.0,57.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1365,12.6,7.8,40.9,47.9,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1366,7.8,8.6,34.9,47.3,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1367,27.5,5.0,54.5,54.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1368,9.5,43.9,85.0,59.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1369,10.0,25.1,67.2,54.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1370,6.1,4.0,27.2,47.7,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1371,12.4,4.6,37.4,48.8,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1372,26.8,10.8,62.7,54.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1373,14.9,13.2,52.5,53.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1374,10.1,3.3,26.6,45.6,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1375,8.9,37.5,82.4,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1376,7.2,6.9,32.6,47.9,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1377,7.8,38.6,83.5,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1378,27.0,30.5,85.0,59.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1379,10.3,44.4,85.0,58.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1380,24.7,36.4,85.0,59.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1381,8.9,32.0,75.0,56.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1382,22.3,39.2,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1383,22.6,15.5,63.8,54.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1384,6.0,10.9,35.9,50.7,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1385,27.3,32.6,85.0,58.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1386,26.6,44.1,85.0,59.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1387,20.6,8.7,54.2,50.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1388,13.5,13.0,48.2,49.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1389,5.4,28.3,64.8,54.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1390,27.4,28.9,85.0,58.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1391,13.0,28.8,74.9,55.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1392,27.5,11.5,60.6,56.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1393,20.6,32.6,85.0,58.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1394,6.2,41.4,85.0,59.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1395,7.7,12.7,43.7,51.4,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1396,16.5,27.6,78.0,53.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1397,18.8,38.1,85.0,58.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1398,19.0,34.0,85.0,59.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1399,16.5,14.2,56.3,54.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1400,10.8,6.2,36.0,45.9,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1401,17.4,27.4,76.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1402,18.8,28.4,81.8,59.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1403,12.4,25.4,70.1,55.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1404,11.9,24.0,63.4,56.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1405,26.6,29.4,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1406,10.2,37.0,82.1,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1407,9.9,47.0,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1408,11.2,47.6,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1409,16.4,28.7,76.0,58.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1410,12.9,13.5,48.4,51.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1411,27.6,34.4,85.0,59.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1412,13.0,21.6,62.9,53.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1413,13.8,12.9,47.1,49.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1414,25.9,36.7,85.0,57.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1415,26.8,19.5,78.5,59.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1416,9.9,42.4,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1417,8.7,28.5,68.3,56.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1418,16.9,11.5,51.0,55.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1419,18.4,3.0,38.4,49.2,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1420,19.4,42.4,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1421,19.8,17.8,64.4,55.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1422,22.8,47.7,85.0,55.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1423,25.8,10.1,57.6,53.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1424,12.7,16.3,53.2,52.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1425,10.0,42.2,85.0,59.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1426,18.8,5.7,46.7,50.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1427,12.5,38.9,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1428,26.5,10.5,63.5,54.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1429,24.1,20.5,74.8,58.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1430,27.5,40.3,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1431,22.8,13.4,61.7,55.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1432,27.9,38.0,85.0,59.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1433,16.8,40.0,85.0,59.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1434,22.7,31.9,85.0,59.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1435,22.3,40.2,85.0,59.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1436,21.6,14.9,59.2,55.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1437,17.0,42.6,85.0,59.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1438,5.1,31.7,70.0,54.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1439,27.0,47.6,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1440,5.8,23.1,59.1,53.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1441,8.0,26.6,63.2,56.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1442,26.4,12.6,63.4,56.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1443,19.1,35.9,85.0,58.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1444,18.5,45.3,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1445,27.5,31.1,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1446,11.2,47.5,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1447,22.9,41.9,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1448,11.4,39.5,85.0,58.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1449,25.5,45.4,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1450,7.9,6.2,26.2,45.0,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1451,5.7,35.5,74.5,56.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1452,26.9,11.2,60.7,54.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1453,7.7,13.1,43.6,49.9,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1454,15.4,21.7,66.4,56.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1455,26.4,8.9,59.6,53.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1456,14.4,28.2,75.1,57.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1457,12.5,15.5,51.2,53.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1458,18.2,46.9,85.0,59.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1459,27.0,41.6,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1460,24.6,21.9,76.9,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1461,24.5,45.8,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1462,7.7,44.7,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1463,12.7,28.1,74.2,57.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1464,27.2,45.6,85.0,58.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1465,24.5,7.5,52.1,51.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1466,5.8,39.6,81.5,59.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1467,11.1,11.8,43.8,50.1,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1468,18.3,37.2,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1469,15.3,40.1,85.0,59.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1470,10.5,19.6,56.8,53.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1471,21.4,38.3,85.0,59.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1472,26.3,19.0,72.1,59.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1473,11.0,20.6,58.5,54.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1474,6.6,22.0,57.0,53.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1475,15.2,17.5,59.7,51.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1476,17.3,31.4,82.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1477,21.1,33.4,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1478,10.3,38.0,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1479,27.2,25.5,85.0,59.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1480,5.6,22.7,49.3,51.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1481,23.5,40.0,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1482,13.2,27.7,69.9,55.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1483,26.1,17.9,72.4,58.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1484,24.7,15.9,68.3,57.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1485,17.1,29.9,82.7,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1486,27.1,15.8,68.1,58.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1487,7.9,46.7,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1488,13.0,27.4,68.4,56.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1489,19.7,21.5,70.3,54.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1490,15.3,23.4,68.8,54.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1491,23.4,28.9,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1492,22.9,13.6,60.9,54.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1493,9.5,42.9,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1494,23.5,31.0,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1495,15.2,43.7,85.0,59.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1496,27.3,23.4,82.3,57.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1497,14.2,35.9,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1498,14.5,42.0,85.0,57.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1499,22.8,5.4,48.5,53.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1500,26.5,28.5,85.0,58.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1501,24.2,36.9,85.0,59.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1502,7.7,27.4,64.8,56.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1503,6.1,20.8,54.5,54.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1504,25.7,17.5,66.9,53.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1505,19.0,4.8,43.2,48.1,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1506,11.2,23.4,62.8,54.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1507,20.7,29.0,83.2,58.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1508,14.1,44.7,85.0,58.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1509,13.0,11.8,47.3,50.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1510,9.5,26.8,65.2,54.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1511,25.1,10.6,59.8,52.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1512,9.0,16.8,50.4,52.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1513,11.8,30.8,70.8,58.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1514,26.9,24.3,83.8,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1515,20.0,31.2,84.5,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1516,12.0,10.2,43.3,51.8,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1517,5.8,38.0,81.4,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1518,7.7,43.3,85.0,59.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1519,17.5,5.8,43.2,50.5,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1520,10.3,34.4,81.9,58.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1521,16.8,25.2,72.8,58.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1522,9.9,20.7,57.1,54.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1523,23.7,5.5,47.2,50.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1524,5.2,31.0,65.5,57.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1525,13.6,30.8,76.6,55.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1526,8.5,46.4,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1527,18.6,33.3,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1528,17.8,9.3,48.1,48.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1529,14.5,36.8,85.0,59.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1530,7.5,11.7,40.2,48.8,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1531,6.6,45.6,85.0,58.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1532,13.0,38.1,85.0,59.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1533,6.1,36.3,78.3,57.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1534,23.3,34.2,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1535,6.5,27.1,65.3,54.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1536,10.2,22.3,57.8,54.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1537,12.9,9.9,40.2,47.9,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1538,23.6,5.2,49.2,53.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1539,26.7,27.8,85.0,59.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1540,23.5,17.2,69.0,54.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1541,14.5,34.4,84.0,56.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1542,22.4,30.9,85.0,57.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1543,5.4,44.3,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1544,16.7,22.4,67.9,55.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1545,6.4,18.3,52.5,52.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1546,21.2,25.4,79.6,56.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1547,20.7,30.3,82.5,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1548,13.6,16.0,55.7,52.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1549,20.5,20.5,66.8,55.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1550,21.0,22.3,73.4,59.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1551,5.5,19.0,51.3,53.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1552,20.6,28.6,85.0,58.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1553,23.0,34.3,85.0,57.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1554,6.9,13.5,40.4,51.0,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1555,14.9,39.9,85.0,58.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1556,12.0,28.5,73.5,58.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1557,20.0,13.6,56.7,53.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1558,13.2,21.0,60.4,53.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1559,24.5,5.2,51.6,51.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1560,24.3,31.8,85.0,59.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1561,24.5,21.3,73.3,57.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1562,13.2,32.2,78.3,59.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1563,19.1,24.5,73.5,56.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1564,23.8,37.2,85.0,59.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1565,26.8,47.5,85.0,59.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1566,5.1,3.1,26.6,46.1,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1567,7.9,22.9,60.6,52.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1568,17.6,12.3,53.0,51.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1569,17.0,34.7,85.0,59.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1570,14.1,9.1,47.1,51.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1571,5.7,9.6,37.5,47.3,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1572,23.4,36.3,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1573,7.3,13.1,39.3,49.4,Standard All-Wheel Drive Split (60:40)
