Thermal_Run_ID,Ambient_Temp_C,Refrigerant_Discharge_Bar,Condenser_Subcooling_K,Heating_Coefficient_COP,Cabin_Heat_Range_Penalty_pct,Heat_Pump_State
DENSO-HP-1265,2.0,24.6,4.5,3.07,13.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1266,-8.3,20.9,4.9,2.68,17.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1267,-9.6,18.9,6.3,2.74,14.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1268,-7.0,19.8,3.5,2.34,19.3,Standard PTC Resistive Assist
DENSO-HP-1269,-8.1,18.9,6.6,3.12,13.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1270,-11.5,17.7,9.6,3.55,10.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1271,1.2,24.3,9.6,3.8,9.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1272,4.5,26.2,9.0,3.8,7.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1273,8.9,29.1,8.4,3.8,10.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1274,-0.8,21.2,7.8,3.4,12.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1275,-15.2,17.1,6.2,2.57,17.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1276,0.3,22.5,10.0,3.8,11.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1277,13.4,29.4,6.8,3.69,11.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1278,8.0,27.2,8.6,3.8,11.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1279,0.8,23.8,9.8,3.8,10.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1280,4.2,24.3,5.8,3.31,11.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1281,-0.3,21.1,7.3,3.53,12.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1282,-1.2,23.2,9.4,3.77,10.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1283,-2.6,22.3,7.0,3.39,13.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1284,-14.6,17.6,6.0,2.83,13.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1285,-11.8,16.9,7.1,2.82,14.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1286,11.8,27.2,6.1,3.54,10.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1287,-17.3,16.0,8.9,3.37,12.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1288,5.1,24.0,6.9,3.48,11.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1289,2.5,23.3,9.0,3.8,10.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1290,-4.0,21.9,7.5,3.19,12.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1291,-11.3,16.8,7.6,3.16,14.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1292,3.4,24.3,4.2,2.89,16.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1293,4.0,24.3,9.9,3.8,9.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1294,13.9,27.6,4.5,3.01,15.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1295,-16.7,15.8,5.5,2.87,15.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1296,-4.5,21.5,6.6,3.02,14.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1297,-17.6,15.5,7.5,2.79,13.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1298,4.4,26.1,3.5,2.61,17.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1299,-1.8,21.2,8.0,3.43,10.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1300,1.1,23.1,4.4,2.79,12.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1301,-15.7,16.4,5.7,2.67,13.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1302,-1.8,22.8,4.1,2.53,16.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1303,-17.1,15.4,6.4,2.67,15.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1304,-14.4,16.5,9.2,3.3,13.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1305,-5.3,22.3,6.6,2.98,15.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1306,-16.0,16.6,9.2,3.3,10.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1307,8.9,26.5,10.0,3.8,9.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1308,-5.4,21.8,7.4,3.16,14.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1309,5.3,26.0,4.0,2.83,15.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1310,8.3,27.1,8.2,3.8,10.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1311,6.4,26.9,7.8,3.8,10.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1312,-9.3,19.3,8.6,3.26,12.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1313,9.6,27.5,5.7,3.33,11.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1314,1.8,24.0,4.1,2.62,18.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1315,9.7,27.6,4.9,3.18,16.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1316,-13.1,17.0,9.3,3.4,14.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1317,-17.5,16.7,4.5,2.11,21.0,Standard PTC Resistive Assist
DENSO-HP-1318,-8.1,18.6,8.7,3.31,11.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1319,12.6,30.1,7.7,3.8,9.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1320,-0.3,22.9,6.1,3.03,15.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1321,-2.9,22.3,8.5,3.65,9.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1322,-16.9,16.9,4.1,2.25,19.5,Standard PTC Resistive Assist
DENSO-HP-1323,2.5,24.4,7.1,3.36,10.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1324,-1.6,23.1,6.8,3.29,12.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1325,2.7,24.5,4.1,2.9,14.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1326,-8.3,19.9,4.8,2.88,16.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1327,6.6,26.4,6.1,3.35,10.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1328,6.6,25.0,7.2,3.59,11.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1329,-4.0,21.1,7.1,3.35,12.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1330,2.2,24.3,8.3,3.55,12.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1331,-3.4,21.8,5.7,2.92,15.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1332,-3.4,20.9,7.1,3.1,13.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1333,-2.2,21.7,8.3,3.71,10.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1334,14.2,28.2,9.8,3.8,9.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1335,14.3,30.2,8.1,3.8,10.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1336,9.1,27.1,7.0,3.63,12.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1337,-1.7,23.1,5.2,3.11,14.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1338,6.7,23.1,6.5,3.43,16.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1339,14.5,30.7,6.8,3.8,10.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1340,-1.7,22.6,9.1,3.78,10.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1341,-17.1,17.8,7.9,2.95,14.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1342,7.2,26.4,7.8,3.67,11.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1343,-8.1,17.0,4.8,2.84,15.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1344,-4.3,20.0,9.1,3.74,9.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1345,13.0,29.3,9.4,3.8,10.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1346,-5.9,19.2,4.0,2.59,17.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1347,-13.8,16.5,9.1,3.36,13.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1348,10.2,28.8,7.3,3.79,9.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1349,10.1,25.4,3.5,2.6,16.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1350,14.1,28.9,4.5,3.04,13.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1351,-17.5,12.9,9.7,3.41,11.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1352,-10.6,17.3,7.0,2.97,13.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1353,-9.0,17.2,6.5,2.88,15.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1354,-12.2,15.8,4.7,2.42,18.3,Standard PTC Resistive Assist
DENSO-HP-1355,13.7,29.4,4.9,3.11,13.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1356,-9.2,18.3,8.8,3.45,11.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1357,14.3,28.0,7.2,3.8,11.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1358,-16.5,14.6,7.7,2.97,16.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1359,-9.3,17.9,6.3,2.91,14.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1360,-11.3,16.4,4.0,2.14,20.2,Standard PTC Resistive Assist
DENSO-HP-1361,-10.6,17.9,7.8,3.44,12.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1362,12.4,30.5,8.2,3.8,10.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1363,13.7,30.0,4.3,3.31,13.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1364,6.7,25.1,7.4,3.41,10.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1365,14.1,26.5,5.7,3.53,12.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1366,5.9,25.7,9.1,3.8,11.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1367,12.1,28.5,8.9,3.8,11.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1368,6.7,25.0,6.0,3.46,9.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1369,14.0,28.6,8.1,3.8,10.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1370,12.8,27.7,7.3,3.8,9.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1371,3.5,23.5,8.5,3.68,12.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1372,-5.8,19.9,9.5,3.8,9.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1373,-11.2,18.0,9.7,3.62,9.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1374,5.8,27.1,9.9,3.8,11.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1375,-6.5,21.1,9.1,3.8,9.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1376,-15.5,17.3,5.2,2.32,18.7,Standard PTC Resistive Assist
DENSO-HP-1377,-0.9,23.5,7.7,3.5,11.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1378,13.8,28.1,6.3,3.36,11.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1379,14.4,30.1,9.3,3.8,9.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1380,-1.0,23.4,9.8,3.8,9.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1381,-10.6,18.6,6.5,2.97,15.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1382,-11.2,18.3,8.9,3.29,10.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1383,-4.8,19.9,4.6,2.78,18.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1384,-3.0,20.1,8.2,3.58,11.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1385,-17.9,15.4,8.5,3.12,13.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1386,8.9,25.4,8.5,3.8,10.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1387,13.8,27.2,8.4,3.8,11.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1388,-17.4,15.1,8.5,3.01,13.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1389,5.8,26.2,9.8,3.8,10.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1390,-2.2,21.7,5.4,2.94,16.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1391,4.7,25.1,8.6,3.8,12.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1392,-17.1,16.2,9.1,3.21,13.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1393,-5.9,20.0,8.4,3.4,9.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1394,4.2,25.8,5.1,2.83,17.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1395,-7.3,22.1,7.0,3.05,13.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1396,3.4,24.6,6.0,3.36,13.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1397,0.3,23.1,5.2,2.89,15.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1398,-11.9,16.9,5.5,2.73,17.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1399,4.3,24.0,4.2,2.85,14.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1400,-9.5,19.5,6.1,2.8,15.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1401,-8.1,19.5,8.3,3.58,11.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1402,13.5,27.2,5.0,3.48,10.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1403,-15.0,17.1,9.8,3.51,12.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1404,-2.5,21.4,4.3,2.66,16.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1405,9.4,27.0,6.0,3.26,11.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1406,-0.8,22.0,5.6,3.04,14.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1407,7.7,24.4,8.7,3.8,7.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1408,8.6,26.5,7.8,3.8,11.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1409,-2.2,22.5,8.1,3.44,10.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1410,-16.9,15.6,5.9,2.58,18.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1411,8.7,27.9,7.3,3.66,9.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1412,4.8,24.6,4.1,2.71,17.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1413,8.0,28.1,5.4,3.37,11.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1414,-7.3,21.4,3.9,2.66,16.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1415,-0.2,22.6,8.6,3.71,10.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1416,-11.2,20.0,6.1,2.88,15.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1417,6.5,26.5,5.1,3.2,12.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1418,-4.9,20.6,5.9,2.96,14.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1419,-6.5,20.4,7.8,3.5,11.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1420,6.7,26.8,9.6,3.8,10.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1421,-16.3,15.7,9.2,3.21,14.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1422,5.0,26.1,8.8,3.8,9.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1423,-11.8,13.9,5.3,2.42,16.0,Standard PTC Resistive Assist
DENSO-HP-1424,-3.2,20.7,6.7,3.12,14.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1425,2.0,24.5,7.4,3.61,10.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1426,-12.3,17.0,8.8,3.34,13.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1427,-6.7,20.3,8.9,3.57,12.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1428,7.2,25.1,4.3,3.09,13.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1429,10.6,27.1,8.0,3.8,8.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1430,-4.9,20.7,4.3,2.54,16.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1431,-17.3,15.2,8.6,2.98,15.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1432,-2.3,22.2,7.3,3.37,11.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1433,-2.2,21.2,6.5,3.4,14.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1434,7.0,27.7,7.7,3.46,11.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1435,-3.4,21.5,7.9,3.52,12.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1436,-0.2,24.1,5.1,3.09,15.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1437,-1.7,22.4,6.7,3.37,10.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1438,11.8,28.0,6.7,3.58,12.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1439,-14.8,16.6,4.2,2.31,17.6,Standard PTC Resistive Assist
DENSO-HP-1440,2.1,23.4,8.9,3.76,10.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1441,4.4,25.7,5.7,3.08,15.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1442,-1.1,22.1,5.6,2.92,14.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1443,14.6,28.3,9.9,3.8,8.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1444,-6.6,20.3,8.3,3.36,13.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1445,0.9,23.3,5.0,2.93,15.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1446,12.5,27.7,3.8,2.92,15.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1447,10.0,27.3,9.8,3.8,9.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1448,-12.6,17.5,9.2,3.35,12.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1449,7.6,24.2,7.1,3.25,12.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1450,3.6,23.4,6.8,3.44,12.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1451,7.2,26.4,6.5,3.24,14.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1452,-14.4,16.6,7.2,2.84,17.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1453,-9.7,18.3,5.4,2.74,15.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1454,12.3,28.4,7.5,3.8,11.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1455,-12.3,16.3,7.1,3.13,13.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1456,-6.3,21.4,8.4,3.6,10.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1457,5.8,25.6,9.5,3.8,11.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1458,5.7,25.4,6.7,3.48,11.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1459,-2.3,22.9,8.3,3.78,9.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1460,-12.4,16.3,4.9,2.58,16.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1461,-7.8,19.5,8.7,3.54,9.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1462,-13.7,17.7,6.2,2.74,17.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1463,6.5,26.6,6.4,3.65,9.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1464,-11.1,17.4,4.2,2.28,18.0,Standard PTC Resistive Assist
DENSO-HP-1465,5.9,22.9,6.6,3.47,11.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1466,0.9,24.7,6.3,3.31,12.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1467,8.1,28.9,5.4,3.18,13.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1468,3.5,25.2,4.1,2.83,15.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1469,11.7,27.3,9.1,3.8,7.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1470,-6.6,20.7,9.1,3.49,11.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1471,-11.9,18.5,6.5,2.81,16.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1472,-14.3,15.6,9.9,3.46,10.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1473,-4.2,21.7,8.3,3.63,12.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1474,-12.7,17.4,8.3,3.38,12.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1475,-17.6,16.9,4.2,2.08,16.9,Standard PTC Resistive Assist
DENSO-HP-1476,-7.3,19.8,7.1,3.12,14.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1477,-17.6,14.0,8.4,2.9,13.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1478,-6.0,20.1,5.0,2.77,16.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1479,-5.2,21.1,4.6,2.7,15.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1480,-16.7,16.6,6.6,2.92,12.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1481,-10.7,17.8,7.0,3.13,12.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1482,13.0,29.6,4.2,3.1,14.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1483,-13.4,17.8,9.9,3.58,11.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1484,-9.8,19.5,6.9,2.9,16.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1485,-13.0,17.1,4.7,2.75,15.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1486,-5.4,20.3,6.7,3.02,14.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1487,-10.8,17.0,8.0,3.09,15.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1488,-12.5,17.6,4.0,2.34,18.1,Standard PTC Resistive Assist
DENSO-HP-1489,6.7,26.2,4.3,2.76,16.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1490,4.6,24.2,7.7,3.54,12.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1491,-4.8,20.4,3.5,2.48,18.4,Standard PTC Resistive Assist
DENSO-HP-1492,7.8,25.5,4.1,3.07,11.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1493,-5.4,20.5,4.3,2.69,16.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1494,-1.5,22.0,9.1,3.8,11.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1495,5.8,26.4,4.3,2.85,14.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1496,-7.1,21.7,4.9,2.62,16.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1497,-0.2,19.5,5.0,2.99,13.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1498,-6.3,19.4,3.7,2.37,18.8,Standard PTC Resistive Assist
DENSO-HP-1499,10.6,27.2,8.8,3.8,8.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1500,-18.0,15.2,8.9,3.28,11.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1501,9.3,26.3,7.9,3.8,9.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1502,-10.2,18.9,5.6,2.53,16.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1503,-6.8,20.7,4.8,2.77,14.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1504,4.4,25.4,3.9,3.03,15.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1505,-7.0,19.9,3.6,2.56,17.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1506,-5.0,21.9,4.7,3.0,14.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1507,-9.1,18.6,9.1,3.59,13.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1508,10.8,26.6,4.3,3.11,15.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1509,5.8,28.2,9.6,3.8,10.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1510,-0.3,22.6,6.4,3.22,9.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1511,1.1,24.1,8.8,3.8,9.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1512,11.0,27.0,6.5,3.63,11.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1513,-1.5,22.2,8.6,3.48,13.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1514,-1.0,24.5,4.1,2.73,16.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1515,13.1,27.2,5.8,3.61,12.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1516,-17.9,13.4,9.1,3.21,11.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1517,15.0,29.8,8.7,3.8,10.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1518,5.8,24.8,8.7,3.78,8.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1519,-9.9,18.2,3.5,2.34,17.8,Standard PTC Resistive Assist
DENSO-HP-1520,6.4,25.2,4.0,3.01,13.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1521,4.4,26.3,9.9,3.8,9.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1522,5.3,26.3,5.4,3.07,13.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1523,13.0,30.1,4.6,3.19,11.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1524,-7.0,20.5,9.0,3.41,11.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1525,13.2,28.4,8.0,3.8,10.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1526,14.7,29.7,9.2,3.8,9.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1527,-6.6,19.8,7.6,3.19,13.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1528,-17.8,15.6,7.2,2.69,14.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1529,8.2,27.1,9.1,3.8,9.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1530,0.6,23.6,6.0,3.28,12.0,High-Efficiency Subcooling (COP >2.5)
