Driveline_Run_ID,Driveshaft_Speed_RPM,Driveline_Torque_Nm,Torsional_Vibration_G,Dynamic_Damping_Stiffness,Driveline_Smoothness
ALFA-GIORGIO-1266,6398,254.7,0.35,1368.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1267,1579,264.9,0.194,1567.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1268,4154,158.1,0.307,1367.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1269,7337,435.2,0.498,1220.5,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1270,3062,308.6,0.291,1430.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1271,4299,559.6,0.344,1244.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1272,6006,593.9,0.435,1313.9,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1273,6372,314.8,0.421,1254.9,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1274,6384,154.6,0.338,1360.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1275,7062,399.7,0.452,1242.3,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1276,6482,479.4,0.442,1264.1,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1277,2750,418.8,0.312,1397.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1278,2460,349.2,0.256,1502.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1279,1986,527.9,0.291,1382.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1280,1927,369.0,0.231,1467.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1281,7051,467.6,0.457,1317.2,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1282,2089,162.4,0.201,1540.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1283,3547,343.7,0.241,1478.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1284,2267,493.7,0.283,1473.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1285,4640,180.1,0.261,1566.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1286,5621,398.8,0.372,1370.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1287,6969,435.1,0.493,1243.1,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1288,5385,585.0,0.417,1328.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1289,4182,428.7,0.319,1409.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1290,7098,208.5,0.398,1291.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1291,4577,344.1,0.29,1542.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1292,1825,460.6,0.276,1519.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1293,2597,365.5,0.308,1455.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1294,6333,407.0,0.382,1271.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1295,6230,531.3,0.396,1345.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1296,2664,550.7,0.317,1389.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1297,5097,438.5,0.389,1335.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1298,6790,319.1,0.408,1324.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1299,1633,438.9,0.217,1498.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1300,7330,443.6,0.468,1196.1,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1301,3219,351.4,0.25,1477.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1302,6110,567.2,0.422,1297.3,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1303,5647,297.9,0.345,1352.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1304,6336,374.8,0.372,1317.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1305,3581,153.2,0.272,1505.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1306,4809,368.7,0.332,1379.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1307,5919,369.7,0.431,1293.6,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1308,2313,497.7,0.279,1542.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1309,4828,343.2,0.308,1386.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1310,6887,480.7,0.407,1228.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1311,4562,263.1,0.294,1397.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1312,5751,347.9,0.351,1419.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1313,1699,260.2,0.19,1639.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1314,1660,506.5,0.256,1515.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1315,7238,399.4,0.456,1209.5,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1316,7187,208.1,0.365,1295.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1317,1638,446.0,0.273,1415.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1318,7076,542.2,0.464,1255.8,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1319,5768,200.5,0.352,1366.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1320,7352,419.0,0.447,1281.3,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1321,4462,445.7,0.358,1349.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1322,5668,260.8,0.384,1372.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1323,6004,548.3,0.404,1331.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1324,2049,544.6,0.36,1377.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1325,1767,246.7,0.217,1578.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1326,2139,249.0,0.161,1614.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1327,2842,429.6,0.247,1492.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1328,1940,570.6,0.282,1467.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1329,3699,563.7,0.337,1402.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1330,4603,477.5,0.384,1338.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1331,4132,555.1,0.345,1385.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1332,5631,175.3,0.303,1478.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1333,4486,251.2,0.264,1427.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1334,4498,457.1,0.336,1462.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1335,5350,203.3,0.294,1392.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1336,1958,583.4,0.288,1439.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1337,1862,508.9,0.228,1517.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1338,3477,280.8,0.27,1544.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1339,4391,529.2,0.374,1309.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1340,3789,327.0,0.233,1526.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1341,3897,391.7,0.347,1414.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1342,4098,451.1,0.275,1447.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1343,3782,480.9,0.343,1446.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1344,1948,325.5,0.223,1490.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1345,2512,223.9,0.231,1525.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1346,7270,244.5,0.409,1307.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1347,4174,186.0,0.349,1407.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1348,4455,481.1,0.365,1328.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1349,6087,241.7,0.314,1412.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1350,3566,220.5,0.25,1550.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1351,5613,514.0,0.446,1300.6,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1352,5221,591.3,0.348,1323.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1353,6217,335.9,0.37,1395.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1354,5241,150.3,0.233,1537.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1355,7171,208.1,0.428,1321.3,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1356,5973,372.2,0.373,1440.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1357,7386,547.5,0.461,1332.6,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1358,3476,559.3,0.311,1428.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1359,5201,550.2,0.45,1343.9,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1360,2035,547.2,0.298,1451.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1361,3125,598.9,0.284,1466.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1362,4622,368.6,0.312,1426.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1363,1623,346.0,0.198,1523.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1364,3848,544.0,0.292,1391.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1365,5557,294.6,0.348,1470.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1366,2573,545.3,0.327,1428.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1367,1522,478.4,0.227,1510.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1368,6761,488.8,0.459,1282.9,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1369,5292,496.6,0.388,1329.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1370,3224,361.1,0.292,1450.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1371,3474,398.1,0.317,1348.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1372,4973,551.8,0.406,1394.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1373,2955,505.4,0.298,1451.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1374,4718,475.3,0.343,1364.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1375,5370,250.5,0.329,1387.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1376,7284,294.6,0.42,1299.2,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1377,6126,542.1,0.501,1220.5,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1378,5707,240.9,0.379,1358.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1379,3147,498.4,0.307,1375.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1380,4537,366.7,0.292,1400.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1381,2199,570.6,0.293,1449.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1382,3221,237.6,0.29,1490.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1383,1818,533.9,0.281,1491.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1384,4890,199.4,0.32,1486.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1385,2774,556.6,0.28,1512.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1386,4162,447.5,0.319,1487.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1387,2557,569.2,0.328,1399.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1388,6540,306.6,0.382,1275.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1389,3801,465.4,0.311,1368.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1390,6235,272.4,0.452,1280.1,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1391,1629,512.3,0.246,1525.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1392,2459,392.4,0.26,1458.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1393,4107,388.1,0.28,1469.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1394,5570,270.1,0.309,1482.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1395,5874,476.6,0.447,1240.5,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1396,3695,241.5,0.306,1376.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1397,7370,202.2,0.393,1323.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1398,3186,150.9,0.252,1542.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1399,6225,538.3,0.473,1218.7,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1400,3831,363.8,0.361,1334.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1401,5690,170.6,0.361,1318.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1402,3088,347.1,0.276,1499.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1403,2159,553.5,0.257,1464.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1404,2787,378.3,0.295,1401.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1405,5113,296.4,0.345,1332.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1406,4150,511.0,0.287,1498.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1407,3651,443.9,0.357,1303.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1408,7153,282.2,0.43,1324.7,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1409,3410,547.4,0.338,1442.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1410,3602,588.6,0.33,1407.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1411,6526,308.9,0.354,1378.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1412,3175,550.4,0.329,1399.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1413,4043,387.5,0.324,1342.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1414,5893,345.1,0.365,1369.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1415,3534,171.4,0.235,1521.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1416,2432,551.3,0.266,1527.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1417,3110,541.7,0.346,1358.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1418,7035,405.2,0.454,1227.0,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1419,5388,579.1,0.444,1293.3,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1420,5133,198.9,0.371,1337.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1421,6093,520.7,0.402,1326.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1422,4768,317.4,0.243,1576.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1423,4880,236.7,0.323,1402.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1424,6012,454.1,0.398,1313.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1425,5398,390.9,0.371,1332.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1426,3744,474.2,0.378,1402.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1427,2239,557.8,0.282,1476.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1428,5439,433.8,0.4,1292.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1429,5060,469.7,0.407,1312.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1430,6006,502.1,0.421,1317.0,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1431,4134,419.8,0.26,1458.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1432,5677,565.1,0.424,1244.5,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1433,3243,452.7,0.282,1474.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1434,1683,567.5,0.255,1531.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1435,6793,535.5,0.463,1222.5,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1436,7294,525.1,0.513,1171.2,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1437,5876,327.2,0.44,1245.0,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1438,6018,277.1,0.366,1403.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1439,5698,432.8,0.436,1307.2,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1440,6447,249.4,0.37,1276.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1441,4054,486.7,0.346,1334.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1442,4375,493.2,0.324,1397.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1443,4068,270.8,0.266,1475.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1444,3522,474.3,0.322,1420.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1445,6454,476.5,0.393,1355.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1446,5502,522.4,0.422,1265.2,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1447,2565,321.2,0.31,1420.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1448,7270,397.5,0.419,1371.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1449,2278,413.2,0.266,1482.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1450,3467,333.7,0.288,1468.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1451,6496,207.5,0.365,1382.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1452,4198,170.9,0.273,1505.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1453,5087,227.2,0.327,1387.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1454,4495,297.6,0.339,1347.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1455,5068,306.1,0.337,1381.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1456,7016,488.8,0.444,1265.6,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1457,7244,197.7,0.403,1291.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1458,7124,236.8,0.386,1349.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1459,5743,224.8,0.303,1411.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1460,2357,468.6,0.268,1476.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1461,6648,559.2,0.457,1187.7,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1462,7078,322.3,0.397,1323.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1463,4607,513.4,0.387,1334.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1464,4599,401.2,0.332,1443.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1465,4047,493.5,0.35,1303.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1466,6699,457.5,0.433,1275.7,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1467,4282,349.5,0.269,1525.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1468,1587,183.8,0.175,1568.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1469,3813,493.9,0.344,1356.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1470,4293,444.1,0.387,1323.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1471,2946,182.8,0.257,1502.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1472,6243,432.2,0.438,1261.1,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1473,6950,570.2,0.521,1117.4,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1474,5082,372.8,0.344,1402.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1475,1908,249.7,0.228,1558.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1476,3984,372.8,0.319,1519.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1477,6943,593.6,0.468,1173.5,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1478,7418,361.8,0.411,1272.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1479,4141,589.7,0.34,1369.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1480,4301,174.4,0.297,1429.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1481,7086,431.1,0.468,1260.0,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1482,1858,266.7,0.285,1478.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1483,6904,261.2,0.38,1322.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1484,4244,395.8,0.262,1521.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1485,3629,205.5,0.207,1546.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1486,3302,349.9,0.284,1443.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1487,5301,537.4,0.393,1359.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1488,1847,502.2,0.24,1454.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1489,5876,156.4,0.37,1464.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1490,4644,468.2,0.35,1377.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1491,2201,309.6,0.214,1497.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1492,6542,292.1,0.383,1291.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1493,3942,398.6,0.341,1371.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1494,6101,437.8,0.382,1303.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1495,7395,563.7,0.491,1256.2,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1496,5525,253.1,0.315,1399.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1497,4275,180.0,0.261,1429.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1498,4040,213.7,0.298,1465.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1499,1816,306.8,0.212,1475.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1500,3423,452.0,0.316,1337.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1501,1999,221.7,0.18,1577.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1502,1889,448.5,0.246,1488.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1503,6268,367.2,0.376,1336.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1504,2454,396.9,0.228,1511.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1505,2144,237.9,0.185,1552.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1506,4036,390.8,0.341,1359.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1507,3689,353.0,0.257,1483.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1508,7294,583.5,0.433,1315.5,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1509,2269,504.6,0.283,1415.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1510,6126,286.4,0.372,1398.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1511,1857,567.5,0.294,1445.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1512,3209,238.2,0.277,1514.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1513,3595,571.5,0.415,1304.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1514,1617,177.8,0.181,1543.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1515,5432,442.6,0.331,1454.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1516,5055,348.0,0.303,1456.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1517,6061,287.3,0.338,1406.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1518,4710,314.4,0.274,1419.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1519,5924,302.1,0.354,1332.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1520,2221,253.5,0.244,1509.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1521,5855,405.3,0.38,1284.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1522,4395,374.2,0.314,1412.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1523,2585,450.6,0.284,1389.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1524,6386,229.0,0.379,1380.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1525,1653,223.6,0.199,1556.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1526,5387,497.5,0.416,1282.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1527,3793,580.4,0.361,1414.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1528,3124,418.3,0.279,1361.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1529,5538,522.2,0.439,1329.1,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1530,6027,444.0,0.426,1284.9,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1531,3455,159.5,0.258,1503.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1532,4643,583.1,0.394,1274.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1533,4320,451.0,0.357,1299.6,Nominal Carbon-Fiber Driveline Balance
