Monocoque_Scan_ID,Ultrasonic_Probe_Freq_MHz,Acoustic_Attenuation_dB_mm,Resin_Void_Content_pct,Chassis_Torsional_Rigidity_kNm_deg,Composite_Quality
PAGANI-UTOPIA-1239,10.4,0.5,0.39,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1240,4.3,0.73,0.36,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1241,10.2,0.58,0.41,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1242,3.5,0.51,0.35,54.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1243,5.9,0.45,0.32,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1244,8.5,0.94,0.58,52.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1245,4.8,0.54,0.36,52.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1246,9.4,0.61,0.37,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1247,10.6,0.98,0.54,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1248,6.2,0.46,0.28,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1249,7.4,1.31,0.75,50.2,Composite Micro-Delamination Defect
PAGANI-UTOPIA-1250,5.2,0.52,0.48,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1251,5.0,0.65,0.43,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1252,11.4,0.58,0.45,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1253,10.6,0.6,0.31,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1254,10.1,0.6,0.28,54.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1255,4.7,0.48,0.35,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1256,7.1,0.67,0.47,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1257,11.6,0.55,0.41,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1258,6.7,0.58,0.46,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1259,10.8,0.46,0.32,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1260,5.6,0.68,0.37,51.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1261,8.9,0.9,0.67,49.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1262,5.8,0.6,0.4,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1263,7.2,0.92,0.54,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1264,7.0,0.53,0.2,53.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1265,5.7,0.53,0.42,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1266,6.1,0.74,0.47,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1267,5.8,0.6,0.36,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1268,4.2,0.65,0.53,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1269,11.8,0.56,0.34,54.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1270,9.1,0.56,0.29,52.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1271,6.5,0.61,0.44,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1272,6.4,0.46,0.21,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1273,9.9,0.48,0.38,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1274,11.7,0.7,0.5,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1275,5.2,0.66,0.48,53.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1276,4.7,0.83,0.54,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1277,6.9,0.53,0.37,53.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1278,3.7,0.58,0.29,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1279,8.2,0.98,0.63,51.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1280,6.1,0.59,0.47,52.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1281,10.4,0.54,0.41,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1282,8.4,0.6,0.43,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1283,8.3,0.72,0.53,50.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1284,10.5,0.5,0.26,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1285,4.3,0.53,0.54,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1286,11.9,0.77,0.59,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1287,9.3,0.73,0.57,50.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1288,5.7,0.79,0.58,51.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1289,4.9,0.52,0.33,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1290,6.4,0.6,0.45,50.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1291,10.6,0.5,0.25,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1292,11.0,0.65,0.48,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1293,4.8,0.63,0.54,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1294,9.1,0.59,0.45,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1295,11.8,0.55,0.39,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1296,5.9,0.49,0.36,53.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1297,5.2,0.49,0.36,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1298,4.6,0.68,0.27,53.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1299,7.8,0.46,0.38,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1300,10.4,0.53,0.33,53.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1301,10.8,0.58,0.41,53.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1302,5.4,0.66,0.49,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1303,7.4,0.55,0.31,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1304,7.0,0.61,0.22,53.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1305,3.9,0.65,0.5,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1306,8.9,0.6,0.25,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1307,9.3,0.52,0.45,50.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1308,9.4,0.57,0.25,53.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1309,8.6,0.76,0.29,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1310,11.1,0.82,0.51,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1311,5.7,0.61,0.33,50.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1312,3.8,0.61,0.32,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1313,7.9,0.67,0.47,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1314,11.3,0.55,0.47,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1315,6.6,0.52,0.25,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1316,6.2,0.84,0.4,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1317,5.8,0.88,0.61,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1318,7.7,0.99,0.75,50.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1319,6.0,1.15,0.69,50.3,Composite Micro-Delamination Defect
PAGANI-UTOPIA-1320,4.7,0.65,0.46,50.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1321,4.9,0.93,0.55,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1322,10.8,0.57,0.19,53.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1323,4.6,0.79,0.48,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1324,6.3,0.47,0.3,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1325,6.4,0.48,0.29,53.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1326,3.5,0.67,0.47,52.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1327,10.1,1.26,0.75,50.7,Composite Micro-Delamination Defect
PAGANI-UTOPIA-1328,4.8,0.59,0.36,53.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1329,4.4,0.56,0.45,53.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1330,10.6,0.53,0.42,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1331,7.2,0.8,0.55,51.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1332,6.6,0.54,0.29,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1333,6.9,1.47,0.91,50.8,Composite Micro-Delamination Defect
PAGANI-UTOPIA-1334,7.7,0.51,0.38,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1335,8.8,0.64,0.48,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1336,8.9,0.52,0.24,53.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1337,8.3,0.47,0.26,53.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1338,10.9,0.56,0.4,53.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1339,11.2,0.45,0.31,54.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1340,12.0,0.78,0.56,50.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1341,10.1,0.55,0.28,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1342,7.8,0.7,0.53,53.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1343,5.9,0.59,0.26,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1344,6.0,0.55,0.42,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1345,11.0,0.5,0.33,50.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1346,6.8,0.63,0.26,53.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1347,5.4,0.89,0.57,51.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1348,9.9,1.11,0.72,51.1,Composite Micro-Delamination Defect
PAGANI-UTOPIA-1349,8.2,0.58,0.4,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1350,9.0,0.6,0.36,53.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1351,10.5,0.58,0.29,53.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1352,5.2,0.61,0.34,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1353,10.5,0.45,0.38,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1354,12.0,0.55,0.34,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1355,6.4,0.97,0.61,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1356,11.1,0.56,0.28,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1357,10.8,0.51,0.26,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1358,8.4,0.53,0.3,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1359,9.1,0.54,0.32,53.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1360,3.5,1.08,0.64,50.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1361,4.1,0.86,0.72,50.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1362,3.8,0.45,0.28,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1363,4.2,1.0,0.74,50.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1364,10.0,0.95,0.73,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1365,8.9,0.63,0.24,53.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1366,7.4,0.8,0.56,50.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1367,8.7,0.72,0.31,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1368,9.1,0.9,0.55,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1369,5.6,0.52,0.4,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1370,8.6,0.59,0.45,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1371,7.0,0.52,0.28,53.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1372,10.9,1.12,0.81,49.5,Composite Micro-Delamination Defect
PAGANI-UTOPIA-1373,11.0,0.56,0.5,53.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1374,11.6,0.51,0.39,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1375,7.9,0.55,0.29,53.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1376,7.9,0.65,0.36,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1377,4.2,0.49,0.3,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1378,7.6,0.98,0.53,50.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1379,5.5,0.64,0.38,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1380,5.0,0.51,0.27,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1381,10.1,0.5,0.32,53.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1382,4.2,0.49,0.36,51.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1383,10.5,0.74,0.63,50.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1384,5.2,0.46,0.13,53.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1385,4.9,0.86,0.54,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1386,10.9,0.95,0.68,50.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1387,6.1,0.84,0.54,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1388,5.6,0.69,0.47,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1389,7.3,0.59,0.24,53.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1390,4.8,0.61,0.36,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1391,9.3,0.52,0.29,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1392,6.0,0.49,0.32,53.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1393,4.7,0.75,0.6,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1394,10.8,0.54,0.41,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1395,9.1,1.03,0.62,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1396,6.6,0.48,0.36,52.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1397,5.5,0.58,0.33,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1398,11.5,0.64,0.49,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1399,7.5,0.58,0.31,53.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1400,4.2,0.57,0.22,53.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1401,4.7,1.22,0.92,50.1,Composite Micro-Delamination Defect
PAGANI-UTOPIA-1402,5.1,1.17,0.79,48.4,Composite Micro-Delamination Defect
PAGANI-UTOPIA-1403,5.4,0.55,0.44,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1404,9.7,0.92,0.56,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1405,10.0,0.45,0.38,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1406,10.7,0.47,0.35,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1407,12.0,0.99,0.58,50.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1408,7.1,0.55,0.5,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1409,8.7,0.62,0.45,53.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1410,11.9,0.57,0.35,53.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1411,8.6,0.47,0.22,53.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1412,8.1,1.03,0.67,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1413,11.3,0.56,0.28,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1414,3.8,0.47,0.39,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1415,10.3,0.5,0.3,53.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1416,10.4,0.67,0.36,52.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1417,7.7,0.6,0.24,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1418,6.8,0.45,0.28,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1419,4.4,0.92,0.52,51.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1420,6.5,0.51,0.3,53.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1421,4.1,0.66,0.43,53.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1422,7.0,0.47,0.29,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1423,5.1,0.46,0.25,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1424,10.6,0.47,0.2,53.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1425,5.9,0.51,0.23,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1426,8.2,0.47,0.39,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1427,8.2,0.49,0.27,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1428,10.0,0.54,0.35,50.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1429,9.6,1.39,0.96,50.6,Composite Micro-Delamination Defect
PAGANI-UTOPIA-1430,7.3,0.55,0.47,53.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1431,11.7,0.54,0.23,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1432,6.7,0.46,0.22,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1433,6.0,0.56,0.42,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1434,10.2,0.57,0.26,53.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1435,4.4,0.45,0.33,53.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1436,7.7,0.68,0.52,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1437,3.8,0.68,0.49,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1438,4.8,0.66,0.32,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1439,9.8,0.96,0.7,50.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1440,5.9,0.8,0.41,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1441,7.3,0.54,0.4,51.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1442,8.4,0.52,0.3,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1443,9.2,0.54,0.3,53.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1444,10.6,0.49,0.32,50.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1445,8.1,0.63,0.49,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1446,8.4,0.51,0.23,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1447,8.0,0.49,0.18,54.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1448,7.1,0.98,0.7,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1449,11.2,0.49,0.26,53.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1450,7.8,0.59,0.37,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1451,5.5,0.66,0.48,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1452,9.9,1.03,0.61,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1453,10.2,0.59,0.41,52.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1454,8.9,0.46,0.32,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1455,11.8,0.9,0.62,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1456,9.7,0.69,0.43,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1457,8.1,0.47,0.4,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1458,4.1,0.62,0.39,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1459,11.9,0.6,0.43,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1460,8.9,0.52,0.38,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1461,11.1,0.62,0.4,53.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1462,9.6,0.49,0.34,53.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1463,11.6,0.91,0.52,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1464,8.8,0.82,0.56,51.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1465,11.3,0.61,0.33,53.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1466,4.2,0.85,0.55,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1467,11.1,0.7,0.43,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1468,8.2,0.45,0.32,53.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1469,6.8,0.6,0.31,53.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1470,5.2,0.46,0.18,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1471,3.9,0.71,0.47,51.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1472,11.2,0.68,0.34,53.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1473,10.4,0.57,0.32,53.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1474,8.2,0.48,0.26,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1475,8.2,0.5,0.24,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1476,11.9,0.49,0.24,53.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1477,4.7,0.63,0.43,52.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1478,8.5,0.49,0.33,53.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1479,6.7,0.48,0.3,53.6,Perfect Carbo-Triax HP62 C-Scan Integrity
