Trip_ID,Hard_Braking_Count,Acceleration_Smoothness,Cornering_Force_G,Average_Speed_kmh,Cluster,Driver_Category
TRIP-11527,6,5.21,0.533,104.5,1,Standard Commuter
TRIP-11528,0,1.17,0.206,63.5,2,High-Risk (Aggressive)
TRIP-11529,2,2.94,0.342,64.8,0,Eco-Friendly (Safe)
TRIP-11530,0,2.74,0.316,76.1,0,Eco-Friendly (Safe)
TRIP-11531,0,0.97,0.161,58.1,2,High-Risk (Aggressive)
TRIP-11532,0,1.28,0.195,70.9,2,High-Risk (Aggressive)
TRIP-11533,10,4.75,0.514,88.7,1,Standard Commuter
TRIP-11534,2,1.03,0.227,47.6,2,High-Risk (Aggressive)
TRIP-11535,0,1.37,0.221,57.8,2,High-Risk (Aggressive)
TRIP-11536,1,1.13,0.2,58.6,2,High-Risk (Aggressive)
TRIP-11537,1,2.13,0.362,69.0,0,Eco-Friendly (Safe)
TRIP-11538,5,4.88,0.578,86.1,1,Standard Commuter
TRIP-11539,6,3.8,0.659,84.5,1,Standard Commuter
TRIP-11540,1,0.62,0.171,52.5,2,High-Risk (Aggressive)
TRIP-11541,2,2.01,0.221,50.0,2,High-Risk (Aggressive)
TRIP-11542,0,1.55,0.289,51.0,2,High-Risk (Aggressive)
TRIP-11543,2,2.58,0.245,76.7,0,Eco-Friendly (Safe)
TRIP-11544,2,2.23,0.374,76.1,0,Eco-Friendly (Safe)
TRIP-11545,2,0.69,0.221,52.4,2,High-Risk (Aggressive)
TRIP-11546,4,1.67,0.182,57.0,2,High-Risk (Aggressive)
TRIP-11547,2,2.58,0.231,65.3,0,Eco-Friendly (Safe)
TRIP-11548,0,1.31,0.164,60.7,2,High-Risk (Aggressive)
TRIP-11549,6,2.18,0.315,69.0,0,Eco-Friendly (Safe)
TRIP-11550,3,1.93,0.356,75.6,0,Eco-Friendly (Safe)
TRIP-11551,0,1.41,0.157,49.1,2,High-Risk (Aggressive)
TRIP-11552,4,3.13,0.644,97.1,1,Standard Commuter
TRIP-11553,4,1.88,0.255,62.7,0,Eco-Friendly (Safe)
TRIP-11554,1,1.46,0.2,58.0,2,High-Risk (Aggressive)
TRIP-11555,6,3.86,0.62,52.7,1,Standard Commuter
TRIP-11556,2,2.5,0.423,73.4,0,Eco-Friendly (Safe)
TRIP-11557,1,2.19,0.254,65.8,0,Eco-Friendly (Safe)
TRIP-11558,1,1.79,0.187,67.8,2,High-Risk (Aggressive)
TRIP-11559,1,1.27,0.253,56.5,2,High-Risk (Aggressive)
TRIP-11560,0,1.57,0.141,57.5,2,High-Risk (Aggressive)
TRIP-11561,7,5.01,0.484,67.1,1,Standard Commuter
TRIP-11562,2,2.4,0.23,75.1,0,Eco-Friendly (Safe)
TRIP-11563,1,1.83,0.308,65.1,0,Eco-Friendly (Safe)
TRIP-11564,3,2.66,0.359,58.8,0,Eco-Friendly (Safe)
TRIP-11565,3,1.01,0.187,47.6,2,High-Risk (Aggressive)
TRIP-11566,8,4.82,0.61,86.1,1,Standard Commuter
TRIP-11567,2,1.06,0.166,80.0,0,Eco-Friendly (Safe)
TRIP-11568,1,1.67,0.214,61.9,2,High-Risk (Aggressive)
TRIP-11569,0,1.89,0.337,68.7,0,Eco-Friendly (Safe)
TRIP-11570,8,4.05,0.512,92.8,1,Standard Commuter
TRIP-11571,3,2.42,0.416,71.8,0,Eco-Friendly (Safe)
TRIP-11572,2,2.26,0.297,74.3,0,Eco-Friendly (Safe)
TRIP-11573,0,0.94,0.152,58.6,2,High-Risk (Aggressive)
TRIP-11574,8,4.12,0.578,80.2,1,Standard Commuter
TRIP-11575,1,3.4,0.374,67.7,0,Eco-Friendly (Safe)
TRIP-11576,9,4.79,0.702,92.0,1,Standard Commuter
TRIP-11577,5,3.62,0.706,102.4,1,Standard Commuter
TRIP-11578,5,3.5,0.355,67.8,0,Eco-Friendly (Safe)
TRIP-11579,0,1.79,0.181,54.8,2,High-Risk (Aggressive)
TRIP-11580,3,2.33,0.435,73.4,0,Eco-Friendly (Safe)
TRIP-11581,0,0.74,0.149,55.8,2,High-Risk (Aggressive)
TRIP-11582,6,1.93,0.449,79.7,0,Eco-Friendly (Safe)
TRIP-11583,3,2.1,0.267,76.0,0,Eco-Friendly (Safe)
TRIP-11584,11,3.74,0.689,104.5,1,Standard Commuter
TRIP-11585,3,1.36,0.132,48.8,2,High-Risk (Aggressive)
TRIP-11586,0,3.13,0.264,79.3,0,Eco-Friendly (Safe)
TRIP-11587,1,1.18,0.24,56.5,2,High-Risk (Aggressive)
TRIP-11588,1,1.74,0.184,64.0,2,High-Risk (Aggressive)
TRIP-11589,10,4.53,0.671,80.3,1,Standard Commuter
TRIP-11590,5,2.28,0.293,56.0,0,Eco-Friendly (Safe)
TRIP-11591,0,1.25,0.23,68.1,2,High-Risk (Aggressive)
TRIP-11592,6,2.16,0.311,76.5,0,Eco-Friendly (Safe)
TRIP-11593,0,1.63,0.158,68.1,2,High-Risk (Aggressive)
TRIP-11594,0,0.96,0.188,53.5,2,High-Risk (Aggressive)
TRIP-11595,9,4.55,0.749,91.8,1,Standard Commuter
TRIP-11596,1,1.44,0.245,54.3,2,High-Risk (Aggressive)
TRIP-11597,3,2.59,0.35,79.3,0,Eco-Friendly (Safe)
TRIP-11598,2,1.83,0.264,59.5,2,High-Risk (Aggressive)
TRIP-11599,5,4.26,0.596,85.2,1,Standard Commuter
TRIP-11600,2,2.46,0.302,77.2,0,Eco-Friendly (Safe)
TRIP-11601,8,4.39,0.605,80.3,1,Standard Commuter
TRIP-11602,4,3.41,0.293,59.7,0,Eco-Friendly (Safe)
TRIP-11603,2,0.91,0.222,41.1,2,High-Risk (Aggressive)
TRIP-11604,3,2.98,0.409,57.0,0,Eco-Friendly (Safe)
TRIP-11605,0,1.21,0.179,66.3,2,High-Risk (Aggressive)
TRIP-11606,4,2.53,0.388,58.7,0,Eco-Friendly (Safe)
TRIP-11607,5,2.4,0.366,73.5,0,Eco-Friendly (Safe)
TRIP-11608,3,1.75,0.286,71.2,0,Eco-Friendly (Safe)
TRIP-11609,2,1.58,0.438,77.4,0,Eco-Friendly (Safe)
TRIP-11610,3,2.31,0.338,77.2,0,Eco-Friendly (Safe)
TRIP-11611,3,1.99,0.245,48.6,2,High-Risk (Aggressive)
TRIP-11612,0,0.79,0.183,58.8,2,High-Risk (Aggressive)
TRIP-11613,4,2.56,0.323,54.4,0,Eco-Friendly (Safe)
TRIP-11614,3,3.19,0.356,73.0,0,Eco-Friendly (Safe)
TRIP-11615,1,1.81,0.24,62.3,2,High-Risk (Aggressive)
TRIP-11616,1,1.42,0.339,62.7,0,Eco-Friendly (Safe)
TRIP-11617,1,1.62,0.299,51.3,2,High-Risk (Aggressive)
TRIP-11618,2,2.5,0.358,79.2,0,Eco-Friendly (Safe)
TRIP-11619,1,1.28,0.144,51.7,2,High-Risk (Aggressive)
TRIP-11620,1,1.13,0.214,53.5,2,High-Risk (Aggressive)
TRIP-11621,1,1.22,0.138,34.6,2,High-Risk (Aggressive)
TRIP-11622,5,2.23,0.323,79.4,0,Eco-Friendly (Safe)
TRIP-11623,1,2.12,0.378,63.6,0,Eco-Friendly (Safe)
TRIP-11624,0,1.08,0.215,49.0,2,High-Risk (Aggressive)
TRIP-11625,6,4.02,0.486,99.8,1,Standard Commuter
TRIP-11626,8,4.85,0.575,93.7,1,Standard Commuter
TRIP-11627,2,1.06,0.19,62.7,2,High-Risk (Aggressive)
TRIP-11628,0,1.23,0.276,44.1,2,High-Risk (Aggressive)
TRIP-11629,0,1.3,0.242,65.4,2,High-Risk (Aggressive)
TRIP-11630,1,1.17,0.128,58.7,2,High-Risk (Aggressive)
TRIP-11631,2,2.23,0.224,69.3,0,Eco-Friendly (Safe)
TRIP-11632,3,2.3,0.291,74.1,0,Eco-Friendly (Safe)
TRIP-11633,0,1.05,0.135,67.1,2,High-Risk (Aggressive)
TRIP-11634,1,1.35,0.12,55.5,2,High-Risk (Aggressive)
TRIP-11635,2,2.78,0.323,56.9,0,Eco-Friendly (Safe)
TRIP-11636,2,1.68,0.305,73.1,0,Eco-Friendly (Safe)
TRIP-11637,0,1.52,0.219,54.8,2,High-Risk (Aggressive)
TRIP-11638,8,4.37,0.59,93.8,1,Standard Commuter
TRIP-11639,0,0.77,0.187,57.2,2,High-Risk (Aggressive)
TRIP-11640,3,2.79,0.227,57.5,0,Eco-Friendly (Safe)
TRIP-11641,1,1.37,0.192,57.9,2,High-Risk (Aggressive)
TRIP-11642,0,2.07,0.244,65.8,2,High-Risk (Aggressive)
TRIP-11643,4,4.37,0.512,103.9,1,Standard Commuter
TRIP-11644,0,1.37,0.22,55.4,2,High-Risk (Aggressive)
TRIP-11645,6,4.46,0.724,88.5,1,Standard Commuter
TRIP-11646,0,1.21,0.092,64.0,2,High-Risk (Aggressive)
TRIP-11647,0,0.41,0.175,54.8,2,High-Risk (Aggressive)
TRIP-11648,1,3.73,0.328,71.6,0,Eco-Friendly (Safe)
TRIP-11649,1,1.37,0.176,59.5,2,High-Risk (Aggressive)
TRIP-11650,1,1.68,0.151,69.1,2,High-Risk (Aggressive)
TRIP-11651,1,2.74,0.195,63.8,0,Eco-Friendly (Safe)
TRIP-11652,4,3.26,0.278,45.1,0,Eco-Friendly (Safe)
TRIP-11653,4,2.11,0.306,64.8,0,Eco-Friendly (Safe)
TRIP-11654,3,1.45,0.267,78.9,0,Eco-Friendly (Safe)
TRIP-11655,1,0.85,0.175,49.8,2,High-Risk (Aggressive)
TRIP-11656,1,1.02,0.131,56.6,2,High-Risk (Aggressive)
TRIP-11657,2,2.17,0.358,85.4,0,Eco-Friendly (Safe)
TRIP-11658,3,3.11,0.368,68.5,0,Eco-Friendly (Safe)
TRIP-11659,12,3.49,0.572,94.8,1,Standard Commuter
TRIP-11660,3,2.1,0.249,70.6,0,Eco-Friendly (Safe)
TRIP-11661,5,2.34,0.209,67.1,0,Eco-Friendly (Safe)
TRIP-11662,3,3.71,0.409,70.1,0,Eco-Friendly (Safe)
TRIP-11663,3,2.32,0.326,70.6,0,Eco-Friendly (Safe)
TRIP-11664,1,1.36,0.213,42.5,2,High-Risk (Aggressive)
TRIP-11665,7,5.48,0.808,103.3,1,Standard Commuter
TRIP-11666,1,1.76,0.329,69.4,0,Eco-Friendly (Safe)
TRIP-11667,6,4.1,0.672,99.6,1,Standard Commuter
TRIP-11668,3,2.96,0.265,89.5,0,Eco-Friendly (Safe)
TRIP-11669,2,1.93,0.283,61.4,0,Eco-Friendly (Safe)
TRIP-11670,0,0.74,0.241,58.0,2,High-Risk (Aggressive)
TRIP-11671,1,1.82,0.281,81.1,0,Eco-Friendly (Safe)
TRIP-11672,4,2.16,0.195,74.4,0,Eco-Friendly (Safe)
TRIP-11673,1,2.48,0.353,72.7,0,Eco-Friendly (Safe)
TRIP-11674,5,3.89,0.399,103.8,1,Standard Commuter
TRIP-11675,1,0.9,0.156,52.8,2,High-Risk (Aggressive)
TRIP-11676,7,4.19,0.495,105.6,1,Standard Commuter
TRIP-11677,2,2.04,0.246,61.1,0,Eco-Friendly (Safe)
TRIP-11678,0,1.37,0.144,41.5,2,High-Risk (Aggressive)
TRIP-11679,3,1.78,0.163,51.4,2,High-Risk (Aggressive)
TRIP-11680,7,1.26,0.364,67.0,0,Eco-Friendly (Safe)
TRIP-11681,2,3.13,0.298,63.2,0,Eco-Friendly (Safe)
TRIP-11682,1,1.18,0.16,63.9,2,High-Risk (Aggressive)
TRIP-11683,0,1.04,0.159,40.3,2,High-Risk (Aggressive)
TRIP-11684,2,2.09,0.268,57.6,0,Eco-Friendly (Safe)
TRIP-11685,2,2.63,0.443,63.8,0,Eco-Friendly (Safe)
TRIP-11686,0,0.66,0.145,52.4,2,High-Risk (Aggressive)
TRIP-11687,0,0.75,0.16,67.6,2,High-Risk (Aggressive)
TRIP-11688,0,0.77,0.224,51.3,2,High-Risk (Aggressive)
TRIP-11689,5,2.58,0.367,71.7,0,Eco-Friendly (Safe)
TRIP-11690,8,4.69,0.562,91.1,1,Standard Commuter
TRIP-11691,6,2.19,0.367,86.8,0,Eco-Friendly (Safe)
TRIP-11692,4,2.36,0.352,60.5,0,Eco-Friendly (Safe)
TRIP-11693,1,1.36,0.254,43.0,2,High-Risk (Aggressive)
TRIP-11694,4,2.83,0.431,70.2,0,Eco-Friendly (Safe)
TRIP-11695,1,1.08,0.146,56.3,2,High-Risk (Aggressive)
TRIP-11696,4,5.83,0.627,118.0,1,Standard Commuter
TRIP-11697,0,1.71,0.168,42.6,2,High-Risk (Aggressive)
TRIP-11698,3,2.66,0.368,70.0,0,Eco-Friendly (Safe)
TRIP-11699,2,1.63,0.362,61.8,0,Eco-Friendly (Safe)
TRIP-11700,5,4.46,0.49,74.1,1,Standard Commuter
TRIP-11701,3,2.08,0.461,73.1,0,Eco-Friendly (Safe)
TRIP-11702,5,2.01,0.306,79.4,0,Eco-Friendly (Safe)
TRIP-11703,2,1.04,0.188,43.3,2,High-Risk (Aggressive)
TRIP-11704,3,2.04,0.291,59.5,0,Eco-Friendly (Safe)
TRIP-11705,2,2.01,0.292,64.5,0,Eco-Friendly (Safe)
TRIP-11706,4,3.22,0.453,92.9,1,Standard Commuter
TRIP-11707,3,3.47,0.332,62.6,0,Eco-Friendly (Safe)
TRIP-11708,3,2.66,0.193,57.4,0,Eco-Friendly (Safe)
TRIP-11709,6,4.53,0.594,114.4,1,Standard Commuter
TRIP-11710,0,1.11,0.184,68.7,2,High-Risk (Aggressive)
TRIP-11711,3,2.23,0.27,96.8,0,Eco-Friendly (Safe)
TRIP-11712,3,2.07,0.299,62.7,0,Eco-Friendly (Safe)
TRIP-11713,2,3.74,0.739,82.6,1,Standard Commuter
TRIP-11714,5,3.14,0.527,78.2,1,Standard Commuter
TRIP-11715,1,2.08,0.425,83.7,0,Eco-Friendly (Safe)
TRIP-11716,1,1.42,0.164,69.1,2,High-Risk (Aggressive)
TRIP-11717,0,1.32,0.184,50.5,2,High-Risk (Aggressive)
TRIP-11718,1,2.65,0.415,78.7,0,Eco-Friendly (Safe)
TRIP-11719,1,2.24,0.425,69.5,0,Eco-Friendly (Safe)
TRIP-11720,1,1.2,0.161,55.5,2,High-Risk (Aggressive)
TRIP-11721,1,1.11,0.209,59.2,2,High-Risk (Aggressive)
TRIP-11722,0,1.13,0.142,52.7,2,High-Risk (Aggressive)
TRIP-11723,5,4.25,0.511,71.0,1,Standard Commuter
TRIP-11724,3,2.96,0.352,64.0,0,Eco-Friendly (Safe)
TRIP-11725,3,2.39,0.259,75.5,0,Eco-Friendly (Safe)
TRIP-11726,10,4.68,0.694,89.7,1,Standard Commuter
TRIP-11727,7,5.2,0.51,98.6,1,Standard Commuter
TRIP-11728,3,5.9,0.571,84.2,1,Standard Commuter
TRIP-11729,3,2.51,0.362,77.6,0,Eco-Friendly (Safe)
TRIP-11730,2,1.35,0.208,62.6,2,High-Risk (Aggressive)
TRIP-11731,6,2.45,0.248,85.8,0,Eco-Friendly (Safe)
TRIP-11732,0,2.36,0.29,73.5,0,Eco-Friendly (Safe)
TRIP-11733,3,2.1,0.237,78.0,0,Eco-Friendly (Safe)
TRIP-11734,0,1.4,0.19,50.0,2,High-Risk (Aggressive)
TRIP-11735,12,4.61,0.676,85.5,1,Standard Commuter
TRIP-11736,0,1.01,0.242,47.6,2,High-Risk (Aggressive)
TRIP-11737,1,1.73,0.395,52.3,2,High-Risk (Aggressive)
TRIP-11738,3,4.16,0.4,65.2,0,Eco-Friendly (Safe)
TRIP-11739,0,1.14,0.162,60.3,2,High-Risk (Aggressive)
TRIP-11740,1,1.29,0.174,55.4,2,High-Risk (Aggressive)
TRIP-11741,1,2.91,0.355,59.1,0,Eco-Friendly (Safe)
TRIP-11742,0,0.87,0.189,58.0,2,High-Risk (Aggressive)
TRIP-11743,0,1.62,0.223,64.1,2,High-Risk (Aggressive)
TRIP-11744,7,5.15,0.503,91.8,1,Standard Commuter
TRIP-11745,3,2.49,0.353,53.9,0,Eco-Friendly (Safe)
TRIP-11746,1,2.37,0.295,46.1,2,High-Risk (Aggressive)
TRIP-11747,10,2.45,0.611,90.9,1,Standard Commuter
TRIP-11748,0,3.01,0.388,63.5,0,Eco-Friendly (Safe)
TRIP-11749,4,5.31,0.417,108.3,1,Standard Commuter
TRIP-11750,4,2.74,0.286,58.4,0,Eco-Friendly (Safe)
TRIP-11751,1,1.17,0.139,53.1,2,High-Risk (Aggressive)
TRIP-11752,5,4.43,0.579,86.8,1,Standard Commuter
TRIP-11753,0,0.72,0.217,42.8,2,High-Risk (Aggressive)
TRIP-11754,2,2.29,0.415,70.4,0,Eco-Friendly (Safe)
TRIP-11755,0,2.52,0.393,72.4,0,Eco-Friendly (Safe)
TRIP-11756,1,1.57,0.22,51.5,2,High-Risk (Aggressive)
TRIP-11757,5,4.14,0.558,102.4,1,Standard Commuter
TRIP-11758,7,3.54,0.284,93.0,1,Standard Commuter
TRIP-11759,2,2.51,0.362,65.6,0,Eco-Friendly (Safe)
TRIP-11760,1,2.46,0.394,58.6,0,Eco-Friendly (Safe)
TRIP-11761,1,3.04,0.292,69.3,0,Eco-Friendly (Safe)
TRIP-11762,2,1.93,0.205,69.2,0,Eco-Friendly (Safe)
TRIP-11763,1,1.28,0.19,33.8,2,High-Risk (Aggressive)
TRIP-11764,1,1.32,0.214,40.6,2,High-Risk (Aggressive)
TRIP-11765,3,1.43,0.311,67.6,0,Eco-Friendly (Safe)
TRIP-11766,4,3.26,0.334,67.0,0,Eco-Friendly (Safe)
TRIP-11767,7,1.96,0.383,91.8,0,Eco-Friendly (Safe)
TRIP-11768,1,3.47,0.283,75.5,0,Eco-Friendly (Safe)
TRIP-11769,4,3.34,0.173,73.3,0,Eco-Friendly (Safe)
TRIP-11770,7,5.33,0.62,108.8,1,Standard Commuter
TRIP-11771,1,1.1,0.163,65.9,2,High-Risk (Aggressive)
TRIP-11772,2,1.28,0.191,55.9,2,High-Risk (Aggressive)
TRIP-11773,0,1.03,0.203,72.2,2,High-Risk (Aggressive)
TRIP-11774,8,2.06,0.374,66.6,0,Eco-Friendly (Safe)
TRIP-11775,7,5.64,0.518,91.1,1,Standard Commuter
TRIP-11776,2,0.87,0.154,64.4,2,High-Risk (Aggressive)
TRIP-11777,0,1.1,0.159,57.2,2,High-Risk (Aggressive)
TRIP-11778,1,0.95,0.201,51.7,2,High-Risk (Aggressive)
TRIP-11779,4,5.22,0.557,97.7,1,Standard Commuter
TRIP-11780,0,1.8,0.334,60.3,2,High-Risk (Aggressive)
TRIP-11781,5,5.3,0.657,80.3,1,Standard Commuter
TRIP-11782,1,1.04,0.183,52.4,2,High-Risk (Aggressive)
TRIP-11783,1,1.96,0.269,55.1,2,High-Risk (Aggressive)
TRIP-11784,3,1.91,0.275,81.2,0,Eco-Friendly (Safe)
TRIP-11785,10,3.31,0.696,80.9,1,Standard Commuter
TRIP-11786,3,4.56,0.351,85.0,0,Eco-Friendly (Safe)
TRIP-11787,8,3.75,0.522,89.2,1,Standard Commuter
TRIP-11788,1,1.44,0.268,47.0,2,High-Risk (Aggressive)
TRIP-11789,1,1.58,0.301,55.7,2,High-Risk (Aggressive)
TRIP-11790,0,1.47,0.283,75.0,0,Eco-Friendly (Safe)
TRIP-11791,2,1.73,0.315,40.5,2,High-Risk (Aggressive)
TRIP-11792,0,1.34,0.144,53.4,2,High-Risk (Aggressive)
TRIP-11793,3,1.2,0.14,59.2,2,High-Risk (Aggressive)
TRIP-11794,4,1.95,0.247,59.7,0,Eco-Friendly (Safe)
TRIP-11795,4,2.62,0.266,75.6,0,Eco-Friendly (Safe)
TRIP-11796,1,1.64,0.125,55.2,2,High-Risk (Aggressive)
TRIP-11797,7,3.15,0.252,75.1,0,Eco-Friendly (Safe)
TRIP-11798,2,2.98,0.273,65.2,0,Eco-Friendly (Safe)
TRIP-11799,5,1.78,0.326,76.2,0,Eco-Friendly (Safe)
TRIP-11800,2,3.31,0.366,56.7,0,Eco-Friendly (Safe)
TRIP-11801,2,1.27,0.183,58.4,2,High-Risk (Aggressive)
TRIP-11802,2,2.47,0.333,70.1,0,Eco-Friendly (Safe)
TRIP-11803,2,0.88,0.159,59.1,2,High-Risk (Aggressive)
TRIP-11804,2,2.35,0.394,70.6,0,Eco-Friendly (Safe)
TRIP-11805,1,1.52,0.146,45.5,2,High-Risk (Aggressive)
TRIP-11806,7,4.61,0.386,93.6,1,Standard Commuter
TRIP-11807,1,1.42,0.213,59.3,2,High-Risk (Aggressive)
TRIP-11808,3,2.91,0.321,61.5,0,Eco-Friendly (Safe)
TRIP-11809,2,2.78,0.319,71.7,0,Eco-Friendly (Safe)
TRIP-11810,6,5.5,0.646,67.2,1,Standard Commuter
TRIP-11811,10,4.39,0.604,91.9,1,Standard Commuter
TRIP-11812,2,2.38,0.338,56.3,0,Eco-Friendly (Safe)
TRIP-11813,1,2.54,0.276,67.1,0,Eco-Friendly (Safe)
TRIP-11814,0,1.3,0.2,68.8,2,High-Risk (Aggressive)
TRIP-11815,1,2.03,0.286,69.2,0,Eco-Friendly (Safe)
TRIP-11816,5,4.38,0.481,81.0,1,Standard Commuter
TRIP-11817,7,2.46,0.432,57.7,0,Eco-Friendly (Safe)
TRIP-11818,0,0.71,0.198,46.7,2,High-Risk (Aggressive)
TRIP-11819,1,0.85,0.194,54.2,2,High-Risk (Aggressive)
TRIP-11820,1,2.96,0.324,69.4,0,Eco-Friendly (Safe)
TRIP-11821,2,5.04,0.641,95.5,1,Standard Commuter
TRIP-11822,1,2.69,0.384,62.8,0,Eco-Friendly (Safe)
TRIP-11823,8,4.42,0.584,91.0,1,Standard Commuter
TRIP-11824,3,4.33,0.539,121.2,1,Standard Commuter
TRIP-11825,1,1.2,0.187,47.8,2,High-Risk (Aggressive)
TRIP-11826,2,3.68,0.292,66.6,0,Eco-Friendly (Safe)
TRIP-11827,7,4.02,0.441,101.6,1,Standard Commuter
TRIP-11828,2,1.19,0.2,47.1,2,High-Risk (Aggressive)
TRIP-11829,0,0.92,0.123,52.0,2,High-Risk (Aggressive)
TRIP-11830,0,1.3,0.15,51.3,2,High-Risk (Aggressive)
TRIP-11831,0,1.65,0.191,41.8,2,High-Risk (Aggressive)
TRIP-11832,4,4.04,0.442,100.2,1,Standard Commuter
TRIP-11833,1,1.81,0.357,64.7,0,Eco-Friendly (Safe)
TRIP-11834,9,4.55,0.479,56.5,1,Standard Commuter
TRIP-11835,1,2.69,0.378,67.0,0,Eco-Friendly (Safe)
TRIP-11836,0,2.75,0.272,61.0,0,Eco-Friendly (Safe)
TRIP-11837,1,1.93,0.494,73.1,0,Eco-Friendly (Safe)
TRIP-11838,1,1.5,0.246,69.6,2,High-Risk (Aggressive)
TRIP-11839,2,2.57,0.386,59.3,0,Eco-Friendly (Safe)
TRIP-11840,2,2.66,0.352,41.3,2,High-Risk (Aggressive)
TRIP-11841,7,4.08,0.603,92.6,1,Standard Commuter
TRIP-11842,5,2.94,0.308,55.2,0,Eco-Friendly (Safe)
TRIP-11843,4,2.7,0.298,57.3,0,Eco-Friendly (Safe)
TRIP-11844,3,2.64,0.354,54.5,0,Eco-Friendly (Safe)
TRIP-11845,6,1.2,0.289,65.7,0,Eco-Friendly (Safe)
TRIP-11846,3,2.52,0.242,78.1,0,Eco-Friendly (Safe)
TRIP-11847,1,1.07,0.309,64.4,2,High-Risk (Aggressive)
TRIP-11848,0,1.04,0.162,64.0,2,High-Risk (Aggressive)
TRIP-11849,1,2.83,0.43,48.0,0,Eco-Friendly (Safe)
TRIP-11850,1,1.04,0.207,64.6,2,High-Risk (Aggressive)
TRIP-11851,4,3.96,0.67,69.5,1,Standard Commuter
TRIP-11852,1,1.06,0.182,63.8,2,High-Risk (Aggressive)
TRIP-11853,0,1.37,0.238,43.0,2,High-Risk (Aggressive)
TRIP-11854,2,3.36,0.368,74.0,0,Eco-Friendly (Safe)
TRIP-11855,1,3.38,0.28,60.6,0,Eco-Friendly (Safe)
TRIP-11856,0,1.62,0.198,62.4,2,High-Risk (Aggressive)
TRIP-11857,2,2.51,0.33,60.8,0,Eco-Friendly (Safe)
TRIP-11858,2,2.3,0.282,73.5,0,Eco-Friendly (Safe)
TRIP-11859,8,4.85,0.597,60.7,1,Standard Commuter
TRIP-11860,1,1.92,0.372,74.0,0,Eco-Friendly (Safe)
TRIP-11861,1,1.39,0.201,55.3,2,High-Risk (Aggressive)
TRIP-11862,1,1.73,0.213,55.7,2,High-Risk (Aggressive)
TRIP-11863,4,4.55,0.743,92.9,1,Standard Commuter
TRIP-11864,2,1.36,0.134,56.8,2,High-Risk (Aggressive)
TRIP-11865,9,3.11,0.546,99.2,1,Standard Commuter
TRIP-11866,0,1.39,0.161,63.7,2,High-Risk (Aggressive)
TRIP-11867,1,1.27,0.191,48.9,2,High-Risk (Aggressive)
TRIP-11868,1,1.42,0.231,69.7,2,High-Risk (Aggressive)
TRIP-11869,2,2.95,0.418,66.4,0,Eco-Friendly (Safe)
TRIP-11870,2,3.15,0.231,54.8,0,Eco-Friendly (Safe)
TRIP-11871,2,2.62,0.323,68.8,0,Eco-Friendly (Safe)
TRIP-11872,8,2.91,0.43,95.2,1,Standard Commuter
TRIP-11873,2,3.18,0.455,66.1,0,Eco-Friendly (Safe)
TRIP-11874,0,1.58,0.251,63.9,2,High-Risk (Aggressive)
TRIP-11875,1,2.16,0.358,68.7,0,Eco-Friendly (Safe)
TRIP-11876,2,2.09,0.337,81.3,0,Eco-Friendly (Safe)
TRIP-11877,1,4.37,0.593,85.3,1,Standard Commuter
TRIP-11878,7,4.56,0.64,98.5,1,Standard Commuter
TRIP-11879,4,4.3,0.41,96.2,1,Standard Commuter
TRIP-11880,1,1.79,0.373,65.3,0,Eco-Friendly (Safe)
TRIP-11881,5,2.06,0.216,62.3,0,Eco-Friendly (Safe)
TRIP-11882,1,2.09,0.362,58.3,0,Eco-Friendly (Safe)
TRIP-11883,1,2.88,0.411,40.2,0,Eco-Friendly (Safe)
TRIP-11884,0,2.94,0.355,78.5,0,Eco-Friendly (Safe)
TRIP-11885,1,3.74,0.291,74.6,0,Eco-Friendly (Safe)
TRIP-11886,5,1.77,0.346,64.5,0,Eco-Friendly (Safe)
TRIP-11887,8,4.4,0.641,76.0,1,Standard Commuter
TRIP-11888,3,1.48,0.194,53.4,2,High-Risk (Aggressive)
TRIP-11889,1,0.86,0.105,53.5,2,High-Risk (Aggressive)
TRIP-11890,1,1.35,0.137,68.1,2,High-Risk (Aggressive)
TRIP-11891,10,2.7,0.566,77.0,1,Standard Commuter
TRIP-11892,3,2.87,0.37,80.3,0,Eco-Friendly (Safe)
TRIP-11893,1,2.41,0.252,84.7,0,Eco-Friendly (Safe)
TRIP-11894,1,2.27,0.385,83.2,0,Eco-Friendly (Safe)
TRIP-11895,3,1.99,0.288,74.1,0,Eco-Friendly (Safe)
TRIP-11896,0,1.44,0.121,57.9,2,High-Risk (Aggressive)
TRIP-11897,13,4.88,0.514,106.0,1,Standard Commuter
TRIP-11898,3,2.82,0.348,53.2,0,Eco-Friendly (Safe)
TRIP-11899,1,3.21,0.312,52.8,0,Eco-Friendly (Safe)
TRIP-11900,0,1.21,0.171,56.1,2,High-Risk (Aggressive)
TRIP-11901,2,2.55,0.187,57.7,2,High-Risk (Aggressive)
TRIP-11902,0,1.17,0.121,59.5,2,High-Risk (Aggressive)
TRIP-11903,3,2.68,0.415,84.1,0,Eco-Friendly (Safe)
TRIP-11904,6,3.17,0.311,47.9,0,Eco-Friendly (Safe)
TRIP-11905,2,2.37,0.274,89.6,0,Eco-Friendly (Safe)
TRIP-11906,1,3.3,0.243,80.3,0,Eco-Friendly (Safe)
TRIP-11907,0,1.9,0.202,60.1,2,High-Risk (Aggressive)
TRIP-11908,0,1.4,0.346,48.6,2,High-Risk (Aggressive)
