Sensor_Read_ID,Vehicle_Speed_kmh,Road_Water_Depth_mm,Tread_Depth_mm,Wet_Braking_Distance_m,Hydroplaning_Risk
CONTI-TIRE-4338,105.1,0.6,6.4,71.4,Safe Wet Grip Margin
CONTI-TIRE-4339,135.4,4.4,7.8,134.5,High Hydroplaning Risk
CONTI-TIRE-4340,120.1,2.1,5.5,109.5,Safe Wet Grip Margin
CONTI-TIRE-4341,72.5,3.0,5.9,39.2,Safe Wet Grip Margin
CONTI-TIRE-4342,112.9,8.9,1.9,164.2,High Hydroplaning Risk
CONTI-TIRE-4343,106.4,6.2,7.1,95.2,High Hydroplaning Risk
CONTI-TIRE-4344,61.1,3.8,1.9,39.1,Safe Wet Grip Margin
CONTI-TIRE-4345,69.4,8.5,1.6,66.3,High Hydroplaning Risk
CONTI-TIRE-4346,101.6,4.1,3.0,105.0,High Hydroplaning Risk
CONTI-TIRE-4347,60.1,7.8,7.4,35.2,Safe Wet Grip Margin
CONTI-TIRE-4348,101.0,1.7,7.7,59.6,Safe Wet Grip Margin
CONTI-TIRE-4349,115.7,5.6,7.8,109.5,High Hydroplaning Risk
CONTI-TIRE-4350,88.2,5.6,3.8,82.9,High Hydroplaning Risk
CONTI-TIRE-4351,74.5,6.8,7.7,51.7,Safe Wet Grip Margin
CONTI-TIRE-4352,74.0,2.8,3.5,51.1,Safe Wet Grip Margin
CONTI-TIRE-4353,128.5,6.1,7.2,138.2,High Hydroplaning Risk
CONTI-TIRE-4354,86.3,3.6,6.2,60.3,Safe Wet Grip Margin
CONTI-TIRE-4355,76.0,0.8,6.0,38.0,Safe Wet Grip Margin
CONTI-TIRE-4356,52.5,3.2,7.7,17.9,Safe Wet Grip Margin
CONTI-TIRE-4357,110.6,3.6,6.4,94.6,Safe Wet Grip Margin
CONTI-TIRE-4358,103.3,6.6,1.9,127.6,High Hydroplaning Risk
CONTI-TIRE-4359,98.5,3.0,5.8,74.2,Safe Wet Grip Margin
CONTI-TIRE-4360,89.7,6.2,3.9,84.2,High Hydroplaning Risk
CONTI-TIRE-4361,115.4,0.6,4.5,99.0,Safe Wet Grip Margin
CONTI-TIRE-4362,119.2,0.9,7.3,86.1,Safe Wet Grip Margin
CONTI-TIRE-4363,112.8,8.9,6.5,134.2,High Hydroplaning Risk
CONTI-TIRE-4364,138.1,6.5,3.6,212.9,High Hydroplaning Risk
CONTI-TIRE-4365,57.5,6.7,6.4,29.6,Safe Wet Grip Margin
CONTI-TIRE-4366,90.7,6.8,2.6,96.5,High Hydroplaning Risk
CONTI-TIRE-4367,105.4,6.3,3.5,122.7,High Hydroplaning Risk
CONTI-TIRE-4368,126.7,8.4,5.1,179.3,High Hydroplaning Risk
CONTI-TIRE-4369,75.3,5.9,3.3,63.4,High Hydroplaning Risk
CONTI-TIRE-4370,107.4,7.1,7.6,104.8,High Hydroplaning Risk
CONTI-TIRE-4371,118.9,2.6,7.8,93.8,Safe Wet Grip Margin
CONTI-TIRE-4372,67.1,1.5,3.5,41.5,Safe Wet Grip Margin
CONTI-TIRE-4373,66.5,8.3,7.7,41.8,Safe Wet Grip Margin
CONTI-TIRE-4374,67.4,5.2,4.8,45.0,Safe Wet Grip Margin
CONTI-TIRE-4375,111.5,7.4,3.5,144.5,High Hydroplaning Risk
CONTI-TIRE-4376,136.6,1.1,6.6,119.3,Safe Wet Grip Margin
CONTI-TIRE-4377,71.6,7.5,2.5,63.9,High Hydroplaning Risk
CONTI-TIRE-4378,59.1,5.4,7.9,25.0,Safe Wet Grip Margin
CONTI-TIRE-4379,91.7,1.0,3.9,68.6,Safe Wet Grip Margin
CONTI-TIRE-4380,108.9,1.3,2.1,111.8,High Hydroplaning Risk
CONTI-TIRE-4381,138.8,2.8,6.0,147.8,High Hydroplaning Risk
CONTI-TIRE-4382,89.8,8.2,5.4,84.3,High Hydroplaning Risk
CONTI-TIRE-4383,125.3,1.9,5.2,120.6,Safe Wet Grip Margin
CONTI-TIRE-4384,95.5,9.0,4.3,105.4,High Hydroplaning Risk
CONTI-TIRE-4385,129.1,1.8,7.1,107.5,Safe Wet Grip Margin
CONTI-TIRE-4386,111.6,8.1,3.3,147.7,High Hydroplaning Risk
CONTI-TIRE-4387,118.9,1.8,2.0,134.1,High Hydroplaning Risk
CONTI-TIRE-4388,129.0,4.8,2.3,178.0,High Hydroplaning Risk
CONTI-TIRE-4389,101.4,3.2,7.1,74.0,Safe Wet Grip Margin
CONTI-TIRE-4390,114.4,5.3,7.0,110.3,High Hydroplaning Risk
CONTI-TIRE-4391,103.6,2.1,7.7,67.3,Safe Wet Grip Margin
CONTI-TIRE-4392,64.9,1.3,4.6,33.0,Safe Wet Grip Margin
CONTI-TIRE-4393,118.5,9.0,2.5,180.4,High Hydroplaning Risk
CONTI-TIRE-4394,108.1,3.1,6.4,87.4,Safe Wet Grip Margin
CONTI-TIRE-4395,83.0,7.7,5.6,70.3,High Hydroplaning Risk
CONTI-TIRE-4396,89.2,4.6,7.7,60.3,Safe Wet Grip Margin
CONTI-TIRE-4397,89.6,2.3,3.9,71.0,Safe Wet Grip Margin
CONTI-TIRE-4398,139.3,3.0,8.0,126.8,Safe Wet Grip Margin
CONTI-TIRE-4399,104.7,2.1,3.2,98.7,Safe Wet Grip Margin
CONTI-TIRE-4400,114.6,4.7,6.9,101.3,High Hydroplaning Risk
CONTI-TIRE-4401,105.5,3.7,3.3,110.9,High Hydroplaning Risk
CONTI-TIRE-4402,106.4,1.4,4.8,87.0,Safe Wet Grip Margin
CONTI-TIRE-4403,71.4,3.5,4.6,42.2,Safe Wet Grip Margin
CONTI-TIRE-4404,108.1,4.9,6.3,99.5,High Hydroplaning Risk
CONTI-TIRE-4405,73.6,4.1,5.2,47.8,Safe Wet Grip Margin
CONTI-TIRE-4406,50.8,8.4,6.6,26.0,Safe Wet Grip Margin
CONTI-TIRE-4407,77.1,4.8,5.0,58.2,Safe Wet Grip Margin
CONTI-TIRE-4408,65.9,6.4,6.6,40.8,Safe Wet Grip Margin
CONTI-TIRE-4409,64.8,6.7,5.4,43.6,Safe Wet Grip Margin
CONTI-TIRE-4410,136.4,4.6,8.0,132.0,High Hydroplaning Risk
CONTI-TIRE-4411,60.7,1.7,4.3,29.9,Safe Wet Grip Margin
CONTI-TIRE-4412,139.8,8.8,3.0,244.6,High Hydroplaning Risk
CONTI-TIRE-4413,60.3,8.2,5.3,38.9,Safe Wet Grip Margin
CONTI-TIRE-4414,60.9,1.9,2.5,38.5,Safe Wet Grip Margin
CONTI-TIRE-4415,51.4,3.1,3.3,23.3,Safe Wet Grip Margin
CONTI-TIRE-4416,104.6,2.1,2.4,102.5,High Hydroplaning Risk
CONTI-TIRE-4417,110.8,4.5,6.6,102.4,Safe Wet Grip Margin
CONTI-TIRE-4418,72.2,9.0,6.5,54.7,Safe Wet Grip Margin
CONTI-TIRE-4419,68.4,3.0,3.9,40.1,Safe Wet Grip Margin
CONTI-TIRE-4420,71.1,1.5,7.3,28.7,Safe Wet Grip Margin
CONTI-TIRE-4421,78.4,3.3,5.4,53.1,Safe Wet Grip Margin
CONTI-TIRE-4422,84.9,1.3,2.5,68.1,Safe Wet Grip Margin
CONTI-TIRE-4423,116.7,2.4,4.8,111.2,Safe Wet Grip Margin
CONTI-TIRE-4424,74.2,2.5,4.0,47.5,Safe Wet Grip Margin
CONTI-TIRE-4425,135.8,3.6,1.8,197.7,High Hydroplaning Risk
CONTI-TIRE-4426,55.0,7.5,6.5,25.6,Safe Wet Grip Margin
CONTI-TIRE-4427,123.1,7.7,7.1,140.6,High Hydroplaning Risk
CONTI-TIRE-4428,128.1,0.7,5.8,109.3,Safe Wet Grip Margin
CONTI-TIRE-4429,68.7,2.4,2.3,44.4,Safe Wet Grip Margin
CONTI-TIRE-4430,117.7,1.4,5.3,103.0,Safe Wet Grip Margin
CONTI-TIRE-4431,88.0,0.6,3.3,61.9,Safe Wet Grip Margin
CONTI-TIRE-4432,53.9,3.8,1.9,29.7,Safe Wet Grip Margin
CONTI-TIRE-4433,122.3,0.8,4.1,119.5,Safe Wet Grip Margin
CONTI-TIRE-4434,98.6,3.9,2.2,104.9,High Hydroplaning Risk
CONTI-TIRE-4435,71.3,3.2,4.8,40.6,Safe Wet Grip Margin
CONTI-TIRE-4436,55.5,6.9,2.5,36.0,Safe Wet Grip Margin
CONTI-TIRE-4437,121.2,7.7,3.6,171.7,High Hydroplaning Risk
CONTI-TIRE-4438,96.9,8.3,4.9,104.5,High Hydroplaning Risk
CONTI-TIRE-4439,82.2,6.4,7.5,58.7,Safe Wet Grip Margin
CONTI-TIRE-4440,61.3,1.3,3.9,30.0,Safe Wet Grip Margin
CONTI-TIRE-4441,68.2,5.4,4.8,42.9,Safe Wet Grip Margin
CONTI-TIRE-4442,69.0,4.0,5.2,40.1,Safe Wet Grip Margin
CONTI-TIRE-4443,88.9,7.2,2.7,93.6,High Hydroplaning Risk
CONTI-TIRE-4444,127.1,1.1,6.0,109.4,Safe Wet Grip Margin
CONTI-TIRE-4445,130.2,6.0,2.6,193.6,High Hydroplaning Risk
CONTI-TIRE-4446,83.1,2.8,2.4,68.3,High Hydroplaning Risk
CONTI-TIRE-4447,71.4,3.6,3.9,47.3,Safe Wet Grip Margin
CONTI-TIRE-4448,67.0,6.7,7.4,41.5,Safe Wet Grip Margin
CONTI-TIRE-4449,125.0,3.5,5.3,131.8,High Hydroplaning Risk
CONTI-TIRE-4450,134.7,3.9,3.6,177.9,High Hydroplaning Risk
CONTI-TIRE-4451,119.6,6.0,4.2,150.7,High Hydroplaning Risk
CONTI-TIRE-4452,70.6,8.6,3.5,62.0,High Hydroplaning Risk
CONTI-TIRE-4453,138.2,2.9,2.8,187.9,High Hydroplaning Risk
CONTI-TIRE-4454,81.2,7.8,5.7,66.6,High Hydroplaning Risk
CONTI-TIRE-4455,128.7,2.0,7.8,98.9,Safe Wet Grip Margin
CONTI-TIRE-4456,80.0,2.7,3.7,58.1,Safe Wet Grip Margin
CONTI-TIRE-4457,66.9,5.2,7.8,35.6,Safe Wet Grip Margin
CONTI-TIRE-4458,116.1,4.3,1.8,146.6,High Hydroplaning Risk
CONTI-TIRE-4459,66.9,6.7,3.0,50.1,High Hydroplaning Risk
CONTI-TIRE-4460,99.2,6.7,2.2,119.3,High Hydroplaning Risk
CONTI-TIRE-4461,95.7,0.8,6.6,55.3,Safe Wet Grip Margin
CONTI-TIRE-4462,75.6,1.5,4.6,47.2,Safe Wet Grip Margin
CONTI-TIRE-4463,121.3,7.4,6.4,141.7,High Hydroplaning Risk
CONTI-TIRE-4464,61.3,1.0,4.2,34.8,Safe Wet Grip Margin
CONTI-TIRE-4465,74.7,8.9,3.0,70.8,High Hydroplaning Risk
CONTI-TIRE-4466,67.9,7.9,7.6,41.4,Safe Wet Grip Margin
CONTI-TIRE-4467,75.7,5.8,6.4,50.0,Safe Wet Grip Margin
CONTI-TIRE-4468,105.8,5.9,5.7,103.1,High Hydroplaning Risk
CONTI-TIRE-4469,85.6,5.0,3.8,71.7,High Hydroplaning Risk
CONTI-TIRE-4470,100.6,5.1,5.5,94.1,High Hydroplaning Risk
CONTI-TIRE-4471,92.9,2.1,2.1,85.4,High Hydroplaning Risk
CONTI-TIRE-4472,111.6,7.0,6.1,119.9,High Hydroplaning Risk
CONTI-TIRE-4473,138.1,7.0,1.7,238.6,High Hydroplaning Risk
CONTI-TIRE-4474,127.8,8.9,7.4,157.5,High Hydroplaning Risk
CONTI-TIRE-4475,110.2,3.9,6.1,99.6,Safe Wet Grip Margin
CONTI-TIRE-4476,113.4,5.6,6.7,107.8,High Hydroplaning Risk
CONTI-TIRE-4477,62.1,7.6,2.1,48.5,High Hydroplaning Risk
CONTI-TIRE-4478,57.8,8.1,1.7,41.4,High Hydroplaning Risk
CONTI-TIRE-4479,121.9,3.0,7.1,106.9,Safe Wet Grip Margin
CONTI-TIRE-4480,70.8,5.4,2.5,59.3,High Hydroplaning Risk
CONTI-TIRE-4481,93.5,7.1,7.2,78.9,Safe Wet Grip Margin
CONTI-TIRE-4482,90.3,2.9,2.6,78.3,High Hydroplaning Risk
CONTI-TIRE-4483,91.8,4.7,4.7,78.5,Safe Wet Grip Margin
CONTI-TIRE-4484,58.7,5.6,3.5,35.8,Safe Wet Grip Margin
CONTI-TIRE-4485,94.4,4.7,1.6,104.3,High Hydroplaning Risk
CONTI-TIRE-4486,78.9,4.4,6.0,54.1,Safe Wet Grip Margin
CONTI-TIRE-4487,55.0,3.7,6.2,23.5,Safe Wet Grip Margin
CONTI-TIRE-4488,127.9,0.7,7.0,98.5,Safe Wet Grip Margin
CONTI-TIRE-4489,111.2,7.5,3.6,142.4,High Hydroplaning Risk
CONTI-TIRE-4490,57.3,6.6,3.4,35.1,Safe Wet Grip Margin
CONTI-TIRE-4491,53.7,6.4,5.7,28.0,Safe Wet Grip Margin
CONTI-TIRE-4492,135.4,2.7,3.5,171.0,High Hydroplaning Risk
CONTI-TIRE-4493,98.5,0.9,3.8,79.7,Safe Wet Grip Margin
CONTI-TIRE-4494,103.0,0.5,5.7,73.4,Safe Wet Grip Margin
CONTI-TIRE-4495,106.6,1.9,4.1,94.4,Safe Wet Grip Margin
CONTI-TIRE-4496,67.7,3.9,3.1,44.4,Safe Wet Grip Margin
CONTI-TIRE-4497,133.7,3.2,3.4,169.2,High Hydroplaning Risk
CONTI-TIRE-4498,50.6,2.5,2.5,26.4,Safe Wet Grip Margin
CONTI-TIRE-4499,69.7,8.8,4.5,58.0,High Hydroplaning Risk
CONTI-TIRE-4500,67.8,1.8,4.6,37.5,Safe Wet Grip Margin
CONTI-TIRE-4501,79.7,6.1,4.1,68.3,High Hydroplaning Risk
CONTI-TIRE-4502,134.2,6.3,6.1,166.8,High Hydroplaning Risk
CONTI-TIRE-4503,79.3,5.6,3.8,65.2,High Hydroplaning Risk
CONTI-TIRE-4504,86.7,3.0,7.2,53.8,Safe Wet Grip Margin
CONTI-TIRE-4505,102.0,0.7,6.8,63.1,Safe Wet Grip Margin
CONTI-TIRE-4506,78.4,4.8,2.8,66.9,High Hydroplaning Risk
CONTI-TIRE-4507,90.9,5.2,3.0,88.3,High Hydroplaning Risk
CONTI-TIRE-4508,83.3,2.9,7.5,44.1,Safe Wet Grip Margin
CONTI-TIRE-4509,95.5,4.3,2.0,100.3,High Hydroplaning Risk
CONTI-TIRE-4510,70.5,5.3,3.6,49.9,Safe Wet Grip Margin
CONTI-TIRE-4511,51.4,4.6,2.7,30.4,Safe Wet Grip Margin
CONTI-TIRE-4512,76.4,6.9,7.2,50.4,Safe Wet Grip Margin
CONTI-TIRE-4513,54.4,8.9,5.1,35.4,Safe Wet Grip Margin
CONTI-TIRE-4514,124.7,8.5,6.1,162.8,High Hydroplaning Risk
CONTI-TIRE-4515,133.8,7.8,2.4,219.7,High Hydroplaning Risk
CONTI-TIRE-4516,67.2,7.9,3.8,49.5,High Hydroplaning Risk
CONTI-TIRE-4517,122.5,8.4,5.8,161.1,High Hydroplaning Risk
CONTI-TIRE-4518,63.9,4.3,4.1,40.1,Safe Wet Grip Margin
CONTI-TIRE-4519,51.0,3.1,1.8,27.5,Safe Wet Grip Margin
CONTI-TIRE-4520,97.4,3.5,1.9,98.7,High Hydroplaning Risk
CONTI-TIRE-4521,127.9,0.6,5.9,106.2,Safe Wet Grip Margin
CONTI-TIRE-4522,59.3,3.3,2.1,38.9,Safe Wet Grip Margin
CONTI-TIRE-4523,131.4,1.3,5.9,117.3,Safe Wet Grip Margin
CONTI-TIRE-4524,80.6,7.5,2.1,79.9,High Hydroplaning Risk
CONTI-TIRE-4525,84.2,8.6,6.4,71.3,High Hydroplaning Risk
CONTI-TIRE-4526,126.6,0.9,1.8,152.6,High Hydroplaning Risk
CONTI-TIRE-4527,118.2,6.4,2.1,164.3,High Hydroplaning Risk
CONTI-TIRE-4528,114.7,5.2,5.8,117.9,High Hydroplaning Risk
CONTI-TIRE-4529,121.9,3.0,7.1,106.8,Safe Wet Grip Margin
CONTI-TIRE-4530,58.8,3.2,6.9,27.4,Safe Wet Grip Margin
CONTI-TIRE-4531,137.2,7.6,5.0,198.3,High Hydroplaning Risk
CONTI-TIRE-4532,87.4,1.2,7.1,48.4,Safe Wet Grip Margin
CONTI-TIRE-4533,117.7,2.1,6.8,93.0,Safe Wet Grip Margin
CONTI-TIRE-4534,101.5,5.1,4.2,106.1,High Hydroplaning Risk
CONTI-TIRE-4535,135.4,8.3,2.5,230.6,High Hydroplaning Risk
CONTI-TIRE-4536,90.4,2.0,1.9,77.0,High Hydroplaning Risk
CONTI-TIRE-4537,102.0,8.8,5.9,112.3,High Hydroplaning Risk
CONTI-TIRE-4538,62.1,2.8,5.0,30.3,Safe Wet Grip Margin
CONTI-TIRE-4539,92.1,6.9,5.7,86.2,High Hydroplaning Risk
CONTI-TIRE-4540,133.8,4.9,6.6,147.6,High Hydroplaning Risk
CONTI-TIRE-4541,76.6,0.7,1.8,56.6,Safe Wet Grip Margin
CONTI-TIRE-4542,127.2,2.6,7.9,101.9,Safe Wet Grip Margin
CONTI-TIRE-4543,119.6,4.6,7.7,106.8,Safe Wet Grip Margin
CONTI-TIRE-4544,107.0,6.4,7.1,101.6,High Hydroplaning Risk
CONTI-TIRE-4545,69.9,2.1,6.6,36.0,Safe Wet Grip Margin
CONTI-TIRE-4546,69.0,2.6,3.9,40.7,Safe Wet Grip Margin
CONTI-TIRE-4547,61.0,6.4,3.2,41.1,Safe Wet Grip Margin
CONTI-TIRE-4548,137.8,4.5,2.5,205.1,High Hydroplaning Risk
CONTI-TIRE-4549,117.9,1.9,5.7,105.2,Safe Wet Grip Margin
CONTI-TIRE-4550,116.2,3.0,7.7,89.8,Safe Wet Grip Margin
CONTI-TIRE-4551,55.2,4.4,6.3,27.1,Safe Wet Grip Margin
CONTI-TIRE-4552,122.2,1.6,3.9,124.5,Safe Wet Grip Margin
CONTI-TIRE-4553,78.6,6.2,6.9,51.0,Safe Wet Grip Margin
CONTI-TIRE-4554,103.4,7.9,3.3,126.3,High Hydroplaning Risk
CONTI-TIRE-4555,117.8,3.8,7.5,101.9,Safe Wet Grip Margin
CONTI-TIRE-4556,71.0,2.2,7.9,30.3,Safe Wet Grip Margin
CONTI-TIRE-4557,99.6,8.1,4.9,108.3,High Hydroplaning Risk
CONTI-TIRE-4558,105.6,2.6,5.7,88.7,Safe Wet Grip Margin
CONTI-TIRE-4559,57.9,4.5,4.2,31.1,Safe Wet Grip Margin
CONTI-TIRE-4560,123.1,2.7,6.1,113.7,Safe Wet Grip Margin
CONTI-TIRE-4561,54.6,8.1,5.0,34.2,Safe Wet Grip Margin
CONTI-TIRE-4562,102.0,7.2,4.4,112.0,High Hydroplaning Risk
CONTI-TIRE-4563,93.3,2.6,4.9,72.8,Safe Wet Grip Margin
CONTI-TIRE-4564,78.8,2.9,2.8,61.2,Safe Wet Grip Margin
CONTI-TIRE-4565,127.4,8.4,6.7,166.2,High Hydroplaning Risk
CONTI-TIRE-4566,62.0,1.4,7.5,20.7,Safe Wet Grip Margin
CONTI-TIRE-4567,86.5,8.7,5.3,80.1,High Hydroplaning Risk
CONTI-TIRE-4568,85.4,0.9,3.8,58.0,Safe Wet Grip Margin
CONTI-TIRE-4569,132.5,6.3,6.0,165.5,High Hydroplaning Risk
CONTI-TIRE-4570,124.1,3.7,3.5,147.2,High Hydroplaning Risk
CONTI-TIRE-4571,89.0,6.1,3.5,84.4,High Hydroplaning Risk
CONTI-TIRE-4572,93.4,6.5,4.3,92.3,High Hydroplaning Risk
CONTI-TIRE-4573,138.5,4.4,5.9,165.2,High Hydroplaning Risk
CONTI-TIRE-4574,78.5,8.9,4.3,71.9,High Hydroplaning Risk
CONTI-TIRE-4575,55.5,4.5,5.3,31.4,Safe Wet Grip Margin
CONTI-TIRE-4576,84.9,6.1,6.0,64.9,Safe Wet Grip Margin
CONTI-TIRE-4577,107.5,0.5,3.9,94.2,Safe Wet Grip Margin
CONTI-TIRE-4578,58.7,2.4,5.4,26.1,Safe Wet Grip Margin
CONTI-TIRE-4579,81.0,4.3,2.0,74.4,High Hydroplaning Risk
CONTI-TIRE-4580,54.3,2.4,1.7,33.7,Safe Wet Grip Margin
CONTI-TIRE-4581,62.4,5.0,3.6,38.8,Safe Wet Grip Margin
CONTI-TIRE-4582,54.6,1.0,5.5,17.3,Safe Wet Grip Margin
CONTI-TIRE-4583,137.9,2.9,3.8,169.8,High Hydroplaning Risk
CONTI-TIRE-4584,138.3,5.0,7.1,155.3,High Hydroplaning Risk
CONTI-TIRE-4585,75.3,5.0,6.5,48.2,Safe Wet Grip Margin
CONTI-TIRE-4586,138.9,4.8,6.6,163.1,High Hydroplaning Risk
CONTI-TIRE-4587,100.9,4.4,6.7,83.0,Safe Wet Grip Margin
CONTI-TIRE-4588,79.9,7.9,5.8,68.0,Safe Wet Grip Margin
CONTI-TIRE-4589,87.0,8.6,5.2,87.0,High Hydroplaning Risk
CONTI-TIRE-4590,78.0,2.8,2.5,59.3,Safe Wet Grip Margin
CONTI-TIRE-4591,99.3,5.0,4.9,92.8,High Hydroplaning Risk
CONTI-TIRE-4592,115.2,2.7,4.8,110.2,Safe Wet Grip Margin
CONTI-TIRE-4593,97.7,3.1,2.0,98.0,High Hydroplaning Risk
CONTI-TIRE-4594,135.6,5.4,3.4,193.6,High Hydroplaning Risk
CONTI-TIRE-4595,56.7,3.8,3.0,33.1,Safe Wet Grip Margin
CONTI-TIRE-4596,64.6,7.3,7.2,39.1,Safe Wet Grip Margin
CONTI-TIRE-4597,104.3,9.0,2.5,140.9,High Hydroplaning Risk
CONTI-TIRE-4598,71.6,1.2,3.4,42.5,Safe Wet Grip Margin
CONTI-TIRE-4599,127.8,3.1,4.3,148.3,High Hydroplaning Risk
CONTI-TIRE-4600,127.5,7.0,3.6,181.2,High Hydroplaning Risk
CONTI-TIRE-4601,137.1,2.3,7.1,127.7,Safe Wet Grip Margin
CONTI-TIRE-4602,89.7,0.5,3.0,67.0,Safe Wet Grip Margin
CONTI-TIRE-4603,113.1,2.5,6.3,91.0,Safe Wet Grip Margin
CONTI-TIRE-4604,81.9,6.0,3.0,74.3,High Hydroplaning Risk
CONTI-TIRE-4605,93.4,4.5,3.6,86.3,High Hydroplaning Risk
CONTI-TIRE-4606,139.6,5.1,5.3,177.4,High Hydroplaning Risk
CONTI-TIRE-4607,55.2,8.8,3.8,37.5,Safe Wet Grip Margin
CONTI-TIRE-4608,61.7,7.1,3.1,44.7,Safe Wet Grip Margin
CONTI-TIRE-4609,125.5,5.2,2.7,171.1,High Hydroplaning Risk
CONTI-TIRE-4610,86.9,3.4,3.2,75.0,Safe Wet Grip Margin
CONTI-TIRE-4611,105.3,4.7,5.1,104.7,High Hydroplaning Risk
CONTI-TIRE-4612,51.9,4.7,5.0,24.6,Safe Wet Grip Margin
CONTI-TIRE-4613,136.4,2.6,7.2,128.2,Safe Wet Grip Margin
CONTI-TIRE-4614,98.9,2.0,4.3,82.4,Safe Wet Grip Margin
CONTI-TIRE-4615,76.5,4.6,7.0,44.7,Safe Wet Grip Margin
CONTI-TIRE-4616,107.8,5.3,1.9,132.1,High Hydroplaning Risk
CONTI-TIRE-4617,99.4,0.8,4.3,75.7,Safe Wet Grip Margin
CONTI-TIRE-4618,72.4,5.7,4.4,53.8,Safe Wet Grip Margin
CONTI-TIRE-4619,52.8,6.2,4.8,28.1,Safe Wet Grip Margin
CONTI-TIRE-4620,124.6,5.0,3.4,158.8,High Hydroplaning Risk
CONTI-TIRE-4621,62.7,7.0,2.1,45.4,High Hydroplaning Risk
CONTI-TIRE-4622,109.0,5.7,3.2,129.7,High Hydroplaning Risk
CONTI-TIRE-4623,82.6,7.3,7.1,63.6,Safe Wet Grip Margin
CONTI-TIRE-4624,81.6,2.1,1.9,64.4,Safe Wet Grip Margin
CONTI-TIRE-4625,128.6,6.5,6.4,153.4,High Hydroplaning Risk
CONTI-TIRE-4626,98.2,3.7,1.8,108.1,High Hydroplaning Risk
CONTI-TIRE-4627,71.4,8.3,5.3,54.9,Safe Wet Grip Margin
CONTI-TIRE-4628,81.7,2.3,2.0,64.2,Safe Wet Grip Margin
CONTI-TIRE-4629,135.2,7.3,6.6,172.7,High Hydroplaning Risk
CONTI-TIRE-4630,130.5,2.1,5.3,132.7,Safe Wet Grip Margin
CONTI-TIRE-4631,88.7,6.8,7.0,65.9,Safe Wet Grip Margin
CONTI-TIRE-4632,89.0,8.3,5.8,86.2,High Hydroplaning Risk
CONTI-TIRE-4633,83.9,8.1,4.3,77.5,High Hydroplaning Risk
CONTI-TIRE-4634,82.6,4.0,5.2,60.5,Safe Wet Grip Margin
CONTI-TIRE-4635,52.6,6.5,3.6,29.2,Safe Wet Grip Margin
CONTI-TIRE-4636,51.1,1.9,1.9,25.6,Safe Wet Grip Margin
CONTI-TIRE-4637,69.3,5.9,3.0,52.2,High Hydroplaning Risk
CONTI-TIRE-4638,76.5,4.9,7.4,46.1,Safe Wet Grip Margin
CONTI-TIRE-4639,56.5,2.0,6.8,23.4,Safe Wet Grip Margin
CONTI-TIRE-4640,84.5,7.7,4.5,76.2,High Hydroplaning Risk
CONTI-TIRE-4641,113.5,8.7,5.0,146.1,High Hydroplaning Risk
CONTI-TIRE-4642,94.8,3.5,7.0,66.9,Safe Wet Grip Margin
CONTI-TIRE-4643,126.9,1.6,3.1,146.9,High Hydroplaning Risk
CONTI-TIRE-4644,114.1,2.2,2.6,125.6,High Hydroplaning Risk
CONTI-TIRE-4645,75.5,6.3,5.6,58.4,Safe Wet Grip Margin
CONTI-TIRE-4646,58.6,2.4,4.8,26.8,Safe Wet Grip Margin
CONTI-TIRE-4647,89.1,6.6,7.2,71.0,Safe Wet Grip Margin
CONTI-TIRE-4648,52.6,1.8,5.4,16.6,Safe Wet Grip Margin
CONTI-TIRE-4649,122.2,3.3,4.9,129.9,High Hydroplaning Risk
CONTI-TIRE-4650,93.1,4.3,3.1,88.5,High Hydroplaning Risk
CONTI-TIRE-4651,53.1,7.3,5.3,31.6,Safe Wet Grip Margin
CONTI-TIRE-4652,119.2,8.3,3.7,174.3,High Hydroplaning Risk
CONTI-TIRE-4653,72.5,8.2,3.3,65.2,High Hydroplaning Risk
CONTI-TIRE-4654,128.5,8.9,4.8,187.5,High Hydroplaning Risk
CONTI-TIRE-4655,117.8,6.2,5.8,129.8,High Hydroplaning Risk
CONTI-TIRE-4656,99.3,1.0,3.4,83.8,Safe Wet Grip Margin
CONTI-TIRE-4657,112.1,7.0,3.8,136.9,High Hydroplaning Risk
CONTI-TIRE-4658,71.6,8.1,2.1,69.4,High Hydroplaning Risk
CONTI-TIRE-4659,92.0,8.7,3.7,102.2,High Hydroplaning Risk
CONTI-TIRE-4660,123.9,7.3,2.6,182.4,High Hydroplaning Risk
CONTI-TIRE-4661,84.6,8.7,7.0,71.6,Safe Wet Grip Margin
CONTI-TIRE-4662,63.8,4.2,1.8,46.6,High Hydroplaning Risk
CONTI-TIRE-4663,127.8,8.4,1.9,212.0,High Hydroplaning Risk
CONTI-TIRE-4664,102.8,6.8,3.0,123.5,High Hydroplaning Risk
CONTI-TIRE-4665,60.2,3.2,5.0,29.9,Safe Wet Grip Margin
CONTI-TIRE-4666,127.2,2.6,3.0,149.3,High Hydroplaning Risk
CONTI-TIRE-4667,119.5,1.2,6.7,92.1,Safe Wet Grip Margin
CONTI-TIRE-4668,88.3,2.6,5.8,57.4,Safe Wet Grip Margin
CONTI-TIRE-4669,107.4,7.9,8.0,107.6,High Hydroplaning Risk
CONTI-TIRE-4670,121.3,1.5,2.0,142.5,High Hydroplaning Risk
CONTI-TIRE-4671,86.2,1.9,6.6,52.2,Safe Wet Grip Margin
CONTI-TIRE-4672,59.3,1.7,7.4,22.7,Safe Wet Grip Margin
