V2G_Event_ID,Utility_Voltage_V,Power_Export_kW,Total_Harmonic_Distortion_pct,Phase_Angle_Jitter_deg,Grid_Synchronization
FORD-PRO-1294,243.6,7.28,2.7,0.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1295,225.4,3.98,1.88,0.08,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1296,236.0,4.05,1.95,0.19,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1297,244.9,6.26,2.74,0.0,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1298,241.1,3.84,2.01,0.52,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1299,230.6,8.53,3.39,0.33,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1300,240.2,4.36,1.52,0.32,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1301,240.4,4.36,1.56,1.2,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1302,239.1,7.7,2.66,0.59,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1303,225.5,4.76,2.23,0.33,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1304,230.7,4.61,2.22,0.14,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1305,228.3,9.05,3.44,0.91,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1306,220.1,4.19,2.12,0.17,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1307,224.5,6.96,2.42,0.9,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1308,245.9,6.57,2.81,0.81,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1309,239.8,6.45,2.67,0.14,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1310,246.5,7.59,2.58,0.84,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1311,235.3,2.44,1.38,0.62,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1312,220.0,6.32,2.22,0.62,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1313,246.6,7.05,2.22,0.43,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1314,232.2,6.32,2.4,0.26,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1315,242.5,2.45,1.33,1.39,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1316,233.6,8.77,2.72,1.07,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1317,245.0,5.46,2.03,1.12,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1318,231.2,4.88,2.63,0.2,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1319,222.1,7.7,2.75,1.05,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1320,231.2,8.8,3.08,0.48,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1321,234.0,5.52,2.26,0.17,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1322,235.3,9.35,2.92,0.97,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1323,230.0,5.29,2.61,0.94,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1324,232.8,9.58,3.03,0.17,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1325,226.1,7.06,2.55,0.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1326,242.1,7.91,3.0,1.37,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1327,233.9,9.3,2.91,0.49,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1328,229.2,4.48,2.09,1.07,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1329,235.3,8.8,2.84,0.39,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1330,237.7,7.22,2.33,0.04,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1331,237.0,7.6,2.9,1.05,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1332,229.1,9.33,3.31,0.58,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1333,243.9,9.3,2.9,0.36,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1334,239.4,2.5,1.78,0.01,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1335,228.5,5.19,2.38,0.76,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1336,236.0,8.63,2.5,0.54,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1337,241.5,4.56,1.5,0.1,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1338,234.5,5.5,2.2,0.11,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1339,236.5,5.11,2.76,0.71,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1340,240.3,4.81,2.35,0.21,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1341,235.6,5.58,2.34,0.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1342,245.0,5.5,2.9,0.73,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1343,228.9,8.39,2.67,0.21,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1344,230.4,3.41,1.86,0.4,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1345,221.4,8.74,3.11,0.86,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1346,241.6,5.79,2.35,0.81,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1347,226.7,8.51,3.26,0.6,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1348,223.7,6.24,1.86,0.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1349,233.1,8.69,2.43,0.85,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1350,238.0,8.54,3.23,1.02,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1351,240.0,9.54,3.36,0.75,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1352,229.7,4.97,2.77,0.01,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1353,222.4,9.16,2.68,0.13,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1354,226.8,8.74,2.55,0.64,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1355,242.9,3.8,2.14,0.59,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1356,225.2,5.43,1.79,1.22,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1357,226.5,9.0,2.92,0.79,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1358,239.7,3.96,1.79,0.68,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1359,237.3,8.75,3.16,0.01,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1360,221.0,8.81,3.01,0.66,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1361,232.8,5.84,2.27,0.38,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1362,246.0,7.96,2.31,0.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1363,224.6,4.37,2.66,0.59,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1364,237.0,5.83,2.94,1.05,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1365,247.3,3.83,2.33,0.27,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1366,234.0,4.71,2.08,0.26,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1367,220.2,8.11,2.76,1.66,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1368,229.9,2.93,1.58,0.0,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1369,245.4,9.02,2.8,0.3,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1370,228.4,8.97,2.75,0.55,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1371,230.2,7.81,2.08,0.19,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1372,243.9,6.42,3.01,0.3,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1373,238.6,3.07,1.73,0.97,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1374,226.2,3.45,1.95,0.32,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1375,240.5,6.29,2.57,0.94,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1376,225.9,8.28,3.18,0.84,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1377,220.1,5.73,2.3,0.14,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1378,242.3,6.14,2.94,0.07,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1379,241.3,2.53,1.66,0.34,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1380,238.6,4.28,1.9,0.16,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1381,247.4,4.84,2.71,0.23,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1382,224.8,4.85,1.91,0.29,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1383,234.6,3.05,1.42,0.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1384,220.4,9.07,2.93,0.11,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1385,247.6,6.52,2.87,1.74,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1386,246.1,5.84,2.63,0.01,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1387,221.8,4.24,2.25,0.77,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1388,244.4,5.9,2.02,1.83,Harmonic Filter Compensation Active
FORD-PRO-1389,239.0,6.71,2.65,0.09,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1390,227.5,4.17,1.77,0.17,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1391,222.2,4.99,2.16,0.69,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1392,243.0,7.13,2.55,0.45,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1393,223.5,6.43,2.71,0.09,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1394,242.4,6.51,2.2,0.87,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1395,239.3,9.45,2.64,0.39,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1396,245.2,9.43,3.29,0.18,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1397,229.7,6.28,2.72,0.31,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1398,238.0,4.09,1.63,0.65,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1399,236.1,7.06,2.47,0.47,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1400,236.0,6.99,3.18,0.76,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1401,232.6,3.37,1.38,0.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1402,225.8,5.73,2.3,0.55,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1403,243.2,5.17,2.12,0.0,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1404,243.5,8.13,2.99,0.88,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1405,240.2,3.24,1.62,0.58,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1406,239.3,3.74,1.95,0.09,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1407,229.8,7.91,2.36,0.78,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1408,242.5,6.57,2.27,0.02,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1409,229.0,7.98,2.49,1.01,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1410,247.6,8.08,2.68,0.5,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1411,235.2,5.89,2.13,0.56,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1412,246.4,9.39,2.39,0.5,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1413,233.7,4.79,2.25,0.92,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1414,245.4,8.58,2.6,0.33,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1415,237.5,7.35,2.8,0.31,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1416,222.5,8.37,2.48,0.08,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1417,232.6,5.21,2.32,0.63,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1418,226.8,6.62,1.78,0.25,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1419,224.4,4.29,1.95,0.58,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1420,230.7,7.68,2.6,0.54,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1421,220.3,7.25,2.79,0.4,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1422,229.6,8.54,2.07,0.97,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1423,223.4,3.98,1.81,0.27,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1424,242.9,8.11,2.91,0.11,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1425,245.5,3.49,2.52,0.5,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1426,227.4,6.17,2.62,0.7,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1427,233.6,6.66,2.86,0.05,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1428,225.2,4.27,2.29,0.48,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1429,233.3,9.18,2.87,0.29,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1430,244.4,7.0,2.63,0.35,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1431,235.8,5.04,2.07,0.65,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1432,225.9,7.15,2.42,1.18,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1433,226.2,9.16,3.02,1.51,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1434,226.7,4.44,1.77,0.46,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1435,231.4,8.97,2.77,0.09,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1436,225.9,3.73,1.9,0.91,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1437,223.9,7.08,2.47,0.11,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1438,225.2,4.37,1.97,0.61,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1439,244.4,7.06,2.86,0.37,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1440,241.2,3.7,1.4,0.79,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1441,231.4,2.52,1.24,0.74,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1442,245.7,9.56,3.31,0.51,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1443,246.1,8.33,2.54,0.73,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1444,237.1,7.15,2.67,1.09,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1445,247.6,9.09,2.31,0.99,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1446,235.7,5.33,1.72,0.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1447,235.6,4.86,1.81,0.47,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1448,235.4,6.57,2.17,0.54,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1449,236.4,3.06,1.93,0.13,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1450,241.4,9.55,2.93,0.63,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1451,239.4,5.64,2.38,0.52,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1452,226.8,4.73,1.86,0.48,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1453,226.6,3.91,2.5,1.11,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1454,231.5,4.91,2.43,0.15,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1455,239.3,6.9,2.41,0.86,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1456,225.1,3.23,1.91,0.41,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1457,236.0,2.43,2.24,0.4,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1458,225.9,6.53,2.51,0.31,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1459,228.9,8.76,2.83,0.13,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1460,231.4,7.38,3.3,0.87,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1461,231.9,6.26,3.18,0.3,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1462,236.6,6.09,2.4,0.16,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1463,225.7,4.6,3.08,0.69,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1464,228.6,3.28,1.7,0.01,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1465,222.1,8.23,2.33,0.56,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1466,236.6,8.59,2.99,0.12,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1467,233.1,4.9,2.08,0.01,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1468,231.6,6.84,2.96,0.16,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1469,222.3,4.55,2.05,0.49,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1470,236.0,6.23,1.82,0.29,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1471,226.1,9.06,2.88,0.14,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1472,221.7,7.24,2.18,0.15,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1473,229.5,5.9,2.79,1.96,Harmonic Filter Compensation Active
FORD-PRO-1474,229.6,8.69,2.76,0.23,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1475,222.0,8.73,2.71,0.01,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1476,242.9,3.55,1.52,2.13,Harmonic Filter Compensation Active
FORD-PRO-1477,231.3,3.6,1.67,0.4,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1478,239.2,7.95,2.65,0.82,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1479,230.4,7.75,2.63,0.19,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1480,241.2,5.07,1.62,0.67,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1481,232.4,4.86,2.19,0.19,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1482,247.7,7.31,2.43,0.14,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1483,235.0,3.52,1.53,0.91,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1484,244.7,5.54,1.86,0.28,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1485,247.2,5.05,2.34,0.64,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1486,241.8,7.61,2.85,0.27,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1487,235.1,5.22,1.98,0.06,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1488,233.8,7.58,2.66,0.55,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1489,232.9,7.2,2.56,0.08,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1490,221.6,7.75,2.13,0.79,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1491,238.1,2.43,2.16,1.17,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1492,241.5,3.09,1.69,0.1,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1493,238.1,3.66,1.97,0.31,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1494,234.8,4.37,2.05,1.71,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1495,220.4,6.1,2.21,0.09,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1496,227.1,3.99,1.96,0.93,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1497,220.0,4.55,2.04,0.33,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1498,227.9,6.8,3.19,0.89,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1499,220.8,7.97,2.87,0.16,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1500,245.2,4.95,2.09,1.18,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1501,240.1,8.5,2.47,0.64,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1502,246.9,6.68,2.05,0.02,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1503,240.4,8.34,2.44,0.9,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1504,231.2,7.4,2.7,0.67,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1505,232.0,7.55,2.33,0.04,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1506,225.2,3.87,1.93,0.05,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1507,239.4,7.02,1.92,0.19,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1508,244.1,9.06,2.98,0.35,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1509,233.7,5.48,2.04,0.27,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1510,239.3,5.17,1.91,0.41,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1511,234.3,6.83,3.21,0.86,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1512,233.0,7.85,2.34,0.83,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1513,234.9,6.41,2.35,0.1,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1514,235.5,8.97,2.99,0.71,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1515,232.9,2.64,1.83,0.52,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1516,241.7,8.82,2.79,0.88,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1517,228.0,8.73,2.87,0.53,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1518,232.8,8.31,2.58,0.9,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1519,223.3,4.23,1.56,0.59,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1520,223.5,3.94,2.41,0.22,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1521,232.6,3.71,2.14,1.14,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1522,223.8,5.33,1.81,0.15,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1523,244.6,5.8,2.51,0.53,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1524,229.8,9.07,2.79,0.87,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1525,245.9,3.8,1.94,0.84,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1526,231.5,4.2,2.19,0.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1527,241.8,8.96,2.66,0.41,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1528,222.7,4.38,1.73,0.8,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1529,238.3,8.96,2.81,0.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1530,240.2,6.36,2.44,0.75,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1531,225.9,7.53,2.54,1.07,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1532,224.8,6.61,2.28,0.63,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1533,242.3,7.75,3.0,0.81,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1534,229.6,4.0,2.07,0.36,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1535,238.0,8.23,2.37,0.62,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1536,239.4,7.27,2.86,0.13,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1537,240.8,4.42,2.69,0.05,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1538,237.2,7.45,2.77,0.13,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1539,235.7,3.3,1.69,0.2,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1540,227.0,2.55,1.99,0.15,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1541,231.3,5.71,2.3,0.78,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1542,229.2,6.43,2.45,0.17,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1543,238.3,5.39,2.35,0.17,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1544,223.1,9.05,3.43,0.68,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1545,221.6,6.32,2.81,1.11,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1546,242.1,5.74,2.46,0.65,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1547,245.7,3.48,1.56,1.18,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1548,233.5,3.07,1.55,0.1,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1549,222.8,5.31,2.55,0.18,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1550,230.7,7.01,1.8,0.22,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1551,245.0,7.48,2.71,0.61,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1552,235.7,7.15,2.78,0.91,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1553,236.1,3.54,1.89,0.12,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1554,228.1,8.75,3.09,1.23,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1555,228.6,4.41,1.91,0.73,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1556,235.9,8.04,3.25,0.2,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1557,244.0,5.28,2.05,0.46,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1558,225.7,8.43,2.58,0.85,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1559,222.0,4.29,1.49,0.21,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1560,242.1,5.13,1.7,0.34,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1561,247.9,5.7,2.44,0.69,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1562,228.9,7.3,2.89,0.61,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1563,229.8,8.06,2.61,0.17,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1564,229.6,6.35,2.61,0.27,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1565,236.9,6.29,2.3,0.18,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1566,225.4,5.05,2.17,0.3,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1567,224.7,3.97,2.01,0.16,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1568,224.4,6.06,2.49,0.89,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1569,221.0,8.88,3.11,1.04,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1570,237.5,8.59,3.05,0.59,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1571,233.9,9.42,2.88,0.28,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1572,225.2,8.53,2.87,0.37,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1573,246.4,7.63,2.5,1.06,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1574,241.0,3.44,1.64,0.52,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1575,220.7,8.2,2.56,0.3,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1576,245.5,5.24,2.49,0.2,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1577,235.9,8.38,2.59,0.88,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1578,245.6,8.54,2.79,0.59,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1579,224.8,5.98,2.13,0.17,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1580,226.8,9.38,2.9,0.45,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1581,221.5,8.67,2.48,0.25,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1582,236.6,9.34,2.67,0.41,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1583,240.9,8.98,2.45,0.31,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1584,240.4,5.86,2.29,0.2,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1585,241.9,2.92,2.16,0.29,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1586,229.2,2.91,1.76,0.18,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1587,227.6,3.88,1.84,0.35,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1588,245.7,3.45,2.57,0.73,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1589,245.3,3.17,1.47,0.28,Clean Utility Grid Sync (<3% THD)
