Road_Event_ID,Pothole_Obstacle_Depth_mm,Vehicle_Speed_kmh,Camera_Lookahead_Time_ms,Damper_Pre_Softening_Force_N,Cabin_Vertical_Impact_G,Ride_Isolation_Score_pct,Suspension_Action
GENESIS-G90-1264,18.4,33.2,1625,3270,0.204,95.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1265,16.1,51.5,1048,3323,0.168,97.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1266,7.8,106.7,506,3545,0.12,98.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1267,14.2,97.0,557,3394,0.155,96.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1268,5.0,36.5,1480,3660,0.164,94.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1269,40.9,88.2,613,2724,0.232,95.1,Pothole Pre-Damping Softening Active
GENESIS-G90-1270,87.8,45.2,1196,1260,0.319,91.6,Pothole Pre-Damping Softening Active
GENESIS-G90-1271,24.9,69.4,778,3363,0.197,96.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1272,50.7,90.3,598,2586,0.208,95.3,Pothole Pre-Damping Softening Active
GENESIS-G90-1273,5.0,96.5,560,3742,0.165,97.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1274,5.0,85.5,632,3648,0.133,96.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1275,10.7,68.9,784,3398,0.164,96.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1276,13.4,40.5,1334,3551,0.154,96.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1277,18.6,100.0,540,3544,0.18,94.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1278,18.6,67.3,803,3199,0.181,92.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1279,36.9,70.4,767,2631,0.251,95.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1280,42.5,48.4,1115,2716,0.229,95.9,Pothole Pre-Damping Softening Active
GENESIS-G90-1281,10.1,46.7,1156,3383,0.16,97.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1282,5.0,58.8,919,3548,0.131,95.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1283,11.7,106.5,507,3463,0.153,96.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1284,44.0,82.5,655,2670,0.213,93.9,Pothole Pre-Damping Softening Active
GENESIS-G90-1285,32.5,69.3,779,2677,0.175,95.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1286,11.9,84.4,639,3331,0.179,95.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1287,5.0,104.0,519,3601,0.179,93.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1288,43.1,31.7,1705,2736,0.215,95.6,Pothole Pre-Damping Softening Active
GENESIS-G90-1289,26.6,59.7,905,3097,0.19,94.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1290,30.6,76.9,702,2775,0.188,94.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1291,13.9,90.6,596,3441,0.2,94.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1292,11.6,102.3,528,3525,0.227,96.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1293,37.8,65.6,823,2707,0.187,96.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1294,9.4,60.6,891,3585,0.136,97.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1295,8.5,61.7,875,3687,0.137,94.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1296,8.6,97.2,555,3568,0.175,97.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1297,17.3,93.3,579,3126,0.19,95.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1298,5.0,75.0,720,3726,0.094,95.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1299,19.8,88.1,613,3292,0.166,97.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1300,17.8,50.7,1065,3139,0.158,95.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1301,5.0,96.2,561,3541,0.171,97.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1302,5.3,72.7,743,3599,0.08,94.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1303,25.4,76.2,708,3097,0.205,93.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1304,5.0,46.5,1162,3638,0.196,94.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1305,6.7,51.4,1050,3688,0.08,95.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1306,95.0,76.0,711,1290,0.397,92.5,Pothole Pre-Damping Softening Active
GENESIS-G90-1307,14.4,83.0,650,3344,0.155,96.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1308,20.1,51.7,1045,3229,0.158,97.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1309,19.8,56.4,958,3189,0.163,94.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1310,37.0,64.5,837,2907,0.216,95.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1311,38.4,95.7,564,2757,0.233,93.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1312,5.0,75.5,715,3792,0.17,93.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1313,15.3,96.8,558,3359,0.182,94.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1314,57.8,62.7,861,2298,0.264,93.1,Pothole Pre-Damping Softening Active
GENESIS-G90-1315,8.2,109.4,494,3546,0.171,97.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1316,48.0,69.0,782,2448,0.259,94.3,Pothole Pre-Damping Softening Active
GENESIS-G90-1317,19.2,76.4,706,3389,0.182,96.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1318,14.8,63.7,848,3334,0.157,96.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1319,11.7,44.9,1204,3436,0.128,98.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1320,5.0,40.9,1321,3504,0.147,96.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1321,5.0,105.1,514,3371,0.108,96.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1322,40.7,34.8,1551,2679,0.306,93.6,Pothole Pre-Damping Softening Active
GENESIS-G90-1323,12.1,73.4,736,3581,0.173,94.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1324,81.3,76.4,707,1693,0.342,92.3,Pothole Pre-Damping Softening Active
GENESIS-G90-1325,20.1,36.8,1468,3250,0.153,95.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1326,79.2,64.1,842,1643,0.37,92.1,Pothole Pre-Damping Softening Active
GENESIS-G90-1327,9.7,33.0,1638,3236,0.162,96.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1328,51.4,80.8,668,2283,0.242,94.5,Pothole Pre-Damping Softening Active
GENESIS-G90-1329,73.4,66.5,812,1817,0.375,92.1,Pothole Pre-Damping Softening Active
GENESIS-G90-1330,19.3,60.0,900,3504,0.144,95.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1331,14.0,91.7,589,3422,0.196,95.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1332,28.6,39.3,1375,3018,0.141,98.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1333,10.9,78.2,690,3407,0.225,95.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1334,16.5,76.9,702,3246,0.111,97.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1335,48.5,66.9,807,2450,0.165,93.9,Pothole Pre-Damping Softening Active
GENESIS-G90-1336,16.3,108.5,498,3255,0.19,93.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1337,51.8,85.2,634,2512,0.28,93.9,Pothole Pre-Damping Softening Active
GENESIS-G90-1338,7.3,70.9,761,3632,0.129,98.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1339,5.3,60.2,897,3668,0.142,97.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1340,30.7,103.9,520,2979,0.21,95.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1341,8.1,47.4,1139,3499,0.145,96.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1342,5.0,88.4,611,3684,0.142,96.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1343,36.8,79.0,683,2702,0.194,94.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1344,7.0,69.9,773,3647,0.188,93.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1345,5.2,35.0,1542,3718,0.14,95.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1346,29.3,72.1,749,3012,0.221,96.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1347,18.3,96.8,558,3160,0.128,94.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1348,5.0,96.0,563,3597,0.14,95.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1349,18.6,53.4,1012,3283,0.174,96.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1350,5.0,58.0,930,3649,0.161,96.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1351,11.0,102.6,526,3556,0.158,95.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1352,11.2,86.4,625,3490,0.148,98.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1353,12.0,108.5,498,3479,0.121,96.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1354,45.2,84.4,640,2411,0.246,95.5,Pothole Pre-Damping Softening Active
GENESIS-G90-1355,28.7,57.2,945,3161,0.203,95.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1356,36.1,48.0,1126,2905,0.199,96.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1357,6.0,82.6,654,3607,0.123,95.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1358,12.3,91.0,593,3545,0.123,96.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1359,12.0,79.0,683,3381,0.171,95.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1360,10.9,109.3,494,3621,0.094,98.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1361,11.6,82.3,656,3795,0.142,96.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1362,46.1,44.6,1210,2479,0.242,94.0,Pothole Pre-Damping Softening Active
GENESIS-G90-1363,17.3,46.5,1162,3329,0.151,95.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1364,14.3,79.8,677,3494,0.174,94.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1365,73.8,75.1,719,1564,0.354,92.8,Pothole Pre-Damping Softening Active
GENESIS-G90-1366,10.9,46.0,1174,3447,0.154,97.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1367,5.0,56.6,953,3653,0.158,97.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1368,28.9,67.6,799,3067,0.233,93.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1369,14.9,30.6,1766,3378,0.155,96.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1370,14.0,96.8,558,3592,0.143,96.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1371,9.2,86.5,624,3619,0.15,96.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1372,49.0,105.6,511,2460,0.264,92.4,Pothole Pre-Damping Softening Active
GENESIS-G90-1373,16.5,30.5,1768,3277,0.156,95.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1374,31.1,84.9,636,2906,0.159,95.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1375,15.1,59.1,914,3293,0.201,96.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1376,18.3,72.0,750,3329,0.196,96.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1377,40.8,38.7,1395,2535,0.316,94.3,Pothole Pre-Damping Softening Active
GENESIS-G90-1378,22.8,60.6,891,3302,0.137,96.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1379,38.9,96.1,562,2648,0.245,93.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1380,6.7,88.3,612,3509,0.183,96.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1381,5.0,77.3,698,3679,0.102,97.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1382,19.8,61.3,881,3321,0.127,95.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1383,53.6,49.6,1088,2373,0.332,94.0,Pothole Pre-Damping Softening Active
GENESIS-G90-1384,12.4,61.5,878,3258,0.118,95.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1385,31.1,77.5,697,3098,0.222,94.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1386,65.0,89.8,601,2077,0.335,92.3,Pothole Pre-Damping Softening Active
GENESIS-G90-1387,48.4,66.8,809,2551,0.221,92.8,Pothole Pre-Damping Softening Active
GENESIS-G90-1388,6.3,30.1,1794,3500,0.153,97.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1389,14.7,83.0,651,3275,0.141,95.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1390,56.6,75.2,718,2158,0.299,92.8,Pothole Pre-Damping Softening Active
GENESIS-G90-1391,10.7,38.9,1388,3603,0.205,97.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1392,28.0,56.5,955,2782,0.185,93.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1393,5.0,86.7,623,3574,0.159,96.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1394,95.0,66.3,815,1200,0.428,91.1,Pothole Pre-Damping Softening Active
GENESIS-G90-1395,15.5,31.5,1713,3367,0.089,98.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1396,6.9,53.2,1016,3753,0.204,94.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1397,31.1,97.4,554,3006,0.193,96.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1398,22.1,87.3,618,3290,0.171,95.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1399,26.1,98.1,551,3103,0.172,97.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1400,5.0,51.5,1048,3747,0.141,96.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1401,5.0,71.0,760,3648,0.08,99.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1402,69.0,62.4,866,1764,0.337,92.9,Pothole Pre-Damping Softening Active
GENESIS-G90-1403,6.6,94.3,572,3675,0.115,99.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1404,92.3,40.9,1322,1200,0.318,91.0,Pothole Pre-Damping Softening Active
GENESIS-G90-1405,7.1,82.1,658,3676,0.126,98.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1406,5.0,51.5,1048,3651,0.091,98.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1407,12.5,32.2,1678,3387,0.151,95.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1408,6.8,74.7,723,3587,0.115,98.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1409,10.3,57.0,948,3497,0.124,98.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1410,64.3,104.9,515,1930,0.287,95.2,Pothole Pre-Damping Softening Active
GENESIS-G90-1411,30.2,44.8,1206,2786,0.229,95.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1412,28.4,51.6,1046,3048,0.19,96.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1413,6.4,83.2,649,3743,0.133,95.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1414,5.4,49.5,1092,3498,0.117,95.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1415,45.6,104.5,517,2567,0.218,96.1,Pothole Pre-Damping Softening Active
GENESIS-G90-1416,7.9,82.3,656,3435,0.181,96.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1417,37.5,108.7,497,2817,0.209,92.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1418,26.4,94.7,570,3069,0.24,95.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1419,29.5,89.2,605,2935,0.181,96.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1420,25.7,66.4,813,3271,0.254,95.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1421,48.0,49.6,1089,2470,0.244,95.4,Pothole Pre-Damping Softening Active
GENESIS-G90-1422,41.2,52.1,1037,2311,0.248,96.5,Pothole Pre-Damping Softening Active
GENESIS-G90-1423,5.0,62.2,868,3732,0.135,97.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1424,5.0,31.6,1711,3828,0.144,95.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1425,95.0,94.8,569,1200,0.349,95.4,Pothole Pre-Damping Softening Active
GENESIS-G90-1426,11.9,45.7,1182,3471,0.178,95.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1427,80.7,66.2,816,1577,0.332,92.6,Pothole Pre-Damping Softening Active
GENESIS-G90-1428,20.3,101.4,532,3080,0.179,96.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1429,29.1,106.5,507,2949,0.245,94.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1430,30.8,96.1,562,2675,0.152,96.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1431,5.0,54.2,996,3637,0.14,96.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1432,28.5,94.1,574,2993,0.205,97.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1433,8.7,33.7,1602,3426,0.138,97.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1434,68.9,87.9,614,1845,0.357,92.2,Pothole Pre-Damping Softening Active
GENESIS-G90-1435,16.3,60.6,891,3553,0.136,96.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1436,11.0,94.1,574,3640,0.171,95.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1437,24.2,60.4,894,3112,0.16,94.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1438,37.1,109.1,495,2496,0.27,96.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1439,61.5,90.7,595,2111,0.269,96.5,Pothole Pre-Damping Softening Active
GENESIS-G90-1440,14.8,36.6,1474,3422,0.177,96.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1441,41.7,64.7,835,2282,0.212,97.5,Pothole Pre-Damping Softening Active
GENESIS-G90-1442,20.5,90.2,599,3188,0.148,96.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1443,29.1,63.1,856,3084,0.234,93.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1444,15.1,103.9,520,3168,0.158,94.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1445,5.0,90.3,598,3669,0.166,95.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1446,8.8,68.9,784,3486,0.102,97.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1447,45.7,73.9,730,2617,0.246,94.4,Pothole Pre-Damping Softening Active
GENESIS-G90-1448,41.3,104.2,518,2475,0.218,96.7,Pothole Pre-Damping Softening Active
GENESIS-G90-1449,27.5,89.9,601,3139,0.249,94.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1450,19.7,103.5,522,3207,0.189,97.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1451,5.3,101.6,531,3595,0.126,97.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1452,16.7,80.8,668,3319,0.158,96.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1453,24.8,104.1,519,3143,0.165,94.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1454,22.5,56.9,949,3174,0.173,94.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1455,5.0,94.9,569,3664,0.083,98.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1456,46.1,32.3,1671,2614,0.224,94.6,Pothole Pre-Damping Softening Active
GENESIS-G90-1457,5.0,98.8,547,3828,0.144,96.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1458,19.6,100.8,536,3185,0.19,94.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1459,40.3,34.5,1565,2535,0.282,94.7,Pothole Pre-Damping Softening Active
GENESIS-G90-1460,31.3,50.6,1067,3172,0.249,95.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1461,14.3,70.8,762,3360,0.142,95.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1462,10.5,88.4,611,3593,0.117,95.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1463,6.0,103.4,522,3584,0.122,94.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1464,6.4,62.4,866,3418,0.157,97.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1465,41.0,69.7,774,2677,0.209,95.9,Pothole Pre-Damping Softening Active
GENESIS-G90-1466,5.0,45.3,1191,3739,0.115,96.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1467,25.2,73.1,739,3020,0.204,96.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1468,5.0,30.7,1760,3613,0.08,97.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1469,5.0,77.7,695,3743,0.108,97.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1470,10.6,42.3,1278,3556,0.113,96.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1471,16.4,106.3,508,3278,0.166,94.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1472,10.8,73.5,735,3630,0.097,98.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1473,5.8,93.3,579,3801,0.116,98.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1474,22.8,79.0,684,3452,0.215,96.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1475,59.9,61.7,875,2285,0.342,93.4,Pothole Pre-Damping Softening Active
GENESIS-G90-1476,35.5,98.6,548,2750,0.19,96.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1477,5.0,31.1,1735,3776,0.144,97.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1478,15.9,65.3,827,3418,0.109,95.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1479,42.9,62.0,870,2645,0.19,95.7,Pothole Pre-Damping Softening Active
GENESIS-G90-1480,5.8,97.5,554,3404,0.117,98.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1481,13.9,43.6,1239,3264,0.155,93.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1482,10.6,39.1,1380,3755,0.155,96.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1483,5.0,100.2,539,3690,0.165,96.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1484,17.9,32.9,1639,3356,0.111,97.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1485,6.8,96.8,558,3553,0.108,98.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1486,11.9,74.2,728,3349,0.169,96.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1487,11.4,67.2,804,3360,0.155,95.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1488,14.1,108.7,497,3571,0.16,95.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1489,37.8,35.0,1543,2569,0.204,96.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1490,27.2,79.8,677,3119,0.223,94.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1491,35.4,75.5,715,3013,0.27,95.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1492,6.3,69.7,775,3519,0.181,95.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1493,5.0,107.4,503,3816,0.08,97.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1494,32.9,87.4,618,2798,0.21,95.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1495,5.0,67.8,796,3751,0.112,98.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1496,5.0,72.5,745,3691,0.115,96.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1497,5.0,42.7,1264,3740,0.165,94.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1498,61.3,31.7,1704,2146,0.273,97.2,Pothole Pre-Damping Softening Active
GENESIS-G90-1499,55.5,30.9,1747,2445,0.289,94.7,Pothole Pre-Damping Softening Active
GENESIS-G90-1500,8.2,37.3,1447,3574,0.169,96.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1501,13.4,77.3,699,3394,0.203,95.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1502,30.8,86.8,622,3021,0.233,94.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1503,52.6,72.5,744,2394,0.289,93.4,Pothole Pre-Damping Softening Active
GENESIS-G90-1504,5.0,81.5,663,3815,0.109,98.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1505,48.8,43.8,1234,2585,0.244,93.0,Pothole Pre-Damping Softening Active
GENESIS-G90-1506,5.0,54.8,986,3813,0.138,96.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1507,22.8,51.9,1041,3220,0.183,93.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1508,13.6,36.4,1485,3262,0.095,97.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1509,5.0,49.3,1095,3671,0.172,95.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1510,49.6,101.0,535,2326,0.25,97.0,Pothole Pre-Damping Softening Active
GENESIS-G90-1511,13.9,84.7,638,3388,0.17,96.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1512,35.3,89.4,604,3119,0.203,93.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1513,8.1,66.6,810,3479,0.176,97.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1514,11.9,76.1,710,3479,0.181,94.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1515,5.0,93.2,579,3579,0.12,96.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1516,7.5,102.9,525,3516,0.101,96.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1517,20.5,84.6,638,3221,0.162,97.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1518,54.6,91.4,591,2185,0.276,92.9,Pothole Pre-Damping Softening Active
GENESIS-G90-1519,45.2,37.1,1454,2544,0.23,96.5,Pothole Pre-Damping Softening Active
GENESIS-G90-1520,19.7,41.1,1314,3256,0.244,95.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1521,37.2,104.9,515,2658,0.181,95.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1522,5.0,65.4,826,3477,0.084,98.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1523,18.1,102.1,529,3312,0.094,95.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1524,55.4,99.8,541,2087,0.266,93.3,Pothole Pre-Damping Softening Active
GENESIS-G90-1525,45.6,33.6,1606,2512,0.261,94.7,Pothole Pre-Damping Softening Active
GENESIS-G90-1526,5.0,41.4,1303,3838,0.152,96.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1527,9.0,64.1,842,3430,0.202,98.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1528,5.0,89.3,605,3784,0.08,97.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1529,17.2,106.8,506,3372,0.186,94.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1530,35.3,65.2,828,2884,0.193,94.8,Nominal Magic Carpet Luxury Ride
