Fleet_ID,Truck_Model,Cargo_Weight_kg,Wind_Resistance_Cd,Tire_Pressure_PSI,Hill_Elevation_m,Average_Speed_MPH,Fuel_Economy_MPG
TRUCK-6295,EcoVan 2500,17861,0.579,81.4,925.6,78.5,4.5
TRUCK-6296,EcoVan 2500,12539,0.419,97.9,239.7,56.1,6.62
TRUCK-6297,AeroTruck V6,15022,0.354,99.4,679.7,69.4,5.59
TRUCK-6298,UrbanDelivery 4x2,11316,0.664,107.3,124.1,66.2,5.48
TRUCK-6299,EcoVan 2500,13421,0.594,104.2,165.8,69.9,4.58
TRUCK-6300,TransHaul Heavy 8,2707,0.486,101.6,326.7,62.6,7.74
TRUCK-6301,EcoVan 2500,2832,0.465,114.1,281.8,62.0,8.81
TRUCK-6302,TransHaul Heavy 8,6277,0.512,96.9,311.5,63.4,6.98
TRUCK-6303,AeroTruck V6,15296,0.402,107.6,354.2,62.4,6.41
TRUCK-6304,EcoVan 2500,8538,0.591,113.5,242.1,51.6,7.03
TRUCK-6305,UrbanDelivery 4x2,17574,0.442,115.3,21.8,42.0,5.22
TRUCK-6306,AeroTruck V6,4502,0.607,97.3,337.0,59.2,7.4
TRUCK-6307,UrbanDelivery 4x2,16650,0.393,113.1,66.0,60.0,6.1
TRUCK-6308,TransHaul Heavy 8,2503,0.61,110.7,443.5,68.3,8.31
TRUCK-6309,TransHaul Heavy 8,15067,0.578,104.5,422.8,51.4,5.02
TRUCK-6310,EcoVan 2500,12742,0.472,104.2,1110.5,63.4,5.46
TRUCK-6311,TransHaul Heavy 8,3750,0.487,103.6,11.6,69.1,8.47
TRUCK-6312,TransHaul Heavy 8,8844,0.689,97.3,330.4,62.4,5.63
TRUCK-6313,EcoVan 2500,12849,0.501,118.2,316.5,73.5,5.88
TRUCK-6314,EcoVan 2500,17591,0.62,109.2,16.2,72.8,4.5
TRUCK-6315,TransHaul Heavy 8,2541,0.708,114.3,140.2,66.3,6.67
TRUCK-6316,EcoVan 2500,2991,0.401,103.0,123.4,60.5,9.23
TRUCK-6317,AeroTruck V6,12016,0.475,98.9,1534.5,51.0,5.45
TRUCK-6318,UrbanDelivery 4x2,8536,0.584,101.3,109.8,62.9,6.81
TRUCK-6319,AeroTruck V6,14444,0.689,104.0,168.0,57.9,5.29
TRUCK-6320,AeroTruck V6,2037,0.371,104.4,132.8,56.1,9.33
TRUCK-6321,UrbanDelivery 4x2,13676,0.522,97.4,14.7,58.8,5.6
TRUCK-6322,TransHaul Heavy 8,3643,0.471,102.2,253.0,60.0,8.35
TRUCK-6323,TransHaul Heavy 8,15368,0.356,110.0,540.7,46.5,5.8
TRUCK-6324,UrbanDelivery 4x2,7410,0.575,110.9,125.5,63.6,7.72
TRUCK-6325,UrbanDelivery 4x2,2497,0.714,97.0,157.8,63.1,6.73
TRUCK-6326,EcoVan 2500,5757,0.498,111.3,214.8,76.2,6.6
TRUCK-6327,UrbanDelivery 4x2,10756,0.687,103.4,47.2,50.5,6.28
TRUCK-6328,UrbanDelivery 4x2,15843,0.534,101.0,471.9,61.9,5.08
TRUCK-6329,TransHaul Heavy 8,4202,0.581,101.9,168.5,66.0,7.79
TRUCK-6330,TransHaul Heavy 8,4853,0.372,98.6,262.4,71.8,8.01
TRUCK-6331,TransHaul Heavy 8,4553,0.444,108.7,441.5,57.1,8.63
TRUCK-6332,UrbanDelivery 4x2,4747,0.432,99.5,121.9,68.2,7.86
TRUCK-6333,UrbanDelivery 4x2,4770,0.366,105.9,28.6,48.4,8.36
TRUCK-6334,AeroTruck V6,5000,0.521,93.4,488.1,69.3,6.41
TRUCK-6335,AeroTruck V6,12134,0.49,109.3,577.7,67.9,5.99
TRUCK-6336,AeroTruck V6,15140,0.393,95.2,781.1,59.8,5.23
TRUCK-6337,TransHaul Heavy 8,11781,0.711,98.2,639.1,75.0,4.5
TRUCK-6338,TransHaul Heavy 8,3522,0.443,104.2,218.0,74.6,6.96
TRUCK-6339,TransHaul Heavy 8,17991,0.637,102.7,394.6,76.8,4.5
TRUCK-6340,EcoVan 2500,16572,0.575,120.5,1645.0,73.3,4.5
TRUCK-6341,TransHaul Heavy 8,8906,0.436,111.3,250.3,57.6,7.93
TRUCK-6342,UrbanDelivery 4x2,4895,0.47,100.1,710.2,63.1,6.77
TRUCK-6343,TransHaul Heavy 8,16142,0.402,91.7,212.2,48.9,6.04
TRUCK-6344,AeroTruck V6,14348,0.363,112.7,20.6,59.2,7.29
TRUCK-6345,UrbanDelivery 4x2,17823,0.359,111.1,312.8,48.9,6.3
TRUCK-6346,EcoVan 2500,17342,0.352,91.6,557.2,65.0,4.58
TRUCK-6347,UrbanDelivery 4x2,3270,0.693,96.7,48.1,69.2,7.25
TRUCK-6348,AeroTruck V6,17073,0.702,95.5,67.5,49.7,4.5
TRUCK-6349,EcoVan 2500,13691,0.435,105.3,1074.8,47.5,6.25
TRUCK-6350,UrbanDelivery 4x2,14300,0.47,89.1,210.9,71.5,4.5
TRUCK-6351,EcoVan 2500,4273,0.427,104.3,233.2,53.8,8.12
TRUCK-6352,TransHaul Heavy 8,13942,0.445,103.8,45.1,66.5,6.39
TRUCK-6353,UrbanDelivery 4x2,17087,0.554,92.5,13.1,77.2,4.5
TRUCK-6354,UrbanDelivery 4x2,10750,0.43,109.5,167.2,42.3,6.67
TRUCK-6355,AeroTruck V6,6194,0.511,106.4,20.2,62.0,8.5
TRUCK-6356,EcoVan 2500,7345,0.458,113.9,202.8,57.1,7.85
TRUCK-6357,TransHaul Heavy 8,13173,0.695,106.3,849.7,62.7,4.79
TRUCK-6358,UrbanDelivery 4x2,3910,0.412,116.4,1540.9,55.3,8.13
TRUCK-6359,AeroTruck V6,17319,0.68,104.1,845.3,62.1,4.5
TRUCK-6360,TransHaul Heavy 8,15418,0.594,89.8,103.5,73.0,4.5
TRUCK-6361,TransHaul Heavy 8,10895,0.604,104.0,187.9,59.0,5.85
TRUCK-6362,EcoVan 2500,16178,0.572,98.6,750.6,57.4,4.62
TRUCK-6363,UrbanDelivery 4x2,11160,0.718,115.5,3.9,62.2,6.15
TRUCK-6364,EcoVan 2500,10407,0.5,99.6,1065.9,59.1,5.55
TRUCK-6365,UrbanDelivery 4x2,16937,0.522,103.4,426.8,58.9,5.64
TRUCK-6366,UrbanDelivery 4x2,3418,0.508,110.3,30.8,76.1,8.18
TRUCK-6367,AeroTruck V6,13259,0.626,106.7,319.3,60.5,5.73
TRUCK-6368,TransHaul Heavy 8,10394,0.437,107.2,5.1,54.2,7.66
TRUCK-6369,UrbanDelivery 4x2,6929,0.591,124.1,91.7,73.1,7.05
TRUCK-6370,AeroTruck V6,6103,0.468,104.5,167.9,58.7,8.85
TRUCK-6371,EcoVan 2500,15403,0.425,100.1,343.7,63.2,6.45
TRUCK-6372,EcoVan 2500,5893,0.363,99.3,338.4,53.8,8.87
TRUCK-6373,TransHaul Heavy 8,11198,0.363,102.4,1421.4,53.7,5.99
TRUCK-6374,AeroTruck V6,5950,0.673,105.2,928.6,63.5,6.21
TRUCK-6375,EcoVan 2500,5438,0.657,113.4,156.9,56.6,8.24
TRUCK-6376,AeroTruck V6,3085,0.4,108.6,532.2,65.3,8.5
TRUCK-6377,UrbanDelivery 4x2,5820,0.664,102.1,474.1,52.7,7.3
TRUCK-6378,TransHaul Heavy 8,15102,0.352,111.1,769.7,64.2,5.69
TRUCK-6379,UrbanDelivery 4x2,2688,0.472,99.0,2.3,60.7,8.87
TRUCK-6380,AeroTruck V6,9832,0.405,98.3,262.1,62.5,6.77
TRUCK-6381,AeroTruck V6,4766,0.469,118.2,67.5,66.6,8.22
TRUCK-6382,AeroTruck V6,7368,0.682,105.5,87.4,64.5,6.62
TRUCK-6383,UrbanDelivery 4x2,12288,0.642,94.0,348.3,58.6,5.47
TRUCK-6384,TransHaul Heavy 8,16237,0.532,102.1,60.0,48.1,5.12
TRUCK-6385,TransHaul Heavy 8,8938,0.539,104.0,103.5,66.9,5.96
TRUCK-6386,EcoVan 2500,2263,0.68,117.2,137.6,61.4,8.62
TRUCK-6387,UrbanDelivery 4x2,17922,0.479,99.9,100.7,67.8,4.73
TRUCK-6388,UrbanDelivery 4x2,11760,0.599,100.7,56.3,57.7,5.63
TRUCK-6389,UrbanDelivery 4x2,7265,0.685,114.1,85.0,62.8,6.86
TRUCK-6390,TransHaul Heavy 8,4478,0.492,86.5,185.2,51.7,7.41
TRUCK-6391,TransHaul Heavy 8,14595,0.643,107.8,143.0,58.8,5.3
TRUCK-6392,AeroTruck V6,17531,0.448,114.3,138.2,65.1,5.91
TRUCK-6393,AeroTruck V6,14718,0.52,113.4,124.8,71.2,5.85
TRUCK-6394,AeroTruck V6,8507,0.543,113.1,300.2,51.9,7.35
TRUCK-6395,UrbanDelivery 4x2,3527,0.648,92.0,984.3,55.4,6.23
TRUCK-6396,TransHaul Heavy 8,11250,0.567,107.9,89.2,69.5,6.04
TRUCK-6397,TransHaul Heavy 8,6788,0.619,99.5,294.0,79.8,5.47
TRUCK-6398,AeroTruck V6,12613,0.381,115.5,114.4,55.6,7.72
TRUCK-6399,EcoVan 2500,15502,0.612,118.2,7.0,68.9,5.4
TRUCK-6400,EcoVan 2500,13267,0.424,102.5,21.3,60.9,6.39
TRUCK-6401,TransHaul Heavy 8,5000,0.6,109.4,430.7,58.1,7.69
TRUCK-6402,TransHaul Heavy 8,17915,0.602,106.1,1049.6,70.2,4.5
TRUCK-6403,UrbanDelivery 4x2,9432,0.503,102.0,453.0,62.9,6.74
TRUCK-6404,AeroTruck V6,6376,0.464,107.0,267.2,58.1,8.31
TRUCK-6405,AeroTruck V6,3494,0.633,109.2,592.2,64.7,7.93
TRUCK-6406,UrbanDelivery 4x2,11635,0.706,106.7,194.7,75.7,4.5
TRUCK-6407,TransHaul Heavy 8,11108,0.688,110.5,103.2,63.9,5.38
TRUCK-6408,TransHaul Heavy 8,2736,0.458,110.9,702.9,63.3,8.57
TRUCK-6409,UrbanDelivery 4x2,13685,0.356,108.6,400.7,69.0,6.35
TRUCK-6410,AeroTruck V6,15195,0.58,105.9,403.9,52.6,5.5
TRUCK-6411,UrbanDelivery 4x2,10365,0.387,108.5,485.7,65.5,7.04
TRUCK-6412,AeroTruck V6,3360,0.506,100.8,492.0,56.1,7.4
TRUCK-6413,UrbanDelivery 4x2,3984,0.389,109.5,36.8,56.1,9.8
TRUCK-6414,AeroTruck V6,5658,0.387,100.1,1032.4,71.4,6.29
TRUCK-6415,AeroTruck V6,7547,0.666,105.6,623.5,76.2,4.89
TRUCK-6416,TransHaul Heavy 8,6798,0.516,108.4,150.6,67.9,7.34
TRUCK-6417,UrbanDelivery 4x2,16496,0.68,104.5,713.5,56.2,4.6
TRUCK-6418,AeroTruck V6,4347,0.48,92.8,286.1,55.2,8.16
TRUCK-6419,EcoVan 2500,15480,0.536,96.0,857.9,69.5,4.59
TRUCK-6420,AeroTruck V6,7976,0.42,105.9,95.7,67.7,8.19
TRUCK-6421,TransHaul Heavy 8,10694,0.36,109.6,855.5,72.8,6.3
TRUCK-6422,EcoVan 2500,8761,0.616,114.9,171.6,58.6,7.68
TRUCK-6423,UrbanDelivery 4x2,11946,0.497,107.9,960.4,67.8,5.46
TRUCK-6424,TransHaul Heavy 8,12080,0.712,103.6,343.6,59.8,5.46
TRUCK-6425,EcoVan 2500,7465,0.684,102.2,575.6,64.8,5.66
TRUCK-6426,EcoVan 2500,10212,0.507,97.1,208.2,47.4,5.94
TRUCK-6427,AeroTruck V6,10981,0.446,115.0,123.9,58.4,7.43
TRUCK-6428,TransHaul Heavy 8,7101,0.569,104.6,1441.0,67.2,5.85
TRUCK-6429,TransHaul Heavy 8,4622,0.37,100.6,15.2,69.7,8.35
TRUCK-6430,EcoVan 2500,17117,0.507,112.7,12.8,71.7,5.49
TRUCK-6431,AeroTruck V6,12015,0.514,100.4,430.5,78.4,4.5
TRUCK-6432,UrbanDelivery 4x2,4869,0.46,108.6,61.5,69.8,7.83
TRUCK-6433,AeroTruck V6,10734,0.708,103.8,89.9,56.4,6.65
TRUCK-6434,EcoVan 2500,6631,0.574,102.8,408.8,46.8,7.42
TRUCK-6435,UrbanDelivery 4x2,11516,0.362,92.8,626.4,55.0,6.35
TRUCK-6436,UrbanDelivery 4x2,11335,0.518,108.6,112.4,60.0,6.07
TRUCK-6437,AeroTruck V6,8783,0.385,113.3,134.9,51.3,8.23
TRUCK-6438,EcoVan 2500,8553,0.553,90.2,403.2,62.2,5.78
TRUCK-6439,EcoVan 2500,17259,0.556,110.0,82.8,69.1,5.0
TRUCK-6440,EcoVan 2500,7190,0.582,96.2,583.1,73.2,5.4
TRUCK-6441,UrbanDelivery 4x2,3887,0.539,94.8,1060.4,60.3,6.68
TRUCK-6442,UrbanDelivery 4x2,10821,0.519,108.9,620.5,46.6,6.26
TRUCK-6443,EcoVan 2500,12722,0.561,99.2,105.9,61.2,5.94
TRUCK-6444,EcoVan 2500,15630,0.709,120.2,1.2,61.6,5.91
TRUCK-6445,TransHaul Heavy 8,7362,0.711,109.4,534.6,55.9,6.86
TRUCK-6446,EcoVan 2500,17740,0.507,95.4,58.6,68.3,4.55
TRUCK-6447,TransHaul Heavy 8,9703,0.371,95.6,224.2,63.9,6.73
TRUCK-6448,TransHaul Heavy 8,9722,0.564,105.7,34.4,61.3,6.9
TRUCK-6449,EcoVan 2500,8964,0.36,107.3,435.7,59.3,7.99
TRUCK-6450,TransHaul Heavy 8,2925,0.413,113.3,212.5,70.1,8.37
TRUCK-6451,AeroTruck V6,5393,0.62,118.4,512.6,58.3,7.56
TRUCK-6452,UrbanDelivery 4x2,6873,0.4,94.0,464.2,60.2,6.63
TRUCK-6453,TransHaul Heavy 8,16702,0.682,119.1,469.5,55.8,5.09
TRUCK-6454,EcoVan 2500,6124,0.351,105.7,437.9,55.1,8.26
TRUCK-6455,EcoVan 2500,14260,0.41,92.9,455.5,46.6,5.33
TRUCK-6456,TransHaul Heavy 8,7468,0.549,97.3,436.3,61.7,6.4
TRUCK-6457,AeroTruck V6,6694,0.554,97.0,250.7,63.8,6.6
TRUCK-6458,TransHaul Heavy 8,10680,0.685,96.0,258.2,68.9,4.93
TRUCK-6459,UrbanDelivery 4x2,7615,0.431,110.1,544.7,66.6,7.2
TRUCK-6460,AeroTruck V6,2593,0.365,106.2,32.6,62.0,9.58
TRUCK-6461,AeroTruck V6,17277,0.701,99.0,612.7,56.4,4.5
TRUCK-6462,EcoVan 2500,2626,0.537,101.7,354.3,53.1,7.6
TRUCK-6463,UrbanDelivery 4x2,3116,0.448,94.0,45.7,48.5,7.36
TRUCK-6464,AeroTruck V6,2343,0.436,87.7,227.0,55.4,8.04
TRUCK-6465,UrbanDelivery 4x2,7123,0.714,109.7,849.1,49.4,6.81
TRUCK-6466,TransHaul Heavy 8,10252,0.709,108.7,1055.3,60.1,5.55
TRUCK-6467,TransHaul Heavy 8,11318,0.353,105.4,287.6,66.2,7.56
TRUCK-6468,EcoVan 2500,8912,0.508,123.0,428.0,48.8,8.26
TRUCK-6469,AeroTruck V6,5688,0.578,92.4,150.6,63.6,6.88
TRUCK-6470,TransHaul Heavy 8,11664,0.379,96.5,11.8,68.5,6.8
TRUCK-6471,UrbanDelivery 4x2,4080,0.69,107.3,523.1,54.5,7.81
TRUCK-6472,UrbanDelivery 4x2,3730,0.607,99.6,185.2,65.8,7.15
TRUCK-6473,AeroTruck V6,4667,0.452,103.0,704.4,66.2,7.24
TRUCK-6474,UrbanDelivery 4x2,4232,0.384,92.8,612.2,60.3,8.13
TRUCK-6475,EcoVan 2500,6926,0.497,97.6,418.3,60.9,6.1
TRUCK-6476,EcoVan 2500,12541,0.562,104.2,1850.9,64.5,4.63
TRUCK-6477,AeroTruck V6,15254,0.676,109.0,50.9,54.2,5.85
TRUCK-6478,AeroTruck V6,5003,0.598,112.5,366.7,55.1,7.87
TRUCK-6479,UrbanDelivery 4x2,14150,0.673,97.4,2.2,65.4,4.64
TRUCK-6480,UrbanDelivery 4x2,3372,0.658,96.3,431.6,46.1,7.19
TRUCK-6481,EcoVan 2500,4970,0.576,118.8,212.5,73.4,7.76
TRUCK-6482,AeroTruck V6,17176,0.585,93.5,810.5,65.8,4.5
TRUCK-6483,EcoVan 2500,2703,0.472,110.1,157.8,63.3,8.99
TRUCK-6484,TransHaul Heavy 8,8092,0.35,107.4,952.2,58.4,7.77
TRUCK-6485,UrbanDelivery 4x2,2973,0.463,112.2,29.2,63.7,9.69
TRUCK-6486,TransHaul Heavy 8,10867,0.608,102.9,6.3,67.5,6.29
TRUCK-6487,UrbanDelivery 4x2,12416,0.704,100.6,283.4,60.7,5.11
TRUCK-6488,EcoVan 2500,5098,0.489,109.5,70.8,63.5,9.46
TRUCK-6489,EcoVan 2500,2647,0.397,102.1,134.0,64.0,8.46
TRUCK-6490,AeroTruck V6,14690,0.515,93.6,623.6,57.9,4.65
TRUCK-6491,UrbanDelivery 4x2,11488,0.431,94.4,311.4,64.9,5.95
TRUCK-6492,EcoVan 2500,7116,0.487,108.9,310.0,55.6,7.28
TRUCK-6493,EcoVan 2500,4321,0.556,107.5,161.5,59.7,8.74
TRUCK-6494,AeroTruck V6,15588,0.45,100.1,226.1,56.7,5.42
TRUCK-6495,AeroTruck V6,2656,0.52,106.4,468.3,68.5,8.28
TRUCK-6496,TransHaul Heavy 8,9874,0.563,90.1,853.9,62.9,5.0
TRUCK-6497,UrbanDelivery 4x2,7923,0.534,110.7,920.9,71.7,6.52
TRUCK-6498,AeroTruck V6,2729,0.707,98.1,176.6,66.5,7.06
TRUCK-6499,EcoVan 2500,9377,0.624,103.2,264.7,50.1,6.26
TRUCK-6500,UrbanDelivery 4x2,14863,0.502,92.8,243.7,66.9,4.75
TRUCK-6501,TransHaul Heavy 8,9913,0.388,113.5,143.6,67.7,7.33
TRUCK-6502,EcoVan 2500,5167,0.35,115.3,95.0,56.0,9.52
TRUCK-6503,UrbanDelivery 4x2,9863,0.682,87.9,1447.3,63.1,4.5
TRUCK-6504,EcoVan 2500,4905,0.479,101.1,262.2,67.0,7.51
TRUCK-6505,UrbanDelivery 4x2,15498,0.677,112.9,28.4,59.6,5.2
TRUCK-6506,TransHaul Heavy 8,17621,0.637,107.5,33.9,63.5,4.5
TRUCK-6507,UrbanDelivery 4x2,13053,0.543,100.3,29.5,62.8,5.82
TRUCK-6508,EcoVan 2500,9751,0.509,97.2,655.6,67.5,5.48
TRUCK-6509,AeroTruck V6,6077,0.521,103.7,60.6,72.9,6.79
TRUCK-6510,TransHaul Heavy 8,4860,0.691,105.7,819.7,58.9,6.41
TRUCK-6511,TransHaul Heavy 8,17661,0.398,109.6,148.3,48.9,6.2
TRUCK-6512,TransHaul Heavy 8,4994,0.669,113.7,115.0,73.6,7.42
TRUCK-6513,UrbanDelivery 4x2,4217,0.667,85.7,11.9,52.7,6.77
TRUCK-6514,AeroTruck V6,14867,0.582,104.9,17.3,65.5,5.06
TRUCK-6515,EcoVan 2500,7889,0.461,102.5,399.3,57.0,7.96
TRUCK-6516,UrbanDelivery 4x2,11956,0.464,109.3,723.9,69.2,6.18
TRUCK-6517,AeroTruck V6,4478,0.57,118.6,147.6,72.2,7.93
TRUCK-6518,AeroTruck V6,9578,0.61,90.5,768.2,62.7,5.54
TRUCK-6519,AeroTruck V6,17415,0.601,116.1,8.3,57.1,5.94
TRUCK-6520,AeroTruck V6,5750,0.538,108.9,112.0,61.2,8.04
TRUCK-6521,TransHaul Heavy 8,11957,0.597,102.2,56.3,69.9,5.75
TRUCK-6522,UrbanDelivery 4x2,13690,0.528,108.2,211.1,67.4,5.32
TRUCK-6523,UrbanDelivery 4x2,9337,0.596,110.9,418.1,74.1,5.77
TRUCK-6524,EcoVan 2500,9664,0.634,97.9,31.2,63.2,6.6
TRUCK-6525,UrbanDelivery 4x2,8947,0.386,117.0,151.1,67.0,8.46
TRUCK-6526,EcoVan 2500,3688,0.717,109.2,382.7,58.3,7.76
TRUCK-6527,EcoVan 2500,17941,0.499,103.8,584.9,64.9,5.15
TRUCK-6528,AeroTruck V6,15706,0.469,95.5,77.3,83.7,4.5
TRUCK-6529,EcoVan 2500,3093,0.507,109.1,748.7,60.8,8.45
TRUCK-6530,AeroTruck V6,9863,0.588,111.3,71.0,70.9,7.01
TRUCK-6531,UrbanDelivery 4x2,6854,0.37,94.6,783.6,66.8,6.92
TRUCK-6532,UrbanDelivery 4x2,8429,0.501,96.9,402.2,64.0,5.95
TRUCK-6533,EcoVan 2500,10162,0.599,100.1,160.7,77.1,4.98
TRUCK-6534,AeroTruck V6,4026,0.541,116.0,214.8,58.4,8.77
TRUCK-6535,TransHaul Heavy 8,10259,0.358,98.0,103.7,63.4,7.16
TRUCK-6536,EcoVan 2500,9792,0.585,106.7,747.4,70.5,5.82
TRUCK-6537,EcoVan 2500,9871,0.556,101.7,617.4,66.1,5.57
TRUCK-6538,AeroTruck V6,4064,0.672,102.1,768.5,75.2,5.09
TRUCK-6539,TransHaul Heavy 8,2362,0.559,115.7,335.8,72.5,8.35
TRUCK-6540,UrbanDelivery 4x2,2873,0.516,104.8,24.3,51.6,8.0
TRUCK-6541,UrbanDelivery 4x2,9170,0.702,111.4,561.2,58.0,6.36
TRUCK-6542,AeroTruck V6,4178,0.512,97.1,93.9,51.8,8.41
TRUCK-6543,UrbanDelivery 4x2,2917,0.439,104.5,198.6,62.4,8.51
TRUCK-6544,EcoVan 2500,10669,0.54,92.0,96.7,66.6,5.97
TRUCK-6545,UrbanDelivery 4x2,3579,0.631,100.7,406.3,65.9,7.21
TRUCK-6546,TransHaul Heavy 8,16183,0.612,120.5,904.1,60.1,4.74
TRUCK-6547,AeroTruck V6,4468,0.461,110.2,827.5,65.3,8.05
TRUCK-6548,AeroTruck V6,10182,0.395,127.2,19.9,67.8,7.86
TRUCK-6549,UrbanDelivery 4x2,12015,0.529,108.1,400.1,61.7,6.48
TRUCK-6550,TransHaul Heavy 8,4510,0.358,90.8,291.3,73.6,6.62
TRUCK-6551,EcoVan 2500,6011,0.378,91.5,1010.5,66.7,6.37
TRUCK-6552,UrbanDelivery 4x2,11991,0.507,101.4,429.2,71.3,5.32
TRUCK-6553,UrbanDelivery 4x2,15248,0.669,101.0,1290.0,78.3,4.5
TRUCK-6554,UrbanDelivery 4x2,10604,0.377,114.3,257.8,52.0,7.4
TRUCK-6555,EcoVan 2500,11230,0.534,116.2,177.6,66.9,6.73
TRUCK-6556,EcoVan 2500,16519,0.508,116.0,357.5,59.5,5.64
TRUCK-6557,UrbanDelivery 4x2,8567,0.503,109.4,40.2,58.3,6.9
TRUCK-6558,AeroTruck V6,4958,0.512,100.3,500.4,59.9,7.79
TRUCK-6559,UrbanDelivery 4x2,12279,0.65,110.4,88.4,62.8,6.28
TRUCK-6560,UrbanDelivery 4x2,14577,0.533,103.3,471.9,66.4,4.83
TRUCK-6561,AeroTruck V6,3332,0.683,103.5,517.5,64.6,6.91
TRUCK-6562,UrbanDelivery 4x2,16766,0.553,102.8,580.0,61.1,4.86
TRUCK-6563,TransHaul Heavy 8,15129,0.669,103.0,622.5,85.6,4.5
TRUCK-6564,AeroTruck V6,7915,0.498,111.7,29.5,63.6,7.72
TRUCK-6565,UrbanDelivery 4x2,8605,0.374,102.7,15.7,62.2,7.67
TRUCK-6566,UrbanDelivery 4x2,15709,0.377,97.6,60.5,54.9,6.06
TRUCK-6567,UrbanDelivery 4x2,7535,0.599,99.8,32.3,62.2,7.01
TRUCK-6568,UrbanDelivery 4x2,16364,0.523,83.2,131.2,65.6,4.82
TRUCK-6569,UrbanDelivery 4x2,8717,0.694,103.8,13.8,71.2,6.07
TRUCK-6570,EcoVan 2500,7844,0.421,99.2,1251.6,64.4,6.88
TRUCK-6571,EcoVan 2500,11408,0.659,106.4,4.5,55.9,6.24
TRUCK-6572,EcoVan 2500,15961,0.67,89.0,329.0,56.6,4.5
TRUCK-6573,TransHaul Heavy 8,4114,0.697,95.7,640.3,62.4,6.99
TRUCK-6574,EcoVan 2500,4275,0.395,95.2,1267.9,69.5,7.12
TRUCK-6575,EcoVan 2500,17537,0.661,106.6,586.7,59.5,4.5
TRUCK-6576,EcoVan 2500,14450,0.72,105.9,634.1,80.5,4.5
TRUCK-6577,TransHaul Heavy 8,4415,0.399,104.3,203.1,66.1,8.15
TRUCK-6578,TransHaul Heavy 8,4853,0.629,120.6,113.5,54.6,8.74
TRUCK-6579,AeroTruck V6,8217,0.703,103.7,2092.0,59.6,4.76
TRUCK-6580,TransHaul Heavy 8,17525,0.653,100.0,354.6,62.4,4.5
TRUCK-6581,AeroTruck V6,15657,0.714,109.7,105.7,80.0,4.5
TRUCK-6582,AeroTruck V6,14424,0.505,100.2,1.9,68.3,5.96
TRUCK-6583,AeroTruck V6,11925,0.52,110.6,327.9,68.9,6.03
TRUCK-6584,AeroTruck V6,2059,0.362,102.4,277.0,71.1,8.6
TRUCK-6585,EcoVan 2500,9895,0.592,102.8,98.5,55.1,5.78
TRUCK-6586,UrbanDelivery 4x2,8149,0.417,100.6,1557.0,64.3,5.94
TRUCK-6587,EcoVan 2500,16446,0.616,108.7,356.0,53.1,5.33
TRUCK-6588,UrbanDelivery 4x2,17460,0.666,102.1,393.5,53.4,4.5
TRUCK-6589,TransHaul Heavy 8,10074,0.607,103.3,915.6,45.9,5.66
TRUCK-6590,AeroTruck V6,4064,0.669,120.7,16.9,65.2,8.66
TRUCK-6591,EcoVan 2500,15041,0.435,108.0,312.7,73.4,5.1
TRUCK-6592,EcoVan 2500,10056,0.692,110.1,185.8,77.2,5.56
TRUCK-6593,TransHaul Heavy 8,15442,0.606,101.0,517.4,51.2,4.81
TRUCK-6594,TransHaul Heavy 8,10967,0.42,108.1,1984.6,70.3,5.52
TRUCK-6595,EcoVan 2500,16718,0.624,103.0,461.3,70.8,4.5
TRUCK-6596,AeroTruck V6,12546,0.588,109.5,89.6,59.1,6.09
TRUCK-6597,EcoVan 2500,15089,0.373,97.9,334.5,59.5,5.6
TRUCK-6598,TransHaul Heavy 8,10403,0.584,101.7,458.6,59.9,6.56
TRUCK-6599,TransHaul Heavy 8,4551,0.414,107.1,351.6,60.0,8.15
TRUCK-6600,UrbanDelivery 4x2,10136,0.661,104.6,747.1,57.4,5.64
TRUCK-6601,TransHaul Heavy 8,8050,0.5,101.9,84.2,62.2,6.95
TRUCK-6602,UrbanDelivery 4x2,17256,0.595,116.1,5.0,63.1,5.67
TRUCK-6603,TransHaul Heavy 8,4894,0.39,106.0,243.0,55.8,8.11
TRUCK-6604,UrbanDelivery 4x2,14768,0.422,102.4,302.0,65.6,5.51
TRUCK-6605,TransHaul Heavy 8,17735,0.357,113.3,114.8,68.9,5.37
TRUCK-6606,EcoVan 2500,12060,0.664,113.4,228.8,62.4,6.08
TRUCK-6607,TransHaul Heavy 8,8082,0.578,102.9,162.8,50.5,6.76
TRUCK-6608,EcoVan 2500,14430,0.523,112.7,304.9,58.5,5.93
TRUCK-6609,EcoVan 2500,9134,0.678,99.9,0.2,62.9,6.49
TRUCK-6610,UrbanDelivery 4x2,8544,0.397,107.9,220.0,63.0,7.74
TRUCK-6611,TransHaul Heavy 8,7062,0.417,97.6,323.2,62.6,7.6
TRUCK-6612,UrbanDelivery 4x2,13985,0.625,94.8,758.7,62.5,4.63
TRUCK-6613,UrbanDelivery 4x2,10305,0.398,96.7,65.2,57.7,6.43
TRUCK-6614,TransHaul Heavy 8,10026,0.424,106.4,180.0,65.6,7.46
TRUCK-6615,TransHaul Heavy 8,9012,0.448,120.0,522.7,54.4,8.08
TRUCK-6616,TransHaul Heavy 8,11368,0.549,108.1,858.6,44.1,5.72
TRUCK-6617,AeroTruck V6,2828,0.427,97.5,1135.4,57.0,7.79
TRUCK-6618,UrbanDelivery 4x2,8206,0.6,107.9,396.3,70.4,6.07
