RDE_Trip_ID,Exhaust_Gas_Temp_C,AdBlue_Dosing_mg_s,SCR_Catalyst_Efficiency_pct,Tailpipe_NOx_mg_km,Euro7_Status
STLA-RDE-5270,244.6,41.4,84.3,28.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5271,374.7,11.5,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5272,174.5,21.8,78.9,39.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5273,140.6,10.1,84.6,26.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5274,155.2,49.0,38.7,122.1,Emissions Exceedance Flag
STLA-RDE-5275,166.5,30.3,67.4,56.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5276,249.2,23.9,91.5,15.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-5277,173.1,82.6,18.6,160.4,Emissions Exceedance Flag
STLA-RDE-5278,358.1,34.6,97.1,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5279,322.4,19.8,97.3,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5280,285.7,57.4,87.4,24.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5281,221.2,12.9,93.3,13.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5282,342.3,40.9,95.8,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5283,412.9,66.3,97.3,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5284,242.6,47.1,81.7,36.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5285,160.1,45.7,46.5,114.1,Emissions Exceedance Flag
STLA-RDE-5286,165.5,15.4,83.2,31.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5287,562.1,40.0,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5288,167.6,20.9,77.9,41.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5289,246.3,28.0,89.6,19.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5290,187.8,13.0,89.5,20.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5291,330.2,75.0,90.9,17.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-5292,331.5,44.5,94.7,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5293,456.5,20.5,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5294,202.9,61.4,59.3,62.4,Emissions Exceedance Flag
STLA-RDE-5295,518.2,22.5,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5296,154.0,60.8,22.7,142.6,Emissions Exceedance Flag
STLA-RDE-5297,412.8,74.7,97.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5298,196.7,71.3,48.7,107.2,Emissions Exceedance Flag
STLA-RDE-5299,140.4,37.8,42.4,120.6,Emissions Exceedance Flag
STLA-RDE-5300,212.6,78.9,54.1,88.8,Emissions Exceedance Flag
STLA-RDE-5301,218.7,45.0,75.9,43.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5302,323.0,19.3,97.4,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5303,153.8,65.2,16.8,150.5,Emissions Exceedance Flag
STLA-RDE-5304,316.2,81.2,88.1,18.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-5305,158.4,79.2,10.0,160.2,Emissions Exceedance Flag
STLA-RDE-5306,184.4,17.9,84.9,31.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5307,311.3,49.3,92.3,16.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5308,200.7,37.7,74.3,47.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5309,236.4,61.2,74.1,51.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5310,185.8,53.7,55.3,89.1,Emissions Exceedance Flag
STLA-RDE-5311,251.5,72.5,74.9,48.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5312,216.1,23.0,87.2,22.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5313,326.9,20.9,97.3,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5314,317.7,57.0,91.8,15.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5315,166.0,44.8,51.5,87.9,Emissions Exceedance Flag
STLA-RDE-5316,354.2,38.1,96.6,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5317,223.9,83.9,58.0,87.1,Emissions Exceedance Flag
STLA-RDE-5318,149.6,79.5,10.0,180.0,Emissions Exceedance Flag
STLA-RDE-5319,207.3,72.8,54.5,104.3,Emissions Exceedance Flag
STLA-RDE-5320,181.3,72.7,35.8,126.9,Emissions Exceedance Flag
STLA-RDE-5321,254.8,29.9,90.1,19.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5322,183.0,25.6,77.9,40.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5323,141.8,14.2,78.8,36.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-5324,140.5,12.4,81.2,30.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5325,489.5,70.8,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5326,184.8,53.1,55.2,75.0,Emissions Exceedance Flag
STLA-RDE-5327,243.8,16.4,93.7,14.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5328,283.4,71.5,83.8,31.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5329,140.0,50.4,22.9,172.3,Emissions Exceedance Flag
STLA-RDE-5330,284.6,14.6,96.8,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5331,293.9,42.5,91.6,17.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5332,158.9,73.9,11.9,180.0,Emissions Exceedance Flag
STLA-RDE-5333,147.4,57.1,20.8,166.8,Emissions Exceedance Flag
STLA-RDE-5334,188.0,62.3,49.7,102.8,Emissions Exceedance Flag
STLA-RDE-5335,174.2,37.1,63.9,62.7,Emissions Exceedance Flag
STLA-RDE-5336,229.3,35.0,83.7,26.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5337,222.5,64.2,67.2,62.0,Emissions Exceedance Flag
STLA-RDE-5338,264.1,26.3,92.3,15.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5339,321.7,19.7,97.3,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5340,319.9,68.6,90.5,17.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5341,276.6,26.3,93.5,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5342,190.3,76.0,40.4,109.4,Emissions Exceedance Flag
STLA-RDE-5343,275.1,18.6,95.3,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5344,217.9,36.6,80.2,39.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5345,315.5,22.3,96.7,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5346,276.6,83.7,79.3,37.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5347,285.4,45.7,89.9,19.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5348,275.4,77.8,80.4,30.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5349,168.6,38.2,60.1,76.9,Emissions Exceedance Flag
STLA-RDE-5350,275.7,24.9,93.8,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5351,221.0,49.7,74.1,47.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5352,195.7,64.5,53.0,91.2,Emissions Exceedance Flag
STLA-RDE-5353,195.2,50.2,63.2,74.3,Emissions Exceedance Flag
STLA-RDE-5354,140.8,77.3,10.0,175.5,Emissions Exceedance Flag
STLA-RDE-5355,382.5,31.3,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5356,510.6,20.2,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5357,275.5,46.2,88.4,18.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5358,461.0,83.9,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5359,183.2,28.0,75.9,47.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5360,327.7,42.5,94.7,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5361,222.8,81.4,58.7,93.7,Emissions Exceedance Flag
STLA-RDE-5362,213.4,53.4,69.2,60.9,Emissions Exceedance Flag
STLA-RDE-5363,221.0,15.1,92.2,16.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5364,233.6,73.4,67.7,64.9,Emissions Exceedance Flag
STLA-RDE-5365,318.2,30.6,95.6,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5366,253.2,34.5,88.3,24.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5367,197.5,23.4,83.4,31.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5368,156.5,20.4,74.9,43.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5369,202.2,68.8,54.0,85.2,Emissions Exceedance Flag
STLA-RDE-5370,155.6,48.5,39.7,119.4,Emissions Exceedance Flag
STLA-RDE-5371,144.6,24.8,64.3,64.7,Emissions Exceedance Flag
STLA-RDE-5372,384.0,82.6,95.1,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5373,205.4,68.4,56.2,87.8,Emissions Exceedance Flag
STLA-RDE-5374,170.0,42.1,56.7,71.4,Emissions Exceedance Flag
STLA-RDE-5375,302.1,43.1,92.4,13.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-5376,284.9,82.7,81.7,31.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5377,281.1,81.4,81.0,42.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5378,299.1,43.3,92.1,15.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5379,215.0,55.4,68.7,61.3,Emissions Exceedance Flag
STLA-RDE-5380,292.0,77.6,84.3,28.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5381,251.1,56.1,80.5,37.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5382,276.4,16.7,95.8,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5383,385.2,50.2,97.1,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5384,148.5,64.3,12.1,163.7,Emissions Exceedance Flag
STLA-RDE-5385,236.6,20.0,91.6,18.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5386,287.3,52.3,88.8,20.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5387,237.2,43.2,81.9,29.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5388,192.5,66.5,49.4,93.5,Emissions Exceedance Flag
STLA-RDE-5389,153.5,12.2,84.4,28.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5390,144.9,28.0,59.8,73.9,Emissions Exceedance Flag
STLA-RDE-5391,579.5,20.9,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5392,313.6,19.3,97.1,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5393,172.2,10.0,90.0,19.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-5394,419.1,81.2,97.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5395,172.8,56.1,44.6,114.8,Emissions Exceedance Flag
STLA-RDE-5396,154.7,76.2,10.0,161.2,Emissions Exceedance Flag
STLA-RDE-5397,526.7,45.7,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5398,162.0,32.4,63.0,62.4,Emissions Exceedance Flag
STLA-RDE-5399,258.7,27.2,91.4,16.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5400,217.9,16.8,90.9,15.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5401,150.0,48.6,34.9,109.8,Emissions Exceedance Flag
STLA-RDE-5402,224.3,67.4,66.4,64.8,Emissions Exceedance Flag
STLA-RDE-5403,184.7,37.8,68.1,58.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-5404,179.7,29.7,73.2,48.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5405,165.1,29.2,68.0,59.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5406,428.8,71.7,97.7,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5407,396.0,45.1,97.7,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5408,206.0,80.7,48.8,83.6,Emissions Exceedance Flag
STLA-RDE-5409,424.1,58.5,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5410,370.0,14.1,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5411,176.8,69.7,34.6,117.2,Emissions Exceedance Flag
STLA-RDE-5412,347.9,79.7,92.4,12.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5413,145.7,32.3,54.1,84.5,Emissions Exceedance Flag
STLA-RDE-5414,172.7,43.7,56.7,91.1,Emissions Exceedance Flag
STLA-RDE-5415,364.8,44.0,96.6,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5416,145.0,13.5,80.6,35.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5417,840.5,37.4,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5418,155.9,56.3,30.2,138.4,Emissions Exceedance Flag
STLA-RDE-5419,233.7,29.1,87.2,26.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5420,275.1,40.1,89.9,20.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5421,155.1,71.3,10.7,150.8,Emissions Exceedance Flag
STLA-RDE-5422,141.3,60.7,10.0,180.0,Emissions Exceedance Flag
STLA-RDE-5423,292.9,65.9,86.8,27.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5424,231.6,47.6,78.5,39.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5425,186.7,59.1,51.4,97.7,Emissions Exceedance Flag
STLA-RDE-5426,148.1,39.3,46.0,101.5,Emissions Exceedance Flag
STLA-RDE-5427,208.8,70.8,56.7,72.2,Emissions Exceedance Flag
STLA-RDE-5428,172.5,40.1,60.1,72.1,Emissions Exceedance Flag
STLA-RDE-5429,214.5,57.4,67.5,66.9,Emissions Exceedance Flag
STLA-RDE-5430,143.7,33.2,51.6,93.5,Emissions Exceedance Flag
STLA-RDE-5431,197.7,42.6,69.7,60.4,Emissions Exceedance Flag
STLA-RDE-5432,140.8,25.8,60.9,71.4,Emissions Exceedance Flag
STLA-RDE-5433,199.2,76.7,46.6,100.0,Emissions Exceedance Flag
STLA-RDE-5434,433.9,83.9,97.4,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5435,222.5,18.5,90.6,19.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5436,148.6,40.7,44.4,105.8,Emissions Exceedance Flag
STLA-RDE-5437,483.1,58.6,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5438,173.1,57.5,43.4,117.3,Emissions Exceedance Flag
STLA-RDE-5439,415.4,63.4,97.5,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5440,190.5,49.1,61.6,68.7,Emissions Exceedance Flag
STLA-RDE-5441,363.9,54.8,95.8,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5442,291.9,80.7,83.7,34.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5443,148.9,32.2,56.1,87.7,Emissions Exceedance Flag
STLA-RDE-5444,215.0,70.0,60.5,76.5,Emissions Exceedance Flag
STLA-RDE-5445,185.9,68.4,43.2,114.0,Emissions Exceedance Flag
STLA-RDE-5446,309.3,36.8,94.1,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5447,248.9,37.8,86.5,22.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5448,200.4,56.0,61.6,68.6,Emissions Exceedance Flag
STLA-RDE-5449,179.2,22.5,79.6,38.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5450,260.9,74.3,77.3,44.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-5451,159.0,22.0,73.8,51.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5452,171.1,43.8,55.6,96.2,Emissions Exceedance Flag
STLA-RDE-5453,438.0,64.4,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5454,264.9,43.5,87.4,20.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5455,161.1,65.1,24.7,138.5,Emissions Exceedance Flag
STLA-RDE-5456,187.8,70.7,42.7,110.6,Emissions Exceedance Flag
STLA-RDE-5457,187.6,31.7,74.2,39.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5458,315.4,62.4,90.8,18.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5459,395.8,52.1,97.4,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5460,193.2,82.9,37.5,121.0,Emissions Exceedance Flag
STLA-RDE-5461,454.5,53.5,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5462,188.5,30.5,75.5,48.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5463,312.8,56.8,91.3,16.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-5464,678.0,36.0,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5465,274.5,66.5,83.0,32.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5466,592.8,51.6,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5467,192.2,16.5,87.4,22.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5468,273.1,36.4,90.6,18.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5469,162.0,32.8,62.5,71.7,Emissions Exceedance Flag
STLA-RDE-5470,178.2,29.6,72.7,42.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5471,225.7,16.4,92.0,15.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5472,228.5,27.3,87.2,25.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5473,264.7,78.9,77.1,45.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5474,301.7,35.3,93.7,12.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5475,278.2,52.2,87.3,23.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5476,166.8,59.2,36.5,109.0,Emissions Exceedance Flag
STLA-RDE-5477,150.9,57.8,23.4,152.1,Emissions Exceedance Flag
STLA-RDE-5478,141.0,18.3,72.3,47.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5479,184.5,75.2,36.3,125.0,Emissions Exceedance Flag
STLA-RDE-5480,531.0,58.8,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5481,302.5,19.7,96.5,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5482,283.8,19.6,95.6,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5483,203.8,26.4,82.7,34.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5484,797.1,19.0,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5485,262.1,68.4,79.4,35.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5486,154.1,61.7,21.7,169.5,Emissions Exceedance Flag
STLA-RDE-5487,243.5,48.3,81.4,39.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5488,313.0,18.5,97.2,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5489,145.2,46.3,33.7,138.8,Emissions Exceedance Flag
STLA-RDE-5490,286.2,79.3,82.7,35.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5491,203.0,25.0,83.5,31.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5492,233.6,33.3,85.3,29.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5493,240.4,22.6,90.9,17.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5494,181.6,80.9,28.9,141.8,Emissions Exceedance Flag
STLA-RDE-5495,185.2,32.8,72.5,51.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5496,216.1,15.8,91.2,16.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5497,165.1,57.8,36.6,106.0,Emissions Exceedance Flag
STLA-RDE-5498,188.6,67.0,46.3,103.1,Emissions Exceedance Flag
STLA-RDE-5499,406.5,84.4,96.3,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5500,849.8,25.8,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5501,199.4,72.6,49.6,92.1,Emissions Exceedance Flag
STLA-RDE-5502,383.0,60.8,96.3,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5503,141.7,26.1,61.0,69.0,Emissions Exceedance Flag
STLA-RDE-5504,157.5,20.1,75.7,43.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5505,632.4,10.0,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5506,310.6,69.8,89.0,17.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-5507,188.8,83.0,33.7,108.6,Emissions Exceedance Flag
STLA-RDE-5508,289.8,21.7,95.5,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5509,149.5,74.6,10.0,180.0,Emissions Exceedance Flag
STLA-RDE-5510,273.5,18.8,95.1,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5511,208.3,75.9,53.2,92.1,Emissions Exceedance Flag
STLA-RDE-5512,502.6,51.1,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5513,204.8,28.6,81.5,35.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5514,177.3,45.6,57.5,81.8,Emissions Exceedance Flag
STLA-RDE-5515,293.4,61.8,87.8,20.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5516,245.5,65.2,75.6,43.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5517,333.0,76.4,91.1,18.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5518,236.7,27.3,88.5,23.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-5519,150.4,26.0,65.4,62.4,Emissions Exceedance Flag
STLA-RDE-5520,386.7,37.8,97.8,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5521,159.4,33.9,59.8,74.3,Emissions Exceedance Flag
STLA-RDE-5522,229.8,76.0,64.8,61.4,Emissions Exceedance Flag
STLA-RDE-5523,245.1,64.8,75.6,45.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5524,234.7,68.5,70.3,55.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5525,400.9,77.5,96.3,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5526,394.1,51.6,97.3,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5527,222.9,30.4,84.6,30.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5528,250.5,34.9,87.8,27.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5529,146.3,46.3,34.7,126.3,Emissions Exceedance Flag
STLA-RDE-5530,218.5,35.5,80.9,29.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5531,333.6,31.0,96.4,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5532,159.7,35.2,58.6,78.9,Emissions Exceedance Flag
STLA-RDE-5533,360.0,54.9,95.5,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5534,265.9,13.9,96.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5535,327.3,22.3,97.2,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5536,397.6,47.7,97.6,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5537,285.8,19.1,95.8,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5538,155.0,80.2,10.0,169.7,Emissions Exceedance Flag
STLA-RDE-5539,241.9,59.4,76.6,47.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5540,246.4,36.3,86.5,26.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5541,322.7,79.4,89.4,19.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5542,456.8,49.8,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5543,350.5,20.9,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5544,150.7,68.0,10.0,179.5,Emissions Exceedance Flag
STLA-RDE-5545,187.2,11.8,90.4,20.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-5546,363.7,60.4,95.3,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5547,279.8,81.7,80.6,33.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5548,327.7,25.3,96.8,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5549,251.8,72.6,74.9,44.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-5550,289.4,25.6,94.7,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5551,460.6,10.4,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5552,305.4,71.7,87.9,22.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5553,197.2,19.0,86.4,30.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5554,402.7,30.2,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5555,495.5,73.6,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5556,201.4,33.6,77.3,42.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5557,303.3,74.1,87.1,24.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5558,344.5,47.5,95.2,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5559,197.5,32.5,76.8,44.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5560,475.4,45.4,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5561,177.5,56.0,48.0,110.2,Emissions Exceedance Flag
STLA-RDE-5562,432.7,23.2,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5563,160.5,65.9,23.1,154.4,Emissions Exceedance Flag
STLA-RDE-5564,244.4,42.2,83.9,30.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-5565,282.3,50.0,88.5,23.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5566,144.6,81.6,10.0,165.3,Emissions Exceedance Flag
STLA-RDE-5567,288.4,15.7,96.7,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5568,270.4,58.9,84.1,31.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5569,175.3,51.5,50.7,85.9,Emissions Exceedance Flag
STLA-RDE-5570,265.3,42.8,87.7,25.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5571,246.9,82.4,69.6,53.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5572,196.0,44.5,67.7,59.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5573,341.8,67.0,93.0,14.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5574,159.0,33.1,60.7,68.4,Emissions Exceedance Flag
STLA-RDE-5575,222.4,56.2,71.3,53.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5576,390.8,63.0,96.6,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5577,207.5,58.0,63.9,71.1,Emissions Exceedance Flag
STLA-RDE-5578,185.0,60.8,48.9,100.0,Emissions Exceedance Flag
STLA-RDE-5579,507.8,74.0,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5580,282.1,69.3,84.0,29.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5581,198.1,33.9,76.1,46.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-5582,513.6,35.6,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5583,451.9,46.2,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5584,204.6,15.1,90.2,21.8,Euro 7 Compliant (<60mg/km)
