Chassis_Telemetry_ID,Lateral_Acceleration_G,Hydraulic_Circuit_Pressure_Bar,Vehicle_Body_Roll_deg,Straightaway_Compliance_pct,PCC_Active_State
MCLAREN-750S-1275,0.54,46.2,1.67,84.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1276,0.83,66.2,1.28,78.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1277,0.69,57.9,1.44,80.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1278,1.16,73.1,1.23,76.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1279,0.87,70.5,1.3,81.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1280,0.2,30.6,1.95,91.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1281,0.2,36.0,2.08,94.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1282,0.42,47.4,1.73,85.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1283,0.74,59.4,1.61,85.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1284,1.17,81.4,1.1,74.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1285,1.14,84.1,1.01,75.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1286,1.21,83.7,0.95,76.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1287,1.06,73.4,0.96,72.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1288,1.15,74.7,1.12,75.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1289,0.14,32.6,2.22,91.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1290,1.34,92.6,0.8,70.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1291,0.49,47.7,1.7,88.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1292,0.88,69.9,1.25,79.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1293,1.02,73.8,1.25,74.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1294,1.27,88.4,0.62,73.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1295,0.44,45.3,1.84,87.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1296,1.19,85.2,0.97,76.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1297,0.82,69.2,1.26,80.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1298,1.31,94.1,0.75,73.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1299,1.28,96.8,0.65,72.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1300,0.16,31.6,1.98,95.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1301,1.02,75.0,1.13,79.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1302,0.65,53.1,1.72,86.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1303,0.74,60.2,1.35,83.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1304,1.04,71.0,1.22,76.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1305,0.98,77.3,1.1,82.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1306,0.15,28.2,2.31,91.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1307,0.12,27.3,2.22,94.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1308,0.22,32.7,2.09,86.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1309,1.05,73.6,1.06,76.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1310,1.28,86.8,1.18,71.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1311,0.32,35.5,2.1,90.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1312,0.81,63.6,1.29,79.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1313,0.57,43.6,1.68,88.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1314,0.33,41.2,1.91,89.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1315,0.63,53.4,1.64,85.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1316,0.98,68.3,1.29,77.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1317,0.93,68.8,1.46,79.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1318,0.1,30.8,2.34,95.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1319,0.13,30.7,2.18,95.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1320,1.06,75.1,1.21,74.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1321,0.89,72.1,1.36,78.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1322,0.3,34.6,2.06,89.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1323,0.95,69.9,1.34,79.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1324,0.42,46.7,1.68,90.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1325,0.94,68.0,1.3,77.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1326,0.41,40.6,1.94,89.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1327,0.84,65.6,1.47,83.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1328,1.07,78.9,0.98,75.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1329,1.4,91.1,0.93,71.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1330,1.33,89.5,0.85,74.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1331,0.46,50.5,1.6,86.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1332,1.4,88.0,0.88,70.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1333,1.06,79.9,1.19,76.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1334,0.54,48.8,1.66,86.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1335,0.78,61.3,1.54,83.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1336,0.43,43.8,1.91,87.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1337,1.22,79.9,1.03,74.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1338,0.25,38.4,2.01,90.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1339,0.32,46.8,1.77,88.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1340,1.46,97.3,0.61,70.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1341,0.34,36.1,1.9,90.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1342,1.46,95.0,0.69,71.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1343,1.42,97.3,0.82,73.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1344,0.18,31.6,2.06,88.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1345,0.15,30.9,2.0,92.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1346,0.15,33.9,1.98,95.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1347,0.42,43.1,1.91,90.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1348,1.32,89.9,0.88,72.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1349,0.49,45.6,1.8,87.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1350,0.61,57.0,1.63,86.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1351,1.15,82.6,1.03,74.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1352,0.32,44.0,1.86,94.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1353,1.11,79.2,1.06,74.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1354,1.41,94.5,0.89,68.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1355,0.38,44.3,1.85,88.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1356,0.1,30.8,2.09,93.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1357,0.4,47.2,1.69,91.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1358,0.31,41.5,1.9,91.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1359,0.6,52.3,1.56,85.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1360,0.86,63.8,1.54,77.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1361,0.4,45.5,1.67,90.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1362,1.02,78.9,0.81,80.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1363,0.44,45.5,1.77,85.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1364,0.29,38.9,1.88,91.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1365,0.81,62.9,1.19,83.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1366,1.44,95.6,0.83,67.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1367,1.16,73.4,1.25,72.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1368,0.17,32.4,1.99,88.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1369,0.92,70.2,1.38,77.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1370,1.46,93.8,0.73,72.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1371,0.78,59.4,1.68,77.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1372,1.11,75.6,1.08,76.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1373,0.28,39.2,1.85,90.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1374,0.17,29.7,1.96,92.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1375,0.55,53.7,1.72,83.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1376,1.22,87.3,1.08,74.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1377,0.93,67.8,1.32,78.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1378,0.57,51.4,1.73,85.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1379,1.13,80.0,1.15,72.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1380,0.1,35.9,2.03,93.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1381,1.03,77.7,1.1,78.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1382,1.24,89.5,0.84,76.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1383,1.46,91.0,0.7,73.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1384,0.86,67.7,1.41,80.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1385,0.76,57.6,1.48,81.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1386,0.69,60.0,1.61,86.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1387,1.29,87.5,0.89,78.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1388,0.14,28.8,2.12,93.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1389,0.65,55.8,1.54,87.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1390,0.57,49.7,1.73,85.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1391,1.4,99.1,0.59,71.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1392,1.01,75.4,1.12,80.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1393,0.64,57.9,1.6,82.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1394,1.25,84.9,0.87,73.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1395,0.7,63.1,1.31,84.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1396,0.43,44.2,1.91,87.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1397,1.48,92.6,0.87,65.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1398,0.59,59.5,1.46,85.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1399,1.44,93.4,0.8,73.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1400,0.6,50.0,1.57,82.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1401,0.69,57.3,1.47,82.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1402,0.88,71.2,1.18,79.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1403,0.48,49.9,1.81,86.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1404,1.19,84.3,1.05,76.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1405,1.49,97.7,0.5,67.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1406,0.6,57.4,1.45,83.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1407,0.38,44.9,1.63,85.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1408,0.74,58.8,1.53,83.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1409,1.07,84.0,0.95,74.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1410,0.84,68.7,1.25,80.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1411,1.46,89.0,0.9,71.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1412,0.63,52.0,1.8,87.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1413,0.41,43.2,2.04,88.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1414,0.37,40.4,1.9,88.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1415,0.59,54.9,1.55,84.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1416,0.67,56.7,1.53,86.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1417,1.41,92.7,0.89,66.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1418,0.42,46.8,1.82,89.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1419,1.22,81.3,1.04,71.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1420,1.01,70.4,1.22,78.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1421,0.9,65.6,1.31,79.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1422,1.41,90.1,0.83,70.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1423,0.13,25.3,2.27,93.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1424,1.03,75.5,1.03,80.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1425,0.99,76.8,1.27,79.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1426,0.25,36.7,1.91,89.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1427,1.35,89.8,0.73,71.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1428,0.63,53.3,1.66,82.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1429,1.13,83.0,0.84,76.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1430,1.42,90.3,0.71,72.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1431,0.73,59.3,1.4,81.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1432,0.56,47.4,1.91,91.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1433,0.76,60.4,1.31,83.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1434,1.36,95.8,0.6,73.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1435,0.31,33.5,2.06,88.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1436,1.44,97.4,0.67,70.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1437,0.92,66.0,1.33,79.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1438,1.26,90.5,0.72,75.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1439,1.26,84.2,0.92,74.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1440,0.99,65.9,1.44,78.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1441,0.89,68.1,1.18,82.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1442,0.11,33.0,2.01,93.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1443,0.11,28.6,2.17,93.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1444,0.95,70.5,1.17,74.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1445,0.64,49.3,1.71,85.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1446,1.11,78.2,1.02,76.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1447,0.1,29.7,2.07,92.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1448,0.11,30.1,2.02,94.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1449,0.66,52.5,1.71,86.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1450,0.3,40.7,1.94,91.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1451,0.47,49.7,1.77,89.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1452,1.29,80.7,0.85,74.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1453,0.18,36.7,2.06,93.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1454,0.14,32.5,2.1,92.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1455,0.32,41.1,1.96,89.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1456,0.25,38.2,1.98,89.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1457,0.21,37.2,1.99,87.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1458,1.03,77.1,1.18,78.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1459,0.53,53.5,1.63,83.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1460,0.53,51.6,1.64,85.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1461,0.55,50.1,1.57,87.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1462,0.32,41.3,1.87,91.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1463,0.85,63.8,1.3,80.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1464,1.12,80.2,1.02,79.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1465,0.41,41.6,1.91,87.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1466,1.31,91.6,0.89,73.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1467,1.36,91.0,0.98,75.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1468,0.83,64.0,1.47,83.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1469,0.34,43.9,1.85,90.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1470,1.03,71.4,1.19,78.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1471,0.41,43.0,1.78,89.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1472,1.03,76.6,0.99,73.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1473,0.97,65.2,1.42,80.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1474,1.25,85.2,1.02,67.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1475,1.49,95.9,0.67,69.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1476,1.41,88.6,0.91,69.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1477,0.69,62.6,1.53,82.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1478,1.08,78.2,1.11,75.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1479,0.19,41.3,1.9,91.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1480,0.82,65.3,1.38,81.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1481,1.28,88.2,0.79,72.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1482,0.64,59.6,1.56,80.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1483,0.32,39.9,1.89,90.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1484,1.16,83.8,0.92,74.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1485,0.62,50.8,1.61,83.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1486,1.27,83.7,0.89,73.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1487,1.26,84.0,1.17,76.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1488,1.21,85.0,0.85,73.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1489,0.64,53.4,1.5,83.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1490,1.4,87.7,0.9,70.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1491,0.11,30.5,2.11,94.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1492,0.95,67.5,1.29,77.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1493,1.41,96.1,0.48,68.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1494,1.26,88.9,0.75,73.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1495,0.57,45.1,1.69,90.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1496,0.55,51.8,1.58,87.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1497,1.21,81.2,0.98,74.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1498,0.9,66.3,1.39,79.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1499,0.96,71.7,1.16,77.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1500,1.29,89.1,0.79,71.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1501,0.21,37.9,1.91,91.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1502,0.2,33.4,2.02,94.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1503,0.82,64.0,1.23,77.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1504,1.28,84.2,0.87,70.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1505,0.41,48.4,1.71,88.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1506,0.64,56.5,1.4,87.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1507,0.78,57.7,1.59,83.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1508,0.78,58.9,1.59,84.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1509,1.05,74.0,1.13,76.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1510,0.14,31.0,2.09,93.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1511,1.44,97.5,0.8,72.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1512,0.54,49.9,1.66,86.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1513,0.77,64.7,1.39,81.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1514,0.92,65.0,1.5,79.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1515,0.21,38.4,1.81,89.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1516,1.33,88.3,0.83,76.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1517,1.24,84.4,0.91,73.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1518,0.52,52.6,1.5,89.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1519,0.18,35.9,2.12,94.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1520,1.44,96.5,0.58,69.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1521,1.32,89.1,0.69,75.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1522,0.84,67.1,1.21,77.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1523,0.43,44.8,1.66,87.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1524,1.08,75.9,1.13,77.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1525,0.28,36.4,1.97,93.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1526,1.25,83.2,0.89,72.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1527,0.36,46.8,1.73,91.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1528,1.24,82.7,1.06,73.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1529,0.6,58.1,1.6,84.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1530,0.96,74.9,1.18,76.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1531,0.64,57.7,1.62,84.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1532,0.54,57.0,1.44,83.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1533,0.45,44.8,1.92,89.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1534,1.01,74.9,1.2,78.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1535,0.2,34.6,1.97,91.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1536,0.24,38.1,2.02,92.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1537,0.97,68.2,1.29,76.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1538,0.4,47.2,1.9,85.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1539,1.22,82.6,1.02,73.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1540,1.23,83.6,0.99,74.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1541,0.63,57.0,1.57,85.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1542,0.24,38.2,2.07,93.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1543,0.75,64.6,1.28,83.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1544,0.6,56.5,1.48,82.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1545,0.92,73.6,1.17,79.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1546,1.4,96.8,0.7,69.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1547,1.5,94.6,0.69,73.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1548,0.2,33.7,2.14,93.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1549,1.02,72.0,1.08,74.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1550,0.66,57.1,1.57,83.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1551,0.59,52.6,1.72,86.8,Comfort Mode Plush Cross-Linked Compliance
