Packet_ID,RF_Channel,Signal_Strength_RSSI_dBm,Packet_Latency_ms,Cell_Voltage_Report_V,Wireless_Link_Quality
GM-wBMS-1308,11,-66.2,8.3,3.956,Ultra-Reliable Wireless Telemetry
GM-wBMS-1309,25,-67.6,9.2,4.1,Ultra-Reliable Wireless Telemetry
GM-wBMS-1310,25,-58.7,6.77,3.704,Ultra-Reliable Wireless Telemetry
GM-wBMS-1311,25,-58.9,7.23,3.972,Ultra-Reliable Wireless Telemetry
GM-wBMS-1312,25,-67.5,8.58,4.046,Ultra-Reliable Wireless Telemetry
GM-wBMS-1313,26,-49.8,10.56,3.917,Ultra-Reliable Wireless Telemetry
GM-wBMS-1314,20,-52.4,5.88,3.995,Ultra-Reliable Wireless Telemetry
GM-wBMS-1315,26,-78.9,10.71,3.677,Ultra-Reliable Wireless Telemetry
GM-wBMS-1316,26,-67.6,16.33,4.134,Ultra-Reliable Wireless Telemetry
GM-wBMS-1317,15,-59.5,7.33,3.849,Ultra-Reliable Wireless Telemetry
GM-wBMS-1318,20,-81.5,10.79,4.128,Ultra-Reliable Wireless Telemetry
GM-wBMS-1319,15,-69.1,9.44,4.042,Ultra-Reliable Wireless Telemetry
GM-wBMS-1320,26,-54.4,7.88,3.895,Ultra-Reliable Wireless Telemetry
GM-wBMS-1321,11,-72.2,15.98,3.966,Ultra-Reliable Wireless Telemetry
GM-wBMS-1322,25,-52.0,8.04,3.681,Ultra-Reliable Wireless Telemetry
GM-wBMS-1323,11,-64.1,9.57,3.813,Ultra-Reliable Wireless Telemetry
GM-wBMS-1324,20,-58.8,7.26,3.774,Ultra-Reliable Wireless Telemetry
GM-wBMS-1325,25,-74.7,10.13,4.066,Ultra-Reliable Wireless Telemetry
GM-wBMS-1326,11,-66.1,8.04,3.908,Ultra-Reliable Wireless Telemetry
GM-wBMS-1327,25,-61.4,7.32,4.138,Ultra-Reliable Wireless Telemetry
GM-wBMS-1328,15,-76.7,13.91,4.067,Ultra-Reliable Wireless Telemetry
GM-wBMS-1329,25,-45.0,7.02,4.141,Ultra-Reliable Wireless Telemetry
GM-wBMS-1330,11,-69.4,9.53,4.144,Ultra-Reliable Wireless Telemetry
GM-wBMS-1331,26,-57.5,9.32,4.068,Ultra-Reliable Wireless Telemetry
GM-wBMS-1332,11,-59.3,7.24,3.756,Ultra-Reliable Wireless Telemetry
GM-wBMS-1333,25,-84.6,11.56,4.05,Ultra-Reliable Wireless Telemetry
GM-wBMS-1334,11,-53.3,5.7,4.006,Ultra-Reliable Wireless Telemetry
GM-wBMS-1335,20,-56.6,7.21,4.028,Ultra-Reliable Wireless Telemetry
GM-wBMS-1336,25,-70.9,11.23,3.718,Ultra-Reliable Wireless Telemetry
GM-wBMS-1337,25,-46.0,4.47,4.028,Ultra-Reliable Wireless Telemetry
GM-wBMS-1338,15,-75.3,10.64,3.864,Ultra-Reliable Wireless Telemetry
GM-wBMS-1339,20,-75.9,10.1,4.136,Ultra-Reliable Wireless Telemetry
GM-wBMS-1340,25,-73.9,11.76,3.744,Ultra-Reliable Wireless Telemetry
GM-wBMS-1341,25,-82.8,11.08,4.157,Ultra-Reliable Wireless Telemetry
GM-wBMS-1342,11,-60.5,8.29,3.696,Ultra-Reliable Wireless Telemetry
GM-wBMS-1343,11,-47.3,5.38,4.01,Ultra-Reliable Wireless Telemetry
GM-wBMS-1344,25,-73.1,11.84,4.098,Ultra-Reliable Wireless Telemetry
GM-wBMS-1345,15,-63.1,11.53,3.771,Ultra-Reliable Wireless Telemetry
GM-wBMS-1346,15,-73.3,9.46,3.998,Ultra-Reliable Wireless Telemetry
GM-wBMS-1347,20,-71.8,10.48,3.703,Ultra-Reliable Wireless Telemetry
GM-wBMS-1348,25,-46.4,4.98,3.945,Ultra-Reliable Wireless Telemetry
GM-wBMS-1349,20,-76.1,11.11,4.06,Ultra-Reliable Wireless Telemetry
GM-wBMS-1350,25,-78.5,10.61,3.984,Ultra-Reliable Wireless Telemetry
GM-wBMS-1351,20,-68.2,11.24,3.833,Ultra-Reliable Wireless Telemetry
GM-wBMS-1352,26,-70.3,8.95,3.807,Ultra-Reliable Wireless Telemetry
GM-wBMS-1353,15,-80.4,12.19,4.117,Ultra-Reliable Wireless Telemetry
GM-wBMS-1354,25,-50.9,6.84,3.876,Ultra-Reliable Wireless Telemetry
GM-wBMS-1355,15,-83.4,12.83,4.104,Ultra-Reliable Wireless Telemetry
GM-wBMS-1356,25,-47.8,5.69,3.971,Ultra-Reliable Wireless Telemetry
GM-wBMS-1357,26,-50.6,5.64,3.918,Ultra-Reliable Wireless Telemetry
GM-wBMS-1358,20,-68.7,9.16,3.957,Ultra-Reliable Wireless Telemetry
GM-wBMS-1359,11,-49.8,6.28,4.081,Ultra-Reliable Wireless Telemetry
GM-wBMS-1360,15,-80.5,13.14,3.86,Ultra-Reliable Wireless Telemetry
GM-wBMS-1361,26,-51.9,6.0,4.095,Ultra-Reliable Wireless Telemetry
GM-wBMS-1362,25,-72.4,9.59,4.177,Ultra-Reliable Wireless Telemetry
GM-wBMS-1363,26,-63.0,10.15,4.119,Ultra-Reliable Wireless Telemetry
GM-wBMS-1364,25,-69.4,9.88,3.975,Ultra-Reliable Wireless Telemetry
GM-wBMS-1365,25,-84.5,13.11,4.129,Ultra-Reliable Wireless Telemetry
GM-wBMS-1366,15,-47.5,7.25,3.727,Ultra-Reliable Wireless Telemetry
GM-wBMS-1367,20,-55.4,9.72,3.845,Ultra-Reliable Wireless Telemetry
GM-wBMS-1368,25,-81.3,11.91,3.9,Ultra-Reliable Wireless Telemetry
GM-wBMS-1369,11,-60.1,7.61,3.653,Ultra-Reliable Wireless Telemetry
GM-wBMS-1370,15,-54.0,6.96,4.044,Ultra-Reliable Wireless Telemetry
GM-wBMS-1371,25,-71.8,13.12,3.667,Ultra-Reliable Wireless Telemetry
GM-wBMS-1372,25,-55.4,6.43,4.171,Ultra-Reliable Wireless Telemetry
GM-wBMS-1373,20,-62.9,7.46,3.798,Ultra-Reliable Wireless Telemetry
GM-wBMS-1374,25,-68.4,8.63,3.902,Ultra-Reliable Wireless Telemetry
GM-wBMS-1375,11,-71.8,10.35,4.106,Ultra-Reliable Wireless Telemetry
GM-wBMS-1376,15,-76.4,10.98,3.799,Ultra-Reliable Wireless Telemetry
GM-wBMS-1377,20,-80.0,13.21,4.133,Ultra-Reliable Wireless Telemetry
GM-wBMS-1378,11,-50.1,6.74,3.664,Ultra-Reliable Wireless Telemetry
GM-wBMS-1379,26,-83.8,13.88,3.989,Ultra-Reliable Wireless Telemetry
GM-wBMS-1380,26,-78.9,10.69,3.95,Ultra-Reliable Wireless Telemetry
GM-wBMS-1381,26,-66.0,8.15,4.171,Ultra-Reliable Wireless Telemetry
GM-wBMS-1382,26,-77.4,10.43,4.157,Ultra-Reliable Wireless Telemetry
GM-wBMS-1383,15,-82.4,12.32,3.853,Ultra-Reliable Wireless Telemetry
GM-wBMS-1384,11,-59.0,7.3,3.665,Ultra-Reliable Wireless Telemetry
GM-wBMS-1385,25,-65.9,8.32,3.923,Ultra-Reliable Wireless Telemetry
GM-wBMS-1386,11,-79.5,10.87,4.013,Ultra-Reliable Wireless Telemetry
GM-wBMS-1387,11,-82.4,11.74,4.151,Ultra-Reliable Wireless Telemetry
GM-wBMS-1388,11,-61.6,8.96,4.07,Ultra-Reliable Wireless Telemetry
GM-wBMS-1389,15,-62.5,8.02,4.093,Ultra-Reliable Wireless Telemetry
GM-wBMS-1390,25,-70.9,11.69,3.833,Ultra-Reliable Wireless Telemetry
GM-wBMS-1391,26,-59.2,6.8,4.07,Ultra-Reliable Wireless Telemetry
GM-wBMS-1392,11,-81.3,12.39,3.736,Ultra-Reliable Wireless Telemetry
GM-wBMS-1393,11,-71.5,9.6,4.052,Ultra-Reliable Wireless Telemetry
GM-wBMS-1394,26,-56.4,6.38,3.928,Ultra-Reliable Wireless Telemetry
GM-wBMS-1395,20,-76.4,11.33,4.115,Ultra-Reliable Wireless Telemetry
GM-wBMS-1396,26,-51.4,6.31,4.049,Ultra-Reliable Wireless Telemetry
GM-wBMS-1397,15,-82.4,11.57,3.671,Ultra-Reliable Wireless Telemetry
GM-wBMS-1398,11,-48.2,4.88,4.074,Ultra-Reliable Wireless Telemetry
GM-wBMS-1399,25,-82.6,11.39,4.126,Ultra-Reliable Wireless Telemetry
GM-wBMS-1400,20,-55.9,6.72,3.872,Ultra-Reliable Wireless Telemetry
GM-wBMS-1401,25,-67.0,9.53,3.953,Ultra-Reliable Wireless Telemetry
GM-wBMS-1402,15,-70.7,9.91,3.836,Ultra-Reliable Wireless Telemetry
GM-wBMS-1403,15,-52.7,6.42,4.032,Ultra-Reliable Wireless Telemetry
GM-wBMS-1404,11,-52.2,5.6,3.954,Ultra-Reliable Wireless Telemetry
GM-wBMS-1405,25,-59.1,6.91,3.703,Ultra-Reliable Wireless Telemetry
GM-wBMS-1406,26,-57.9,7.32,3.731,Ultra-Reliable Wireless Telemetry
GM-wBMS-1407,15,-60.1,9.48,3.861,Ultra-Reliable Wireless Telemetry
GM-wBMS-1408,20,-70.6,9.43,3.937,Ultra-Reliable Wireless Telemetry
GM-wBMS-1409,20,-48.7,6.35,3.806,Ultra-Reliable Wireless Telemetry
GM-wBMS-1410,11,-70.3,10.94,3.658,Ultra-Reliable Wireless Telemetry
GM-wBMS-1411,11,-71.2,8.91,3.893,Ultra-Reliable Wireless Telemetry
GM-wBMS-1412,15,-68.8,12.86,3.894,Ultra-Reliable Wireless Telemetry
GM-wBMS-1413,11,-46.4,8.05,3.713,Ultra-Reliable Wireless Telemetry
GM-wBMS-1414,15,-57.9,7.05,3.671,Ultra-Reliable Wireless Telemetry
GM-wBMS-1415,26,-79.4,13.44,3.808,Ultra-Reliable Wireless Telemetry
GM-wBMS-1416,15,-46.7,5.19,3.721,Ultra-Reliable Wireless Telemetry
GM-wBMS-1417,20,-67.8,9.05,4.093,Ultra-Reliable Wireless Telemetry
GM-wBMS-1418,20,-65.4,9.39,4.057,Ultra-Reliable Wireless Telemetry
GM-wBMS-1419,26,-80.9,10.68,3.809,Ultra-Reliable Wireless Telemetry
GM-wBMS-1420,26,-64.1,9.25,3.776,Ultra-Reliable Wireless Telemetry
GM-wBMS-1421,20,-84.6,11.6,3.693,Ultra-Reliable Wireless Telemetry
GM-wBMS-1422,15,-53.0,5.66,3.983,Ultra-Reliable Wireless Telemetry
GM-wBMS-1423,15,-67.6,9.01,3.797,Ultra-Reliable Wireless Telemetry
GM-wBMS-1424,25,-57.2,6.45,4.02,Ultra-Reliable Wireless Telemetry
GM-wBMS-1425,15,-46.1,8.68,4.053,Ultra-Reliable Wireless Telemetry
GM-wBMS-1426,11,-70.9,10.85,3.669,Ultra-Reliable Wireless Telemetry
GM-wBMS-1427,15,-69.1,11.56,4.152,Ultra-Reliable Wireless Telemetry
GM-wBMS-1428,25,-49.4,5.99,4.156,Ultra-Reliable Wireless Telemetry
GM-wBMS-1429,26,-51.8,8.46,3.737,Ultra-Reliable Wireless Telemetry
GM-wBMS-1430,11,-50.2,5.27,3.798,Ultra-Reliable Wireless Telemetry
GM-wBMS-1431,26,-68.8,9.4,3.785,Ultra-Reliable Wireless Telemetry
GM-wBMS-1432,20,-74.7,10.74,3.658,Ultra-Reliable Wireless Telemetry
GM-wBMS-1433,25,-50.9,6.16,3.774,Ultra-Reliable Wireless Telemetry
GM-wBMS-1434,11,-48.4,6.52,3.762,Ultra-Reliable Wireless Telemetry
GM-wBMS-1435,26,-72.3,11.8,3.92,Ultra-Reliable Wireless Telemetry
GM-wBMS-1436,15,-68.4,9.44,3.921,Ultra-Reliable Wireless Telemetry
GM-wBMS-1437,26,-72.2,15.27,3.898,Ultra-Reliable Wireless Telemetry
GM-wBMS-1438,15,-61.7,7.38,3.726,Ultra-Reliable Wireless Telemetry
GM-wBMS-1439,11,-57.9,9.82,4.149,Ultra-Reliable Wireless Telemetry
GM-wBMS-1440,25,-50.5,5.35,4.07,Ultra-Reliable Wireless Telemetry
GM-wBMS-1441,11,-50.9,6.61,4.145,Ultra-Reliable Wireless Telemetry
GM-wBMS-1442,26,-66.8,10.61,3.919,Ultra-Reliable Wireless Telemetry
GM-wBMS-1443,25,-75.5,13.13,3.765,Ultra-Reliable Wireless Telemetry
GM-wBMS-1444,26,-78.5,11.26,3.851,Ultra-Reliable Wireless Telemetry
GM-wBMS-1445,25,-81.5,12.25,3.734,Ultra-Reliable Wireless Telemetry
GM-wBMS-1446,26,-59.8,7.09,4.101,Ultra-Reliable Wireless Telemetry
GM-wBMS-1447,15,-78.4,11.42,4.065,Ultra-Reliable Wireless Telemetry
GM-wBMS-1448,26,-50.8,5.41,3.737,Ultra-Reliable Wireless Telemetry
GM-wBMS-1449,11,-73.6,10.01,4.003,Ultra-Reliable Wireless Telemetry
GM-wBMS-1450,20,-53.3,5.99,4.162,Ultra-Reliable Wireless Telemetry
GM-wBMS-1451,15,-68.8,8.74,4.056,Ultra-Reliable Wireless Telemetry
GM-wBMS-1452,15,-84.8,12.27,3.659,Ultra-Reliable Wireless Telemetry
GM-wBMS-1453,25,-78.3,11.34,3.999,Ultra-Reliable Wireless Telemetry
GM-wBMS-1454,25,-48.3,8.05,4.054,Ultra-Reliable Wireless Telemetry
GM-wBMS-1455,15,-59.3,7.36,4.065,Ultra-Reliable Wireless Telemetry
GM-wBMS-1456,20,-65.7,9.14,3.951,Ultra-Reliable Wireless Telemetry
GM-wBMS-1457,11,-45.7,6.48,3.881,Ultra-Reliable Wireless Telemetry
GM-wBMS-1458,25,-75.7,11.39,3.923,Ultra-Reliable Wireless Telemetry
GM-wBMS-1459,15,-62.9,8.26,3.691,Ultra-Reliable Wireless Telemetry
GM-wBMS-1460,20,-68.1,10.29,3.941,Ultra-Reliable Wireless Telemetry
GM-wBMS-1461,20,-64.6,9.47,4.1,Ultra-Reliable Wireless Telemetry
GM-wBMS-1462,11,-84.3,11.86,4.056,Ultra-Reliable Wireless Telemetry
GM-wBMS-1463,11,-73.8,10.01,4.078,Ultra-Reliable Wireless Telemetry
GM-wBMS-1464,26,-56.5,7.89,3.661,Ultra-Reliable Wireless Telemetry
GM-wBMS-1465,20,-81.0,11.07,3.902,Ultra-Reliable Wireless Telemetry
GM-wBMS-1466,26,-54.4,6.23,4.019,Ultra-Reliable Wireless Telemetry
GM-wBMS-1467,11,-47.5,5.05,4.132,Ultra-Reliable Wireless Telemetry
GM-wBMS-1468,26,-72.3,9.19,3.69,Ultra-Reliable Wireless Telemetry
GM-wBMS-1469,20,-73.3,9.56,4.102,Ultra-Reliable Wireless Telemetry
GM-wBMS-1470,20,-67.3,9.63,3.93,Ultra-Reliable Wireless Telemetry
GM-wBMS-1471,11,-46.5,5.01,3.734,Ultra-Reliable Wireless Telemetry
GM-wBMS-1472,15,-63.6,8.78,4.107,Ultra-Reliable Wireless Telemetry
GM-wBMS-1473,26,-70.7,10.96,4.015,Ultra-Reliable Wireless Telemetry
GM-wBMS-1474,20,-72.0,9.42,3.967,Ultra-Reliable Wireless Telemetry
GM-wBMS-1475,15,-69.8,13.35,3.967,Ultra-Reliable Wireless Telemetry
GM-wBMS-1476,20,-77.7,10.41,4.17,Ultra-Reliable Wireless Telemetry
GM-wBMS-1477,20,-49.2,6.88,3.964,Ultra-Reliable Wireless Telemetry
GM-wBMS-1478,11,-76.7,9.99,3.818,Ultra-Reliable Wireless Telemetry
GM-wBMS-1479,25,-65.3,11.8,3.949,Ultra-Reliable Wireless Telemetry
GM-wBMS-1480,26,-52.7,7.57,3.74,Ultra-Reliable Wireless Telemetry
GM-wBMS-1481,26,-49.6,7.45,4.03,Ultra-Reliable Wireless Telemetry
GM-wBMS-1482,11,-55.1,7.99,3.861,Ultra-Reliable Wireless Telemetry
GM-wBMS-1483,25,-82.5,11.29,3.678,Ultra-Reliable Wireless Telemetry
GM-wBMS-1484,11,-48.6,6.36,4.022,Ultra-Reliable Wireless Telemetry
GM-wBMS-1485,26,-50.9,6.84,3.862,Ultra-Reliable Wireless Telemetry
GM-wBMS-1486,11,-64.2,8.26,3.941,Ultra-Reliable Wireless Telemetry
GM-wBMS-1487,20,-77.0,10.3,3.86,Ultra-Reliable Wireless Telemetry
GM-wBMS-1488,25,-67.0,8.32,3.955,Ultra-Reliable Wireless Telemetry
GM-wBMS-1489,26,-47.9,6.42,3.966,Ultra-Reliable Wireless Telemetry
GM-wBMS-1490,25,-57.7,9.07,3.846,Ultra-Reliable Wireless Telemetry
GM-wBMS-1491,25,-76.5,10.52,3.993,Ultra-Reliable Wireless Telemetry
GM-wBMS-1492,11,-55.1,8.19,3.734,Ultra-Reliable Wireless Telemetry
GM-wBMS-1493,15,-52.5,5.63,3.854,Ultra-Reliable Wireless Telemetry
GM-wBMS-1494,15,-57.0,6.83,4.082,Ultra-Reliable Wireless Telemetry
GM-wBMS-1495,15,-46.8,7.05,3.828,Ultra-Reliable Wireless Telemetry
GM-wBMS-1496,26,-79.7,11.27,4.01,Ultra-Reliable Wireless Telemetry
GM-wBMS-1497,15,-83.0,14.96,3.921,RF Retransmission / Latency Spike
GM-wBMS-1498,20,-55.0,11.18,3.787,Ultra-Reliable Wireless Telemetry
GM-wBMS-1499,26,-58.9,8.03,3.914,Ultra-Reliable Wireless Telemetry
GM-wBMS-1500,26,-84.0,13.19,3.758,Ultra-Reliable Wireless Telemetry
GM-wBMS-1501,20,-62.2,8.54,4.085,Ultra-Reliable Wireless Telemetry
GM-wBMS-1502,25,-62.1,13.88,3.748,Ultra-Reliable Wireless Telemetry
GM-wBMS-1503,20,-79.2,17.01,4.003,RF Retransmission / Latency Spike
GM-wBMS-1504,15,-48.0,5.09,3.7,Ultra-Reliable Wireless Telemetry
GM-wBMS-1505,25,-56.5,7.08,3.988,Ultra-Reliable Wireless Telemetry
GM-wBMS-1506,15,-51.0,8.62,4.095,Ultra-Reliable Wireless Telemetry
GM-wBMS-1507,15,-67.8,12.8,3.807,Ultra-Reliable Wireless Telemetry
GM-wBMS-1508,15,-50.1,5.21,4.125,Ultra-Reliable Wireless Telemetry
GM-wBMS-1509,11,-69.4,8.99,3.823,Ultra-Reliable Wireless Telemetry
GM-wBMS-1510,11,-66.3,9.61,3.779,Ultra-Reliable Wireless Telemetry
GM-wBMS-1511,25,-68.1,8.91,3.702,Ultra-Reliable Wireless Telemetry
GM-wBMS-1512,15,-70.0,11.06,3.76,Ultra-Reliable Wireless Telemetry
GM-wBMS-1513,25,-54.4,6.04,4.086,Ultra-Reliable Wireless Telemetry
GM-wBMS-1514,26,-65.0,8.31,4.163,Ultra-Reliable Wireless Telemetry
GM-wBMS-1515,26,-68.3,8.49,3.741,Ultra-Reliable Wireless Telemetry
GM-wBMS-1516,15,-66.2,8.74,3.854,Ultra-Reliable Wireless Telemetry
GM-wBMS-1517,25,-49.4,5.14,3.886,Ultra-Reliable Wireless Telemetry
GM-wBMS-1518,26,-70.2,9.26,3.994,Ultra-Reliable Wireless Telemetry
GM-wBMS-1519,15,-68.9,8.77,3.761,Ultra-Reliable Wireless Telemetry
GM-wBMS-1520,20,-82.4,12.28,3.734,Ultra-Reliable Wireless Telemetry
GM-wBMS-1521,11,-80.7,12.65,3.789,Ultra-Reliable Wireless Telemetry
GM-wBMS-1522,15,-77.8,11.33,4.051,Ultra-Reliable Wireless Telemetry
GM-wBMS-1523,26,-73.0,11.07,3.811,Ultra-Reliable Wireless Telemetry
GM-wBMS-1524,11,-67.9,9.77,3.795,Ultra-Reliable Wireless Telemetry
GM-wBMS-1525,11,-76.2,10.77,4.178,Ultra-Reliable Wireless Telemetry
GM-wBMS-1526,15,-69.3,9.44,3.789,Ultra-Reliable Wireless Telemetry
GM-wBMS-1527,11,-68.1,8.71,3.927,Ultra-Reliable Wireless Telemetry
GM-wBMS-1528,15,-72.6,10.03,3.929,Ultra-Reliable Wireless Telemetry
GM-wBMS-1529,25,-81.6,12.61,3.815,Ultra-Reliable Wireless Telemetry
GM-wBMS-1530,20,-47.9,4.81,3.841,Ultra-Reliable Wireless Telemetry
GM-wBMS-1531,20,-67.1,8.59,3.828,Ultra-Reliable Wireless Telemetry
GM-wBMS-1532,15,-62.5,9.07,3.983,Ultra-Reliable Wireless Telemetry
GM-wBMS-1533,26,-82.1,11.15,3.876,Ultra-Reliable Wireless Telemetry
GM-wBMS-1534,25,-66.3,11.52,4.014,Ultra-Reliable Wireless Telemetry
GM-wBMS-1535,25,-69.0,9.12,3.938,Ultra-Reliable Wireless Telemetry
GM-wBMS-1536,20,-76.8,12.02,4.11,Ultra-Reliable Wireless Telemetry
GM-wBMS-1537,26,-61.3,7.71,4.051,Ultra-Reliable Wireless Telemetry
GM-wBMS-1538,15,-60.3,11.24,4.165,Ultra-Reliable Wireless Telemetry
GM-wBMS-1539,25,-66.7,8.54,4.008,Ultra-Reliable Wireless Telemetry
GM-wBMS-1540,11,-62.5,11.73,4.177,Ultra-Reliable Wireless Telemetry
GM-wBMS-1541,11,-70.4,9.06,3.852,Ultra-Reliable Wireless Telemetry
GM-wBMS-1542,25,-52.6,6.74,4.12,Ultra-Reliable Wireless Telemetry
GM-wBMS-1543,26,-81.7,11.05,3.725,Ultra-Reliable Wireless Telemetry
GM-wBMS-1544,25,-61.6,9.75,4.014,Ultra-Reliable Wireless Telemetry
GM-wBMS-1545,25,-83.0,11.16,3.79,Ultra-Reliable Wireless Telemetry
GM-wBMS-1546,25,-52.7,7.08,3.657,Ultra-Reliable Wireless Telemetry
GM-wBMS-1547,20,-68.6,8.53,4.062,Ultra-Reliable Wireless Telemetry
GM-wBMS-1548,11,-71.0,12.95,3.667,Ultra-Reliable Wireless Telemetry
GM-wBMS-1549,26,-52.9,6.94,3.674,Ultra-Reliable Wireless Telemetry
GM-wBMS-1550,15,-72.5,10.3,3.743,Ultra-Reliable Wireless Telemetry
GM-wBMS-1551,11,-69.6,11.25,3.856,Ultra-Reliable Wireless Telemetry
GM-wBMS-1552,20,-58.1,7.19,3.836,Ultra-Reliable Wireless Telemetry
GM-wBMS-1553,11,-62.5,7.38,3.805,Ultra-Reliable Wireless Telemetry
GM-wBMS-1554,15,-60.2,7.01,3.823,Ultra-Reliable Wireless Telemetry
GM-wBMS-1555,11,-54.1,8.49,3.887,Ultra-Reliable Wireless Telemetry
GM-wBMS-1556,20,-65.3,9.01,3.974,Ultra-Reliable Wireless Telemetry
GM-wBMS-1557,15,-62.7,11.46,4.09,Ultra-Reliable Wireless Telemetry
GM-wBMS-1558,15,-69.6,9.79,3.818,Ultra-Reliable Wireless Telemetry
GM-wBMS-1559,25,-56.6,9.38,3.705,Ultra-Reliable Wireless Telemetry
GM-wBMS-1560,25,-69.1,8.97,3.963,Ultra-Reliable Wireless Telemetry
GM-wBMS-1561,11,-70.1,9.11,4.178,Ultra-Reliable Wireless Telemetry
GM-wBMS-1562,11,-84.3,14.79,3.777,RF Retransmission / Latency Spike
GM-wBMS-1563,20,-82.0,10.92,3.88,Ultra-Reliable Wireless Telemetry
GM-wBMS-1564,15,-81.7,11.88,3.997,Ultra-Reliable Wireless Telemetry
GM-wBMS-1565,20,-67.2,9.69,4.088,Ultra-Reliable Wireless Telemetry
GM-wBMS-1566,20,-64.5,8.76,3.879,Ultra-Reliable Wireless Telemetry
GM-wBMS-1567,15,-70.0,9.25,3.822,Ultra-Reliable Wireless Telemetry
GM-wBMS-1568,25,-79.0,11.91,3.671,Ultra-Reliable Wireless Telemetry
GM-wBMS-1569,15,-57.0,8.53,3.973,Ultra-Reliable Wireless Telemetry
GM-wBMS-1570,25,-82.2,10.94,3.91,Ultra-Reliable Wireless Telemetry
GM-wBMS-1571,26,-54.6,8.84,4.086,Ultra-Reliable Wireless Telemetry
GM-wBMS-1572,25,-58.2,6.74,3.846,Ultra-Reliable Wireless Telemetry
GM-wBMS-1573,15,-76.1,9.83,3.778,Ultra-Reliable Wireless Telemetry
GM-wBMS-1574,11,-69.2,8.88,3.866,Ultra-Reliable Wireless Telemetry
GM-wBMS-1575,15,-51.1,5.38,3.755,Ultra-Reliable Wireless Telemetry
GM-wBMS-1576,26,-47.7,5.02,3.722,Ultra-Reliable Wireless Telemetry
GM-wBMS-1577,25,-68.9,8.93,4.154,Ultra-Reliable Wireless Telemetry
GM-wBMS-1578,11,-70.5,9.19,3.817,Ultra-Reliable Wireless Telemetry
GM-wBMS-1579,20,-74.9,11.25,4.115,Ultra-Reliable Wireless Telemetry
GM-wBMS-1580,15,-55.8,6.25,3.913,Ultra-Reliable Wireless Telemetry
GM-wBMS-1581,20,-75.7,10.02,3.837,Ultra-Reliable Wireless Telemetry
GM-wBMS-1582,15,-56.0,6.83,3.695,Ultra-Reliable Wireless Telemetry
GM-wBMS-1583,15,-47.0,5.4,3.733,Ultra-Reliable Wireless Telemetry
GM-wBMS-1584,15,-68.8,8.69,4.123,Ultra-Reliable Wireless Telemetry
GM-wBMS-1585,26,-79.7,11.6,3.724,Ultra-Reliable Wireless Telemetry
GM-wBMS-1586,11,-75.9,11.3,3.724,Ultra-Reliable Wireless Telemetry
GM-wBMS-1587,25,-50.9,5.33,3.907,Ultra-Reliable Wireless Telemetry
GM-wBMS-1588,20,-50.5,5.4,4.128,Ultra-Reliable Wireless Telemetry
GM-wBMS-1589,15,-84.8,14.63,4.144,RF Retransmission / Latency Spike
GM-wBMS-1590,11,-62.0,7.69,4.081,Ultra-Reliable Wireless Telemetry
GM-wBMS-1591,25,-84.2,14.75,4.053,RF Retransmission / Latency Spike
GM-wBMS-1592,20,-69.0,9.28,4.161,Ultra-Reliable Wireless Telemetry
GM-wBMS-1593,26,-65.2,8.52,3.837,Ultra-Reliable Wireless Telemetry
GM-wBMS-1594,25,-58.3,6.92,3.708,Ultra-Reliable Wireless Telemetry
GM-wBMS-1595,20,-80.8,16.72,4.054,RF Retransmission / Latency Spike
GM-wBMS-1596,26,-83.1,13.56,3.77,Ultra-Reliable Wireless Telemetry
GM-wBMS-1597,20,-46.9,7.07,3.817,Ultra-Reliable Wireless Telemetry
GM-wBMS-1598,26,-59.3,7.16,3.766,Ultra-Reliable Wireless Telemetry
GM-wBMS-1599,11,-63.6,7.59,4.092,Ultra-Reliable Wireless Telemetry
GM-wBMS-1600,26,-59.2,7.95,4.07,Ultra-Reliable Wireless Telemetry
GM-wBMS-1601,15,-69.8,9.12,4.008,Ultra-Reliable Wireless Telemetry
GM-wBMS-1602,25,-65.1,13.27,3.838,Ultra-Reliable Wireless Telemetry
GM-wBMS-1603,15,-49.4,5.49,3.829,Ultra-Reliable Wireless Telemetry
GM-wBMS-1604,20,-79.2,10.96,3.942,Ultra-Reliable Wireless Telemetry
GM-wBMS-1605,11,-66.6,9.73,3.954,Ultra-Reliable Wireless Telemetry
GM-wBMS-1606,11,-83.9,19.07,3.678,RF Retransmission / Latency Spike
GM-wBMS-1607,25,-72.3,10.04,3.665,Ultra-Reliable Wireless Telemetry
GM-wBMS-1608,25,-80.4,11.46,4.159,Ultra-Reliable Wireless Telemetry
GM-wBMS-1609,15,-79.8,11.28,3.691,Ultra-Reliable Wireless Telemetry
GM-wBMS-1610,15,-76.9,10.4,4.061,Ultra-Reliable Wireless Telemetry
GM-wBMS-1611,15,-73.9,11.46,3.848,Ultra-Reliable Wireless Telemetry
GM-wBMS-1612,20,-69.3,10.23,4.173,Ultra-Reliable Wireless Telemetry
GM-wBMS-1613,20,-71.8,9.92,3.78,Ultra-Reliable Wireless Telemetry
GM-wBMS-1614,15,-51.7,5.63,4.053,Ultra-Reliable Wireless Telemetry
GM-wBMS-1615,26,-45.3,5.0,4.087,Ultra-Reliable Wireless Telemetry
GM-wBMS-1616,25,-64.3,8.04,4.134,Ultra-Reliable Wireless Telemetry
GM-wBMS-1617,25,-79.3,12.36,4.001,Ultra-Reliable Wireless Telemetry
