Test_Run_ID,Vehicle_Speed_kmh,Engine_Speed_RPM,Cabin_Noise_dB,Engine_Mount_Vibe_G,Harshness_Status
BMW-NVH-2460,118.3,2876,69.9,0.213,Luxury Quiet Standard
BMW-NVH-2461,178.1,4433,81.3,0.295,Unwanted Boom / Hum
BMW-NVH-2462,163.3,3871,74.8,0.198,Luxury Quiet Standard
BMW-NVH-2463,125.2,2886,67.5,0.229,Luxury Quiet Standard
BMW-NVH-2464,88.4,2139,63.1,0.151,Luxury Quiet Standard
BMW-NVH-2465,68.4,1734,61.3,0.161,Luxury Quiet Standard
BMW-NVH-2466,106.4,2592,67.3,0.146,Luxury Quiet Standard
BMW-NVH-2467,161.8,3896,77.6,0.163,Luxury Quiet Standard
BMW-NVH-2468,137.2,3187,72.5,0.208,Luxury Quiet Standard
BMW-NVH-2469,132.5,3086,68.2,0.171,Luxury Quiet Standard
BMW-NVH-2470,46.3,991,59.2,0.146,Luxury Quiet Standard
BMW-NVH-2471,145.2,3474,73.7,0.18,Luxury Quiet Standard
BMW-NVH-2472,115.3,2698,65.7,0.145,Luxury Quiet Standard
BMW-NVH-2473,112.1,2601,68.6,0.097,Luxury Quiet Standard
BMW-NVH-2474,104.3,2533,64.7,0.169,Luxury Quiet Standard
BMW-NVH-2475,69.0,1670,58.4,0.183,Luxury Quiet Standard
BMW-NVH-2476,49.0,1186,56.9,0.136,Luxury Quiet Standard
BMW-NVH-2477,150.0,3642,75.5,0.198,Luxury Quiet Standard
BMW-NVH-2478,123.4,2963,71.3,0.2,Luxury Quiet Standard
BMW-NVH-2479,130.4,3111,70.0,0.197,Luxury Quiet Standard
BMW-NVH-2480,164.6,4027,80.6,0.228,Unwanted Boom / Hum
BMW-NVH-2481,67.2,1629,61.6,0.175,Luxury Quiet Standard
BMW-NVH-2482,49.0,1179,60.2,0.201,Luxury Quiet Standard
BMW-NVH-2483,75.1,1829,58.6,0.132,Luxury Quiet Standard
BMW-NVH-2484,77.0,1814,64.0,0.15,Luxury Quiet Standard
BMW-NVH-2485,61.2,1442,65.4,0.075,Luxury Quiet Standard
BMW-NVH-2486,145.1,3440,71.7,0.22,Luxury Quiet Standard
BMW-NVH-2487,70.1,1651,60.3,0.135,Luxury Quiet Standard
BMW-NVH-2488,136.4,3360,77.1,0.225,Unwanted Boom / Hum
BMW-NVH-2489,112.7,2695,67.8,0.174,Luxury Quiet Standard
BMW-NVH-2490,48.8,1139,57.7,0.199,Luxury Quiet Standard
BMW-NVH-2491,76.7,1801,64.3,0.129,Luxury Quiet Standard
BMW-NVH-2492,112.1,2854,66.9,0.172,Luxury Quiet Standard
BMW-NVH-2493,95.6,2277,62.9,0.153,Luxury Quiet Standard
BMW-NVH-2494,125.3,3061,74.0,0.161,Luxury Quiet Standard
BMW-NVH-2495,83.9,2017,65.1,0.133,Luxury Quiet Standard
BMW-NVH-2496,132.6,3140,70.6,0.19,Luxury Quiet Standard
BMW-NVH-2497,79.5,1942,61.3,0.19,Luxury Quiet Standard
BMW-NVH-2498,131.9,3122,72.7,0.196,Luxury Quiet Standard
BMW-NVH-2499,166.1,3891,82.5,0.245,Unwanted Boom / Hum
BMW-NVH-2500,136.4,3179,71.5,0.189,Luxury Quiet Standard
BMW-NVH-2501,151.3,3638,78.4,0.276,Unwanted Boom / Hum
BMW-NVH-2502,157.4,3687,80.2,0.245,Unwanted Boom / Hum
BMW-NVH-2503,134.8,3260,70.3,0.209,Luxury Quiet Standard
BMW-NVH-2504,70.3,1607,59.4,0.126,Luxury Quiet Standard
BMW-NVH-2505,113.9,2662,70.2,0.119,Luxury Quiet Standard
BMW-NVH-2506,160.3,3745,83.0,0.245,Unwanted Boom / Hum
BMW-NVH-2507,179.7,4302,83.1,0.278,Unwanted Boom / Hum
BMW-NVH-2508,165.9,3899,79.1,0.222,Unwanted Boom / Hum
BMW-NVH-2509,175.7,4236,83.2,0.229,Unwanted Boom / Hum
BMW-NVH-2510,148.1,3716,82.0,0.24,Unwanted Boom / Hum
BMW-NVH-2511,44.8,1055,59.1,0.098,Luxury Quiet Standard
BMW-NVH-2512,171.6,4141,77.3,0.204,Luxury Quiet Standard
BMW-NVH-2513,138.9,3334,77.8,0.227,Unwanted Boom / Hum
BMW-NVH-2514,108.2,2566,67.0,0.166,Luxury Quiet Standard
BMW-NVH-2515,175.8,4275,72.5,0.163,Luxury Quiet Standard
BMW-NVH-2516,125.7,3051,68.7,0.171,Luxury Quiet Standard
BMW-NVH-2517,64.4,1621,62.2,0.159,Luxury Quiet Standard
BMW-NVH-2518,35.9,907,55.4,0.134,Luxury Quiet Standard
BMW-NVH-2519,153.5,3863,78.9,0.246,Unwanted Boom / Hum
BMW-NVH-2520,55.5,1368,61.6,0.147,Luxury Quiet Standard
BMW-NVH-2521,71.1,1783,63.7,0.13,Luxury Quiet Standard
BMW-NVH-2522,36.9,878,55.4,0.085,Luxury Quiet Standard
BMW-NVH-2523,92.8,2152,65.8,0.156,Luxury Quiet Standard
BMW-NVH-2524,145.2,3509,78.0,0.205,Luxury Quiet Standard
BMW-NVH-2525,66.4,1571,62.7,0.122,Luxury Quiet Standard
BMW-NVH-2526,145.1,3434,71.7,0.191,Luxury Quiet Standard
BMW-NVH-2527,154.2,3730,74.9,0.203,Luxury Quiet Standard
BMW-NVH-2528,169.3,4066,76.9,0.158,Luxury Quiet Standard
BMW-NVH-2529,136.9,3424,74.8,0.2,Luxury Quiet Standard
BMW-NVH-2530,37.2,831,58.1,0.142,Luxury Quiet Standard
BMW-NVH-2531,115.5,2782,64.9,0.222,Luxury Quiet Standard
BMW-NVH-2532,114.4,2740,67.9,0.249,Luxury Quiet Standard
BMW-NVH-2533,59.8,1292,60.9,0.082,Luxury Quiet Standard
BMW-NVH-2534,158.6,3738,73.6,0.216,Luxury Quiet Standard
BMW-NVH-2535,145.1,3591,79.5,0.233,Unwanted Boom / Hum
BMW-NVH-2536,41.5,957,58.9,0.092,Luxury Quiet Standard
BMW-NVH-2537,146.0,3577,79.1,0.22,Unwanted Boom / Hum
BMW-NVH-2538,117.7,2813,66.5,0.168,Luxury Quiet Standard
BMW-NVH-2539,114.9,2754,72.3,0.17,Luxury Quiet Standard
BMW-NVH-2540,97.4,2300,66.9,0.182,Luxury Quiet Standard
BMW-NVH-2541,145.6,3502,74.9,0.199,Luxury Quiet Standard
BMW-NVH-2542,39.9,872,58.2,0.12,Luxury Quiet Standard
BMW-NVH-2543,31.3,798,56.3,0.172,Luxury Quiet Standard
BMW-NVH-2544,86.7,2006,62.8,0.154,Luxury Quiet Standard
BMW-NVH-2545,145.9,3425,75.2,0.219,Luxury Quiet Standard
BMW-NVH-2546,174.4,4113,80.6,0.253,Unwanted Boom / Hum
BMW-NVH-2547,173.6,4032,77.2,0.208,Luxury Quiet Standard
BMW-NVH-2548,80.6,1876,62.4,0.146,Luxury Quiet Standard
BMW-NVH-2549,46.1,1012,54.9,0.043,Luxury Quiet Standard
BMW-NVH-2550,154.8,3670,78.2,0.213,Luxury Quiet Standard
BMW-NVH-2551,102.2,2461,65.3,0.167,Luxury Quiet Standard
BMW-NVH-2552,119.9,2784,68.7,0.146,Luxury Quiet Standard
BMW-NVH-2553,146.6,3624,72.1,0.182,Luxury Quiet Standard
BMW-NVH-2554,148.8,3610,73.5,0.188,Luxury Quiet Standard
BMW-NVH-2555,61.4,1465,61.7,0.087,Luxury Quiet Standard
BMW-NVH-2556,145.6,3622,71.6,0.2,Luxury Quiet Standard
BMW-NVH-2557,129.3,3112,69.9,0.224,Luxury Quiet Standard
BMW-NVH-2558,118.5,2868,71.9,0.172,Luxury Quiet Standard
BMW-NVH-2559,70.5,1791,61.0,0.14,Luxury Quiet Standard
BMW-NVH-2560,89.7,2216,63.7,0.185,Luxury Quiet Standard
BMW-NVH-2561,98.1,2159,66.2,0.145,Luxury Quiet Standard
BMW-NVH-2562,113.4,2769,67.8,0.167,Luxury Quiet Standard
BMW-NVH-2563,36.0,786,54.6,0.184,Luxury Quiet Standard
BMW-NVH-2564,85.0,2240,66.7,0.146,Luxury Quiet Standard
BMW-NVH-2565,90.9,2140,62.9,0.137,Luxury Quiet Standard
BMW-NVH-2566,106.0,2581,67.5,0.176,Luxury Quiet Standard
BMW-NVH-2567,129.9,3193,72.6,0.163,Luxury Quiet Standard
BMW-NVH-2568,48.7,1143,61.5,0.153,Luxury Quiet Standard
BMW-NVH-2569,93.5,2409,61.9,0.13,Luxury Quiet Standard
BMW-NVH-2570,171.9,4189,77.0,0.207,Luxury Quiet Standard
BMW-NVH-2571,141.7,3455,75.1,0.274,Unwanted Boom / Hum
BMW-NVH-2572,125.4,3094,69.5,0.194,Luxury Quiet Standard
BMW-NVH-2573,150.2,3491,78.6,0.236,Unwanted Boom / Hum
BMW-NVH-2574,137.0,3200,72.5,0.197,Luxury Quiet Standard
BMW-NVH-2575,46.2,1164,54.4,0.082,Luxury Quiet Standard
BMW-NVH-2576,125.1,3085,67.7,0.204,Luxury Quiet Standard
BMW-NVH-2577,49.2,1294,58.0,0.126,Luxury Quiet Standard
BMW-NVH-2578,76.8,1852,61.6,0.155,Luxury Quiet Standard
BMW-NVH-2579,107.8,2627,63.9,0.204,Luxury Quiet Standard
BMW-NVH-2580,154.9,3666,77.1,0.227,Unwanted Boom / Hum
BMW-NVH-2581,51.7,1177,60.6,0.138,Luxury Quiet Standard
BMW-NVH-2582,105.4,2385,66.5,0.189,Luxury Quiet Standard
BMW-NVH-2583,170.6,4028,73.1,0.203,Luxury Quiet Standard
BMW-NVH-2584,79.0,1943,63.7,0.093,Luxury Quiet Standard
BMW-NVH-2585,162.2,3721,80.4,0.256,Unwanted Boom / Hum
BMW-NVH-2586,107.2,2566,67.3,0.186,Luxury Quiet Standard
BMW-NVH-2587,127.0,3014,68.7,0.213,Luxury Quiet Standard
BMW-NVH-2588,62.2,1542,57.5,0.186,Luxury Quiet Standard
BMW-NVH-2589,153.6,3641,72.8,0.204,Luxury Quiet Standard
BMW-NVH-2590,58.0,1205,60.3,0.135,Luxury Quiet Standard
BMW-NVH-2591,84.9,2035,65.4,0.195,Luxury Quiet Standard
BMW-NVH-2592,161.0,3772,81.1,0.267,Unwanted Boom / Hum
BMW-NVH-2593,168.3,4038,79.5,0.232,Unwanted Boom / Hum
BMW-NVH-2594,157.4,3769,75.2,0.204,Luxury Quiet Standard
BMW-NVH-2595,97.9,2278,63.8,0.156,Luxury Quiet Standard
BMW-NVH-2596,118.8,2890,71.7,0.178,Luxury Quiet Standard
BMW-NVH-2597,70.7,1749,59.7,0.149,Luxury Quiet Standard
BMW-NVH-2598,148.6,3611,79.3,0.312,Unwanted Boom / Hum
BMW-NVH-2599,159.5,3806,76.3,0.179,Luxury Quiet Standard
BMW-NVH-2600,155.6,3644,74.1,0.199,Luxury Quiet Standard
BMW-NVH-2601,143.8,3549,79.4,0.256,Unwanted Boom / Hum
BMW-NVH-2602,58.4,1449,60.1,0.123,Luxury Quiet Standard
BMW-NVH-2603,132.0,3246,71.9,0.191,Luxury Quiet Standard
BMW-NVH-2604,48.3,1087,56.8,0.116,Luxury Quiet Standard
BMW-NVH-2605,50.9,1278,59.2,0.057,Luxury Quiet Standard
BMW-NVH-2606,45.7,1110,59.5,0.187,Luxury Quiet Standard
BMW-NVH-2607,45.8,1027,58.8,0.099,Luxury Quiet Standard
BMW-NVH-2608,137.8,3385,79.0,0.234,Unwanted Boom / Hum
BMW-NVH-2609,158.5,3780,79.2,0.223,Unwanted Boom / Hum
BMW-NVH-2610,101.9,2508,65.5,0.192,Luxury Quiet Standard
BMW-NVH-2611,116.5,2932,68.0,0.205,Luxury Quiet Standard
BMW-NVH-2612,141.8,3368,79.0,0.223,Unwanted Boom / Hum
BMW-NVH-2613,163.8,3918,73.0,0.214,Luxury Quiet Standard
BMW-NVH-2614,114.4,2753,70.1,0.196,Luxury Quiet Standard
BMW-NVH-2615,120.6,2792,66.5,0.196,Luxury Quiet Standard
BMW-NVH-2616,110.6,2558,68.7,0.166,Luxury Quiet Standard
BMW-NVH-2617,162.1,3914,81.3,0.235,Unwanted Boom / Hum
BMW-NVH-2618,173.7,4189,83.3,0.259,Unwanted Boom / Hum
BMW-NVH-2619,79.5,1860,64.2,0.178,Luxury Quiet Standard
BMW-NVH-2620,141.1,3225,70.2,0.201,Luxury Quiet Standard
BMW-NVH-2621,177.0,4286,81.6,0.269,Unwanted Boom / Hum
BMW-NVH-2622,159.8,3851,75.6,0.169,Luxury Quiet Standard
BMW-NVH-2623,100.2,2470,67.7,0.148,Luxury Quiet Standard
BMW-NVH-2624,149.4,3611,76.6,0.254,Unwanted Boom / Hum
BMW-NVH-2625,59.3,1374,56.8,0.164,Luxury Quiet Standard
BMW-NVH-2626,168.3,4124,77.4,0.215,Luxury Quiet Standard
BMW-NVH-2627,132.8,3054,68.6,0.243,Luxury Quiet Standard
BMW-NVH-2628,78.4,1923,61.8,0.188,Luxury Quiet Standard
BMW-NVH-2629,94.7,2361,64.0,0.11,Luxury Quiet Standard
BMW-NVH-2630,110.9,2833,68.6,0.21,Luxury Quiet Standard
BMW-NVH-2631,173.9,4231,82.7,0.244,Unwanted Boom / Hum
BMW-NVH-2632,30.4,603,52.9,0.092,Luxury Quiet Standard
BMW-NVH-2633,116.0,2933,67.8,0.239,Luxury Quiet Standard
BMW-NVH-2634,152.1,3692,74.0,0.177,Luxury Quiet Standard
BMW-NVH-2635,59.9,1314,60.6,0.139,Luxury Quiet Standard
BMW-NVH-2636,65.0,1642,63.7,0.178,Luxury Quiet Standard
BMW-NVH-2637,162.8,3940,74.1,0.211,Luxury Quiet Standard
BMW-NVH-2638,37.2,976,62.1,0.135,Luxury Quiet Standard
BMW-NVH-2639,32.6,728,54.7,0.071,Luxury Quiet Standard
BMW-NVH-2640,86.1,1965,64.9,0.188,Luxury Quiet Standard
BMW-NVH-2641,79.5,1984,62.5,0.158,Luxury Quiet Standard
BMW-NVH-2642,132.9,3224,71.4,0.192,Luxury Quiet Standard
BMW-NVH-2643,118.4,2843,67.8,0.23,Luxury Quiet Standard
BMW-NVH-2644,116.1,2833,68.6,0.224,Luxury Quiet Standard
BMW-NVH-2645,89.6,2192,67.1,0.132,Luxury Quiet Standard
BMW-NVH-2646,160.8,3901,75.6,0.206,Luxury Quiet Standard
BMW-NVH-2647,82.9,1862,66.4,0.154,Luxury Quiet Standard
BMW-NVH-2648,173.3,4080,81.3,0.231,Unwanted Boom / Hum
BMW-NVH-2649,117.4,2676,66.5,0.21,Luxury Quiet Standard
BMW-NVH-2650,44.2,990,60.3,0.109,Luxury Quiet Standard
BMW-NVH-2651,121.3,2790,70.7,0.138,Luxury Quiet Standard
BMW-NVH-2652,53.8,1348,58.7,0.085,Luxury Quiet Standard
BMW-NVH-2653,176.4,4170,77.3,0.197,Luxury Quiet Standard
BMW-NVH-2654,74.8,1739,64.7,0.179,Luxury Quiet Standard
BMW-NVH-2655,104.8,2487,65.0,0.137,Luxury Quiet Standard
BMW-NVH-2656,158.3,3925,76.3,0.203,Luxury Quiet Standard
BMW-NVH-2657,101.2,2237,65.4,0.134,Luxury Quiet Standard
BMW-NVH-2658,41.9,1034,57.5,0.195,Luxury Quiet Standard
BMW-NVH-2659,30.8,808,56.5,0.059,Luxury Quiet Standard
BMW-NVH-2660,179.8,4207,83.4,0.242,Unwanted Boom / Hum
BMW-NVH-2661,49.4,1026,58.3,0.089,Luxury Quiet Standard
BMW-NVH-2662,35.8,939,57.2,0.147,Luxury Quiet Standard
BMW-NVH-2663,142.7,3458,73.2,0.202,Luxury Quiet Standard
BMW-NVH-2664,47.2,1083,60.5,0.15,Luxury Quiet Standard
BMW-NVH-2665,31.6,739,51.5,0.12,Luxury Quiet Standard
BMW-NVH-2666,168.8,3994,82.3,0.235,Unwanted Boom / Hum
BMW-NVH-2667,106.2,2570,69.9,0.173,Luxury Quiet Standard
BMW-NVH-2668,49.0,1129,59.0,0.093,Luxury Quiet Standard
BMW-NVH-2669,141.1,3523,71.6,0.185,Luxury Quiet Standard
BMW-NVH-2670,122.4,2998,70.5,0.165,Luxury Quiet Standard
BMW-NVH-2671,117.9,2796,70.4,0.176,Luxury Quiet Standard
BMW-NVH-2672,52.1,1436,60.3,0.108,Luxury Quiet Standard
BMW-NVH-2673,91.7,2061,61.6,0.149,Luxury Quiet Standard
BMW-NVH-2674,94.0,2329,63.6,0.195,Luxury Quiet Standard
BMW-NVH-2675,74.4,1763,62.2,0.13,Luxury Quiet Standard
BMW-NVH-2676,39.5,857,58.1,0.13,Luxury Quiet Standard
BMW-NVH-2677,52.8,1195,62.1,0.142,Luxury Quiet Standard
BMW-NVH-2678,40.8,997,56.9,0.112,Luxury Quiet Standard
BMW-NVH-2679,117.1,2865,70.8,0.153,Luxury Quiet Standard
BMW-NVH-2680,178.7,4362,79.0,0.249,Unwanted Boom / Hum
BMW-NVH-2681,99.9,2325,65.5,0.204,Luxury Quiet Standard
BMW-NVH-2682,108.5,2649,66.0,0.18,Luxury Quiet Standard
BMW-NVH-2683,47.9,982,61.8,0.121,Luxury Quiet Standard
BMW-NVH-2684,33.7,761,58.5,0.112,Luxury Quiet Standard
BMW-NVH-2685,109.1,2646,68.7,0.133,Luxury Quiet Standard
BMW-NVH-2686,64.2,1522,62.9,0.146,Luxury Quiet Standard
BMW-NVH-2687,52.3,1213,60.2,0.06,Luxury Quiet Standard
BMW-NVH-2688,136.3,3366,73.4,0.154,Luxury Quiet Standard
BMW-NVH-2689,178.3,4236,75.6,0.179,Luxury Quiet Standard
BMW-NVH-2690,47.2,1091,57.9,0.125,Luxury Quiet Standard
BMW-NVH-2691,44.4,1038,61.5,0.093,Luxury Quiet Standard
BMW-NVH-2692,53.2,1118,57.1,0.095,Luxury Quiet Standard
BMW-NVH-2693,96.8,2198,66.1,0.118,Luxury Quiet Standard
BMW-NVH-2694,114.8,2739,71.1,0.199,Luxury Quiet Standard
BMW-NVH-2695,157.0,3863,79.6,0.283,Unwanted Boom / Hum
BMW-NVH-2696,64.1,1489,60.0,0.155,Luxury Quiet Standard
BMW-NVH-2697,168.9,4005,82.2,0.27,Unwanted Boom / Hum
BMW-NVH-2698,174.6,4188,83.0,0.264,Unwanted Boom / Hum
BMW-NVH-2699,57.5,1247,60.1,0.096,Luxury Quiet Standard
BMW-NVH-2700,116.3,2876,65.5,0.202,Luxury Quiet Standard
BMW-NVH-2701,124.8,3193,69.5,0.209,Luxury Quiet Standard
BMW-NVH-2702,144.6,3557,81.2,0.25,Unwanted Boom / Hum
BMW-NVH-2703,85.4,1969,64.4,0.134,Luxury Quiet Standard
BMW-NVH-2704,56.7,1348,59.1,0.099,Luxury Quiet Standard
BMW-NVH-2705,127.2,3171,68.6,0.211,Luxury Quiet Standard
BMW-NVH-2706,90.2,2286,61.2,0.173,Luxury Quiet Standard
BMW-NVH-2707,151.9,3667,74.2,0.219,Luxury Quiet Standard
BMW-NVH-2708,39.6,835,58.1,0.112,Luxury Quiet Standard
BMW-NVH-2709,165.5,3933,81.9,0.232,Unwanted Boom / Hum
BMW-NVH-2710,138.1,3207,78.9,0.237,Unwanted Boom / Hum
BMW-NVH-2711,120.4,2992,72.3,0.225,Luxury Quiet Standard
BMW-NVH-2712,142.7,3376,78.5,0.234,Unwanted Boom / Hum
BMW-NVH-2713,115.3,2621,68.5,0.24,Luxury Quiet Standard
BMW-NVH-2714,70.6,1698,62.7,0.127,Luxury Quiet Standard
BMW-NVH-2715,165.3,4037,83.1,0.228,Unwanted Boom / Hum
BMW-NVH-2716,128.7,3015,68.5,0.224,Luxury Quiet Standard
BMW-NVH-2717,110.0,2666,67.3,0.134,Luxury Quiet Standard
BMW-NVH-2718,56.6,1251,57.7,0.112,Luxury Quiet Standard
BMW-NVH-2719,65.6,1562,65.1,0.138,Luxury Quiet Standard
BMW-NVH-2720,142.4,3362,73.6,0.196,Luxury Quiet Standard
BMW-NVH-2721,149.3,3532,75.2,0.249,Unwanted Boom / Hum
BMW-NVH-2722,90.1,2213,63.7,0.188,Luxury Quiet Standard
BMW-NVH-2723,118.6,2811,67.7,0.145,Luxury Quiet Standard
BMW-NVH-2724,137.3,3184,69.7,0.208,Luxury Quiet Standard
BMW-NVH-2725,101.6,2341,64.5,0.165,Luxury Quiet Standard
BMW-NVH-2726,92.5,2150,65.3,0.137,Luxury Quiet Standard
BMW-NVH-2727,81.1,1916,63.7,0.124,Luxury Quiet Standard
BMW-NVH-2728,117.1,2769,67.6,0.148,Luxury Quiet Standard
BMW-NVH-2729,49.4,1290,61.2,0.102,Luxury Quiet Standard
BMW-NVH-2730,174.5,4071,77.0,0.201,Luxury Quiet Standard
BMW-NVH-2731,160.9,3918,74.7,0.206,Luxury Quiet Standard
BMW-NVH-2732,152.7,3464,72.0,0.19,Luxury Quiet Standard
BMW-NVH-2733,119.4,2807,69.6,0.16,Luxury Quiet Standard
BMW-NVH-2734,176.7,4402,86.2,0.237,Unwanted Boom / Hum
BMW-NVH-2735,136.0,3365,73.1,0.176,Luxury Quiet Standard
BMW-NVH-2736,54.5,1275,62.6,0.074,Luxury Quiet Standard
BMW-NVH-2737,121.2,2977,69.7,0.19,Luxury Quiet Standard
BMW-NVH-2738,98.7,2375,63.7,0.173,Luxury Quiet Standard
BMW-NVH-2739,71.0,1586,62.7,0.157,Luxury Quiet Standard
BMW-NVH-2740,88.9,2033,65.2,0.164,Luxury Quiet Standard
BMW-NVH-2741,166.4,4077,75.6,0.183,Luxury Quiet Standard
BMW-NVH-2742,131.9,3264,73.2,0.197,Luxury Quiet Standard
BMW-NVH-2743,55.6,1450,59.0,0.157,Luxury Quiet Standard
BMW-NVH-2744,66.1,1711,59.8,0.173,Luxury Quiet Standard
BMW-NVH-2745,148.6,3543,73.9,0.161,Luxury Quiet Standard
BMW-NVH-2746,94.2,2186,65.0,0.109,Luxury Quiet Standard
BMW-NVH-2747,90.8,1940,64.9,0.104,Luxury Quiet Standard
BMW-NVH-2748,35.9,888,56.9,0.139,Luxury Quiet Standard
BMW-NVH-2749,101.8,2402,64.9,0.182,Luxury Quiet Standard
BMW-NVH-2750,55.5,1406,58.4,0.094,Luxury Quiet Standard
BMW-NVH-2751,97.2,2388,64.8,0.157,Luxury Quiet Standard
BMW-NVH-2752,50.8,1241,57.4,0.067,Luxury Quiet Standard
BMW-NVH-2753,49.0,1138,62.1,0.161,Luxury Quiet Standard
BMW-NVH-2754,161.2,3819,75.1,0.179,Luxury Quiet Standard
BMW-NVH-2755,104.0,2560,66.7,0.159,Luxury Quiet Standard
BMW-NVH-2756,50.0,1263,58.1,0.145,Luxury Quiet Standard
BMW-NVH-2757,69.2,1597,60.1,0.112,Luxury Quiet Standard
BMW-NVH-2758,78.1,1864,65.3,0.084,Luxury Quiet Standard
BMW-NVH-2759,66.7,1598,59.5,0.1,Luxury Quiet Standard
BMW-NVH-2760,137.0,3425,75.9,0.258,Unwanted Boom / Hum
BMW-NVH-2761,177.3,4067,75.0,0.195,Luxury Quiet Standard
BMW-NVH-2762,74.9,1802,61.9,0.136,Luxury Quiet Standard
BMW-NVH-2763,62.8,1452,57.1,0.118,Luxury Quiet Standard
BMW-NVH-2764,102.7,2596,68.0,0.191,Luxury Quiet Standard
BMW-NVH-2765,87.6,2108,65.2,0.16,Luxury Quiet Standard
BMW-NVH-2766,123.0,2890,70.1,0.214,Luxury Quiet Standard
BMW-NVH-2767,132.3,3221,76.4,0.223,Unwanted Boom / Hum
BMW-NVH-2768,62.2,1435,61.1,0.17,Luxury Quiet Standard
BMW-NVH-2769,176.9,4299,80.7,0.221,Unwanted Boom / Hum
BMW-NVH-2770,41.6,1077,58.5,0.141,Luxury Quiet Standard
BMW-NVH-2771,56.9,1432,57.8,0.142,Luxury Quiet Standard
BMW-NVH-2772,107.7,2527,70.6,0.14,Luxury Quiet Standard
BMW-NVH-2773,106.6,2613,68.8,0.2,Luxury Quiet Standard
BMW-NVH-2774,31.9,856,56.4,0.101,Luxury Quiet Standard
BMW-NVH-2775,164.8,3912,83.8,0.235,Unwanted Boom / Hum
BMW-NVH-2776,105.8,2554,65.6,0.202,Luxury Quiet Standard
BMW-NVH-2777,69.4,1757,62.4,0.208,Luxury Quiet Standard
BMW-NVH-2778,43.5,917,59.3,0.115,Luxury Quiet Standard
BMW-NVH-2779,120.9,3111,69.1,0.218,Luxury Quiet Standard
BMW-NVH-2780,97.4,2289,65.3,0.165,Luxury Quiet Standard
BMW-NVH-2781,175.6,4247,74.9,0.217,Luxury Quiet Standard
BMW-NVH-2782,144.4,3345,72.8,0.203,Luxury Quiet Standard
BMW-NVH-2783,138.0,3310,73.9,0.215,Luxury Quiet Standard
BMW-NVH-2784,65.8,1614,59.1,0.126,Luxury Quiet Standard
BMW-NVH-2785,88.9,2057,65.6,0.146,Luxury Quiet Standard
BMW-NVH-2786,179.8,4341,81.2,0.241,Unwanted Boom / Hum
BMW-NVH-2787,129.9,2986,69.6,0.13,Luxury Quiet Standard
BMW-NVH-2788,116.0,2697,66.4,0.203,Luxury Quiet Standard
BMW-NVH-2789,51.8,1296,61.5,0.139,Luxury Quiet Standard
BMW-NVH-2790,119.2,2941,72.3,0.197,Luxury Quiet Standard
BMW-NVH-2791,170.9,4110,85.3,0.229,Unwanted Boom / Hum
BMW-NVH-2792,170.1,4138,75.3,0.219,Luxury Quiet Standard
BMW-NVH-2793,61.3,1566,62.6,0.112,Luxury Quiet Standard
BMW-NVH-2794,123.1,2892,68.6,0.165,Luxury Quiet Standard
BMW-NVH-2795,47.4,1099,60.8,0.116,Luxury Quiet Standard
BMW-NVH-2796,89.4,2143,63.9,0.11,Luxury Quiet Standard
BMW-NVH-2797,113.9,2786,71.9,0.185,Luxury Quiet Standard
BMW-NVH-2798,165.3,3899,79.0,0.244,Unwanted Boom / Hum
BMW-NVH-2799,117.9,2859,69.5,0.226,Luxury Quiet Standard
BMW-NVH-2800,38.9,916,59.3,0.131,Luxury Quiet Standard
BMW-NVH-2801,123.4,2912,72.2,0.17,Luxury Quiet Standard
BMW-NVH-2802,153.7,3661,73.3,0.208,Luxury Quiet Standard
BMW-NVH-2803,162.1,3911,77.3,0.221,Unwanted Boom / Hum
BMW-NVH-2804,125.7,3091,72.8,0.167,Luxury Quiet Standard
BMW-NVH-2805,43.2,987,57.6,0.19,Luxury Quiet Standard
BMW-NVH-2806,117.9,2913,68.1,0.124,Luxury Quiet Standard
BMW-NVH-2807,76.6,1905,65.1,0.147,Luxury Quiet Standard
BMW-NVH-2808,44.4,955,54.4,0.103,Luxury Quiet Standard
BMW-NVH-2809,152.6,3765,74.4,0.157,Luxury Quiet Standard
BMW-NVH-2810,51.3,1355,59.7,0.137,Luxury Quiet Standard
BMW-NVH-2811,138.6,3227,72.6,0.191,Luxury Quiet Standard
BMW-NVH-2812,161.0,3812,72.3,0.208,Luxury Quiet Standard
BMW-NVH-2813,113.9,2807,66.4,0.169,Luxury Quiet Standard
BMW-NVH-2814,75.0,1859,63.1,0.116,Luxury Quiet Standard
BMW-NVH-2815,69.3,1618,62.8,0.137,Luxury Quiet Standard
BMW-NVH-2816,101.8,2445,65.5,0.209,Luxury Quiet Standard
BMW-NVH-2817,117.8,2902,69.7,0.165,Luxury Quiet Standard
BMW-NVH-2818,61.5,1448,61.1,0.075,Luxury Quiet Standard
BMW-NVH-2819,71.0,1803,59.8,0.148,Luxury Quiet Standard
BMW-NVH-2820,38.3,831,58.2,0.091,Luxury Quiet Standard
BMW-NVH-2821,39.7,932,56.8,0.075,Luxury Quiet Standard
BMW-NVH-2822,76.3,1789,66.3,0.154,Luxury Quiet Standard
BMW-NVH-2823,139.1,3350,70.9,0.197,Luxury Quiet Standard
BMW-NVH-2824,117.5,2735,66.0,0.178,Luxury Quiet Standard
