Stamping_Stroke_ID,Press_Tonnage_kN,Stroke_Rate_SPM,Die_Temperature_C,Peak_Impact_Shock_G,Harmonic_Wear_Ratio,Panel_Quality
TOYOTA-PR-1291,1821.4,30.9,52.9,7.11,1.36,Perfect Stamping Quality
TOYOTA-PR-1292,1983.7,31.3,55.0,7.68,1.28,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1293,1196.5,24.5,51.5,6.5,1.47,Perfect Stamping Quality
TOYOTA-PR-1294,1038.5,30.0,48.2,5.74,1.51,Perfect Stamping Quality
TOYOTA-PR-1295,2008.5,24.9,56.3,7.32,1.54,Perfect Stamping Quality
TOYOTA-PR-1296,2041.2,15.5,52.7,7.35,1.2,Perfect Stamping Quality
TOYOTA-PR-1297,1166.2,30.2,49.9,6.18,1.22,Perfect Stamping Quality
TOYOTA-PR-1298,2035.8,26.9,66.2,7.65,1.62,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1299,1700.0,30.4,47.8,7.1,1.38,Perfect Stamping Quality
TOYOTA-PR-1300,1106.0,18.0,50.4,5.4,1.37,Perfect Stamping Quality
TOYOTA-PR-1301,1339.1,21.9,48.1,6.67,1.19,Perfect Stamping Quality
TOYOTA-PR-1302,1399.3,28.7,49.0,6.78,1.45,Perfect Stamping Quality
TOYOTA-PR-1303,1830.7,19.7,55.4,6.7,1.46,Perfect Stamping Quality
TOYOTA-PR-1304,2321.2,24.0,58.2,8.28,1.3,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1305,1450.5,18.9,50.5,6.27,0.98,Perfect Stamping Quality
TOYOTA-PR-1306,1930.6,31.0,53.0,6.93,1.4,Perfect Stamping Quality
TOYOTA-PR-1307,2337.9,14.9,62.1,7.78,1.46,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1308,803.0,19.6,45.0,5.43,1.2,Perfect Stamping Quality
TOYOTA-PR-1309,2011.9,18.3,57.1,6.94,1.51,Perfect Stamping Quality
TOYOTA-PR-1310,1113.5,25.2,51.1,6.97,1.25,Perfect Stamping Quality
TOYOTA-PR-1311,891.9,20.0,48.9,5.85,1.18,Perfect Stamping Quality
TOYOTA-PR-1312,1344.8,27.7,52.6,6.71,1.43,Perfect Stamping Quality
TOYOTA-PR-1313,1902.7,19.9,54.8,6.84,1.53,Perfect Stamping Quality
TOYOTA-PR-1314,1314.1,14.9,49.5,6.56,1.41,Perfect Stamping Quality
TOYOTA-PR-1315,1337.5,15.3,50.8,6.05,1.41,Perfect Stamping Quality
TOYOTA-PR-1316,2172.1,23.0,55.8,7.8,1.49,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1317,1947.7,15.7,58.3,7.33,1.54,Perfect Stamping Quality
TOYOTA-PR-1318,1096.2,31.8,48.1,6.01,1.3,Perfect Stamping Quality
TOYOTA-PR-1319,2004.7,28.5,59.2,7.38,1.36,Perfect Stamping Quality
TOYOTA-PR-1320,2387.5,28.1,64.7,8.09,1.38,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1321,1569.0,29.0,54.0,6.84,1.45,Perfect Stamping Quality
TOYOTA-PR-1322,1629.4,24.3,55.9,6.5,1.32,Perfect Stamping Quality
TOYOTA-PR-1323,1678.5,22.2,57.9,6.62,1.08,Perfect Stamping Quality
TOYOTA-PR-1324,1604.1,20.9,50.4,6.75,1.28,Perfect Stamping Quality
TOYOTA-PR-1325,2083.3,30.1,61.5,7.63,1.36,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1326,1120.7,25.9,53.8,5.46,1.25,Perfect Stamping Quality
TOYOTA-PR-1327,2309.1,22.2,61.0,7.93,1.27,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1328,1174.9,21.9,44.9,6.46,1.09,Perfect Stamping Quality
TOYOTA-PR-1329,1404.9,21.6,54.7,6.25,1.25,Perfect Stamping Quality
TOYOTA-PR-1330,2190.0,16.0,60.8,6.89,1.47,Perfect Stamping Quality
TOYOTA-PR-1331,1720.2,21.9,60.6,6.56,1.56,Perfect Stamping Quality
TOYOTA-PR-1332,1495.5,16.7,53.6,6.93,1.01,Perfect Stamping Quality
TOYOTA-PR-1333,1150.4,19.8,52.7,5.78,1.33,Perfect Stamping Quality
TOYOTA-PR-1334,2152.0,17.9,55.7,7.7,1.28,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1335,1807.3,16.7,54.2,6.72,1.29,Perfect Stamping Quality
TOYOTA-PR-1336,1534.0,16.5,52.5,6.38,1.61,Perfect Stamping Quality
TOYOTA-PR-1337,2111.7,31.5,51.5,7.33,1.02,Perfect Stamping Quality
TOYOTA-PR-1338,1028.8,28.3,46.4,5.77,1.32,Perfect Stamping Quality
TOYOTA-PR-1339,1456.4,18.7,50.8,5.93,1.62,Perfect Stamping Quality
TOYOTA-PR-1340,1173.3,14.3,56.1,5.77,1.13,Perfect Stamping Quality
TOYOTA-PR-1341,1398.9,18.3,52.7,6.54,1.46,Perfect Stamping Quality
TOYOTA-PR-1342,884.8,22.5,43.2,6.28,1.37,Perfect Stamping Quality
TOYOTA-PR-1343,1824.8,23.7,56.0,6.97,1.54,Perfect Stamping Quality
TOYOTA-PR-1344,1108.3,27.4,45.6,6.17,1.47,Perfect Stamping Quality
TOYOTA-PR-1345,2122.1,24.7,54.6,7.14,1.53,Perfect Stamping Quality
TOYOTA-PR-1346,2103.7,28.6,63.0,7.31,1.39,Perfect Stamping Quality
TOYOTA-PR-1347,1481.6,19.7,51.7,6.84,1.37,Perfect Stamping Quality
TOYOTA-PR-1348,1777.0,20.4,60.7,7.12,1.31,Perfect Stamping Quality
TOYOTA-PR-1349,1506.8,27.1,57.5,6.53,1.4,Perfect Stamping Quality
TOYOTA-PR-1350,2275.2,21.0,53.3,7.47,1.44,Perfect Stamping Quality
TOYOTA-PR-1351,2237.1,27.6,59.4,8.53,1.6,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1352,1504.9,24.0,51.4,6.79,1.32,Perfect Stamping Quality
TOYOTA-PR-1353,2273.7,18.4,59.7,7.23,1.36,Perfect Stamping Quality
TOYOTA-PR-1354,1568.1,26.0,54.8,7.32,1.4,Perfect Stamping Quality
TOYOTA-PR-1355,1293.0,25.2,53.9,6.14,1.12,Perfect Stamping Quality
TOYOTA-PR-1356,1914.9,22.7,53.9,6.45,1.56,Perfect Stamping Quality
TOYOTA-PR-1357,1359.9,27.1,52.0,6.67,1.4,Perfect Stamping Quality
TOYOTA-PR-1358,1416.3,29.5,55.2,6.54,1.72,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1359,1290.6,25.0,49.1,5.92,1.43,Perfect Stamping Quality
TOYOTA-PR-1360,2271.3,30.7,57.7,7.76,1.59,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1361,2364.8,23.8,57.6,8.03,1.31,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1362,2193.4,25.6,52.2,7.51,1.23,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1363,1890.0,15.6,63.0,7.26,1.32,Perfect Stamping Quality
TOYOTA-PR-1364,1875.0,23.4,59.2,7.33,1.42,Perfect Stamping Quality
TOYOTA-PR-1365,999.7,17.7,49.7,6.21,1.45,Perfect Stamping Quality
TOYOTA-PR-1366,2300.2,26.9,58.9,8.06,1.44,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1367,1188.9,30.0,44.4,6.38,1.33,Perfect Stamping Quality
TOYOTA-PR-1368,1948.6,20.3,54.0,6.7,1.29,Perfect Stamping Quality
TOYOTA-PR-1369,1264.5,32.0,53.4,6.21,1.14,Perfect Stamping Quality
TOYOTA-PR-1370,2195.8,22.5,63.7,7.9,1.31,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1371,2107.0,27.1,55.0,7.05,1.49,Perfect Stamping Quality
TOYOTA-PR-1372,2277.6,17.4,59.1,7.82,1.46,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1373,1084.3,28.2,47.8,5.24,1.46,Perfect Stamping Quality
TOYOTA-PR-1374,1207.3,15.3,46.1,5.6,1.07,Perfect Stamping Quality
TOYOTA-PR-1375,970.4,28.6,41.0,6.14,1.3,Perfect Stamping Quality
TOYOTA-PR-1376,1181.5,17.0,44.6,5.69,1.24,Perfect Stamping Quality
TOYOTA-PR-1377,1316.7,22.6,50.9,6.54,1.61,Perfect Stamping Quality
TOYOTA-PR-1378,2076.9,14.9,53.9,7.7,1.1,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1379,2159.1,29.9,60.0,7.43,1.46,Perfect Stamping Quality
TOYOTA-PR-1380,1676.9,22.6,54.8,6.98,1.24,Perfect Stamping Quality
TOYOTA-PR-1381,2108.6,15.4,52.1,8.18,1.08,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1382,951.9,17.8,44.4,5.22,1.51,Perfect Stamping Quality
TOYOTA-PR-1383,1587.2,29.5,53.6,6.95,1.24,Perfect Stamping Quality
TOYOTA-PR-1384,1567.6,26.4,50.5,5.97,1.44,Perfect Stamping Quality
TOYOTA-PR-1385,1304.1,24.0,48.9,6.52,1.41,Perfect Stamping Quality
TOYOTA-PR-1386,1908.8,23.3,58.5,7.49,1.19,Perfect Stamping Quality
TOYOTA-PR-1387,1765.0,17.0,56.4,6.81,1.46,Perfect Stamping Quality
TOYOTA-PR-1388,1038.3,30.2,46.7,5.89,1.53,Perfect Stamping Quality
TOYOTA-PR-1389,1858.7,17.8,51.8,7.07,1.57,Perfect Stamping Quality
TOYOTA-PR-1390,2174.6,21.7,59.5,7.92,1.36,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1391,1557.0,15.1,53.5,6.78,1.4,Perfect Stamping Quality
TOYOTA-PR-1392,1803.7,24.9,50.7,6.73,1.4,Perfect Stamping Quality
TOYOTA-PR-1393,1863.9,18.2,59.5,7.21,1.3,Perfect Stamping Quality
TOYOTA-PR-1394,2134.9,18.1,54.6,7.9,1.35,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1395,1440.8,14.6,52.8,6.44,1.37,Perfect Stamping Quality
TOYOTA-PR-1396,1321.8,23.0,47.7,6.64,1.37,Perfect Stamping Quality
TOYOTA-PR-1397,1217.9,19.8,50.6,5.78,1.18,Perfect Stamping Quality
TOYOTA-PR-1398,1042.8,14.4,48.8,5.35,1.53,Perfect Stamping Quality
TOYOTA-PR-1399,2252.9,24.7,58.1,8.03,1.15,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1400,1582.9,26.5,50.5,6.67,1.38,Perfect Stamping Quality
TOYOTA-PR-1401,2217.7,26.4,61.1,7.84,1.28,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1402,978.8,20.0,47.2,5.13,1.47,Perfect Stamping Quality
TOYOTA-PR-1403,1315.0,17.6,51.6,6.84,1.08,Perfect Stamping Quality
TOYOTA-PR-1404,2295.6,22.6,56.5,8.3,1.46,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1405,2391.3,28.1,61.4,8.2,1.45,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1406,1368.0,15.5,53.6,6.13,1.55,Perfect Stamping Quality
TOYOTA-PR-1407,2107.6,17.4,59.6,7.97,1.41,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1408,1052.5,24.8,47.0,6.01,1.18,Perfect Stamping Quality
TOYOTA-PR-1409,1464.8,16.6,57.8,6.61,1.15,Perfect Stamping Quality
TOYOTA-PR-1410,2372.9,14.4,60.7,8.2,1.52,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1411,835.4,26.4,45.9,5.03,1.21,Perfect Stamping Quality
TOYOTA-PR-1412,1066.6,15.7,48.0,5.77,1.13,Perfect Stamping Quality
TOYOTA-PR-1413,1215.8,27.1,52.1,6.46,1.35,Perfect Stamping Quality
TOYOTA-PR-1414,1064.9,25.7,43.0,5.46,1.15,Perfect Stamping Quality
TOYOTA-PR-1415,2379.6,29.0,63.0,8.41,1.31,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1416,1793.7,21.1,53.0,6.93,1.35,Perfect Stamping Quality
TOYOTA-PR-1417,1300.1,26.2,49.5,6.24,1.26,Perfect Stamping Quality
TOYOTA-PR-1418,2202.8,15.1,57.6,7.27,1.6,Perfect Stamping Quality
TOYOTA-PR-1419,1097.0,27.4,47.6,7.19,1.1,Perfect Stamping Quality
TOYOTA-PR-1420,1422.3,30.4,43.0,6.25,1.07,Perfect Stamping Quality
TOYOTA-PR-1421,843.4,23.6,45.5,5.1,1.62,Perfect Stamping Quality
TOYOTA-PR-1422,839.5,19.6,46.6,5.52,1.47,Perfect Stamping Quality
TOYOTA-PR-1423,851.4,31.1,46.8,5.75,1.25,Perfect Stamping Quality
TOYOTA-PR-1424,1431.5,24.1,55.4,6.6,1.37,Perfect Stamping Quality
TOYOTA-PR-1425,934.8,15.5,50.8,5.55,1.26,Perfect Stamping Quality
TOYOTA-PR-1426,845.0,21.9,50.6,5.17,1.32,Perfect Stamping Quality
TOYOTA-PR-1427,2220.7,29.8,55.7,7.87,1.65,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1428,985.8,15.3,47.9,5.74,1.52,Perfect Stamping Quality
TOYOTA-PR-1429,1071.4,22.6,49.6,5.94,1.34,Perfect Stamping Quality
TOYOTA-PR-1430,919.2,21.3,44.2,5.48,1.52,Perfect Stamping Quality
TOYOTA-PR-1431,1596.3,22.6,51.2,6.76,1.02,Perfect Stamping Quality
TOYOTA-PR-1432,1152.1,22.1,45.2,6.06,1.26,Perfect Stamping Quality
TOYOTA-PR-1433,1291.3,14.4,43.6,6.15,1.62,Perfect Stamping Quality
TOYOTA-PR-1434,1163.3,17.5,49.2,5.97,1.43,Perfect Stamping Quality
TOYOTA-PR-1435,1366.4,31.7,50.7,5.47,1.26,Perfect Stamping Quality
TOYOTA-PR-1436,1897.6,25.2,58.2,7.52,1.33,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1437,1847.2,22.7,53.1,7.75,1.48,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1438,1104.6,26.9,43.9,6.0,1.32,Perfect Stamping Quality
TOYOTA-PR-1439,1237.4,20.5,51.3,5.83,1.48,Perfect Stamping Quality
TOYOTA-PR-1440,1373.2,19.0,52.6,5.35,1.25,Perfect Stamping Quality
TOYOTA-PR-1441,1336.8,31.7,50.5,6.49,1.36,Perfect Stamping Quality
TOYOTA-PR-1442,1989.3,21.5,53.5,7.33,1.4,Perfect Stamping Quality
TOYOTA-PR-1443,1555.1,25.7,52.2,7.26,1.26,Perfect Stamping Quality
TOYOTA-PR-1444,1455.0,17.1,51.0,6.36,1.38,Perfect Stamping Quality
TOYOTA-PR-1445,1375.3,27.5,47.2,6.96,1.45,Perfect Stamping Quality
TOYOTA-PR-1446,834.3,24.4,43.8,4.71,1.35,Perfect Stamping Quality
TOYOTA-PR-1447,2017.4,30.5,55.6,8.21,1.29,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1448,2187.0,27.9,62.4,6.92,1.33,Perfect Stamping Quality
TOYOTA-PR-1449,1845.8,27.3,57.9,6.79,1.2,Perfect Stamping Quality
TOYOTA-PR-1450,2022.9,18.5,58.4,7.1,1.33,Perfect Stamping Quality
TOYOTA-PR-1451,2377.6,29.4,63.5,7.86,1.53,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1452,2020.4,17.3,53.7,7.68,1.38,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1453,1219.7,14.6,46.1,5.99,1.3,Perfect Stamping Quality
TOYOTA-PR-1454,2291.1,20.1,60.0,7.78,1.11,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1455,1534.5,28.7,54.7,7.08,1.06,Perfect Stamping Quality
TOYOTA-PR-1456,1216.0,23.6,40.5,5.99,1.04,Perfect Stamping Quality
TOYOTA-PR-1457,1492.4,23.8,52.6,6.78,1.22,Perfect Stamping Quality
TOYOTA-PR-1458,1351.1,29.7,51.5,5.88,1.61,Perfect Stamping Quality
TOYOTA-PR-1459,2334.0,26.7,56.6,7.47,1.43,Perfect Stamping Quality
TOYOTA-PR-1460,1916.6,25.7,62.9,7.82,1.16,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1461,1471.7,15.4,45.2,6.73,1.47,Perfect Stamping Quality
TOYOTA-PR-1462,857.8,15.8,44.4,5.9,1.22,Perfect Stamping Quality
TOYOTA-PR-1463,1649.1,17.7,49.2,6.86,1.32,Perfect Stamping Quality
TOYOTA-PR-1464,1268.3,23.1,50.6,6.42,1.12,Perfect Stamping Quality
TOYOTA-PR-1465,1338.3,19.2,49.0,5.47,1.44,Perfect Stamping Quality
TOYOTA-PR-1466,1211.0,28.5,53.1,6.86,1.02,Perfect Stamping Quality
TOYOTA-PR-1467,1279.8,27.4,47.5,5.92,1.5,Perfect Stamping Quality
TOYOTA-PR-1468,2069.9,16.8,61.7,7.14,1.3,Perfect Stamping Quality
TOYOTA-PR-1469,1178.1,20.0,48.2,5.98,1.45,Perfect Stamping Quality
TOYOTA-PR-1470,863.3,29.2,43.9,4.88,1.33,Perfect Stamping Quality
TOYOTA-PR-1471,2175.4,28.4,60.5,6.97,1.4,Perfect Stamping Quality
TOYOTA-PR-1472,2031.0,22.4,51.4,7.11,1.23,Perfect Stamping Quality
TOYOTA-PR-1473,1551.1,29.3,53.8,6.65,1.64,Perfect Stamping Quality
TOYOTA-PR-1474,1409.6,28.1,51.3,6.29,1.08,Perfect Stamping Quality
TOYOTA-PR-1475,2383.8,17.4,57.4,7.19,1.76,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1476,2296.2,26.3,53.6,7.61,1.24,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1477,2340.4,27.2,58.5,7.75,1.38,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1478,2107.9,30.4,58.3,7.16,1.35,Perfect Stamping Quality
TOYOTA-PR-1479,2346.1,30.5,60.7,8.39,1.42,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1480,1275.8,20.5,48.8,6.39,1.4,Perfect Stamping Quality
TOYOTA-PR-1481,2022.2,18.2,53.9,8.12,1.26,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1482,1880.8,25.4,61.6,7.33,1.41,Perfect Stamping Quality
TOYOTA-PR-1483,2321.9,16.8,59.0,7.69,1.47,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1484,2398.4,18.5,60.5,7.62,1.42,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1485,1841.0,21.6,55.6,7.08,1.47,Perfect Stamping Quality
TOYOTA-PR-1486,1932.3,21.1,54.1,7.06,1.17,Perfect Stamping Quality
TOYOTA-PR-1487,1395.3,19.8,54.5,5.69,1.51,Perfect Stamping Quality
TOYOTA-PR-1488,2104.0,30.5,48.5,8.26,1.24,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1489,2047.9,28.2,60.0,7.37,1.37,Perfect Stamping Quality
TOYOTA-PR-1490,1310.5,14.7,50.5,5.95,1.62,Perfect Stamping Quality
TOYOTA-PR-1491,1098.3,28.5,44.6,6.44,1.22,Perfect Stamping Quality
TOYOTA-PR-1492,2386.0,27.2,57.5,8.17,1.13,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1493,1337.6,31.2,50.8,6.48,1.32,Perfect Stamping Quality
TOYOTA-PR-1494,1220.5,27.5,47.0,5.52,1.63,Perfect Stamping Quality
TOYOTA-PR-1495,2045.7,18.0,58.5,7.1,1.48,Perfect Stamping Quality
TOYOTA-PR-1496,1096.5,28.8,45.6,6.22,0.91,Perfect Stamping Quality
TOYOTA-PR-1497,1242.5,30.3,49.6,6.42,1.34,Perfect Stamping Quality
TOYOTA-PR-1498,1610.0,17.2,55.6,6.44,1.7,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1499,2236.2,15.8,61.0,7.83,1.41,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1500,1912.2,18.7,53.2,6.96,1.28,Perfect Stamping Quality
TOYOTA-PR-1501,1770.8,27.6,56.5,7.22,1.56,Perfect Stamping Quality
TOYOTA-PR-1502,900.5,24.5,48.2,5.06,1.33,Perfect Stamping Quality
TOYOTA-PR-1503,1140.3,21.1,47.6,6.01,1.78,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1504,1574.9,22.8,52.8,6.72,1.52,Perfect Stamping Quality
TOYOTA-PR-1505,878.0,28.9,53.2,5.68,1.27,Perfect Stamping Quality
TOYOTA-PR-1506,1241.1,26.5,47.8,6.81,1.25,Perfect Stamping Quality
TOYOTA-PR-1507,2110.8,19.8,56.7,8.01,1.67,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1508,2394.3,18.4,64.9,7.96,1.68,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1509,1706.4,29.3,54.3,6.02,0.93,Perfect Stamping Quality
TOYOTA-PR-1510,1446.8,30.5,56.4,6.09,1.25,Perfect Stamping Quality
TOYOTA-PR-1511,1887.3,23.9,57.8,7.28,1.37,Perfect Stamping Quality
TOYOTA-PR-1512,2117.7,20.1,54.5,7.55,1.47,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1513,1847.8,24.8,56.9,8.08,1.24,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1514,1294.9,20.7,53.5,5.84,1.62,Perfect Stamping Quality
TOYOTA-PR-1515,994.4,20.1,43.1,5.66,1.28,Perfect Stamping Quality
TOYOTA-PR-1516,1660.1,27.5,53.7,7.41,1.57,Perfect Stamping Quality
TOYOTA-PR-1517,1779.9,21.8,55.7,7.44,1.55,Perfect Stamping Quality
TOYOTA-PR-1518,1648.3,14.2,52.2,7.48,1.4,Perfect Stamping Quality
TOYOTA-PR-1519,1083.3,19.5,47.3,6.77,1.57,Perfect Stamping Quality
TOYOTA-PR-1520,2073.0,17.1,58.6,7.04,1.55,Perfect Stamping Quality
TOYOTA-PR-1521,1997.0,14.2,54.4,7.69,1.34,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1522,1310.3,18.1,53.4,6.87,1.15,Perfect Stamping Quality
TOYOTA-PR-1523,1730.0,23.4,53.4,6.51,1.43,Perfect Stamping Quality
TOYOTA-PR-1524,1501.3,24.1,54.8,6.46,0.92,Perfect Stamping Quality
TOYOTA-PR-1525,912.9,17.1,43.8,6.3,1.49,Perfect Stamping Quality
TOYOTA-PR-1526,1624.9,23.3,47.5,6.6,1.42,Perfect Stamping Quality
TOYOTA-PR-1527,1471.6,17.7,46.9,6.51,1.3,Perfect Stamping Quality
TOYOTA-PR-1528,2080.0,28.7,56.1,7.74,1.41,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1529,2083.1,20.3,57.6,7.41,1.33,Perfect Stamping Quality
TOYOTA-PR-1530,1872.1,20.8,50.5,7.37,1.24,Perfect Stamping Quality
TOYOTA-PR-1531,1115.3,30.8,47.4,6.25,1.09,Perfect Stamping Quality
TOYOTA-PR-1532,1974.1,29.0,55.3,8.3,1.51,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1533,2158.0,22.2,60.2,8.16,1.37,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1534,1040.9,17.6,49.1,6.09,1.36,Perfect Stamping Quality
TOYOTA-PR-1535,2190.4,28.5,54.4,7.95,1.51,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1536,2276.8,14.4,54.8,7.89,1.1,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1537,2061.0,15.7,52.0,7.87,1.39,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1538,2062.5,21.7,61.4,7.2,1.47,Perfect Stamping Quality
TOYOTA-PR-1539,1655.8,29.3,51.3,6.63,1.7,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1540,1638.6,27.3,56.1,6.42,1.43,Perfect Stamping Quality
TOYOTA-PR-1541,1666.5,24.6,55.9,6.58,1.28,Perfect Stamping Quality
TOYOTA-PR-1542,1680.9,18.7,54.4,6.53,1.45,Perfect Stamping Quality
TOYOTA-PR-1543,1695.2,23.3,54.2,6.71,1.48,Perfect Stamping Quality
TOYOTA-PR-1544,2151.0,25.0,59.8,8.0,1.37,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1545,1526.9,17.3,52.2,6.24,1.2,Perfect Stamping Quality
TOYOTA-PR-1546,2235.1,29.6,57.6,7.75,1.3,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1547,842.4,16.9,46.0,5.27,1.41,Perfect Stamping Quality
TOYOTA-PR-1548,1760.2,16.3,57.5,7.15,1.4,Perfect Stamping Quality
TOYOTA-PR-1549,2005.8,14.2,61.3,6.93,1.73,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1550,1532.4,19.0,51.4,7.02,1.49,Perfect Stamping Quality
TOYOTA-PR-1551,2122.3,25.4,57.4,7.56,1.48,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1552,1142.5,20.8,51.9,6.72,1.32,Perfect Stamping Quality
TOYOTA-PR-1553,1798.8,31.3,53.0,7.09,1.55,Perfect Stamping Quality
TOYOTA-PR-1554,2209.5,21.5,54.0,7.46,1.24,Perfect Stamping Quality
TOYOTA-PR-1555,1841.4,15.7,50.2,6.82,1.42,Perfect Stamping Quality
TOYOTA-PR-1556,1775.0,25.7,47.5,7.65,1.02,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1557,1283.2,23.3,47.2,6.3,1.44,Perfect Stamping Quality
TOYOTA-PR-1558,2344.9,26.1,60.8,8.26,1.58,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1559,1656.0,14.3,57.2,6.99,1.33,Perfect Stamping Quality
TOYOTA-PR-1560,1387.2,19.7,46.3,6.46,1.28,Perfect Stamping Quality
TOYOTA-PR-1561,1201.7,22.0,50.5,5.29,1.17,Perfect Stamping Quality
TOYOTA-PR-1562,1957.8,31.6,57.5,6.67,1.23,Perfect Stamping Quality
TOYOTA-PR-1563,1545.5,18.9,45.4,6.34,1.29,Perfect Stamping Quality
TOYOTA-PR-1564,2100.9,20.9,55.2,7.62,1.34,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1565,1871.8,25.3,50.1,8.0,1.4,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1566,935.8,17.1,51.1,5.2,1.32,Perfect Stamping Quality
TOYOTA-PR-1567,2142.1,28.3,54.9,7.29,1.21,Perfect Stamping Quality
TOYOTA-PR-1568,942.0,21.3,44.8,5.7,1.4,Perfect Stamping Quality
TOYOTA-PR-1569,1121.0,20.0,51.2,5.64,1.3,Perfect Stamping Quality
TOYOTA-PR-1570,2285.9,21.4,54.5,6.88,1.66,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1571,931.3,14.9,45.1,4.95,1.51,Perfect Stamping Quality
TOYOTA-PR-1572,2148.1,18.4,59.3,7.2,1.43,Perfect Stamping Quality
TOYOTA-PR-1573,1318.5,15.2,53.6,6.21,1.18,Perfect Stamping Quality
TOYOTA-PR-1574,1411.6,26.9,49.2,6.16,1.38,Perfect Stamping Quality
TOYOTA-PR-1575,1793.6,21.5,54.5,7.69,1.3,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1576,1813.1,18.6,53.2,7.67,1.57,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1577,1480.0,14.1,47.8,6.9,1.26,Perfect Stamping Quality
TOYOTA-PR-1578,2174.3,24.1,55.9,7.85,1.06,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1579,1231.4,30.6,45.6,6.45,1.67,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1580,1668.3,29.8,55.4,7.2,1.37,Perfect Stamping Quality
TOYOTA-PR-1581,2052.2,29.6,56.2,7.71,1.67,Sheet Metal Micro-Tear Risk
TOYOTA-PR-1582,1028.8,24.5,49.1,5.71,1.26,Perfect Stamping Quality
TOYOTA-PR-1583,2232.5,30.4,62.1,7.39,1.79,Sheet Metal Micro-Tear Risk
