Handover_Event_ID,Driver_Attention_State,Handover_Response_Time_s,Speed_at_Handover_kmh,Adverse_Weather_Flag,Handover_Success
MB-L3-5299,Attentive & Forward,1.27,104.0,Clear Weather,Safe Smooth Handover
MB-L3-5300,Attentive & Forward,1.2,98.9,Construction Zone,Safe Smooth Handover
MB-L3-5301,Looking at Passenger,3.33,46.2,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5302,Attentive & Forward,1.13,75.4,Clear Weather,Safe Smooth Handover
MB-L3-5303,Attentive & Forward,1.63,103.0,Clear Weather,Safe Smooth Handover
MB-L3-5304,Smartphone Screen,2.46,89.6,Clear Weather,Safe Smooth Handover
MB-L3-5305,Attentive & Forward,1.36,98.1,Clear Weather,Safe Smooth Handover
MB-L3-5306,Attentive & Forward,1.24,129.8,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5307,Attentive & Forward,1.48,104.8,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5308,Attentive & Forward,1.74,96.9,Clear Weather,Safe Smooth Handover
MB-L3-5309,Attentive & Forward,1.28,68.0,Clear Weather,Safe Smooth Handover
MB-L3-5310,Attentive & Forward,1.72,108.7,Clear Weather,Safe Smooth Handover
MB-L3-5311,Looking at Passenger,3.05,121.4,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5312,Smartphone Screen,2.09,57.9,Clear Weather,Safe Smooth Handover
MB-L3-5313,Attentive & Forward,1.35,116.5,Clear Weather,Safe Smooth Handover
MB-L3-5314,Attentive & Forward,1.56,80.6,Clear Weather,Safe Smooth Handover
MB-L3-5315,Attentive & Forward,1.29,53.8,Clear Weather,Safe Smooth Handover
MB-L3-5316,Attentive & Forward,1.24,70.0,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5317,Attentive & Forward,1.38,64.2,Construction Zone,Safe Smooth Handover
MB-L3-5318,Attentive & Forward,1.35,86.0,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5319,Attentive & Forward,1.21,43.3,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5320,Attentive & Forward,1.62,124.7,Clear Weather,Safe Smooth Handover
MB-L3-5321,Attentive & Forward,1.36,114.8,Clear Weather,Safe Smooth Handover
MB-L3-5322,Attentive & Forward,1.66,52.4,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5323,Attentive & Forward,1.25,48.3,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5324,Smartphone Screen,2.44,55.2,Construction Zone,Safe Smooth Handover
MB-L3-5325,Smartphone Screen,1.94,49.5,Construction Zone,Safe Smooth Handover
MB-L3-5326,Attentive & Forward,1.55,46.7,Clear Weather,Safe Smooth Handover
MB-L3-5327,Attentive & Forward,1.24,51.7,Construction Zone,Safe Smooth Handover
MB-L3-5328,Attentive & Forward,1.37,101.8,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5329,Smartphone Screen,2.35,107.8,Clear Weather,Safe Smooth Handover
MB-L3-5330,Looking at Passenger,2.88,40.7,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5331,Attentive & Forward,1.7,86.5,Construction Zone,Safe Smooth Handover
MB-L3-5332,Smartphone Screen,2.15,86.0,Clear Weather,Safe Smooth Handover
MB-L3-5333,Smartphone Screen,2.5,80.1,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5334,Attentive & Forward,1.11,61.5,Clear Weather,Safe Smooth Handover
MB-L3-5335,Attentive & Forward,1.32,107.6,Clear Weather,Safe Smooth Handover
MB-L3-5336,Drowsy / Eyelid Blink,4.28,121.2,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5337,Attentive & Forward,1.42,70.3,Clear Weather,Safe Smooth Handover
MB-L3-5338,Attentive & Forward,1.64,124.9,Construction Zone,Safe Smooth Handover
MB-L3-5339,Smartphone Screen,2.08,112.6,Clear Weather,Safe Smooth Handover
MB-L3-5340,Attentive & Forward,0.91,110.3,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5341,Attentive & Forward,1.32,63.3,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5342,Attentive & Forward,1.2,104.6,Clear Weather,Safe Smooth Handover
MB-L3-5343,Attentive & Forward,1.63,73.6,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5344,Attentive & Forward,1.11,75.3,Clear Weather,Safe Smooth Handover
MB-L3-5345,Attentive & Forward,1.44,71.7,Clear Weather,Safe Smooth Handover
MB-L3-5346,Attentive & Forward,1.85,91.8,Clear Weather,Safe Smooth Handover
MB-L3-5347,Attentive & Forward,1.34,53.3,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5348,Drowsy / Eyelid Blink,4.55,60.0,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-5349,Attentive & Forward,1.59,96.6,Construction Zone,Safe Smooth Handover
MB-L3-5350,Attentive & Forward,1.55,68.0,Clear Weather,Safe Smooth Handover
MB-L3-5351,Attentive & Forward,1.49,85.0,Clear Weather,Safe Smooth Handover
MB-L3-5352,Attentive & Forward,1.26,82.6,Clear Weather,Safe Smooth Handover
MB-L3-5353,Attentive & Forward,1.51,56.3,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5354,Attentive & Forward,1.67,124.1,Clear Weather,Safe Smooth Handover
MB-L3-5355,Attentive & Forward,1.29,127.0,Clear Weather,Safe Smooth Handover
MB-L3-5356,Smartphone Screen,2.63,105.6,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5357,Attentive & Forward,1.5,41.2,Clear Weather,Safe Smooth Handover
MB-L3-5358,Looking at Passenger,2.56,122.5,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5359,Attentive & Forward,1.61,48.8,Construction Zone,Safe Smooth Handover
MB-L3-5360,Drowsy / Eyelid Blink,3.93,108.6,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5361,Attentive & Forward,1.53,125.1,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5362,Attentive & Forward,1.24,122.2,Clear Weather,Safe Smooth Handover
MB-L3-5363,Drowsy / Eyelid Blink,3.14,66.8,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5364,Smartphone Screen,1.87,69.0,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5365,Attentive & Forward,1.42,104.8,Clear Weather,Safe Smooth Handover
MB-L3-5366,Drowsy / Eyelid Blink,3.41,95.8,Construction Zone,Escalated Visual/Audio Alert
MB-L3-5367,Attentive & Forward,0.94,114.7,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5368,Attentive & Forward,1.32,70.0,Clear Weather,Safe Smooth Handover
MB-L3-5369,Drowsy / Eyelid Blink,4.39,65.2,Construction Zone,Escalated Visual/Audio Alert
MB-L3-5370,Attentive & Forward,1.12,92.7,Clear Weather,Safe Smooth Handover
MB-L3-5371,Attentive & Forward,1.14,75.4,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5372,Attentive & Forward,1.74,74.0,Clear Weather,Safe Smooth Handover
MB-L3-5373,Attentive & Forward,1.04,85.8,Construction Zone,Safe Smooth Handover
MB-L3-5374,Drowsy / Eyelid Blink,3.83,60.1,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5375,Smartphone Screen,2.03,45.6,Clear Weather,Safe Smooth Handover
MB-L3-5376,Attentive & Forward,1.55,119.4,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5377,Attentive & Forward,1.07,95.8,Clear Weather,Safe Smooth Handover
MB-L3-5378,Attentive & Forward,1.41,91.0,Clear Weather,Safe Smooth Handover
MB-L3-5379,Attentive & Forward,1.27,124.1,Clear Weather,Safe Smooth Handover
MB-L3-5380,Rear Seat Mirror,1.96,71.1,Clear Weather,Safe Smooth Handover
MB-L3-5381,Attentive & Forward,1.22,89.3,Clear Weather,Safe Smooth Handover
MB-L3-5382,Drowsy / Eyelid Blink,4.43,104.0,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5383,Attentive & Forward,1.38,65.8,Clear Weather,Safe Smooth Handover
MB-L3-5384,Attentive & Forward,1.37,113.4,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5385,Smartphone Screen,2.66,51.6,Construction Zone,Escalated Visual/Audio Alert
MB-L3-5386,Drowsy / Eyelid Blink,2.45,49.6,Clear Weather,Safe Smooth Handover
MB-L3-5387,Attentive & Forward,1.63,114.7,Clear Weather,Safe Smooth Handover
MB-L3-5388,Smartphone Screen,2.51,104.2,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5389,Attentive & Forward,0.9,115.8,Construction Zone,Safe Smooth Handover
MB-L3-5390,Smartphone Screen,2.43,79.3,Clear Weather,Safe Smooth Handover
MB-L3-5391,Attentive & Forward,1.23,68.1,Clear Weather,Safe Smooth Handover
MB-L3-5392,Attentive & Forward,1.08,94.5,Clear Weather,Safe Smooth Handover
MB-L3-5393,Looking at Passenger,2.49,52.1,Clear Weather,Safe Smooth Handover
MB-L3-5394,Rear Seat Mirror,2.21,58.0,Clear Weather,Safe Smooth Handover
MB-L3-5395,Looking at Passenger,3.14,96.3,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5396,Attentive & Forward,1.65,94.2,Clear Weather,Safe Smooth Handover
MB-L3-5397,Attentive & Forward,1.47,116.7,Clear Weather,Safe Smooth Handover
MB-L3-5398,Attentive & Forward,1.52,41.8,Clear Weather,Safe Smooth Handover
MB-L3-5399,Attentive & Forward,1.64,105.1,Construction Zone,Safe Smooth Handover
MB-L3-5400,Attentive & Forward,1.46,44.4,Clear Weather,Safe Smooth Handover
MB-L3-5401,Attentive & Forward,1.28,81.1,Clear Weather,Safe Smooth Handover
MB-L3-5402,Attentive & Forward,1.55,84.2,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5403,Attentive & Forward,1.18,43.1,Clear Weather,Safe Smooth Handover
MB-L3-5404,Smartphone Screen,2.0,74.1,Clear Weather,Safe Smooth Handover
MB-L3-5405,Attentive & Forward,1.36,48.3,Clear Weather,Safe Smooth Handover
MB-L3-5406,Smartphone Screen,2.38,61.3,Clear Weather,Safe Smooth Handover
MB-L3-5407,Drowsy / Eyelid Blink,3.94,50.6,Construction Zone,Escalated Visual/Audio Alert
MB-L3-5408,Smartphone Screen,2.71,78.8,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5409,Attentive & Forward,1.26,113.2,Clear Weather,Safe Smooth Handover
MB-L3-5410,Drowsy / Eyelid Blink,4.24,92.9,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-5411,Attentive & Forward,1.4,85.9,Clear Weather,Safe Smooth Handover
MB-L3-5412,Attentive & Forward,1.68,69.0,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5413,Attentive & Forward,1.63,45.1,Clear Weather,Safe Smooth Handover
MB-L3-5414,Attentive & Forward,1.5,59.9,Construction Zone,Safe Smooth Handover
MB-L3-5415,Drowsy / Eyelid Blink,4.58,43.5,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5416,Attentive & Forward,1.48,82.0,Clear Weather,Safe Smooth Handover
MB-L3-5417,Attentive & Forward,1.26,120.1,Clear Weather,Safe Smooth Handover
MB-L3-5418,Looking at Passenger,2.7,59.4,Construction Zone,Escalated Visual/Audio Alert
MB-L3-5419,Drowsy / Eyelid Blink,3.45,76.4,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-5420,Rear Seat Mirror,2.32,105.6,Clear Weather,Safe Smooth Handover
MB-L3-5421,Attentive & Forward,1.41,112.0,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5422,Smartphone Screen,2.8,113.0,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-5423,Smartphone Screen,1.94,104.8,Clear Weather,Safe Smooth Handover
MB-L3-5424,Smartphone Screen,2.95,94.8,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5425,Attentive & Forward,1.45,105.2,Clear Weather,Safe Smooth Handover
MB-L3-5426,Attentive & Forward,1.5,66.3,Construction Zone,Safe Smooth Handover
MB-L3-5427,Attentive & Forward,1.58,107.1,Clear Weather,Safe Smooth Handover
MB-L3-5428,Attentive & Forward,1.19,96.5,Clear Weather,Safe Smooth Handover
MB-L3-5429,Attentive & Forward,1.58,77.2,Clear Weather,Safe Smooth Handover
MB-L3-5430,Looking at Passenger,2.31,47.2,Clear Weather,Safe Smooth Handover
MB-L3-5431,Attentive & Forward,1.31,81.3,Clear Weather,Safe Smooth Handover
MB-L3-5432,Drowsy / Eyelid Blink,4.88,45.4,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5433,Attentive & Forward,1.05,103.4,Clear Weather,Safe Smooth Handover
MB-L3-5434,Attentive & Forward,1.42,112.3,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5435,Attentive & Forward,1.34,100.4,Clear Weather,Safe Smooth Handover
MB-L3-5436,Attentive & Forward,1.23,69.3,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5437,Attentive & Forward,1.61,45.8,Clear Weather,Safe Smooth Handover
MB-L3-5438,Attentive & Forward,1.4,59.8,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5439,Attentive & Forward,1.41,69.7,Clear Weather,Safe Smooth Handover
MB-L3-5440,Attentive & Forward,0.89,112.0,Clear Weather,Safe Smooth Handover
MB-L3-5441,Smartphone Screen,1.69,124.2,Construction Zone,Safe Smooth Handover
MB-L3-5442,Attentive & Forward,1.38,41.6,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5443,Attentive & Forward,1.22,67.1,Construction Zone,Safe Smooth Handover
MB-L3-5444,Drowsy / Eyelid Blink,2.94,94.9,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5445,Attentive & Forward,1.45,46.5,Clear Weather,Safe Smooth Handover
MB-L3-5446,Looking at Passenger,1.88,121.8,Clear Weather,Safe Smooth Handover
MB-L3-5447,Attentive & Forward,1.37,102.3,Clear Weather,Safe Smooth Handover
MB-L3-5448,Drowsy / Eyelid Blink,4.41,42.7,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5449,Attentive & Forward,1.08,88.6,Clear Weather,Safe Smooth Handover
MB-L3-5450,Attentive & Forward,1.2,44.4,Clear Weather,Safe Smooth Handover
MB-L3-5451,Looking at Passenger,2.54,123.7,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5452,Smartphone Screen,2.3,46.6,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5453,Smartphone Screen,3.0,115.5,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5454,Attentive & Forward,1.51,99.2,Clear Weather,Safe Smooth Handover
MB-L3-5455,Attentive & Forward,1.4,86.0,Clear Weather,Safe Smooth Handover
MB-L3-5456,Attentive & Forward,1.16,82.2,Clear Weather,Safe Smooth Handover
MB-L3-5457,Attentive & Forward,1.56,93.1,Clear Weather,Safe Smooth Handover
MB-L3-5458,Drowsy / Eyelid Blink,3.09,56.4,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5459,Looking at Passenger,2.77,56.0,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5460,Rear Seat Mirror,2.02,104.6,Clear Weather,Safe Smooth Handover
MB-L3-5461,Attentive & Forward,1.48,91.8,Clear Weather,Safe Smooth Handover
MB-L3-5462,Attentive & Forward,1.0,59.9,Clear Weather,Safe Smooth Handover
MB-L3-5463,Attentive & Forward,1.27,103.1,Clear Weather,Safe Smooth Handover
MB-L3-5464,Looking at Passenger,2.56,65.9,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5465,Attentive & Forward,1.78,103.1,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5466,Looking at Passenger,2.01,52.9,Clear Weather,Safe Smooth Handover
MB-L3-5467,Attentive & Forward,1.33,54.7,Clear Weather,Safe Smooth Handover
MB-L3-5468,Attentive & Forward,1.36,57.9,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5469,Attentive & Forward,1.51,122.4,Clear Weather,Safe Smooth Handover
MB-L3-5470,Drowsy / Eyelid Blink,4.5,90.8,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5471,Attentive & Forward,1.69,44.7,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5472,Attentive & Forward,1.41,127.2,Construction Zone,Safe Smooth Handover
MB-L3-5473,Attentive & Forward,1.42,118.9,Construction Zone,Safe Smooth Handover
MB-L3-5474,Attentive & Forward,1.29,106.2,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5475,Attentive & Forward,1.49,98.1,Clear Weather,Safe Smooth Handover
MB-L3-5476,Smartphone Screen,2.31,50.1,Clear Weather,Safe Smooth Handover
MB-L3-5477,Attentive & Forward,1.43,114.1,Clear Weather,Safe Smooth Handover
MB-L3-5478,Attentive & Forward,1.54,112.8,Clear Weather,Safe Smooth Handover
MB-L3-5479,Attentive & Forward,1.51,68.8,Clear Weather,Safe Smooth Handover
MB-L3-5480,Attentive & Forward,1.3,126.7,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5481,Attentive & Forward,1.7,66.2,Clear Weather,Safe Smooth Handover
MB-L3-5482,Rear Seat Mirror,2.3,88.7,Construction Zone,Safe Smooth Handover
MB-L3-5483,Attentive & Forward,1.22,80.5,Clear Weather,Safe Smooth Handover
MB-L3-5484,Attentive & Forward,1.46,59.8,Clear Weather,Safe Smooth Handover
MB-L3-5485,Looking at Passenger,2.65,75.9,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5486,Rear Seat Mirror,1.32,45.2,Clear Weather,Safe Smooth Handover
MB-L3-5487,Smartphone Screen,3.12,83.5,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5488,Attentive & Forward,1.29,82.4,Clear Weather,Safe Smooth Handover
MB-L3-5489,Attentive & Forward,1.79,103.4,Clear Weather,Safe Smooth Handover
MB-L3-5490,Attentive & Forward,1.43,114.3,Clear Weather,Safe Smooth Handover
MB-L3-5491,Attentive & Forward,1.66,107.4,Construction Zone,Safe Smooth Handover
MB-L3-5492,Attentive & Forward,1.56,88.4,Clear Weather,Safe Smooth Handover
MB-L3-5493,Attentive & Forward,1.75,115.3,Clear Weather,Safe Smooth Handover
MB-L3-5494,Rear Seat Mirror,2.15,109.0,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5495,Attentive & Forward,1.37,98.2,Clear Weather,Safe Smooth Handover
MB-L3-5496,Attentive & Forward,1.51,74.3,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5497,Attentive & Forward,1.9,95.8,Clear Weather,Safe Smooth Handover
MB-L3-5498,Attentive & Forward,1.34,122.7,Clear Weather,Safe Smooth Handover
MB-L3-5499,Attentive & Forward,1.45,40.8,Clear Weather,Safe Smooth Handover
MB-L3-5500,Smartphone Screen,2.51,61.2,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5501,Attentive & Forward,1.22,119.1,Clear Weather,Safe Smooth Handover
MB-L3-5502,Smartphone Screen,2.32,92.9,Clear Weather,Safe Smooth Handover
MB-L3-5503,Smartphone Screen,2.34,62.1,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5504,Smartphone Screen,3.26,102.4,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5505,Attentive & Forward,1.96,103.4,Clear Weather,Safe Smooth Handover
MB-L3-5506,Attentive & Forward,1.43,118.1,Clear Weather,Safe Smooth Handover
MB-L3-5507,Attentive & Forward,1.34,40.4,Clear Weather,Safe Smooth Handover
MB-L3-5508,Looking at Passenger,2.44,57.5,Clear Weather,Safe Smooth Handover
MB-L3-5509,Smartphone Screen,2.19,54.0,Clear Weather,Safe Smooth Handover
MB-L3-5510,Attentive & Forward,1.38,102.0,Clear Weather,Safe Smooth Handover
MB-L3-5511,Smartphone Screen,2.38,90.9,Clear Weather,Safe Smooth Handover
MB-L3-5512,Attentive & Forward,1.67,101.1,Clear Weather,Safe Smooth Handover
MB-L3-5513,Looking at Passenger,2.18,50.0,Clear Weather,Safe Smooth Handover
MB-L3-5514,Smartphone Screen,3.09,116.3,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5515,Attentive & Forward,1.62,44.5,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5516,Attentive & Forward,1.43,61.4,Clear Weather,Safe Smooth Handover
MB-L3-5517,Attentive & Forward,1.4,72.1,Clear Weather,Safe Smooth Handover
MB-L3-5518,Attentive & Forward,1.25,87.8,Clear Weather,Safe Smooth Handover
MB-L3-5519,Attentive & Forward,1.09,57.5,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5520,Attentive & Forward,1.6,111.0,Clear Weather,Safe Smooth Handover
MB-L3-5521,Attentive & Forward,1.2,115.1,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5522,Attentive & Forward,1.53,114.3,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5523,Smartphone Screen,2.43,56.1,Clear Weather,Safe Smooth Handover
MB-L3-5524,Attentive & Forward,1.54,74.9,Clear Weather,Safe Smooth Handover
MB-L3-5525,Looking at Passenger,3.21,103.8,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5526,Rear Seat Mirror,2.33,50.8,Clear Weather,Safe Smooth Handover
MB-L3-5527,Attentive & Forward,1.51,105.9,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5528,Attentive & Forward,1.31,46.9,Clear Weather,Safe Smooth Handover
MB-L3-5529,Smartphone Screen,2.13,79.5,Clear Weather,Safe Smooth Handover
MB-L3-5530,Attentive & Forward,1.58,60.4,Clear Weather,Safe Smooth Handover
MB-L3-5531,Attentive & Forward,1.34,84.1,Clear Weather,Safe Smooth Handover
MB-L3-5532,Drowsy / Eyelid Blink,3.79,45.7,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5533,Attentive & Forward,1.51,100.6,Clear Weather,Safe Smooth Handover
MB-L3-5534,Attentive & Forward,1.65,42.6,Clear Weather,Safe Smooth Handover
MB-L3-5535,Attentive & Forward,1.4,114.6,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5536,Attentive & Forward,1.29,70.7,Clear Weather,Safe Smooth Handover
MB-L3-5537,Attentive & Forward,1.61,86.3,Construction Zone,Safe Smooth Handover
MB-L3-5538,Attentive & Forward,1.3,124.9,Construction Zone,Safe Smooth Handover
MB-L3-5539,Attentive & Forward,1.34,69.1,Clear Weather,Safe Smooth Handover
MB-L3-5540,Rear Seat Mirror,2.61,92.0,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5541,Attentive & Forward,1.34,97.5,Construction Zone,Safe Smooth Handover
MB-L3-5542,Attentive & Forward,1.44,56.4,Clear Weather,Safe Smooth Handover
MB-L3-5543,Attentive & Forward,1.32,50.6,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5544,Attentive & Forward,1.7,125.6,Clear Weather,Safe Smooth Handover
MB-L3-5545,Attentive & Forward,1.53,87.2,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5546,Attentive & Forward,1.2,101.5,Clear Weather,Safe Smooth Handover
MB-L3-5547,Attentive & Forward,1.41,84.2,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5548,Attentive & Forward,1.08,44.4,Clear Weather,Safe Smooth Handover
MB-L3-5549,Attentive & Forward,1.5,52.4,Clear Weather,Safe Smooth Handover
MB-L3-5550,Attentive & Forward,1.11,124.3,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5551,Drowsy / Eyelid Blink,3.82,92.4,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-5552,Drowsy / Eyelid Blink,3.54,54.6,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5553,Attentive & Forward,1.31,79.7,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5554,Smartphone Screen,2.55,77.3,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5555,Drowsy / Eyelid Blink,4.08,119.3,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5556,Rear Seat Mirror,2.22,68.4,Clear Weather,Safe Smooth Handover
MB-L3-5557,Attentive & Forward,1.27,129.8,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5558,Drowsy / Eyelid Blink,5.1,69.7,Construction Zone,Escalated Visual/Audio Alert
MB-L3-5559,Attentive & Forward,1.27,120.7,Construction Zone,Safe Smooth Handover
MB-L3-5560,Attentive & Forward,1.23,43.9,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5561,Attentive & Forward,1.3,127.6,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5562,Attentive & Forward,1.56,97.6,Clear Weather,Safe Smooth Handover
MB-L3-5563,Attentive & Forward,1.29,66.5,Clear Weather,Safe Smooth Handover
MB-L3-5564,Looking at Passenger,2.59,103.0,Construction Zone,Escalated Visual/Audio Alert
MB-L3-5565,Attentive & Forward,1.31,120.6,Clear Weather,Safe Smooth Handover
MB-L3-5566,Attentive & Forward,1.43,72.3,Clear Weather,Safe Smooth Handover
MB-L3-5567,Drowsy / Eyelid Blink,3.88,58.7,Construction Zone,Escalated Visual/Audio Alert
MB-L3-5568,Attentive & Forward,1.42,115.6,Clear Weather,Safe Smooth Handover
MB-L3-5569,Smartphone Screen,2.35,114.8,Clear Weather,Safe Smooth Handover
MB-L3-5570,Attentive & Forward,1.45,111.9,Construction Zone,Safe Smooth Handover
MB-L3-5571,Smartphone Screen,2.84,67.8,Clear Weather,Escalated Visual/Audio Alert
