Charging_Session_ID,Ambient_Temp_C,Fast_Charge_C_Rate,Starting_SoC_pct,Anode_Overvoltage_mV,Charge_Duration_min,Plating_Safety_Status
VW-MEB-2226,5.9,2.81,6.3,-108.9,31.4,High Risk (Lithium Plating)
VW-MEB-2227,27.4,2.14,36.7,-68.2,24.9,High Risk (Lithium Plating)
VW-MEB-2228,29.0,2.98,38.1,-85.1,20.0,High Risk (Lithium Plating)
VW-MEB-2229,24.3,3.0,41.6,-98.1,14.3,High Risk (Lithium Plating)
VW-MEB-2230,27.3,1.46,8.6,-40.2,63.1,High Risk (Lithium Plating)
VW-MEB-2231,15.5,1.59,35.6,-69.5,36.2,High Risk (Lithium Plating)
VW-MEB-2232,23.2,1.83,19.2,-63.9,40.9,High Risk (Lithium Plating)
VW-MEB-2233,-6.1,3.13,12.9,-141.1,28.8,High Risk (Lithium Plating)
VW-MEB-2234,-5.6,3.17,19.3,-151.3,18.4,High Risk (Lithium Plating)
VW-MEB-2235,-9.6,2.67,17.4,-133.2,29.0,High Risk (Lithium Plating)
VW-MEB-2236,-5.2,1.29,37.0,-103.4,41.7,High Risk (Lithium Plating)
VW-MEB-2237,32.0,1.9,21.0,-43.2,37.4,High Risk (Lithium Plating)
VW-MEB-2238,32.3,3.09,21.9,-75.2,23.1,High Risk (Lithium Plating)
VW-MEB-2239,4.6,2.2,42.0,-117.7,20.5,High Risk (Lithium Plating)
VW-MEB-2240,8.7,2.45,18.8,-97.3,35.0,High Risk (Lithium Plating)
VW-MEB-2241,16.1,2.19,21.6,-89.8,34.9,High Risk (Lithium Plating)
VW-MEB-2242,5.8,1.77,31.4,-83.5,35.4,High Risk (Lithium Plating)
VW-MEB-2243,10.9,2.51,16.4,-100.9,30.3,High Risk (Lithium Plating)
VW-MEB-2244,-4.0,1.93,39.6,-110.2,27.6,High Risk (Lithium Plating)
VW-MEB-2245,25.4,2.23,13.7,-66.4,36.4,High Risk (Lithium Plating)
VW-MEB-2246,26.4,2.06,27.5,-62.0,30.9,High Risk (Lithium Plating)
VW-MEB-2247,7.3,1.11,20.4,-70.1,65.0,High Risk (Lithium Plating)
VW-MEB-2248,23.1,2.55,9.4,-73.8,38.4,High Risk (Lithium Plating)
VW-MEB-2249,26.6,1.8,29.5,-46.9,31.9,High Risk (Lithium Plating)
VW-MEB-2250,6.9,1.87,11.4,-80.2,50.2,High Risk (Lithium Plating)
VW-MEB-2251,27.9,1.67,20.7,-36.3,48.2,High Risk (Lithium Plating)
VW-MEB-2252,25.7,2.67,28.6,-79.0,22.9,High Risk (Lithium Plating)
VW-MEB-2253,6.2,2.23,30.3,-102.0,28.5,High Risk (Lithium Plating)
VW-MEB-2254,-7.3,2.14,23.7,-127.6,36.1,High Risk (Lithium Plating)
VW-MEB-2255,31.3,2.98,43.0,-87.3,14.0,High Risk (Lithium Plating)
VW-MEB-2256,-7.4,2.02,32.3,-124.5,27.4,High Risk (Lithium Plating)
VW-MEB-2257,17.7,2.51,40.2,-96.4,19.8,High Risk (Lithium Plating)
VW-MEB-2258,11.7,2.38,25.6,-98.3,24.4,High Risk (Lithium Plating)
VW-MEB-2259,7.7,2.67,15.2,-104.0,32.5,High Risk (Lithium Plating)
VW-MEB-2260,32.2,2.9,21.5,-80.1,25.4,High Risk (Lithium Plating)
VW-MEB-2261,7.4,1.65,36.4,-80.3,32.5,High Risk (Lithium Plating)
VW-MEB-2262,5.2,1.8,9.8,-85.8,45.9,High Risk (Lithium Plating)
VW-MEB-2263,-9.8,1.43,27.5,-115.5,47.7,High Risk (Lithium Plating)
VW-MEB-2264,13.6,1.32,44.5,-70.1,33.4,High Risk (Lithium Plating)
VW-MEB-2265,33.4,2.79,44.3,-79.3,17.2,High Risk (Lithium Plating)
VW-MEB-2266,2.6,2.63,35.8,-121.8,22.8,High Risk (Lithium Plating)
VW-MEB-2267,29.0,1.89,36.7,-60.6,29.7,High Risk (Lithium Plating)
VW-MEB-2268,23.0,0.95,33.6,-37.4,60.9,High Risk (Lithium Plating)
VW-MEB-2269,22.7,2.87,23.0,-87.0,25.1,High Risk (Lithium Plating)
VW-MEB-2270,-1.5,1.24,29.5,-91.9,51.1,High Risk (Lithium Plating)
VW-MEB-2271,12.6,1.64,37.6,-75.1,30.6,High Risk (Lithium Plating)
VW-MEB-2272,0.7,1.14,29.2,-78.4,54.6,High Risk (Lithium Plating)
VW-MEB-2273,31.9,2.25,44.4,-74.7,19.6,High Risk (Lithium Plating)
VW-MEB-2274,23.4,2.34,42.0,-82.3,20.5,High Risk (Lithium Plating)
VW-MEB-2275,24.4,1.39,35.6,-46.8,43.1,High Risk (Lithium Plating)
VW-MEB-2276,2.0,2.75,39.6,-123.5,17.6,High Risk (Lithium Plating)
VW-MEB-2277,19.4,1.49,5.2,-41.1,63.0,High Risk (Lithium Plating)
VW-MEB-2278,23.8,2.47,39.7,-73.9,20.7,High Risk (Lithium Plating)
VW-MEB-2279,16.2,1.39,5.2,-57.6,65.0,High Risk (Lithium Plating)
VW-MEB-2280,5.5,2.0,36.4,-94.4,25.5,High Risk (Lithium Plating)
VW-MEB-2281,24.7,2.41,11.3,-70.4,35.0,High Risk (Lithium Plating)
VW-MEB-2282,-4.1,3.15,14.5,-143.3,29.0,High Risk (Lithium Plating)
VW-MEB-2283,-6.9,0.84,13.3,-87.1,65.0,High Risk (Lithium Plating)
VW-MEB-2284,23.0,1.16,13.2,-37.6,65.0,High Risk (Lithium Plating)
VW-MEB-2285,13.1,2.8,25.7,-109.9,24.7,High Risk (Lithium Plating)
VW-MEB-2286,-8.7,2.92,21.4,-140.7,25.8,High Risk (Lithium Plating)
VW-MEB-2287,20.8,1.96,44.8,-69.0,21.9,High Risk (Lithium Plating)
VW-MEB-2288,24.6,2.79,44.7,-99.5,17.0,High Risk (Lithium Plating)
VW-MEB-2289,-3.9,2.46,15.5,-131.2,34.1,High Risk (Lithium Plating)
VW-MEB-2290,-9.4,1.36,42.6,-114.9,33.9,High Risk (Lithium Plating)
VW-MEB-2291,-9.1,1.92,15.0,-113.5,42.0,High Risk (Lithium Plating)
VW-MEB-2292,4.4,1.47,16.1,-80.9,55.6,High Risk (Lithium Plating)
VW-MEB-2293,1.2,2.6,10.8,-122.8,33.5,High Risk (Lithium Plating)
VW-MEB-2294,-8.0,2.28,38.4,-124.1,23.8,High Risk (Lithium Plating)
VW-MEB-2295,1.7,2.11,19.0,-102.0,38.0,High Risk (Lithium Plating)
VW-MEB-2296,-3.5,1.27,16.7,-82.2,63.1,High Risk (Lithium Plating)
VW-MEB-2297,-2.9,1.0,13.5,-79.0,65.0,High Risk (Lithium Plating)
VW-MEB-2298,-0.9,0.82,26.1,-80.1,65.0,High Risk (Lithium Plating)
VW-MEB-2299,16.0,3.1,17.6,-106.2,25.3,High Risk (Lithium Plating)
VW-MEB-2300,17.1,1.29,18.6,-53.5,58.0,High Risk (Lithium Plating)
VW-MEB-2301,-3.8,3.09,44.7,-148.5,14.0,High Risk (Lithium Plating)
VW-MEB-2302,22.1,1.53,40.3,-60.3,31.9,High Risk (Lithium Plating)
VW-MEB-2303,22.2,2.36,40.5,-85.6,21.2,High Risk (Lithium Plating)
VW-MEB-2304,0.7,1.23,25.4,-88.9,59.5,High Risk (Lithium Plating)
VW-MEB-2305,5.3,0.84,23.0,-65.0,65.0,High Risk (Lithium Plating)
VW-MEB-2306,22.5,0.94,11.1,-30.3,65.0,High Risk (Lithium Plating)
VW-MEB-2307,8.2,2.45,18.5,-94.7,30.3,High Risk (Lithium Plating)
VW-MEB-2308,19.2,2.61,43.9,-99.7,16.6,High Risk (Lithium Plating)
VW-MEB-2309,6.2,1.04,24.6,-62.6,65.0,High Risk (Lithium Plating)
VW-MEB-2310,20.9,2.16,27.5,-76.5,32.3,High Risk (Lithium Plating)
VW-MEB-2311,24.4,0.89,9.7,-22.7,65.0,High Risk (Lithium Plating)
VW-MEB-2312,13.7,0.8,24.2,-48.5,65.0,High Risk (Lithium Plating)
VW-MEB-2313,26.6,2.82,36.6,-86.9,19.5,High Risk (Lithium Plating)
VW-MEB-2314,0.0,2.54,37.8,-127.2,19.9,High Risk (Lithium Plating)
VW-MEB-2315,5.9,1.58,37.8,-78.0,30.9,High Risk (Lithium Plating)
VW-MEB-2316,15.3,1.81,31.7,-70.1,30.8,High Risk (Lithium Plating)
VW-MEB-2317,17.9,3.07,32.0,-106.2,19.2,High Risk (Lithium Plating)
VW-MEB-2318,30.5,2.99,34.6,-81.3,19.6,High Risk (Lithium Plating)
VW-MEB-2319,-8.8,2.14,44.0,-135.1,22.1,High Risk (Lithium Plating)
VW-MEB-2320,30.3,3.17,40.1,-91.5,14.0,High Risk (Lithium Plating)
VW-MEB-2321,21.0,1.4,29.6,-38.4,47.6,High Risk (Lithium Plating)
VW-MEB-2322,-8.9,0.84,24.2,-90.9,65.0,High Risk (Lithium Plating)
VW-MEB-2323,7.4,0.82,12.4,-45.2,65.0,High Risk (Lithium Plating)
VW-MEB-2324,-9.2,0.91,27.0,-95.9,65.0,High Risk (Lithium Plating)
VW-MEB-2325,-2.0,2.24,7.0,-115.7,37.1,High Risk (Lithium Plating)
VW-MEB-2326,-8.6,2.13,35.9,-121.6,26.4,High Risk (Lithium Plating)
VW-MEB-2327,11.0,1.57,7.9,-66.6,60.1,High Risk (Lithium Plating)
VW-MEB-2328,32.5,1.06,19.4,-22.7,65.0,High Risk (Lithium Plating)
VW-MEB-2329,12.3,1.22,21.4,-62.7,59.8,High Risk (Lithium Plating)
VW-MEB-2330,29.5,1.47,6.8,-29.4,64.9,High Risk (Lithium Plating)
VW-MEB-2331,23.7,2.26,36.4,-75.0,21.8,High Risk (Lithium Plating)
VW-MEB-2332,19.2,2.21,34.5,-85.2,27.3,High Risk (Lithium Plating)
VW-MEB-2333,26.8,2.08,16.7,-57.3,38.8,High Risk (Lithium Plating)
VW-MEB-2334,21.3,2.58,18.0,-80.4,29.7,High Risk (Lithium Plating)
VW-MEB-2335,-7.9,0.99,20.7,-82.3,65.0,High Risk (Lithium Plating)
VW-MEB-2336,13.8,1.41,17.3,-55.2,56.1,High Risk (Lithium Plating)
VW-MEB-2337,8.5,1.02,33.9,-71.7,55.7,High Risk (Lithium Plating)
VW-MEB-2338,24.1,2.94,37.0,-100.4,19.9,High Risk (Lithium Plating)
VW-MEB-2339,17.9,2.15,43.8,-84.8,21.4,High Risk (Lithium Plating)
VW-MEB-2340,19.9,2.21,30.1,-77.0,28.7,High Risk (Lithium Plating)
VW-MEB-2341,4.5,1.33,25.2,-80.7,52.5,High Risk (Lithium Plating)
VW-MEB-2342,16.1,2.72,7.3,-95.3,34.6,High Risk (Lithium Plating)
VW-MEB-2343,14.1,1.54,35.7,-71.6,37.5,High Risk (Lithium Plating)
VW-MEB-2344,-6.7,2.84,6.9,-131.0,33.0,High Risk (Lithium Plating)
VW-MEB-2345,-2.0,1.3,30.7,-91.1,47.5,High Risk (Lithium Plating)
VW-MEB-2346,-5.6,1.25,32.6,-101.1,45.6,High Risk (Lithium Plating)
VW-MEB-2347,12.2,0.88,33.2,-54.7,65.0,High Risk (Lithium Plating)
VW-MEB-2348,32.7,2.94,10.8,-59.1,25.5,High Risk (Lithium Plating)
VW-MEB-2349,-6.7,0.89,6.6,-89.8,65.0,High Risk (Lithium Plating)
VW-MEB-2350,19.1,2.06,25.8,-70.1,32.3,High Risk (Lithium Plating)
VW-MEB-2351,18.4,1.22,26.5,-53.9,55.7,High Risk (Lithium Plating)
VW-MEB-2352,10.5,2.84,30.3,-115.2,21.9,High Risk (Lithium Plating)
VW-MEB-2353,-6.8,1.91,35.0,-118.8,27.7,High Risk (Lithium Plating)
VW-MEB-2354,10.7,1.23,29.2,-72.7,50.6,High Risk (Lithium Plating)
VW-MEB-2355,-6.2,1.65,13.3,-105.3,52.5,High Risk (Lithium Plating)
VW-MEB-2356,-2.6,2.73,5.6,-123.6,34.5,High Risk (Lithium Plating)
VW-MEB-2357,3.8,2.63,22.5,-117.0,29.8,High Risk (Lithium Plating)
VW-MEB-2358,-2.1,1.87,7.3,-99.6,49.8,High Risk (Lithium Plating)
VW-MEB-2359,-1.8,2.24,39.0,-124.6,23.6,High Risk (Lithium Plating)
VW-MEB-2360,27.2,2.93,37.8,-82.7,18.6,High Risk (Lithium Plating)
VW-MEB-2361,1.6,1.24,12.3,-70.0,65.0,High Risk (Lithium Plating)
VW-MEB-2362,-8.7,1.07,38.7,-94.6,47.4,High Risk (Lithium Plating)
VW-MEB-2363,24.8,1.39,21.2,-46.7,49.9,High Risk (Lithium Plating)
VW-MEB-2364,-5.5,2.71,28.6,-139.2,21.5,High Risk (Lithium Plating)
VW-MEB-2365,29.6,2.17,8.3,-52.6,42.6,High Risk (Lithium Plating)
VW-MEB-2366,1.2,1.45,25.5,-83.1,45.5,High Risk (Lithium Plating)
VW-MEB-2367,-0.5,2.3,8.3,-110.5,37.1,High Risk (Lithium Plating)
VW-MEB-2368,34.5,2.4,18.4,-61.0,33.4,High Risk (Lithium Plating)
VW-MEB-2369,23.5,1.24,10.1,-35.8,65.0,High Risk (Lithium Plating)
VW-MEB-2370,-5.7,2.29,31.6,-126.7,27.6,High Risk (Lithium Plating)
VW-MEB-2371,33.0,2.33,22.1,-55.4,28.8,High Risk (Lithium Plating)
VW-MEB-2372,23.5,1.0,26.4,-28.7,65.0,High Risk (Lithium Plating)
VW-MEB-2373,-8.2,2.03,32.2,-134.4,31.1,High Risk (Lithium Plating)
VW-MEB-2374,24.8,1.45,44.7,-55.5,28.2,High Risk (Lithium Plating)
VW-MEB-2375,7.6,2.34,12.1,-98.5,35.0,High Risk (Lithium Plating)
VW-MEB-2376,24.9,3.12,20.1,-90.8,20.2,High Risk (Lithium Plating)
VW-MEB-2377,31.4,1.44,41.1,-37.9,35.8,High Risk (Lithium Plating)
VW-MEB-2378,0.4,2.7,24.2,-132.1,25.5,High Risk (Lithium Plating)
VW-MEB-2379,10.5,1.92,39.2,-86.0,24.9,High Risk (Lithium Plating)
VW-MEB-2380,28.1,2.32,22.3,-60.0,28.4,High Risk (Lithium Plating)
VW-MEB-2381,10.6,2.18,33.9,-96.9,26.7,High Risk (Lithium Plating)
VW-MEB-2382,8.6,2.45,36.5,-104.9,22.8,High Risk (Lithium Plating)
VW-MEB-2383,8.1,3.02,21.8,-118.2,22.1,High Risk (Lithium Plating)
VW-MEB-2384,-4.0,2.42,32.2,-124.1,23.1,High Risk (Lithium Plating)
VW-MEB-2385,18.4,0.86,33.1,-35.6,65.0,High Risk (Lithium Plating)
VW-MEB-2386,-2.8,3.09,27.0,-143.9,22.0,High Risk (Lithium Plating)
VW-MEB-2387,15.0,1.13,43.1,-61.2,37.7,High Risk (Lithium Plating)
VW-MEB-2388,-0.4,2.39,20.4,-115.9,33.6,High Risk (Lithium Plating)
VW-MEB-2389,24.1,2.77,12.1,-68.1,31.1,High Risk (Lithium Plating)
VW-MEB-2390,20.1,1.59,35.2,-68.2,35.5,High Risk (Lithium Plating)
VW-MEB-2391,-2.0,1.66,30.4,-111.9,40.3,High Risk (Lithium Plating)
VW-MEB-2392,-1.7,3.08,36.0,-149.2,17.7,High Risk (Lithium Plating)
VW-MEB-2393,-4.7,1.95,20.2,-110.2,36.3,High Risk (Lithium Plating)
VW-MEB-2394,23.8,2.31,37.8,-76.2,26.2,High Risk (Lithium Plating)
VW-MEB-2395,-8.7,2.67,40.2,-143.9,21.6,High Risk (Lithium Plating)
VW-MEB-2396,18.5,2.74,42.3,-101.4,19.4,High Risk (Lithium Plating)
VW-MEB-2397,12.4,1.19,6.5,-65.3,65.0,High Risk (Lithium Plating)
VW-MEB-2398,2.3,1.16,37.7,-72.6,42.5,High Risk (Lithium Plating)
VW-MEB-2399,25.3,1.01,13.8,-31.8,65.0,High Risk (Lithium Plating)
VW-MEB-2400,-9.6,1.8,39.0,-115.8,27.2,High Risk (Lithium Plating)
VW-MEB-2401,27.1,1.76,43.5,-61.2,26.0,High Risk (Lithium Plating)
VW-MEB-2402,11.5,2.81,15.4,-104.1,31.4,High Risk (Lithium Plating)
VW-MEB-2403,-7.5,2.72,42.5,-139.9,17.5,High Risk (Lithium Plating)
VW-MEB-2404,25.1,1.19,24.8,-39.9,55.1,High Risk (Lithium Plating)
VW-MEB-2405,-7.8,2.43,8.6,-128.2,38.5,High Risk (Lithium Plating)
VW-MEB-2406,26.3,3.11,8.0,-81.5,28.0,High Risk (Lithium Plating)
VW-MEB-2407,17.8,1.3,36.7,-60.9,40.7,High Risk (Lithium Plating)
VW-MEB-2408,-4.5,2.43,26.4,-131.9,28.4,High Risk (Lithium Plating)
VW-MEB-2409,31.2,2.33,44.6,-71.9,16.1,High Risk (Lithium Plating)
VW-MEB-2410,4.1,1.96,30.7,-89.8,31.7,High Risk (Lithium Plating)
VW-MEB-2411,31.9,1.82,37.4,-42.7,32.8,High Risk (Lithium Plating)
VW-MEB-2412,7.6,2.52,42.6,-112.0,19.0,High Risk (Lithium Plating)
VW-MEB-2413,33.8,1.03,11.5,-6.6,65.0,High Risk (Lithium Plating)
VW-MEB-2414,31.3,2.3,22.8,-55.1,30.5,High Risk (Lithium Plating)
VW-MEB-2415,4.5,1.23,11.6,-69.0,65.0,High Risk (Lithium Plating)
VW-MEB-2416,14.1,2.92,23.7,-115.0,25.6,High Risk (Lithium Plating)
VW-MEB-2417,8.6,1.19,28.1,-70.8,55.9,High Risk (Lithium Plating)
VW-MEB-2418,3.2,1.97,25.0,-99.6,33.9,High Risk (Lithium Plating)
VW-MEB-2419,32.5,2.47,41.1,-65.5,22.5,High Risk (Lithium Plating)
VW-MEB-2420,11.7,2.03,39.7,-87.7,20.7,High Risk (Lithium Plating)
VW-MEB-2421,4.9,1.75,25.1,-91.0,41.0,High Risk (Lithium Plating)
VW-MEB-2422,32.7,2.52,19.2,-57.7,28.2,High Risk (Lithium Plating)
VW-MEB-2423,24.6,1.37,26.8,-39.9,49.3,High Risk (Lithium Plating)
VW-MEB-2424,19.9,1.36,11.0,-55.4,61.8,High Risk (Lithium Plating)
VW-MEB-2425,1.2,0.91,36.0,-78.9,63.4,High Risk (Lithium Plating)
VW-MEB-2426,33.6,1.86,27.6,-42.6,36.5,High Risk (Lithium Plating)
VW-MEB-2427,15.3,1.76,25.4,-75.5,41.2,High Risk (Lithium Plating)
VW-MEB-2428,21.1,2.16,42.2,-73.9,22.8,High Risk (Lithium Plating)
VW-MEB-2429,31.5,0.99,44.4,-27.9,44.0,High Risk (Lithium Plating)
VW-MEB-2430,4.0,0.81,28.4,-70.7,65.0,High Risk (Lithium Plating)
VW-MEB-2431,-5.5,2.83,40.5,-137.9,19.4,High Risk (Lithium Plating)
VW-MEB-2432,22.5,1.06,23.1,-45.5,65.0,High Risk (Lithium Plating)
VW-MEB-2433,17.2,1.12,23.8,-47.7,64.9,High Risk (Lithium Plating)
VW-MEB-2434,3.2,2.07,29.9,-106.5,29.5,High Risk (Lithium Plating)
VW-MEB-2435,6.5,2.83,15.9,-117.4,29.8,High Risk (Lithium Plating)
VW-MEB-2436,5.9,1.3,13.8,-64.8,65.0,High Risk (Lithium Plating)
VW-MEB-2437,-6.4,2.93,17.9,-140.5,25.2,High Risk (Lithium Plating)
VW-MEB-2438,10.6,1.6,35.4,-84.5,35.0,High Risk (Lithium Plating)
VW-MEB-2439,30.4,1.08,7.9,-22.4,65.0,High Risk (Lithium Plating)
VW-MEB-2440,23.7,2.43,33.4,-81.9,22.5,High Risk (Lithium Plating)
VW-MEB-2441,27.8,1.25,21.9,-39.8,55.8,High Risk (Lithium Plating)
VW-MEB-2442,24.5,1.04,20.2,-34.6,65.0,High Risk (Lithium Plating)
VW-MEB-2443,3.3,3.0,38.0,-134.6,19.2,High Risk (Lithium Plating)
VW-MEB-2444,6.5,3.14,18.3,-122.2,23.1,High Risk (Lithium Plating)
VW-MEB-2445,29.6,2.58,34.9,-65.7,22.4,High Risk (Lithium Plating)
VW-MEB-2446,20.8,0.94,37.3,-46.0,57.7,High Risk (Lithium Plating)
VW-MEB-2447,21.1,2.23,13.7,-74.2,35.3,High Risk (Lithium Plating)
VW-MEB-2448,28.9,0.85,24.4,-14.5,65.0,High Risk (Lithium Plating)
VW-MEB-2449,12.0,2.61,40.8,-101.5,17.1,High Risk (Lithium Plating)
VW-MEB-2450,-5.0,1.76,36.5,-118.5,29.8,High Risk (Lithium Plating)
VW-MEB-2451,4.2,1.46,13.1,-81.1,59.4,High Risk (Lithium Plating)
VW-MEB-2452,16.8,2.69,23.8,-94.1,28.4,High Risk (Lithium Plating)
VW-MEB-2453,29.7,2.97,27.8,-85.6,25.2,High Risk (Lithium Plating)
VW-MEB-2454,-4.7,2.81,25.4,-135.1,23.8,High Risk (Lithium Plating)
VW-MEB-2455,6.6,1.68,26.9,-87.2,43.1,High Risk (Lithium Plating)
VW-MEB-2456,16.7,1.33,28.4,-63.4,50.3,High Risk (Lithium Plating)
VW-MEB-2457,-5.3,0.88,27.6,-83.5,65.0,High Risk (Lithium Plating)
VW-MEB-2458,30.0,2.93,17.2,-68.8,26.8,High Risk (Lithium Plating)
VW-MEB-2459,-4.3,2.11,27.6,-117.7,32.6,High Risk (Lithium Plating)
VW-MEB-2460,32.6,2.88,35.7,-81.9,22.6,High Risk (Lithium Plating)
VW-MEB-2461,30.9,2.35,21.8,-51.6,32.4,High Risk (Lithium Plating)
VW-MEB-2462,30.4,3.11,23.1,-83.1,20.9,High Risk (Lithium Plating)
VW-MEB-2463,-0.2,3.09,35.8,-140.7,14.0,High Risk (Lithium Plating)
VW-MEB-2464,3.9,2.03,36.4,-99.7,27.0,High Risk (Lithium Plating)
VW-MEB-2465,-1.8,3.11,40.1,-154.8,16.0,High Risk (Lithium Plating)
VW-MEB-2466,5.3,2.73,13.8,-117.3,30.9,High Risk (Lithium Plating)
VW-MEB-2467,-6.2,2.11,41.2,-121.9,25.4,High Risk (Lithium Plating)
VW-MEB-2468,26.3,1.44,12.9,-37.8,54.8,High Risk (Lithium Plating)
VW-MEB-2469,-3.1,3.2,14.5,-143.6,26.5,High Risk (Lithium Plating)
VW-MEB-2470,8.5,2.87,29.6,-114.0,22.5,High Risk (Lithium Plating)
VW-MEB-2471,4.9,1.72,41.7,-100.9,30.9,High Risk (Lithium Plating)
VW-MEB-2472,22.2,1.77,41.6,-70.4,27.8,High Risk (Lithium Plating)
VW-MEB-2473,4.9,1.34,16.5,-80.0,59.0,High Risk (Lithium Plating)
VW-MEB-2474,-7.5,2.96,44.5,-154.2,14.7,High Risk (Lithium Plating)
VW-MEB-2475,34.6,2.86,35.4,-77.3,21.4,High Risk (Lithium Plating)
VW-MEB-2476,30.8,1.93,30.9,-52.1,30.5,High Risk (Lithium Plating)
VW-MEB-2477,28.1,1.32,33.6,-38.7,44.8,High Risk (Lithium Plating)
VW-MEB-2478,-7.3,2.26,5.6,-113.9,41.8,High Risk (Lithium Plating)
VW-MEB-2479,-3.6,0.81,35.3,-86.3,65.0,High Risk (Lithium Plating)
VW-MEB-2480,-7.3,3.11,21.5,-147.0,23.4,High Risk (Lithium Plating)
VW-MEB-2481,-1.2,3.19,34.6,-140.5,16.2,High Risk (Lithium Plating)
VW-MEB-2482,6.7,2.7,41.8,-115.8,16.6,High Risk (Lithium Plating)
VW-MEB-2483,6.7,1.66,34.5,-88.4,30.9,High Risk (Lithium Plating)
VW-MEB-2484,-0.8,2.46,38.1,-131.1,23.7,High Risk (Lithium Plating)
VW-MEB-2485,17.9,1.56,42.8,-70.8,32.9,High Risk (Lithium Plating)
VW-MEB-2486,20.3,3.11,8.5,-92.9,27.2,High Risk (Lithium Plating)
VW-MEB-2487,30.7,1.34,29.4,-32.1,45.8,High Risk (Lithium Plating)
VW-MEB-2488,29.8,2.14,12.3,-50.8,36.4,High Risk (Lithium Plating)
VW-MEB-2489,31.4,2.21,18.7,-46.2,35.2,High Risk (Lithium Plating)
VW-MEB-2490,-8.9,1.19,19.2,-86.6,62.9,High Risk (Lithium Plating)
VW-MEB-2491,18.6,1.27,39.3,-60.1,40.2,High Risk (Lithium Plating)
VW-MEB-2492,21.4,3.03,35.8,-102.0,16.6,High Risk (Lithium Plating)
VW-MEB-2493,-9.4,1.49,38.4,-114.7,35.1,High Risk (Lithium Plating)
VW-MEB-2494,-5.3,2.44,33.2,-131.5,24.2,High Risk (Lithium Plating)
VW-MEB-2495,-3.6,2.28,10.3,-118.6,38.5,High Risk (Lithium Plating)
VW-MEB-2496,1.2,2.06,17.7,-104.3,36.5,High Risk (Lithium Plating)
VW-MEB-2497,-4.8,2.47,32.0,-127.7,22.3,High Risk (Lithium Plating)
VW-MEB-2498,-5.9,2.19,37.8,-118.9,22.0,High Risk (Lithium Plating)
VW-MEB-2499,25.4,1.14,35.4,-39.1,43.9,High Risk (Lithium Plating)
VW-MEB-2500,16.1,1.84,39.4,-74.2,28.7,High Risk (Lithium Plating)
VW-MEB-2501,13.0,1.83,43.9,-77.7,23.1,High Risk (Lithium Plating)
VW-MEB-2502,12.0,2.74,27.8,-102.7,21.3,High Risk (Lithium Plating)
VW-MEB-2503,16.6,2.47,35.9,-92.9,24.0,High Risk (Lithium Plating)
VW-MEB-2504,17.7,0.84,12.6,-32.5,65.0,High Risk (Lithium Plating)
VW-MEB-2505,16.6,2.59,34.9,-101.9,20.8,High Risk (Lithium Plating)
VW-MEB-2506,7.7,2.99,13.6,-115.2,29.6,High Risk (Lithium Plating)
VW-MEB-2507,26.4,0.82,22.8,-31.0,65.0,High Risk (Lithium Plating)
VW-MEB-2508,21.0,1.07,15.3,-41.3,65.0,High Risk (Lithium Plating)
VW-MEB-2509,34.1,2.59,24.8,-61.3,25.0,High Risk (Lithium Plating)
VW-MEB-2510,9.6,2.15,19.0,-96.0,37.6,High Risk (Lithium Plating)
VW-MEB-2511,8.7,2.12,12.5,-90.3,42.9,High Risk (Lithium Plating)
VW-MEB-2512,18.5,2.62,31.5,-95.6,21.6,High Risk (Lithium Plating)
VW-MEB-2513,7.0,1.08,7.1,-53.0,65.0,High Risk (Lithium Plating)
VW-MEB-2514,16.3,1.19,24.6,-54.2,57.9,High Risk (Lithium Plating)
VW-MEB-2515,15.4,3.12,27.2,-114.8,17.7,High Risk (Lithium Plating)
VW-MEB-2516,23.5,1.25,15.5,-38.1,65.0,High Risk (Lithium Plating)
VW-MEB-2517,6.5,1.3,8.2,-68.8,65.0,High Risk (Lithium Plating)
VW-MEB-2518,30.6,1.93,22.0,-49.5,34.1,High Risk (Lithium Plating)
VW-MEB-2519,11.3,2.17,33.9,-90.4,25.7,High Risk (Lithium Plating)
VW-MEB-2520,15.8,3.09,18.9,-108.1,22.3,High Risk (Lithium Plating)
VW-MEB-2521,25.6,3.02,13.2,-84.4,26.6,High Risk (Lithium Plating)
VW-MEB-2522,18.8,1.27,31.9,-53.2,47.7,High Risk (Lithium Plating)
VW-MEB-2523,-1.5,0.98,16.6,-75.5,65.0,High Risk (Lithium Plating)
VW-MEB-2524,34.3,2.53,20.7,-55.3,31.1,High Risk (Lithium Plating)
VW-MEB-2525,20.9,1.78,5.7,-49.0,53.9,High Risk (Lithium Plating)
VW-MEB-2526,-8.9,2.1,36.7,-131.3,26.1,High Risk (Lithium Plating)
VW-MEB-2527,34.7,1.06,44.2,-26.9,41.3,High Risk (Lithium Plating)
VW-MEB-2528,-6.4,1.28,37.0,-97.8,43.2,High Risk (Lithium Plating)
VW-MEB-2529,34.5,2.91,26.5,-64.2,24.1,High Risk (Lithium Plating)
VW-MEB-2530,11.1,2.97,10.2,-111.3,26.2,High Risk (Lithium Plating)
VW-MEB-2531,15.8,1.04,36.8,-59.2,51.3,High Risk (Lithium Plating)
VW-MEB-2532,-4.9,2.77,31.3,-141.1,21.9,High Risk (Lithium Plating)
