Terrain_Run_ID,Wheel_Slip_Ratio_pct,Soil_Shear_Strength_kPa,ATPC_Crawl_Speed_kmh,Wheel_Articulation_Travel_mm,Terrain_Classification
DEFENDER-ATPC-1256,5.1,26.8,2.6,339.2,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1257,8.7,50.3,4.5,184.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1258,5.7,21.0,3.1,162.4,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1259,20.8,84.5,6.0,408.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1260,38.7,55.6,3.4,359.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1261,39.2,51.6,2.7,431.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1262,37.0,68.4,4.3,143.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1263,19.3,71.9,5.3,122.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1264,7.7,43.8,4.3,190.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1265,14.2,61.5,4.9,351.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1266,35.3,69.9,4.5,411.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1267,27.4,25.3,1.5,130.5,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1268,37.9,51.5,3.7,183.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1269,3.0,93.8,8.0,289.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1270,16.4,57.1,4.5,331.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1271,12.6,48.6,4.6,322.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1272,4.4,70.5,6.6,474.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1273,29.8,57.9,4.0,376.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1274,27.6,83.3,5.7,345.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1275,3.3,37.8,4.5,266.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1276,26.6,36.5,2.4,222.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1277,3.2,90.5,7.8,415.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1278,30.9,46.4,2.8,309.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1279,8.8,60.2,5.1,277.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1280,22.5,25.6,2.2,232.4,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1281,23.1,89.6,6.2,469.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1282,17.7,86.2,7.5,408.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1283,12.7,87.9,7.3,194.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1284,30.0,38.6,2.9,206.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1285,39.0,44.4,2.3,382.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1286,31.9,84.0,5.5,213.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1287,12.1,64.7,5.3,145.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1288,4.7,28.4,3.4,257.8,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1289,39.5,38.2,1.9,262.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1290,14.7,77.7,6.3,439.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1291,26.5,37.1,3.0,254.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1292,38.7,73.7,4.5,309.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1293,7.7,56.9,4.8,297.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1294,5.0,62.9,6.0,472.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1295,16.1,21.0,2.6,163.9,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1296,23.8,65.4,4.2,377.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1297,9.5,77.4,6.6,234.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1298,6.8,92.6,7.6,321.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1299,13.0,93.7,7.4,203.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1300,12.3,41.8,4.3,361.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1301,8.5,85.3,7.0,292.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1302,17.3,62.3,5.0,303.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1303,7.9,43.0,4.4,409.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1304,12.5,79.7,6.1,122.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1305,19.5,84.8,6.5,230.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1306,37.5,82.3,5.6,302.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1307,8.8,48.3,4.9,184.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1308,32.9,31.9,2.3,446.9,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1309,33.4,93.1,6.5,196.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1310,3.2,39.6,4.1,153.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1311,32.1,49.3,3.6,144.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1312,15.0,40.1,3.8,152.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1313,36.6,67.8,3.7,299.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1314,28.5,88.8,5.8,171.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1315,39.6,41.5,2.2,422.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1316,40.3,39.8,2.1,324.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1317,37.0,74.1,4.7,239.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1318,31.5,92.0,6.3,270.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1319,37.2,20.1,1.0,405.1,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1320,22.4,77.4,5.8,160.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1321,20.0,57.1,4.8,308.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1322,19.8,56.4,4.5,332.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1323,31.0,41.4,3.0,414.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1324,37.1,22.5,1.5,336.8,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1325,16.5,49.8,4.4,424.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1326,41.8,42.6,2.0,259.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1327,10.8,89.9,7.3,449.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1328,39.9,57.9,3.2,315.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1329,25.1,75.3,5.6,306.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1330,10.0,78.8,6.7,264.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1331,27.3,78.0,5.4,295.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1332,2.0,82.8,7.3,470.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1333,21.1,91.4,7.0,345.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1334,14.8,42.0,3.7,193.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1335,22.8,88.7,6.3,329.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1336,5.0,49.4,4.1,220.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1337,5.1,83.5,7.2,186.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1338,12.4,57.3,5.0,278.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1339,26.7,94.6,7.0,409.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1340,10.6,39.1,3.7,310.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1341,41.9,86.5,5.5,263.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1342,12.2,49.3,4.6,341.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1343,8.1,57.5,5.0,234.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1344,10.5,77.2,6.9,394.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1345,28.3,57.3,4.2,312.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1346,19.0,90.0,6.8,135.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1347,35.2,32.3,1.8,320.9,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1348,4.8,59.0,4.7,224.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1349,30.4,46.4,3.2,122.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1350,30.7,66.2,4.4,217.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1351,32.6,50.0,3.6,422.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1352,35.2,84.2,5.7,380.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1353,24.8,60.2,4.9,216.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1354,41.2,39.6,1.9,346.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1355,22.1,92.7,6.5,251.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1356,14.4,28.7,3.1,458.2,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1357,28.3,60.5,4.6,397.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1358,20.8,49.8,4.2,270.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1359,6.9,40.5,4.5,163.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1360,12.5,84.8,6.9,217.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1361,28.7,17.9,1.1,433.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1362,41.5,63.2,3.4,155.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1363,28.5,68.7,4.7,176.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1364,15.2,47.3,3.7,199.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1365,28.0,27.9,2.3,234.9,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1366,36.3,30.1,1.8,239.5,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1367,32.2,40.4,3.0,194.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1368,13.0,75.2,5.8,220.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1369,13.2,85.8,6.8,218.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1370,16.3,20.9,2.2,432.7,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1371,32.4,51.1,3.7,243.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1372,28.8,16.8,1.2,237.7,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1373,34.7,51.9,3.4,393.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1374,20.7,94.6,7.2,401.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1375,38.0,25.8,1.0,379.6,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1376,17.0,28.0,3.1,299.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1377,2.8,19.2,3.2,120.9,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1378,8.7,60.2,5.1,359.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1379,7.7,17.7,2.4,349.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1380,15.0,35.5,3.3,289.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1381,21.3,21.2,1.9,470.1,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1382,21.4,38.2,3.4,455.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1383,4.4,34.0,3.8,353.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1384,32.4,27.9,1.5,327.8,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1385,32.9,83.7,5.3,340.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1386,5.0,20.0,2.7,433.7,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1387,10.4,36.5,3.6,383.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1388,36.9,64.7,4.6,238.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1389,39.9,47.3,2.8,445.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1390,4.6,52.2,4.9,334.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1391,22.3,57.0,4.4,265.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1392,34.9,69.8,4.4,329.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1393,41.8,21.6,1.2,394.5,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1394,11.8,50.7,5.2,285.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1395,27.5,82.2,6.4,287.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1396,13.6,20.5,2.7,132.9,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1397,32.4,34.5,2.6,290.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1398,20.7,76.0,6.0,419.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1399,13.6,81.1,6.7,255.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1400,33.8,86.3,6.3,343.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1401,29.1,68.1,5.3,298.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1402,14.0,44.7,4.3,461.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1403,7.9,55.3,4.7,354.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1404,7.5,94.2,7.9,260.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1405,5.0,53.2,5.0,181.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1406,36.7,20.9,1.0,146.2,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1407,21.4,22.6,1.8,129.9,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1408,3.9,60.2,5.6,234.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1409,17.6,68.9,6.1,166.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1410,40.2,92.0,5.6,409.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1411,9.2,22.3,2.9,416.1,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1412,22.0,35.3,3.0,183.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1413,33.4,55.5,4.1,257.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1414,22.5,20.0,2.2,204.7,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1415,35.7,21.2,1.0,278.8,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1416,8.5,60.7,5.3,412.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1417,11.8,79.0,6.4,451.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1418,19.9,15.8,1.9,182.1,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1419,4.7,90.0,8.1,122.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1420,11.2,71.7,5.2,158.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1421,32.7,23.1,1.3,146.6,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1422,7.0,20.8,2.2,453.5,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1423,23.8,57.2,4.1,415.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1424,26.6,94.5,6.9,323.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1425,6.4,27.1,3.6,311.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1426,13.3,40.5,3.8,258.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1427,16.0,36.1,3.3,443.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1428,17.6,75.2,6.3,216.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1429,14.4,64.6,5.0,379.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1430,32.1,32.5,2.0,366.5,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1431,36.8,34.8,2.1,322.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1432,2.1,29.0,3.6,278.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1433,17.8,88.7,6.9,157.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1434,14.7,40.8,3.3,402.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1435,25.9,16.0,1.7,459.6,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1436,38.0,30.6,2.2,350.6,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1437,39.9,21.3,1.2,176.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1438,11.9,36.9,3.7,292.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1439,22.0,46.0,3.7,148.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1440,23.1,52.7,4.5,321.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1441,11.5,44.6,4.4,135.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1442,27.2,25.3,1.4,121.2,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1443,8.1,15.0,2.6,338.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1444,5.3,45.8,4.7,218.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1445,34.7,56.4,3.4,330.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1446,24.8,61.7,4.1,389.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1447,23.1,66.2,5.1,428.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1448,38.2,26.8,1.0,456.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1449,8.3,38.0,3.9,215.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1450,3.8,55.1,5.5,279.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1451,18.5,78.2,6.1,165.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1452,28.6,52.5,3.4,450.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1453,17.0,44.2,3.8,397.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1454,4.2,46.3,4.7,407.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1455,28.3,89.1,6.1,307.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1456,30.9,78.0,5.3,439.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1457,8.4,71.6,6.1,246.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1458,9.1,83.9,6.6,361.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1459,21.9,46.0,3.4,433.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1460,14.9,61.5,5.0,226.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1461,7.0,83.4,6.7,344.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1462,19.9,38.4,3.4,363.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1463,14.8,76.4,5.9,285.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1464,34.9,84.8,5.2,175.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1465,31.0,32.6,1.9,177.9,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1466,22.9,51.7,4.3,258.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1467,21.8,18.3,1.7,440.8,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1468,11.9,71.0,5.9,275.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1469,39.9,47.1,3.1,241.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1470,39.9,84.9,5.6,176.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1471,7.7,51.6,5.4,248.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1472,32.3,39.9,2.3,409.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1473,13.0,74.9,5.8,154.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1474,23.4,74.1,5.5,401.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1475,34.7,35.3,2.6,170.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1476,29.1,43.5,3.0,121.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1477,20.0,28.4,3.0,247.6,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1478,31.9,35.2,2.2,386.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1479,29.1,37.6,3.3,301.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1480,12.9,19.4,2.3,344.7,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1481,39.8,30.3,2.0,310.4,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1482,18.2,73.8,5.7,464.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1483,36.3,78.4,5.0,465.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1484,6.1,88.3,7.7,187.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1485,38.7,87.7,5.4,220.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1486,18.8,19.7,2.3,397.1,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1487,4.2,80.2,6.6,295.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1488,24.4,34.0,2.2,296.2,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1489,4.9,75.9,6.7,407.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1490,39.8,79.4,4.4,184.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1491,11.1,36.3,4.0,181.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1492,35.3,19.5,1.3,228.1,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1493,34.9,52.4,3.2,208.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1494,21.0,21.7,2.4,422.7,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1495,14.1,58.4,5.1,210.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1496,8.2,36.3,4.3,477.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1497,16.0,51.7,4.4,381.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1498,35.5,81.6,5.3,395.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1499,10.6,36.0,3.9,426.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1500,19.6,84.7,5.6,190.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1501,37.8,29.7,1.6,431.5,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1502,32.0,39.3,2.3,263.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1503,32.4,42.9,2.5,146.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1504,2.5,52.4,4.9,323.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1505,20.2,28.5,2.6,336.2,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1506,29.3,78.4,4.8,311.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1507,21.1,70.1,5.7,337.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1508,9.5,86.0,7.4,173.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1509,12.8,69.4,5.7,460.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1510,13.2,76.5,6.2,395.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1511,5.0,23.3,2.8,206.6,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1512,39.9,30.6,1.5,173.2,Deep Sand / Mud Bog Ruts Active
