Swap_Session_ID,Chassis_Alignment_Error_mm,Bayonet_Lock_Torque_Nm,Total_Swap_Duration_s,Dielectric_Safety_Score,Swap_Quality_Status
NIO-SWAP4-1300,1.09,78.2,183,99.2,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1301,0.38,77.2,163,99.72,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1302,0.45,77.3,161,99.21,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1303,0.15,76.7,165,99.26,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1304,0.89,76.6,176,99.31,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1305,0.46,76.8,177,99.88,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1306,0.1,73.5,173,99.97,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1307,0.4,74.0,172,99.78,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1308,0.59,74.9,169,99.78,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1309,0.36,79.8,164,99.47,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1310,0.56,74.8,180,99.98,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1311,0.23,77.1,159,99.91,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1312,0.22,78.1,159,99.24,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1313,0.47,73.1,176,99.4,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1314,1.06,78.5,171,99.73,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1315,0.08,73.7,158,99.47,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1316,0.31,70.5,171,99.65,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1317,0.24,71.9,164,99.79,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1318,0.31,75.0,160,99.41,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1319,0.27,82.3,166,99.79,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1320,0.1,75.0,163,99.55,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1321,0.48,77.8,180,99.44,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1322,0.9,80.9,173,99.72,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1323,0.14,70.2,156,99.35,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1324,0.18,69.5,162,99.31,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1325,0.15,80.1,161,99.49,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1326,1.49,75.3,193,99.55,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1327,1.09,76.6,187,100.0,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1328,1.52,76.2,197,99.49,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1329,1.64,78.2,183,99.47,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1330,0.08,71.3,166,99.47,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1331,0.76,76.2,186,99.86,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1332,0.82,74.7,171,99.98,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1333,0.42,77.2,169,99.32,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1334,0.05,73.4,162,99.95,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1335,1.01,77.5,176,99.38,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1336,1.16,74.6,181,99.44,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1337,0.56,72.8,162,99.87,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1338,0.05,71.0,160,99.94,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1339,1.56,77.8,189,99.38,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1340,0.87,77.7,174,99.95,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1341,0.83,73.7,179,99.87,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1342,0.45,79.4,176,99.34,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1343,0.47,67.3,164,99.65,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1344,0.95,72.0,168,99.3,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1345,1.47,72.0,182,99.53,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1346,0.71,79.0,176,99.25,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1347,2.57,74.1,202,99.62,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-1348,0.4,67.4,157,99.54,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1349,0.84,81.3,170,99.42,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1350,0.79,76.3,173,99.44,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1351,0.29,71.8,160,99.67,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1352,0.11,74.5,161,99.83,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1353,0.84,80.8,177,99.44,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1354,0.34,76.1,170,99.57,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1355,2.72,73.4,216,99.21,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-1356,1.35,67.9,185,99.56,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1357,0.32,72.0,166,99.34,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1358,0.24,75.9,166,99.77,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1359,1.16,75.7,193,99.87,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1360,0.07,76.9,161,99.33,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1361,0.54,71.2,164,99.65,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1362,0.05,77.6,167,99.77,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1363,0.06,73.7,151,99.56,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1364,1.02,76.3,181,99.42,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1365,0.21,73.7,164,99.85,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1366,0.12,77.1,168,99.85,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1367,0.58,72.7,181,99.85,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1368,0.05,71.8,153,99.84,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1369,0.95,75.1,175,99.7,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1370,0.41,73.5,164,99.44,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1371,1.09,78.3,177,99.27,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1372,0.08,81.8,165,99.42,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1373,0.83,77.2,180,99.65,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1374,0.05,73.3,162,99.68,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1375,0.62,70.6,163,99.37,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1376,1.09,77.4,165,99.87,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1377,1.1,74.7,187,99.35,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1378,0.9,76.7,172,99.86,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1379,0.82,71.5,184,99.89,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1380,0.53,78.9,167,99.92,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1381,0.81,75.1,168,99.38,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1382,0.12,80.2,159,99.36,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1383,0.39,67.2,173,99.41,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1384,0.36,74.7,165,99.71,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1385,0.15,74.6,154,99.45,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1386,0.05,74.8,170,99.89,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1387,0.05,76.1,156,99.45,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1388,1.04,76.8,188,99.61,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1389,0.24,76.2,174,99.52,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1390,0.08,76.4,159,99.65,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1391,0.33,75.3,166,99.67,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1392,0.2,75.4,168,99.58,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1393,0.15,74.5,156,99.23,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1394,0.19,70.6,167,99.72,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1395,0.15,78.4,166,99.32,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1396,0.38,72.2,160,99.23,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1397,1.87,70.1,201,99.45,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1398,0.4,71.2,164,99.91,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1399,1.26,78.1,189,99.28,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1400,1.04,69.1,168,99.65,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1401,0.05,73.2,169,99.54,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1402,2.0,70.7,185,99.33,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1403,0.05,76.1,164,99.37,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1404,0.05,80.4,153,99.29,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1405,0.05,74.4,167,99.4,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1406,0.83,76.4,161,99.91,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1407,0.05,76.5,161,99.24,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1408,1.66,69.5,189,99.68,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1409,1.55,74.4,188,99.6,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1410,0.2,72.6,170,99.67,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1411,0.05,71.5,163,99.37,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1412,0.71,74.2,164,99.29,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1413,0.19,75.5,164,99.58,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1414,0.34,77.6,157,99.65,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1415,0.66,77.2,175,99.85,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1416,0.05,69.1,162,99.4,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1417,0.36,75.5,167,99.29,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1418,1.1,72.6,178,99.41,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1419,0.91,72.1,173,99.75,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1420,0.2,71.9,157,99.74,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1421,0.35,78.4,164,99.48,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1422,0.09,74.0,160,99.9,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1423,0.08,75.1,159,99.75,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1424,1.39,77.9,185,99.83,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1425,0.26,71.0,167,99.31,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1426,0.59,75.3,166,99.27,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1427,0.86,80.5,176,99.67,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1428,0.1,77.6,177,99.5,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1429,0.82,76.5,182,99.3,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1430,0.05,79.2,165,99.43,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1431,0.13,76.3,164,99.27,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1432,0.86,71.9,165,99.26,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1433,0.05,71.9,161,99.76,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1434,0.86,76.7,179,99.4,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1435,0.24,72.6,157,99.56,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1436,0.2,71.6,168,99.33,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1437,0.43,75.7,165,99.33,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1438,1.01,74.8,179,99.88,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1439,1.26,73.5,172,99.29,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1440,0.83,71.6,180,99.51,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1441,1.54,74.7,191,99.52,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1442,0.53,77.9,165,99.57,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1443,2.79,78.2,219,99.68,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-1444,0.77,81.2,174,99.36,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1445,1.3,76.3,180,99.24,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1446,0.08,72.9,165,99.63,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1447,0.82,74.0,177,99.49,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1448,0.92,72.6,177,99.24,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1449,1.06,75.4,194,99.77,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1450,1.42,83.9,177,99.58,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1451,0.05,76.8,161,99.91,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1452,0.15,77.6,158,99.99,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1453,0.05,75.1,147,99.39,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1454,0.22,71.4,164,99.62,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1455,0.05,76.3,160,99.55,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1456,1.75,68.0,188,99.47,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1457,1.42,78.0,185,99.79,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1458,0.28,75.0,166,99.81,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1459,0.16,81.2,169,99.3,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1460,0.52,71.6,178,99.34,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1461,0.52,79.8,168,99.62,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1462,0.13,70.6,166,99.77,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1463,0.09,72.8,158,99.9,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1464,0.74,77.5,174,99.98,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1465,1.4,77.0,172,99.8,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1466,1.43,82.3,192,99.21,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1467,0.47,71.0,160,99.3,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1468,0.25,74.3,168,99.79,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1469,0.08,66.8,156,99.48,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1470,0.06,75.1,167,99.8,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1471,0.18,73.9,164,99.82,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1472,0.12,74.6,162,99.84,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1473,1.47,76.2,187,99.6,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1474,0.67,75.7,160,99.35,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1475,0.23,76.0,165,99.9,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1476,0.11,80.1,165,99.52,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1477,0.67,73.4,169,99.64,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1478,1.19,76.9,195,99.8,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1479,1.43,73.1,190,99.31,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1480,0.46,80.4,177,99.92,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1481,0.05,81.6,158,99.63,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1482,1.51,75.5,181,99.67,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1483,1.59,67.2,200,99.53,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1484,0.26,77.2,167,99.93,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1485,1.6,74.9,197,99.41,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1486,0.31,79.8,164,99.82,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1487,0.41,77.2,170,99.32,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1488,0.95,74.3,177,99.91,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1489,0.67,70.9,182,99.84,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1490,2.27,73.7,204,99.71,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-1491,0.34,73.6,170,99.52,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1492,1.84,74.0,189,99.64,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1493,1.4,71.8,188,99.8,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1494,0.2,80.1,163,99.46,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1495,0.26,75.0,174,99.41,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1496,0.05,77.0,167,99.64,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1497,0.05,83.1,160,99.43,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1498,0.43,72.2,171,99.69,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1499,0.27,70.4,161,99.43,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1500,0.49,78.9,170,99.78,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1501,1.29,82.7,189,99.59,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1502,0.71,74.0,170,99.58,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1503,1.68,70.4,187,99.59,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1504,0.14,73.0,163,99.75,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1505,1.07,79.9,173,99.57,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1506,0.05,75.9,153,99.42,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1507,0.36,79.1,154,99.47,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1508,0.47,76.4,175,99.61,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1509,0.09,75.3,158,99.61,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1510,0.56,72.5,170,99.29,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1511,1.16,72.0,172,99.59,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1512,0.57,74.8,180,99.49,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1513,0.36,72.1,167,99.72,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1514,0.63,78.6,174,99.45,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1515,2.63,76.2,213,99.94,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-1516,0.52,69.0,177,99.48,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1517,0.05,81.7,151,99.46,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1518,0.49,76.0,178,99.21,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1519,0.3,67.6,164,99.61,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1520,3.75,74.9,222,99.31,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-1521,1.82,68.3,182,99.58,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1522,0.06,78.2,165,99.24,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1523,0.16,73.7,177,99.53,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1524,0.28,73.9,165,99.79,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1525,0.6,75.1,167,99.87,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1526,0.06,73.7,166,99.87,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1527,0.15,77.2,152,99.35,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1528,0.09,77.8,159,99.77,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1529,0.08,72.3,167,99.86,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1530,0.13,75.8,152,99.21,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1531,0.89,77.0,189,99.39,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1532,1.17,80.4,182,99.96,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1533,0.43,72.5,174,99.8,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1534,0.18,77.0,161,99.85,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1535,0.07,74.5,144,99.89,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1536,0.64,76.6,174,99.33,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1537,0.61,85.8,177,99.54,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1538,0.6,77.1,170,99.88,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1539,0.17,75.2,159,99.21,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1540,0.33,74.8,164,99.87,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1541,1.04,80.8,189,99.81,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1542,1.39,73.6,189,99.91,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1543,1.75,79.2,192,99.84,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1544,0.1,71.4,161,99.76,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1545,0.22,74.2,158,99.94,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1546,1.03,72.4,172,99.59,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1547,0.93,72.3,177,99.76,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1548,0.18,74.2,148,99.55,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1549,0.46,75.8,157,99.97,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1550,0.05,73.2,160,99.43,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1551,0.66,68.0,168,99.96,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1552,0.42,68.6,165,99.73,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1553,0.05,75.9,166,99.75,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1554,0.05,70.9,148,99.93,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1555,0.11,79.7,172,99.21,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1556,0.93,72.9,181,99.51,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1557,0.14,73.9,158,99.8,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1558,0.11,76.2,159,99.58,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1559,1.38,74.4,184,99.66,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1560,0.96,75.4,184,99.24,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1561,2.56,79.4,202,99.77,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-1562,0.67,77.6,175,99.44,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1563,0.6,71.6,177,99.86,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1564,0.77,73.3,172,99.35,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1565,0.07,75.9,159,99.46,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1566,1.23,75.1,174,99.79,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1567,2.34,76.1,201,99.39,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-1568,0.11,72.6,165,99.23,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1569,0.1,78.5,155,99.65,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1570,0.05,70.1,157,99.57,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1571,0.37,75.0,172,99.62,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1572,3.4,76.5,219,99.47,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-1573,1.25,75.1,188,99.37,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1574,0.38,74.4,173,99.73,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1575,0.26,75.1,165,99.95,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1576,0.39,75.2,165,99.37,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1577,3.8,76.6,222,100.0,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-1578,0.09,71.2,179,99.9,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1579,1.85,69.6,188,99.34,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1580,0.29,77.1,162,99.87,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1581,0.11,73.1,165,99.33,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1582,1.09,72.8,173,99.39,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1583,1.06,74.0,180,99.56,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1584,1.59,73.8,182,99.3,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1585,0.45,72.6,170,99.23,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1586,0.56,79.3,168,99.57,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1587,0.22,73.5,160,99.61,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1588,1.79,77.9,193,99.28,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1589,0.95,73.3,178,99.44,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1590,0.11,73.2,171,99.98,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1591,0.05,82.7,168,99.48,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1592,0.35,71.4,172,99.99,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1593,0.54,78.9,174,99.65,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1594,0.71,72.8,164,99.75,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1595,1.45,80.8,187,99.34,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1596,0.63,77.4,174,99.69,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1597,0.47,74.1,175,99.93,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1598,0.05,77.9,163,99.2,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1599,0.42,75.0,173,99.48,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1600,0.49,75.4,159,99.42,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1601,0.13,84.2,168,99.48,Sub-3-Minute Automated Swap Completed
