Lap_Telemetry_ID,Apex_Speed_kmh,Battery_State_of_Charge_pct,Battery_Core_Temp_C,Electric_MGU_K_Boost_kW,Sector_Time_Gain_s,Hybrid_Strategy
FERRARI-SF90-1299,118.6,27.5,40.4,49.8,0.24,Regenerative Harvesting Active
FERRARI-SF90-1300,137.1,64.6,52.2,96.6,0.33,Regenerative Harvesting Active
FERRARI-SF90-1301,173.6,40.6,45.3,71.2,0.26,Regenerative Harvesting Active
FERRARI-SF90-1302,84.0,85.8,57.8,106.5,0.37,Regenerative Harvesting Active
FERRARI-SF90-1303,110.3,84.6,55.6,121.0,0.46,Regenerative Harvesting Active
FERRARI-SF90-1304,140.6,73.6,51.6,112.3,0.4,Regenerative Harvesting Active
FERRARI-SF90-1305,112.5,34.0,40.1,82.5,0.34,Regenerative Harvesting Active
FERRARI-SF90-1306,82.0,49.2,40.6,97.9,0.37,Regenerative Harvesting Active
FERRARI-SF90-1307,156.4,41.5,44.4,94.2,0.33,Regenerative Harvesting Active
FERRARI-SF90-1308,102.6,81.6,56.3,134.6,0.45,Regenerative Harvesting Active
FERRARI-SF90-1309,88.0,43.2,41.5,96.5,0.37,Regenerative Harvesting Active
FERRARI-SF90-1310,173.0,39.5,42.5,89.3,0.31,Regenerative Harvesting Active
FERRARI-SF90-1311,178.7,45.2,43.6,94.7,0.36,Regenerative Harvesting Active
FERRARI-SF90-1312,95.3,27.5,35.0,78.0,0.29,Regenerative Harvesting Active
FERRARI-SF90-1313,108.2,72.1,53.1,113.2,0.33,Regenerative Harvesting Active
FERRARI-SF90-1314,76.0,66.4,51.3,114.9,0.43,Regenerative Harvesting Active
FERRARI-SF90-1315,132.5,78.8,49.4,142.3,0.54,Full 160kW Qualify Boost
FERRARI-SF90-1316,118.8,43.9,45.0,62.5,0.12,Regenerative Harvesting Active
FERRARI-SF90-1317,112.3,52.0,46.3,93.1,0.32,Regenerative Harvesting Active
FERRARI-SF90-1318,93.9,36.6,42.0,58.9,0.26,Regenerative Harvesting Active
FERRARI-SF90-1319,78.1,38.2,43.1,86.5,0.2,Regenerative Harvesting Active
FERRARI-SF90-1320,99.8,68.0,52.9,111.0,0.4,Regenerative Harvesting Active
FERRARI-SF90-1321,127.3,36.0,41.4,72.0,0.24,Regenerative Harvesting Active
FERRARI-SF90-1322,95.6,54.0,44.8,96.3,0.31,Regenerative Harvesting Active
FERRARI-SF90-1323,74.9,74.0,48.7,131.9,0.45,Regenerative Harvesting Active
FERRARI-SF90-1324,176.7,80.5,54.9,115.9,0.36,Regenerative Harvesting Active
FERRARI-SF90-1325,125.2,88.9,56.6,127.1,0.39,Regenerative Harvesting Active
FERRARI-SF90-1326,173.9,79.6,53.3,128.8,0.42,Regenerative Harvesting Active
FERRARI-SF90-1327,141.2,32.7,35.9,84.6,0.2,Regenerative Harvesting Active
FERRARI-SF90-1328,139.0,80.7,53.0,135.2,0.5,Full 160kW Qualify Boost
FERRARI-SF90-1329,93.2,79.5,52.5,138.1,0.46,Full 160kW Qualify Boost
FERRARI-SF90-1330,178.0,34.9,38.6,72.7,0.27,Regenerative Harvesting Active
FERRARI-SF90-1331,146.8,69.7,48.9,130.9,0.43,Regenerative Harvesting Active
FERRARI-SF90-1332,159.5,34.1,40.9,72.7,0.24,Regenerative Harvesting Active
FERRARI-SF90-1333,174.7,27.8,39.7,50.7,0.2,Regenerative Harvesting Active
FERRARI-SF90-1334,123.5,86.2,55.4,133.3,0.43,Regenerative Harvesting Active
FERRARI-SF90-1335,169.2,29.4,34.3,85.6,0.33,Regenerative Harvesting Active
FERRARI-SF90-1336,107.1,29.4,46.0,57.8,0.22,Regenerative Harvesting Active
FERRARI-SF90-1337,150.5,34.6,35.7,74.3,0.2,Regenerative Harvesting Active
FERRARI-SF90-1338,125.2,90.5,56.6,153.8,0.59,Full 160kW Qualify Boost
FERRARI-SF90-1339,161.2,88.3,51.9,146.9,0.5,Full 160kW Qualify Boost
FERRARI-SF90-1340,136.1,60.4,50.0,111.2,0.38,Regenerative Harvesting Active
FERRARI-SF90-1341,91.8,74.5,54.6,121.7,0.34,Regenerative Harvesting Active
FERRARI-SF90-1342,97.3,58.8,51.2,84.1,0.26,Regenerative Harvesting Active
FERRARI-SF90-1343,115.7,84.6,53.2,123.7,0.41,Regenerative Harvesting Active
FERRARI-SF90-1344,88.4,33.8,45.6,67.8,0.18,Regenerative Harvesting Active
FERRARI-SF90-1345,121.6,38.4,43.6,68.9,0.27,Regenerative Harvesting Active
FERRARI-SF90-1346,78.1,92.1,57.7,140.5,0.43,Full 160kW Qualify Boost
FERRARI-SF90-1347,158.6,82.6,55.5,131.2,0.44,Regenerative Harvesting Active
FERRARI-SF90-1348,155.7,40.3,42.1,80.3,0.29,Regenerative Harvesting Active
FERRARI-SF90-1349,167.0,43.3,42.7,88.9,0.28,Regenerative Harvesting Active
FERRARI-SF90-1350,89.0,47.6,41.8,84.6,0.26,Regenerative Harvesting Active
FERRARI-SF90-1351,137.4,76.6,52.1,129.5,0.48,Regenerative Harvesting Active
FERRARI-SF90-1352,164.4,29.0,40.8,51.3,0.11,Regenerative Harvesting Active
FERRARI-SF90-1353,95.0,70.8,51.1,111.3,0.38,Regenerative Harvesting Active
FERRARI-SF90-1354,139.2,28.9,37.9,62.7,0.16,Regenerative Harvesting Active
FERRARI-SF90-1355,116.5,80.2,53.4,142.0,0.37,Full 160kW Qualify Boost
FERRARI-SF90-1356,80.7,68.2,48.6,115.1,0.44,Regenerative Harvesting Active
FERRARI-SF90-1357,161.2,32.0,39.7,80.2,0.3,Regenerative Harvesting Active
FERRARI-SF90-1358,89.5,67.4,52.1,109.5,0.36,Regenerative Harvesting Active
FERRARI-SF90-1359,120.7,58.7,49.8,108.7,0.34,Regenerative Harvesting Active
FERRARI-SF90-1360,79.4,70.2,53.0,110.2,0.36,Regenerative Harvesting Active
FERRARI-SF90-1361,164.1,62.0,46.8,111.5,0.38,Regenerative Harvesting Active
FERRARI-SF90-1362,146.8,36.4,38.2,91.2,0.35,Regenerative Harvesting Active
FERRARI-SF90-1363,160.5,71.1,51.3,127.1,0.47,Regenerative Harvesting Active
FERRARI-SF90-1364,89.8,91.7,54.1,144.9,0.54,Full 160kW Qualify Boost
FERRARI-SF90-1365,77.0,94.8,57.9,152.5,0.49,Full 160kW Qualify Boost
FERRARI-SF90-1366,105.0,70.7,50.5,125.1,0.42,Regenerative Harvesting Active
FERRARI-SF90-1367,114.0,30.7,42.9,63.0,0.19,Regenerative Harvesting Active
FERRARI-SF90-1368,161.6,88.0,61.4,139.2,0.46,Full 160kW Qualify Boost
FERRARI-SF90-1369,162.5,41.2,44.1,86.2,0.28,Regenerative Harvesting Active
FERRARI-SF90-1370,125.9,53.6,45.9,90.0,0.29,Regenerative Harvesting Active
FERRARI-SF90-1371,78.2,58.4,49.0,115.1,0.44,Regenerative Harvesting Active
FERRARI-SF90-1372,107.6,63.5,47.0,101.0,0.34,Regenerative Harvesting Active
FERRARI-SF90-1373,118.6,54.3,52.7,99.6,0.3,Regenerative Harvesting Active
FERRARI-SF90-1374,124.4,31.8,43.6,59.1,0.19,Regenerative Harvesting Active
FERRARI-SF90-1375,116.9,64.1,51.6,101.6,0.35,Regenerative Harvesting Active
FERRARI-SF90-1376,164.8,80.3,58.1,111.3,0.44,Regenerative Harvesting Active
FERRARI-SF90-1377,172.9,84.6,57.2,137.8,0.43,Full 160kW Qualify Boost
FERRARI-SF90-1378,154.6,50.2,46.5,73.6,0.19,Regenerative Harvesting Active
FERRARI-SF90-1379,126.0,82.7,54.9,132.6,0.37,Regenerative Harvesting Active
FERRARI-SF90-1380,111.9,75.3,54.9,103.9,0.32,Regenerative Harvesting Active
FERRARI-SF90-1381,101.3,68.2,51.6,98.6,0.36,Regenerative Harvesting Active
FERRARI-SF90-1382,91.6,38.9,42.7,87.4,0.27,Regenerative Harvesting Active
FERRARI-SF90-1383,156.1,47.3,43.8,93.2,0.33,Regenerative Harvesting Active
FERRARI-SF90-1384,138.1,84.1,55.2,132.6,0.5,Regenerative Harvesting Active
FERRARI-SF90-1385,166.5,58.8,46.3,104.0,0.37,Regenerative Harvesting Active
FERRARI-SF90-1386,140.9,27.2,41.2,62.2,0.22,Regenerative Harvesting Active
FERRARI-SF90-1387,162.5,39.2,48.6,59.7,0.31,Regenerative Harvesting Active
FERRARI-SF90-1388,142.2,83.2,52.5,137.7,0.42,Full 160kW Qualify Boost
FERRARI-SF90-1389,166.8,94.5,61.5,152.0,0.51,Full 160kW Qualify Boost
FERRARI-SF90-1390,101.8,44.0,42.9,83.1,0.34,Regenerative Harvesting Active
FERRARI-SF90-1391,170.1,47.2,42.4,97.6,0.29,Regenerative Harvesting Active
FERRARI-SF90-1392,146.6,87.9,55.1,141.4,0.5,Full 160kW Qualify Boost
FERRARI-SF90-1393,87.8,51.9,38.2,100.2,0.33,Regenerative Harvesting Active
FERRARI-SF90-1394,146.3,55.5,48.5,105.8,0.36,Regenerative Harvesting Active
FERRARI-SF90-1395,151.6,54.1,42.0,99.0,0.37,Regenerative Harvesting Active
FERRARI-SF90-1396,145.6,38.2,40.4,81.1,0.28,Regenerative Harvesting Active
FERRARI-SF90-1397,146.2,53.3,43.6,106.5,0.33,Regenerative Harvesting Active
FERRARI-SF90-1398,133.7,33.7,38.5,85.8,0.34,Regenerative Harvesting Active
FERRARI-SF90-1399,82.3,31.2,38.7,77.0,0.26,Regenerative Harvesting Active
FERRARI-SF90-1400,170.5,86.7,55.6,130.5,0.45,Regenerative Harvesting Active
FERRARI-SF90-1401,149.5,77.0,51.0,132.7,0.47,Regenerative Harvesting Active
FERRARI-SF90-1402,146.5,87.4,57.9,138.8,0.49,Full 160kW Qualify Boost
FERRARI-SF90-1403,95.0,44.3,42.0,99.6,0.34,Regenerative Harvesting Active
FERRARI-SF90-1404,124.7,76.3,52.8,138.3,0.55,Full 160kW Qualify Boost
FERRARI-SF90-1405,122.7,94.6,57.4,138.8,0.52,Full 160kW Qualify Boost
FERRARI-SF90-1406,129.4,86.8,55.6,144.8,0.5,Full 160kW Qualify Boost
FERRARI-SF90-1407,175.4,89.8,56.9,155.5,0.51,Full 160kW Qualify Boost
FERRARI-SF90-1408,150.0,44.8,44.8,82.3,0.37,Regenerative Harvesting Active
FERRARI-SF90-1409,127.6,80.7,55.5,128.5,0.43,Regenerative Harvesting Active
FERRARI-SF90-1410,148.5,55.7,43.1,102.7,0.31,Regenerative Harvesting Active
FERRARI-SF90-1411,123.1,87.2,64.9,126.6,0.35,Regenerative Harvesting Active
FERRARI-SF90-1412,128.9,49.5,45.2,104.3,0.32,Regenerative Harvesting Active
FERRARI-SF90-1413,74.1,76.0,49.8,132.4,0.49,Regenerative Harvesting Active
FERRARI-SF90-1414,93.7,57.1,49.1,97.4,0.36,Regenerative Harvesting Active
FERRARI-SF90-1415,98.6,29.1,37.6,70.4,0.29,Regenerative Harvesting Active
FERRARI-SF90-1416,88.8,55.7,41.8,112.6,0.43,Regenerative Harvesting Active
FERRARI-SF90-1417,71.0,46.8,46.0,79.3,0.34,Regenerative Harvesting Active
FERRARI-SF90-1418,96.2,71.6,50.8,127.6,0.44,Regenerative Harvesting Active
FERRARI-SF90-1419,168.3,58.3,48.6,111.8,0.39,Regenerative Harvesting Active
FERRARI-SF90-1420,72.3,63.4,47.0,96.3,0.31,Regenerative Harvesting Active
FERRARI-SF90-1421,117.8,62.2,42.7,112.4,0.36,Regenerative Harvesting Active
FERRARI-SF90-1422,172.8,81.8,53.4,129.9,0.38,Regenerative Harvesting Active
FERRARI-SF90-1423,72.8,35.9,42.9,81.9,0.32,Regenerative Harvesting Active
FERRARI-SF90-1424,155.8,33.1,43.7,58.6,0.28,Regenerative Harvesting Active
FERRARI-SF90-1425,99.8,56.4,49.5,103.7,0.39,Regenerative Harvesting Active
FERRARI-SF90-1426,126.1,94.7,55.1,158.6,0.47,Full 160kW Qualify Boost
FERRARI-SF90-1427,96.9,64.6,49.7,92.3,0.27,Regenerative Harvesting Active
FERRARI-SF90-1428,98.5,84.3,56.9,144.8,0.48,Full 160kW Qualify Boost
FERRARI-SF90-1429,155.5,79.8,56.0,116.5,0.36,Regenerative Harvesting Active
FERRARI-SF90-1430,179.2,38.9,44.4,72.3,0.18,Regenerative Harvesting Active
FERRARI-SF90-1431,114.7,85.0,58.1,135.2,0.41,Full 160kW Qualify Boost
FERRARI-SF90-1432,89.2,92.3,59.9,124.9,0.46,Regenerative Harvesting Active
FERRARI-SF90-1433,121.4,57.2,50.9,101.0,0.35,Regenerative Harvesting Active
FERRARI-SF90-1434,139.7,27.6,41.7,51.8,0.17,Regenerative Harvesting Active
FERRARI-SF90-1435,147.5,34.5,44.4,76.2,0.25,Regenerative Harvesting Active
FERRARI-SF90-1436,121.5,77.2,50.7,123.5,0.41,Regenerative Harvesting Active
FERRARI-SF90-1437,102.0,85.9,56.6,148.1,0.54,Full 160kW Qualify Boost
FERRARI-SF90-1438,92.0,79.8,54.9,122.2,0.39,Regenerative Harvesting Active
FERRARI-SF90-1439,159.9,66.3,46.6,124.0,0.42,Regenerative Harvesting Active
FERRARI-SF90-1440,179.6,37.4,45.0,71.0,0.25,Regenerative Harvesting Active
FERRARI-SF90-1441,121.7,28.6,41.2,60.4,0.28,Regenerative Harvesting Active
FERRARI-SF90-1442,134.7,88.5,52.0,149.1,0.61,Full 160kW Qualify Boost
FERRARI-SF90-1443,137.7,43.7,37.9,81.8,0.33,Regenerative Harvesting Active
FERRARI-SF90-1444,71.8,70.2,55.2,112.7,0.33,Regenerative Harvesting Active
FERRARI-SF90-1445,99.8,83.5,51.8,143.2,0.45,Full 160kW Qualify Boost
FERRARI-SF90-1446,106.3,25.1,36.0,59.8,0.26,Regenerative Harvesting Active
FERRARI-SF90-1447,109.5,70.8,53.0,121.2,0.39,Regenerative Harvesting Active
FERRARI-SF90-1448,135.8,36.0,45.0,67.1,0.19,Regenerative Harvesting Active
FERRARI-SF90-1449,81.8,63.5,49.6,91.6,0.29,Regenerative Harvesting Active
FERRARI-SF90-1450,133.4,48.3,44.8,85.7,0.28,Regenerative Harvesting Active
FERRARI-SF90-1451,127.8,85.4,54.9,141.0,0.48,Full 160kW Qualify Boost
FERRARI-SF90-1452,134.1,90.6,55.6,137.4,0.49,Full 160kW Qualify Boost
FERRARI-SF90-1453,174.7,51.0,41.9,86.0,0.27,Regenerative Harvesting Active
FERRARI-SF90-1454,70.4,31.0,41.2,69.9,0.24,Regenerative Harvesting Active
FERRARI-SF90-1455,156.5,76.4,50.7,130.6,0.5,Regenerative Harvesting Active
FERRARI-SF90-1456,158.0,32.3,40.8,65.9,0.21,Regenerative Harvesting Active
FERRARI-SF90-1457,97.8,27.8,42.6,51.8,0.18,Regenerative Harvesting Active
FERRARI-SF90-1458,175.5,53.4,43.0,100.7,0.3,Regenerative Harvesting Active
FERRARI-SF90-1459,134.0,40.3,45.1,88.1,0.28,Regenerative Harvesting Active
FERRARI-SF90-1460,141.8,84.1,50.9,123.6,0.4,Regenerative Harvesting Active
FERRARI-SF90-1461,179.4,69.5,50.8,120.1,0.44,Regenerative Harvesting Active
FERRARI-SF90-1462,125.9,31.1,38.2,57.5,0.2,Regenerative Harvesting Active
FERRARI-SF90-1463,107.8,39.0,40.8,70.7,0.28,Regenerative Harvesting Active
FERRARI-SF90-1464,122.9,63.8,50.5,101.8,0.36,Regenerative Harvesting Active
FERRARI-SF90-1465,108.4,92.3,61.0,132.5,0.44,Regenerative Harvesting Active
FERRARI-SF90-1466,125.0,42.9,39.4,96.5,0.37,Regenerative Harvesting Active
FERRARI-SF90-1467,113.9,48.2,44.8,65.8,0.3,Regenerative Harvesting Active
FERRARI-SF90-1468,87.7,60.9,47.8,109.8,0.36,Regenerative Harvesting Active
FERRARI-SF90-1469,95.9,91.0,58.1,147.5,0.44,Full 160kW Qualify Boost
FERRARI-SF90-1470,159.7,41.0,37.5,96.2,0.3,Regenerative Harvesting Active
FERRARI-SF90-1471,178.5,34.4,40.6,70.9,0.21,Regenerative Harvesting Active
FERRARI-SF90-1472,146.8,33.9,43.2,63.9,0.23,Regenerative Harvesting Active
FERRARI-SF90-1473,131.2,31.5,39.8,62.9,0.3,Regenerative Harvesting Active
FERRARI-SF90-1474,178.9,47.1,48.6,88.0,0.28,Regenerative Harvesting Active
FERRARI-SF90-1475,119.6,58.6,49.6,93.9,0.32,Regenerative Harvesting Active
FERRARI-SF90-1476,95.9,33.3,42.7,63.8,0.2,Regenerative Harvesting Active
FERRARI-SF90-1477,145.4,68.1,54.8,103.9,0.37,Regenerative Harvesting Active
FERRARI-SF90-1478,99.9,70.2,51.4,122.3,0.42,Regenerative Harvesting Active
FERRARI-SF90-1479,157.0,83.8,53.5,125.1,0.47,Regenerative Harvesting Active
FERRARI-SF90-1480,91.6,70.1,49.6,106.4,0.39,Regenerative Harvesting Active
FERRARI-SF90-1481,167.6,93.4,60.6,151.5,0.53,Full 160kW Qualify Boost
FERRARI-SF90-1482,126.0,56.3,51.2,90.3,0.3,Regenerative Harvesting Active
FERRARI-SF90-1483,112.4,65.0,44.6,116.7,0.35,Regenerative Harvesting Active
FERRARI-SF90-1484,72.2,78.3,54.9,120.6,0.41,Regenerative Harvesting Active
FERRARI-SF90-1485,76.9,90.3,55.6,148.4,0.52,Full 160kW Qualify Boost
FERRARI-SF90-1486,77.3,40.5,44.1,83.2,0.27,Regenerative Harvesting Active
FERRARI-SF90-1487,178.4,65.9,49.9,109.2,0.4,Regenerative Harvesting Active
FERRARI-SF90-1488,108.5,41.2,41.1,77.6,0.28,Regenerative Harvesting Active
FERRARI-SF90-1489,112.1,94.1,60.9,137.5,0.42,Full 160kW Qualify Boost
FERRARI-SF90-1490,170.3,93.9,52.5,150.0,0.57,Full 160kW Qualify Boost
FERRARI-SF90-1491,173.7,63.7,50.4,114.2,0.36,Regenerative Harvesting Active
FERRARI-SF90-1492,133.4,51.5,45.0,93.6,0.3,Regenerative Harvesting Active
FERRARI-SF90-1493,98.6,84.0,53.8,140.4,0.58,Full 160kW Qualify Boost
FERRARI-SF90-1494,110.2,29.9,38.1,75.7,0.3,Regenerative Harvesting Active
FERRARI-SF90-1495,136.3,38.4,39.2,91.9,0.33,Regenerative Harvesting Active
FERRARI-SF90-1496,110.2,40.4,42.0,86.0,0.24,Regenerative Harvesting Active
FERRARI-SF90-1497,132.4,92.5,56.8,157.0,0.5,Full 160kW Qualify Boost
FERRARI-SF90-1498,104.8,66.8,48.7,127.4,0.44,Regenerative Harvesting Active
FERRARI-SF90-1499,177.3,36.4,38.3,96.3,0.3,Regenerative Harvesting Active
FERRARI-SF90-1500,155.0,55.8,48.7,100.0,0.35,Regenerative Harvesting Active
FERRARI-SF90-1501,122.9,86.0,53.2,145.4,0.5,Full 160kW Qualify Boost
FERRARI-SF90-1502,159.2,35.3,42.9,63.0,0.21,Regenerative Harvesting Active
FERRARI-SF90-1503,94.6,66.9,47.2,107.0,0.44,Regenerative Harvesting Active
FERRARI-SF90-1504,87.3,89.4,55.1,131.8,0.41,Regenerative Harvesting Active
FERRARI-SF90-1505,132.2,46.2,44.0,92.8,0.27,Regenerative Harvesting Active
FERRARI-SF90-1506,166.7,34.3,36.0,82.3,0.26,Regenerative Harvesting Active
FERRARI-SF90-1507,99.9,65.0,51.1,96.8,0.36,Regenerative Harvesting Active
FERRARI-SF90-1508,127.4,66.3,47.6,122.8,0.41,Regenerative Harvesting Active
FERRARI-SF90-1509,143.1,31.4,45.0,50.0,0.17,Regenerative Harvesting Active
FERRARI-SF90-1510,145.9,29.2,43.3,74.7,0.3,Regenerative Harvesting Active
FERRARI-SF90-1511,100.4,42.2,47.1,87.0,0.22,Regenerative Harvesting Active
FERRARI-SF90-1512,126.9,59.7,46.0,105.9,0.38,Regenerative Harvesting Active
FERRARI-SF90-1513,150.0,32.3,37.7,68.3,0.24,Regenerative Harvesting Active
FERRARI-SF90-1514,144.7,29.4,38.8,67.9,0.23,Regenerative Harvesting Active
FERRARI-SF90-1515,140.1,34.5,45.4,52.5,0.21,Regenerative Harvesting Active
FERRARI-SF90-1516,135.9,33.9,42.8,77.2,0.32,Regenerative Harvesting Active
FERRARI-SF90-1517,97.1,28.2,39.4,62.7,0.22,Regenerative Harvesting Active
FERRARI-SF90-1518,104.5,69.1,54.7,108.9,0.42,Regenerative Harvesting Active
FERRARI-SF90-1519,95.7,49.0,46.9,76.3,0.25,Regenerative Harvesting Active
FERRARI-SF90-1520,154.8,50.4,44.5,91.0,0.27,Regenerative Harvesting Active
FERRARI-SF90-1521,76.7,64.7,44.3,121.9,0.47,Regenerative Harvesting Active
FERRARI-SF90-1522,134.7,57.6,50.5,80.4,0.23,Regenerative Harvesting Active
FERRARI-SF90-1523,98.0,51.2,48.7,82.4,0.23,Regenerative Harvesting Active
FERRARI-SF90-1524,90.2,62.2,49.4,114.5,0.38,Regenerative Harvesting Active
FERRARI-SF90-1525,112.9,36.8,44.9,67.4,0.23,Regenerative Harvesting Active
FERRARI-SF90-1526,138.9,44.9,37.9,88.7,0.35,Regenerative Harvesting Active
FERRARI-SF90-1527,86.7,77.5,55.3,121.0,0.37,Regenerative Harvesting Active
FERRARI-SF90-1528,122.5,27.1,40.6,54.9,0.25,Regenerative Harvesting Active
FERRARI-SF90-1529,123.2,37.9,36.6,78.7,0.32,Regenerative Harvesting Active
FERRARI-SF90-1530,139.4,46.4,40.9,92.8,0.38,Regenerative Harvesting Active
FERRARI-SF90-1531,141.9,62.2,50.9,106.8,0.39,Regenerative Harvesting Active
FERRARI-SF90-1532,168.5,32.2,41.5,81.0,0.26,Regenerative Harvesting Active
FERRARI-SF90-1533,105.1,77.2,53.4,125.3,0.5,Regenerative Harvesting Active
FERRARI-SF90-1534,80.9,30.2,41.6,67.2,0.26,Regenerative Harvesting Active
FERRARI-SF90-1535,153.9,59.1,46.9,97.8,0.35,Regenerative Harvesting Active
FERRARI-SF90-1536,136.4,43.2,43.5,78.2,0.26,Regenerative Harvesting Active
FERRARI-SF90-1537,173.0,86.0,51.4,143.9,0.47,Full 160kW Qualify Boost
FERRARI-SF90-1538,116.8,36.2,42.0,74.8,0.32,Regenerative Harvesting Active
FERRARI-SF90-1539,100.7,57.2,47.7,106.0,0.33,Regenerative Harvesting Active
FERRARI-SF90-1540,109.1,74.9,53.9,115.5,0.38,Regenerative Harvesting Active
FERRARI-SF90-1541,122.7,88.0,55.2,126.1,0.46,Regenerative Harvesting Active
FERRARI-SF90-1542,94.4,40.1,43.5,78.5,0.27,Regenerative Harvesting Active
FERRARI-SF90-1543,114.5,90.3,56.8,137.4,0.45,Full 160kW Qualify Boost
FERRARI-SF90-1544,106.8,84.3,53.0,135.1,0.48,Full 160kW Qualify Boost
FERRARI-SF90-1545,111.1,77.2,54.9,135.8,0.51,Full 160kW Qualify Boost
FERRARI-SF90-1546,132.0,42.0,45.3,92.4,0.28,Regenerative Harvesting Active
FERRARI-SF90-1547,93.7,72.7,53.4,123.7,0.44,Regenerative Harvesting Active
FERRARI-SF90-1548,76.0,77.6,53.9,119.2,0.36,Regenerative Harvesting Active
FERRARI-SF90-1549,155.8,61.8,47.9,112.5,0.34,Regenerative Harvesting Active
FERRARI-SF90-1550,100.2,88.5,59.7,143.8,0.44,Full 160kW Qualify Boost
FERRARI-SF90-1551,134.1,48.0,44.6,86.8,0.29,Regenerative Harvesting Active
FERRARI-SF90-1552,137.2,47.1,43.7,97.3,0.26,Regenerative Harvesting Active
FERRARI-SF90-1553,145.4,74.7,51.3,128.4,0.5,Regenerative Harvesting Active
FERRARI-SF90-1554,161.0,71.9,48.8,127.6,0.42,Regenerative Harvesting Active
FERRARI-SF90-1555,159.4,57.8,50.0,93.5,0.37,Regenerative Harvesting Active
FERRARI-SF90-1556,171.1,27.4,41.9,50.3,0.17,Regenerative Harvesting Active
FERRARI-SF90-1557,72.7,30.9,36.9,82.4,0.21,Regenerative Harvesting Active
FERRARI-SF90-1558,71.0,32.9,43.4,59.0,0.19,Regenerative Harvesting Active
FERRARI-SF90-1559,77.2,74.8,52.9,112.7,0.41,Regenerative Harvesting Active
FERRARI-SF90-1560,71.7,93.2,57.0,147.8,0.48,Full 160kW Qualify Boost
FERRARI-SF90-1561,79.5,37.6,40.4,70.5,0.27,Regenerative Harvesting Active
FERRARI-SF90-1562,80.5,53.8,48.1,108.0,0.36,Regenerative Harvesting Active
FERRARI-SF90-1563,81.1,28.1,37.3,75.9,0.3,Regenerative Harvesting Active
FERRARI-SF90-1564,176.1,54.1,44.8,101.1,0.3,Regenerative Harvesting Active
FERRARI-SF90-1565,81.3,43.1,43.9,75.2,0.23,Regenerative Harvesting Active
FERRARI-SF90-1566,75.6,39.2,42.8,76.1,0.21,Regenerative Harvesting Active
FERRARI-SF90-1567,167.0,35.1,37.6,85.4,0.32,Regenerative Harvesting Active
FERRARI-SF90-1568,100.6,75.9,49.5,126.2,0.34,Regenerative Harvesting Active
FERRARI-SF90-1569,116.8,57.9,50.5,106.5,0.34,Regenerative Harvesting Active
FERRARI-SF90-1570,155.4,86.7,59.2,129.8,0.45,Regenerative Harvesting Active
FERRARI-SF90-1571,163.6,78.7,55.8,110.2,0.33,Regenerative Harvesting Active
FERRARI-SF90-1572,169.1,31.4,40.1,51.8,0.18,Regenerative Harvesting Active
FERRARI-SF90-1573,160.0,38.9,41.2,68.5,0.2,Regenerative Harvesting Active
FERRARI-SF90-1574,138.7,92.1,60.1,144.4,0.53,Full 160kW Qualify Boost
FERRARI-SF90-1575,126.8,66.4,52.5,103.0,0.35,Regenerative Harvesting Active
FERRARI-SF90-1576,150.2,68.7,50.9,102.8,0.39,Regenerative Harvesting Active
FERRARI-SF90-1577,168.2,30.0,41.1,62.5,0.18,Regenerative Harvesting Active
FERRARI-SF90-1578,147.9,48.3,43.4,91.2,0.37,Regenerative Harvesting Active
FERRARI-SF90-1579,85.8,51.4,47.2,82.6,0.25,Regenerative Harvesting Active
FERRARI-SF90-1580,128.5,38.5,43.5,65.0,0.19,Regenerative Harvesting Active
FERRARI-SF90-1581,95.4,51.0,45.7,105.7,0.35,Regenerative Harvesting Active
FERRARI-SF90-1582,116.7,86.6,56.3,135.4,0.45,Full 160kW Qualify Boost
FERRARI-SF90-1583,166.2,67.8,49.5,124.6,0.41,Regenerative Harvesting Active
FERRARI-SF90-1584,124.7,55.2,47.8,105.1,0.36,Regenerative Harvesting Active
FERRARI-SF90-1585,94.9,92.5,60.9,139.3,0.48,Full 160kW Qualify Boost
FERRARI-SF90-1586,171.7,47.3,45.0,83.5,0.19,Regenerative Harvesting Active
FERRARI-SF90-1587,138.0,88.9,58.2,136.7,0.47,Full 160kW Qualify Boost
FERRARI-SF90-1588,127.2,72.2,49.6,123.8,0.41,Regenerative Harvesting Active
FERRARI-SF90-1589,123.5,39.6,41.6,68.9,0.24,Regenerative Harvesting Active
FERRARI-SF90-1590,115.3,77.4,55.3,128.3,0.43,Regenerative Harvesting Active
FERRARI-SF90-1591,155.6,43.1,40.6,91.1,0.3,Regenerative Harvesting Active
FERRARI-SF90-1592,101.2,50.8,47.5,96.5,0.32,Regenerative Harvesting Active
FERRARI-SF90-1593,103.5,40.3,44.1,82.5,0.34,Regenerative Harvesting Active
FERRARI-SF90-1594,122.3,29.2,38.0,76.2,0.22,Regenerative Harvesting Active
FERRARI-SF90-1595,144.3,87.0,56.7,128.8,0.47,Regenerative Harvesting Active
FERRARI-SF90-1596,168.9,71.1,50.8,117.9,0.45,Regenerative Harvesting Active
FERRARI-SF90-1597,76.2,94.5,58.8,134.4,0.54,Regenerative Harvesting Active
FERRARI-SF90-1598,107.2,57.5,41.8,123.2,0.5,Regenerative Harvesting Active
FERRARI-SF90-1599,117.2,47.9,42.3,90.3,0.25,Regenerative Harvesting Active
