Fleet_Event_ID,Vehicle_Speed_mph,Sun_Glare_Angle_deg,Road_Curvature_deg,Camera_Inference_Latency_ms,Human_AI_Disparity_deg,Autonomy_Alignment
TESLA-SHADOW-1287,42.5,69.6,4.6,22.8,1.14,Seamless Autonomous Alignment
TESLA-SHADOW-1288,51.6,64.3,19.5,22.3,1.99,Seamless Autonomous Alignment
TESLA-SHADOW-1289,40.8,11.9,28.7,30.2,1.11,Seamless Autonomous Alignment
TESLA-SHADOW-1290,69.4,31.4,14.6,25.9,2.56,Seamless Autonomous Alignment
TESLA-SHADOW-1291,53.2,84.3,34.2,24.1,7.47,Shadow Disengagement Triggered
TESLA-SHADOW-1292,65.0,76.7,16.7,26.0,4.56,Shadow Disengagement Triggered
TESLA-SHADOW-1293,65.8,47.6,12.1,26.5,2.35,Seamless Autonomous Alignment
TESLA-SHADOW-1294,61.8,37.3,32.1,26.4,3.15,Seamless Autonomous Alignment
TESLA-SHADOW-1295,28.4,5.4,15.3,28.5,3.2,Seamless Autonomous Alignment
TESLA-SHADOW-1296,46.3,29.4,27.5,26.6,2.38,Seamless Autonomous Alignment
TESLA-SHADOW-1297,49.3,65.2,6.0,23.0,1.61,Seamless Autonomous Alignment
TESLA-SHADOW-1298,71.6,74.8,34.0,23.0,0.77,Seamless Autonomous Alignment
TESLA-SHADOW-1299,46.4,33.5,22.4,22.4,0.77,Seamless Autonomous Alignment
TESLA-SHADOW-1300,25.5,16.1,16.4,26.1,2.2,Seamless Autonomous Alignment
TESLA-SHADOW-1301,50.5,73.0,4.9,28.5,0.38,Seamless Autonomous Alignment
TESLA-SHADOW-1302,54.2,22.3,18.2,24.4,1.04,Seamless Autonomous Alignment
TESLA-SHADOW-1303,49.1,2.3,20.2,22.2,0.61,Seamless Autonomous Alignment
TESLA-SHADOW-1304,39.7,60.4,5.4,26.4,1.9,Seamless Autonomous Alignment
TESLA-SHADOW-1305,68.2,65.3,28.9,22.1,4.26,Seamless Autonomous Alignment
TESLA-SHADOW-1306,30.3,42.7,30.4,27.4,3.3,Seamless Autonomous Alignment
TESLA-SHADOW-1307,36.9,75.2,1.1,22.3,2.79,Seamless Autonomous Alignment
TESLA-SHADOW-1308,59.7,62.0,4.2,25.8,2.87,Seamless Autonomous Alignment
TESLA-SHADOW-1309,74.5,14.2,34.4,24.8,0.39,Seamless Autonomous Alignment
TESLA-SHADOW-1310,29.4,58.5,14.6,23.9,0.68,Seamless Autonomous Alignment
TESLA-SHADOW-1311,40.2,4.0,25.6,26.4,0.55,Seamless Autonomous Alignment
TESLA-SHADOW-1312,43.8,2.9,27.2,22.7,1.28,Seamless Autonomous Alignment
TESLA-SHADOW-1313,73.8,47.9,21.9,28.0,5.94,Shadow Disengagement Triggered
TESLA-SHADOW-1314,66.1,49.1,18.4,30.6,2.61,Seamless Autonomous Alignment
TESLA-SHADOW-1315,31.6,84.8,25.4,23.2,2.43,Seamless Autonomous Alignment
TESLA-SHADOW-1316,42.3,13.2,0.5,22.7,0.41,Seamless Autonomous Alignment
TESLA-SHADOW-1317,44.9,40.3,29.0,22.1,4.92,Shadow Disengagement Triggered
TESLA-SHADOW-1318,63.6,88.2,20.9,23.7,4.44,Seamless Autonomous Alignment
TESLA-SHADOW-1319,26.5,81.5,9.2,25.0,2.25,Seamless Autonomous Alignment
TESLA-SHADOW-1320,43.9,5.8,12.0,23.5,5.09,Shadow Disengagement Triggered
TESLA-SHADOW-1321,27.5,5.0,30.4,24.2,0.08,Seamless Autonomous Alignment
TESLA-SHADOW-1322,42.3,86.8,2.6,27.7,2.52,Seamless Autonomous Alignment
TESLA-SHADOW-1323,73.9,45.5,4.4,35.3,2.28,Seamless Autonomous Alignment
TESLA-SHADOW-1324,58.9,22.9,2.3,27.4,2.94,Seamless Autonomous Alignment
TESLA-SHADOW-1325,54.9,68.0,0.8,33.6,0.36,Seamless Autonomous Alignment
TESLA-SHADOW-1326,44.0,67.3,29.6,23.0,0.77,Seamless Autonomous Alignment
TESLA-SHADOW-1327,61.2,31.0,12.5,23.9,4.08,Seamless Autonomous Alignment
TESLA-SHADOW-1328,72.3,69.9,34.8,22.2,2.68,Seamless Autonomous Alignment
TESLA-SHADOW-1329,48.0,87.5,34.2,23.0,1.11,Seamless Autonomous Alignment
TESLA-SHADOW-1330,38.4,41.6,2.3,22.7,1.27,Seamless Autonomous Alignment
TESLA-SHADOW-1331,44.8,12.7,9.0,27.6,1.28,Seamless Autonomous Alignment
TESLA-SHADOW-1332,73.2,75.2,13.0,25.3,3.23,Seamless Autonomous Alignment
TESLA-SHADOW-1333,38.9,22.2,22.5,32.1,0.37,Seamless Autonomous Alignment
TESLA-SHADOW-1334,25.2,14.5,24.0,23.1,0.2,Seamless Autonomous Alignment
TESLA-SHADOW-1335,71.6,2.8,20.7,27.2,0.27,Seamless Autonomous Alignment
TESLA-SHADOW-1336,35.1,82.0,30.4,32.0,1.03,Shadow Disengagement Triggered
TESLA-SHADOW-1337,31.6,61.9,25.2,26.1,1.13,Seamless Autonomous Alignment
TESLA-SHADOW-1338,49.2,56.9,8.5,27.1,3.69,Seamless Autonomous Alignment
TESLA-SHADOW-1339,28.1,65.8,28.4,24.2,3.05,Seamless Autonomous Alignment
TESLA-SHADOW-1340,53.8,51.3,24.9,25.1,1.13,Seamless Autonomous Alignment
TESLA-SHADOW-1341,72.7,48.7,24.8,28.8,1.54,Seamless Autonomous Alignment
TESLA-SHADOW-1342,70.6,80.3,33.6,23.1,5.66,Shadow Disengagement Triggered
TESLA-SHADOW-1343,52.1,89.4,30.2,27.1,4.21,Seamless Autonomous Alignment
TESLA-SHADOW-1344,45.9,17.9,4.4,22.0,2.71,Seamless Autonomous Alignment
TESLA-SHADOW-1345,35.0,72.6,27.3,23.7,0.63,Seamless Autonomous Alignment
TESLA-SHADOW-1346,31.3,73.3,24.5,27.4,0.55,Seamless Autonomous Alignment
TESLA-SHADOW-1347,57.3,17.8,15.2,34.2,2.55,Seamless Autonomous Alignment
TESLA-SHADOW-1348,67.6,70.9,20.5,24.0,0.02,Seamless Autonomous Alignment
TESLA-SHADOW-1349,42.5,4.3,17.8,32.1,4.6,Shadow Disengagement Triggered
TESLA-SHADOW-1350,51.5,13.6,11.4,25.8,3.1,Seamless Autonomous Alignment
TESLA-SHADOW-1351,32.4,87.7,21.7,29.6,2.72,Seamless Autonomous Alignment
TESLA-SHADOW-1352,71.3,11.8,11.4,22.8,2.17,Seamless Autonomous Alignment
TESLA-SHADOW-1353,45.2,21.2,2.5,39.2,3.91,Seamless Autonomous Alignment
TESLA-SHADOW-1354,25.1,29.4,12.4,34.7,0.56,Seamless Autonomous Alignment
TESLA-SHADOW-1355,58.5,65.4,26.1,22.4,3.15,Seamless Autonomous Alignment
TESLA-SHADOW-1356,27.5,49.6,17.5,22.2,1.43,Seamless Autonomous Alignment
TESLA-SHADOW-1357,47.9,46.4,14.2,23.0,0.78,Seamless Autonomous Alignment
TESLA-SHADOW-1358,62.1,87.3,18.3,27.3,2.12,Seamless Autonomous Alignment
TESLA-SHADOW-1359,56.3,32.1,16.7,32.1,2.96,Seamless Autonomous Alignment
TESLA-SHADOW-1360,59.9,22.1,29.8,30.7,3.78,Seamless Autonomous Alignment
TESLA-SHADOW-1361,43.2,81.9,29.9,29.2,4.49,Seamless Autonomous Alignment
TESLA-SHADOW-1362,73.2,27.4,34.6,26.0,0.44,Seamless Autonomous Alignment
TESLA-SHADOW-1363,43.3,83.9,17.4,23.5,2.34,Seamless Autonomous Alignment
TESLA-SHADOW-1364,66.6,63.4,27.8,22.5,0.71,Seamless Autonomous Alignment
TESLA-SHADOW-1365,28.5,70.8,5.6,22.5,1.44,Seamless Autonomous Alignment
TESLA-SHADOW-1366,59.2,74.3,21.1,27.8,0.77,Seamless Autonomous Alignment
TESLA-SHADOW-1367,48.9,86.0,28.0,27.3,4.1,Seamless Autonomous Alignment
TESLA-SHADOW-1368,73.7,23.8,6.9,22.3,1.54,Seamless Autonomous Alignment
TESLA-SHADOW-1369,51.7,81.5,26.2,25.0,3.98,Seamless Autonomous Alignment
TESLA-SHADOW-1370,35.0,22.7,21.1,25.9,2.17,Seamless Autonomous Alignment
TESLA-SHADOW-1371,54.9,8.4,10.4,26.6,0.22,Seamless Autonomous Alignment
TESLA-SHADOW-1372,60.7,24.1,12.9,27.7,2.21,Seamless Autonomous Alignment
TESLA-SHADOW-1373,66.4,6.4,8.1,23.0,2.56,Seamless Autonomous Alignment
TESLA-SHADOW-1374,71.9,18.4,5.8,26.1,0.21,Seamless Autonomous Alignment
TESLA-SHADOW-1375,43.5,75.9,26.9,23.5,2.32,Seamless Autonomous Alignment
TESLA-SHADOW-1376,74.5,42.5,6.1,33.2,0.1,Seamless Autonomous Alignment
TESLA-SHADOW-1377,27.8,20.0,14.4,22.1,1.43,Seamless Autonomous Alignment
TESLA-SHADOW-1378,50.0,86.9,23.4,22.9,2.66,Seamless Autonomous Alignment
TESLA-SHADOW-1379,70.0,63.4,29.6,34.1,2.18,Seamless Autonomous Alignment
TESLA-SHADOW-1380,41.3,36.9,26.6,32.5,0.83,Seamless Autonomous Alignment
TESLA-SHADOW-1381,33.9,63.6,34.7,35.9,4.6,Shadow Disengagement Triggered
TESLA-SHADOW-1382,34.0,34.6,3.7,25.9,4.3,Seamless Autonomous Alignment
TESLA-SHADOW-1383,38.9,72.9,9.0,29.5,1.37,Seamless Autonomous Alignment
TESLA-SHADOW-1384,25.0,17.7,31.5,24.3,2.69,Seamless Autonomous Alignment
TESLA-SHADOW-1385,43.9,29.8,12.4,30.8,5.79,Shadow Disengagement Triggered
TESLA-SHADOW-1386,66.1,6.8,4.0,22.0,1.6,Seamless Autonomous Alignment
TESLA-SHADOW-1387,32.0,85.0,21.0,25.1,3.21,Seamless Autonomous Alignment
TESLA-SHADOW-1388,31.6,49.0,33.6,30.3,2.91,Seamless Autonomous Alignment
TESLA-SHADOW-1389,68.0,10.9,15.3,22.1,2.45,Seamless Autonomous Alignment
TESLA-SHADOW-1390,55.0,28.7,15.5,22.2,1.34,Seamless Autonomous Alignment
TESLA-SHADOW-1391,29.4,21.2,20.5,24.7,1.93,Seamless Autonomous Alignment
TESLA-SHADOW-1392,61.2,22.4,2.7,24.4,0.78,Seamless Autonomous Alignment
TESLA-SHADOW-1393,63.7,83.3,5.1,35.3,0.17,Shadow Disengagement Triggered
TESLA-SHADOW-1394,33.9,28.8,4.5,25.6,0.78,Seamless Autonomous Alignment
TESLA-SHADOW-1395,64.2,65.2,28.1,25.8,2.53,Seamless Autonomous Alignment
TESLA-SHADOW-1396,27.8,77.4,15.3,23.9,5.45,Shadow Disengagement Triggered
TESLA-SHADOW-1397,35.7,52.3,34.7,27.2,3.38,Seamless Autonomous Alignment
TESLA-SHADOW-1398,33.2,18.0,1.1,24.9,1.38,Seamless Autonomous Alignment
TESLA-SHADOW-1399,58.8,21.1,2.4,24.4,2.17,Seamless Autonomous Alignment
TESLA-SHADOW-1400,68.5,84.4,19.3,23.8,2.7,Seamless Autonomous Alignment
TESLA-SHADOW-1401,34.4,26.4,10.6,24.7,0.63,Seamless Autonomous Alignment
TESLA-SHADOW-1402,52.6,55.5,15.8,22.0,0.38,Seamless Autonomous Alignment
TESLA-SHADOW-1403,47.2,86.7,34.0,28.1,5.06,Shadow Disengagement Triggered
TESLA-SHADOW-1404,46.2,71.3,6.4,26.1,2.9,Seamless Autonomous Alignment
TESLA-SHADOW-1405,42.3,30.9,16.7,27.1,2.28,Seamless Autonomous Alignment
TESLA-SHADOW-1406,34.6,16.4,2.6,24.5,2.09,Seamless Autonomous Alignment
TESLA-SHADOW-1407,53.2,8.9,11.2,22.2,1.16,Seamless Autonomous Alignment
TESLA-SHADOW-1408,47.9,52.1,22.3,31.2,0.28,Seamless Autonomous Alignment
TESLA-SHADOW-1409,28.8,6.7,9.2,30.5,1.02,Seamless Autonomous Alignment
TESLA-SHADOW-1410,26.0,87.2,20.8,22.6,4.68,Shadow Disengagement Triggered
TESLA-SHADOW-1411,74.8,17.1,15.2,26.4,2.28,Seamless Autonomous Alignment
TESLA-SHADOW-1412,25.6,9.8,17.2,24.3,1.71,Seamless Autonomous Alignment
TESLA-SHADOW-1413,49.6,39.7,25.2,23.6,1.72,Seamless Autonomous Alignment
TESLA-SHADOW-1414,67.8,82.8,31.2,23.4,2.49,Seamless Autonomous Alignment
TESLA-SHADOW-1415,34.4,44.4,17.0,26.1,3.59,Seamless Autonomous Alignment
TESLA-SHADOW-1416,64.0,87.0,24.3,24.9,1.46,Seamless Autonomous Alignment
TESLA-SHADOW-1417,64.4,57.7,28.6,24.2,0.98,Seamless Autonomous Alignment
TESLA-SHADOW-1418,63.2,64.6,5.5,27.8,4.37,Seamless Autonomous Alignment
TESLA-SHADOW-1419,53.2,54.0,20.1,23.6,0.6,Seamless Autonomous Alignment
TESLA-SHADOW-1420,64.7,55.5,7.6,27.0,0.2,Seamless Autonomous Alignment
TESLA-SHADOW-1421,34.0,67.0,9.2,25.8,2.81,Seamless Autonomous Alignment
TESLA-SHADOW-1422,29.7,6.8,9.4,23.9,2.64,Seamless Autonomous Alignment
TESLA-SHADOW-1423,27.1,58.4,20.6,38.4,0.76,Seamless Autonomous Alignment
TESLA-SHADOW-1424,68.4,16.3,24.5,28.8,0.03,Seamless Autonomous Alignment
TESLA-SHADOW-1425,69.3,25.9,25.6,31.5,1.92,Seamless Autonomous Alignment
TESLA-SHADOW-1426,50.4,40.2,16.0,24.6,0.04,Seamless Autonomous Alignment
TESLA-SHADOW-1427,51.6,3.9,14.3,30.9,2.34,Seamless Autonomous Alignment
TESLA-SHADOW-1428,40.1,33.1,18.4,24.6,0.44,Seamless Autonomous Alignment
TESLA-SHADOW-1429,27.1,76.2,17.3,22.4,1.36,Seamless Autonomous Alignment
TESLA-SHADOW-1430,32.5,65.1,25.1,24.2,0.34,Seamless Autonomous Alignment
TESLA-SHADOW-1431,57.4,57.2,22.1,23.0,3.41,Seamless Autonomous Alignment
TESLA-SHADOW-1432,39.3,18.5,34.6,22.0,2.12,Seamless Autonomous Alignment
TESLA-SHADOW-1433,68.8,1.6,14.9,28.0,1.63,Seamless Autonomous Alignment
TESLA-SHADOW-1434,59.6,67.3,1.8,22.9,3.55,Seamless Autonomous Alignment
TESLA-SHADOW-1435,52.5,34.6,16.6,28.0,1.02,Seamless Autonomous Alignment
TESLA-SHADOW-1436,53.6,84.8,27.5,26.5,2.49,Seamless Autonomous Alignment
TESLA-SHADOW-1437,59.5,50.7,10.6,25.7,3.07,Seamless Autonomous Alignment
TESLA-SHADOW-1438,67.7,79.8,6.1,22.4,0.21,Seamless Autonomous Alignment
TESLA-SHADOW-1439,61.6,70.4,16.9,30.1,0.91,Shadow Disengagement Triggered
TESLA-SHADOW-1440,27.8,29.7,31.1,24.9,1.14,Seamless Autonomous Alignment
TESLA-SHADOW-1441,37.5,1.4,8.1,22.6,0.43,Seamless Autonomous Alignment
TESLA-SHADOW-1442,71.3,32.4,3.1,27.2,0.33,Seamless Autonomous Alignment
TESLA-SHADOW-1443,34.3,38.0,6.8,27.7,1.65,Seamless Autonomous Alignment
TESLA-SHADOW-1444,52.9,73.3,18.8,36.3,1.03,Shadow Disengagement Triggered
TESLA-SHADOW-1445,58.0,66.6,33.2,23.6,7.02,Shadow Disengagement Triggered
TESLA-SHADOW-1446,65.3,74.8,33.7,32.6,7.89,Shadow Disengagement Triggered
TESLA-SHADOW-1447,73.7,1.0,28.7,29.5,2.83,Seamless Autonomous Alignment
TESLA-SHADOW-1448,59.4,76.8,3.5,25.9,2.68,Seamless Autonomous Alignment
TESLA-SHADOW-1449,73.9,17.7,11.7,27.5,3.94,Seamless Autonomous Alignment
TESLA-SHADOW-1450,50.2,84.4,12.8,22.2,4.05,Seamless Autonomous Alignment
TESLA-SHADOW-1451,56.2,33.6,32.0,29.5,0.4,Seamless Autonomous Alignment
TESLA-SHADOW-1452,67.6,30.6,28.4,22.5,3.71,Seamless Autonomous Alignment
TESLA-SHADOW-1453,31.4,16.6,31.4,28.5,2.27,Seamless Autonomous Alignment
TESLA-SHADOW-1454,40.8,33.8,33.4,27.0,2.42,Seamless Autonomous Alignment
TESLA-SHADOW-1455,27.7,17.0,18.3,22.1,1.87,Seamless Autonomous Alignment
TESLA-SHADOW-1456,43.5,74.4,12.9,29.1,4.44,Seamless Autonomous Alignment
TESLA-SHADOW-1457,32.5,6.6,26.2,23.4,0.03,Seamless Autonomous Alignment
TESLA-SHADOW-1458,46.6,73.3,26.4,26.1,5.16,Shadow Disengagement Triggered
TESLA-SHADOW-1459,38.3,56.3,23.6,26.3,2.33,Seamless Autonomous Alignment
TESLA-SHADOW-1460,56.5,51.7,24.2,24.5,1.32,Seamless Autonomous Alignment
TESLA-SHADOW-1461,27.8,78.6,21.3,23.4,1.59,Seamless Autonomous Alignment
TESLA-SHADOW-1462,49.6,68.5,16.1,32.6,0.27,Seamless Autonomous Alignment
TESLA-SHADOW-1463,69.6,0.1,19.5,30.6,5.89,Shadow Disengagement Triggered
TESLA-SHADOW-1464,51.1,66.7,25.2,27.5,1.25,Seamless Autonomous Alignment
TESLA-SHADOW-1465,36.5,67.8,22.1,22.9,2.09,Seamless Autonomous Alignment
TESLA-SHADOW-1466,38.8,81.6,11.4,35.3,0.9,Shadow Disengagement Triggered
TESLA-SHADOW-1467,41.0,33.2,8.5,23.8,2.09,Seamless Autonomous Alignment
TESLA-SHADOW-1468,62.2,88.7,6.3,23.5,0.1,Seamless Autonomous Alignment
TESLA-SHADOW-1469,61.1,79.2,2.4,23.3,0.1,Seamless Autonomous Alignment
TESLA-SHADOW-1470,57.1,82.5,31.3,23.2,5.48,Shadow Disengagement Triggered
TESLA-SHADOW-1471,29.6,40.6,2.2,30.0,0.96,Seamless Autonomous Alignment
TESLA-SHADOW-1472,27.8,43.0,28.6,24.0,4.49,Seamless Autonomous Alignment
TESLA-SHADOW-1473,51.1,27.1,1.9,39.2,0.22,Seamless Autonomous Alignment
TESLA-SHADOW-1474,39.7,36.6,10.2,22.9,0.54,Seamless Autonomous Alignment
TESLA-SHADOW-1475,35.4,38.3,21.2,29.2,5.89,Shadow Disengagement Triggered
TESLA-SHADOW-1476,51.3,33.8,14.1,23.3,3.08,Seamless Autonomous Alignment
TESLA-SHADOW-1477,63.4,43.5,11.4,24.7,0.53,Seamless Autonomous Alignment
TESLA-SHADOW-1478,41.2,3.7,3.9,28.8,0.63,Seamless Autonomous Alignment
TESLA-SHADOW-1479,66.2,6.2,5.0,22.2,0.44,Seamless Autonomous Alignment
TESLA-SHADOW-1480,29.5,55.8,5.1,30.3,1.34,Seamless Autonomous Alignment
TESLA-SHADOW-1481,30.2,45.3,33.1,33.0,0.69,Seamless Autonomous Alignment
TESLA-SHADOW-1482,40.7,13.4,5.1,23.5,0.52,Seamless Autonomous Alignment
TESLA-SHADOW-1483,57.1,35.1,29.6,22.5,1.76,Seamless Autonomous Alignment
TESLA-SHADOW-1484,47.9,36.3,31.5,23.8,0.77,Seamless Autonomous Alignment
TESLA-SHADOW-1485,64.8,88.2,11.9,22.9,1.62,Seamless Autonomous Alignment
TESLA-SHADOW-1486,43.5,44.4,4.2,22.3,1.64,Seamless Autonomous Alignment
TESLA-SHADOW-1487,32.0,81.5,10.2,26.1,1.48,Seamless Autonomous Alignment
TESLA-SHADOW-1488,29.8,30.4,32.8,24.4,3.81,Seamless Autonomous Alignment
TESLA-SHADOW-1489,53.1,19.9,30.4,22.9,0.12,Seamless Autonomous Alignment
TESLA-SHADOW-1490,48.5,2.7,4.0,39.6,0.98,Seamless Autonomous Alignment
TESLA-SHADOW-1491,32.0,29.8,31.2,25.1,3.88,Seamless Autonomous Alignment
TESLA-SHADOW-1492,71.5,36.1,27.2,25.4,2.58,Seamless Autonomous Alignment
TESLA-SHADOW-1493,63.9,51.1,21.4,23.1,0.27,Seamless Autonomous Alignment
TESLA-SHADOW-1494,43.7,63.5,29.2,26.9,5.34,Shadow Disengagement Triggered
TESLA-SHADOW-1495,25.7,38.8,8.4,24.4,1.89,Seamless Autonomous Alignment
TESLA-SHADOW-1496,33.4,52.6,5.0,32.0,3.25,Seamless Autonomous Alignment
TESLA-SHADOW-1497,41.0,77.4,34.4,23.7,3.69,Seamless Autonomous Alignment
TESLA-SHADOW-1498,50.2,55.1,27.3,27.8,2.84,Seamless Autonomous Alignment
TESLA-SHADOW-1499,35.6,58.6,22.4,27.3,5.14,Shadow Disengagement Triggered
TESLA-SHADOW-1500,42.2,82.4,7.0,29.1,8.38,Shadow Disengagement Triggered
TESLA-SHADOW-1501,56.2,22.6,2.5,23.7,3.12,Seamless Autonomous Alignment
TESLA-SHADOW-1502,39.3,54.1,7.3,23.0,0.83,Seamless Autonomous Alignment
TESLA-SHADOW-1503,40.5,81.5,2.1,25.7,0.16,Seamless Autonomous Alignment
TESLA-SHADOW-1504,39.4,39.5,15.6,28.4,2.6,Seamless Autonomous Alignment
TESLA-SHADOW-1505,27.7,10.2,11.2,29.1,1.39,Seamless Autonomous Alignment
TESLA-SHADOW-1506,58.5,70.3,26.1,24.4,0.49,Seamless Autonomous Alignment
TESLA-SHADOW-1507,41.7,84.0,31.7,22.5,0.21,Seamless Autonomous Alignment
TESLA-SHADOW-1508,28.3,68.9,18.8,22.1,2.42,Seamless Autonomous Alignment
TESLA-SHADOW-1509,68.0,89.4,4.5,24.1,0.01,Seamless Autonomous Alignment
TESLA-SHADOW-1510,31.8,81.7,19.5,26.8,3.5,Seamless Autonomous Alignment
TESLA-SHADOW-1511,56.5,51.8,8.0,22.2,2.44,Seamless Autonomous Alignment
TESLA-SHADOW-1512,27.8,71.5,21.4,22.5,5.23,Shadow Disengagement Triggered
TESLA-SHADOW-1513,47.0,9.6,24.8,33.1,1.5,Seamless Autonomous Alignment
TESLA-SHADOW-1514,26.8,20.7,30.4,24.3,2.99,Seamless Autonomous Alignment
TESLA-SHADOW-1515,36.4,31.7,8.1,30.1,0.15,Seamless Autonomous Alignment
TESLA-SHADOW-1516,57.1,73.3,17.9,22.1,3.58,Seamless Autonomous Alignment
TESLA-SHADOW-1517,25.9,24.2,33.5,26.3,1.01,Seamless Autonomous Alignment
TESLA-SHADOW-1518,39.2,6.8,22.3,31.3,1.41,Seamless Autonomous Alignment
TESLA-SHADOW-1519,66.0,17.9,28.0,23.2,1.97,Seamless Autonomous Alignment
TESLA-SHADOW-1520,65.8,63.5,28.3,26.9,2.02,Seamless Autonomous Alignment
TESLA-SHADOW-1521,71.2,70.0,11.1,25.7,3.02,Seamless Autonomous Alignment
TESLA-SHADOW-1522,27.7,26.8,16.2,24.6,1.38,Seamless Autonomous Alignment
TESLA-SHADOW-1523,39.2,2.8,21.2,22.3,2.31,Seamless Autonomous Alignment
TESLA-SHADOW-1524,69.9,50.2,15.9,23.3,1.85,Seamless Autonomous Alignment
TESLA-SHADOW-1525,62.4,86.0,26.4,24.9,3.81,Seamless Autonomous Alignment
TESLA-SHADOW-1526,55.9,46.1,13.4,22.8,2.41,Seamless Autonomous Alignment
TESLA-SHADOW-1527,28.6,22.4,24.5,26.2,4.24,Seamless Autonomous Alignment
TESLA-SHADOW-1528,39.9,9.1,1.3,22.8,0.12,Seamless Autonomous Alignment
TESLA-SHADOW-1529,61.3,74.6,17.3,28.8,7.28,Shadow Disengagement Triggered
TESLA-SHADOW-1530,25.9,52.4,27.6,26.7,3.55,Seamless Autonomous Alignment
TESLA-SHADOW-1531,29.7,89.6,13.6,24.8,3.84,Seamless Autonomous Alignment
TESLA-SHADOW-1532,64.6,41.2,18.6,25.1,6.85,Shadow Disengagement Triggered
TESLA-SHADOW-1533,73.2,59.3,15.9,28.6,3.92,Seamless Autonomous Alignment
TESLA-SHADOW-1534,39.7,29.5,28.7,25.2,3.06,Seamless Autonomous Alignment
TESLA-SHADOW-1535,74.4,26.2,20.4,27.0,2.35,Seamless Autonomous Alignment
TESLA-SHADOW-1536,63.6,19.8,9.2,24.4,3.09,Seamless Autonomous Alignment
TESLA-SHADOW-1537,58.2,68.2,7.6,23.1,0.62,Seamless Autonomous Alignment
TESLA-SHADOW-1538,64.6,11.2,31.4,22.4,4.36,Seamless Autonomous Alignment
TESLA-SHADOW-1539,46.7,81.0,13.1,26.6,2.57,Seamless Autonomous Alignment
TESLA-SHADOW-1540,51.6,28.2,1.2,23.5,1.99,Seamless Autonomous Alignment
TESLA-SHADOW-1541,47.1,73.7,33.4,29.3,0.76,Seamless Autonomous Alignment
TESLA-SHADOW-1542,44.0,85.4,32.1,23.3,2.67,Seamless Autonomous Alignment
TESLA-SHADOW-1543,40.3,23.2,21.7,26.0,1.45,Seamless Autonomous Alignment
TESLA-SHADOW-1544,66.3,58.1,20.4,31.6,3.11,Seamless Autonomous Alignment
TESLA-SHADOW-1545,46.4,47.4,22.5,22.6,1.64,Seamless Autonomous Alignment
TESLA-SHADOW-1546,60.7,51.2,22.3,22.0,3.3,Seamless Autonomous Alignment
TESLA-SHADOW-1547,56.2,52.8,30.2,31.7,3.65,Seamless Autonomous Alignment
TESLA-SHADOW-1548,36.2,7.1,5.7,23.8,3.96,Seamless Autonomous Alignment
TESLA-SHADOW-1549,71.0,59.8,1.3,23.5,0.28,Seamless Autonomous Alignment
TESLA-SHADOW-1550,38.6,23.3,13.0,27.2,1.93,Seamless Autonomous Alignment
TESLA-SHADOW-1551,51.1,30.2,28.2,28.0,2.8,Seamless Autonomous Alignment
TESLA-SHADOW-1552,49.5,14.6,26.2,22.8,4.66,Shadow Disengagement Triggered
TESLA-SHADOW-1553,74.7,38.9,4.3,35.5,0.18,Seamless Autonomous Alignment
TESLA-SHADOW-1554,69.0,84.1,6.6,23.9,0.49,Seamless Autonomous Alignment
TESLA-SHADOW-1555,40.0,73.6,11.4,27.5,2.65,Seamless Autonomous Alignment
TESLA-SHADOW-1556,48.9,10.9,34.6,22.4,2.08,Seamless Autonomous Alignment
TESLA-SHADOW-1557,44.8,50.8,25.1,23.6,2.59,Seamless Autonomous Alignment
TESLA-SHADOW-1558,41.5,37.4,26.9,24.8,0.32,Seamless Autonomous Alignment
TESLA-SHADOW-1559,51.9,69.5,33.0,33.8,3.82,Seamless Autonomous Alignment
TESLA-SHADOW-1560,72.2,34.0,0.3,22.8,0.16,Seamless Autonomous Alignment
TESLA-SHADOW-1561,49.9,51.1,5.4,29.9,2.18,Seamless Autonomous Alignment
TESLA-SHADOW-1562,35.1,43.5,4.3,28.5,1.57,Seamless Autonomous Alignment
TESLA-SHADOW-1563,35.4,57.0,7.9,22.8,1.32,Seamless Autonomous Alignment
TESLA-SHADOW-1564,46.9,29.9,2.4,32.6,2.21,Seamless Autonomous Alignment
TESLA-SHADOW-1565,47.9,22.6,5.4,25.4,0.92,Seamless Autonomous Alignment
TESLA-SHADOW-1566,61.2,77.9,21.1,24.3,4.17,Seamless Autonomous Alignment
TESLA-SHADOW-1567,48.6,67.3,4.2,26.5,2.26,Seamless Autonomous Alignment
TESLA-SHADOW-1568,48.5,79.9,6.9,23.8,2.44,Seamless Autonomous Alignment
TESLA-SHADOW-1569,35.5,78.7,33.2,25.7,0.34,Seamless Autonomous Alignment
TESLA-SHADOW-1570,52.3,19.9,31.7,23.8,2.54,Seamless Autonomous Alignment
TESLA-SHADOW-1571,40.7,41.2,12.8,24.0,1.81,Seamless Autonomous Alignment
TESLA-SHADOW-1572,27.8,4.5,6.6,28.2,0.97,Seamless Autonomous Alignment
TESLA-SHADOW-1573,62.6,0.3,18.9,22.9,0.48,Seamless Autonomous Alignment
TESLA-SHADOW-1574,66.7,27.8,18.9,23.3,2.61,Seamless Autonomous Alignment
TESLA-SHADOW-1575,29.4,44.8,34.2,24.8,3.24,Seamless Autonomous Alignment
