Qilin_Cell_Cycle_ID,Charging_C_Rate,Heat_Dissipation_Rate_W,Max_Cell_Core_Temp_C,Anode_Overpotential_mV,Fast_Charging_State
CATL-CTP3-1249,2.28,7584,38.4,129.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1250,1.08,3118,31.3,150.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1251,1.12,2634,31.6,135.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1252,1.24,3653,32.1,133.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1253,1.86,6248,36.5,125.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1254,1.4,3824,32.7,136.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1255,2.79,11108,41.5,121.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1256,4.0,17839,43.8,91.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1257,2.28,7921,36.5,114.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1258,3.3,13499,39.9,105.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1259,1.62,4779,33.9,134.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1260,2.38,9216,38.1,132.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1261,3.61,16763,44.0,97.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1262,3.92,18040,45.8,100.1,Lithium Plating Guard Active / Current Derate
CATL-CTP3-1263,1.64,4267,37.7,126.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1264,3.55,15161,41.1,92.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1265,1.74,5298,36.0,134.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1266,2.57,8979,38.3,119.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1267,3.14,12515,41.3,117.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1268,3.76,16890,44.6,104.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1269,2.07,6856,35.5,125.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1270,3.63,15558,41.9,97.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1271,2.89,11373,37.5,109.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1272,2.93,10472,41.3,105.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1273,3.76,16894,44.1,98.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1274,1.17,4015,32.4,135.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1275,2.78,10972,39.8,115.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1276,3.82,17132,43.5,86.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1277,2.16,6848,36.0,131.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1278,3.35,14959,40.8,100.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1279,2.13,6721,36.8,136.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1280,3.19,13413,41.2,96.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1281,1.25,3384,32.9,140.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1282,1.99,5599,34.8,133.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1283,3.65,15995,42.2,96.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1284,1.41,3516,35.0,141.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1285,2.01,6781,34.4,128.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1286,2.78,10430,38.9,100.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1287,1.83,5521,35.4,130.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1288,1.22,3001,32.3,136.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1289,2.62,9534,37.7,111.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1290,3.06,13322,41.1,100.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1291,1.18,2812,33.6,141.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1292,1.66,5123,34.3,139.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1293,2.67,9423,38.8,120.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1294,1.24,3369,35.3,146.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1295,2.64,9455,38.9,118.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1296,2.5,9010,39.1,124.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1297,1.02,2814,33.2,140.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1298,2.24,7333,37.7,129.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1299,1.4,2967,33.3,132.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1300,3.81,16765,42.5,98.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1301,1.38,3465,30.5,139.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1302,3.41,13897,41.3,97.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1303,1.43,3626,33.7,127.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1304,3.39,13907,42.6,103.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1305,1.11,2741,29.9,135.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1306,2.43,9222,34.6,124.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1307,1.83,6270,37.5,138.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1308,3.3,14324,40.0,86.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1309,4.07,18595,45.7,85.0,Lithium Plating Guard Active / Current Derate
CATL-CTP3-1310,3.7,16725,43.0,98.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1311,2.48,9087,40.9,118.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1312,1.72,4714,35.7,130.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1313,2.22,6812,36.6,131.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1314,1.78,5922,34.4,133.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1315,2.86,11104,39.1,112.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1316,1.82,4958,33.3,123.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1317,3.24,13277,41.6,104.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1318,1.59,5000,33.1,128.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1319,1.57,5508,33.9,135.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1320,2.31,7289,37.9,121.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1321,2.83,10330,40.4,110.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1322,2.88,11226,39.8,113.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1323,1.23,3647,35.3,140.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1324,3.05,12075,40.2,114.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1325,3.83,16753,43.9,95.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1326,3.71,16845,43.4,103.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1327,1.92,6893,36.1,139.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1328,3.07,12889,40.8,103.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1329,2.15,8017,38.1,120.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1330,3.34,12827,40.8,110.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1331,1.7,4894,35.5,131.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1332,1.11,2031,34.2,151.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1333,3.55,15998,41.6,100.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1334,1.89,5766,35.5,130.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1335,1.53,4338,35.8,137.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1336,2.81,10883,38.2,123.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1337,1.36,4669,34.8,137.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1338,2.24,7046,36.6,116.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1339,1.6,4775,35.2,122.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1340,3.05,11482,41.7,112.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1341,1.37,4058,35.1,147.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1342,3.47,14478,42.5,103.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1343,3.36,14036,41.8,100.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1344,3.14,12268,39.8,107.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1345,1.47,4132,36.5,138.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1346,2.43,8495,36.1,111.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1347,1.74,5378,35.6,138.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1348,2.05,6659,37.5,126.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1349,3.13,12895,42.6,106.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1350,2.67,10094,41.2,120.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1351,3.66,15917,42.9,99.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1352,1.53,4196,32.7,127.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1353,1.37,4481,33.9,131.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1354,1.97,6054,37.9,134.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1355,3.5,15136,46.4,109.9,Lithium Plating Guard Active / Current Derate
CATL-CTP3-1356,2.22,7636,36.4,124.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1357,3.07,12298,40.2,103.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1358,1.3,3563,32.1,129.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1359,3.05,12633,40.4,109.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1360,4.2,20278,46.0,82.2,Lithium Plating Guard Active / Current Derate
CATL-CTP3-1361,2.86,10968,40.2,102.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1362,2.16,6881,35.1,119.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1363,3.94,17322,44.0,93.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1364,2.24,7076,36.6,111.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1365,1.38,3308,32.5,141.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1366,2.19,7998,36.8,122.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1367,1.46,4683,33.8,126.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1368,3.48,15162,40.1,98.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1369,2.34,7494,39.6,114.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1370,1.49,4515,36.2,137.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1371,3.63,16000,44.3,97.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1372,1.3,3658,33.2,139.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1373,3.28,14119,41.6,112.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1374,3.68,17027,41.9,94.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1375,1.38,3886,34.5,140.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1376,2.26,7464,38.1,124.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1377,3.8,17123,43.4,85.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1378,2.59,9701,39.2,121.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1379,1.7,4511,32.9,132.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1380,3.22,13479,42.4,108.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1381,3.95,17934,44.8,84.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1382,2.72,10524,40.0,115.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1383,3.19,12828,42.4,112.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1384,3.32,14118,40.4,115.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1385,2.0,5897,35.9,117.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1386,2.72,9902,39.3,109.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1387,2.96,11470,39.3,120.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1388,3.89,18151,44.6,96.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1389,3.46,15087,41.5,92.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1390,2.01,6515,37.1,118.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1391,2.02,5563,36.1,116.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1392,2.59,9198,37.8,109.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1393,1.69,4965,35.1,128.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1394,3.86,17738,43.4,92.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1395,2.55,9006,40.5,106.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1396,3.29,14092,40.4,96.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1397,3.19,13855,40.1,102.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1398,1.29,3138,33.1,138.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1399,2.22,7883,38.2,125.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1400,3.67,16520,43.4,94.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1401,3.22,13540,40.9,105.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1402,2.23,7798,36.3,123.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1403,1.22,3673,34.1,140.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1404,3.42,14898,41.5,106.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1405,1.07,2435,32.6,141.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1406,1.43,3293,35.5,139.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1407,1.34,3414,34.3,147.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1408,2.47,8856,39.5,118.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1409,3.18,13271,40.8,104.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1410,2.18,7477,36.4,125.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1411,1.76,4883,35.7,126.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1412,3.64,16403,44.3,110.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1413,4.05,18284,44.3,84.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1414,1.24,3461,33.9,141.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1415,2.01,6970,34.9,119.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1416,1.02,2781,31.0,144.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1417,1.15,3103,33.7,155.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1418,1.56,4190,34.8,125.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1419,1.25,3380,31.8,134.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1420,3.37,14138,41.8,99.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1421,3.4,14404,41.2,97.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1422,1.01,2709,35.0,146.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1423,1.35,3396,33.8,154.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1424,2.18,7195,37.3,134.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1425,2.23,7224,34.7,136.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1426,2.1,6950,38.0,117.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1427,3.75,16550,43.1,92.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1428,3.92,18040,44.6,94.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1429,2.24,7929,37.0,124.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1430,2.12,6692,37.8,128.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1431,4.08,18740,43.9,72.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1432,1.67,5630,33.3,135.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1433,2.99,11836,41.4,104.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1434,2.68,10050,40.6,104.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1435,3.03,11283,42.0,102.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1436,2.68,9453,38.7,111.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1437,1.37,3290,34.1,142.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1438,2.94,11590,41.5,108.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1439,3.33,13850,42.1,109.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1440,3.68,16294,41.7,94.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1441,2.16,7340,36.9,124.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1442,3.63,16254,42.3,89.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1443,1.16,2826,33.1,147.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1444,3.77,17188,43.4,93.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1445,3.49,14351,43.6,98.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1446,2.34,8399,36.8,113.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1447,2.6,9902,39.5,122.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1448,4.19,20340,45.4,85.8,Lithium Plating Guard Active / Current Derate
CATL-CTP3-1449,2.8,10617,40.0,123.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1450,1.96,6927,36.1,117.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1451,1.53,5153,34.7,143.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1452,2.18,7178,36.1,131.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1453,2.38,8183,37.9,117.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1454,3.8,16925,43.3,95.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1455,2.76,9797,40.4,115.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1456,4.16,19914,45.1,82.8,Lithium Plating Guard Active / Current Derate
CATL-CTP3-1457,1.37,4210,34.1,129.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1458,3.02,11798,40.1,116.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1459,1.65,5551,36.2,139.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1460,1.01,1555,30.8,141.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1461,1.9,5586,35.1,121.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1462,2.36,8098,36.7,126.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1463,1.53,4094,33.8,124.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1464,2.38,8384,38.6,123.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1465,2.37,8262,36.6,120.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1466,1.91,5868,37.7,119.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1467,1.71,4861,35.1,143.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1468,2.41,8545,39.5,120.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1469,1.79,5594,35.3,122.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1470,1.28,3069,31.5,140.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1471,3.16,12519,42.0,104.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1472,3.46,13687,40.9,101.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1473,1.63,4430,34.6,127.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1474,1.26,4058,32.9,139.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1475,4.17,19790,41.9,80.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1476,2.87,11580,40.0,112.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1477,4.12,19549,47.7,91.5,Lithium Plating Guard Active / Current Derate
CATL-CTP3-1478,3.41,13920,42.6,97.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1479,3.76,16923,44.4,95.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1480,3.34,14336,42.9,95.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1481,2.27,7220,34.8,116.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1482,2.1,6935,37.8,121.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1483,3.67,16356,42.2,86.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1484,2.09,7518,34.9,124.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1485,1.81,5682,34.4,125.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1486,1.67,5973,37.6,136.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1487,3.76,16174,44.3,84.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1488,2.7,11098,35.9,120.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1489,2.28,7386,38.3,128.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1490,2.97,11950,40.0,116.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1491,4.14,19920,45.2,101.7,Lithium Plating Guard Active / Current Derate
CATL-CTP3-1492,4.05,17820,43.8,88.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1493,3.96,18593,46.4,104.4,Lithium Plating Guard Active / Current Derate
CATL-CTP3-1494,3.3,13463,41.3,93.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1495,1.69,4345,33.0,137.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1496,3.8,17706,42.3,87.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1497,3.02,12277,40.4,114.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1498,4.12,19060,46.0,90.7,Lithium Plating Guard Active / Current Derate
