Inspection_ID,Vehicle_Zone,Defect_Type,Camera_Confidence,Box_Accuracy,Line_Speed_m_min
INSP-21557,Hood,Clear-coat Orange Peel,0.898,0.89,4.54
INSP-21558,Hood,No Defect (Pass),0.976,0.0,4.0
INSP-21559,Quarter Panel Right,No Defect (Pass),0.991,0.0,4.23
INSP-21560,Trunk Lid,No Defect (Pass),0.995,0.0,3.75
INSP-21561,Trunk Lid,No Defect (Pass),0.923,0.0,3.85
INSP-21562,Roof Pillar,No Defect (Pass),0.969,0.0,4.69
INSP-21563,Trunk Lid,No Defect (Pass),0.974,0.0,4.39
INSP-21564,Roof Pillar,No Defect (Pass),0.827,0.0,4.36
INSP-21565,Trunk Lid,No Defect (Pass),0.94,0.0,3.44
INSP-21566,Trunk Lid,No Defect (Pass),0.749,0.0,4.3
INSP-21567,Roof Pillar,No Defect (Pass),0.922,0.0,3.99
INSP-21568,Roof Pillar,No Defect (Pass),0.961,0.0,4.52
INSP-21569,Quarter Panel Right,No Defect (Pass),0.688,0.0,3.95
INSP-21570,Hood,No Defect (Pass),0.927,0.0,4.25
INSP-21571,Trunk Lid,Panel Gap Misalignment,0.638,0.86,4.18
INSP-21572,Roof Pillar,No Defect (Pass),0.944,0.0,4.15
INSP-21573,Trunk Lid,No Defect (Pass),0.949,0.0,4.09
INSP-21574,Hood,Welding Porosity,0.66,0.7,4.08
INSP-21575,Quarter Panel Right,No Defect (Pass),0.853,0.0,4.6
INSP-21576,Quarter Panel Right,No Defect (Pass),0.906,0.0,4.26
INSP-21577,Hood,No Defect (Pass),0.952,0.0,4.15
INSP-21578,Trunk Lid,No Defect (Pass),0.942,0.0,4.65
INSP-21579,Hood,Paint Scratch / Blemish,0.487,0.72,4.02
INSP-21580,Hood,No Defect (Pass),0.985,0.0,4.21
INSP-21581,Door Left Front,No Defect (Pass),0.979,0.0,3.92
INSP-21582,Roof Pillar,No Defect (Pass),0.977,0.0,4.15
INSP-21583,Quarter Panel Right,No Defect (Pass),0.999,0.0,3.7
INSP-21584,Hood,No Defect (Pass),0.785,0.0,4.06
INSP-21585,Hood,No Defect (Pass),0.935,0.0,4.62
INSP-21586,Hood,No Defect (Pass),0.855,0.0,4.98
INSP-21587,Quarter Panel Right,Panel Gap Misalignment,0.637,0.93,3.9
INSP-21588,Trunk Lid,No Defect (Pass),0.981,0.0,4.29
INSP-21589,Trunk Lid,No Defect (Pass),0.998,0.0,4.46
INSP-21590,Hood,No Defect (Pass),0.892,0.0,3.61
INSP-21591,Roof Pillar,No Defect (Pass),0.978,0.0,4.25
INSP-21592,Trunk Lid,No Defect (Pass),0.878,0.0,4.31
INSP-21593,Door Left Front,No Defect (Pass),0.967,0.0,4.55
INSP-21594,Quarter Panel Right,No Defect (Pass),0.843,0.0,4.78
INSP-21595,Trunk Lid,No Defect (Pass),0.848,0.0,3.6
INSP-21596,Quarter Panel Right,No Defect (Pass),0.873,0.0,4.15
INSP-21597,Door Left Front,No Defect (Pass),0.935,0.0,4.37
INSP-21598,Roof Pillar,No Defect (Pass),0.996,0.0,4.37
INSP-21599,Quarter Panel Right,No Defect (Pass),0.867,0.0,4.4
INSP-21600,Door Left Front,Paint Scratch / Blemish,0.851,0.67,3.5
INSP-21601,Quarter Panel Right,No Defect (Pass),0.944,0.0,4.35
INSP-21602,Door Left Front,No Defect (Pass),0.955,0.0,4.55
INSP-21603,Quarter Panel Right,No Defect (Pass),0.98,0.0,4.13
INSP-21604,Door Left Front,No Defect (Pass),0.998,0.0,3.76
INSP-21605,Trunk Lid,No Defect (Pass),0.917,0.0,3.97
INSP-21606,Roof Pillar,No Defect (Pass),0.653,0.0,4.0
INSP-21607,Trunk Lid,No Defect (Pass),0.912,0.0,3.47
INSP-21608,Door Left Front,No Defect (Pass),0.922,0.0,4.92
INSP-21609,Quarter Panel Right,Panel Gap Misalignment,0.576,0.65,4.33
INSP-21610,Quarter Panel Right,No Defect (Pass),0.923,0.0,4.11
INSP-21611,Quarter Panel Right,No Defect (Pass),0.894,0.0,4.2
INSP-21612,Hood,No Defect (Pass),0.718,0.0,4.32
INSP-21613,Hood,No Defect (Pass),0.909,0.0,4.34
INSP-21614,Door Left Front,No Defect (Pass),0.961,0.0,4.11
INSP-21615,Roof Pillar,No Defect (Pass),0.874,0.0,4.63
INSP-21616,Roof Pillar,Clear-coat Orange Peel,0.759,0.88,4.24
INSP-21617,Trunk Lid,No Defect (Pass),0.919,0.0,3.83
INSP-21618,Trunk Lid,No Defect (Pass),0.923,0.0,4.7
INSP-21619,Door Left Front,No Defect (Pass),0.509,0.0,4.28
INSP-21620,Quarter Panel Right,No Defect (Pass),0.9,0.0,4.17
INSP-21621,Quarter Panel Right,No Defect (Pass),0.884,0.0,4.03
INSP-21622,Hood,No Defect (Pass),0.945,0.0,4.49
INSP-21623,Roof Pillar,No Defect (Pass),0.91,0.0,4.48
INSP-21624,Roof Pillar,No Defect (Pass),0.825,0.0,3.81
INSP-21625,Quarter Panel Right,No Defect (Pass),0.893,0.0,4.24
INSP-21626,Door Left Front,No Defect (Pass),0.845,0.0,4.02
INSP-21627,Door Left Front,No Defect (Pass),0.941,0.0,4.53
INSP-21628,Roof Pillar,No Defect (Pass),0.976,0.0,4.11
INSP-21629,Roof Pillar,Welding Porosity,0.82,0.95,4.13
INSP-21630,Door Left Front,No Defect (Pass),0.825,0.0,4.29
INSP-21631,Trunk Lid,No Defect (Pass),0.927,0.0,4.49
INSP-21632,Hood,No Defect (Pass),0.932,0.0,3.71
INSP-21633,Roof Pillar,No Defect (Pass),0.833,0.0,4.41
INSP-21634,Door Left Front,No Defect (Pass),0.973,0.0,4.42
INSP-21635,Quarter Panel Right,No Defect (Pass),0.968,0.0,3.64
INSP-21636,Hood,No Defect (Pass),0.873,0.0,3.89
INSP-21637,Roof Pillar,No Defect (Pass),0.901,0.0,4.71
INSP-21638,Quarter Panel Right,No Defect (Pass),0.965,0.0,4.15
INSP-21639,Quarter Panel Right,No Defect (Pass),0.973,0.0,3.94
INSP-21640,Hood,No Defect (Pass),0.977,0.0,4.35
INSP-21641,Door Left Front,No Defect (Pass),0.984,0.0,4.07
INSP-21642,Quarter Panel Right,No Defect (Pass),0.689,0.0,4.36
INSP-21643,Quarter Panel Right,No Defect (Pass),0.97,0.0,3.95
INSP-21644,Hood,No Defect (Pass),0.952,0.0,3.93
INSP-21645,Hood,No Defect (Pass),0.851,0.0,4.78
INSP-21646,Hood,No Defect (Pass),0.931,0.0,3.88
INSP-21647,Roof Pillar,No Defect (Pass),0.811,0.0,4.17
INSP-21648,Roof Pillar,No Defect (Pass),0.836,0.0,3.83
INSP-21649,Roof Pillar,No Defect (Pass),0.742,0.0,4.6
INSP-21650,Roof Pillar,No Defect (Pass),0.841,0.0,3.91
INSP-21651,Roof Pillar,No Defect (Pass),0.924,0.0,4.49
INSP-21652,Door Left Front,No Defect (Pass),0.971,0.0,3.65
INSP-21653,Door Left Front,Panel Gap Misalignment,0.845,0.94,4.35
INSP-21654,Door Left Front,No Defect (Pass),0.83,0.0,4.35
INSP-21655,Hood,No Defect (Pass),0.943,0.0,3.63
INSP-21656,Hood,No Defect (Pass),0.967,0.0,4.34
INSP-21657,Door Left Front,No Defect (Pass),0.99,0.0,4.65
INSP-21658,Roof Pillar,No Defect (Pass),0.877,0.0,3.98
INSP-21659,Door Left Front,No Defect (Pass),0.968,0.0,4.61
INSP-21660,Hood,No Defect (Pass),0.999,0.0,4.19
INSP-21661,Roof Pillar,No Defect (Pass),0.979,0.0,3.47
INSP-21662,Trunk Lid,No Defect (Pass),0.999,0.0,3.59
INSP-21663,Hood,Panel Gap Misalignment,0.92,0.7,4.3
INSP-21664,Roof Pillar,No Defect (Pass),0.933,0.0,4.06
INSP-21665,Quarter Panel Right,No Defect (Pass),0.941,0.0,4.27
INSP-21666,Door Left Front,No Defect (Pass),0.933,0.0,3.79
INSP-21667,Quarter Panel Right,No Defect (Pass),0.829,0.0,4.43
INSP-21668,Door Left Front,No Defect (Pass),0.987,0.0,4.49
INSP-21669,Door Left Front,Panel Gap Misalignment,0.656,0.83,5.11
INSP-21670,Door Left Front,No Defect (Pass),0.904,0.0,4.31
INSP-21671,Trunk Lid,No Defect (Pass),0.9,0.0,4.57
INSP-21672,Roof Pillar,No Defect (Pass),0.971,0.0,4.27
INSP-21673,Door Left Front,No Defect (Pass),0.759,0.0,4.87
INSP-21674,Quarter Panel Right,No Defect (Pass),0.973,0.0,4.26
INSP-21675,Hood,No Defect (Pass),0.977,0.0,3.62
INSP-21676,Door Left Front,No Defect (Pass),0.899,0.0,4.45
INSP-21677,Roof Pillar,No Defect (Pass),0.749,0.0,4.3
INSP-21678,Roof Pillar,No Defect (Pass),0.842,0.0,3.98
INSP-21679,Door Left Front,Welding Porosity,0.717,0.87,4.47
INSP-21680,Roof Pillar,No Defect (Pass),0.723,0.0,4.3
INSP-21681,Hood,No Defect (Pass),0.963,0.0,4.16
INSP-21682,Quarter Panel Right,No Defect (Pass),0.973,0.0,4.37
INSP-21683,Roof Pillar,No Defect (Pass),0.88,0.0,4.31
INSP-21684,Hood,Welding Porosity,0.669,0.89,4.2
INSP-21685,Trunk Lid,No Defect (Pass),0.959,0.0,4.59
INSP-21686,Door Left Front,No Defect (Pass),0.97,0.0,3.82
INSP-21687,Hood,Welding Porosity,0.903,0.94,3.95
INSP-21688,Hood,No Defect (Pass),0.885,0.0,4.75
INSP-21689,Door Left Front,Paint Scratch / Blemish,0.89,0.69,4.51
INSP-21690,Quarter Panel Right,No Defect (Pass),0.864,0.0,4.34
INSP-21691,Hood,No Defect (Pass),0.976,0.0,4.04
INSP-21692,Quarter Panel Right,No Defect (Pass),0.929,0.0,4.35
INSP-21693,Door Left Front,No Defect (Pass),0.694,0.0,3.57
INSP-21694,Hood,No Defect (Pass),0.946,0.0,4.11
INSP-21695,Trunk Lid,No Defect (Pass),0.976,0.0,4.14
INSP-21696,Hood,No Defect (Pass),0.998,0.0,3.93
INSP-21697,Hood,No Defect (Pass),0.847,0.0,4.5
INSP-21698,Roof Pillar,Panel Gap Misalignment,0.813,0.85,3.43
INSP-21699,Roof Pillar,No Defect (Pass),0.941,0.0,4.27
INSP-21700,Hood,No Defect (Pass),0.986,0.0,3.98
INSP-21701,Hood,No Defect (Pass),0.87,0.0,4.4
INSP-21702,Trunk Lid,No Defect (Pass),0.939,0.0,3.95
INSP-21703,Quarter Panel Right,No Defect (Pass),0.998,0.0,4.17
INSP-21704,Quarter Panel Right,No Defect (Pass),0.942,0.0,3.95
INSP-21705,Quarter Panel Right,No Defect (Pass),0.76,0.0,4.36
INSP-21706,Hood,No Defect (Pass),0.994,0.0,3.9
INSP-21707,Quarter Panel Right,No Defect (Pass),0.962,0.0,3.97
INSP-21708,Roof Pillar,No Defect (Pass),0.988,0.0,4.02
INSP-21709,Trunk Lid,No Defect (Pass),0.832,0.0,4.83
INSP-21710,Door Left Front,No Defect (Pass),0.791,0.0,4.51
INSP-21711,Trunk Lid,No Defect (Pass),0.935,0.0,4.29
INSP-21712,Roof Pillar,No Defect (Pass),0.934,0.0,4.34
INSP-21713,Roof Pillar,No Defect (Pass),0.971,0.0,4.0
INSP-21714,Roof Pillar,No Defect (Pass),0.716,0.0,3.88
INSP-21715,Quarter Panel Right,No Defect (Pass),0.718,0.0,4.57
INSP-21716,Roof Pillar,Paint Scratch / Blemish,0.862,0.92,3.75
INSP-21717,Quarter Panel Right,Welding Porosity,0.661,0.95,3.81
INSP-21718,Trunk Lid,No Defect (Pass),0.85,0.0,4.42
INSP-21719,Door Left Front,No Defect (Pass),0.92,0.0,4.12
INSP-21720,Trunk Lid,No Defect (Pass),0.967,0.0,4.29
INSP-21721,Roof Pillar,No Defect (Pass),0.94,0.0,4.04
INSP-21722,Door Left Front,No Defect (Pass),0.978,0.0,4.07
INSP-21723,Trunk Lid,No Defect (Pass),0.991,0.0,4.3
INSP-21724,Trunk Lid,No Defect (Pass),0.961,0.0,4.47
INSP-21725,Hood,No Defect (Pass),0.782,0.0,3.76
INSP-21726,Hood,No Defect (Pass),0.985,0.0,4.43
INSP-21727,Door Left Front,No Defect (Pass),0.79,0.0,3.97
INSP-21728,Hood,No Defect (Pass),0.909,0.0,4.76
INSP-21729,Trunk Lid,Clear-coat Orange Peel,0.859,0.77,4.08
INSP-21730,Door Left Front,No Defect (Pass),0.995,0.0,4.14
INSP-21731,Quarter Panel Right,No Defect (Pass),0.938,0.0,4.01
INSP-21732,Quarter Panel Right,No Defect (Pass),0.876,0.0,4.18
INSP-21733,Roof Pillar,No Defect (Pass),0.79,0.0,4.57
INSP-21734,Trunk Lid,No Defect (Pass),0.943,0.0,3.9
INSP-21735,Roof Pillar,No Defect (Pass),0.873,0.0,3.85
INSP-21736,Hood,No Defect (Pass),0.999,0.0,4.27
INSP-21737,Door Left Front,No Defect (Pass),0.999,0.0,3.92
INSP-21738,Quarter Panel Right,No Defect (Pass),0.861,0.0,4.21
INSP-21739,Hood,No Defect (Pass),0.99,0.0,4.36
INSP-21740,Quarter Panel Right,Paint Scratch / Blemish,0.867,0.67,4.3
INSP-21741,Quarter Panel Right,No Defect (Pass),0.611,0.0,3.93
INSP-21742,Roof Pillar,No Defect (Pass),0.951,0.0,4.72
INSP-21743,Roof Pillar,Clear-coat Orange Peel,0.913,0.7,4.88
INSP-21744,Trunk Lid,Clear-coat Orange Peel,0.78,0.8,4.41
INSP-21745,Trunk Lid,Panel Gap Misalignment,0.656,0.84,4.65
INSP-21746,Roof Pillar,Clear-coat Orange Peel,0.522,0.84,4.07
INSP-21747,Roof Pillar,No Defect (Pass),0.952,0.0,4.26
INSP-21748,Hood,No Defect (Pass),0.94,0.0,4.72
INSP-21749,Trunk Lid,No Defect (Pass),0.908,0.0,3.78
INSP-21750,Trunk Lid,No Defect (Pass),0.827,0.0,4.25
INSP-21751,Roof Pillar,No Defect (Pass),0.711,0.0,3.85
INSP-21752,Quarter Panel Right,No Defect (Pass),0.917,0.0,4.07
INSP-21753,Quarter Panel Right,No Defect (Pass),0.981,0.0,4.04
INSP-21754,Trunk Lid,No Defect (Pass),0.787,0.0,4.59
INSP-21755,Trunk Lid,No Defect (Pass),0.89,0.0,4.7
INSP-21756,Quarter Panel Right,No Defect (Pass),0.976,0.0,4.05
INSP-21757,Hood,Welding Porosity,0.582,0.84,4.19
INSP-21758,Trunk Lid,No Defect (Pass),0.967,0.0,4.07
INSP-21759,Hood,No Defect (Pass),0.844,0.0,4.37
INSP-21760,Hood,No Defect (Pass),0.761,0.0,4.23
INSP-21761,Roof Pillar,No Defect (Pass),0.828,0.0,5.02
INSP-21762,Roof Pillar,No Defect (Pass),0.728,0.0,4.19
INSP-21763,Hood,Clear-coat Orange Peel,0.927,0.74,4.14
INSP-21764,Trunk Lid,Clear-coat Orange Peel,0.719,0.69,3.81
INSP-21765,Hood,No Defect (Pass),0.972,0.0,4.27
INSP-21766,Door Left Front,Panel Gap Misalignment,0.942,0.78,3.63
INSP-21767,Roof Pillar,No Defect (Pass),0.945,0.0,4.34
INSP-21768,Hood,No Defect (Pass),0.984,0.0,4.15
INSP-21769,Quarter Panel Right,No Defect (Pass),0.882,0.0,3.65
INSP-21770,Hood,Paint Scratch / Blemish,0.811,0.77,3.97
INSP-21771,Door Left Front,No Defect (Pass),0.817,0.0,4.08
INSP-21772,Roof Pillar,No Defect (Pass),0.864,0.0,3.96
INSP-21773,Quarter Panel Right,No Defect (Pass),0.79,0.0,4.39
INSP-21774,Quarter Panel Right,No Defect (Pass),0.996,0.0,4.21
INSP-21775,Door Left Front,No Defect (Pass),0.853,0.0,4.58
INSP-21776,Door Left Front,No Defect (Pass),0.858,0.0,3.61
INSP-21777,Door Left Front,No Defect (Pass),0.878,0.0,4.5
INSP-21778,Door Left Front,No Defect (Pass),0.738,0.0,4.51
INSP-21779,Trunk Lid,Panel Gap Misalignment,0.809,0.89,4.25
INSP-21780,Hood,No Defect (Pass),0.949,0.0,4.24
INSP-21781,Hood,No Defect (Pass),0.965,0.0,4.44
INSP-21782,Trunk Lid,No Defect (Pass),0.602,0.0,3.87
INSP-21783,Quarter Panel Right,No Defect (Pass),0.835,0.0,4.65
INSP-21784,Trunk Lid,Paint Scratch / Blemish,0.63,0.79,4.07
INSP-21785,Door Left Front,Paint Scratch / Blemish,0.736,0.78,3.99
INSP-21786,Quarter Panel Right,No Defect (Pass),0.882,0.0,4.4
INSP-21787,Quarter Panel Right,No Defect (Pass),0.891,0.0,4.15
INSP-21788,Trunk Lid,No Defect (Pass),0.909,0.0,4.45
INSP-21789,Hood,No Defect (Pass),0.981,0.0,4.31
INSP-21790,Door Left Front,No Defect (Pass),0.956,0.0,4.92
INSP-21791,Roof Pillar,No Defect (Pass),0.981,0.0,3.9
INSP-21792,Quarter Panel Right,Welding Porosity,0.759,0.74,4.23
INSP-21793,Hood,No Defect (Pass),0.96,0.0,4.44
INSP-21794,Door Left Front,No Defect (Pass),0.987,0.0,3.9
INSP-21795,Quarter Panel Right,Clear-coat Orange Peel,0.77,0.71,4.84
INSP-21796,Trunk Lid,No Defect (Pass),0.981,0.0,4.05
INSP-21797,Quarter Panel Right,No Defect (Pass),0.987,0.0,4.2
INSP-21798,Hood,No Defect (Pass),0.884,0.0,4.65
INSP-21799,Door Left Front,No Defect (Pass),0.834,0.0,4.41
INSP-21800,Door Left Front,No Defect (Pass),0.906,0.0,4.49
INSP-21801,Door Left Front,No Defect (Pass),0.908,0.0,4.16
INSP-21802,Hood,Clear-coat Orange Peel,0.789,0.7,4.49
INSP-21803,Roof Pillar,No Defect (Pass),0.992,0.0,3.92
INSP-21804,Trunk Lid,No Defect (Pass),0.971,0.0,4.41
INSP-21805,Roof Pillar,No Defect (Pass),0.951,0.0,4.37
INSP-21806,Roof Pillar,No Defect (Pass),0.893,0.0,3.61
INSP-21807,Trunk Lid,No Defect (Pass),0.883,0.0,4.95
INSP-21808,Roof Pillar,No Defect (Pass),0.938,0.0,4.26
INSP-21809,Quarter Panel Right,No Defect (Pass),0.929,0.0,4.17
INSP-21810,Door Left Front,No Defect (Pass),0.859,0.0,4.73
INSP-21811,Trunk Lid,No Defect (Pass),0.866,0.0,4.0
INSP-21812,Door Left Front,No Defect (Pass),0.921,0.0,4.24
INSP-21813,Trunk Lid,No Defect (Pass),0.919,0.0,4.53
INSP-21814,Quarter Panel Right,No Defect (Pass),0.94,0.0,4.25
INSP-21815,Quarter Panel Right,No Defect (Pass),0.986,0.0,3.94
INSP-21816,Hood,No Defect (Pass),0.923,0.0,4.21
INSP-21817,Door Left Front,No Defect (Pass),0.942,0.0,4.1
INSP-21818,Hood,No Defect (Pass),0.987,0.0,4.53
INSP-21819,Roof Pillar,No Defect (Pass),0.811,0.0,4.48
INSP-21820,Trunk Lid,Paint Scratch / Blemish,0.622,0.82,3.73
INSP-21821,Hood,No Defect (Pass),0.756,0.0,4.24
INSP-21822,Roof Pillar,No Defect (Pass),0.903,0.0,4.62
INSP-21823,Door Left Front,No Defect (Pass),0.743,0.0,4.24
INSP-21824,Door Left Front,No Defect (Pass),0.858,0.0,4.24
INSP-21825,Door Left Front,Welding Porosity,0.86,0.73,4.24
INSP-21826,Quarter Panel Right,No Defect (Pass),0.971,0.0,4.65
INSP-21827,Door Left Front,No Defect (Pass),0.984,0.0,4.15
INSP-21828,Door Left Front,No Defect (Pass),0.877,0.0,4.5
INSP-21829,Hood,Paint Scratch / Blemish,0.844,0.68,4.2
INSP-21830,Trunk Lid,No Defect (Pass),0.981,0.0,4.43
INSP-21831,Roof Pillar,No Defect (Pass),0.933,0.0,4.09
INSP-21832,Trunk Lid,No Defect (Pass),0.963,0.0,4.46
INSP-21833,Trunk Lid,Clear-coat Orange Peel,0.846,0.75,4.53
INSP-21834,Door Left Front,No Defect (Pass),0.588,0.0,3.85
INSP-21835,Quarter Panel Right,Panel Gap Misalignment,0.852,0.77,4.39
INSP-21836,Quarter Panel Right,No Defect (Pass),0.89,0.0,3.67
INSP-21837,Roof Pillar,No Defect (Pass),0.977,0.0,4.23
INSP-21838,Quarter Panel Right,No Defect (Pass),0.721,0.0,4.4
INSP-21839,Door Left Front,No Defect (Pass),0.964,0.0,4.18
INSP-21840,Roof Pillar,No Defect (Pass),0.539,0.0,4.12
INSP-21841,Hood,No Defect (Pass),0.998,0.0,4.69
INSP-21842,Roof Pillar,Clear-coat Orange Peel,0.501,0.83,4.93
INSP-21843,Door Left Front,No Defect (Pass),0.978,0.0,4.7
INSP-21844,Hood,No Defect (Pass),0.941,0.0,4.72
INSP-21845,Quarter Panel Right,Panel Gap Misalignment,0.711,0.67,3.72
INSP-21846,Roof Pillar,No Defect (Pass),0.967,0.0,4.34
INSP-21847,Quarter Panel Right,No Defect (Pass),0.935,0.0,3.97
INSP-21848,Quarter Panel Right,No Defect (Pass),0.93,0.0,3.68
INSP-21849,Roof Pillar,No Defect (Pass),0.945,0.0,4.12
INSP-21850,Hood,No Defect (Pass),0.932,0.0,4.49
INSP-21851,Quarter Panel Right,No Defect (Pass),0.78,0.0,3.95
INSP-21852,Hood,No Defect (Pass),0.924,0.0,4.28
INSP-21853,Door Left Front,No Defect (Pass),0.877,0.0,4.44
INSP-21854,Trunk Lid,No Defect (Pass),0.937,0.0,4.0
INSP-21855,Quarter Panel Right,No Defect (Pass),0.952,0.0,4.42
INSP-21856,Trunk Lid,No Defect (Pass),0.968,0.0,4.31
INSP-21857,Door Left Front,No Defect (Pass),0.904,0.0,4.01
INSP-21858,Door Left Front,No Defect (Pass),0.914,0.0,4.33
INSP-21859,Trunk Lid,No Defect (Pass),0.963,0.0,4.34
INSP-21860,Roof Pillar,Panel Gap Misalignment,0.915,0.71,3.92
INSP-21861,Trunk Lid,Clear-coat Orange Peel,0.837,0.87,4.79
INSP-21862,Trunk Lid,No Defect (Pass),0.889,0.0,4.25
INSP-21863,Roof Pillar,No Defect (Pass),0.976,0.0,4.51
INSP-21864,Door Left Front,No Defect (Pass),0.856,0.0,4.04
INSP-21865,Trunk Lid,No Defect (Pass),0.866,0.0,4.4
INSP-21866,Quarter Panel Right,No Defect (Pass),0.957,0.0,3.78
INSP-21867,Trunk Lid,No Defect (Pass),0.952,0.0,4.6
INSP-21868,Quarter Panel Right,No Defect (Pass),0.889,0.0,3.45
INSP-21869,Quarter Panel Right,No Defect (Pass),0.91,0.0,4.17
INSP-21870,Trunk Lid,No Defect (Pass),0.905,0.0,3.92
INSP-21871,Door Left Front,No Defect (Pass),0.996,0.0,4.74
INSP-21872,Roof Pillar,No Defect (Pass),0.985,0.0,3.87
INSP-21873,Trunk Lid,Paint Scratch / Blemish,0.899,0.89,4.47
INSP-21874,Roof Pillar,Clear-coat Orange Peel,0.764,0.88,4.16
INSP-21875,Hood,No Defect (Pass),0.795,0.0,3.84
INSP-21876,Door Left Front,No Defect (Pass),0.978,0.0,4.12
INSP-21877,Roof Pillar,No Defect (Pass),0.53,0.0,4.67
INSP-21878,Roof Pillar,No Defect (Pass),0.998,0.0,4.24
INSP-21879,Door Left Front,No Defect (Pass),0.968,0.0,4.11
INSP-21880,Door Left Front,No Defect (Pass),0.909,0.0,3.89
INSP-21881,Roof Pillar,No Defect (Pass),0.867,0.0,4.61
INSP-21882,Trunk Lid,No Defect (Pass),0.86,0.0,4.0
INSP-21883,Roof Pillar,No Defect (Pass),0.898,0.0,4.35
INSP-21884,Hood,Paint Scratch / Blemish,0.749,0.67,3.87
INSP-21885,Door Left Front,No Defect (Pass),0.899,0.0,4.17
INSP-21886,Quarter Panel Right,No Defect (Pass),1.0,0.0,4.17
INSP-21887,Quarter Panel Right,No Defect (Pass),0.718,0.0,4.51
INSP-21888,Door Left Front,No Defect (Pass),0.916,0.0,4.08
INSP-21889,Door Left Front,Paint Scratch / Blemish,0.908,0.93,4.81
INSP-21890,Door Left Front,Paint Scratch / Blemish,0.941,0.9,4.1
INSP-21891,Hood,No Defect (Pass),0.744,0.0,4.94
INSP-21892,Hood,No Defect (Pass),0.949,0.0,3.99
INSP-21893,Door Left Front,No Defect (Pass),0.982,0.0,4.27
INSP-21894,Trunk Lid,No Defect (Pass),0.973,0.0,4.12
INSP-21895,Roof Pillar,No Defect (Pass),0.979,0.0,4.06
INSP-21896,Door Left Front,No Defect (Pass),0.959,0.0,4.42
INSP-21897,Trunk Lid,No Defect (Pass),0.822,0.0,4.11
INSP-21898,Door Left Front,No Defect (Pass),0.999,0.0,3.84
INSP-21899,Door Left Front,No Defect (Pass),0.946,0.0,4.51
INSP-21900,Quarter Panel Right,Panel Gap Misalignment,0.501,0.67,3.95
INSP-21901,Trunk Lid,No Defect (Pass),0.841,0.0,4.08
INSP-21902,Trunk Lid,No Defect (Pass),0.738,0.0,4.8
INSP-21903,Roof Pillar,No Defect (Pass),0.834,0.0,4.71
INSP-21904,Quarter Panel Right,No Defect (Pass),0.752,0.0,4.41
INSP-21905,Roof Pillar,No Defect (Pass),0.839,0.0,4.2
INSP-21906,Trunk Lid,No Defect (Pass),0.81,0.0,4.42
INSP-21907,Roof Pillar,No Defect (Pass),0.822,0.0,4.62
INSP-21908,Quarter Panel Right,No Defect (Pass),0.879,0.0,4.23
INSP-21909,Quarter Panel Right,No Defect (Pass),0.949,0.0,3.85
INSP-21910,Hood,No Defect (Pass),0.836,0.0,4.19
INSP-21911,Roof Pillar,Clear-coat Orange Peel,0.949,0.89,4.24
INSP-21912,Hood,No Defect (Pass),0.967,0.0,3.89
INSP-21913,Quarter Panel Right,No Defect (Pass),0.925,0.0,3.7
INSP-21914,Quarter Panel Right,No Defect (Pass),0.835,0.0,4.17
INSP-21915,Quarter Panel Right,No Defect (Pass),0.8,0.0,4.53
INSP-21916,Hood,No Defect (Pass),0.847,0.0,4.04
INSP-21917,Roof Pillar,No Defect (Pass),0.889,0.0,4.43
INSP-21918,Hood,No Defect (Pass),0.957,0.0,3.77
INSP-21919,Hood,No Defect (Pass),0.706,0.0,3.79
INSP-21920,Hood,No Defect (Pass),0.805,0.0,3.87
INSP-21921,Quarter Panel Right,No Defect (Pass),0.993,0.0,3.96
INSP-21922,Trunk Lid,No Defect (Pass),0.919,0.0,4.54
INSP-21923,Door Left Front,No Defect (Pass),0.926,0.0,4.61
INSP-21924,Roof Pillar,No Defect (Pass),0.746,0.0,4.36
INSP-21925,Roof Pillar,No Defect (Pass),0.962,0.0,4.74
INSP-21926,Quarter Panel Right,No Defect (Pass),0.912,0.0,4.32
INSP-21927,Roof Pillar,No Defect (Pass),0.951,0.0,4.07
INSP-21928,Hood,No Defect (Pass),0.766,0.0,4.41
INSP-21929,Trunk Lid,Welding Porosity,0.888,0.73,4.93
INSP-21930,Door Left Front,No Defect (Pass),0.884,0.0,4.19
INSP-21931,Door Left Front,No Defect (Pass),0.978,0.0,4.54
INSP-21932,Trunk Lid,No Defect (Pass),0.956,0.0,4.25
INSP-21933,Trunk Lid,Clear-coat Orange Peel,0.777,0.81,4.16
INSP-21934,Door Left Front,No Defect (Pass),0.686,0.0,4.24
INSP-21935,Door Left Front,No Defect (Pass),0.729,0.0,4.09
INSP-21936,Trunk Lid,No Defect (Pass),0.872,0.0,4.19
INSP-21937,Quarter Panel Right,Paint Scratch / Blemish,0.841,0.92,4.29
INSP-21938,Roof Pillar,No Defect (Pass),0.674,0.0,4.05
INSP-21939,Roof Pillar,No Defect (Pass),0.975,0.0,4.19
INSP-21940,Door Left Front,No Defect (Pass),0.885,0.0,4.07
INSP-21941,Roof Pillar,Paint Scratch / Blemish,0.991,0.94,3.95
INSP-21942,Trunk Lid,Welding Porosity,0.858,0.72,4.11
INSP-21943,Door Left Front,Paint Scratch / Blemish,0.778,0.83,3.82
INSP-21944,Quarter Panel Right,No Defect (Pass),0.79,0.0,4.0
