Sensor_Pulse_ID,Tire_Slip_Angle_deg,In_Tread_Piezo_Accel_G,Estimated_Road_Friction_Mu,Contact_Patch_Length_mm,Tire_Grip_Status
PIRELLI-CYBER-1293,4.71,338.2,0.87,161.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-1294,7.79,462.1,0.74,141.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1295,8.76,510.6,0.72,142.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1296,1.75,196.1,1.1,175.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-1297,5.86,376.0,0.92,154.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-1298,3.92,279.0,1.03,163.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-1299,7.04,433.2,0.77,152.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1300,7.19,436.4,0.78,148.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1301,3.65,313.2,0.94,166.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-1302,8.19,495.2,0.77,140.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1303,8.34,506.5,0.83,141.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1304,3.47,270.4,1.11,166.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-1305,8.61,534.0,0.74,140.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1306,6.74,426.6,0.86,150.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1307,1.35,178.3,1.06,178.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-1308,4.95,335.0,0.88,157.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-1309,8.84,540.5,0.68,141.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1310,6.7,422.4,0.85,148.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1311,4.84,357.2,0.9,159.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-1312,5.89,399.6,0.88,156.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-1313,5.44,349.6,0.9,158.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-1314,3.26,276.4,0.87,162.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-1315,3.39,272.4,0.97,167.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-1316,1.39,184.3,1.07,174.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-1317,7.0,417.8,0.81,151.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1318,8.29,476.1,0.69,144.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1319,0.92,114.3,1.13,185.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-1320,3.43,267.2,1.01,168.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-1321,8.83,524.2,0.78,139.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1322,3.07,256.6,1.02,165.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-1323,0.68,145.4,1.14,176.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-1324,6.96,443.5,0.78,146.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1325,5.03,327.7,0.92,164.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-1326,7.63,456.2,0.69,144.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1327,5.65,356.4,0.94,156.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-1328,7.88,485.3,0.73,146.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1329,7.99,470.2,0.74,147.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1330,2.95,259.8,0.98,166.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-1331,6.7,420.2,0.82,152.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1332,3.07,271.4,0.97,167.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-1333,0.87,156.5,1.07,176.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-1334,5.35,323.8,0.86,155.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-1335,5.84,386.2,0.82,156.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-1336,2.98,243.0,0.93,175.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-1337,0.56,152.2,1.19,178.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-1338,8.21,489.1,0.82,144.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1339,1.8,213.1,1.07,176.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-1340,7.89,458.3,0.66,143.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1341,4.97,382.1,0.92,156.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-1342,6.95,433.9,0.87,145.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1343,8.51,497.6,0.72,139.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1344,0.91,155.1,1.06,178.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-1345,8.79,504.4,0.77,135.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1346,3.45,282.1,0.95,164.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-1347,4.97,363.3,0.91,162.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-1348,4.76,314.3,0.95,163.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-1349,2.86,238.5,0.97,168.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-1350,5.97,376.1,0.86,150.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-1351,1.31,170.5,1.01,181.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-1352,5.41,393.3,0.92,151.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-1353,6.75,429.2,0.76,151.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1354,3.6,275.6,0.95,169.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-1355,1.74,197.1,1.05,179.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-1356,7.27,435.6,0.77,148.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1357,7.47,454.4,0.75,146.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1358,5.47,379.1,0.84,156.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-1359,7.51,478.2,0.81,146.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1360,4.54,321.8,0.99,160.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-1361,6.9,457.5,0.86,149.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1362,2.39,226.2,1.02,174.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-1363,6.83,423.1,0.83,154.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1364,3.31,287.4,0.95,173.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-1365,6.78,426.2,0.83,147.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1366,3.01,256.7,0.97,172.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-1367,6.02,409.1,0.81,158.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-1368,8.9,506.7,0.72,136.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1369,4.85,345.7,0.9,156.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-1370,5.62,362.8,0.94,151.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-1371,8.13,508.3,0.71,146.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1372,2.56,222.6,1.02,168.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-1373,7.17,442.2,0.75,149.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1374,2.71,246.6,1.02,170.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-1375,3.74,295.1,0.97,164.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-1376,1.09,158.1,1.09,184.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-1377,8.02,454.7,0.77,137.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1378,7.56,432.2,0.74,139.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1379,5.78,373.5,0.87,157.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-1380,7.19,446.8,0.71,146.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1381,5.85,379.6,0.83,150.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-1382,5.33,364.1,0.86,153.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-1383,2.64,250.0,1.02,177.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-1384,2.11,216.4,0.98,177.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-1385,6.8,450.7,0.89,149.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1386,5.65,361.0,0.93,153.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-1387,3.93,296.6,0.92,166.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-1388,3.09,271.8,1.0,167.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-1389,7.63,456.6,0.74,148.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1390,8.56,497.6,0.79,135.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1391,0.57,122.9,1.19,188.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-1392,2.18,197.3,1.1,172.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-1393,2.3,237.7,1.02,163.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-1394,6.36,403.2,0.85,148.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-1395,1.0,163.2,1.11,179.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-1396,5.07,361.7,0.87,158.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-1397,2.35,234.4,0.98,172.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-1398,4.13,319.9,0.98,165.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-1399,4.1,331.0,0.95,157.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-1400,2.5,245.8,1.03,176.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-1401,1.33,172.9,1.14,182.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-1402,3.76,297.2,0.93,168.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-1403,2.54,244.3,1.0,168.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-1404,4.62,306.0,0.9,161.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-1405,0.68,125.1,1.14,178.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-1406,4.72,318.6,0.92,161.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-1407,4.6,322.8,0.91,162.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-1408,8.85,545.5,0.68,135.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1409,5.52,355.5,0.86,157.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-1410,8.64,516.8,0.7,137.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1411,4.09,306.4,0.9,161.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-1412,0.77,143.0,1.13,181.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-1413,2.11,197.9,1.04,171.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-1414,8.47,497.8,0.68,141.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1415,7.8,465.2,0.72,145.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1416,4.88,354.2,0.89,164.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-1417,1.23,172.2,1.12,178.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-1418,0.61,120.5,1.08,183.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-1419,8.82,518.5,0.67,138.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1420,6.16,416.0,0.86,154.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-1421,6.15,414.2,0.94,150.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-1422,3.07,262.0,0.99,167.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-1423,0.97,139.1,1.08,182.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-1424,0.51,144.2,1.13,180.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-1425,3.64,274.7,0.95,159.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-1426,1.79,201.3,1.09,179.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-1427,1.68,203.7,1.06,175.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-1428,4.93,313.4,0.97,161.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-1429,8.06,474.1,0.8,146.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1430,4.53,327.8,0.96,165.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-1431,1.69,180.8,1.04,179.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-1432,4.25,317.7,0.95,162.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-1433,3.2,260.5,0.95,167.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-1434,2.49,226.9,1.06,170.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-1435,7.09,428.8,0.84,147.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1436,7.25,449.1,0.8,144.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1437,7.37,437.9,0.71,154.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1438,4.52,317.9,0.9,161.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-1439,8.91,521.6,0.64,142.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1440,0.79,169.4,1.13,183.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-1441,5.05,340.2,0.89,158.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-1442,4.79,286.9,0.91,158.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-1443,4.53,332.0,0.91,158.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-1444,1.92,215.4,1.04,171.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-1445,4.32,354.1,0.93,160.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-1446,7.15,437.7,0.9,147.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1447,7.7,450.1,0.77,139.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1448,5.57,355.9,0.86,153.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-1449,7.0,429.0,0.75,148.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1450,1.99,184.4,1.07,170.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-1451,3.81,289.1,0.94,167.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-1452,4.79,336.4,0.93,158.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-1453,3.11,249.2,0.97,168.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-1454,6.5,426.0,0.85,146.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1455,3.96,287.0,0.94,164.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-1456,6.75,435.4,0.84,149.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1457,8.35,493.4,0.73,143.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1458,3.21,283.2,1.0,172.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-1459,1.8,222.7,1.06,176.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-1460,8.81,514.2,0.75,137.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1461,8.24,480.0,0.71,147.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1462,4.83,323.8,0.93,161.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-1463,8.71,529.5,0.72,135.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1464,8.29,495.0,0.76,147.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1465,2.34,214.0,1.05,173.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-1466,4.13,299.8,0.94,162.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-1467,8.14,487.0,0.71,142.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1468,3.57,270.4,0.92,168.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-1469,2.32,223.1,1.09,170.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-1470,7.21,476.8,0.8,145.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1471,4.3,299.4,0.93,165.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-1472,7.3,438.3,0.77,145.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1473,5.13,365.3,0.87,157.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-1474,3.54,275.7,0.97,168.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-1475,4.0,285.2,0.95,163.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-1476,7.06,424.4,0.82,154.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1477,3.69,291.3,0.99,168.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-1478,3.37,287.8,0.99,169.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-1479,1.15,180.2,1.12,178.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-1480,8.26,496.5,0.79,142.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1481,3.56,245.8,0.95,168.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-1482,6.53,407.9,0.78,155.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1483,6.36,398.1,0.75,148.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-1484,2.87,239.3,1.03,169.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-1485,3.14,237.1,1.08,167.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-1486,4.76,338.8,0.89,165.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-1487,8.13,477.0,0.74,143.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1488,5.43,373.1,0.9,154.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-1489,7.11,432.3,0.79,149.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1490,6.53,401.6,0.86,147.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1491,8.01,461.6,0.69,145.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1492,5.22,376.1,0.94,165.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-1493,3.66,273.2,0.92,167.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-1494,2.96,257.4,0.87,165.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-1495,2.42,252.7,1.03,167.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-1496,8.32,508.3,0.72,140.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1497,8.06,475.9,0.74,140.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1498,4.76,326.6,0.89,158.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-1499,3.33,277.1,1.01,167.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-1500,4.22,307.9,0.95,167.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-1501,3.14,255.0,1.06,165.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-1502,4.06,299.6,0.95,161.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-1503,6.5,429.3,0.81,157.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1504,7.61,469.0,0.74,144.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1505,5.86,373.6,0.83,158.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-1506,1.32,177.1,1.08,172.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-1507,2.84,248.2,1.03,172.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-1508,3.61,280.2,1.01,165.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-1509,5.21,367.3,0.89,159.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-1510,2.94,263.0,1.01,161.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-1511,8.85,522.3,0.64,135.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1512,3.61,285.6,0.92,169.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-1513,5.79,380.0,0.82,155.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-1514,5.51,358.7,0.93,151.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-1515,4.13,314.7,0.96,164.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-1516,7.69,468.2,0.76,145.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1517,4.72,334.8,0.89,159.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-1518,4.14,279.5,0.94,161.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-1519,2.52,216.2,1.03,178.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-1520,2.72,264.4,1.06,166.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-1521,4.81,354.2,0.98,163.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-1522,6.67,431.3,0.84,149.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1523,1.21,150.7,1.07,180.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-1524,5.15,342.4,0.86,153.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-1525,5.95,365.2,0.83,156.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-1526,8.27,458.9,0.76,142.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1527,7.31,428.3,0.77,149.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1528,5.6,328.7,0.85,155.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-1529,2.62,263.6,1.05,170.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-1530,5.62,382.0,0.91,154.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-1531,8.27,495.3,0.69,143.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1532,5.19,369.6,0.91,152.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-1533,1.68,176.3,1.11,171.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-1534,2.81,241.2,1.0,171.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-1535,2.2,218.2,1.04,172.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-1536,6.27,395.2,0.83,149.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-1537,8.78,494.1,0.75,141.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1538,7.36,430.7,0.8,147.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1539,8.73,532.9,0.71,138.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1540,8.55,516.1,0.75,146.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1541,3.51,282.4,1.0,163.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-1542,7.48,467.7,0.77,145.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1543,3.3,275.9,0.92,171.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-1544,1.79,199.0,1.12,179.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-1545,4.17,314.7,0.95,167.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-1546,5.97,406.3,0.91,152.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-1547,5.88,385.3,0.83,154.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-1548,3.04,260.2,0.94,162.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-1549,5.57,388.5,0.8,151.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-1550,6.1,397.6,0.83,147.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-1551,5.95,388.0,0.88,158.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-1552,6.43,404.5,0.84,149.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-1553,1.41,178.0,1.11,180.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-1554,2.36,242.6,1.04,180.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-1555,3.53,282.1,0.96,163.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-1556,5.36,382.0,0.88,156.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-1557,7.27,458.3,0.74,150.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1558,1.09,169.4,1.14,184.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-1559,2.1,218.3,0.97,170.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-1560,0.97,184.2,1.09,180.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-1561,4.19,305.4,0.99,161.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-1562,8.89,484.9,0.66,141.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1563,1.59,187.3,1.11,169.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-1564,5.85,382.3,0.79,158.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-1565,7.66,453.0,0.77,144.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1566,5.09,361.2,0.96,162.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-1567,3.45,264.9,0.98,167.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-1568,3.38,272.9,1.0,165.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-1569,2.8,259.6,0.96,173.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-1570,8.42,487.8,0.75,137.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1571,4.87,340.1,0.86,156.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-1572,7.56,475.9,0.85,147.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1573,0.64,149.8,1.09,183.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-1574,2.83,262.9,1.0,168.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-1575,5.34,386.4,0.92,157.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-1576,2.69,264.0,1.07,168.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-1577,3.64,290.2,0.94,168.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-1578,5.87,383.6,0.81,155.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-1579,2.09,205.6,1.0,174.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-1580,6.64,419.6,0.82,153.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1581,4.16,307.7,0.92,157.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-1582,8.45,491.6,0.69,140.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1583,7.57,461.9,0.77,146.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1584,7.95,469.1,0.69,144.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1585,4.52,328.6,0.87,159.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-1586,2.94,241.6,1.05,173.6,Optimal Elastic Grip Domain
