Drive_Segment_ID,Vehicle_Speed_mph,Power_Demand_kW,Operating_Hybrid_Mode,Instant_Fuel_Economy_MPG,Clutch_Lockup_State
HONDA-eHEV-1228,47.5,55.9,Hybrid Drive (Engine-Gen + Traction Motor),45.8,Disengaged / Electric Motor
HONDA-eHEV-1229,17.4,7.8,EV Drive (Battery Only),70.8,Disengaged / Electric Motor
HONDA-eHEV-1230,16.1,15.7,EV Drive (Battery Only),74.5,Disengaged / Electric Motor
HONDA-eHEV-1231,35.0,36.4,Hybrid Drive (Engine-Gen + Traction Motor),44.6,Disengaged / Electric Motor
HONDA-eHEV-1232,47.1,50.8,Hybrid Drive (Engine-Gen + Traction Motor),40.4,Disengaged / Electric Motor
HONDA-eHEV-1233,40.8,37.9,Hybrid Drive (Engine-Gen + Traction Motor),45.0,Disengaged / Electric Motor
HONDA-eHEV-1234,25.7,30.6,Hybrid Drive (Engine-Gen + Traction Motor),40.0,Disengaged / Electric Motor
HONDA-eHEV-1235,51.4,49.3,Hybrid Drive (Engine-Gen + Traction Motor),46.0,Disengaged / Electric Motor
HONDA-eHEV-1236,18.9,22.7,EV Drive (Battery Only),67.8,Disengaged / Electric Motor
HONDA-eHEV-1237,68.2,61.7,Hybrid Drive (Engine-Gen + Traction Motor),39.8,Disengaged / Electric Motor
HONDA-eHEV-1238,25.3,13.7,EV Drive (Battery Only),70.4,Disengaged / Electric Motor
HONDA-eHEV-1239,29.9,43.8,Hybrid Drive (Engine-Gen + Traction Motor),40.8,Disengaged / Electric Motor
HONDA-eHEV-1240,24.0,23.8,EV Drive (Battery Only),68.9,Disengaged / Electric Motor
HONDA-eHEV-1241,28.0,42.6,Hybrid Drive (Engine-Gen + Traction Motor),51.3,Disengaged / Electric Motor
HONDA-eHEV-1242,45.6,54.9,Hybrid Drive (Engine-Gen + Traction Motor),48.3,Disengaged / Electric Motor
HONDA-eHEV-1243,35.3,30.3,Hybrid Drive (Engine-Gen + Traction Motor),44.3,Disengaged / Electric Motor
HONDA-eHEV-1244,78.7,96.0,Hybrid Drive (Engine-Gen + Traction Motor),44.9,Disengaged / Electric Motor
HONDA-eHEV-1245,22.5,29.7,Hybrid Drive (Engine-Gen + Traction Motor),39.7,Disengaged / Electric Motor
HONDA-eHEV-1246,55.3,58.8,Hybrid Drive (Engine-Gen + Traction Motor),44.9,Disengaged / Electric Motor
HONDA-eHEV-1247,70.3,75.1,Hybrid Drive (Engine-Gen + Traction Motor),49.6,Disengaged / Electric Motor
HONDA-eHEV-1248,31.6,33.9,Hybrid Drive (Engine-Gen + Traction Motor),43.5,Disengaged / Electric Motor
HONDA-eHEV-1249,59.8,51.7,Hybrid Drive (Engine-Gen + Traction Motor),45.3,Disengaged / Electric Motor
HONDA-eHEV-1250,33.5,45.1,Hybrid Drive (Engine-Gen + Traction Motor),49.5,Disengaged / Electric Motor
HONDA-eHEV-1251,55.1,56.2,Hybrid Drive (Engine-Gen + Traction Motor),42.7,Disengaged / Electric Motor
HONDA-eHEV-1252,50.8,67.3,Hybrid Drive (Engine-Gen + Traction Motor),46.9,Disengaged / Electric Motor
HONDA-eHEV-1253,26.3,33.4,Hybrid Drive (Engine-Gen + Traction Motor),41.9,Disengaged / Electric Motor
HONDA-eHEV-1254,59.1,68.2,Hybrid Drive (Engine-Gen + Traction Motor),43.7,Disengaged / Electric Motor
HONDA-eHEV-1255,49.3,39.6,Hybrid Drive (Engine-Gen + Traction Motor),45.0,Disengaged / Electric Motor
HONDA-eHEV-1256,71.5,85.7,Hybrid Drive (Engine-Gen + Traction Motor),44.8,Disengaged / Electric Motor
HONDA-eHEV-1257,42.1,39.5,Hybrid Drive (Engine-Gen + Traction Motor),43.2,Disengaged / Electric Motor
HONDA-eHEV-1258,70.7,70.5,Hybrid Drive (Engine-Gen + Traction Motor),43.2,Disengaged / Electric Motor
HONDA-eHEV-1259,69.8,86.3,Hybrid Drive (Engine-Gen + Traction Motor),39.9,Disengaged / Electric Motor
HONDA-eHEV-1260,54.3,71.4,Hybrid Drive (Engine-Gen + Traction Motor),42.5,Disengaged / Electric Motor
HONDA-eHEV-1261,54.5,59.9,Hybrid Drive (Engine-Gen + Traction Motor),43.8,Disengaged / Electric Motor
HONDA-eHEV-1262,40.9,33.9,Hybrid Drive (Engine-Gen + Traction Motor),42.7,Disengaged / Electric Motor
HONDA-eHEV-1263,49.7,54.8,Hybrid Drive (Engine-Gen + Traction Motor),46.6,Disengaged / Electric Motor
HONDA-eHEV-1264,55.8,57.6,Hybrid Drive (Engine-Gen + Traction Motor),45.4,Disengaged / Electric Motor
HONDA-eHEV-1265,32.4,33.5,Hybrid Drive (Engine-Gen + Traction Motor),43.2,Disengaged / Electric Motor
HONDA-eHEV-1266,69.2,69.2,Hybrid Drive (Engine-Gen + Traction Motor),48.0,Disengaged / Electric Motor
HONDA-eHEV-1267,69.5,75.9,Hybrid Drive (Engine-Gen + Traction Motor),38.8,Disengaged / Electric Motor
HONDA-eHEV-1268,68.4,63.5,Hybrid Drive (Engine-Gen + Traction Motor),47.6,Disengaged / Electric Motor
HONDA-eHEV-1269,41.3,48.2,Hybrid Drive (Engine-Gen + Traction Motor),43.5,Disengaged / Electric Motor
HONDA-eHEV-1270,17.4,20.7,EV Drive (Battery Only),74.9,Disengaged / Electric Motor
HONDA-eHEV-1271,27.2,41.1,Hybrid Drive (Engine-Gen + Traction Motor),44.9,Disengaged / Electric Motor
HONDA-eHEV-1272,35.7,38.0,Hybrid Drive (Engine-Gen + Traction Motor),42.0,Disengaged / Electric Motor
HONDA-eHEV-1273,70.4,81.5,Hybrid Drive (Engine-Gen + Traction Motor),43.7,Disengaged / Electric Motor
HONDA-eHEV-1274,71.3,70.9,Hybrid Drive (Engine-Gen + Traction Motor),41.2,Disengaged / Electric Motor
HONDA-eHEV-1275,69.6,79.1,Hybrid Drive (Engine-Gen + Traction Motor),44.1,Disengaged / Electric Motor
HONDA-eHEV-1276,35.5,35.7,Hybrid Drive (Engine-Gen + Traction Motor),38.3,Disengaged / Electric Motor
HONDA-eHEV-1277,48.1,65.4,Hybrid Drive (Engine-Gen + Traction Motor),46.3,Disengaged / Electric Motor
HONDA-eHEV-1278,22.7,35.6,Hybrid Drive (Engine-Gen + Traction Motor),44.6,Disengaged / Electric Motor
HONDA-eHEV-1279,78.9,81.6,Hybrid Drive (Engine-Gen + Traction Motor),49.0,Disengaged / Electric Motor
HONDA-eHEV-1280,34.5,32.6,Hybrid Drive (Engine-Gen + Traction Motor),41.9,Disengaged / Electric Motor
HONDA-eHEV-1281,43.9,49.7,Hybrid Drive (Engine-Gen + Traction Motor),46.3,Disengaged / Electric Motor
HONDA-eHEV-1282,56.2,66.6,Hybrid Drive (Engine-Gen + Traction Motor),41.9,Disengaged / Electric Motor
HONDA-eHEV-1283,79.7,77.3,Hybrid Drive (Engine-Gen + Traction Motor),46.0,Disengaged / Electric Motor
HONDA-eHEV-1284,45.1,44.0,Hybrid Drive (Engine-Gen + Traction Motor),44.3,Disengaged / Electric Motor
HONDA-eHEV-1285,70.3,69.6,Hybrid Drive (Engine-Gen + Traction Motor),43.2,Disengaged / Electric Motor
HONDA-eHEV-1286,77.3,97.2,Hybrid Drive (Engine-Gen + Traction Motor),46.8,Disengaged / Electric Motor
HONDA-eHEV-1287,51.9,44.9,Hybrid Drive (Engine-Gen + Traction Motor),41.3,Disengaged / Electric Motor
HONDA-eHEV-1288,15.1,12.8,EV Drive (Battery Only),67.6,Disengaged / Electric Motor
HONDA-eHEV-1289,38.7,41.2,Hybrid Drive (Engine-Gen + Traction Motor),47.6,Disengaged / Electric Motor
HONDA-eHEV-1290,69.4,77.7,Hybrid Drive (Engine-Gen + Traction Motor),49.7,Disengaged / Electric Motor
HONDA-eHEV-1291,16.7,30.6,Hybrid Drive (Engine-Gen + Traction Motor),41.1,Disengaged / Electric Motor
HONDA-eHEV-1292,53.3,51.3,Hybrid Drive (Engine-Gen + Traction Motor),45.1,Disengaged / Electric Motor
HONDA-eHEV-1293,79.6,96.7,Hybrid Drive (Engine-Gen + Traction Motor),44.8,Disengaged / Electric Motor
HONDA-eHEV-1294,70.4,60.4,Hybrid Drive (Engine-Gen + Traction Motor),41.1,Disengaged / Electric Motor
HONDA-eHEV-1295,38.5,33.3,Hybrid Drive (Engine-Gen + Traction Motor),44.1,Disengaged / Electric Motor
HONDA-eHEV-1296,52.1,47.1,Hybrid Drive (Engine-Gen + Traction Motor),47.7,Disengaged / Electric Motor
HONDA-eHEV-1297,42.6,32.8,Hybrid Drive (Engine-Gen + Traction Motor),41.3,Disengaged / Electric Motor
HONDA-eHEV-1298,35.9,37.8,Hybrid Drive (Engine-Gen + Traction Motor),41.0,Disengaged / Electric Motor
HONDA-eHEV-1299,60.6,54.6,Hybrid Drive (Engine-Gen + Traction Motor),41.7,Disengaged / Electric Motor
HONDA-eHEV-1300,24.5,24.9,EV Drive (Battery Only),64.3,Disengaged / Electric Motor
HONDA-eHEV-1301,47.4,56.4,Hybrid Drive (Engine-Gen + Traction Motor),43.6,Disengaged / Electric Motor
HONDA-eHEV-1302,35.0,36.9,Hybrid Drive (Engine-Gen + Traction Motor),44.5,Disengaged / Electric Motor
HONDA-eHEV-1303,33.8,32.2,Hybrid Drive (Engine-Gen + Traction Motor),45.3,Disengaged / Electric Motor
HONDA-eHEV-1304,30.4,33.7,Hybrid Drive (Engine-Gen + Traction Motor),45.4,Disengaged / Electric Motor
HONDA-eHEV-1305,58.4,62.2,Hybrid Drive (Engine-Gen + Traction Motor),38.8,Disengaged / Electric Motor
HONDA-eHEV-1306,26.7,21.7,EV Drive (Battery Only),68.7,Disengaged / Electric Motor
HONDA-eHEV-1307,56.2,54.3,Hybrid Drive (Engine-Gen + Traction Motor),42.3,Disengaged / Electric Motor
HONDA-eHEV-1308,37.3,31.7,Hybrid Drive (Engine-Gen + Traction Motor),49.4,Disengaged / Electric Motor
HONDA-eHEV-1309,44.4,35.6,Hybrid Drive (Engine-Gen + Traction Motor),47.9,Disengaged / Electric Motor
HONDA-eHEV-1310,36.3,30.8,Hybrid Drive (Engine-Gen + Traction Motor),45.1,Disengaged / Electric Motor
HONDA-eHEV-1311,53.8,45.2,Hybrid Drive (Engine-Gen + Traction Motor),38.0,Disengaged / Electric Motor
HONDA-eHEV-1312,42.1,46.3,Hybrid Drive (Engine-Gen + Traction Motor),45.7,Disengaged / Electric Motor
HONDA-eHEV-1313,50.6,52.0,Hybrid Drive (Engine-Gen + Traction Motor),50.1,Disengaged / Electric Motor
HONDA-eHEV-1314,61.9,65.3,Hybrid Drive (Engine-Gen + Traction Motor),42.0,Disengaged / Electric Motor
HONDA-eHEV-1315,69.0,81.0,Hybrid Drive (Engine-Gen + Traction Motor),49.4,Disengaged / Electric Motor
HONDA-eHEV-1316,51.7,49.4,Hybrid Drive (Engine-Gen + Traction Motor),41.1,Disengaged / Electric Motor
HONDA-eHEV-1317,17.3,23.6,EV Drive (Battery Only),67.8,Disengaged / Electric Motor
HONDA-eHEV-1318,36.6,43.0,Hybrid Drive (Engine-Gen + Traction Motor),42.3,Disengaged / Electric Motor
HONDA-eHEV-1319,75.2,81.0,Hybrid Drive (Engine-Gen + Traction Motor),44.6,Disengaged / Electric Motor
HONDA-eHEV-1320,78.6,70.5,Hybrid Drive (Engine-Gen + Traction Motor),40.9,Disengaged / Electric Motor
HONDA-eHEV-1321,21.4,12.3,EV Drive (Battery Only),70.1,Disengaged / Electric Motor
HONDA-eHEV-1322,24.1,33.6,Hybrid Drive (Engine-Gen + Traction Motor),46.7,Disengaged / Electric Motor
HONDA-eHEV-1323,72.8,82.6,Hybrid Drive (Engine-Gen + Traction Motor),42.3,Disengaged / Electric Motor
HONDA-eHEV-1324,58.0,59.9,Hybrid Drive (Engine-Gen + Traction Motor),44.0,Disengaged / Electric Motor
HONDA-eHEV-1325,58.7,58.5,Hybrid Drive (Engine-Gen + Traction Motor),44.7,Disengaged / Electric Motor
HONDA-eHEV-1326,18.0,19.0,EV Drive (Battery Only),73.5,Disengaged / Electric Motor
HONDA-eHEV-1327,15.9,25.3,Hybrid Drive (Engine-Gen + Traction Motor),44.4,Disengaged / Electric Motor
HONDA-eHEV-1328,30.3,40.9,Hybrid Drive (Engine-Gen + Traction Motor),48.2,Disengaged / Electric Motor
HONDA-eHEV-1329,19.9,25.9,Hybrid Drive (Engine-Gen + Traction Motor),37.8,Disengaged / Electric Motor
HONDA-eHEV-1330,28.9,36.4,Hybrid Drive (Engine-Gen + Traction Motor),44.7,Disengaged / Electric Motor
HONDA-eHEV-1331,61.3,66.7,Hybrid Drive (Engine-Gen + Traction Motor),45.1,Disengaged / Electric Motor
HONDA-eHEV-1332,45.7,38.4,Hybrid Drive (Engine-Gen + Traction Motor),44.3,Disengaged / Electric Motor
HONDA-eHEV-1333,38.1,41.3,Hybrid Drive (Engine-Gen + Traction Motor),47.3,Disengaged / Electric Motor
HONDA-eHEV-1334,47.4,53.5,Hybrid Drive (Engine-Gen + Traction Motor),38.2,Disengaged / Electric Motor
HONDA-eHEV-1335,38.7,39.1,Hybrid Drive (Engine-Gen + Traction Motor),44.2,Disengaged / Electric Motor
HONDA-eHEV-1336,74.1,69.7,Hybrid Drive (Engine-Gen + Traction Motor),43.3,Disengaged / Electric Motor
HONDA-eHEV-1337,75.3,69.9,Hybrid Drive (Engine-Gen + Traction Motor),41.3,Disengaged / Electric Motor
HONDA-eHEV-1338,64.1,67.5,Hybrid Drive (Engine-Gen + Traction Motor),41.4,Disengaged / Electric Motor
HONDA-eHEV-1339,24.0,28.4,Hybrid Drive (Engine-Gen + Traction Motor),45.8,Disengaged / Electric Motor
HONDA-eHEV-1340,34.5,19.8,Hybrid Drive (Engine-Gen + Traction Motor),43.4,Disengaged / Electric Motor
HONDA-eHEV-1341,31.2,40.6,Hybrid Drive (Engine-Gen + Traction Motor),43.6,Disengaged / Electric Motor
HONDA-eHEV-1342,15.6,21.2,EV Drive (Battery Only),70.3,Disengaged / Electric Motor
HONDA-eHEV-1343,74.1,69.9,Hybrid Drive (Engine-Gen + Traction Motor),40.2,Disengaged / Electric Motor
HONDA-eHEV-1344,60.7,54.6,Hybrid Drive (Engine-Gen + Traction Motor),46.6,Disengaged / Electric Motor
HONDA-eHEV-1345,52.8,59.4,Hybrid Drive (Engine-Gen + Traction Motor),40.5,Disengaged / Electric Motor
HONDA-eHEV-1346,67.3,59.5,Hybrid Drive (Engine-Gen + Traction Motor),41.6,Disengaged / Electric Motor
HONDA-eHEV-1347,20.2,17.5,EV Drive (Battery Only),70.2,Disengaged / Electric Motor
HONDA-eHEV-1348,72.9,77.0,Hybrid Drive (Engine-Gen + Traction Motor),46.2,Disengaged / Electric Motor
HONDA-eHEV-1349,54.1,57.3,Hybrid Drive (Engine-Gen + Traction Motor),40.3,Disengaged / Electric Motor
HONDA-eHEV-1350,67.9,76.3,Hybrid Drive (Engine-Gen + Traction Motor),43.7,Disengaged / Electric Motor
HONDA-eHEV-1351,33.1,28.9,Hybrid Drive (Engine-Gen + Traction Motor),44.5,Disengaged / Electric Motor
HONDA-eHEV-1352,55.6,48.0,Hybrid Drive (Engine-Gen + Traction Motor),42.8,Disengaged / Electric Motor
HONDA-eHEV-1353,47.7,56.4,Hybrid Drive (Engine-Gen + Traction Motor),40.9,Disengaged / Electric Motor
HONDA-eHEV-1354,31.1,29.9,Hybrid Drive (Engine-Gen + Traction Motor),46.9,Disengaged / Electric Motor
HONDA-eHEV-1355,57.1,59.5,Hybrid Drive (Engine-Gen + Traction Motor),43.8,Disengaged / Electric Motor
HONDA-eHEV-1356,48.6,59.7,Hybrid Drive (Engine-Gen + Traction Motor),41.1,Disengaged / Electric Motor
HONDA-eHEV-1357,73.8,85.7,Hybrid Drive (Engine-Gen + Traction Motor),39.3,Disengaged / Electric Motor
HONDA-eHEV-1358,58.7,59.9,Hybrid Drive (Engine-Gen + Traction Motor),48.0,Disengaged / Electric Motor
HONDA-eHEV-1359,59.1,61.6,Hybrid Drive (Engine-Gen + Traction Motor),48.2,Disengaged / Electric Motor
HONDA-eHEV-1360,74.2,71.6,Hybrid Drive (Engine-Gen + Traction Motor),46.6,Disengaged / Electric Motor
HONDA-eHEV-1361,49.1,58.6,Hybrid Drive (Engine-Gen + Traction Motor),46.1,Disengaged / Electric Motor
HONDA-eHEV-1362,34.4,40.5,Hybrid Drive (Engine-Gen + Traction Motor),38.0,Disengaged / Electric Motor
HONDA-eHEV-1363,52.0,57.9,Hybrid Drive (Engine-Gen + Traction Motor),44.5,Disengaged / Electric Motor
HONDA-eHEV-1364,60.6,66.8,Hybrid Drive (Engine-Gen + Traction Motor),44.4,Disengaged / Electric Motor
HONDA-eHEV-1365,44.1,42.4,Hybrid Drive (Engine-Gen + Traction Motor),39.7,Disengaged / Electric Motor
HONDA-eHEV-1366,15.9,17.5,EV Drive (Battery Only),71.1,Disengaged / Electric Motor
HONDA-eHEV-1367,46.3,42.1,Hybrid Drive (Engine-Gen + Traction Motor),48.2,Disengaged / Electric Motor
HONDA-eHEV-1368,55.8,70.0,Hybrid Drive (Engine-Gen + Traction Motor),49.2,Disengaged / Electric Motor
HONDA-eHEV-1369,28.2,43.3,Hybrid Drive (Engine-Gen + Traction Motor),43.1,Disengaged / Electric Motor
HONDA-eHEV-1370,65.3,64.7,Hybrid Drive (Engine-Gen + Traction Motor),49.5,Disengaged / Electric Motor
HONDA-eHEV-1371,36.5,47.5,Hybrid Drive (Engine-Gen + Traction Motor),44.2,Disengaged / Electric Motor
HONDA-eHEV-1372,37.5,44.3,Hybrid Drive (Engine-Gen + Traction Motor),47.4,Disengaged / Electric Motor
HONDA-eHEV-1373,32.0,39.9,Hybrid Drive (Engine-Gen + Traction Motor),45.5,Disengaged / Electric Motor
HONDA-eHEV-1374,28.8,33.2,Hybrid Drive (Engine-Gen + Traction Motor),45.5,Disengaged / Electric Motor
HONDA-eHEV-1375,71.7,64.1,Hybrid Drive (Engine-Gen + Traction Motor),42.3,Disengaged / Electric Motor
HONDA-eHEV-1376,61.2,67.8,Hybrid Drive (Engine-Gen + Traction Motor),42.5,Disengaged / Electric Motor
HONDA-eHEV-1377,17.8,22.5,EV Drive (Battery Only),71.5,Disengaged / Electric Motor
HONDA-eHEV-1378,63.5,53.3,Hybrid Drive (Engine-Gen + Traction Motor),46.2,Disengaged / Electric Motor
HONDA-eHEV-1379,43.8,47.1,Hybrid Drive (Engine-Gen + Traction Motor),41.8,Disengaged / Electric Motor
HONDA-eHEV-1380,26.4,25.1,Hybrid Drive (Engine-Gen + Traction Motor),47.0,Disengaged / Electric Motor
HONDA-eHEV-1381,17.0,25.8,Hybrid Drive (Engine-Gen + Traction Motor),42.9,Disengaged / Electric Motor
HONDA-eHEV-1382,33.0,45.5,Hybrid Drive (Engine-Gen + Traction Motor),40.2,Disengaged / Electric Motor
HONDA-eHEV-1383,56.6,59.1,Hybrid Drive (Engine-Gen + Traction Motor),41.8,Disengaged / Electric Motor
HONDA-eHEV-1384,71.8,72.9,Hybrid Drive (Engine-Gen + Traction Motor),40.9,Disengaged / Electric Motor
HONDA-eHEV-1385,40.4,52.7,Hybrid Drive (Engine-Gen + Traction Motor),41.0,Disengaged / Electric Motor
HONDA-eHEV-1386,33.7,31.4,Hybrid Drive (Engine-Gen + Traction Motor),45.3,Disengaged / Electric Motor
HONDA-eHEV-1387,69.5,67.1,Hybrid Drive (Engine-Gen + Traction Motor),36.8,Disengaged / Electric Motor
HONDA-eHEV-1388,38.1,44.7,Hybrid Drive (Engine-Gen + Traction Motor),43.8,Disengaged / Electric Motor
HONDA-eHEV-1389,16.9,18.1,EV Drive (Battery Only),60.7,Disengaged / Electric Motor
HONDA-eHEV-1390,31.1,36.5,Hybrid Drive (Engine-Gen + Traction Motor),41.2,Disengaged / Electric Motor
HONDA-eHEV-1391,42.3,50.9,Hybrid Drive (Engine-Gen + Traction Motor),42.1,Disengaged / Electric Motor
HONDA-eHEV-1392,62.5,71.5,Hybrid Drive (Engine-Gen + Traction Motor),47.3,Disengaged / Electric Motor
HONDA-eHEV-1393,61.5,64.9,Hybrid Drive (Engine-Gen + Traction Motor),48.3,Disengaged / Electric Motor
HONDA-eHEV-1394,31.3,26.1,Hybrid Drive (Engine-Gen + Traction Motor),41.5,Disengaged / Electric Motor
HONDA-eHEV-1395,38.7,42.2,Hybrid Drive (Engine-Gen + Traction Motor),47.0,Disengaged / Electric Motor
HONDA-eHEV-1396,45.7,52.2,Hybrid Drive (Engine-Gen + Traction Motor),47.9,Disengaged / Electric Motor
HONDA-eHEV-1397,35.1,43.3,Hybrid Drive (Engine-Gen + Traction Motor),43.6,Disengaged / Electric Motor
HONDA-eHEV-1398,48.7,49.1,Hybrid Drive (Engine-Gen + Traction Motor),41.9,Disengaged / Electric Motor
HONDA-eHEV-1399,17.5,5.0,EV Drive (Battery Only),64.1,Disengaged / Electric Motor
HONDA-eHEV-1400,64.9,78.8,Hybrid Drive (Engine-Gen + Traction Motor),44.5,Disengaged / Electric Motor
HONDA-eHEV-1401,49.9,55.0,Hybrid Drive (Engine-Gen + Traction Motor),44.2,Disengaged / Electric Motor
HONDA-eHEV-1402,41.1,40.8,Hybrid Drive (Engine-Gen + Traction Motor),43.7,Disengaged / Electric Motor
HONDA-eHEV-1403,71.5,89.1,Hybrid Drive (Engine-Gen + Traction Motor),45.2,Disengaged / Electric Motor
HONDA-eHEV-1404,58.6,45.0,Hybrid Drive (Engine-Gen + Traction Motor),42.4,Disengaged / Electric Motor
HONDA-eHEV-1405,63.3,56.3,Hybrid Drive (Engine-Gen + Traction Motor),36.3,Disengaged / Electric Motor
HONDA-eHEV-1406,39.9,44.4,Hybrid Drive (Engine-Gen + Traction Motor),48.1,Disengaged / Electric Motor
HONDA-eHEV-1407,79.5,99.4,Hybrid Drive (Engine-Gen + Traction Motor),44.3,Disengaged / Electric Motor
HONDA-eHEV-1408,34.9,44.6,Hybrid Drive (Engine-Gen + Traction Motor),42.4,Disengaged / Electric Motor
HONDA-eHEV-1409,59.7,57.4,Hybrid Drive (Engine-Gen + Traction Motor),39.7,Disengaged / Electric Motor
HONDA-eHEV-1410,77.3,80.8,Hybrid Drive (Engine-Gen + Traction Motor),47.8,Disengaged / Electric Motor
HONDA-eHEV-1411,38.3,40.0,Hybrid Drive (Engine-Gen + Traction Motor),44.4,Disengaged / Electric Motor
HONDA-eHEV-1412,78.5,83.3,Hybrid Drive (Engine-Gen + Traction Motor),45.6,Disengaged / Electric Motor
HONDA-eHEV-1413,46.6,48.0,Hybrid Drive (Engine-Gen + Traction Motor),44.4,Disengaged / Electric Motor
HONDA-eHEV-1414,70.1,69.9,Hybrid Drive (Engine-Gen + Traction Motor),41.8,Disengaged / Electric Motor
HONDA-eHEV-1415,40.8,51.2,Hybrid Drive (Engine-Gen + Traction Motor),46.3,Disengaged / Electric Motor
HONDA-eHEV-1416,40.9,33.4,Hybrid Drive (Engine-Gen + Traction Motor),44.2,Disengaged / Electric Motor
HONDA-eHEV-1417,78.5,87.9,Hybrid Drive (Engine-Gen + Traction Motor),46.0,Disengaged / Electric Motor
HONDA-eHEV-1418,19.9,13.1,EV Drive (Battery Only),65.8,Disengaged / Electric Motor
HONDA-eHEV-1419,45.6,47.0,Hybrid Drive (Engine-Gen + Traction Motor),44.3,Disengaged / Electric Motor
HONDA-eHEV-1420,37.8,41.4,Hybrid Drive (Engine-Gen + Traction Motor),42.8,Disengaged / Electric Motor
HONDA-eHEV-1421,23.0,29.3,Hybrid Drive (Engine-Gen + Traction Motor),39.3,Disengaged / Electric Motor
HONDA-eHEV-1422,69.6,78.2,Hybrid Drive (Engine-Gen + Traction Motor),41.0,Disengaged / Electric Motor
HONDA-eHEV-1423,17.4,21.8,EV Drive (Battery Only),64.4,Disengaged / Electric Motor
HONDA-eHEV-1424,77.4,87.9,Hybrid Drive (Engine-Gen + Traction Motor),48.4,Disengaged / Electric Motor
HONDA-eHEV-1425,74.0,72.2,Hybrid Drive (Engine-Gen + Traction Motor),48.0,Disengaged / Electric Motor
HONDA-eHEV-1426,69.7,59.2,Hybrid Drive (Engine-Gen + Traction Motor),36.2,Disengaged / Electric Motor
HONDA-eHEV-1427,17.1,5.0,EV Drive (Battery Only),69.0,Disengaged / Electric Motor
HONDA-eHEV-1428,45.4,43.0,Hybrid Drive (Engine-Gen + Traction Motor),43.7,Disengaged / Electric Motor
HONDA-eHEV-1429,48.1,51.1,Hybrid Drive (Engine-Gen + Traction Motor),46.1,Disengaged / Electric Motor
HONDA-eHEV-1430,34.4,40.9,Hybrid Drive (Engine-Gen + Traction Motor),42.7,Disengaged / Electric Motor
HONDA-eHEV-1431,49.2,49.4,Hybrid Drive (Engine-Gen + Traction Motor),40.8,Disengaged / Electric Motor
HONDA-eHEV-1432,41.9,49.1,Hybrid Drive (Engine-Gen + Traction Motor),38.5,Disengaged / Electric Motor
HONDA-eHEV-1433,29.5,28.3,Hybrid Drive (Engine-Gen + Traction Motor),45.0,Disengaged / Electric Motor
HONDA-eHEV-1434,27.9,41.5,Hybrid Drive (Engine-Gen + Traction Motor),44.0,Disengaged / Electric Motor
HONDA-eHEV-1435,15.5,26.2,Hybrid Drive (Engine-Gen + Traction Motor),42.5,Disengaged / Electric Motor
HONDA-eHEV-1436,66.0,72.2,Hybrid Drive (Engine-Gen + Traction Motor),42.4,Disengaged / Electric Motor
HONDA-eHEV-1437,18.9,8.3,EV Drive (Battery Only),67.9,Disengaged / Electric Motor
HONDA-eHEV-1438,60.1,51.6,Hybrid Drive (Engine-Gen + Traction Motor),41.5,Disengaged / Electric Motor
HONDA-eHEV-1439,17.3,19.4,EV Drive (Battery Only),68.1,Disengaged / Electric Motor
HONDA-eHEV-1440,25.5,31.2,Hybrid Drive (Engine-Gen + Traction Motor),42.9,Disengaged / Electric Motor
HONDA-eHEV-1441,57.7,55.7,Hybrid Drive (Engine-Gen + Traction Motor),41.8,Disengaged / Electric Motor
HONDA-eHEV-1442,59.7,59.4,Hybrid Drive (Engine-Gen + Traction Motor),41.7,Disengaged / Electric Motor
HONDA-eHEV-1443,31.0,19.9,Hybrid Drive (Engine-Gen + Traction Motor),43.4,Disengaged / Electric Motor
HONDA-eHEV-1444,69.6,77.8,Hybrid Drive (Engine-Gen + Traction Motor),40.0,Disengaged / Electric Motor
HONDA-eHEV-1445,74.4,79.2,Hybrid Drive (Engine-Gen + Traction Motor),41.5,Disengaged / Electric Motor
HONDA-eHEV-1446,33.8,31.9,Hybrid Drive (Engine-Gen + Traction Motor),46.0,Disengaged / Electric Motor
HONDA-eHEV-1447,48.1,51.6,Hybrid Drive (Engine-Gen + Traction Motor),43.5,Disengaged / Electric Motor
HONDA-eHEV-1448,51.1,49.4,Hybrid Drive (Engine-Gen + Traction Motor),47.0,Disengaged / Electric Motor
HONDA-eHEV-1449,16.6,24.5,EV Drive (Battery Only),69.1,Disengaged / Electric Motor
HONDA-eHEV-1450,79.3,79.8,Hybrid Drive (Engine-Gen + Traction Motor),45.7,Disengaged / Electric Motor
