Detection_Event_ID,Road_User_Type,Distance_to_Vehicle_m,Crossing_Speed_m_s,Time_to_Collision_s,Safety_Intervention
VOLVO-VRU-1277,Pedestrian Running,42.5,1.8,3.69,Warning Prompt in Driver Display
VOLVO-VRU-1278,Cyclist Fast,30.4,1.7,2.89,Warning Prompt in Driver Display
VOLVO-VRU-1279,Cyclist Fast,20.4,6.2,1.53,Automatic Emergency Braking (AEB)
VOLVO-VRU-1280,Pedestrian Walking,41.8,2.4,3.88,Warning Prompt in Driver Display
VOLVO-VRU-1281,Pedestrian Walking,25.8,4.0,2.12,Warning Prompt in Driver Display
VOLVO-VRU-1282,Pedestrian Running,32.0,5.3,2.45,Warning Prompt in Driver Display
VOLVO-VRU-1283,Child Crossing,41.6,1.4,3.98,Warning Prompt in Driver Display
VOLVO-VRU-1284,Pedestrian Walking,17.4,7.2,1.24,Automatic Emergency Braking (AEB)
VOLVO-VRU-1285,Cyclist Fast,38.3,7.5,2.4,Warning Prompt in Driver Display
VOLVO-VRU-1286,Cyclist Fast,7.9,6.5,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-1287,Pedestrian Walking,38.3,3.8,3.13,Warning Prompt in Driver Display
VOLVO-VRU-1288,Pedestrian Walking,31.3,2.7,2.92,Warning Prompt in Driver Display
VOLVO-VRU-1289,Pedestrian Walking,27.5,3.5,2.39,Warning Prompt in Driver Display
VOLVO-VRU-1290,Cyclist Fast,17.0,4.2,1.22,Automatic Emergency Braking (AEB)
VOLVO-VRU-1291,Pedestrian Running,34.7,2.7,3.28,Warning Prompt in Driver Display
VOLVO-VRU-1292,Pedestrian Walking,35.7,2.9,3.26,Warning Prompt in Driver Display
VOLVO-VRU-1293,Pedestrian Walking,17.6,4.1,1.18,Automatic Emergency Braking (AEB)
VOLVO-VRU-1294,Cyclist Fast,9.0,5.5,0.78,Automatic Emergency Braking (AEB)
VOLVO-VRU-1295,Child Crossing,34.8,6.9,2.74,Warning Prompt in Driver Display
VOLVO-VRU-1296,Cyclist Fast,38.3,3.9,3.13,Warning Prompt in Driver Display
VOLVO-VRU-1297,Pedestrian Walking,22.7,4.7,2.02,Warning Prompt in Driver Display
VOLVO-VRU-1298,Pedestrian Walking,14.3,1.6,1.01,Automatic Emergency Braking (AEB)
VOLVO-VRU-1299,Pedestrian Walking,19.6,5.7,1.14,Automatic Emergency Braking (AEB)
VOLVO-VRU-1300,Pedestrian Running,5.8,5.9,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-1301,E-Scooter Commuter,34.7,2.9,2.98,Warning Prompt in Driver Display
VOLVO-VRU-1302,Pedestrian Walking,8.3,4.8,0.87,Automatic Emergency Braking (AEB)
VOLVO-VRU-1303,Pedestrian Walking,11.3,2.2,1.47,Automatic Emergency Braking (AEB)
VOLVO-VRU-1304,Pedestrian Running,32.0,6.2,2.18,Warning Prompt in Driver Display
VOLVO-VRU-1305,Pedestrian Walking,32.1,3.8,2.57,Warning Prompt in Driver Display
VOLVO-VRU-1306,E-Scooter Commuter,9.3,6.6,0.76,Automatic Emergency Braking (AEB)
VOLVO-VRU-1307,E-Scooter Commuter,35.8,6.8,2.33,Warning Prompt in Driver Display
VOLVO-VRU-1308,Pedestrian Walking,7.1,2.2,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-1309,Cyclist Fast,36.2,5.9,2.53,Warning Prompt in Driver Display
VOLVO-VRU-1310,E-Scooter Commuter,39.2,4.7,3.08,Warning Prompt in Driver Display
VOLVO-VRU-1311,Pedestrian Walking,25.8,7.1,1.67,Automatic Emergency Braking (AEB)
VOLVO-VRU-1312,Pedestrian Walking,14.0,3.5,1.19,Automatic Emergency Braking (AEB)
VOLVO-VRU-1313,Pedestrian Walking,30.0,4.3,2.21,Warning Prompt in Driver Display
VOLVO-VRU-1314,Pedestrian Running,27.7,2.1,2.68,Warning Prompt in Driver Display
VOLVO-VRU-1315,E-Scooter Commuter,41.9,1.8,4.12,Warning Prompt in Driver Display
VOLVO-VRU-1316,Pedestrian Running,20.8,3.8,1.65,Automatic Emergency Braking (AEB)
VOLVO-VRU-1317,E-Scooter Commuter,22.6,1.4,2.53,Warning Prompt in Driver Display
VOLVO-VRU-1318,Cyclist Fast,41.4,2.5,3.84,Warning Prompt in Driver Display
VOLVO-VRU-1319,Pedestrian Walking,41.3,2.1,4.13,Warning Prompt in Driver Display
VOLVO-VRU-1320,Pedestrian Walking,16.0,2.4,1.41,Automatic Emergency Braking (AEB)
VOLVO-VRU-1321,Cyclist Fast,30.4,6.9,1.87,Warning Prompt in Driver Display
VOLVO-VRU-1322,E-Scooter Commuter,25.0,1.7,2.61,Warning Prompt in Driver Display
VOLVO-VRU-1323,Pedestrian Running,42.6,6.3,2.96,Warning Prompt in Driver Display
VOLVO-VRU-1324,Pedestrian Walking,6.9,4.2,0.76,Automatic Emergency Braking (AEB)
VOLVO-VRU-1325,Pedestrian Walking,20.7,2.6,1.91,Warning Prompt in Driver Display
VOLVO-VRU-1326,Pedestrian Walking,11.7,1.1,1.25,Automatic Emergency Braking (AEB)
VOLVO-VRU-1327,Child Crossing,32.7,4.6,2.27,Warning Prompt in Driver Display
VOLVO-VRU-1328,Pedestrian Walking,6.0,7.0,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-1329,Child Crossing,10.9,6.4,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-1330,Cyclist Fast,34.2,3.2,3.2,Warning Prompt in Driver Display
VOLVO-VRU-1331,Pedestrian Walking,23.3,6.3,1.72,Automatic Emergency Braking (AEB)
VOLVO-VRU-1332,Cyclist Fast,18.6,3.5,1.97,Warning Prompt in Driver Display
VOLVO-VRU-1333,Pedestrian Running,27.0,7.1,1.66,Automatic Emergency Braking (AEB)
VOLVO-VRU-1334,Pedestrian Walking,20.8,5.6,1.38,Automatic Emergency Braking (AEB)
VOLVO-VRU-1335,Cyclist Fast,24.8,5.0,1.92,Warning Prompt in Driver Display
VOLVO-VRU-1336,Pedestrian Walking,23.1,2.8,1.8,Warning Prompt in Driver Display
VOLVO-VRU-1337,Pedestrian Walking,21.7,6.3,1.47,Automatic Emergency Braking (AEB)
VOLVO-VRU-1338,Pedestrian Walking,37.1,4.5,2.93,Warning Prompt in Driver Display
VOLVO-VRU-1339,Pedestrian Running,26.2,5.2,2.04,Warning Prompt in Driver Display
VOLVO-VRU-1340,Cyclist Fast,26.6,2.1,2.31,Warning Prompt in Driver Display
VOLVO-VRU-1341,Cyclist Fast,29.5,3.7,2.8,Warning Prompt in Driver Display
VOLVO-VRU-1342,Pedestrian Walking,9.2,1.6,0.84,Automatic Emergency Braking (AEB)
VOLVO-VRU-1343,Pedestrian Running,38.3,5.9,2.56,Warning Prompt in Driver Display
VOLVO-VRU-1344,Pedestrian Walking,35.4,2.2,3.61,Warning Prompt in Driver Display
VOLVO-VRU-1345,Pedestrian Walking,7.3,4.3,0.68,Automatic Emergency Braking (AEB)
VOLVO-VRU-1346,E-Scooter Commuter,31.2,1.7,2.93,Warning Prompt in Driver Display
VOLVO-VRU-1347,Pedestrian Walking,8.3,1.1,1.23,Automatic Emergency Braking (AEB)
VOLVO-VRU-1348,E-Scooter Commuter,23.2,5.9,1.37,Automatic Emergency Braking (AEB)
VOLVO-VRU-1349,Pedestrian Walking,5.5,2.1,0.64,Automatic Emergency Braking (AEB)
VOLVO-VRU-1350,Cyclist Fast,8.8,5.7,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-1351,Pedestrian Walking,42.2,7.0,2.42,Warning Prompt in Driver Display
VOLVO-VRU-1352,Pedestrian Walking,27.1,5.5,1.99,Warning Prompt in Driver Display
VOLVO-VRU-1353,E-Scooter Commuter,8.5,4.8,0.75,Automatic Emergency Braking (AEB)
VOLVO-VRU-1354,Pedestrian Walking,27.6,7.1,1.81,Warning Prompt in Driver Display
VOLVO-VRU-1355,Pedestrian Walking,35.8,7.3,2.46,Warning Prompt in Driver Display
VOLVO-VRU-1356,Cyclist Fast,35.6,4.5,2.78,Warning Prompt in Driver Display
VOLVO-VRU-1357,Cyclist Fast,31.4,4.0,2.49,Warning Prompt in Driver Display
VOLVO-VRU-1358,Pedestrian Walking,38.6,3.2,3.22,Warning Prompt in Driver Display
VOLVO-VRU-1359,E-Scooter Commuter,32.3,4.6,2.28,Warning Prompt in Driver Display
VOLVO-VRU-1360,Child Crossing,33.2,5.3,2.16,Warning Prompt in Driver Display
VOLVO-VRU-1361,Pedestrian Walking,34.8,4.1,2.89,Warning Prompt in Driver Display
VOLVO-VRU-1362,Pedestrian Walking,43.8,5.4,3.16,Warning Prompt in Driver Display
VOLVO-VRU-1363,Pedestrian Walking,28.4,4.0,2.17,Warning Prompt in Driver Display
VOLVO-VRU-1364,Cyclist Fast,11.3,1.8,1.39,Automatic Emergency Braking (AEB)
VOLVO-VRU-1365,E-Scooter Commuter,13.7,2.0,1.3,Automatic Emergency Braking (AEB)
VOLVO-VRU-1366,Child Crossing,11.7,3.8,1.14,Automatic Emergency Braking (AEB)
VOLVO-VRU-1367,Pedestrian Walking,7.7,2.8,0.7,Automatic Emergency Braking (AEB)
VOLVO-VRU-1368,Cyclist Fast,18.3,5.6,1.28,Automatic Emergency Braking (AEB)
VOLVO-VRU-1369,Pedestrian Running,33.6,3.1,2.94,Warning Prompt in Driver Display
VOLVO-VRU-1370,Cyclist Fast,18.8,5.6,1.27,Automatic Emergency Braking (AEB)
VOLVO-VRU-1371,Pedestrian Walking,24.4,2.4,2.03,Warning Prompt in Driver Display
VOLVO-VRU-1372,Pedestrian Running,28.6,2.7,2.89,Warning Prompt in Driver Display
VOLVO-VRU-1373,E-Scooter Commuter,8.5,2.9,0.76,Automatic Emergency Braking (AEB)
VOLVO-VRU-1374,Cyclist Fast,34.4,3.7,2.89,Warning Prompt in Driver Display
VOLVO-VRU-1375,Cyclist Fast,26.3,2.3,2.37,Warning Prompt in Driver Display
VOLVO-VRU-1376,Pedestrian Walking,39.9,4.7,2.91,Warning Prompt in Driver Display
VOLVO-VRU-1377,Pedestrian Walking,38.6,1.4,4.09,Warning Prompt in Driver Display
VOLVO-VRU-1378,E-Scooter Commuter,25.9,1.9,2.38,Warning Prompt in Driver Display
VOLVO-VRU-1379,Pedestrian Walking,23.5,3.0,2.01,Warning Prompt in Driver Display
VOLVO-VRU-1380,Pedestrian Walking,5.3,7.4,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-1381,Pedestrian Walking,31.6,2.4,2.9,Warning Prompt in Driver Display
VOLVO-VRU-1382,Pedestrian Walking,18.5,1.2,1.75,Automatic Emergency Braking (AEB)
VOLVO-VRU-1383,Pedestrian Walking,32.5,3.8,2.45,Warning Prompt in Driver Display
VOLVO-VRU-1384,Pedestrian Walking,37.7,5.5,2.79,Warning Prompt in Driver Display
VOLVO-VRU-1385,Pedestrian Walking,42.0,2.0,3.97,Warning Prompt in Driver Display
VOLVO-VRU-1386,Cyclist Fast,23.0,1.4,2.39,Warning Prompt in Driver Display
VOLVO-VRU-1387,Pedestrian Walking,11.4,3.4,0.9,Automatic Emergency Braking (AEB)
VOLVO-VRU-1388,Cyclist Fast,25.8,7.2,1.85,Warning Prompt in Driver Display
VOLVO-VRU-1389,Pedestrian Walking,43.6,5.9,3.1,Warning Prompt in Driver Display
VOLVO-VRU-1390,Pedestrian Walking,18.8,7.1,1.1,Automatic Emergency Braking (AEB)
VOLVO-VRU-1391,Pedestrian Walking,21.4,4.4,1.76,Automatic Emergency Braking (AEB)
VOLVO-VRU-1392,Pedestrian Walking,43.5,3.6,3.87,Warning Prompt in Driver Display
VOLVO-VRU-1393,Cyclist Fast,6.4,5.1,0.84,Automatic Emergency Braking (AEB)
VOLVO-VRU-1394,Pedestrian Walking,39.0,1.6,3.79,Warning Prompt in Driver Display
VOLVO-VRU-1395,E-Scooter Commuter,32.2,4.1,2.69,Warning Prompt in Driver Display
VOLVO-VRU-1396,Pedestrian Walking,37.1,1.6,3.64,Warning Prompt in Driver Display
VOLVO-VRU-1397,Pedestrian Walking,42.6,5.3,3.14,Warning Prompt in Driver Display
VOLVO-VRU-1398,Child Crossing,27.7,4.9,1.88,Warning Prompt in Driver Display
VOLVO-VRU-1399,Pedestrian Running,31.6,3.3,2.66,Warning Prompt in Driver Display
VOLVO-VRU-1400,Pedestrian Walking,32.1,3.7,2.68,Warning Prompt in Driver Display
VOLVO-VRU-1401,Cyclist Fast,27.6,1.2,3.0,Warning Prompt in Driver Display
VOLVO-VRU-1402,Pedestrian Walking,38.0,6.9,2.79,Warning Prompt in Driver Display
VOLVO-VRU-1403,Pedestrian Walking,44.5,3.9,3.85,Warning Prompt in Driver Display
VOLVO-VRU-1404,Pedestrian Running,29.3,5.5,1.98,Warning Prompt in Driver Display
VOLVO-VRU-1405,E-Scooter Commuter,30.9,7.0,1.85,Warning Prompt in Driver Display
VOLVO-VRU-1406,Pedestrian Walking,8.7,7.4,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-1407,Pedestrian Walking,34.7,5.4,2.66,Warning Prompt in Driver Display
VOLVO-VRU-1408,Cyclist Fast,31.7,1.9,3.02,Warning Prompt in Driver Display
VOLVO-VRU-1409,E-Scooter Commuter,23.7,7.1,1.46,Automatic Emergency Braking (AEB)
VOLVO-VRU-1410,Pedestrian Running,13.3,3.6,0.98,Automatic Emergency Braking (AEB)
VOLVO-VRU-1411,Pedestrian Walking,11.1,3.5,0.94,Automatic Emergency Braking (AEB)
VOLVO-VRU-1412,E-Scooter Commuter,8.7,4.1,0.69,Automatic Emergency Braking (AEB)
VOLVO-VRU-1413,Pedestrian Walking,15.5,2.2,1.68,Automatic Emergency Braking (AEB)
VOLVO-VRU-1414,Pedestrian Walking,6.5,4.9,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-1415,Pedestrian Walking,27.3,3.0,2.16,Warning Prompt in Driver Display
VOLVO-VRU-1416,Pedestrian Walking,26.1,3.2,1.87,Warning Prompt in Driver Display
VOLVO-VRU-1417,Pedestrian Running,21.1,3.4,1.99,Warning Prompt in Driver Display
VOLVO-VRU-1418,Cyclist Fast,15.8,4.3,1.09,Automatic Emergency Braking (AEB)
VOLVO-VRU-1419,Cyclist Fast,9.3,4.1,0.87,Automatic Emergency Braking (AEB)
VOLVO-VRU-1420,Pedestrian Walking,11.5,1.2,0.96,Automatic Emergency Braking (AEB)
VOLVO-VRU-1421,E-Scooter Commuter,8.7,2.0,0.94,Automatic Emergency Braking (AEB)
VOLVO-VRU-1422,Pedestrian Walking,29.4,7.1,1.99,Warning Prompt in Driver Display
VOLVO-VRU-1423,Child Crossing,6.7,5.6,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-1424,Pedestrian Walking,36.7,3.9,3.2,Warning Prompt in Driver Display
VOLVO-VRU-1425,Cyclist Fast,26.6,6.6,1.72,Automatic Emergency Braking (AEB)
VOLVO-VRU-1426,Pedestrian Walking,12.6,4.1,1.13,Automatic Emergency Braking (AEB)
VOLVO-VRU-1427,Pedestrian Walking,39.9,6.9,2.67,Warning Prompt in Driver Display
VOLVO-VRU-1428,Cyclist Fast,13.9,1.6,1.51,Automatic Emergency Braking (AEB)
VOLVO-VRU-1429,Child Crossing,39.2,5.2,2.74,Warning Prompt in Driver Display
VOLVO-VRU-1430,Pedestrian Walking,14.9,3.6,1.64,Automatic Emergency Braking (AEB)
VOLVO-VRU-1431,Cyclist Fast,27.1,4.2,2.26,Warning Prompt in Driver Display
VOLVO-VRU-1432,Pedestrian Walking,9.8,2.9,0.78,Automatic Emergency Braking (AEB)
VOLVO-VRU-1433,Pedestrian Running,8.7,5.1,0.79,Automatic Emergency Braking (AEB)
VOLVO-VRU-1434,Pedestrian Walking,6.2,4.6,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-1435,Pedestrian Walking,20.8,6.4,1.34,Automatic Emergency Braking (AEB)
VOLVO-VRU-1436,Pedestrian Running,26.2,1.6,2.73,Warning Prompt in Driver Display
VOLVO-VRU-1437,Pedestrian Walking,16.5,1.5,1.76,Automatic Emergency Braking (AEB)
VOLVO-VRU-1438,Pedestrian Walking,32.7,6.7,2.32,Warning Prompt in Driver Display
VOLVO-VRU-1439,E-Scooter Commuter,37.9,2.5,3.59,Warning Prompt in Driver Display
VOLVO-VRU-1440,Pedestrian Running,26.9,2.0,2.5,Warning Prompt in Driver Display
VOLVO-VRU-1441,Pedestrian Walking,12.0,7.4,0.73,Automatic Emergency Braking (AEB)
VOLVO-VRU-1442,Child Crossing,27.7,5.2,2.11,Warning Prompt in Driver Display
VOLVO-VRU-1443,Pedestrian Walking,18.9,5.3,1.14,Automatic Emergency Braking (AEB)
VOLVO-VRU-1444,Pedestrian Walking,28.4,6.8,1.89,Warning Prompt in Driver Display
VOLVO-VRU-1445,Pedestrian Walking,11.4,7.3,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-1446,E-Scooter Commuter,18.6,5.9,1.12,Automatic Emergency Braking (AEB)
VOLVO-VRU-1447,Cyclist Fast,26.9,7.5,1.32,Automatic Emergency Braking (AEB)
VOLVO-VRU-1448,Pedestrian Walking,28.6,1.6,3.03,Warning Prompt in Driver Display
VOLVO-VRU-1449,Cyclist Fast,23.2,5.1,1.78,Automatic Emergency Braking (AEB)
VOLVO-VRU-1450,Pedestrian Walking,13.0,1.4,1.51,Automatic Emergency Braking (AEB)
VOLVO-VRU-1451,Pedestrian Running,33.2,2.5,2.91,Warning Prompt in Driver Display
VOLVO-VRU-1452,Child Crossing,11.1,4.5,0.7,Automatic Emergency Braking (AEB)
VOLVO-VRU-1453,Child Crossing,21.2,4.5,1.42,Automatic Emergency Braking (AEB)
VOLVO-VRU-1454,Cyclist Fast,25.6,1.4,2.93,Warning Prompt in Driver Display
VOLVO-VRU-1455,E-Scooter Commuter,14.1,3.6,1.34,Automatic Emergency Braking (AEB)
VOLVO-VRU-1456,Pedestrian Walking,11.0,4.2,0.99,Automatic Emergency Braking (AEB)
VOLVO-VRU-1457,Pedestrian Walking,33.8,3.1,2.84,Warning Prompt in Driver Display
VOLVO-VRU-1458,Cyclist Fast,27.0,2.2,2.85,Warning Prompt in Driver Display
VOLVO-VRU-1459,Pedestrian Walking,22.7,7.5,1.35,Automatic Emergency Braking (AEB)
VOLVO-VRU-1460,Pedestrian Running,40.3,1.9,4.01,Warning Prompt in Driver Display
VOLVO-VRU-1461,E-Scooter Commuter,25.5,4.1,2.03,Warning Prompt in Driver Display
VOLVO-VRU-1462,E-Scooter Commuter,44.7,1.9,4.15,Warning Prompt in Driver Display
VOLVO-VRU-1463,Cyclist Fast,16.5,2.1,1.57,Automatic Emergency Braking (AEB)
VOLVO-VRU-1464,E-Scooter Commuter,5.2,7.1,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-1465,Pedestrian Running,7.8,2.7,0.63,Automatic Emergency Braking (AEB)
VOLVO-VRU-1466,Cyclist Fast,6.5,5.3,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-1467,E-Scooter Commuter,7.4,1.2,0.73,Automatic Emergency Braking (AEB)
VOLVO-VRU-1468,Pedestrian Walking,41.8,1.4,4.41,Warning Prompt in Driver Display
VOLVO-VRU-1469,Child Crossing,17.8,2.0,1.7,Automatic Emergency Braking (AEB)
VOLVO-VRU-1470,Child Crossing,6.6,2.9,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-1471,Pedestrian Walking,8.0,4.5,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-1472,Child Crossing,7.1,6.9,1.11,Automatic Emergency Braking (AEB)
VOLVO-VRU-1473,Pedestrian Walking,12.0,6.1,0.92,Automatic Emergency Braking (AEB)
VOLVO-VRU-1474,Pedestrian Walking,5.5,5.1,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-1475,Pedestrian Running,42.7,5.7,2.99,Warning Prompt in Driver Display
VOLVO-VRU-1476,Pedestrian Running,27.5,2.1,2.78,Warning Prompt in Driver Display
VOLVO-VRU-1477,Pedestrian Walking,38.0,6.5,2.51,Warning Prompt in Driver Display
VOLVO-VRU-1478,Child Crossing,43.9,5.3,3.04,Warning Prompt in Driver Display
VOLVO-VRU-1479,Pedestrian Walking,17.3,6.3,1.71,Automatic Emergency Braking (AEB)
VOLVO-VRU-1480,Pedestrian Walking,22.0,6.7,1.67,Automatic Emergency Braking (AEB)
VOLVO-VRU-1481,Pedestrian Walking,15.3,6.1,0.9,Automatic Emergency Braking (AEB)
VOLVO-VRU-1482,Pedestrian Running,10.2,3.1,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-1483,Cyclist Fast,14.1,4.5,1.25,Automatic Emergency Braking (AEB)
VOLVO-VRU-1484,Pedestrian Walking,16.8,7.2,1.14,Automatic Emergency Braking (AEB)
VOLVO-VRU-1485,Pedestrian Walking,21.8,4.9,1.87,Warning Prompt in Driver Display
VOLVO-VRU-1486,Cyclist Fast,9.0,3.5,1.26,Automatic Emergency Braking (AEB)
VOLVO-VRU-1487,Cyclist Fast,44.5,3.5,3.71,Warning Prompt in Driver Display
VOLVO-VRU-1488,Pedestrian Walking,7.7,2.1,0.92,Automatic Emergency Braking (AEB)
VOLVO-VRU-1489,Cyclist Fast,19.1,4.7,1.5,Automatic Emergency Braking (AEB)
VOLVO-VRU-1490,Pedestrian Walking,19.1,1.8,1.91,Warning Prompt in Driver Display
VOLVO-VRU-1491,Pedestrian Walking,14.4,7.3,0.99,Automatic Emergency Braking (AEB)
VOLVO-VRU-1492,Pedestrian Running,5.8,1.8,0.66,Automatic Emergency Braking (AEB)
VOLVO-VRU-1493,Child Crossing,27.4,3.7,2.46,Warning Prompt in Driver Display
VOLVO-VRU-1494,Pedestrian Running,6.7,5.3,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-1495,Pedestrian Running,44.2,7.1,2.99,Warning Prompt in Driver Display
VOLVO-VRU-1496,Pedestrian Walking,34.2,3.2,2.85,Warning Prompt in Driver Display
VOLVO-VRU-1497,Pedestrian Walking,43.2,2.7,4.04,Warning Prompt in Driver Display
VOLVO-VRU-1498,Pedestrian Running,33.1,2.5,2.78,Warning Prompt in Driver Display
VOLVO-VRU-1499,Pedestrian Walking,14.7,2.1,1.16,Automatic Emergency Braking (AEB)
VOLVO-VRU-1500,Child Crossing,31.4,2.5,2.78,Warning Prompt in Driver Display
VOLVO-VRU-1501,Pedestrian Walking,38.7,4.8,2.68,Warning Prompt in Driver Display
VOLVO-VRU-1502,Pedestrian Walking,16.9,4.6,1.39,Automatic Emergency Braking (AEB)
VOLVO-VRU-1503,Pedestrian Walking,31.8,5.6,2.24,Warning Prompt in Driver Display
VOLVO-VRU-1504,E-Scooter Commuter,26.1,3.7,2.28,Warning Prompt in Driver Display
VOLVO-VRU-1505,Cyclist Fast,11.1,1.6,0.96,Automatic Emergency Braking (AEB)
VOLVO-VRU-1506,Pedestrian Walking,42.4,4.6,3.04,Warning Prompt in Driver Display
VOLVO-VRU-1507,Pedestrian Walking,21.2,4.2,1.68,Automatic Emergency Braking (AEB)
VOLVO-VRU-1508,Child Crossing,29.1,5.7,2.08,Warning Prompt in Driver Display
VOLVO-VRU-1509,Pedestrian Walking,32.1,1.4,3.38,Warning Prompt in Driver Display
VOLVO-VRU-1510,Pedestrian Walking,11.6,6.6,0.65,Automatic Emergency Braking (AEB)
VOLVO-VRU-1511,Pedestrian Running,27.7,4.8,1.95,Warning Prompt in Driver Display
VOLVO-VRU-1512,Pedestrian Walking,10.2,4.4,0.82,Automatic Emergency Braking (AEB)
VOLVO-VRU-1513,E-Scooter Commuter,18.0,2.8,1.41,Automatic Emergency Braking (AEB)
VOLVO-VRU-1514,Pedestrian Walking,6.3,1.9,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-1515,Pedestrian Running,23.6,4.5,1.74,Automatic Emergency Braking (AEB)
VOLVO-VRU-1516,Cyclist Fast,11.1,6.0,0.71,Automatic Emergency Braking (AEB)
VOLVO-VRU-1517,Pedestrian Walking,5.1,6.5,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-1518,Pedestrian Walking,28.5,5.5,2.29,Warning Prompt in Driver Display
VOLVO-VRU-1519,Pedestrian Running,22.6,5.7,1.71,Automatic Emergency Braking (AEB)
VOLVO-VRU-1520,Child Crossing,32.9,4.2,2.67,Warning Prompt in Driver Display
VOLVO-VRU-1521,Cyclist Fast,38.2,2.2,3.72,Warning Prompt in Driver Display
VOLVO-VRU-1522,Pedestrian Walking,5.9,2.5,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-1523,E-Scooter Commuter,27.5,7.2,1.87,Warning Prompt in Driver Display
VOLVO-VRU-1524,Pedestrian Walking,9.9,5.2,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-1525,Pedestrian Walking,15.7,4.4,1.81,Warning Prompt in Driver Display
VOLVO-VRU-1526,Pedestrian Running,8.4,3.1,0.64,Automatic Emergency Braking (AEB)
VOLVO-VRU-1527,Cyclist Fast,19.0,7.4,1.14,Automatic Emergency Braking (AEB)
VOLVO-VRU-1528,E-Scooter Commuter,22.5,3.6,1.66,Automatic Emergency Braking (AEB)
VOLVO-VRU-1529,Cyclist Fast,36.3,6.1,2.37,Warning Prompt in Driver Display
VOLVO-VRU-1530,Cyclist Fast,30.5,1.3,3.54,Warning Prompt in Driver Display
VOLVO-VRU-1531,Pedestrian Walking,28.7,7.0,1.85,Warning Prompt in Driver Display
VOLVO-VRU-1532,Pedestrian Walking,32.1,6.3,2.09,Warning Prompt in Driver Display
VOLVO-VRU-1533,Cyclist Fast,17.6,1.4,1.98,Warning Prompt in Driver Display
VOLVO-VRU-1534,Pedestrian Walking,26.0,7.3,1.62,Automatic Emergency Braking (AEB)
VOLVO-VRU-1535,E-Scooter Commuter,5.9,3.9,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-1536,Pedestrian Running,15.4,4.2,0.88,Automatic Emergency Braking (AEB)
VOLVO-VRU-1537,Pedestrian Walking,42.6,6.3,2.77,Warning Prompt in Driver Display
VOLVO-VRU-1538,Cyclist Fast,44.8,3.5,3.78,Warning Prompt in Driver Display
VOLVO-VRU-1539,Pedestrian Walking,19.4,6.6,0.99,Automatic Emergency Braking (AEB)
VOLVO-VRU-1540,E-Scooter Commuter,13.8,6.4,1.11,Automatic Emergency Braking (AEB)
VOLVO-VRU-1541,Cyclist Fast,39.0,4.3,3.28,Warning Prompt in Driver Display
VOLVO-VRU-1542,Pedestrian Walking,35.5,4.4,2.44,Warning Prompt in Driver Display
VOLVO-VRU-1543,Cyclist Fast,37.8,3.1,3.32,Warning Prompt in Driver Display
VOLVO-VRU-1544,Cyclist Fast,32.0,2.0,3.14,Warning Prompt in Driver Display
VOLVO-VRU-1545,E-Scooter Commuter,35.7,3.2,3.01,Warning Prompt in Driver Display
VOLVO-VRU-1546,Cyclist Fast,16.4,1.9,1.23,Automatic Emergency Braking (AEB)
VOLVO-VRU-1547,Pedestrian Walking,5.7,6.1,0.85,Automatic Emergency Braking (AEB)
VOLVO-VRU-1548,Pedestrian Walking,41.5,5.9,2.64,Warning Prompt in Driver Display
VOLVO-VRU-1549,Pedestrian Walking,14.7,6.0,1.25,Automatic Emergency Braking (AEB)
VOLVO-VRU-1550,Pedestrian Walking,22.8,3.2,1.78,Automatic Emergency Braking (AEB)
VOLVO-VRU-1551,Pedestrian Walking,25.2,4.6,1.89,Warning Prompt in Driver Display
VOLVO-VRU-1552,Pedestrian Running,6.5,2.4,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-1553,E-Scooter Commuter,31.7,5.7,2.21,Warning Prompt in Driver Display
VOLVO-VRU-1554,Pedestrian Walking,28.2,3.7,2.36,Warning Prompt in Driver Display
