Aero_Run_ID,Speed_kmh,Lateral_Acceleration_G,ALA_Flap_State,Total_Downforce_kg,Inner_Wheel_Yaw_Load_pct
LAMBO-ALA-2308,294.4,-0.39,Aero-Vectoring Left,270.6,40.7
LAMBO-ALA-2309,160.3,0.78,Aero-Vectoring Right,99.7,61.6
LAMBO-ALA-2310,222.1,-1.14,Aero-Vectoring Left,140.7,30.2
LAMBO-ALA-2311,275.5,-1.46,High Downforce (Flaps Closed),352.6,28.6
LAMBO-ALA-2312,284.8,-0.14,Low Drag (Flaps Open),112.8,48.7
LAMBO-ALA-2313,135.0,-0.24,High Downforce (Flaps Closed),66.4,46.2
LAMBO-ALA-2314,235.9,-1.05,Aero-Vectoring Right,160.9,33.7
LAMBO-ALA-2315,210.5,-1.44,Aero-Vectoring Right,143.0,32.3
LAMBO-ALA-2316,332.3,-0.21,Aero-Vectoring Right,351.0,47.4
LAMBO-ALA-2317,225.7,0.13,High Downforce (Flaps Closed),233.2,50.6
LAMBO-ALA-2318,183.8,0.33,Aero-Vectoring Left,114.7,53.6
LAMBO-ALA-2319,151.7,0.92,Aero-Vectoring Left,68.7,65.1
LAMBO-ALA-2320,180.4,-0.18,Aero-Vectoring Left,113.6,47.4
LAMBO-ALA-2321,158.9,0.86,High Downforce (Flaps Closed),117.9,62.2
LAMBO-ALA-2322,258.3,1.03,Low Drag (Flaps Open),99.2,69.0
LAMBO-ALA-2323,230.9,1.46,Low Drag (Flaps Open),69.4,70.5
LAMBO-ALA-2324,312.1,1.33,Low Drag (Flaps Open),134.3,72.0
LAMBO-ALA-2325,153.7,-1.24,Low Drag (Flaps Open),27.5,31.0
LAMBO-ALA-2326,148.7,-0.24,High Downforce (Flaps Closed),91.2,48.4
LAMBO-ALA-2327,188.0,-0.64,Aero-Vectoring Right,110.1,44.5
LAMBO-ALA-2328,215.1,0.09,High Downforce (Flaps Closed),222.0,50.7
LAMBO-ALA-2329,188.1,-0.84,Aero-Vectoring Right,121.2,38.2
LAMBO-ALA-2330,285.0,-0.12,Aero-Vectoring Left,255.4,48.8
LAMBO-ALA-2331,135.4,0.3,Low Drag (Flaps Open),22.7,52.5
LAMBO-ALA-2332,312.7,-1.18,Aero-Vectoring Right,322.7,33.6
LAMBO-ALA-2333,267.7,-0.41,High Downforce (Flaps Closed),334.7,44.9
LAMBO-ALA-2334,176.5,0.28,Low Drag (Flaps Open),43.9,52.9
LAMBO-ALA-2335,315.2,-1.3,High Downforce (Flaps Closed),456.5,32.1
LAMBO-ALA-2336,218.5,-1.25,Aero-Vectoring Left,144.9,32.9
LAMBO-ALA-2337,225.1,-0.86,High Downforce (Flaps Closed),224.2,38.8
LAMBO-ALA-2338,214.2,0.37,Aero-Vectoring Left,146.5,55.0
LAMBO-ALA-2339,256.5,0.48,Aero-Vectoring Left,204.9,61.3
LAMBO-ALA-2340,282.4,-1.36,Aero-Vectoring Right,257.6,30.1
LAMBO-ALA-2341,300.7,-1.36,Aero-Vectoring Left,287.7,30.8
LAMBO-ALA-2342,337.4,-0.7,Aero-Vectoring Right,369.6,38.4
LAMBO-ALA-2343,306.9,0.45,Low Drag (Flaps Open),136.0,52.6
LAMBO-ALA-2344,204.9,-0.26,Low Drag (Flaps Open),59.1,46.0
LAMBO-ALA-2345,182.0,1.01,Low Drag (Flaps Open),41.9,67.0
LAMBO-ALA-2346,160.0,0.08,Low Drag (Flaps Open),29.1,49.0
LAMBO-ALA-2347,239.6,0.8,Aero-Vectoring Right,183.6,59.6
LAMBO-ALA-2348,315.3,0.67,High Downforce (Flaps Closed),451.0,60.0
LAMBO-ALA-2349,189.9,-1.22,Aero-Vectoring Left,104.8,33.8
LAMBO-ALA-2350,282.3,0.64,Aero-Vectoring Right,252.4,58.4
LAMBO-ALA-2351,205.7,-0.66,High Downforce (Flaps Closed),191.1,41.8
LAMBO-ALA-2352,220.1,1.43,High Downforce (Flaps Closed),210.6,70.5
LAMBO-ALA-2353,154.1,0.17,High Downforce (Flaps Closed),112.1,52.9
LAMBO-ALA-2354,308.3,-0.18,High Downforce (Flaps Closed),430.4,46.2
LAMBO-ALA-2355,200.9,-1.01,High Downforce (Flaps Closed),169.8,37.4
LAMBO-ALA-2356,251.6,-1.03,High Downforce (Flaps Closed),296.6,35.8
LAMBO-ALA-2357,315.3,0.06,High Downforce (Flaps Closed),446.5,50.5
LAMBO-ALA-2358,256.5,-0.56,Low Drag (Flaps Open),97.1,39.6
LAMBO-ALA-2359,179.7,0.46,Aero-Vectoring Left,93.1,57.4
LAMBO-ALA-2360,302.4,-0.57,High Downforce (Flaps Closed),421.7,41.7
LAMBO-ALA-2361,220.0,-1.18,Low Drag (Flaps Open),71.6,33.0
LAMBO-ALA-2362,125.2,-0.81,High Downforce (Flaps Closed),81.1,37.5
LAMBO-ALA-2363,188.1,-0.35,Aero-Vectoring Left,114.5,44.2
LAMBO-ALA-2364,288.1,-0.44,High Downforce (Flaps Closed),380.2,46.1
LAMBO-ALA-2365,260.5,-0.24,Aero-Vectoring Left,227.2,50.3
LAMBO-ALA-2366,127.5,1.49,Aero-Vectoring Right,44.5,68.5
LAMBO-ALA-2367,162.8,-1.07,Aero-Vectoring Right,75.4,36.0
LAMBO-ALA-2368,144.1,0.85,Low Drag (Flaps Open),30.6,63.3
LAMBO-ALA-2369,171.0,-1.36,High Downforce (Flaps Closed),143.9,31.5
LAMBO-ALA-2370,226.7,-1.17,Low Drag (Flaps Open),70.8,30.2
LAMBO-ALA-2371,123.6,-0.18,Aero-Vectoring Left,56.7,48.2
LAMBO-ALA-2372,178.3,0.12,High Downforce (Flaps Closed),135.3,49.8
LAMBO-ALA-2373,166.0,0.98,High Downforce (Flaps Closed),107.8,62.6
LAMBO-ALA-2374,275.6,-1.42,Aero-Vectoring Right,239.0,28.0
LAMBO-ALA-2375,204.5,-1.48,High Downforce (Flaps Closed),192.2,28.0
LAMBO-ALA-2376,189.2,-0.66,Low Drag (Flaps Open),56.5,42.0
LAMBO-ALA-2377,163.5,1.23,Aero-Vectoring Right,88.4,68.5
LAMBO-ALA-2378,172.2,-1.42,Low Drag (Flaps Open),39.2,31.8
LAMBO-ALA-2379,255.7,1.07,Low Drag (Flaps Open),95.3,65.3
LAMBO-ALA-2380,332.3,-0.61,Aero-Vectoring Left,350.6,42.7
LAMBO-ALA-2381,214.2,-0.23,Low Drag (Flaps Open),63.9,44.9
LAMBO-ALA-2382,223.4,-0.73,High Downforce (Flaps Closed),237.8,37.1
LAMBO-ALA-2383,303.7,-0.58,Low Drag (Flaps Open),135.0,37.3
LAMBO-ALA-2384,137.1,0.1,Aero-Vectoring Left,64.2,48.4
LAMBO-ALA-2385,225.8,0.66,Aero-Vectoring Right,162.6,61.8
LAMBO-ALA-2386,274.2,-1.2,Aero-Vectoring Right,234.3,29.4
LAMBO-ALA-2387,232.5,-0.95,High Downforce (Flaps Closed),245.0,36.8
LAMBO-ALA-2388,303.1,0.77,Aero-Vectoring Left,278.1,59.6
LAMBO-ALA-2389,248.0,1.22,Aero-Vectoring Left,189.5,65.5
LAMBO-ALA-2390,255.5,0.68,High Downforce (Flaps Closed),290.9,57.3
LAMBO-ALA-2391,320.1,-1.07,High Downforce (Flaps Closed),474.2,35.7
LAMBO-ALA-2392,260.0,1.02,Low Drag (Flaps Open),89.3,64.5
LAMBO-ALA-2393,136.7,0.24,Low Drag (Flaps Open),25.1,55.0
LAMBO-ALA-2394,172.4,-0.43,Aero-Vectoring Left,104.0,46.8
LAMBO-ALA-2395,141.1,-1.35,Low Drag (Flaps Open),28.5,33.0
LAMBO-ALA-2396,182.6,-0.76,High Downforce (Flaps Closed),154.1,38.4
LAMBO-ALA-2397,288.9,1.11,Low Drag (Flaps Open),108.7,63.3
LAMBO-ALA-2398,161.7,-0.92,Low Drag (Flaps Open),36.6,35.2
LAMBO-ALA-2399,154.3,0.01,Low Drag (Flaps Open),41.6,49.2
LAMBO-ALA-2400,201.6,-1.18,Aero-Vectoring Left,128.8,35.9
LAMBO-ALA-2401,142.8,-0.7,Aero-Vectoring Right,58.5,40.6
LAMBO-ALA-2402,272.8,0.1,Aero-Vectoring Right,226.8,49.4
LAMBO-ALA-2403,273.5,0.26,Aero-Vectoring Right,233.3,58.2
LAMBO-ALA-2404,248.6,-0.82,Aero-Vectoring Right,200.3,36.5
LAMBO-ALA-2405,228.4,-0.62,High Downforce (Flaps Closed),244.7,41.4
LAMBO-ALA-2406,228.9,1.26,Low Drag (Flaps Open),68.5,67.1
LAMBO-ALA-2407,137.7,-1.18,Low Drag (Flaps Open),28.0,32.1
LAMBO-ALA-2408,148.5,-0.69,Low Drag (Flaps Open),44.3,38.7
LAMBO-ALA-2409,199.6,0.6,Aero-Vectoring Left,131.8,53.8
LAMBO-ALA-2410,321.3,-0.92,Aero-Vectoring Left,319.5,36.1
LAMBO-ALA-2411,207.9,-0.37,Low Drag (Flaps Open),51.7,45.4
LAMBO-ALA-2412,157.6,1.07,High Downforce (Flaps Closed),114.9,63.9
LAMBO-ALA-2413,171.0,-0.43,High Downforce (Flaps Closed),128.3,44.4
LAMBO-ALA-2414,251.5,0.55,High Downforce (Flaps Closed),275.9,54.8
LAMBO-ALA-2415,218.2,1.23,Aero-Vectoring Right,156.8,64.9
LAMBO-ALA-2416,132.0,0.17,Aero-Vectoring Right,54.8,53.3
LAMBO-ALA-2417,140.8,-0.08,Aero-Vectoring Right,73.7,49.3
LAMBO-ALA-2418,292.4,1.17,High Downforce (Flaps Closed),395.7,69.8
LAMBO-ALA-2419,183.5,1.15,High Downforce (Flaps Closed),155.4,67.2
LAMBO-ALA-2420,143.6,-1.43,Aero-Vectoring Left,68.7,28.9
LAMBO-ALA-2421,157.1,0.55,High Downforce (Flaps Closed),123.9,59.4
LAMBO-ALA-2422,159.2,-1.01,High Downforce (Flaps Closed),85.2,32.5
LAMBO-ALA-2423,230.0,-0.02,High Downforce (Flaps Closed),222.8,46.4
LAMBO-ALA-2424,195.9,-0.53,Aero-Vectoring Right,115.0,40.5
LAMBO-ALA-2425,260.1,-0.55,Aero-Vectoring Right,224.9,41.8
LAMBO-ALA-2426,146.6,1.32,Aero-Vectoring Right,76.3,68.2
LAMBO-ALA-2427,238.2,1.48,Aero-Vectoring Right,181.1,69.2
LAMBO-ALA-2428,251.1,1.3,High Downforce (Flaps Closed),285.7,70.0
LAMBO-ALA-2429,195.3,-0.32,Aero-Vectoring Right,133.0,46.9
LAMBO-ALA-2430,217.6,-0.39,Aero-Vectoring Right,150.9,45.9
LAMBO-ALA-2431,290.4,0.99,Aero-Vectoring Right,260.1,62.7
LAMBO-ALA-2432,303.6,0.06,Aero-Vectoring Right,311.4,51.3
LAMBO-ALA-2433,269.2,-1.3,Low Drag (Flaps Open),106.3,34.5
LAMBO-ALA-2434,223.8,0.23,Low Drag (Flaps Open),73.6,52.7
LAMBO-ALA-2435,160.9,-1.11,High Downforce (Flaps Closed),142.3,34.7
LAMBO-ALA-2436,126.2,-1.08,Aero-Vectoring Right,44.9,33.7
LAMBO-ALA-2437,129.7,-0.71,Aero-Vectoring Left,46.0,40.0
LAMBO-ALA-2438,132.3,0.15,Low Drag (Flaps Open),21.5,51.3
LAMBO-ALA-2439,323.7,-0.75,Low Drag (Flaps Open),153.1,37.8
LAMBO-ALA-2440,166.7,-0.17,Aero-Vectoring Right,92.4,49.3
LAMBO-ALA-2441,205.1,1.23,Low Drag (Flaps Open),69.9,64.6
LAMBO-ALA-2442,248.7,-0.56,High Downforce (Flaps Closed),266.7,43.0
LAMBO-ALA-2443,300.5,0.26,Low Drag (Flaps Open),128.0,56.9
LAMBO-ALA-2444,334.1,0.21,High Downforce (Flaps Closed),499.9,54.7
LAMBO-ALA-2445,339.2,1.2,Aero-Vectoring Left,369.4,69.1
LAMBO-ALA-2446,151.3,-1.14,High Downforce (Flaps Closed),103.5,32.4
LAMBO-ALA-2447,174.6,0.57,Aero-Vectoring Left,94.8,60.9
LAMBO-ALA-2448,310.0,-0.86,Aero-Vectoring Right,304.7,38.8
LAMBO-ALA-2449,271.5,1.38,High Downforce (Flaps Closed),331.2,69.4
LAMBO-ALA-2450,189.7,-0.78,High Downforce (Flaps Closed),156.8,40.0
LAMBO-ALA-2451,335.4,0.09,Low Drag (Flaps Open),155.9,53.4
LAMBO-ALA-2452,138.4,1.11,Aero-Vectoring Right,70.1,65.8
LAMBO-ALA-2453,320.0,-1.47,High Downforce (Flaps Closed),459.1,31.6
LAMBO-ALA-2454,332.4,-1.09,High Downforce (Flaps Closed),482.5,36.5
LAMBO-ALA-2455,269.2,-1.36,Low Drag (Flaps Open),102.1,31.8
LAMBO-ALA-2456,211.4,0.26,Aero-Vectoring Right,140.8,55.4
LAMBO-ALA-2457,136.5,-0.67,Aero-Vectoring Right,53.9,38.8
LAMBO-ALA-2458,218.4,-0.66,Aero-Vectoring Right,158.1,42.9
LAMBO-ALA-2459,208.6,-1.36,Low Drag (Flaps Open),65.6,28.6
LAMBO-ALA-2460,138.1,-0.51,High Downforce (Flaps Closed),89.4,38.4
LAMBO-ALA-2461,161.3,1.16,Aero-Vectoring Right,83.4,61.6
LAMBO-ALA-2462,304.1,1.19,High Downforce (Flaps Closed),410.2,64.2
LAMBO-ALA-2463,224.4,-0.74,Aero-Vectoring Right,162.2,42.5
LAMBO-ALA-2464,145.2,0.94,High Downforce (Flaps Closed),98.3,60.9
LAMBO-ALA-2465,144.8,-1.41,High Downforce (Flaps Closed),99.0,28.0
LAMBO-ALA-2466,154.2,-0.34,High Downforce (Flaps Closed),105.5,46.9
LAMBO-ALA-2467,213.9,0.62,Low Drag (Flaps Open),63.2,56.2
LAMBO-ALA-2468,238.1,-0.41,High Downforce (Flaps Closed),256.7,41.8
LAMBO-ALA-2469,167.5,-1.44,High Downforce (Flaps Closed),132.9,28.0
LAMBO-ALA-2470,338.2,0.72,Low Drag (Flaps Open),161.3,61.6
LAMBO-ALA-2471,297.5,0.55,High Downforce (Flaps Closed),376.5,58.3
LAMBO-ALA-2472,329.6,-1.16,Low Drag (Flaps Open),154.2,36.7
LAMBO-ALA-2473,142.6,0.04,Aero-Vectoring Right,58.5,45.9
LAMBO-ALA-2474,122.9,-0.24,Aero-Vectoring Right,50.6,45.3
LAMBO-ALA-2475,151.4,0.27,High Downforce (Flaps Closed),89.6,57.2
LAMBO-ALA-2476,237.5,0.23,Aero-Vectoring Right,171.7,54.4
LAMBO-ALA-2477,188.9,-0.07,Aero-Vectoring Left,118.2,53.8
LAMBO-ALA-2478,185.1,-0.89,Aero-Vectoring Right,110.0,37.5
LAMBO-ALA-2479,280.1,-1.21,Aero-Vectoring Left,244.1,32.5
LAMBO-ALA-2480,208.6,1.07,High Downforce (Flaps Closed),215.0,63.5
LAMBO-ALA-2481,322.1,0.66,High Downforce (Flaps Closed),474.5,60.9
LAMBO-ALA-2482,296.1,1.41,Aero-Vectoring Right,291.9,70.9
LAMBO-ALA-2483,245.8,1.15,Low Drag (Flaps Open),93.7,64.2
LAMBO-ALA-2484,123.3,-0.74,Low Drag (Flaps Open),18.0,37.9
LAMBO-ALA-2485,324.9,-0.19,Aero-Vectoring Left,327.2,47.9
LAMBO-ALA-2486,331.5,0.97,High Downforce (Flaps Closed),490.0,60.1
LAMBO-ALA-2487,205.6,0.43,High Downforce (Flaps Closed),186.0,55.9
LAMBO-ALA-2488,192.0,0.34,Low Drag (Flaps Open),54.2,56.9
LAMBO-ALA-2489,270.0,-0.91,Aero-Vectoring Left,236.6,35.9
LAMBO-ALA-2490,247.3,-0.08,Low Drag (Flaps Open),81.6,49.7
LAMBO-ALA-2491,283.5,-0.89,Low Drag (Flaps Open),118.6,38.8
LAMBO-ALA-2492,152.9,0.85,Aero-Vectoring Right,87.2,61.8
LAMBO-ALA-2493,213.5,0.24,Aero-Vectoring Left,151.3,57.1
LAMBO-ALA-2494,223.8,-0.7,Aero-Vectoring Left,161.9,41.4
LAMBO-ALA-2495,140.0,0.24,Aero-Vectoring Left,64.2,55.6
LAMBO-ALA-2496,210.1,-0.43,Aero-Vectoring Left,132.7,44.0
LAMBO-ALA-2497,277.1,0.52,Low Drag (Flaps Open),113.4,60.6
LAMBO-ALA-2498,264.3,0.28,Aero-Vectoring Right,230.5,51.7
LAMBO-ALA-2499,209.2,0.52,Low Drag (Flaps Open),68.6,56.2
LAMBO-ALA-2500,151.6,1.37,Aero-Vectoring Right,65.4,71.2
LAMBO-ALA-2501,211.3,0.78,High Downforce (Flaps Closed),191.5,66.7
LAMBO-ALA-2502,133.4,-0.56,Low Drag (Flaps Open),18.2,42.8
LAMBO-ALA-2503,204.7,-1.15,High Downforce (Flaps Closed),197.4,37.4
LAMBO-ALA-2504,244.7,1.48,Aero-Vectoring Left,204.1,69.1
LAMBO-ALA-2505,193.3,1.46,Low Drag (Flaps Open),48.5,69.6
LAMBO-ALA-2506,214.9,-1.08,High Downforce (Flaps Closed),195.5,35.6
LAMBO-ALA-2507,130.4,-0.09,Aero-Vectoring Left,62.9,47.4
LAMBO-ALA-2508,141.2,1.43,High Downforce (Flaps Closed),105.5,68.8
LAMBO-ALA-2509,195.9,-1.17,High Downforce (Flaps Closed),170.7,32.8
LAMBO-ALA-2510,141.4,-0.27,Low Drag (Flaps Open),30.2,47.9
LAMBO-ALA-2511,307.0,-0.61,High Downforce (Flaps Closed),422.9,42.3
LAMBO-ALA-2512,286.0,0.83,Low Drag (Flaps Open),116.4,59.3
LAMBO-ALA-2513,198.1,-1.32,High Downforce (Flaps Closed),183.0,28.0
LAMBO-ALA-2514,290.9,0.27,Aero-Vectoring Right,259.3,53.9
LAMBO-ALA-2515,308.5,1.12,High Downforce (Flaps Closed),438.1,67.9
LAMBO-ALA-2516,122.1,0.34,High Downforce (Flaps Closed),77.6,54.8
LAMBO-ALA-2517,334.4,-0.9,High Downforce (Flaps Closed),509.9,37.3
LAMBO-ALA-2518,286.2,0.52,High Downforce (Flaps Closed),378.8,57.9
LAMBO-ALA-2519,224.3,0.4,High Downforce (Flaps Closed),225.8,52.9
LAMBO-ALA-2520,209.5,0.02,Aero-Vectoring Right,142.3,49.9
LAMBO-ALA-2521,221.0,1.43,High Downforce (Flaps Closed),228.6,66.1
LAMBO-ALA-2522,294.5,0.22,High Downforce (Flaps Closed),395.2,51.4
LAMBO-ALA-2523,260.8,0.35,Aero-Vectoring Right,213.2,54.3
LAMBO-ALA-2524,146.5,0.99,Low Drag (Flaps Open),26.2,62.8
LAMBO-ALA-2525,192.3,-0.41,High Downforce (Flaps Closed),186.8,44.5
LAMBO-ALA-2526,210.2,-1.38,Aero-Vectoring Right,147.3,30.7
LAMBO-ALA-2527,187.4,1.4,Aero-Vectoring Right,111.4,68.7
LAMBO-ALA-2528,140.9,0.41,Low Drag (Flaps Open),32.5,61.2
LAMBO-ALA-2529,146.2,1.4,Low Drag (Flaps Open),33.1,72.0
LAMBO-ALA-2530,207.9,-1.09,Low Drag (Flaps Open),69.3,34.3
LAMBO-ALA-2531,200.5,-1.38,High Downforce (Flaps Closed),167.2,31.6
LAMBO-ALA-2532,166.3,0.13,Aero-Vectoring Right,79.7,52.9
LAMBO-ALA-2533,321.4,-1.29,High Downforce (Flaps Closed),450.0,32.7
LAMBO-ALA-2534,198.6,0.23,High Downforce (Flaps Closed),190.3,55.1
LAMBO-ALA-2535,264.3,-1.16,Aero-Vectoring Left,231.4,36.6
LAMBO-ALA-2536,288.1,0.42,High Downforce (Flaps Closed),380.5,59.9
LAMBO-ALA-2537,218.5,0.81,Aero-Vectoring Left,151.8,61.3
LAMBO-ALA-2538,330.8,-0.81,Aero-Vectoring Right,340.8,41.2
LAMBO-ALA-2539,189.6,1.46,Aero-Vectoring Left,125.1,68.6
LAMBO-ALA-2540,245.1,-1.31,Aero-Vectoring Left,188.8,34.9
LAMBO-ALA-2541,195.0,1.36,High Downforce (Flaps Closed),172.5,68.1
LAMBO-ALA-2542,171.9,-0.42,High Downforce (Flaps Closed),141.8,43.0
LAMBO-ALA-2543,123.8,-1.02,Low Drag (Flaps Open),20.1,38.7
LAMBO-ALA-2544,188.0,1.21,High Downforce (Flaps Closed),154.2,66.4
LAMBO-ALA-2545,328.9,-1.39,High Downforce (Flaps Closed),485.0,31.6
LAMBO-ALA-2546,137.2,-1.23,High Downforce (Flaps Closed),82.0,34.6
LAMBO-ALA-2547,311.7,-0.62,Low Drag (Flaps Open),135.0,41.7
LAMBO-ALA-2548,122.2,1.24,Aero-Vectoring Left,56.7,69.5
LAMBO-ALA-2549,281.6,0.99,Low Drag (Flaps Open),107.0,66.0
LAMBO-ALA-2550,250.5,-0.75,Low Drag (Flaps Open),92.0,36.7
LAMBO-ALA-2551,172.7,-0.84,Low Drag (Flaps Open),47.5,40.6
LAMBO-ALA-2552,190.7,-1.16,Low Drag (Flaps Open),55.3,33.9
LAMBO-ALA-2553,311.1,-0.62,Aero-Vectoring Right,299.5,42.2
LAMBO-ALA-2554,148.6,0.96,High Downforce (Flaps Closed),85.0,61.2
LAMBO-ALA-2555,159.7,-0.85,Low Drag (Flaps Open),38.8,39.1
LAMBO-ALA-2556,314.4,-0.27,Aero-Vectoring Right,310.4,45.7
LAMBO-ALA-2557,303.0,1.09,Aero-Vectoring Left,288.3,65.0
LAMBO-ALA-2558,194.4,-0.27,Aero-Vectoring Left,118.9,43.6
LAMBO-ALA-2559,313.0,-0.84,Low Drag (Flaps Open),140.0,40.5
LAMBO-ALA-2560,233.8,-0.23,High Downforce (Flaps Closed),249.5,45.5
LAMBO-ALA-2561,258.6,-1.44,Aero-Vectoring Left,226.2,31.1
LAMBO-ALA-2562,216.5,0.48,Aero-Vectoring Right,155.5,57.8
LAMBO-ALA-2563,187.9,0.78,Aero-Vectoring Right,113.1,60.9
LAMBO-ALA-2564,182.5,-0.4,Low Drag (Flaps Open),56.3,43.7
LAMBO-ALA-2565,177.7,0.37,High Downforce (Flaps Closed),144.6,56.9
LAMBO-ALA-2566,147.4,-0.03,High Downforce (Flaps Closed),88.6,49.5
LAMBO-ALA-2567,263.8,-0.4,Aero-Vectoring Right,212.7,42.8
LAMBO-ALA-2568,234.9,-0.28,Low Drag (Flaps Open),79.7,43.7
LAMBO-ALA-2569,329.9,-0.29,Aero-Vectoring Left,344.2,44.2
LAMBO-ALA-2570,187.9,-0.76,Low Drag (Flaps Open),44.3,37.9
LAMBO-ALA-2571,144.1,-1.41,High Downforce (Flaps Closed),103.7,33.0
LAMBO-ALA-2572,275.1,-0.44,Aero-Vectoring Right,231.2,41.8
LAMBO-ALA-2573,285.8,0.14,Low Drag (Flaps Open),117.7,51.7
LAMBO-ALA-2574,159.0,-0.64,Low Drag (Flaps Open),39.6,40.0
LAMBO-ALA-2575,309.0,0.88,Low Drag (Flaps Open),130.7,61.7
LAMBO-ALA-2576,152.3,-1.01,Low Drag (Flaps Open),30.5,33.6
LAMBO-ALA-2577,136.2,-0.93,Low Drag (Flaps Open),26.8,36.0
LAMBO-ALA-2578,331.5,-0.44,High Downforce (Flaps Closed),489.3,43.5
LAMBO-ALA-2579,247.7,1.33,Low Drag (Flaps Open),84.8,64.8
LAMBO-ALA-2580,287.0,1.24,High Downforce (Flaps Closed),369.6,67.3
LAMBO-ALA-2581,305.6,1.19,High Downforce (Flaps Closed),406.6,67.1
LAMBO-ALA-2582,252.6,0.38,High Downforce (Flaps Closed),286.8,55.8
LAMBO-ALA-2583,264.3,-0.56,High Downforce (Flaps Closed),322.7,44.1
LAMBO-ALA-2584,270.5,-1.04,Low Drag (Flaps Open),103.2,35.1
LAMBO-ALA-2585,334.5,-1.34,High Downforce (Flaps Closed),495.6,28.1
LAMBO-ALA-2586,274.4,-1.02,Aero-Vectoring Left,249.8,36.7
LAMBO-ALA-2587,176.3,-0.36,Low Drag (Flaps Open),47.0,48.5
LAMBO-ALA-2588,252.5,0.31,High Downforce (Flaps Closed),288.1,52.9
LAMBO-ALA-2589,185.2,-0.31,Aero-Vectoring Right,113.7,45.3
LAMBO-ALA-2590,235.7,-0.23,Aero-Vectoring Right,180.9,43.5
LAMBO-ALA-2591,321.2,0.91,Low Drag (Flaps Open),144.1,61.6
LAMBO-ALA-2592,175.1,0.03,Low Drag (Flaps Open),39.2,49.3
LAMBO-ALA-2593,149.6,-1.4,High Downforce (Flaps Closed),105.7,31.4
LAMBO-ALA-2594,236.3,-1.22,Low Drag (Flaps Open),81.6,31.3
LAMBO-ALA-2595,177.7,0.62,Aero-Vectoring Right,115.3,60.2
LAMBO-ALA-2596,166.6,0.54,Aero-Vectoring Right,87.8,55.8
LAMBO-ALA-2597,272.2,0.5,Aero-Vectoring Right,230.6,59.2
LAMBO-ALA-2598,242.0,0.77,Low Drag (Flaps Open),77.9,61.9
LAMBO-ALA-2599,306.0,-0.22,Low Drag (Flaps Open),130.6,42.8
LAMBO-ALA-2600,297.7,-0.5,Aero-Vectoring Right,284.8,44.0
LAMBO-ALA-2601,328.6,0.09,Aero-Vectoring Left,340.8,50.7
LAMBO-ALA-2602,302.2,0.27,Low Drag (Flaps Open),129.9,55.1
LAMBO-ALA-2603,195.5,0.55,Aero-Vectoring Right,131.0,56.0
LAMBO-ALA-2604,324.0,1.29,Aero-Vectoring Right,337.4,69.7
LAMBO-ALA-2605,297.6,0.3,Low Drag (Flaps Open),127.4,54.9
LAMBO-ALA-2606,143.7,1.46,High Downforce (Flaps Closed),84.8,68.9
LAMBO-ALA-2607,330.2,0.5,Low Drag (Flaps Open),150.2,57.3
LAMBO-ALA-2608,217.1,0.13,Aero-Vectoring Right,154.5,50.2
LAMBO-ALA-2609,283.8,0.62,High Downforce (Flaps Closed),367.4,60.4
LAMBO-ALA-2610,339.5,-1.28,Low Drag (Flaps Open),172.2,29.7
LAMBO-ALA-2611,315.3,-0.83,Aero-Vectoring Left,313.4,37.7
LAMBO-ALA-2612,128.9,-1.19,Aero-Vectoring Right,57.1,34.4
LAMBO-ALA-2613,281.0,1.29,High Downforce (Flaps Closed),360.0,65.8
LAMBO-ALA-2614,132.3,-0.85,Aero-Vectoring Left,58.9,38.8
LAMBO-ALA-2615,335.1,-1.45,Aero-Vectoring Left,363.9,28.7
LAMBO-ALA-2616,242.5,1.15,High Downforce (Flaps Closed),261.2,68.5
LAMBO-ALA-2617,243.0,0.39,Low Drag (Flaps Open),95.0,54.7
LAMBO-ALA-2618,279.3,-0.46,High Downforce (Flaps Closed),350.0,40.3
LAMBO-ALA-2619,267.1,-1.0,High Downforce (Flaps Closed),313.7,30.2
LAMBO-ALA-2620,207.1,-0.25,Aero-Vectoring Left,128.2,45.1
LAMBO-ALA-2621,264.2,-0.09,High Downforce (Flaps Closed),330.3,47.0
LAMBO-ALA-2622,161.8,-0.39,High Downforce (Flaps Closed),131.2,45.0
LAMBO-ALA-2623,274.2,-1.14,Aero-Vectoring Right,245.8,36.5
LAMBO-ALA-2624,304.7,0.14,High Downforce (Flaps Closed),416.0,52.1
LAMBO-ALA-2625,120.7,0.98,Aero-Vectoring Left,50.0,59.7
LAMBO-ALA-2626,249.7,0.66,Aero-Vectoring Right,206.6,60.8
LAMBO-ALA-2627,242.2,-0.76,High Downforce (Flaps Closed),271.6,40.9
LAMBO-ALA-2628,145.2,-0.42,High Downforce (Flaps Closed),113.0,44.1
LAMBO-ALA-2629,175.2,0.9,Aero-Vectoring Right,113.4,64.8
LAMBO-ALA-2630,124.2,0.86,High Downforce (Flaps Closed),56.3,59.4
LAMBO-ALA-2631,174.6,0.15,Aero-Vectoring Right,103.1,49.2
LAMBO-ALA-2632,177.4,-0.58,High Downforce (Flaps Closed),156.1,42.3
LAMBO-ALA-2633,193.9,-1.26,High Downforce (Flaps Closed),174.8,30.6
LAMBO-ALA-2634,186.6,-0.2,Aero-Vectoring Right,100.7,48.7
