Combustion_Cycle_ID,Engine_Speed_RPM,Twin_Turbo_Boost_Bar,Pre_Chamber_Temp_C,Turbulent_Jet_Velocity_m_s,Knock_Sensor_Volts,Combustion_State
MASERATI-MC20-1250,7707,2.83,846.1,101.5,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1251,6005,2.64,785.6,92.5,0.94,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1252,3590,1.83,790.8,73.8,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1253,6695,2.88,822.6,102.1,0.96,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1254,7032,2.49,825.0,92.9,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1255,3227,1.84,796.3,81.1,0.67,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1256,4811,2.57,837.7,88.9,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1257,2308,1.59,746.1,70.0,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1258,4294,2.28,821.9,84.1,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1259,4730,2.18,814.7,78.6,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1260,3290,2.03,786.5,81.2,0.62,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1261,6997,3.11,848.4,105.6,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1262,5157,2.36,845.3,93.4,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1263,6156,2.8,848.1,91.2,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1264,4932,2.44,808.6,89.0,0.85,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1265,4970,2.52,820.3,86.9,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1266,4150,2.11,769.7,87.0,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1267,6400,3.01,881.8,93.1,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1268,4394,2.09,831.4,88.0,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1269,6147,2.55,846.7,89.7,0.96,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1270,6294,2.63,859.9,86.9,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1271,6030,2.55,788.3,95.9,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1272,5489,2.34,805.4,80.6,0.67,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1273,4591,2.22,839.8,85.9,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1274,6323,2.7,826.1,89.9,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1275,3108,1.84,776.8,81.3,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1276,2223,1.53,730.0,72.1,0.49,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1277,6849,2.75,883.3,96.6,0.91,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1278,5636,2.56,796.8,89.0,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1279,4387,2.09,818.5,82.0,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1280,4974,2.47,839.9,89.3,1.03,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1281,6693,2.71,870.1,87.4,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1282,5828,2.42,794.7,99.2,0.91,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1283,5080,2.48,847.0,88.7,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1284,3442,1.77,777.6,76.8,0.68,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1285,2774,1.58,764.9,77.7,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1286,4872,2.33,840.7,83.9,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1287,6100,2.61,829.3,93.8,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1288,3140,2.08,803.7,84.7,0.65,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1289,3315,1.88,753.4,75.1,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1290,4765,2.24,817.2,91.5,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1291,2357,1.87,788.2,75.6,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1292,5704,2.61,822.1,83.2,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1293,4417,1.85,773.4,77.9,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1294,6821,2.68,832.3,96.7,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1295,7022,2.88,861.4,90.4,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1296,5196,2.38,817.0,85.3,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1297,6950,2.42,827.9,87.9,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1298,7168,3.0,848.5,96.2,0.93,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1299,5376,2.41,839.2,91.1,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1300,7415,2.9,861.7,100.2,0.95,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1301,5667,2.46,841.0,89.3,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1302,2547,1.77,787.1,76.1,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1303,6311,2.7,837.1,89.3,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1304,2347,1.82,808.7,82.8,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1305,6907,2.62,823.6,83.4,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1306,4160,2.1,817.8,80.7,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1307,4899,2.6,846.7,90.6,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1308,2796,1.72,758.4,72.1,0.62,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1309,6473,2.73,851.1,90.2,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1310,6885,2.79,857.1,96.2,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1311,2120,1.85,812.4,77.8,0.66,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1312,3572,1.91,780.4,70.5,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1313,5143,2.27,827.3,87.8,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1314,4871,2.2,816.1,82.6,0.93,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1315,6404,2.45,840.9,91.3,0.66,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1316,4859,2.34,800.0,87.9,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1317,7483,2.75,847.1,93.6,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1318,7586,2.96,878.7,99.9,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1319,2897,1.65,760.3,77.1,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1320,6396,2.75,861.8,93.3,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1321,3538,1.93,762.5,80.4,0.62,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1322,4409,2.53,840.5,95.1,0.92,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1323,2228,1.62,769.8,75.5,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1324,2348,1.52,721.1,77.7,0.5,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1325,6582,2.48,823.5,93.5,0.85,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1326,7119,2.66,865.6,92.8,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1327,3901,2.27,841.1,91.2,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1328,2647,1.92,766.0,74.0,0.65,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1329,6437,2.4,789.4,83.6,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1330,3481,2.14,797.5,78.0,0.85,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1331,6445,2.72,860.9,94.8,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1332,7248,2.78,879.4,94.1,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1333,2948,2.06,820.4,78.0,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1334,4615,2.29,806.7,91.0,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1335,7677,3.22,878.2,109.2,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1336,2010,1.62,762.7,77.3,0.62,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1337,7721,3.09,858.7,98.5,0.99,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1338,7414,2.92,903.1,101.6,0.92,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1339,5333,2.56,793.8,91.8,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1340,2936,1.9,806.7,76.7,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1341,7253,3.01,840.6,101.6,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1342,5400,2.5,834.4,96.1,1.0,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1343,2937,1.87,761.4,81.5,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1344,5453,2.43,848.7,88.6,0.96,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1345,6954,2.72,865.4,86.7,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1346,5602,2.6,879.6,96.0,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1347,2849,1.74,775.8,81.0,0.66,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1348,7169,2.68,840.2,91.4,0.93,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1349,7351,2.73,861.6,92.7,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1350,5063,2.59,817.9,89.4,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1351,3768,2.26,803.7,89.6,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1352,3810,2.07,813.8,82.9,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1353,5631,2.49,825.8,95.3,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1354,3898,2.28,789.6,87.8,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1355,3794,2.12,768.8,85.1,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1356,2572,1.7,739.4,77.4,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1357,3887,2.13,765.2,82.6,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1358,4715,2.14,790.5,82.1,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1359,5067,2.45,818.2,94.4,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1360,3367,1.9,795.3,81.7,0.66,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1361,6719,2.6,819.8,98.9,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1362,7531,3.05,879.8,94.0,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1363,4548,2.13,792.5,81.1,0.67,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1364,6910,3.03,835.7,94.8,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1365,6211,2.56,791.2,91.4,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1366,2955,2.13,801.7,78.8,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1367,3386,2.4,848.0,89.8,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1368,3226,1.7,789.0,74.0,0.67,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1369,4020,2.17,804.7,81.5,0.66,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1370,4938,2.4,848.2,89.8,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1371,2874,1.83,801.9,77.6,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1372,2560,1.92,784.2,80.0,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1373,5233,2.43,834.9,91.6,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1374,4771,2.35,818.7,92.4,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1375,3617,2.06,800.6,81.6,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1376,2795,1.72,793.4,78.6,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1377,4166,2.23,827.4,85.9,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1378,6877,2.67,844.1,89.6,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1379,7023,3.11,861.2,102.1,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1380,6989,2.9,864.9,96.3,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1381,5025,2.39,815.9,96.0,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1382,3708,2.06,819.5,87.0,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1383,4823,2.33,806.3,80.2,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1384,5243,2.53,794.0,91.6,0.85,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1385,3852,1.9,833.1,79.8,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1386,6927,3.08,880.7,97.1,0.96,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1387,3709,2.07,802.6,82.6,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1388,6832,2.87,854.9,87.3,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1389,3846,1.96,782.9,79.1,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1390,6710,2.54,818.9,95.0,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1391,3437,1.97,800.0,80.1,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1392,7625,2.62,875.4,96.4,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1393,3916,1.98,797.5,84.0,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1394,2280,1.89,793.0,77.6,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1395,7246,2.85,879.0,100.4,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1396,5991,2.87,875.3,92.8,0.99,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1397,4367,2.13,856.4,87.0,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1398,2568,1.65,761.0,80.3,0.62,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1399,4220,2.24,810.1,88.1,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1400,5473,2.48,843.1,86.9,0.95,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1401,4725,2.07,809.2,78.5,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1402,2695,1.69,768.9,83.6,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1403,5220,2.48,866.2,89.0,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1404,6956,3.07,885.5,105.9,0.94,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1405,3401,1.76,791.2,73.1,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1406,4101,2.08,827.5,81.6,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1407,5599,2.57,848.4,93.2,0.61,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1408,5925,2.8,836.0,101.8,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1409,6333,2.61,836.1,92.2,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1410,6534,2.65,825.2,87.7,0.67,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1411,5790,2.67,835.0,92.0,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1412,6681,2.94,887.7,101.0,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1413,3722,2.02,784.1,81.8,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1414,2128,1.92,762.2,77.3,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1415,3801,2.2,837.6,85.4,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1416,3342,1.56,760.2,67.6,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1417,2090,1.54,739.6,66.1,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1418,4107,2.24,853.0,78.6,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1419,2541,1.46,774.2,75.6,0.67,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1420,7181,2.8,841.1,91.4,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1421,4634,2.64,796.7,95.8,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1422,6491,2.79,857.1,101.8,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1423,2848,1.9,780.3,71.8,0.65,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1424,2348,1.74,780.1,76.8,0.57,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1425,7592,2.83,867.7,99.0,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1426,5375,2.39,830.4,92.7,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1427,6593,2.67,822.9,94.4,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1428,2942,1.84,811.7,77.7,0.67,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1429,4195,2.33,808.5,91.1,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1430,2122,1.86,805.7,80.9,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1431,3959,2.26,793.3,87.6,0.65,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1432,5416,2.46,811.6,88.0,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1433,2751,1.88,813.9,77.2,0.94,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1434,4533,2.41,809.2,86.9,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1435,6740,2.99,860.3,105.6,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1436,3470,2.01,797.4,85.3,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1437,3797,2.01,772.6,84.5,0.68,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1438,2267,1.98,786.0,77.1,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1439,4027,2.16,772.5,80.6,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1440,5033,2.37,804.1,86.5,0.63,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1441,4185,2.25,813.7,86.1,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1442,3332,1.94,790.8,75.4,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1443,4696,2.08,798.7,90.9,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1444,2569,1.78,753.4,77.2,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1445,5775,2.63,840.4,85.8,0.92,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1446,4298,2.21,798.6,82.3,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1447,2648,2.06,792.5,81.8,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1448,2625,1.71,788.8,72.8,0.66,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1449,6356,2.81,901.7,99.2,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1450,3899,2.14,801.0,86.6,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1451,4727,2.28,820.6,82.9,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1452,6599,2.78,903.7,98.6,0.85,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1453,4047,2.24,802.3,85.9,0.64,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1454,2869,1.8,793.7,80.7,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1455,7088,2.68,847.8,87.6,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1456,5503,2.43,851.3,83.0,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1457,7648,3.19,893.9,106.9,0.97,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1458,3934,2.29,832.2,85.3,0.85,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1459,3213,2.1,807.8,83.7,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1460,4153,2.01,802.1,82.2,0.85,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1461,2976,1.83,784.0,72.8,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1462,3657,2.04,797.1,81.5,0.67,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1463,3350,1.97,799.8,82.1,0.59,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1464,2875,1.97,787.4,77.0,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1465,6310,2.41,824.8,82.5,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1466,7585,3.2,865.2,104.3,0.99,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1467,2434,1.84,747.9,81.7,0.6,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1468,2296,1.77,759.4,74.3,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1469,4142,2.07,797.0,81.7,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1470,6451,2.64,833.0,94.1,0.91,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1471,2653,1.87,800.9,75.1,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1472,3214,2.14,832.9,87.9,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1473,7225,2.91,852.0,97.0,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1474,7110,2.66,835.0,93.5,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1475,5696,2.53,857.6,88.3,0.85,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1476,6749,2.79,838.5,102.1,1.05,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1477,3491,2.21,834.2,92.9,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1478,6645,2.88,847.3,101.5,1.0,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1479,3662,2.25,828.9,84.8,0.93,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1480,6412,2.63,867.3,92.0,0.95,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1481,4614,2.18,799.8,76.8,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1482,6031,2.61,857.7,94.6,0.99,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1483,7463,3.02,845.6,109.0,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1484,5048,2.3,831.0,88.5,0.67,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1485,6649,2.75,863.2,94.4,0.98,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1486,4141,1.91,739.7,81.1,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1487,4633,2.12,804.5,74.6,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1488,4833,2.4,825.5,87.8,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1489,2951,1.61,767.6,72.8,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1490,3672,1.85,770.5,86.7,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1491,7035,2.93,867.2,96.0,0.93,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1492,4285,2.18,803.9,87.3,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1493,2885,1.82,757.5,75.2,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1494,4218,2.27,821.8,93.8,0.91,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1495,2436,1.97,809.9,75.6,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1496,7603,2.97,897.4,93.1,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1497,4087,2.07,789.4,80.1,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1498,5517,2.69,855.0,90.4,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1499,2166,1.62,768.0,75.6,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1500,2141,1.27,753.2,68.8,0.64,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1501,6410,2.66,831.6,89.0,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1502,6822,2.9,845.5,99.6,0.97,Micro-Knock Ingestion / Spark Retard
