Claim_ID,Dealership_ID,Replaced_Component,Claim_Amount_USD,Labor_Hours_Billed,Parts_Quantity,Vehicle_Age_Months,True_Fraud_Flag,Anomaly_Flag,Audit_Status
CLAIM-80257,Dealership-D043,Inverter ECU,2433.25,18.0,2,22,0,1,Approved Standard Claim
CLAIM-80258,Dealership-D007,Inverter ECU,2714.52,18.3,10,46,1,-1,High-Risk (Flagged for Audit)
CLAIM-80259,Dealership-D011,Inverter ECU,1432.23,12.5,3,15,0,1,Approved Standard Claim
CLAIM-80260,Dealership-D038,Battery Module,1433.43,14.0,4,30,0,1,Approved Standard Claim
CLAIM-80261,Dealership-D015,Inverter ECU,763.33,7.1,6,13,0,1,Approved Standard Claim
CLAIM-80262,Dealership-D002,Brake Caliper Kit,636.01,5.4,1,35,0,1,Approved Standard Claim
CLAIM-80263,Dealership-D007,Inverter ECU,10607.85,76.4,9,44,1,-1,High-Risk (Flagged for Audit)
CLAIM-80264,Dealership-D012,Turbocharger Assembly,1000.51,8.4,5,28,0,1,Approved Standard Claim
CLAIM-80265,Dealership-D033,Brake Caliper Kit,695.61,6.5,5,29,0,1,Approved Standard Claim
CLAIM-80266,Dealership-D017,Turbocharger Assembly,1761.65,15.3,1,15,0,1,Approved Standard Claim
CLAIM-80267,Dealership-D028,Turbocharger Assembly,3576.31,36.8,4,14,0,1,Approved Standard Claim
CLAIM-80268,Dealership-D039,Turbocharger Assembly,838.64,6.3,4,44,0,1,Approved Standard Claim
CLAIM-80269,Dealership-D005,Inverter ECU,2968.57,27.0,1,9,0,1,Approved Standard Claim
CLAIM-80270,Dealership-D034,Battery Module,1739.76,17.8,3,36,0,1,Approved Standard Claim
CLAIM-80271,Dealership-D008,Brake Caliper Kit,2137.35,16.6,3,9,0,1,Approved Standard Claim
CLAIM-80272,Dealership-D034,Brake Caliper Kit,4928.11,49.7,5,39,0,-1,High-Risk (Flagged for Audit)
CLAIM-80273,Dealership-D039,Brake Caliper Kit,963.84,7.1,3,11,0,1,Approved Standard Claim
CLAIM-80274,Dealership-D030,Transmission Valve Body,2101.37,20.4,4,22,0,1,Approved Standard Claim
CLAIM-80275,Dealership-D023,Inverter ECU,4142.14,30.9,3,13,0,1,Approved Standard Claim
CLAIM-80276,Dealership-D041,Brake Caliper Kit,401.53,3.0,3,18,0,1,Approved Standard Claim
CLAIM-80277,Dealership-D009,Turbocharger Assembly,682.11,5.8,4,8,0,1,Approved Standard Claim
CLAIM-80278,Dealership-D002,Battery Module,543.08,4.1,2,46,0,1,Approved Standard Claim
CLAIM-80279,Dealership-D001,Transmission Valve Body,866.05,7.1,5,34,0,1,Approved Standard Claim
CLAIM-80280,Dealership-D013,Inverter ECU,2000.0,20.0,1,20,0,1,Approved Standard Claim
CLAIM-80281,Dealership-D038,Brake Caliper Kit,971.56,8.9,2,44,0,1,Approved Standard Claim
CLAIM-80282,Dealership-D003,Brake Caliper Kit,1383.71,10.4,3,44,0,1,Approved Standard Claim
CLAIM-80283,Dealership-D021,Brake Caliper Kit,1396.93,12.9,2,8,0,1,Approved Standard Claim
CLAIM-80284,Dealership-D037,Infotainment Head Unit,1046.71,9.6,6,28,0,1,Approved Standard Claim
CLAIM-80285,Dealership-D002,Inverter ECU,625.46,6.6,3,38,0,1,Approved Standard Claim
CLAIM-80286,Dealership-D017,Transmission Valve Body,1976.41,15.4,1,8,0,1,Approved Standard Claim
CLAIM-80287,Dealership-D037,Battery Module,792.04,6.9,5,36,0,1,Approved Standard Claim
CLAIM-80288,Dealership-D023,Inverter ECU,844.34,6.2,2,12,0,1,Approved Standard Claim
CLAIM-80289,Dealership-D004,Infotainment Head Unit,837.49,9.3,6,46,0,1,Approved Standard Claim
CLAIM-80290,Dealership-D014,Inverter ECU,1423.71,10.3,2,29,0,1,Approved Standard Claim
CLAIM-80291,Dealership-D041,Battery Module,4099.13,31.0,4,45,0,1,Approved Standard Claim
CLAIM-80292,Dealership-D007,Transmission Valve Body,969.4,7.6,2,44,0,1,Approved Standard Claim
CLAIM-80293,Dealership-D007,Infotainment Head Unit,523.35,4.0,2,13,0,1,Approved Standard Claim
CLAIM-80294,Dealership-D032,Battery Module,2916.36,31.6,1,10,0,1,Approved Standard Claim
CLAIM-80295,Dealership-D044,Turbocharger Assembly,1659.5,16.9,2,12,0,1,Approved Standard Claim
CLAIM-80296,Dealership-D016,Transmission Valve Body,4453.62,32.3,1,12,0,-1,High-Risk (Flagged for Audit)
CLAIM-80297,Dealership-D002,Brake Caliper Kit,924.3,7.5,5,8,0,1,Approved Standard Claim
CLAIM-80298,Dealership-D016,Battery Module,2433.83,26.0,6,28,0,1,Approved Standard Claim
CLAIM-80299,Dealership-D031,Brake Caliper Kit,1508.65,12.2,1,43,0,1,Approved Standard Claim
CLAIM-80300,Dealership-D037,Inverter ECU,832.31,6.2,5,22,0,1,Approved Standard Claim
CLAIM-80301,Dealership-D014,Infotainment Head Unit,4289.81,31.9,4,28,0,1,Approved Standard Claim
CLAIM-80302,Dealership-D001,Battery Module,2004.16,16.4,2,36,0,1,Approved Standard Claim
CLAIM-80303,Dealership-D034,Infotainment Head Unit,2448.38,21.6,6,31,0,1,Approved Standard Claim
CLAIM-80304,Dealership-D044,Infotainment Head Unit,666.82,6.1,4,35,0,1,Approved Standard Claim
CLAIM-80305,Dealership-D011,Battery Module,500.99,5.3,5,33,0,1,Approved Standard Claim
CLAIM-80306,Dealership-D026,Battery Module,3309.04,24.8,2,11,0,1,Approved Standard Claim
CLAIM-80307,Dealership-D010,Inverter ECU,937.45,7.1,2,8,0,1,Approved Standard Claim
CLAIM-80308,Dealership-D041,Turbocharger Assembly,517.05,4.6,1,30,0,1,Approved Standard Claim
CLAIM-80309,Dealership-D021,Battery Module,6201.08,45.5,3,16,0,-1,High-Risk (Flagged for Audit)
CLAIM-80310,Dealership-D033,Turbocharger Assembly,2732.37,28.7,5,8,0,1,Approved Standard Claim
CLAIM-80311,Dealership-D017,Transmission Valve Body,1664.56,17.0,1,22,0,1,Approved Standard Claim
CLAIM-80312,Dealership-D026,Infotainment Head Unit,1977.29,21.2,5,37,0,1,Approved Standard Claim
CLAIM-80313,Dealership-D007,Brake Caliper Kit,2184.22,20.7,5,42,0,1,Approved Standard Claim
CLAIM-80314,Dealership-D038,Infotainment Head Unit,1685.38,13.3,2,46,0,1,Approved Standard Claim
CLAIM-80315,Dealership-D039,Battery Module,774.33,8.3,6,33,0,1,Approved Standard Claim
CLAIM-80316,Dealership-D003,Infotainment Head Unit,2052.47,19.4,3,44,0,1,Approved Standard Claim
CLAIM-80317,Dealership-D011,Brake Caliper Kit,1622.12,15.5,3,29,0,1,Approved Standard Claim
CLAIM-80318,Dealership-D013,Turbocharger Assembly,779.35,6.2,4,37,0,1,Approved Standard Claim
CLAIM-80319,Dealership-D031,Brake Caliper Kit,1816.99,19.1,3,40,0,1,Approved Standard Claim
CLAIM-80320,Dealership-D035,Brake Caliper Kit,478.83,4.6,5,23,0,1,Approved Standard Claim
CLAIM-80321,Dealership-D026,Infotainment Head Unit,1488.7,11.2,3,43,0,1,Approved Standard Claim
CLAIM-80322,Dealership-D005,Transmission Valve Body,1103.88,11.2,1,35,0,1,Approved Standard Claim
CLAIM-80323,Dealership-D040,Infotainment Head Unit,1612.6,16.8,3,19,0,1,Approved Standard Claim
CLAIM-80324,Dealership-D009,Battery Module,1025.06,8.7,5,23,0,1,Approved Standard Claim
CLAIM-80325,Dealership-D004,Infotainment Head Unit,849.86,8.1,2,38,0,1,Approved Standard Claim
CLAIM-80326,Dealership-D016,Battery Module,773.5,8.2,5,8,0,1,Approved Standard Claim
CLAIM-80327,Dealership-D008,Brake Caliper Kit,2392.43,21.0,2,22,0,1,Approved Standard Claim
CLAIM-80328,Dealership-D020,Turbocharger Assembly,1470.75,10.5,3,43,0,1,Approved Standard Claim
CLAIM-80329,Dealership-D037,Turbocharger Assembly,688.93,6.3,2,43,0,1,Approved Standard Claim
CLAIM-80330,Dealership-D001,Brake Caliper Kit,1748.59,12.5,3,33,0,1,Approved Standard Claim
CLAIM-80331,Dealership-D006,Transmission Valve Body,415.3,4.4,5,28,0,1,Approved Standard Claim
CLAIM-80332,Dealership-D040,Turbocharger Assembly,452.58,3.5,2,39,0,1,Approved Standard Claim
CLAIM-80333,Dealership-D004,Inverter ECU,577.31,4.3,3,34,0,1,Approved Standard Claim
CLAIM-80334,Dealership-D008,Inverter ECU,2945.74,28.1,3,11,0,1,Approved Standard Claim
CLAIM-80335,Dealership-D032,Inverter ECU,537.96,4.0,4,32,0,1,Approved Standard Claim
CLAIM-80336,Dealership-D005,Infotainment Head Unit,1234.71,10.6,2,44,0,1,Approved Standard Claim
CLAIM-80337,Dealership-D031,Transmission Valve Body,453.66,4.0,3,31,0,1,Approved Standard Claim
CLAIM-80338,Dealership-D004,Infotainment Head Unit,1577.76,17.3,9,46,0,-1,High-Risk (Flagged for Audit)
CLAIM-80339,Dealership-D029,Infotainment Head Unit,615.16,5.4,2,27,0,1,Approved Standard Claim
CLAIM-80340,Dealership-D040,Battery Module,422.02,3.7,1,20,0,1,Approved Standard Claim
CLAIM-80341,Dealership-D028,Transmission Valve Body,790.38,6.8,3,19,0,1,Approved Standard Claim
CLAIM-80342,Dealership-D021,Infotainment Head Unit,536.49,4.3,2,35,0,1,Approved Standard Claim
CLAIM-80343,Dealership-D044,Turbocharger Assembly,1830.56,15.5,1,34,0,1,Approved Standard Claim
CLAIM-80344,Dealership-D010,Turbocharger Assembly,2726.0,26.7,2,44,0,1,Approved Standard Claim
CLAIM-80345,Dealership-D024,Infotainment Head Unit,1502.3,13.3,2,7,0,1,Approved Standard Claim
CLAIM-80346,Dealership-D031,Infotainment Head Unit,2074.22,22.0,5,47,0,1,Approved Standard Claim
CLAIM-80347,Dealership-D044,Transmission Valve Body,7693.18,62.5,3,11,0,-1,High-Risk (Flagged for Audit)
CLAIM-80348,Dealership-D017,Battery Module,1519.58,14.3,4,20,0,1,Approved Standard Claim
CLAIM-80349,Dealership-D008,Infotainment Head Unit,2722.37,22.1,3,12,0,1,Approved Standard Claim
CLAIM-80350,Dealership-D037,Transmission Valve Body,773.92,8.2,5,44,0,1,Approved Standard Claim
CLAIM-80351,Dealership-D038,Turbocharger Assembly,1796.76,13.2,3,31,0,1,Approved Standard Claim
CLAIM-80352,Dealership-D030,Inverter ECU,1571.67,11.4,1,13,0,1,Approved Standard Claim
CLAIM-80353,Dealership-D016,Brake Caliper Kit,1138.26,9.4,5,7,0,1,Approved Standard Claim
CLAIM-80354,Dealership-D032,Infotainment Head Unit,1187.9,13.1,5,37,0,1,Approved Standard Claim
CLAIM-80355,Dealership-D041,Brake Caliper Kit,505.99,4.5,2,20,0,1,Approved Standard Claim
CLAIM-80356,Dealership-D021,Transmission Valve Body,1517.82,16.2,1,19,0,1,Approved Standard Claim
CLAIM-80357,Dealership-D011,Battery Module,1214.77,8.9,4,46,0,1,Approved Standard Claim
CLAIM-80358,Dealership-D012,Infotainment Head Unit,2382.85,18.9,3,6,0,1,Approved Standard Claim
CLAIM-80359,Dealership-D007,Inverter ECU,1951.99,10.4,10,34,1,-1,High-Risk (Flagged for Audit)
CLAIM-80360,Dealership-D027,Inverter ECU,1482.91,11.9,1,14,0,1,Approved Standard Claim
CLAIM-80361,Dealership-D036,Battery Module,1351.73,11.6,7,14,0,1,Approved Standard Claim
CLAIM-80362,Dealership-D004,Battery Module,530.56,5.7,3,33,0,1,Approved Standard Claim
CLAIM-80363,Dealership-D022,Infotainment Head Unit,1267.27,10.3,4,23,0,1,Approved Standard Claim
CLAIM-80364,Dealership-D024,Battery Module,500.26,4.2,8,14,0,-1,High-Risk (Flagged for Audit)
CLAIM-80365,Dealership-D042,Transmission Valve Body,959.34,10.5,3,41,0,1,Approved Standard Claim
CLAIM-80366,Dealership-D011,Brake Caliper Kit,1452.91,11.8,2,34,0,1,Approved Standard Claim
CLAIM-80367,Dealership-D008,Inverter ECU,1474.52,11.2,2,22,0,1,Approved Standard Claim
CLAIM-80368,Dealership-D018,Transmission Valve Body,2827.72,23.6,2,29,0,1,Approved Standard Claim
CLAIM-80369,Dealership-D015,Inverter ECU,481.46,3.4,3,44,0,1,Approved Standard Claim
CLAIM-80370,Dealership-D008,Turbocharger Assembly,1868.69,15.1,3,22,0,1,Approved Standard Claim
CLAIM-80371,Dealership-D014,Turbocharger Assembly,904.12,7.8,2,40,0,1,Approved Standard Claim
CLAIM-80372,Dealership-D018,Battery Module,1662.18,13.2,3,25,0,1,Approved Standard Claim
CLAIM-80373,Dealership-D008,Inverter ECU,584.71,6.4,4,30,0,1,Approved Standard Claim
CLAIM-80374,Dealership-D025,Inverter ECU,1041.21,8.2,3,30,0,1,Approved Standard Claim
CLAIM-80375,Dealership-D036,Turbocharger Assembly,451.5,3.3,2,29,0,1,Approved Standard Claim
CLAIM-80376,Dealership-D042,Brake Caliper Kit,1147.06,9.0,2,32,0,1,Approved Standard Claim
CLAIM-80377,Dealership-D028,Inverter ECU,408.08,3.7,3,34,0,1,Approved Standard Claim
CLAIM-80378,Dealership-D017,Transmission Valve Body,3019.27,23.5,1,28,0,1,Approved Standard Claim
CLAIM-80379,Dealership-D030,Infotainment Head Unit,2555.9,27.3,3,35,0,1,Approved Standard Claim
CLAIM-80380,Dealership-D038,Battery Module,1946.5,14.9,4,8,0,1,Approved Standard Claim
CLAIM-80381,Dealership-D022,Transmission Valve Body,546.52,4.3,2,47,0,1,Approved Standard Claim
CLAIM-80382,Dealership-D035,Battery Module,1510.5,12.9,3,27,0,1,Approved Standard Claim
CLAIM-80383,Dealership-D034,Battery Module,1709.63,13.4,1,38,0,1,Approved Standard Claim
CLAIM-80384,Dealership-D017,Brake Caliper Kit,3567.68,28.7,4,27,0,1,Approved Standard Claim
CLAIM-80385,Dealership-D027,Infotainment Head Unit,1132.87,9.6,1,47,0,1,Approved Standard Claim
CLAIM-80386,Dealership-D038,Infotainment Head Unit,2987.73,24.9,2,40,0,1,Approved Standard Claim
CLAIM-80387,Dealership-D013,Battery Module,746.47,6.7,6,41,0,1,Approved Standard Claim
CLAIM-80388,Dealership-D002,Transmission Valve Body,1077.45,7.9,4,15,0,1,Approved Standard Claim
CLAIM-80389,Dealership-D037,Turbocharger Assembly,1793.3,14.2,3,33,0,1,Approved Standard Claim
CLAIM-80390,Dealership-D031,Transmission Valve Body,748.11,6.1,2,45,0,1,Approved Standard Claim
CLAIM-80391,Dealership-D022,Infotainment Head Unit,2441.86,22.9,4,40,0,1,Approved Standard Claim
CLAIM-80392,Dealership-D018,Transmission Valve Body,1107.57,12.3,4,25,0,1,Approved Standard Claim
CLAIM-80393,Dealership-D034,Inverter ECU,2550.49,18.7,4,44,0,1,Approved Standard Claim
CLAIM-80394,Dealership-D012,Brake Caliper Kit,598.35,6.0,4,18,0,1,Approved Standard Claim
CLAIM-80395,Dealership-D008,Infotainment Head Unit,570.11,5.3,5,33,0,1,Approved Standard Claim
CLAIM-80396,Dealership-D019,Inverter ECU,1068.18,9.9,4,14,0,1,Approved Standard Claim
CLAIM-80397,Dealership-D036,Inverter ECU,964.28,8.6,3,43,0,1,Approved Standard Claim
CLAIM-80398,Dealership-D031,Transmission Valve Body,761.15,7.0,4,17,0,1,Approved Standard Claim
CLAIM-80399,Dealership-D038,Transmission Valve Body,2098.87,16.1,2,8,0,1,Approved Standard Claim
CLAIM-80400,Dealership-D017,Inverter ECU,613.15,6.3,1,25,0,1,Approved Standard Claim
CLAIM-80401,Dealership-D038,Battery Module,1475.74,11.0,1,23,0,1,Approved Standard Claim
CLAIM-80402,Dealership-D022,Brake Caliper Kit,950.63,8.4,3,30,0,1,Approved Standard Claim
CLAIM-80403,Dealership-D018,Transmission Valve Body,1676.55,18.6,5,10,0,1,Approved Standard Claim
CLAIM-80404,Dealership-D015,Brake Caliper Kit,470.26,3.4,3,18,0,1,Approved Standard Claim
CLAIM-80405,Dealership-D039,Transmission Valve Body,2041.59,19.9,2,26,0,1,Approved Standard Claim
CLAIM-80406,Dealership-D015,Brake Caliper Kit,1005.1,9.1,5,37,0,1,Approved Standard Claim
CLAIM-80407,Dealership-D026,Brake Caliper Kit,2381.47,24.1,2,26,0,1,Approved Standard Claim
CLAIM-80408,Dealership-D038,Infotainment Head Unit,1985.33,21.6,3,20,0,1,Approved Standard Claim
CLAIM-80409,Dealership-D023,Infotainment Head Unit,568.11,4.5,5,13,0,1,Approved Standard Claim
CLAIM-80410,Dealership-D017,Turbocharger Assembly,3931.76,31.5,3,10,0,1,Approved Standard Claim
CLAIM-80411,Dealership-D029,Turbocharger Assembly,1584.41,14.5,2,11,0,1,Approved Standard Claim
CLAIM-80412,Dealership-D042,Turbocharger Assembly,504.81,3.8,2,17,0,1,Approved Standard Claim
CLAIM-80413,Dealership-D015,Brake Caliper Kit,545.68,4.1,2,33,0,1,Approved Standard Claim
CLAIM-80414,Dealership-D038,Infotainment Head Unit,5068.21,44.9,2,7,0,-1,High-Risk (Flagged for Audit)
CLAIM-80415,Dealership-D021,Infotainment Head Unit,1609.0,16.3,2,8,0,1,Approved Standard Claim
CLAIM-80416,Dealership-D003,Battery Module,476.05,4.4,1,23,0,1,Approved Standard Claim
CLAIM-80417,Dealership-D029,Infotainment Head Unit,487.69,4.6,2,24,0,1,Approved Standard Claim
CLAIM-80418,Dealership-D011,Turbocharger Assembly,4217.73,31.1,5,30,0,1,Approved Standard Claim
CLAIM-80419,Dealership-D009,Battery Module,1524.23,11.8,2,41,0,1,Approved Standard Claim
CLAIM-80420,Dealership-D044,Battery Module,2764.47,25.0,5,8,0,1,Approved Standard Claim
CLAIM-80421,Dealership-D036,Inverter ECU,1226.97,10.4,2,25,0,1,Approved Standard Claim
CLAIM-80422,Dealership-D041,Brake Caliper Kit,2839.34,20.6,3,39,0,1,Approved Standard Claim
CLAIM-80423,Dealership-D027,Inverter ECU,4445.34,37.8,5,31,0,1,Approved Standard Claim
CLAIM-80424,Dealership-D044,Turbocharger Assembly,3704.59,30.1,1,8,0,-1,High-Risk (Flagged for Audit)
CLAIM-80425,Dealership-D026,Brake Caliper Kit,1661.11,16.5,2,11,0,1,Approved Standard Claim
CLAIM-80426,Dealership-D008,Battery Module,2270.8,16.8,4,27,0,1,Approved Standard Claim
CLAIM-80427,Dealership-D035,Infotainment Head Unit,814.97,7.4,1,20,0,1,Approved Standard Claim
CLAIM-80428,Dealership-D015,Battery Module,415.66,4.0,1,38,0,1,Approved Standard Claim
CLAIM-80429,Dealership-D027,Transmission Valve Body,2404.51,19.3,4,20,0,1,Approved Standard Claim
CLAIM-80430,Dealership-D017,Inverter ECU,1357.34,11.1,3,47,0,1,Approved Standard Claim
CLAIM-80431,Dealership-D043,Battery Module,2076.77,18.6,1,47,0,1,Approved Standard Claim
CLAIM-80432,Dealership-D001,Infotainment Head Unit,917.84,8.6,5,47,0,1,Approved Standard Claim
CLAIM-80433,Dealership-D014,Infotainment Head Unit,2565.98,25.2,1,21,0,1,Approved Standard Claim
CLAIM-80434,Dealership-D021,Turbocharger Assembly,1296.89,9.4,4,10,0,1,Approved Standard Claim
CLAIM-80435,Dealership-D017,Transmission Valve Body,4248.88,41.2,3,24,0,1,Approved Standard Claim
CLAIM-80436,Dealership-D010,Turbocharger Assembly,453.3,3.3,1,24,0,1,Approved Standard Claim
CLAIM-80437,Dealership-D031,Transmission Valve Body,795.88,8.2,4,43,0,1,Approved Standard Claim
CLAIM-80438,Dealership-D002,Inverter ECU,2081.92,21.6,4,19,0,1,Approved Standard Claim
CLAIM-80439,Dealership-D029,Battery Module,1423.67,11.8,3,37,0,1,Approved Standard Claim
CLAIM-80440,Dealership-D006,Inverter ECU,409.62,3.2,3,8,0,1,Approved Standard Claim
CLAIM-80441,Dealership-D029,Inverter ECU,1356.44,9.8,1,16,0,1,Approved Standard Claim
CLAIM-80442,Dealership-D023,Battery Module,939.9,7.5,3,32,0,1,Approved Standard Claim
CLAIM-80443,Dealership-D038,Infotainment Head Unit,3511.64,26.4,8,21,0,-1,High-Risk (Flagged for Audit)
CLAIM-80444,Dealership-D011,Turbocharger Assembly,648.87,7.0,1,45,0,1,Approved Standard Claim
CLAIM-80445,Dealership-D004,Battery Module,1549.07,16.0,3,21,0,1,Approved Standard Claim
CLAIM-80446,Dealership-D028,Infotainment Head Unit,1734.77,15.2,5,37,0,1,Approved Standard Claim
CLAIM-80447,Dealership-D025,Transmission Valve Body,733.04,6.7,3,33,0,1,Approved Standard Claim
CLAIM-80448,Dealership-D024,Transmission Valve Body,1426.69,11.3,4,29,0,1,Approved Standard Claim
CLAIM-80449,Dealership-D027,Battery Module,930.05,7.7,2,12,0,1,Approved Standard Claim
CLAIM-80450,Dealership-D016,Battery Module,1463.72,11.1,3,27,0,1,Approved Standard Claim
CLAIM-80451,Dealership-D012,Battery Module,979.9,7.8,2,17,0,1,Approved Standard Claim
CLAIM-80452,Dealership-D015,Inverter ECU,973.04,10.0,2,6,0,1,Approved Standard Claim
CLAIM-80453,Dealership-D022,Infotainment Head Unit,4654.53,38.5,1,37,0,-1,High-Risk (Flagged for Audit)
CLAIM-80454,Dealership-D025,Turbocharger Assembly,1311.2,10.2,2,42,0,1,Approved Standard Claim
CLAIM-80455,Dealership-D035,Turbocharger Assembly,551.97,6.1,2,7,0,1,Approved Standard Claim
CLAIM-80456,Dealership-D018,Brake Caliper Kit,404.71,3.2,2,9,0,1,Approved Standard Claim
CLAIM-80457,Dealership-D026,Infotainment Head Unit,2950.01,29.4,4,16,0,1,Approved Standard Claim
CLAIM-80458,Dealership-D029,Battery Module,3788.9,28.0,4,43,0,1,Approved Standard Claim
CLAIM-80459,Dealership-D009,Brake Caliper Kit,2826.14,29.9,3,19,0,1,Approved Standard Claim
CLAIM-80460,Dealership-D011,Inverter ECU,429.64,3.4,3,26,0,1,Approved Standard Claim
CLAIM-80461,Dealership-D021,Turbocharger Assembly,2251.3,17.3,2,34,0,1,Approved Standard Claim
CLAIM-80462,Dealership-D007,Inverter ECU,1432.23,10.4,7,21,1,1,Approved Standard Claim
CLAIM-80463,Dealership-D024,Brake Caliper Kit,1478.41,12.2,2,42,0,1,Approved Standard Claim
CLAIM-80464,Dealership-D027,Infotainment Head Unit,1809.37,20.0,2,8,0,1,Approved Standard Claim
CLAIM-80465,Dealership-D019,Turbocharger Assembly,2635.91,21.8,5,45,0,1,Approved Standard Claim
CLAIM-80466,Dealership-D009,Transmission Valve Body,710.14,7.8,3,17,0,1,Approved Standard Claim
CLAIM-80467,Dealership-D009,Transmission Valve Body,660.75,5.0,2,23,0,1,Approved Standard Claim
CLAIM-80468,Dealership-D016,Battery Module,427.48,4.0,6,42,0,1,Approved Standard Claim
CLAIM-80469,Dealership-D013,Transmission Valve Body,864.5,7.1,1,37,0,1,Approved Standard Claim
CLAIM-80470,Dealership-D002,Brake Caliper Kit,1357.65,10.8,4,46,0,1,Approved Standard Claim
CLAIM-80471,Dealership-D007,Transmission Valve Body,923.94,6.9,4,8,0,1,Approved Standard Claim
CLAIM-80472,Dealership-D015,Turbocharger Assembly,485.94,3.5,1,16,0,1,Approved Standard Claim
CLAIM-80473,Dealership-D011,Infotainment Head Unit,872.71,7.6,2,10,0,1,Approved Standard Claim
CLAIM-80474,Dealership-D019,Inverter ECU,467.02,4.8,2,22,0,1,Approved Standard Claim
CLAIM-80475,Dealership-D027,Inverter ECU,543.75,4.4,3,7,0,1,Approved Standard Claim
CLAIM-80476,Dealership-D018,Inverter ECU,1683.49,17.3,2,12,0,1,Approved Standard Claim
CLAIM-80477,Dealership-D003,Infotainment Head Unit,1274.85,12.2,3,14,0,1,Approved Standard Claim
CLAIM-80478,Dealership-D001,Battery Module,856.31,7.5,1,9,0,1,Approved Standard Claim
CLAIM-80479,Dealership-D020,Battery Module,2104.6,15.7,2,37,0,1,Approved Standard Claim
CLAIM-80480,Dealership-D042,Transmission Valve Body,2649.12,26.9,3,16,0,1,Approved Standard Claim
CLAIM-80481,Dealership-D017,Inverter ECU,683.63,6.8,2,31,0,1,Approved Standard Claim
CLAIM-80482,Dealership-D042,Transmission Valve Body,2006.31,21.6,2,6,0,1,Approved Standard Claim
CLAIM-80483,Dealership-D041,Transmission Valve Body,2857.74,22.0,3,22,0,1,Approved Standard Claim
CLAIM-80484,Dealership-D008,Turbocharger Assembly,783.72,8.5,5,40,0,1,Approved Standard Claim
