Telemetry_Timestamp_ms,Speed_kmh,Lateral_Acceleration_G,Longitudinal_Accel_G,Active_Wing_Angle_deg,Aerodynamic_Downforce_kg,Tire_Tread_Temp_C
198100,247.5,-1.01,-1.44,14.1,472.1,112.4
198200,220.8,-0.69,0.12,13.1,355.7,81.9
198300,230.7,-0.97,-0.08,11.0,341.8,88.0
198400,209.6,0.26,0.08,8.7,239.4,70.5
198500,260.5,-0.26,-0.77,13.4,504.0,88.1
198600,229.5,-0.45,0.2,11.2,342.2,77.0
198700,203.4,0.34,-1.04,10.4,255.7,90.4
198800,248.4,-0.49,-0.15,10.6,385.6,82.8
198900,101.6,-1.11,0.38,7.8,52.3,99.8
199000,131.8,0.13,-1.23,8.3,91.7,95.6
199100,201.6,-0.22,0.57,10.2,246.7,81.3
199200,107.4,0.24,0.78,6.0,50.0,90.4
199300,167.4,-0.0,-0.3,8.9,155.0,76.5
199400,165.2,0.55,-0.01,8.5,146.9,75.8
199500,259.6,-0.95,0.26,11.8,455.5,89.1
199600,268.6,-0.55,0.66,15.1,587.7,83.7
199700,121.8,0.38,0.21,4.8,56.5,75.1
199800,271.7,0.07,0.46,12.9,534.1,76.6
199900,156.4,-0.11,-0.09,6.8,113.9,72.5
200000,282.1,0.4,0.24,13.0,579.0,78.2
200100,60.1,-0.43,0.73,1.8,9.3,83.3
200200,173.2,-0.54,-0.73,7.9,153.1,85.8
200300,107.6,0.79,-0.71,6.5,52.3,93.4
200400,189.9,-0.47,-0.69,10.1,218.6,81.6
200500,141.8,-0.06,-0.08,8.9,111.1,77.1
200600,269.9,-0.23,-0.33,15.3,598.4,80.2
200700,181.0,0.72,-0.16,7.0,154.7,81.0
200800,157.3,1.08,-0.6,5.7,103.9,95.9
200900,162.1,0.01,0.05,7.6,131.7,74.9
201000,234.6,-0.26,0.02,10.3,336.4,75.8
201100,152.1,0.53,-0.31,5.6,96.1,81.6
201200,68.7,-0.7,0.54,3.7,15.8,82.9
201300,238.2,-0.92,0.54,11.7,382.1,91.5
201400,81.4,0.53,0.12,5.3,26.6,84.1
201500,173.7,0.94,0.35,8.9,167.2,86.4
201600,89.4,-1.17,-0.16,3.5,26.3,94.5
201700,239.6,-0.31,-0.19,11.0,369.0,76.5
201800,192.7,0.46,-0.16,7.9,190.7,79.7
201900,254.0,0.92,-0.04,9.8,381.3,85.9
202000,185.9,1.1,-0.4,7.5,170.9,94.6
202100,180.6,-0.26,-0.36,8.5,175.5,80.5
202200,189.8,-0.51,0.16,8.4,192.2,83.8
202300,128.5,-0.41,0.17,6.9,77.3,74.9
202400,63.9,0.3,-0.27,3.3,13.0,80.7
202500,165.1,-0.41,-0.87,6.4,122.5,87.4
202600,289.0,-0.15,0.47,16.4,727.0,76.3
202700,281.4,0.97,-0.54,15.8,666.6,93.4
202800,64.0,0.07,-0.96,4.1,14.4,84.6
202900,182.3,-0.12,0.18,8.5,178.5,75.6
203000,167.0,-0.73,-0.19,7.6,138.7,83.3
203100,158.1,-0.51,0.27,9.3,142.1,80.0
203200,73.8,-0.21,0.55,5.0,21.2,82.0
203300,98.6,0.49,0.34,5.0,37.8,76.9
203400,235.9,0.23,0.58,12.0,381.7,82.3
203500,114.1,-0.39,-0.35,7.3,63.6,78.6
203600,255.3,-0.19,-0.27,9.9,388.1,76.4
203700,253.8,0.47,1.02,12.6,457.2,90.0
203800,213.0,-0.03,-0.95,10.3,278.5,89.2
203900,120.8,0.83,-0.84,5.5,59.9,96.3
204000,164.4,-0.16,0.13,6.2,119.1,75.6
204100,227.7,0.24,1.09,10.1,312.1,96.2
204200,62.5,-0.38,-1.03,3.8,13.2,93.3
204300,226.2,-0.34,0.61,10.6,320.8,75.6
204400,250.5,0.39,-0.33,12.0,429.3,78.7
204500,64.8,0.56,0.14,5.0,16.3,79.6
204600,169.1,0.42,-0.3,7.3,139.2,79.5
204700,142.3,0.36,-0.1,7.3,98.6,75.7
204800,124.8,1.13,0.61,4.6,58.3,98.6
204900,102.2,0.13,-0.04,4.5,38.7,73.2
205000,102.5,0.48,0.28,3.9,36.3,74.1
205100,201.6,0.28,0.69,9.7,238.5,80.5
205200,111.2,-0.05,0.68,6.2,54.6,82.6
205300,82.6,-0.59,-0.51,3.7,22.8,88.5
205400,137.9,-0.22,-0.77,8.4,101.5,86.8
205500,224.9,0.18,0.79,11.7,339.6,82.8
205600,264.4,0.01,0.16,14.8,561.5,73.4
205700,183.2,-0.7,0.4,9.1,188.0,83.9
205800,60.8,-0.83,-0.59,3.1,11.5,89.4
205900,73.9,-0.58,0.3,2.9,16.5,80.6
206000,88.2,1.01,0.8,4.3,28.2,101.8
206100,205.1,-0.36,-1.29,10.0,252.7,97.0
206200,134.4,0.44,-0.53,8.2,95.0,82.7
206300,271.7,-0.19,-0.16,13.5,550.0,76.4
206400,80.4,-0.15,0.32,4.8,24.7,76.4
206500,130.7,-0.82,0.25,4.7,64.7,84.3
206600,163.5,-0.48,0.04,7.4,130.8,78.9
206700,216.3,0.48,-0.11,10.1,282.7,76.6
206800,264.7,-0.34,-0.89,12.4,492.5,86.2
206900,119.1,1.11,-0.01,5.3,57.0,93.5
207000,75.1,-0.21,0.79,3.8,19.2,87.8
207100,265.4,-0.54,0.37,13.2,518.0,78.0
207200,276.5,-0.8,-1.16,15.9,649.6,104.2
207300,257.3,-0.08,-0.53,12.8,475.6,81.8
207400,207.1,-1.03,0.32,9.3,245.5,91.2
207500,149.4,-0.67,-0.07,6.3,98.8,81.2
207600,278.4,-0.07,0.6,15.6,648.8,79.0
207700,182.0,0.65,0.08,9.6,193.9,81.0
207800,99.3,-0.01,0.81,6.1,42.8,84.1
207900,183.2,0.19,-0.36,8.1,174.1,74.6
208000,209.4,-0.43,-0.72,8.7,239.4,91.3
208100,133.8,0.12,0.24,5.5,73.5,74.8
208200,249.0,1.0,0.61,11.6,412.5,92.7
208300,270.9,-1.31,0.47,11.7,492.2,106.6
208400,281.7,1.76,-0.13,12.5,558.5,116.8
208500,62.5,-0.21,0.52,3.0,12.0,78.9
208600,277.6,1.24,-0.26,11.6,514.6,98.0
208700,152.0,-0.12,-0.13,8.5,124.4,71.6
208800,128.4,0.27,0.69,4.3,59.2,81.5
208900,117.1,-1.35,0.19,4.6,51.4,102.3
209000,259.1,0.69,1.09,11.7,451.6,100.9
209100,216.3,-0.69,-0.44,11.4,307.2,82.1
209200,194.6,-1.39,-0.56,6.6,173.9,107.6
209300,276.8,0.01,-0.43,12.2,529.3,75.5
209400,231.1,0.43,-0.14,10.5,331.2,81.7
209500,167.5,-0.32,-0.2,9.1,157.5,76.1
209600,144.9,0.5,-0.52,6.6,96.1,80.1
209700,67.8,0.06,-0.0,1.7,11.5,76.0
209800,265.6,0.25,-0.62,11.1,455.7,81.0
209900,148.7,0.79,-0.43,8.3,116.6,88.9
210000,109.1,-0.14,0.39,5.6,49.3,77.5
210100,68.0,1.23,-0.67,3.5,15.1,105.2
210200,245.6,-0.29,-0.01,12.1,416.1,73.7
210300,274.1,1.49,-0.7,13.8,571.0,117.2
210400,277.3,-0.15,-0.92,14.8,617.4,89.7
210500,90.2,0.37,0.39,1.2,18.8,74.1
210600,252.5,0.33,0.28,11.0,410.5,77.3
210700,249.2,-0.4,0.17,11.4,409.9,75.7
210800,96.0,0.66,-0.73,6.2,40.7,88.7
210900,103.6,0.51,-0.87,4.8,41.0,91.6
211000,79.6,-0.51,0.46,2.1,16.9,86.7
211100,173.2,0.9,0.31,7.5,149.0,91.1
211200,163.5,0.35,0.14,6.7,123.0,77.5
211300,127.2,0.86,-0.58,7.9,82.9,88.8
211400,179.1,-0.84,-0.03,8.0,165.9,84.2
211500,257.9,-0.9,-0.21,13.2,489.3,87.7
211600,112.3,0.6,0.3,4.9,48.7,84.6
211700,95.3,-0.09,0.22,4.6,33.7,76.6
211800,152.2,1.26,-0.15,7.8,118.0,92.8
211900,224.2,0.59,-0.17,12.0,343.1,76.4
212000,266.9,-0.15,-0.14,12.4,499.4,74.7
212100,190.0,-0.53,1.2,8.6,195.8,103.4
212200,126.3,-0.63,0.44,6.2,70.2,79.1
212300,167.9,-0.5,0.6,6.5,128.1,84.7
212400,97.3,-0.34,-0.41,5.6,39.3,78.3
212500,104.7,-0.32,0.46,3.1,34.0,78.3
212600,147.2,-0.24,-0.36,6.7,100.3,75.8
212700,147.5,-0.05,0.21,5.8,92.7,79.8
212800,95.0,-0.05,1.04,4.1,31.8,88.4
212900,228.1,-1.12,0.37,9.7,305.9,97.4
213000,279.9,-0.67,0.55,14.2,609.5,83.9
213100,110.5,0.0,0.55,4.3,44.2,81.3
213200,176.9,0.66,0.26,8.7,171.1,80.1
213300,260.9,-0.2,-0.12,14.2,528.1,78.6
213400,147.9,-0.39,0.26,7.8,110.8,74.5
213500,273.0,0.71,0.56,14.7,595.2,85.8
213600,79.4,0.1,0.63,5.2,25.0,81.0
213700,195.1,-0.41,-0.02,11.2,247.4,76.8
213800,113.7,0.03,-0.36,4.9,49.7,76.4
213900,248.9,-0.72,0.77,10.4,381.9,93.2
214000,264.5,0.84,-0.56,13.5,522.5,88.6
214100,86.7,-0.89,-0.07,4.3,27.3,81.7
214200,183.9,0.8,-0.18,8.4,179.7,85.6
214300,273.8,1.3,-1.04,13.7,565.5,114.1
214400,174.3,0.65,-0.02,7.8,154.7,81.8
214500,172.1,0.07,-0.32,6.5,134.4,83.1
214600,113.3,-0.09,0.21,7.1,61.1,74.8
214700,71.4,0.75,0.74,3.3,16.2,91.0
214800,76.1,-0.91,-0.9,4.7,21.8,101.1
214900,173.9,-0.23,-0.5,7.6,151.4,80.7
215000,155.9,-0.55,-0.8,6.6,111.0,86.3
215100,160.2,-0.06,0.53,9.2,145.4,75.6
215200,204.7,-0.22,0.29,10.4,258.7,73.5
215300,67.0,0.19,0.72,4.7,16.9,86.4
215400,262.1,-0.39,-0.17,14.0,527.5,78.3
215500,266.1,0.06,0.28,13.4,525.8,74.4
215600,266.4,0.04,-0.36,13.8,540.1,74.3
215700,278.4,-0.4,-0.35,11.4,511.7,80.2
215800,203.8,0.4,0.12,8.4,221.1,79.5
215900,76.7,-0.24,-0.33,5.7,24.8,76.6
216000,102.1,0.65,-0.32,5.5,42.7,82.9
216100,213.3,-1.07,-0.17,9.8,268.7,90.5
216200,255.9,1.28,-0.32,12.6,463.4,99.5
216300,251.5,0.15,0.32,12.9,457.2,75.1
216400,104.7,-0.16,-0.26,5.5,44.8,74.1
216500,232.4,-0.51,0.72,12.0,368.7,86.9
216600,178.3,0.88,0.02,9.5,184.2,85.7
216700,98.1,-0.58,-0.27,5.6,39.9,82.8
216800,134.6,-0.87,0.63,5.5,74.4,88.5
216900,198.3,0.81,-0.43,13.2,289.4,87.0
217000,99.6,0.22,1.28,4.4,36.3,95.6
217100,102.7,-0.03,0.14,5.1,41.7,70.3
217200,114.8,-0.11,-1.23,6.3,58.5,97.5
217300,239.3,-0.24,0.62,11.9,389.3,84.7
217400,153.8,-0.85,-0.24,6.9,111.3,88.4
217500,63.6,1.03,0.33,1.1,9.2,91.8
217600,80.9,0.06,0.46,3.5,21.3,77.3
217700,175.1,0.6,0.11,8.6,166.3,78.7
217800,232.9,0.21,0.54,11.5,360.6,82.6
217900,202.4,-0.54,0.6,10.6,256.4,84.1
218000,72.9,1.02,0.58,1.6,13.1,93.2
218100,221.9,-0.37,0.53,10.1,297.7,80.0
218200,223.7,-0.08,-0.41,8.0,257.4,79.6
218300,79.3,0.31,0.6,3.0,19.3,81.3
218400,144.1,0.28,0.73,5.9,88.5,87.7
218500,188.9,0.54,-0.44,9.6,208.4,82.1
218600,110.5,-0.16,-0.1,5.8,51.5,77.3
218700,81.9,0.37,-1.08,2.9,20.1,94.6
218800,288.1,-0.25,0.48,13.0,601.8,82.7
218900,112.8,-0.05,0.66,3.5,41.8,77.0
219000,173.3,0.74,0.56,7.9,154.1,90.3
219100,66.6,0.73,-1.21,4.5,16.3,103.6
219200,105.4,0.33,-0.2,4.9,42.7,75.6
219300,158.5,0.23,0.14,9.2,142.3,79.6
219400,221.4,0.11,-0.1,11.6,327.2,72.7
219500,286.5,0.85,0.21,13.9,625.3,86.0
219600,209.9,-0.11,-1.0,10.4,272.6,90.5
219700,226.5,0.07,0.45,10.7,322.2,78.0
219800,264.4,0.09,-0.09,12.3,487.7,76.7
219900,252.7,0.41,0.42,13.5,478.2,79.1
220000,91.6,0.1,-0.38,4.5,31.1,76.6
220100,151.3,0.53,-0.87,9.3,130.3,92.0
220200,253.4,-0.38,0.3,13.0,467.7,82.1
220300,249.4,-0.73,-0.2,11.9,422.9,81.3
220400,265.8,0.16,0.08,15.3,581.0,72.8
220500,73.6,0.01,-0.79,4.4,19.7,83.4
220600,129.6,-0.24,0.23,7.5,83.1,73.8
220700,115.6,-1.28,-1.14,7.3,65.2,111.5
220800,208.6,-0.04,-0.19,9.5,252.2,71.5
220900,174.1,-0.53,-1.26,9.0,169.6,100.1
221000,207.6,-0.13,-0.33,10.7,271.2,79.3
221100,244.1,0.11,-0.51,10.7,373.9,78.7
221200,256.2,0.16,0.31,11.6,437.5,76.5
221300,198.9,-0.77,0.43,8.8,216.8,87.2
221400,90.7,0.51,-0.06,5.1,32.4,76.2
221500,278.3,-1.0,1.12,11.8,524.0,108.1
221600,128.5,-0.48,-1.13,5.9,70.7,96.2
221700,127.4,-0.76,1.02,9.1,91.5,94.1
221800,60.6,-0.73,0.46,2.3,10.1,86.0
221900,238.7,0.02,0.78,10.4,351.4,86.1
222000,190.1,-1.29,-0.55,10.4,223.0,101.9
222100,111.6,0.37,0.17,3.9,43.0,79.0
222200,258.0,-0.18,-0.68,13.8,505.1,81.7
222300,105.5,0.11,0.23,3.3,35.4,78.2
222400,264.0,-0.09,0.35,11.9,473.8,80.2
222500,262.2,0.1,0.46,12.0,470.7,79.3
222600,267.6,-1.03,-0.33,15.5,595.6,94.3
222700,274.5,-0.69,0.25,13.2,552.1,83.8
222800,136.0,0.06,-0.45,6.4,83.1,76.3
222900,132.2,-0.37,0.26,5.9,74.8,83.4
223000,287.4,-0.75,0.5,15.4,682.1,88.4
223100,102.1,-0.35,-0.23,2.4,29.2,75.3
223200,143.7,-0.15,0.29,9.6,120.3,77.8
223300,198.6,-0.56,-0.18,8.4,210.1,78.0
223400,249.8,0.21,0.41,12.4,438.5,72.6
223500,255.8,-0.49,-0.45,13.1,477.8,79.0
223600,204.9,-0.51,-0.52,8.0,217.3,79.5
223700,196.1,1.16,0.29,8.4,205.5,92.3
223800,99.9,-0.96,0.54,3.5,32.6,93.5
223900,156.5,0.05,-0.28,6.8,114.4,77.6
224000,136.6,0.3,-0.5,8.4,99.5,82.3
224100,69.8,1.51,-0.17,5.0,19.0,107.5
224200,206.1,0.99,0.1,10.2,258.2,87.5
224300,66.1,0.26,-0.65,5.4,17.8,80.1
224400,280.1,-0.62,0.2,13.4,581.8,84.5
224500,165.9,0.94,0.6,6.8,128.0,93.3
224600,195.8,-0.54,-0.25,10.3,235.5,77.5
224700,196.6,0.13,-0.25,7.8,196.3,77.6
224800,193.4,1.09,-0.19,9.0,208.3,91.4
224900,69.3,1.13,-0.35,2.1,12.9,99.4
225000,149.8,0.11,-0.84,7.0,106.2,86.7
225100,272.6,0.05,-0.46,12.2,513.4,79.1
225200,167.7,0.63,-0.98,7.4,138.0,96.8
225300,236.4,0.9,0.13,11.5,369.6,83.5
225400,139.8,-0.61,0.05,8.1,101.3,80.6
225500,176.8,-0.04,-0.08,8.1,162.3,74.9
225600,263.7,1.07,-0.35,13.1,509.0,92.1
225700,200.0,0.0,0.73,11.0,256.0,88.6
225800,189.1,0.32,0.57,10.3,219.8,80.7
225900,177.1,-0.0,-0.27,6.0,135.2,76.9
226000,255.1,-1.4,0.05,11.5,432.2,103.5
226100,276.3,0.67,0.13,14.1,589.6,77.7
226200,102.1,-0.5,-0.64,6.0,45.3,83.8
226300,145.7,0.6,-0.21,7.7,106.5,79.7
226400,206.0,-1.66,-0.25,8.5,227.2,112.0
226500,118.6,-0.89,0.27,4.3,50.8,89.7
226600,193.0,0.36,-0.39,10.2,227.0,77.5
226700,186.9,-0.1,-0.52,9.6,204.2,76.4
226800,133.5,-0.18,0.38,5.8,75.5,76.5
226900,78.3,-0.7,0.49,2.9,18.4,81.7
227000,265.5,-0.1,-0.39,13.6,528.6,79.2
227100,204.2,-0.2,-1.05,11.0,266.8,93.0
227200,283.1,1.37,0.57,13.6,600.8,105.5
227300,94.6,-0.3,-0.18,6.8,41.6,75.1
227400,252.0,0.02,-0.53,13.9,485.5,79.2
227500,217.7,0.23,0.66,11.6,315.9,86.7
227600,184.4,0.14,-0.3,9.6,198.5,73.9
227700,197.8,0.27,-0.42,9.2,222.3,77.9
227800,115.8,0.27,0.28,4.6,50.1,75.8
227900,270.2,0.11,0.3,11.5,485.6,79.1
228000,202.8,-0.76,0.94,10.5,255.0,97.9
228100,273.0,0.03,0.86,12.5,525.3,87.0
228200,182.6,-0.09,-0.22,7.5,164.7,75.9
228300,128.9,0.92,0.2,6.0,71.7,86.4
228400,276.2,-0.57,0.79,13.4,567.5,85.8
228500,288.9,-0.35,0.6,12.4,586.2,80.7
228600,169.6,0.53,-1.8,8.9,159.5,125.9
228700,266.2,-1.06,0.62,11.9,480.8,94.8
228800,112.7,0.3,0.16,3.6,42.2,74.3
228900,84.7,-0.16,0.04,4.9,27.7,74.7
229000,115.3,1.02,-0.01,6.1,58.2,94.3
229100,142.8,0.14,0.28,9.5,118.2,76.4
229200,189.2,-1.71,0.87,11.2,232.1,126.9
229300,176.0,0.02,-0.1,7.3,150.1,78.4
229400,185.7,-0.82,0.72,8.1,179.1,89.5
229500,133.6,-0.34,-0.41,5.4,72.7,84.7
229600,109.2,0.82,-0.34,7.0,56.5,88.0
229700,175.9,0.13,0.51,7.7,155.9,80.2
229800,120.1,-0.25,-0.92,6.0,62.2,85.9
229900,222.7,-0.09,0.22,11.9,337.5,77.2
230000,263.5,0.13,0.76,13.7,524.3,78.4
230100,286.6,-1.25,1.01,13.7,619.2,109.9
230200,275.5,0.02,1.02,12.3,528.5,90.3
230300,216.3,1.75,-0.32,10.6,292.2,118.7
230400,255.2,-0.34,-0.5,13.9,497.8,81.7
230500,95.8,-0.13,-1.15,3.0,28.2,95.2
230600,228.2,-0.07,0.86,10.5,324.1,85.0
230700,91.4,-0.98,0.05,6.6,38.2,86.5
230800,202.4,-0.45,-1.04,9.4,236.3,90.2
230900,207.5,-0.51,0.92,10.0,257.5,91.1
231000,90.4,0.61,-0.26,4.0,28.4,83.2
231100,116.4,0.11,-0.38,5.5,55.5,74.0
231200,197.5,-0.83,-0.75,9.9,233.1,89.9
231300,228.5,-0.35,1.55,13.0,379.5,107.8
231400,191.0,0.21,-0.42,8.4,195.1,77.0
231500,173.9,0.14,0.16,8.2,158.9,72.5
231600,93.2,0.06,0.5,5.5,35.7,82.8
231700,155.0,-0.53,-0.61,7.6,120.1,84.7
231800,103.4,0.81,0.96,6.1,46.9,97.2
231900,183.2,-0.17,0.5,11.2,217.7,82.8
232000,271.7,1.1,-0.21,12.1,508.5,94.1
232100,259.8,-0.37,1.11,12.6,479.9,94.5
232200,141.1,0.26,-0.06,7.4,97.9,74.4
232300,203.0,0.83,0.08,6.5,186.4,82.8
232400,220.4,0.3,0.06,10.0,290.8,79.8
232500,277.0,0.27,-0.04,13.3,565.4,78.0
232600,105.9,-1.06,0.13,5.0,43.7,94.1
232700,284.6,-0.04,0.5,13.3,599.9,78.8
232800,101.1,0.2,-1.51,5.0,40.0,99.9
232900,69.2,-1.56,0.43,4.9,18.5,111.7
233000,111.5,-0.66,0.08,6.8,57.7,80.0
233100,122.0,0.44,0.21,7.5,73.4,78.8
233200,192.6,-1.47,1.23,9.8,219.1,124.4
233300,280.7,1.09,0.57,10.9,504.0,95.0
233400,286.8,-0.24,-0.23,12.4,577.6,72.8
233500,251.0,-0.63,-1.06,11.9,429.4,97.4
233600,139.7,-0.58,-0.18,6.5,88.3,83.0
233700,248.2,-0.1,-0.57,12.3,429.9,83.4
233800,261.5,0.46,-1.17,12.4,478.7,97.6
233900,197.7,0.81,0.66,9.9,233.6,87.8
234000,231.5,-0.16,1.03,12.5,377.2,91.2
234100,143.7,0.84,0.23,5.7,86.3,82.4
234200,255.2,0.21,-0.56,11.9,443.3,81.9
234300,210.6,-0.17,0.22,10.2,270.1,77.4
234400,168.9,0.17,0.21,7.9,145.6,77.1
234500,281.6,0.79,-0.66,12.6,562.6,91.1
234600,61.3,-0.07,0.35,1.5,9.1,78.9
234700,132.7,-0.5,0.11,7.2,84.6,72.8
234800,94.1,-0.24,0.23,5.6,36.8,79.3
234900,221.4,0.02,0.09,9.2,278.5,75.3
235000,129.2,-0.26,0.93,6.0,71.9,91.1
235100,226.2,0.04,0.98,11.3,335.8,87.5
235200,92.9,-0.12,0.25,3.2,27.2,76.8
235300,241.7,-0.48,-0.4,11.2,380.6,83.7
235400,249.9,-0.99,0.92,10.4,385.7,102.2
235500,288.5,0.29,-0.39,13.1,609.1,81.1
235600,69.6,0.38,0.18,2.2,13.2,80.3
235700,85.7,-0.35,0.17,3.4,23.7,81.7
235800,179.0,-0.39,0.15,8.0,164.8,77.9
235900,159.2,0.44,0.17,7.9,130.0,79.6
236000,236.8,-0.49,-0.42,9.9,333.5,78.0
236100,138.3,-0.87,0.18,7.9,97.6,81.1
236200,102.1,-0.77,-0.42,5.9,44.5,82.3
236300,82.8,-0.44,-0.3,3.6,22.9,83.1
236400,166.2,-0.33,-0.4,8.6,149.8,78.7
236500,81.0,-0.17,0.07,1.7,16.6,75.3
236600,65.1,-0.13,0.4,2.2,11.6,78.1
236700,221.3,-0.01,0.4,12.6,347.4,74.1
236800,288.2,-0.75,-0.28,14.1,642.3,83.3
236900,273.5,0.42,-0.24,10.4,462.1,78.4
237000,170.0,0.2,-0.12,7.4,142.0,74.9
237100,189.0,-1.26,-0.02,8.1,185.6,97.2
237200,61.6,0.21,-0.05,1.7,9.4,74.2
237300,159.9,0.26,-0.22,6.4,115.1,76.3
237400,236.4,0.15,-0.34,13.1,407.6,78.8
237500,284.8,0.63,-0.58,12.8,583.2,86.7
237600,174.6,0.2,-0.65,8.5,163.2,77.1
237700,236.6,1.32,0.07,13.3,414.7,101.2
237800,131.3,-0.93,0.55,8.1,89.6,92.5
237900,182.3,-0.27,0.52,8.5,178.1,79.2
238000,254.3,-0.63,-1.59,8.8,354.6,114.8
238100,163.6,-0.2,-1.23,9.2,152.1,94.0
238200,232.1,-0.44,-0.51,10.3,330.9,82.8
238300,141.8,0.68,-0.8,8.1,105.0,91.9
238400,159.8,0.24,-0.57,6.8,119.1,81.1
238500,180.3,-0.08,-0.22,8.8,178.8,73.9
238600,262.6,-0.88,-0.55,11.0,441.4,89.1
238700,181.4,0.41,0.44,9.6,191.6,81.2
238800,289.7,-0.26,-0.09,14.6,665.8,76.5
238900,165.9,-1.09,-1.03,6.5,124.7,109.9
239000,142.1,0.13,-0.09,6.8,93.6,74.2
239100,213.4,-0.12,0.95,12.0,310.9,90.9
239200,163.0,-0.15,-0.52,10.0,159.5,75.3
239300,274.4,1.05,0.44,13.2,552.6,98.1
239400,114.9,-0.39,-0.12,6.6,60.3,79.3
239500,225.3,0.12,0.34,10.6,316.9,75.8
239600,247.3,-0.68,-0.36,11.4,402.2,83.4
239700,162.3,0.63,-0.84,8.8,144.5,94.5
239800,124.2,0.02,0.23,4.0,54.0,73.6
239900,268.4,0.14,0.65,13.2,529.8,80.3
