Packet_Stream_ID,Link_Bandwidth_Mbps,Micro_Burst_Size_kB,Packet_Latency_Microseconds,Gateway_Buffer_Util_pct,Network_QoS_Status
APTIV-ZONAL-1272,425.0,168.4,328.5,17.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1273,8447.3,28.0,528.5,83.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1274,5404.0,149.1,541.9,61.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1275,4443.9,172.7,517.5,52.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1276,6887.4,60.0,475.5,66.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1277,6776.9,108.6,553.3,70.0,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1278,3503.6,96.6,381.5,43.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1279,3250.8,158.3,441.3,44.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1280,6705.2,114.2,503.3,70.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1281,2170.1,16.7,208.0,20.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1282,6199.8,118.7,584.0,69.0,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1283,4270.9,41.9,302.8,44.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1284,4377.5,39.0,410.5,45.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1285,6696.6,158.2,570.8,71.6,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1286,3565.2,142.3,456.3,44.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1287,1972.0,164.5,415.7,29.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1288,7139.4,144.3,613.6,76.9,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1289,1800.0,99.8,344.9,21.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1290,789.5,95.6,240.8,17.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1291,1641.0,134.6,341.3,33.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1292,1168.6,76.9,261.4,17.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1293,8009.9,93.1,621.6,86.9,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1294,8097.7,154.3,696.3,92.5,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1295,7367.9,68.0,505.4,72.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1296,5151.8,22.5,336.7,56.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1297,8394.5,110.9,586.8,81.5,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1298,6388.2,93.2,472.9,69.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1299,4568.7,89.9,444.8,52.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1300,5479.9,165.1,518.3,62.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1301,923.1,62.5,190.0,17.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1302,6775.1,176.4,642.9,78.1,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1303,6869.9,67.3,498.4,72.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1304,6674.3,86.4,558.6,65.7,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1305,5561.6,157.8,530.5,69.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1306,3122.6,33.6,299.6,34.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1307,4447.1,125.5,460.6,48.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1308,1216.4,102.4,305.4,17.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1309,5241.1,27.1,368.1,52.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1310,1473.0,64.0,249.5,22.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1311,2876.6,178.9,484.7,41.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1312,4760.2,100.2,423.1,50.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1313,8063.9,61.2,592.2,80.6,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1314,2938.6,68.6,373.1,30.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1315,5437.8,99.6,504.1,59.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1316,2373.0,37.6,192.1,24.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1317,1819.1,82.8,270.5,21.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1318,1126.6,162.5,361.1,24.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1319,7125.5,67.2,517.7,76.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1320,3252.5,151.0,466.3,43.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1321,1818.3,21.0,256.9,17.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1322,7120.6,113.9,590.9,77.3,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1323,3770.2,166.8,446.0,49.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1324,4899.0,39.9,362.4,53.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1325,6371.5,85.8,541.8,64.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1326,7282.4,117.2,605.3,79.0,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1327,7138.3,162.2,633.3,74.9,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1328,8085.0,140.1,615.6,91.2,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1329,5643.7,65.2,414.2,57.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1330,5307.1,30.6,382.7,54.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1331,2573.4,36.7,250.6,30.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1332,5703.1,105.5,450.2,61.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1333,2690.1,121.7,421.4,32.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1334,6110.9,168.5,581.9,71.9,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1335,5096.5,106.1,439.7,61.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1336,7128.5,109.6,594.9,79.7,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1337,2739.0,127.7,384.7,36.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1338,4375.7,145.1,520.2,55.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1339,406.8,117.2,252.5,11.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1340,3846.1,166.9,481.9,47.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1341,1124.2,139.4,351.5,21.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1342,4836.9,109.7,440.6,54.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1343,6578.8,56.5,501.5,65.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1344,5282.0,116.7,493.5,57.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1345,8513.1,168.3,697.3,94.6,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1346,4340.9,67.2,420.3,47.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1347,1421.1,174.2,375.6,28.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1348,6386.5,88.9,524.0,69.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1349,2177.2,58.0,264.7,28.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1350,3786.3,85.3,349.8,40.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1351,3129.7,40.4,350.9,30.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1352,406.9,133.9,326.8,13.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1353,8293.9,172.1,724.1,94.1,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1354,6357.4,104.1,547.4,75.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1355,8298.5,72.1,611.5,84.1,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1356,6524.5,65.9,461.7,68.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1357,1217.7,82.5,288.9,17.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1358,2545.9,25.9,284.2,31.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1359,1844.7,166.5,408.5,30.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1360,5604.4,151.5,526.2,63.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1361,2678.7,142.0,386.6,40.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1362,5765.0,144.8,567.4,69.2,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1363,6497.5,161.9,607.6,80.2,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1364,8035.0,80.3,539.8,84.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1365,4536.3,52.6,355.5,42.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1366,5882.2,123.4,543.3,66.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1367,7165.0,171.8,619.2,85.5,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1368,1654.1,19.4,194.5,17.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1369,4705.4,145.9,475.9,51.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1370,6369.8,154.2,584.2,77.7,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1371,1264.7,160.5,388.1,25.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1372,4339.0,78.1,415.6,47.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1373,2114.0,166.0,436.5,31.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1374,1115.4,148.5,361.8,20.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1375,5676.3,154.6,566.1,64.9,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1376,8095.0,162.4,643.8,95.0,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1377,7122.2,71.8,504.8,72.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1378,7080.7,145.4,585.3,75.2,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1379,7819.0,35.7,491.1,75.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1380,5647.3,125.1,515.8,62.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1381,5790.0,115.1,498.8,67.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1382,1264.8,31.4,228.9,12.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1383,8577.2,168.9,702.5,99.0,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1384,5749.4,49.5,450.5,62.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1385,8437.4,141.8,640.6,92.5,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1386,5077.2,52.4,439.5,54.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1387,1172.9,144.8,333.7,22.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1388,794.3,68.5,207.0,15.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1389,1348.2,117.9,307.7,17.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1390,5878.7,45.9,414.8,49.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1391,5659.5,16.2,377.5,54.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1392,5215.9,159.3,543.1,61.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1393,5123.1,79.7,424.2,52.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1394,5705.2,46.5,409.7,63.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1395,1206.2,83.4,297.4,20.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1396,2606.3,24.9,258.3,23.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1397,552.4,58.9,232.7,10.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1398,2158.7,84.6,275.2,25.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1399,2372.1,64.9,323.3,28.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1400,4406.2,71.9,384.7,48.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1401,1986.2,104.5,325.0,30.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1402,1125.6,105.4,391.5,18.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1403,1761.1,93.7,335.6,21.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1404,879.1,93.8,266.8,12.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1405,3344.2,54.3,368.1,35.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1406,7182.9,26.1,448.5,62.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1407,5993.4,131.7,555.8,72.0,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1408,959.8,91.6,282.7,14.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1409,2441.5,100.5,308.1,34.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1410,2527.5,22.6,278.0,20.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1411,4236.8,122.8,470.2,52.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1412,7575.8,65.8,529.6,72.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1413,3875.5,45.6,366.1,40.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1414,459.5,53.0,234.9,10.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1415,3064.7,56.0,368.7,31.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1416,6392.9,45.2,398.1,66.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1417,7640.1,121.0,526.8,84.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1418,1030.4,23.4,154.5,10.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1419,8598.3,112.7,614.3,87.9,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1420,1201.6,76.0,235.0,21.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1421,1242.2,121.2,331.6,20.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1422,1013.1,174.1,337.9,29.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1423,3833.4,111.1,396.4,51.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1424,5540.0,27.6,429.2,51.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1425,1390.4,168.5,377.5,24.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1426,5067.6,114.9,543.7,62.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1427,7664.3,168.2,657.0,84.6,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1428,4444.3,150.9,502.9,53.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1429,4632.6,114.5,452.2,53.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1430,7178.9,121.3,600.0,72.5,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1431,2474.0,52.2,315.7,29.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1432,5984.0,39.0,407.2,65.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1433,4559.8,19.0,399.1,46.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1434,4931.6,43.0,385.0,52.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1435,7078.2,155.1,597.3,80.7,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1436,837.4,139.2,297.6,15.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1437,8217.4,142.1,702.8,87.5,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1438,4375.5,158.5,468.2,54.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1439,1450.3,151.7,327.4,22.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1440,1112.4,42.5,196.5,17.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1441,1725.9,169.5,390.8,29.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1442,7574.7,147.7,576.7,80.4,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1443,493.3,56.9,273.5,10.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1444,3672.6,39.7,355.8,39.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1445,6920.0,73.0,495.9,71.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1446,708.0,83.4,285.5,15.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1447,3393.0,174.2,503.7,45.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1448,1074.5,87.0,233.5,18.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1449,4254.6,58.0,401.0,45.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1450,5506.3,33.1,341.7,53.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1451,3221.9,171.4,492.8,41.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1452,2437.5,137.9,371.6,37.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1453,7750.5,16.2,483.7,78.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1454,7828.1,177.8,662.5,86.6,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1455,4712.3,31.5,391.4,52.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1456,7033.0,178.8,651.4,85.3,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1457,814.5,35.1,179.2,10.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1458,8783.7,106.1,687.8,95.5,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1459,3629.7,28.0,286.9,32.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1460,8623.5,104.9,596.9,88.4,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1461,3608.8,84.4,395.3,43.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1462,4071.1,105.9,397.1,47.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1463,6329.4,165.4,594.4,75.7,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1464,4111.0,13.3,310.6,44.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1465,6948.5,60.5,450.9,68.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1466,5654.6,161.6,560.9,63.7,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1467,4155.9,167.7,546.3,49.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1468,4544.7,107.9,457.3,50.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1469,451.6,16.8,152.3,10.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1470,6504.4,26.6,427.8,69.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1471,8246.9,28.5,475.4,78.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1472,7173.9,133.3,596.1,79.3,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1473,3312.7,84.9,399.4,38.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1474,3583.9,95.2,371.1,37.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1475,6931.4,143.4,586.0,79.0,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1476,2183.8,73.4,298.0,25.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1477,2629.5,71.4,278.8,31.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1478,8472.7,162.7,685.6,96.2,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1479,7782.0,21.5,473.5,77.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1480,1021.3,153.2,359.5,19.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1481,3671.5,29.3,386.8,35.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1482,6933.4,25.1,443.5,69.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1483,2710.7,155.5,464.3,42.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1484,7466.1,155.8,630.3,79.5,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1485,5013.5,103.8,410.7,52.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1486,1957.1,23.2,250.5,19.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1487,1826.1,129.5,367.0,31.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1488,7330.1,179.3,615.7,79.6,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1489,1046.5,173.4,401.9,23.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1490,6141.7,176.5,582.2,70.8,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1491,945.9,145.8,322.3,20.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1492,5813.3,58.9,435.5,58.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1493,4336.0,175.7,509.8,54.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1494,5547.3,176.9,605.1,68.5,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1495,1767.5,19.7,145.3,14.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1496,6879.7,126.5,563.5,75.2,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1497,3139.0,20.3,291.9,34.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1498,8207.7,159.1,682.9,90.0,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1499,1158.2,99.1,299.4,14.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1500,2611.4,125.3,307.2,30.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1501,5703.7,113.1,461.9,65.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1502,1053.0,20.0,210.6,12.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1503,7389.1,176.4,637.6,86.3,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1504,3225.9,130.6,378.6,42.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1505,1336.9,20.0,172.1,14.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1506,1405.0,61.0,242.4,20.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1507,3169.0,175.1,453.6,50.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1508,5999.7,139.5,603.5,70.0,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1509,2601.1,31.8,284.4,30.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1510,6087.5,128.9,528.8,67.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1511,3005.1,18.4,295.5,30.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1512,635.7,146.0,368.6,20.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1513,8436.9,137.3,601.2,93.8,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1514,4937.5,61.7,401.0,52.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1515,2717.6,79.4,291.8,29.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1516,7504.6,142.4,630.6,83.0,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1517,2521.3,179.1,444.3,37.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1518,8124.9,39.1,590.2,79.6,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1519,2388.9,67.3,337.1,32.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1520,7314.6,31.4,493.3,70.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1521,3628.8,154.9,431.6,48.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1522,5873.3,99.7,485.7,60.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1523,5806.2,81.9,480.3,61.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1524,7665.7,111.8,522.3,81.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1525,7717.1,56.2,543.6,78.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1526,2462.1,102.9,369.0,33.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1527,6149.6,28.3,439.1,59.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1528,699.0,106.2,252.9,10.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1529,8337.0,168.2,667.1,92.1,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1530,7285.0,55.4,459.7,77.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1531,4247.0,19.1,340.2,43.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1532,3446.3,123.8,391.3,47.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1533,3309.2,164.5,476.6,42.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1534,4641.4,129.6,479.5,55.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1535,5079.1,162.4,571.9,60.3,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1536,2120.4,124.4,339.3,33.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1537,6171.2,62.3,447.8,68.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1538,2716.3,28.5,330.0,34.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1539,5612.5,119.5,522.5,66.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1540,2318.7,163.3,453.9,33.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1541,7801.5,38.0,489.7,71.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1542,3811.2,151.0,486.0,50.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1543,7351.3,119.8,629.6,85.1,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1544,4985.7,24.2,409.2,48.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1545,2250.8,32.9,222.6,26.0,Time-Sensitive Network (TSN) Compliant
