Nevera_Run_ID,Vehicle_Speed_kmh,Lateral_Acceleration_G,Vehicle_Yaw_Rate_deg_s,Left_Right_Torque_Delta_Nm,Inverter_Response_Latency_us,Vectoring_Status
RIMAC-RAWTV-1277,110.5,0.42,7.2,397.2,130,Balanced All-Wheel Traction
RIMAC-RAWTV-1278,119.5,-0.49,-6.3,-317.4,131,Balanced All-Wheel Traction
RIMAC-RAWTV-1279,245.8,0.38,6.3,275.3,129,Balanced All-Wheel Traction
RIMAC-RAWTV-1280,62.0,-0.87,-13.6,-734.9,145,Balanced All-Wheel Traction
RIMAC-RAWTV-1281,126.2,0.26,5.8,180.8,143,Balanced All-Wheel Traction
RIMAC-RAWTV-1282,253.5,-0.95,-14.2,-763.7,149,Balanced All-Wheel Traction
RIMAC-RAWTV-1283,169.4,1.38,20.2,1187.5,178,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1284,304.9,-0.1,-1.5,-105.1,128,Balanced All-Wheel Traction
RIMAC-RAWTV-1285,238.0,0.95,13.0,761.1,146,Balanced All-Wheel Traction
RIMAC-RAWTV-1286,146.5,0.76,12.3,652.2,166,Balanced All-Wheel Traction
RIMAC-RAWTV-1287,103.4,0.53,5.2,459.0,154,Balanced All-Wheel Traction
RIMAC-RAWTV-1288,196.4,1.32,17.6,1137.3,176,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1289,179.9,0.02,0.8,75.3,124,Balanced All-Wheel Traction
RIMAC-RAWTV-1290,272.8,1.02,15.0,911.0,157,Balanced All-Wheel Traction
RIMAC-RAWTV-1291,129.7,-0.26,-1.8,-201.9,122,Balanced All-Wheel Traction
RIMAC-RAWTV-1292,120.3,0.74,11.0,639.5,162,Balanced All-Wheel Traction
RIMAC-RAWTV-1293,94.1,-0.26,-2.1,-105.9,115,Balanced All-Wheel Traction
RIMAC-RAWTV-1294,122.9,0.26,4.8,250.9,126,Balanced All-Wheel Traction
RIMAC-RAWTV-1295,77.3,-1.54,-22.1,-1359.1,168,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1296,148.3,-1.11,-15.0,-884.7,167,Balanced All-Wheel Traction
RIMAC-RAWTV-1297,118.4,-0.74,-9.0,-536.4,150,Balanced All-Wheel Traction
RIMAC-RAWTV-1298,199.0,-0.55,-8.2,-554.4,151,Balanced All-Wheel Traction
RIMAC-RAWTV-1299,225.4,-1.4,-20.7,-1127.8,178,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1300,177.1,0.74,10.6,633.2,167,Balanced All-Wheel Traction
RIMAC-RAWTV-1301,237.9,0.12,0.8,32.2,140,Balanced All-Wheel Traction
RIMAC-RAWTV-1302,172.2,-1.32,-17.7,-1134.6,168,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1303,254.8,0.73,8.8,664.1,155,Balanced All-Wheel Traction
RIMAC-RAWTV-1304,149.9,1.25,17.5,1101.0,178,Balanced All-Wheel Traction
RIMAC-RAWTV-1305,240.3,-0.03,0.7,-6.4,124,Balanced All-Wheel Traction
RIMAC-RAWTV-1306,269.4,0.78,11.2,644.5,153,Balanced All-Wheel Traction
RIMAC-RAWTV-1307,167.4,-0.26,-2.8,-226.4,126,Balanced All-Wheel Traction
RIMAC-RAWTV-1308,260.1,-0.07,-0.9,-54.9,121,Balanced All-Wheel Traction
RIMAC-RAWTV-1309,259.6,0.14,1.0,90.1,108,Balanced All-Wheel Traction
RIMAC-RAWTV-1310,237.6,-0.47,-7.1,-400.8,149,Balanced All-Wheel Traction
RIMAC-RAWTV-1311,175.9,-0.54,-8.6,-415.6,129,Balanced All-Wheel Traction
RIMAC-RAWTV-1312,124.0,-0.22,-5.1,-151.3,119,Balanced All-Wheel Traction
RIMAC-RAWTV-1313,319.6,-1.36,-19.7,-1230.4,168,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1314,312.8,1.04,14.8,891.7,162,Balanced All-Wheel Traction
RIMAC-RAWTV-1315,67.2,-0.15,-4.6,-143.8,114,Balanced All-Wheel Traction
RIMAC-RAWTV-1316,164.0,-1.22,-18.0,-1029.7,166,Balanced All-Wheel Traction
RIMAC-RAWTV-1317,84.1,1.33,20.8,1139.4,158,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1318,162.0,-0.91,-14.7,-801.3,142,Balanced All-Wheel Traction
RIMAC-RAWTV-1319,252.1,-0.11,-2.2,-151.2,105,Balanced All-Wheel Traction
RIMAC-RAWTV-1320,229.5,-1.28,-18.9,-1022.8,173,Balanced All-Wheel Traction
RIMAC-RAWTV-1321,224.1,0.23,2.5,241.9,133,Balanced All-Wheel Traction
RIMAC-RAWTV-1322,311.9,-0.6,-8.7,-526.3,148,Balanced All-Wheel Traction
RIMAC-RAWTV-1323,221.8,-0.42,-5.1,-338.4,148,Balanced All-Wheel Traction
RIMAC-RAWTV-1324,317.0,0.35,7.6,258.2,129,Balanced All-Wheel Traction
RIMAC-RAWTV-1325,187.1,0.7,9.2,527.2,149,Balanced All-Wheel Traction
RIMAC-RAWTV-1326,96.7,0.39,2.5,349.2,113,Balanced All-Wheel Traction
RIMAC-RAWTV-1327,187.4,0.81,10.7,628.3,135,Balanced All-Wheel Traction
RIMAC-RAWTV-1328,258.5,-1.39,-20.1,-1202.4,170,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1329,170.5,-0.51,-7.9,-447.3,134,Balanced All-Wheel Traction
RIMAC-RAWTV-1330,297.1,0.21,2.8,193.7,134,Balanced All-Wheel Traction
RIMAC-RAWTV-1331,108.4,-0.23,-3.8,-224.7,119,Balanced All-Wheel Traction
RIMAC-RAWTV-1332,260.0,-0.26,-3.4,-242.2,130,Balanced All-Wheel Traction
RIMAC-RAWTV-1333,273.6,0.79,10.2,739.2,157,Balanced All-Wheel Traction
RIMAC-RAWTV-1334,150.2,-1.49,-22.2,-1218.5,161,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1335,164.3,0.96,13.7,787.2,144,Balanced All-Wheel Traction
RIMAC-RAWTV-1336,234.3,0.83,11.7,677.4,139,Balanced All-Wheel Traction
RIMAC-RAWTV-1337,68.0,1.36,18.9,1137.3,156,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1338,311.7,-0.12,-1.4,-156.7,137,Balanced All-Wheel Traction
RIMAC-RAWTV-1339,184.7,0.32,3.8,255.8,138,Balanced All-Wheel Traction
RIMAC-RAWTV-1340,124.7,0.69,10.6,654.7,149,Balanced All-Wheel Traction
RIMAC-RAWTV-1341,215.5,0.43,8.8,480.1,130,Balanced All-Wheel Traction
RIMAC-RAWTV-1342,152.2,-1.01,-14.4,-916.1,151,Balanced All-Wheel Traction
RIMAC-RAWTV-1343,227.1,0.96,15.4,808.3,147,Balanced All-Wheel Traction
RIMAC-RAWTV-1344,142.9,-1.23,-19.5,-1004.5,168,Balanced All-Wheel Traction
RIMAC-RAWTV-1345,105.2,-0.1,-0.9,-25.7,105,Balanced All-Wheel Traction
RIMAC-RAWTV-1346,74.1,0.51,5.1,464.2,117,Balanced All-Wheel Traction
RIMAC-RAWTV-1347,174.8,0.37,5.1,291.2,129,Balanced All-Wheel Traction
RIMAC-RAWTV-1348,289.0,1.07,15.3,938.9,119,Balanced All-Wheel Traction
RIMAC-RAWTV-1349,137.3,0.23,3.1,230.5,117,Balanced All-Wheel Traction
RIMAC-RAWTV-1350,223.6,1.19,17.0,1044.0,160,Balanced All-Wheel Traction
RIMAC-RAWTV-1351,69.3,0.5,8.6,389.2,136,Balanced All-Wheel Traction
RIMAC-RAWTV-1352,66.1,-0.02,0.7,41.9,138,Balanced All-Wheel Traction
RIMAC-RAWTV-1353,315.3,-0.11,-1.0,-68.4,123,Balanced All-Wheel Traction
RIMAC-RAWTV-1354,145.2,-0.34,-5.8,-257.0,140,Balanced All-Wheel Traction
RIMAC-RAWTV-1355,73.1,0.47,7.2,389.9,133,Balanced All-Wheel Traction
RIMAC-RAWTV-1356,278.9,-0.22,-3.2,-222.3,98,Balanced All-Wheel Traction
RIMAC-RAWTV-1357,218.4,-0.21,-4.1,-100.2,131,Balanced All-Wheel Traction
RIMAC-RAWTV-1358,274.2,0.78,11.8,592.4,132,Balanced All-Wheel Traction
RIMAC-RAWTV-1359,159.5,1.48,20.6,1251.4,173,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1360,308.3,0.31,5.4,294.0,118,Balanced All-Wheel Traction
RIMAC-RAWTV-1361,118.1,-0.82,-10.7,-666.8,149,Balanced All-Wheel Traction
RIMAC-RAWTV-1362,203.3,-0.24,-3.6,-199.1,127,Balanced All-Wheel Traction
RIMAC-RAWTV-1363,221.2,-1.51,-24.1,-1219.5,161,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1364,306.6,1.57,20.7,1376.5,179,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1365,74.8,-0.86,-12.1,-757.1,160,Balanced All-Wheel Traction
RIMAC-RAWTV-1366,68.4,-0.03,0.4,-75.0,115,Balanced All-Wheel Traction
RIMAC-RAWTV-1367,225.4,0.05,1.0,-26.7,127,Balanced All-Wheel Traction
RIMAC-RAWTV-1368,156.6,0.02,0.2,3.0,137,Balanced All-Wheel Traction
RIMAC-RAWTV-1369,263.2,-0.03,0.7,-82.1,108,Balanced All-Wheel Traction
RIMAC-RAWTV-1370,78.8,-0.26,-4.0,-306.5,131,Balanced All-Wheel Traction
RIMAC-RAWTV-1371,70.8,0.91,13.3,741.8,155,Balanced All-Wheel Traction
RIMAC-RAWTV-1372,291.7,-1.25,-18.6,-1068.2,163,Balanced All-Wheel Traction
RIMAC-RAWTV-1373,78.7,-0.56,-8.8,-458.4,144,Balanced All-Wheel Traction
RIMAC-RAWTV-1374,168.5,0.09,1.4,127.5,122,Balanced All-Wheel Traction
RIMAC-RAWTV-1375,162.4,-1.33,-19.2,-1160.8,166,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1376,282.2,0.87,11.6,666.0,124,Balanced All-Wheel Traction
RIMAC-RAWTV-1377,315.4,-0.11,-1.2,-76.8,132,Balanced All-Wheel Traction
RIMAC-RAWTV-1378,315.2,-1.03,-15.7,-907.3,166,Balanced All-Wheel Traction
RIMAC-RAWTV-1379,192.3,1.3,18.7,1168.8,175,Balanced All-Wheel Traction
RIMAC-RAWTV-1380,243.8,0.92,12.8,685.9,157,Balanced All-Wheel Traction
RIMAC-RAWTV-1381,219.0,1.1,15.9,1013.2,168,Balanced All-Wheel Traction
RIMAC-RAWTV-1382,156.7,-0.6,-6.8,-467.4,159,Balanced All-Wheel Traction
RIMAC-RAWTV-1383,151.8,-1.17,-17.3,-930.4,153,Balanced All-Wheel Traction
RIMAC-RAWTV-1384,238.8,-1.23,-17.1,-1110.9,169,Balanced All-Wheel Traction
RIMAC-RAWTV-1385,99.1,-0.26,-2.4,-163.0,115,Balanced All-Wheel Traction
RIMAC-RAWTV-1386,139.2,-0.5,-8.4,-492.0,127,Balanced All-Wheel Traction
RIMAC-RAWTV-1387,75.0,0.65,12.1,601.3,138,Balanced All-Wheel Traction
RIMAC-RAWTV-1388,238.0,0.52,6.8,445.2,134,Balanced All-Wheel Traction
RIMAC-RAWTV-1389,278.2,-0.65,-11.8,-558.5,150,Balanced All-Wheel Traction
RIMAC-RAWTV-1390,142.5,-1.13,-17.3,-973.7,157,Balanced All-Wheel Traction
RIMAC-RAWTV-1391,279.1,-0.41,-5.8,-409.9,130,Balanced All-Wheel Traction
RIMAC-RAWTV-1392,61.3,0.45,7.6,331.9,139,Balanced All-Wheel Traction
RIMAC-RAWTV-1393,113.8,0.88,11.9,735.8,152,Balanced All-Wheel Traction
RIMAC-RAWTV-1394,93.2,-0.36,-5.2,-323.0,132,Balanced All-Wheel Traction
RIMAC-RAWTV-1395,245.5,0.09,0.9,47.7,128,Balanced All-Wheel Traction
RIMAC-RAWTV-1396,301.2,1.22,17.0,989.0,164,Balanced All-Wheel Traction
RIMAC-RAWTV-1397,102.7,0.09,1.1,104.3,127,Balanced All-Wheel Traction
RIMAC-RAWTV-1398,97.0,-0.67,-8.6,-547.6,149,Balanced All-Wheel Traction
RIMAC-RAWTV-1399,213.0,1.13,16.4,929.3,164,Balanced All-Wheel Traction
RIMAC-RAWTV-1400,251.6,-0.53,-7.7,-505.8,126,Balanced All-Wheel Traction
RIMAC-RAWTV-1401,101.8,1.31,18.2,1204.2,161,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1402,259.8,0.28,3.1,308.4,107,Balanced All-Wheel Traction
RIMAC-RAWTV-1403,61.2,0.19,3.5,225.3,130,Balanced All-Wheel Traction
RIMAC-RAWTV-1404,287.7,-0.77,-10.8,-654.6,149,Balanced All-Wheel Traction
RIMAC-RAWTV-1405,196.9,-0.14,-3.0,-160.4,123,Balanced All-Wheel Traction
RIMAC-RAWTV-1406,195.5,-1.51,-21.5,-1222.0,176,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1407,79.7,-1.32,-19.6,-1096.6,156,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1408,314.0,0.18,0.7,148.4,126,Balanced All-Wheel Traction
RIMAC-RAWTV-1409,144.3,-0.49,-8.4,-423.2,136,Balanced All-Wheel Traction
RIMAC-RAWTV-1410,234.5,1.26,18.7,1084.3,136,Balanced All-Wheel Traction
RIMAC-RAWTV-1411,179.0,0.62,9.7,512.7,139,Balanced All-Wheel Traction
RIMAC-RAWTV-1412,269.8,-0.5,-6.9,-466.1,132,Balanced All-Wheel Traction
RIMAC-RAWTV-1413,222.1,-0.44,-5.4,-434.8,130,Balanced All-Wheel Traction
RIMAC-RAWTV-1414,312.1,1.15,15.1,988.6,157,Balanced All-Wheel Traction
RIMAC-RAWTV-1415,217.0,-0.68,-8.1,-597.5,140,Balanced All-Wheel Traction
RIMAC-RAWTV-1416,97.9,0.92,12.1,745.5,144,Balanced All-Wheel Traction
RIMAC-RAWTV-1417,103.1,0.29,4.5,305.7,134,Balanced All-Wheel Traction
RIMAC-RAWTV-1418,130.5,-0.56,-8.8,-490.8,145,Balanced All-Wheel Traction
RIMAC-RAWTV-1419,201.8,1.47,24.9,1213.6,162,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1420,127.2,-1.12,-16.6,-958.9,145,Balanced All-Wheel Traction
RIMAC-RAWTV-1421,212.9,-0.8,-12.8,-652.0,166,Balanced All-Wheel Traction
RIMAC-RAWTV-1422,194.0,0.46,5.9,359.7,132,Balanced All-Wheel Traction
RIMAC-RAWTV-1423,113.5,-0.01,0.1,11.0,108,Balanced All-Wheel Traction
RIMAC-RAWTV-1424,73.5,-0.11,-0.8,-108.3,129,Balanced All-Wheel Traction
RIMAC-RAWTV-1425,260.5,-0.76,-10.9,-682.1,162,Balanced All-Wheel Traction
RIMAC-RAWTV-1426,169.2,-1.16,-15.8,-965.7,162,Balanced All-Wheel Traction
RIMAC-RAWTV-1427,176.7,0.92,15.4,801.3,162,Balanced All-Wheel Traction
RIMAC-RAWTV-1428,297.6,0.95,13.7,839.3,162,Balanced All-Wheel Traction
RIMAC-RAWTV-1429,297.5,0.66,9.0,593.2,143,Balanced All-Wheel Traction
RIMAC-RAWTV-1430,282.5,0.1,1.1,30.2,124,Balanced All-Wheel Traction
RIMAC-RAWTV-1431,169.7,0.6,8.5,509.9,139,Balanced All-Wheel Traction
RIMAC-RAWTV-1432,310.4,-0.06,-1.9,11.8,131,Balanced All-Wheel Traction
RIMAC-RAWTV-1433,193.5,0.95,14.1,884.5,146,Balanced All-Wheel Traction
RIMAC-RAWTV-1434,226.2,-1.07,-15.7,-961.4,162,Balanced All-Wheel Traction
RIMAC-RAWTV-1435,134.6,0.89,11.4,803.8,163,Balanced All-Wheel Traction
RIMAC-RAWTV-1436,314.5,-0.67,-11.7,-657.5,150,Balanced All-Wheel Traction
RIMAC-RAWTV-1437,307.4,-0.42,-6.0,-374.6,128,Balanced All-Wheel Traction
RIMAC-RAWTV-1438,91.7,0.3,3.8,262.0,119,Balanced All-Wheel Traction
RIMAC-RAWTV-1439,215.9,-0.93,-14.0,-807.8,138,Balanced All-Wheel Traction
RIMAC-RAWTV-1440,274.3,-1.19,-16.6,-968.6,149,Balanced All-Wheel Traction
RIMAC-RAWTV-1441,218.9,1.33,19.3,1152.3,174,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1442,182.2,-1.34,-19.0,-1061.8,174,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1443,244.1,1.21,15.7,1088.0,161,Balanced All-Wheel Traction
RIMAC-RAWTV-1444,219.8,0.95,13.3,815.7,146,Balanced All-Wheel Traction
RIMAC-RAWTV-1445,255.5,-1.18,-17.8,-987.5,163,Balanced All-Wheel Traction
RIMAC-RAWTV-1446,167.4,-0.06,-2.5,-23.2,129,Balanced All-Wheel Traction
RIMAC-RAWTV-1447,154.6,1.01,14.8,891.6,145,Balanced All-Wheel Traction
RIMAC-RAWTV-1448,180.8,0.13,1.9,85.9,127,Balanced All-Wheel Traction
RIMAC-RAWTV-1449,211.9,-0.57,-9.9,-484.2,144,Balanced All-Wheel Traction
RIMAC-RAWTV-1450,251.6,1.03,13.9,802.1,149,Balanced All-Wheel Traction
RIMAC-RAWTV-1451,297.8,0.34,4.8,265.2,139,Balanced All-Wheel Traction
RIMAC-RAWTV-1452,155.5,0.45,8.2,403.8,140,Balanced All-Wheel Traction
RIMAC-RAWTV-1453,105.5,0.23,4.3,169.2,137,Balanced All-Wheel Traction
RIMAC-RAWTV-1454,211.5,0.89,11.6,775.1,149,Balanced All-Wheel Traction
RIMAC-RAWTV-1455,121.3,0.83,11.0,757.1,139,Balanced All-Wheel Traction
RIMAC-RAWTV-1456,274.2,0.82,12.8,694.7,145,Balanced All-Wheel Traction
RIMAC-RAWTV-1457,91.0,-0.79,-11.0,-738.2,141,Balanced All-Wheel Traction
RIMAC-RAWTV-1458,240.7,1.03,15.5,888.5,147,Balanced All-Wheel Traction
RIMAC-RAWTV-1459,261.8,0.8,11.0,679.0,159,Balanced All-Wheel Traction
RIMAC-RAWTV-1460,319.5,-1.08,-16.6,-866.2,172,Balanced All-Wheel Traction
RIMAC-RAWTV-1461,195.5,0.98,14.1,880.7,169,Balanced All-Wheel Traction
RIMAC-RAWTV-1462,259.5,-1.45,-21.9,-1266.7,185,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1463,184.1,-0.1,0.4,-71.0,118,Balanced All-Wheel Traction
RIMAC-RAWTV-1464,128.2,-0.88,-11.9,-730.1,159,Balanced All-Wheel Traction
RIMAC-RAWTV-1465,273.3,1.5,20.9,1295.9,167,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1466,111.6,-1.57,-23.8,-1399.9,176,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1467,109.5,-0.79,-11.0,-618.9,163,Balanced All-Wheel Traction
RIMAC-RAWTV-1468,292.1,-0.08,-1.3,-63.9,128,Balanced All-Wheel Traction
RIMAC-RAWTV-1469,170.6,0.23,2.3,221.9,155,Balanced All-Wheel Traction
RIMAC-RAWTV-1470,306.7,0.51,7.7,484.7,149,Balanced All-Wheel Traction
RIMAC-RAWTV-1471,114.7,-1.56,-23.2,-1339.2,162,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1472,137.5,-0.72,-9.2,-617.5,150,Balanced All-Wheel Traction
RIMAC-RAWTV-1473,67.2,-0.14,-3.8,-99.5,153,Balanced All-Wheel Traction
RIMAC-RAWTV-1474,185.5,-0.34,-1.7,-349.7,127,Balanced All-Wheel Traction
RIMAC-RAWTV-1475,112.0,1.07,16.7,859.8,146,Balanced All-Wheel Traction
RIMAC-RAWTV-1476,201.0,-1.18,-17.3,-1054.6,163,Balanced All-Wheel Traction
RIMAC-RAWTV-1477,295.4,0.19,3.5,169.7,119,Balanced All-Wheel Traction
RIMAC-RAWTV-1478,208.8,1.51,22.6,1125.9,169,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1479,284.0,1.5,21.6,1252.9,171,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1480,236.6,0.17,2.0,99.9,150,Balanced All-Wheel Traction
RIMAC-RAWTV-1481,199.6,1.45,17.9,1195.0,161,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1482,182.3,0.08,1.2,-7.5,123,Balanced All-Wheel Traction
RIMAC-RAWTV-1483,196.0,-0.02,0.2,-28.2,123,Balanced All-Wheel Traction
RIMAC-RAWTV-1484,180.3,-0.06,0.3,-97.9,120,Balanced All-Wheel Traction
RIMAC-RAWTV-1485,118.1,1.3,18.6,1078.8,160,Balanced All-Wheel Traction
RIMAC-RAWTV-1486,304.2,-0.48,-7.0,-368.6,128,Balanced All-Wheel Traction
RIMAC-RAWTV-1487,178.2,-0.14,-1.2,-168.6,124,Balanced All-Wheel Traction
RIMAC-RAWTV-1488,290.7,-0.68,-9.4,-596.1,148,Balanced All-Wheel Traction
RIMAC-RAWTV-1489,267.1,-1.51,-22.6,-1273.0,175,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1490,283.0,0.9,12.6,689.2,145,Balanced All-Wheel Traction
RIMAC-RAWTV-1491,300.5,1.16,17.1,1000.2,157,Balanced All-Wheel Traction
RIMAC-RAWTV-1492,135.7,0.38,5.1,260.3,120,Balanced All-Wheel Traction
RIMAC-RAWTV-1493,279.2,1.45,22.7,1249.9,185,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1494,180.4,0.74,11.8,652.3,137,Balanced All-Wheel Traction
RIMAC-RAWTV-1495,265.5,0.56,7.6,414.1,131,Balanced All-Wheel Traction
RIMAC-RAWTV-1496,214.2,0.87,12.8,763.3,148,Balanced All-Wheel Traction
RIMAC-RAWTV-1497,275.9,-0.71,-9.6,-681.9,144,Balanced All-Wheel Traction
RIMAC-RAWTV-1498,117.7,-1.07,-16.1,-1016.1,144,Balanced All-Wheel Traction
RIMAC-RAWTV-1499,307.7,-1.12,-17.5,-914.9,164,Balanced All-Wheel Traction
RIMAC-RAWTV-1500,76.9,-0.82,-9.8,-689.4,151,Balanced All-Wheel Traction
RIMAC-RAWTV-1501,175.3,-0.87,-11.5,-765.7,142,Balanced All-Wheel Traction
RIMAC-RAWTV-1502,148.6,0.73,9.3,584.8,140,Balanced All-Wheel Traction
RIMAC-RAWTV-1503,268.1,0.44,6.8,420.5,129,Balanced All-Wheel Traction
RIMAC-RAWTV-1504,229.5,-1.14,-17.8,-1037.0,176,Balanced All-Wheel Traction
RIMAC-RAWTV-1505,285.7,-1.31,-18.4,-1129.7,175,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1506,71.3,-1.16,-17.0,-949.4,158,Balanced All-Wheel Traction
RIMAC-RAWTV-1507,270.4,-0.79,-12.7,-602.0,138,Balanced All-Wheel Traction
RIMAC-RAWTV-1508,179.3,-0.61,-9.1,-467.3,136,Balanced All-Wheel Traction
RIMAC-RAWTV-1509,319.3,-1.25,-17.4,-1050.6,177,Balanced All-Wheel Traction
RIMAC-RAWTV-1510,210.7,1.19,18.0,925.4,162,Balanced All-Wheel Traction
RIMAC-RAWTV-1511,275.5,-1.33,-17.7,-1107.1,156,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1512,248.3,1.51,21.2,1344.1,177,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1513,294.0,0.93,13.1,834.0,140,Balanced All-Wheel Traction
RIMAC-RAWTV-1514,238.3,-1.52,-23.2,-1278.8,177,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1515,129.8,0.52,7.4,431.1,146,Balanced All-Wheel Traction
RIMAC-RAWTV-1516,144.0,-1.44,-19.3,-1235.7,181,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1517,244.8,0.02,-0.4,121.6,121,Balanced All-Wheel Traction
RIMAC-RAWTV-1518,107.6,0.25,5.1,161.3,118,Balanced All-Wheel Traction
RIMAC-RAWTV-1519,98.7,-0.06,-0.8,-13.0,113,Balanced All-Wheel Traction
RIMAC-RAWTV-1520,142.7,1.09,14.2,880.2,159,Balanced All-Wheel Traction
RIMAC-RAWTV-1521,87.5,0.17,1.2,174.6,117,Balanced All-Wheel Traction
RIMAC-RAWTV-1522,277.8,-0.22,-2.1,-244.0,110,Balanced All-Wheel Traction
RIMAC-RAWTV-1523,109.0,0.8,11.9,731.6,152,Balanced All-Wheel Traction
RIMAC-RAWTV-1524,91.0,-0.88,-13.1,-780.5,160,Balanced All-Wheel Traction
RIMAC-RAWTV-1525,145.3,0.05,-0.2,37.7,112,Balanced All-Wheel Traction
RIMAC-RAWTV-1526,66.1,-1.47,-22.4,-1167.1,167,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1527,153.1,-0.43,-5.8,-286.1,142,Balanced All-Wheel Traction
RIMAC-RAWTV-1528,174.0,1.53,22.3,1311.9,169,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1529,262.1,-1.18,-17.7,-1030.7,157,Balanced All-Wheel Traction
RIMAC-RAWTV-1530,64.4,0.41,5.9,294.8,130,Balanced All-Wheel Traction
RIMAC-RAWTV-1531,158.0,0.1,1.3,71.9,127,Balanced All-Wheel Traction
RIMAC-RAWTV-1532,133.4,-1.53,-23.0,-1298.6,166,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1533,87.0,0.97,11.7,861.8,151,Balanced All-Wheel Traction
RIMAC-RAWTV-1534,71.5,-1.4,-19.3,-1217.7,170,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1535,256.0,-0.28,-6.3,-211.5,125,Balanced All-Wheel Traction
RIMAC-RAWTV-1536,287.1,0.4,7.7,241.1,143,Balanced All-Wheel Traction
RIMAC-RAWTV-1537,279.7,1.4,18.2,1166.6,161,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1538,72.5,-0.9,-13.7,-746.0,157,Balanced All-Wheel Traction
RIMAC-RAWTV-1539,63.1,0.38,6.5,273.2,122,Balanced All-Wheel Traction
RIMAC-RAWTV-1540,121.3,-1.53,-20.9,-1168.0,156,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1541,227.5,-0.46,-7.2,-348.0,137,Balanced All-Wheel Traction
RIMAC-RAWTV-1542,168.5,0.83,12.3,721.9,153,Balanced All-Wheel Traction
RIMAC-RAWTV-1543,90.5,1.37,18.6,1129.3,172,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1544,134.8,1.4,20.4,1250.8,162,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1545,147.2,-0.82,-11.9,-682.7,144,Balanced All-Wheel Traction
RIMAC-RAWTV-1546,298.8,-0.21,-2.9,-241.1,128,Balanced All-Wheel Traction
RIMAC-RAWTV-1547,159.4,-1.39,-20.6,-1166.2,162,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1548,198.2,-0.65,-7.7,-473.5,144,Balanced All-Wheel Traction
RIMAC-RAWTV-1549,222.7,1.21,18.9,973.5,178,Balanced All-Wheel Traction
RIMAC-RAWTV-1550,247.7,0.54,6.5,440.5,141,Balanced All-Wheel Traction
RIMAC-RAWTV-1551,216.3,0.72,14.4,611.0,158,Balanced All-Wheel Traction
RIMAC-RAWTV-1552,96.9,0.96,14.9,839.7,157,Balanced All-Wheel Traction
RIMAC-RAWTV-1553,151.8,-0.33,-4.3,-284.3,119,Balanced All-Wheel Traction
RIMAC-RAWTV-1554,280.9,0.07,3.5,63.6,141,Balanced All-Wheel Traction
RIMAC-RAWTV-1555,127.1,-1.26,-18.1,-1020.8,170,Balanced All-Wheel Traction
